optimgain,EpisodesSoFar,EpTrueRewMean,TimestepsSoFar,entropy,EpLenMean,TimeElapsed,EpThisIter,ev_tdlam_before,EpRewMean,surrgain,meankl,entloss
0.1476944,3510,531.9496961749239,879882,23.194906,105.45,1935.3759701251984,11,0.9050151035189629,70.21419,0.1476944,0.0039131325,0.0
0.1519763,3521,506.168135472625,883050,23.195717,100.275,1941.9924716949463,11,0.9139555245637894,67.68826,0.1519763,0.004092741,0.0
0.1480004,3530,510.13432758550715,886014,23.195736,100.55,1948.6212060451508,9,0.9008000195026398,70.0909,0.1480004,0.0037948156,0.0
0.28560716,3540,525.5141175618056,889395,23.191475,103.45,1955.3893065452576,10,0.9302817061543465,72.44164,0.28560716,0.01492271,0.0
0.1454782,3549,544.9670371507676,892398,23.190104,108.125,1961.84765791893,9,0.9185146912932396,73.37052,0.1454782,0.003963435,0.0
0.15102623,3559,553.7766174858933,895554,23.189634,109.275,1968.5022149085999,10,0.8972553238272667,74.0522,0.15102623,0.0043698545,0.0
0.15245463,3570,532.69014659672,898596,23.190119,104.85,1975.1316919326782,11,0.9117270708084106,69.72489,0.15245463,0.0040245275,0.0
0.15032405,3581,512.1735701286525,901752,23.189451,100.6,1981.8394458293915,11,0.9010308757424355,65.91223,0.15032405,0.003992018,0.0
0.15547884,3589,529.9526009974636,904794,23.19027,103.3,1988.5673367977142,8,0.8644374907016754,67.608284,0.15547884,0.004102272,0.0
0.17005816,3599,517.9488045525723,907758,23.191671,101.7,1995.2350511550903,10,0.8558766841888428,65.81903,0.17005816,0.004174807,0.0
0.16090652,3608,533.5646813328556,910617,23.191877,104.975,2001.9073433876038,9,0.8400728553533554,67.961716,0.16090652,0.003943126,0.0
0.16788718,3617,556.7876609790077,913740,23.192558,109.525,2008.6749539375305,9,0.8548564463853836,72.10895,0.16788718,0.004543401,0.0
0.1510652,3627,552.9553579730676,916728,23.193827,107.375,2015.3927159309387,10,0.9172907769680023,71.63368,0.1510652,0.004083585,0.0
0.15850602,3636,551.7574426861803,919818,23.196798,107.3,2022.1593732833862,9,0.8937783092260361,72.85579,0.15850602,0.0039510513,0.0
0.16022062,3644,576.1874114028373,922806,23.197346,111.5,2029.0064311027527,8,0.8728493452072144,75.09061,0.16022062,0.0041822847,0.0
0.15420035,3654,560.5900047703924,925848,23.196207,108.825,2035.8196742534637,10,0.9239475354552269,73.211876,0.15420035,0.0044359355,0.0
0.16251506,3663,577.2727429979004,929070,23.196596,112.9,2042.3918812274933,9,0.9162246137857437,76.370804,0.16251506,0.0039952984,0.0
0.4383059,3672,579.5256445518211,932286,23.193535,114.325,2048.9827270507812,9,0.9105861261487007,75.97664,0.4383059,0.014490872,0.0
0.15720078,3681,583.7826194588438,935526,23.192951,114.675,2055.664206981659,9,0.9090099036693573,76.21745,0.15720078,0.0042110747,0.0
0.14937535,3690,577.2559622022873,938286,23.192547,113.875,2062.2410519123077,9,0.916845053434372,75.87856,0.14937535,0.0037962657,0.0
0.14981845,3698,576.3400364671777,941115,23.188543,113.6,2068.9099419116974,8,0.8925021216273308,74.46797,0.14981845,0.0038657095,0.0
0.14935148,3707,572.3407849358819,944121,23.189632,112.975,2075.601992368698,9,0.9048919901251793,73.84127,0.14935148,0.003991754,0.0
0.21144888,3716,561.7669896216964,947061,23.18992,110.45,2082.324390411377,9,0.8403795212507248,73.52359,0.21144888,0.004504674,0.0
0.14774175,3724,558.1716108877538,949947,23.19018,111.925,2089.1102974414825,8,0.8801889568567276,70.640884,0.14774175,0.004024056,0.0
0.16530463,3734,558.7342937737225,952875,23.190737,112.0,2095.871498823166,10,0.881804421544075,70.69747,0.16530463,0.0041254973,0.0
0.16380428,3744,539.3953521957718,955893,23.190107,107.45,2102.5575952529907,10,0.9202766641974449,69.50268,0.16380428,0.004098976,0.0
0.15916133,3753,534.8628990070038,959007,23.18952,106.5,2109.2214648723602,9,0.8795609921216965,70.6801,0.15916133,0.004059797,0.0
0.15313858,3762,562.3488093163965,962604,23.187578,111.15,2115.934536933899,9,0.9070426896214485,75.99929,0.15313858,0.003887381,0.0
0.16421872,3772,550.3112125598925,965604,23.188238,109.875,2122.5990726947784,10,0.8650005459785461,73.848404,0.16421872,0.0044723162,0.0
0.14875144,3781,579.1592201152214,969078,23.18947,116.675,2129.1883697509766,9,0.8431601077318192,75.31986,0.14875144,0.004142382,0.0
0.15866558,3791,575.8449569581071,972288,23.18847,116.4,2135.844028711319,10,0.8898270949721336,73.04503,0.15866558,0.004166359,0.0
0.14434567,3800,557.6215865825104,975348,23.184576,113.4,2142.5921189785004,9,0.7654152363538742,67.81523,0.14434567,0.0038588147,0.0
0.26880485,3810,556.336338726511,978483,23.18284,112.575,2149.31960439682,10,0.890554815530777,69.69895,0.26880485,0.014768522,0.0
