meankl,entropy,EpisodesSoFar,optimgain,entloss,TimeElapsed,EpThisIter,EpLenMean,EpRewMean,EpTrueRewMean,ev_tdlam_before,surrgain,TimestepsSoFar
0.009934422,6.995073,554,0.08370898,0.0,894.5708940029144,1,709.475,607.87177,2297.3672604271787,0.22448790073394775,0.08370898,621324
0.011019683,7.0101314,556,0.11092213,0.0,899.0626606941223,2,698.725,599.6173,2257.9135885507544,0.8722552210092545,0.11092213,623811
0.009602331,6.964555,558,0.10252781,0.0,903.5123796463013,2,696.325,597.8776,2272.2987602845324,0.5706596374511719,0.10252781,627636
0.010210686,6.942257,560,0.10261599,0.0,907.9632766246796,2,698.325,603.76306,2302.8996754026807,0.9408024623990059,0.10261599,631602
0.009473786,6.9388256,561,0.093888916,0.0,912.4484169483185,1,714.4,617.8933,2368.1069723729834,-0.05826973915100098,0.093888916,634602
0.009375747,6.9202237,562,0.09745592,0.0,916.9667861461639,1,725.2,630.734,2426.6624772186524,0.9493809640407562,0.09745592,636627
0.009464372,6.949602,564,0.09495051,0.0,921.4921247959137,2,705.35,614.0316,2364.847451205744,0.6573219001293182,0.09495051,637983
0.009013071,6.9748697,565,0.084566906,0.0,926.0512948036194,1,725.6,632.7155,2451.280182325405,0.2484755516052246,0.084566906,640983
0.010228572,6.9717884,567,0.10848798,0.0,930.5450999736786,2,715.975,623.7257,2427.152279068127,0.8804891034960747,0.10848798,645339
0.009473011,6.952641,568,0.10516864,0.0,935.0518040657043,1,701.875,608.6373,2372.2976678866353,0.8537726104259491,0.10516864,646647
0.009858909,6.9482465,570,0.089287385,0.0,939.5377666950226,2,688.5,593.98474,2315.1274537333584,0.2729240655899048,0.089287385,650307
0.009731018,6.9373765,571,0.08731033,0.0,944.0212574005127,1,707.625,610.1088,2396.0269007242523,0.07038182020187378,0.08731033,653307
0.009942342,6.9075174,572,0.08271955,0.0,948.580447435379,1,726.975,625.6592,2464.4298910614752,0.2524247169494629,0.08271955,656307
0.009184664,6.9668407,573,0.07472902,0.0,953.0465815067291,1,735.55,632.8851,2493.0380726948742,0.17011815309524536,0.07472902,659307
0.008997656,6.994328,574,0.0872243,0.0,957.6072018146515,1,749.725,644.33624,2542.4601911351383,0.31159281730651855,0.0872243,662307
0.009170468,6.98224,576,0.0947922,0.0,962.0463111400604,2,747.225,643.24426,2541.346187665988,0.8921432346105576,0.0947922,666294
0.009422572,6.9460306,577,0.11369298,0.0,966.628741979599,1,740.65,637.5115,2515.9480043749095,0.8910354897379875,0.11369298,668055
0.0124941245,6.9590497,578,0.08326834,0.0,971.2161223888397,1,740.65,636.9455,2509.338634703778,0.08976316452026367,0.08326834,671055
0.010409664,6.9542227,579,0.12635778,0.0,975.8298852443695,1,756.275,649.08466,2561.7901210365067,0.651976466178894,0.12635778,674055
0.011066445,6.9474454,581,0.10649645,0.0,980.4176721572876,2,762.375,653.4219,2575.9688487261246,0.39867085218429565,0.10649645,678228
0.010047967,6.9201055,583,0.097869776,0.0,985.0168869495392,2,756.325,648.55,2537.8698131306346,0.6097235679626465,0.097869776,681816
0.009633468,6.931749,584,0.1345685,0.0,989.5448055267334,1,756.325,647.9997,2539.6684117115474,-0.06610608100891113,0.1345685,684816
0.0093043195,6.9009566,587,0.098546736,0.0,994.1032567024231,3,731.6,624.80994,2417.7910224713532,0.6309144198894501,0.098546736,689604
0.012068099,6.903073,588,0.089084774,0.0,998.7065978050232,1,743.8,633.1748,2437.9335530839003,0.13963580131530762,0.089084774,692604
0.009058128,6.8918443,589,0.082927525,0.0,1003.255077123642,1,743.8,633.235,2426.618436255454,0.2595498561859131,0.082927525,695604
0.009805407,6.887573,591,0.099755645,0.0,1007.8323240280151,2,721.5,610.26794,2313.370531336773,0.8888820707798004,0.099755645,698904
0.009496452,6.9313364,592,0.09446838,0.0,1012.511440038681,1,721.5,608.35956,2306.7839014127876,0.14833837747573853,0.09446838,701904
0.009815371,6.913865,593,0.081073284,0.0,1017.0793154239655,1,721.5,606.99384,2297.9552091335686,0.14851230382919312,0.081073284,704904
0.010067168,6.9074664,595,0.102360144,0.0,1021.6757349967957,2,722.0,606.7538,2283.6040571428603,0.8640811741352081,0.102360144,708801
0.009592602,6.85815,596,0.102723554,0.0,1026.218962430954,1,731.025,614.1761,2317.3127892601083,0.7496925592422485,0.102723554,711534
0.0087417625,6.8506303,597,0.08144336,0.0,1030.7520701885223,1,731.025,614.1199,2302.9470791580507,0.04350888729095459,0.08144336,714534
0.01017324,6.837996,598,0.07669106,0.0,1035.3129501342773,1,749.15,628.8253,2365.9133901668088,0.05129474401473999,0.07669106,717534
0.010610625,6.801754,600,0.09937898,0.0,1039.9111278057098,2,744.425,621.23865,2329.50326850431,0.7106466591358185,0.09937898,720933
0.009400759,6.770372,601,0.084210545,0.0,1044.5211613178253,1,744.425,619.9595,2324.124799699012,0.001520693302154541,0.084210545,723933
0.00954432,6.8059726,602,0.08048862,0.0,1049.0743081569672,1,752.55,625.6234,2346.5501681353735,-0.20280444622039795,0.08048862,726933
0.009939554,6.8140697,603,0.09513352,0.0,1053.633162021637,1,761.75,633.32666,2378.2403282703785,0.8419718444347382,0.09513352,728961
0.008549502,6.8065934,604,0.09061204,0.0,1058.1962895393372,1,783.15,650.20355,2446.6054162733026,-0.02080821990966797,0.09061204,731961
0.009046636,6.8079658,606,0.090440765,0.0,1062.7988588809967,2,767.425,635.5729,2364.0366697788327,0.553049772977829,0.090440765,735669
0.009190227,6.7956543,607,0.089297116,0.0,1067.641093492508,1,777.75,643.2096,2396.786546773552,0.027064979076385498,0.089297116,738669
0.009634062,6.80919,608,0.09455882,0.0,1072.1613986492157,1,778.75,644.2834,2394.514350760214,0.8911760374903679,0.09455882,740097
0.010235533,6.806214,610,0.099331304,0.0,1076.7465620040894,2,779.4,643.1497,2385.4023057198256,0.4950997233390808,0.099331304,743835
0.00843764,6.7955785,611,0.10656755,0.0,1081.3019478321075,1,763.5,629.6332,2314.780005796289,0.8417928367853165,0.10656755,744927
0.010204373,6.7703686,612,0.104820356,0.0,1085.8047986030579,1,751.55,620.01416,2270.5507003812177,0.8716910779476166,0.104820356,746493
0.009201213,6.7746544,614,0.08863384,0.0,1090.3256347179413,2,739.5,607.40283,2214.5884123345522,0.5253704190254211,0.08863384,751047
0.009833954,6.793941,618,0.09507345,0.0,1094.8321449756622,4,693.1,563.24426,2028.3344612254125,0.8592691719532013,0.09507345,754227
0.009465139,6.790606,621,0.12247038,0.0,1099.3622651100159,3,658.575,533.7563,1896.4589052812412,0.7415248155593872,0.12247038,757257
0.01025951,6.7590184,622,0.09618814,0.0,1103.9140005111694,1,658.575,534.0078,1891.5732908450238,-0.09550023078918457,0.09618814,760257
0.009731619,6.7387514,624,0.10402101,0.0,1108.4463424682617,2,658.525,534.66095,1879.482871997577,0.46228206157684326,0.10402101,763839
0.00970344,6.690186,626,0.120635904,0.0,1113.0668551921844,2,652.375,528.6771,1853.279059269415,0.8331403434276581,0.120635904,767220
0.010257296,6.6774726,628,0.10425874,0.0,1117.6622741222382,2,669.225,545.0528,1922.7380617218018,0.5860959887504578,0.10425874,772911
0.010440453,6.6901674,630,0.10489443,0.0,1122.1508655548096,2,644.8,526.3101,1859.6030285829943,0.7886591702699661,0.10489443,774471
0.009816853,6.690351,631,0.22141957,0.0,1126.7086713314056,1,654.725,535.0983,1889.2010156990632,0.6428205668926239,0.22141957,777471
0.011363444,6.735595,632,0.09091109,0.0,1131.2412810325623,1,654.725,536.3278,1890.9429881034307,0.06094437837600708,0.09091109,780471
0.011342989,6.7466283,633,0.107532896,0.0,1135.7234630584717,1,654.725,537.7274,1897.435246036816,-0.17396235466003418,0.107532896,783471
0.01157588,6.721501,635,0.10850166,0.0,1140.2873976230621,2,661.75,543.1297,1923.425051661805,0.40225493907928467,0.10850166,788211
0.009398596,6.693419,636,0.11049189,0.0,1144.869891166687,1,663.975,542.82947,1923.9215984830444,-0.10624122619628906,0.11049189,791211
0.009697372,6.698246,638,0.103209004,0.0,1149.4583323001862,2,635.2,517.6315,1818.8081618095537,0.8544361889362335,0.103209004,793758
0.01022314,6.6903725,640,0.09391679,0.0,1154.0371572971344,2,644.675,526.3506,1855.8019292843994,0.5465695559978485,0.09391679,798294
0.009973776,6.656389,641,0.085676044,0.0,1158.700792312622,1,644.675,526.2233,1857.6813086516026,0.01899540424346924,0.085676044,801294
0.010580053,6.6422725,643,0.109539315,0.0,1163.2785997390747,2,632.025,513.8882,1804.5102787258504,0.5440285205841064,0.109539315,804804
0.010859792,6.648085,644,0.10734373,0.0,1167.8072626590729,1,627.3,510.95526,1796.3967631079345,0.861267700791359,0.10734373,807237
0.009645884,6.6448936,646,0.0946195,0.0,1172.3503935337067,2,617.95,503.17212,1766.410112210067,0.8993998616933823,0.0946195,809823
0.009776916,6.5939937,647,0.10569688,0.0,1176.8847336769104,1,617.95,503.72394,1772.424741737598,0.764293760061264,0.10569688,812823
0.009810792,6.580868,648,0.08940873,0.0,1181.4176921844482,1,631.05,515.40576,1821.435968404519,-0.04024028778076172,0.08940873,815823
0.010104921,6.568313,649,0.07178721,0.0,1185.9929423332214,1,631.05,516.16473,1832.6687869068348,0.00072479248046875,0.07178721,818823
0.00952222,6.5529823,651,0.098600656,0.0,1190.4886722564697,2,651.5,533.9785,1913.4852876526552,0.7842148244380951,0.098600656,823107
0.010455083,6.616958,652,0.10794541,0.0,1195.0347998142242,1,647.625,530.7808,1903.838036321455,0.8799619376659393,0.10794541,824208
0.011099808,6.6162114,653,0.07970491,0.0,1199.5644090175629,1,647.625,530.19196,1910.0414827538382,-0.15131711959838867,0.07970491,827208
0.00977735,6.590741,654,0.08950364,0.0,1204.1593997478485,1,659.675,541.14703,1967.1417823506388,0.04899287223815918,0.08950364,830208
0.01095957,6.561905,656,0.11013457,0.0,1208.7811193466187,2,680.25,558.153,2037.585409135509,0.900443784892559,0.11013457,834558
0.009708468,6.591309,657,0.0821446,0.0,1213.4083688259125,1,700.475,573.8502,2110.7897407200558,-0.13357317447662354,0.0821446,837558
0.010058153,6.543105,658,0.10407737,0.0,1217.9948990345001,1,719.425,593.0249,2199.01327400698,0.8430262953042984,0.10407737,840558
0.009388753,6.567674,659,0.13249588,0.0,1222.6037800312042,1,739.525,610.45435,2265.8925254763653,0.9210427552461624,0.13249588,843474
0.011505424,6.555354,660,0.08525527,0.0,1227.1553053855896,1,747.65,616.96497,2299.2358759519025,-0.007982254028320312,0.08525527,846474
0.0106299855,6.546738,661,0.08510566,0.0,1231.7092707157135,1,768.475,634.02136,2369.6401849006065,0.01768571138381958,0.08510566,849474
0.0101567395,6.5104966,663,0.13861167,0.0,1236.270568370819,2,749.85,617.28186,2307.0777244883234,0.8068649768829346,0.13861167,853239
0.010402812,6.5310855,665,0.10170215,0.0,1240.8463733196259,2,774.025,637.58966,2385.880902669092,0.899770513176918,0.10170215,859068
0.010551732,6.4972677,666,0.12094729,0.0,1245.4143087863922,1,780.05,643.9894,2407.308754552546,0.9233616068959236,0.12094729,860826
0.009280467,6.5537543,667,0.09334566,0.0,1250.078114748001,1,780.05,641.728,2408.7235455775094,-0.015408873558044434,0.09334566,863826
0.01056426,6.5709825,668,0.08471148,0.0,1254.664763212204,1,782.625,641.2728,2411.7056957174764,-0.011060357093811035,0.08471148,866826
