# {"env_id": "Walker2d-v2", "t_start": 1551116356.1165643} 
r,l,t
3.584437,18,7.975188
-0.040145,18,8.004982
-2.841208,10,8.022492
2.10867,17,8.049074
-3.012086,19,8.07924
0.570596,11,8.095662
0.706306,13,8.114044
-3.232842,10,8.126816
-3.18664,16,8.147049
-2.889542,10,8.161234
-2.545647,15,8.181937
2.313928,17,8.206478
-1.826658,11,8.22148
-3.001371,17,8.246417
-2.107491,10,8.261067
-6.869171,10,8.274594
-5.028234,19,8.301565
0.019412,12,8.318476
31.298229,43,8.377136
5.922674,28,8.417837
3.370403,24,8.45172
1.080077,13,8.469949
-4.701421,24,8.504256
-2.067624,21,8.533091
-2.956922,11,8.548333
-5.472747,20,8.577068
4.767451,24,8.611563
-7.347805,23,8.644598
-4.755927,12,8.661595
1.287462,12,8.678292
-1.199066,20,8.706771
-2.071533,17,8.731307
-0.243162,17,8.756155
-6.390159,21,8.784163
-0.058484,12,8.801786
-6.150038,22,8.832017
2.060397,12,8.850725
-4.435849,7,8.860761
-5.033171,8,8.872134
-2.453804,12,8.888789
-12.304772,20,8.915431
-3.286924,9,8.927993
1.361715,23,8.960485
9.118069,26,8.996878
4.950271,16,9.021569
2.005627,13,9.042473
-7.090022,16,9.067672
-0.052351,11,9.084355
-4.240296,16,9.112051
5.733607,22,9.144323
0.376615,18,9.171768
-5.247881,10,9.184151
-7.169748,23,9.213001
-5.830055,11,9.224809
11.483484,39,9.285229
0.251832,27,9.327178
-4.413324,20,9.353854
-9.172743,19,9.382144
2.916815,34,10.082305
-5.157155,16,10.104886
15.078844,28,10.148236
2.528416,26,10.187227
-3.91323,16,10.209947
-4.235978,8,10.220809
-9.114522,28,10.263859
2.198513,31,10.307526
-2.145604,19,10.336004
-0.589925,17,10.361262
0.288925,14,10.382439
1.633104,15,10.403664
-1.600544,26,10.441511
0.428563,21,10.47
-7.768243,17,10.493815
-3.595876,17,10.517764
-5.814495,17,10.541783
-5.551576,20,10.56945
12.908519,30,10.613966
-8.098701,14,10.637461
-4.447151,9,10.648675
-4.32661,20,10.677801
1.280762,20,10.706098
3.336062,15,10.728085
3.914768,28,10.77174
-0.437292,10,10.784997
3.863549,18,10.812074
4.767332,19,10.838356
1.271749,16,10.860693
-2.598734,33,10.909977
-3.284981,11,10.924675
-1.772837,18,10.950991
6.92672,26,10.985512
-3.946517,46,11.053778
-7.568185,18,11.078152
0.861749,12,11.094986
-3.96578,24,11.126812
-3.715405,11,11.142222
-9.472404,13,11.161121
-9.183882,24,11.192869
-1.929217,14,11.212373
5.899272,28,11.257241
-4.445393,6,11.268388
-1.903665,15,11.291664
-7.274659,15,11.313454
7.171951,17,11.336109
-0.220321,10,11.352384
4.981297,24,11.388009
-1.731656,25,11.423599
-2.511591,10,11.439732
5.474706,21,11.471829
0.741329,16,11.496281
-4.734259,22,11.529188
2.856131,25,11.565762
0.237295,20,11.730181
-1.904544,14,11.75125
-8.336361,18,11.778095
0.208493,10,11.792642
-4.817467,23,11.82548
6.045242,18,11.852475
-7.726273,18,11.879403
17.002863,50,11.952438
3.797285,35,12.002723
-4.223716,20,12.032289
