meankl,optimgain,surrgain,entloss,entropy,EpThisIter,ev_tdlam_before,TimeElapsed,EpisodesSoFar,TimestepsSoFar,EpLenMean,EpTrueRewMean,EpRewMean
0.0069375634,0.097781986,0.097781986,0.0,7.955384,4,0.9312530234456062,182.53850507736206,224,119073,477.65,518.5701312807096,309.6457
0.006657974,0.08485414,0.08485414,0.0,7.9127655,3,0.9778681639581919,187.02569270133972,227,121818,456.85,501.1918354202586,295.17938
0.006896884,0.08112748,0.08112748,0.0,7.924698,2,0.9705314915627241,191.54082202911377,229,124872,471.975,515.4430228574189,302.10742
0.006564865,0.11818093,0.11818093,0.0,7.940505,2,0.9595471024513245,196.0328814983368,231,127572,460.475,512.059668104439,295.3221
0.0064843684,0.09468216,0.09468216,0.0,7.925889,3,0.9378734901547432,200.56052088737488,234,130146,406.925,479.0140611168711,270.4709
0.0064890096,0.08039056,0.08039056,0.0,7.936047,3,0.9636548087000847,205.08127689361572,237,134106,394.75,475.72407260458397,260.27237
0.0062624123,0.06207065,0.06207065,0.0,7.9384165,3,0.9547812230885029,209.64778590202332,240,136875,394.3,465.6573248555502,251.03291
0.0060700905,0.077767864,0.077767864,0.0,7.934635,2,0.9625257961452007,214.14667534828186,242,139689,385.075,462.9233195195458,246.16862
0.0063957283,0.08006716,0.08006716,0.0,7.9202843,2,0.9807362500578165,218.69905972480774,244,143295,392.1,459.3343428663633,244.93741
0.007108376,0.12197207,0.12197207,0.0,7.9428244,2,0.9527291730046272,223.20317363739014,246,146280,387.3,459.56911029080203,239.69063
0.0061990293,0.07994663,0.07994663,0.0,7.924865,3,0.9773607160896063,227.7357132434845,249,151884,388.775,475.89514220944363,241.10013
0.0067178705,0.07812154,0.07812154,0.0,7.9057584,3,0.9022189751267433,232.29562306404114,252,155130,391.85,481.37819766699306,237.45097
0.007011697,0.09113637,0.09113637,0.0,7.9176483,1,0.9664964750409126,236.79617834091187,253,158085,407.45,505.2885688931498,245.84663
0.0068032015,0.05852975,0.05852975,0.0,7.93494,1,0.4844213128089905,241.32151055335999,254,161085,421.675,516.8088882940516,250.21973
0.006223754,0.08170174,0.08170174,0.0,7.9472623,2,0.9692981094121933,245.88341188430786,256,164634,441.325,543.4020163849866,259.38727
0.0071048047,0.095917165,0.095917165,0.0,7.9581876,2,0.955668818205595,250.32389903068542,258,167604,453.0,564.1559009630407,265.35382
0.0064114947,0.08670832,0.08670832,0.0,7.9337153,1,0.7454966008663177,254.9143877029419,259,168801,455.675,566.5341459200292,264.5929
0.0065065017,0.077972114,0.077972114,0.0,7.920109,1,0.9541145451366901,259.46867966651917,260,170226,453.7,567.9162611458669,263.08282
0.0070239636,0.07104623,0.07104623,0.0,7.9346437,2,0.9019466564059258,263.8954555988312,262,173532,472.9,579.5324516662529,269.9401
0.0069824187,0.08607988,0.08607988,0.0,7.939343,2,0.9622503779828548,268.3984532356262,264,176925,482.1,587.6081105815521,272.39734
0.007817373,0.13611595,0.13611595,0.0,7.9287233,2,0.9712840188294649,272.8750514984131,266,179271,489.725,595.1754907178401,275.44418
0.006029645,0.09577421,0.09577421,0.0,7.928025,2,0.9355392605066299,277.2437570095062,268,183111,495.075,601.5692490801217,276.10577
0.006699437,0.10277736,0.10277736,0.0,7.919052,3,0.9090172350406647,281.6766412258148,271,185934,486.35,595.1626729648644,272.66876
0.006336287,0.094580226,0.094580226,0.0,7.937745,2,0.9571657627820969,286.11441254615784,273,189300,499.925,607.4004236986129,277.8681
0.0069295564,0.13298635,0.13298635,0.0,7.9237676,2,0.8921784684062004,290.5628125667572,275,191496,498.75,613.7360913905704,279.37247
0.0074668406,0.11621074,0.11621074,0.0,7.916855,4,0.9677482955157757,295.0861585140228,279,195516,496.325,627.337244705042,280.86017
0.006771014,0.085243866,0.085243866,0.0,7.9393315,2,0.8628439605236053,299.54181361198425,281,197547,486.875,615.9759203136921,276.58057
0.0067471904,0.084294274,0.084294274,0.0,7.9493413,2,0.9594314023852348,303.98458981513977,283,199728,478.8,622.3506131918899,274.9103
0.0076102028,0.10606373,0.10606373,0.0,7.953617,3,0.9548076242208481,308.4865951538086,286,203961,480.675,627.4665985795174,275.9936
0.008082304,0.116794646,0.116794646,0.0,7.9555693,2,0.8936617523431778,312.97085189819336,288,207336,470.2,611.3385580755241,270.3248
0.0083866995,0.07527107,0.07527107,0.0,7.925294,2,0.9222844913601875,317.4983775615692,290,210894,477.95,609.3081651864829,271.62204
0.007879238,0.10667816,0.10667816,0.0,7.9284706,1,0.9325312152504921,321.9291434288025,291,213069,488.425,622.6682660448588,276.8581
0.007346508,0.11384015,0.11384015,0.0,7.9279056,1,0.9236424490809441,326.3708312511444,292,215658,504.4,636.0776121590517,283.7481
0.0071243965,0.09905921,0.09905921,0.0,7.9292603,1,0.9605119079351425,330.8142249584198,293,217104,491.825,626.7314782197932,278.1503
0.0069521563,0.08628755,0.08628755,0.0,7.9431276,2,0.9394110031425953,335.3920660018921,295,221355,477.85,609.3883403420363,270.80615
0.0074109547,0.08611695,0.08611695,0.0,7.9575768,1,0.8116656690835953,339.80565071105957,296,223008,486.45,617.8215490582422,275.04303
0.007246416,0.07178634,0.07178634,0.0,7.948169,2,0.9107197523117065,344.29960560798645,298,226266,488.85,613.0360089392492,274.37067
0.0066805994,0.113089755,0.113089755,0.0,7.9380345,2,0.7106823921203613,348.784282207489,300,229908,497.35,624.952464530945,281.14703
0.007798966,0.12943944,0.12943944,0.0,7.935806,2,0.9441628307104111,353.28386306762695,302,233538,500.05,636.2951620342261,284.0866
0.0066830646,0.06361694,0.06361694,0.0,7.9396935,1,-0.029455184936523438,357.8176019191742,303,236538,506.675,646.3407911407564,286.04065
0.00873118,0.16732937,0.16732937,0.0,7.9313393,1,0.935205414891243,362.2266013622284,304,239205,519.0,661.4567449253971,292.4497
0.008300329,0.12448273,0.12448273,0.0,7.945438,3,0.885500892996788,366.7427499294281,307,243189,520.35,661.0059578071255,293.7323
0.0072639114,0.09740955,0.09740955,0.0,7.9412723,3,0.82497937977314,371.35757875442505,310,246645,517.575,665.130812006473,296.87518
0.006490831,0.08628394,0.08628394,0.0,7.9401364,1,0.33187246322631836,375.9095983505249,311,249645,530.925,680.3271457844942,301.70395
0.0070285704,0.09586031,0.09586031,0.0,7.940975,1,0.9236973375082016,380.4271821975708,312,251286,523.175,671.9975657043216,297.0914
0.007847925,0.10214313,0.10214313,0.0,7.934949,1,0.8900770545005798,384.9534342288971,313,253161,532.175,682.6390654013801,301.7115
0.008689592,0.06700361,0.06700361,0.0,7.9274893,2,0.6078055500984192,389.58528995513916,315,257157,547.175,690.7139637611272,305.78925
0.008097672,0.13423207,0.13423207,0.0,7.933762,1,0.6102473139762878,394.04596424102783,316,259818,559.25,698.8256041648631,310.56784
0.0069963923,0.117721796,0.117721796,0.0,7.931899,2,0.10682308673858643,398.44140815734863,318,263937,575.75,717.1469203917896,320.41092
0.007274421,0.13312799,0.13312799,0.0,7.9260244,2,0.8496991991996765,403.0279064178467,320,266925,583.575,723.016595982567,326.2415
0.008133931,0.0820829,0.0820829,0.0,7.9232817,2,0.7212336957454681,407.5282316207886,322,270981,601.225,747.2090608151842,335.56342
0.007441941,0.096854255,0.096854255,0.0,7.9272456,2,0.8857625722885132,412.12525820732117,324,276585,619.35,775.2667478007771,348.65323
0.0074653616,0.10850311,0.10850311,0.0,7.9278526,2,0.8472618013620377,416.66485476493835,326,280323,636.35,791.2170045065507,358.1324
0.0076146065,0.10145515,0.10145515,0.0,7.920411,2,0.92360420525074,421.13669204711914,328,283050,630.95,796.0233646718332,357.80292
0.007786152,0.12887813,0.12887813,0.0,7.9163933,2,0.5118584930896759,425.63527154922485,330,286779,632.375,820.5674885524793,369.2827
0.0075626043,0.082452394,0.082452394,0.0,7.9265165,2,0.7701843827962875,430.1352610588074,332,290013,619.625,809.6323099046477,364.41794
0.008253092,0.12140988,0.12140988,0.0,7.926074,4,0.5449780225753784,434.70359325408936,336,294093,592.375,813.5242579076283,365.78516
0.00813302,0.2950685,0.2950685,0.0,7.9215083,1,0.6671721637248993,439.19379711151123,337,296937,596.5,829.1285975848335,370.81314
0.008516581,0.11615445,0.11615445,0.0,7.931751,3,0.9018001705408096,443.70965671539307,340,300171,585.525,822.953734706847,365.8455
0.008289822,0.16171482,0.16171482,0.0,7.9320064,2,0.575377494096756,448.2159357070923,342,303792,585.45,837.6563990344854,369.88232
0.0075679016,0.124884546,0.124884546,0.0,7.9334564,3,0.7855609804391861,452.735200881958,345,306411,540.9,801.912811868238,353.30072
0.0069355564,0.09379792,0.09379792,0.0,7.9306026,2,0.7199868857860565,457.5733997821808,347,308586,544.975,809.3281131851808,353.1978
0.007699825,0.09986782,0.09986782,0.0,7.944627,3,0.8296992480754852,462.10023951530457,350,311910,543.875,819.722476724688,352.07315
0.007158065,0.1268318,0.1268318,0.0,7.9411736,3,0.8873898461461067,466.6512622833252,353,315273,517.6,804.6845605819295,344.01898
0.0072270725,0.0953652,0.0953652,0.0,7.948243,2,0.9192612320184708,471.1126112937927,355,318066,507.575,794.3712227822714,338.9024
0.008162031,0.1282601,0.1282601,0.0,7.9458,2,0.8045601099729538,475.6756544113159,357,322536,497.65,807.2564328821765,341.51434
0.008261939,0.11620033,0.11620033,0.0,7.950077,1,0.9191610515117645,480.23803448677063,358,325371,511.95,826.5313421032745,345.65
0.007945753,0.13377014,0.13377014,0.0,7.9498167,2,0.7164888381958008,484.8006763458252,360,328386,512.175,841.4470726913362,347.71832
0.008624924,0.10952458,0.10952458,0.0,7.9505653,2,0.9178221523761749,489.37445855140686,362,330633,497.1,839.4456450533428,346.95636
0.008161396,0.10907072,0.10907072,0.0,7.9561734,2,0.8116936981678009,493.9649474620819,364,333930,477.875,828.6968612512625,339.66156
0.00859627,0.10831392,0.10831392,0.0,7.9561777,3,0.7766803205013275,498.5786373615265,367,337185,457.075,819.3710059787752,330.86166
0.008279395,0.13577294,0.13577294,0.0,7.9497795,3,0.8492650240659714,503.15426874160767,370,341625,457.05,828.4850214916574,329.04108
0.009866872,0.0949158,0.0949158,0.0,7.942992,2,0.7371765971183777,507.70218563079834,372,343551,446.15,820.985520953214,323.3962
0.008710508,0.10622138,0.10622138,0.0,7.93634,2,0.4204280376434326,512.2802035808563,374,348384,468.625,854.1199512200658,333.7647
0.008388247,0.11714712,0.11714712,0.0,7.937332,2,0.8319456577301025,516.7837817668915,376,351699,480.05,875.3813036738272,340.31445
0.008613105,0.09650625,0.09650625,0.0,7.9332924,2,0.4428209066390991,521.2575776576996,378,356190,480.05,887.3848944546029,341.22192
0.008726654,0.0784177,0.0784177,0.0,7.922245,1,0.49959492683410645,525.702689409256,379,359190,498.85,916.2406547134173,349.9518
0.008669585,0.14811236,0.14811236,0.0,7.9169273,2,0.7485333383083344,530.0808734893799,381,362565,500.525,925.6105581443796,353.48294
0.008782307,0.0965384,0.0965384,0.0,7.90376,3,0.5932833254337311,534.517575263977,384,367305,511.85,939.5323615859521,359.9151
0.008860154,0.14260545,0.14260545,0.0,7.9190826,2,0.8258370906114578,538.9027400016785,386,369786,519.325,957.0358228183261,369.221
0.008462688,0.11411471,0.11411471,0.0,7.919113,2,0.7564501762390137,543.3390505313873,388,372954,528.0,974.7219117694925,379.36777
0.008147991,0.11560701,0.11560701,0.0,7.9093504,3,0.6978246569633484,547.7434022426605,391,376803,531.6,975.7644308011811,383.34576
0.008645849,0.102348074,0.102348074,0.0,7.9060183,3,0.8635862320661545,552.1322422027588,394,381234,542.975,974.2028442540493,385.43863
0.009605223,0.10842186,0.10842186,0.0,7.893127,3,0.6228550970554352,556.5133953094482,397,386574,533.65,973.0824497551326,381.28754
0.008982032,0.118716344,0.118716344,0.0,7.89429,2,0.5951051115989685,560.9136266708374,399,388725,517.225,953.5592297004505,378.10068
0.007856321,0.09956828,0.09956828,0.0,7.888912,2,0.7162225544452667,565.309198141098,401,392661,527.75,974.8984887810293,384.30817
0.008712927,0.14208612,0.14208612,0.0,7.885189,1,0.6747663915157318,569.6919794082642,402,393507,523.95,971.1314634553057,381.71643
0.008613663,0.14890572,0.14890572,0.0,7.882386,2,0.43972569704055786,574.1561260223389,404,398310,536.5,976.4055529759459,384.47552
0.010908559,0.14862022,0.14862022,0.0,7.8899546,2,0.478468120098114,578.5738823413849,406,400755,537.775,985.7662790212396,392.70197
0.009949623,0.115856364,0.115856364,0.0,7.8825226,2,0.7480860650539398,582.9375054836273,408,403917,539.625,1004.9977071395981,400.21646
0.009135945,0.15341094,0.15341094,0.0,7.8863993,2,0.8123650699853897,587.3604557514191,410,406221,538.3,996.8684865749301,397.07455
0.009029426,0.11277011,0.11277011,0.0,7.888302,2,0.7100583910942078,591.7964305877686,412,408816,543.875,1002.0921950141625,398.94083
0.009791546,0.14519098,0.14519098,0.0,7.8858185,3,0.7499138116836548,596.1246066093445,415,411801,512.45,959.5326957136756,384.09735
0.008489302,0.116204455,0.116204455,0.0,7.871326,2,0.3512646555900574,600.5521745681763,417,415704,508.375,963.1263915334599,380.966
0.009164484,0.13437897,0.13437897,0.0,7.875318,2,0.7489662170410156,604.951530456543,419,418566,494.8,951.4829480376633,381.4655
0.009098845,0.12765652,0.12765652,0.0,7.865525,1,-0.1992400884628296,609.3877627849579,420,421566,512.275,978.0425342702131,388.583
0.008638116,0.112000056,0.112000056,0.0,7.848889,3,0.6823126971721649,613.8065714836121,423,425166,491.375,952.5257710117185,376.05267
0.010011243,0.11636767,0.11636767,0.0,7.8399696,2,0.7500703781843185,618.2446451187134,425,427365,487.05,954.1776908643644,376.42114
0.009945435,0.11892376,0.11892376,0.0,7.837292,3,0.8925735652446747,622.7073113918304,428,430764,481.75,929.6498582149783,364.39105
0.009770216,0.10605027,0.10605027,0.0,7.8359838,3,0.7945767492055893,627.128568649292,431,433731,474.4,918.612058026076,355.0667
0.008801019,0.13860904,0.13860904,0.0,7.847596,2,0.8144851177930832,631.5692028999329,433,437883,477.725,969.8500447822695,372.549
0.008744686,0.1177801,0.1177801,0.0,7.843796,2,0.9147495925426483,635.9421253204346,435,442440,485.05,1002.2316899069826,393.2148
0.007998727,0.10293926,0.10293926,0.0,7.838242,3,0.7760136276483536,640.3432862758636,438,445875,486.25,1005.4061750673354,392.84442
0.00864061,0.12321858,0.12321858,0.0,7.845169,2,0.7947095483541489,644.7934556007385,440,449802,501.175,1046.6239820196329,407.437
0.008307848,0.13973519,0.13973519,0.0,7.8441763,1,0.6038614213466644,649.2799065113068,441,450861,485.0,1021.4001055048011,397.64774
0.008504896,0.10921934,0.10921934,0.0,7.8364253,2,0.6536222994327545,653.685884475708,443,453762,477.125,1029.0799299888495,398.55307
0.0091918465,0.13813199,0.13813199,0.0,7.83696,3,0.6886584758758545,658.0922763347626,446,457053,469.15,1019.5678369241563,388.06107
0.008618083,0.092980295,0.092980295,0.0,7.838184,1,0.24393808841705322,662.4851140975952,447,460053,480.225,1054.2436463631846,404.79932
0.007965514,0.10899476,0.10899476,0.0,7.845155,1,0.789387509226799,666.9068610668182,448,461664,481.225,1053.7558392119313,404.28314
0.008829212,0.12735942,0.12735942,0.0,7.845383,2,0.7202048897743225,671.3629791736603,450,464799,488.15,1086.3678395141164,419.71893
0.008490862,0.12953275,0.12953275,0.0,7.845767,2,0.39107638597488403,675.7832248210907,452,467586,489.75,1108.119375417512,430.61493
0.0086205,0.12025135,0.12025135,0.0,7.855787,2,0.7566319108009338,680.1866986751556,454,471582,504.575,1160.2071152446674,449.95743
0.008594969,0.10934016,0.10934016,0.0,7.840772,2,0.8368838131427765,684.5800507068634,456,474960,501.325,1178.8585936200589,463.16034
0.008833296,0.09680854,0.09680854,0.0,7.8411736,2,0.39498311281204224,689.0071110725403,458,478698,514.4,1199.5226817604223,465.7248
0.008928506,0.09854372,0.09854372,0.0,7.8237343,1,-0.42335498332977295,693.5058631896973,459,481698,526.1,1226.9700933984266,471.89893
0.009361221,0.1448415,0.1448415,0.0,7.8204308,2,0.7975458949804306,697.9498119354248,461,484548,506.825,1205.6723034999882,466.8454
0.009338278,0.117267504,0.117267504,0.0,7.8049936,3,0.786309227347374,702.3628082275391,464,487827,514.175,1222.0908179423113,469.8248
0.010929547,0.36465433,0.36465433,0.0,7.7996335,2,0.6737863421440125,706.8514699935913,466,490686,514.0,1230.1723317063013,471.24194
0.009355698,0.11726069,0.11726069,0.0,7.7857633,3,0.7568392902612686,711.2563478946686,469,494007,519.825,1265.5713146715993,483.0844
0.008660851,0.12196665,0.12196665,0.0,7.781555,2,0.7219844162464142,715.7033812999725,471,496695,524.7,1290.1762589192542,490.32193
0.008408003,0.112610154,0.112610154,0.0,7.7759438,2,0.8368751555681229,720.1674551963806,473,499299,511.8,1257.0161344583983,476.04892
0.009806212,0.13420287,0.13420287,0.0,7.7593966,3,0.7467378377914429,724.5692021846771,476,503442,494.9,1227.599352951122,454.5307
0.009497227,0.11487931,0.11487931,0.0,7.749252,1,0.8689655959606171,729.0106978416443,477,506397,513.6,1285.441952406804,475.07294
0.01048538,0.09703998,0.09703998,0.0,7.7478037,2,0.6996079385280609,733.4818196296692,479,508761,512.825,1278.7070441928586,470.85028
0.009118628,0.15200952,0.15200952,0.0,7.741944,3,0.5648634731769562,737.9391705989838,482,512748,503.15,1265.365697161289,464.7911
0.00833974,0.1004075,0.1004075,0.0,7.7401614,2,0.7697774916887283,742.3624424934387,484,515337,506.475,1283.199884220856,471.7496
0.009091753,0.12270971,0.12270971,0.0,7.745116,3,0.4261106848716736,746.8383769989014,487,517302,477.075,1199.1919624225334,434.3813
0.009360981,0.11033416,0.11033416,0.0,7.7368736,3,0.7427448332309723,751.2104723453522,490,520098,460.825,1156.4003281362898,414.33896
0.008820077,0.10996446,0.10996446,0.0,7.7364664,2,0.9041863307356834,755.6331212520599,492,522492,457.55,1154.935427535183,412.26367
0.0077594733,0.108664736,0.108664736,0.0,7.7132115,4,0.8236139565706253,760.0851573944092,496,526521,429.675,1064.9675233312676,370.15338
0.008313613,0.10180433,0.10180433,0.0,7.71388,1,-0.5238491296768188,764.4960279464722,497,529521,429.675,1067.9797659408546,371.948
0.008566441,0.1021176,0.1021176,0.0,7.722172,1,-0.006392121315002441,768.9626708030701,498,532521,448.525,1117.3171448006844,388.10596
0.008842371,0.11165358,0.11165358,0.0,7.712281,2,0.8355332463979721,773.3816828727722,500,537096,450.6,1127.7321753938986,391.97537
0.009543522,0.12978731,0.12978731,0.0,7.718444,3,0.733678013086319,777.7907183170319,503,541257,454.6,1143.9389876829982,395.86874
0.008825192,0.11113623,0.11113623,0.0,7.705567,3,0.833662748336792,782.243733882904,506,545397,455.925,1154.5114476442232,397.7932
0.009496838,0.115575545,0.115575545,0.0,7.713317,2,0.8081248700618744,786.7036941051483,508,547821,457.375,1165.3136404299353,401.76117
0.010838502,0.10954818,0.10954818,0.0,7.691288,2,0.831780195236206,791.055820941925,510,551493,467.125,1197.141558783548,412.4913
0.009747655,0.100443125,0.100443125,0.0,7.7000694,3,0.6616352200508118,795.4210653305054,513,557172,482.275,1255.9264557406007,432.95352
0.008942568,0.13681088,0.13681088,0.0,7.6857257,3,0.8419152647256851,799.8003835678101,516,561225,481.525,1260.4086472191175,434.2082
0.009143779,0.12941322,0.12941322,0.0,7.671078,3,0.790956437587738,804.220540523529,519,565173,470.1,1226.5368848859266,421.0761
0.00941732,0.1102214,0.1102214,0.0,7.6660886,3,0.7865606546401978,808.603994846344,522,568311,463.025,1208.0395372845799,411.03867
0.009332366,0.11990051,0.11990051,0.0,7.6544156,3,0.8142469972372055,813.0257022380829,525,572496,471.325,1240.734107672744,419.93213
0.008296716,0.1380514,0.1380514,0.0,7.6560636,1,0.841815397143364,817.4237887859344,526,574233,480.175,1263.3542166572,428.58853
0.007703064,0.10031696,0.10031696,0.0,7.6359987,3,0.8361361771821976,821.9085302352905,529,578802,497.775,1323.8833837900806,450.76178
0.009175276,0.12817073,0.12817073,0.0,7.6379547,2,0.8107634484767914,826.3757424354553,531,582087,508.0,1353.8036721357273,458.48984
0.009205319,0.11473384,0.11473384,0.0,7.6175666,2,0.8390019983053207,830.8065865039825,533,585612,514.475,1369.0408210571588,462.5467
0.008743232,0.109580025,0.109580025,0.0,7.607865,1,0.4362643361091614,835.2659068107605,534,588612,533.525,1417.274549597827,479.9208
0.008763853,0.08861176,0.08861176,0.0,7.621642,2,0.7567624300718307,839.7223262786865,536,593664,559.525,1502.8700626528466,508.76016
0.008259083,0.09274194,0.09274194,0.0,7.5979486,1,0.8725084960460663,844.1737475395203,537,595125,546.7,1473.979473565763,499.2539
0.009678466,0.114628196,0.114628196,0.0,7.5979156,2,0.8137425929307938,848.6226811408997,539,597747,523.525,1431.50538693863,485.52472
0.009035316,0.10563879,0.10563879,0.0,7.582657,2,0.7595910280942917,853.0929064750671,541,600822,515.35,1410.44965764864,475.4187
0.008023206,0.098611474,0.098611474,0.0,7.560177,2,0.863761767745018,857.5566792488098,543,604560,527.525,1455.592491003409,490.33417
0.00871899,0.105826095,0.105826095,0.0,7.569764,1,0.8047244995832443,862.0101501941681,544,605811,526.6,1457.574498257024,491.51074
0.008784447,0.09307271,0.09307271,0.0,7.57677,2,0.6113439500331879,866.4182035923004,546,610902,545.875,1513.2303501709612,507.91144
0.008904841,0.10457746,0.10457746,0.0,7.549728,3,0.66928631067276,870.8358943462372,549,614475,537.55,1479.710009154338,494.16513
0.010130307,0.10349326,0.10349326,0.0,7.5503545,1,-0.15045440196990967,875.2081384658813,550,617475,549.85,1512.0375706668485,504.30957
0.0089015495,0.09118435,0.09118435,0.0,7.548877,1,0.842679813504219,879.5797164440155,551,619026,537.775,1471.8852384611207,488.85663
0.010080894,0.12548196,0.12548196,0.0,7.5554657,3,0.8173049092292786,884.0552318096161,554,623385,540.175,1466.20290141714,485.83154
0.009749016,0.115893334,0.115893334,0.0,7.5316615,2,0.43738651275634766,888.494934797287,556,627696,553.925,1506.797609624422,497.02435
0.009257372,0.10231772,0.10231772,0.0,7.507677,3,0.8596696704626083,892.919796705246,559,630732,546.325,1482.9252440905082,488.81427
0.01141938,0.11451932,0.11451932,0.0,7.511889,2,0.6396158337593079,897.3134672641754,561,633933,552.425,1506.0801632007956,498.26642
0.011395412,0.08496738,0.08496738,0.0,7.4866366,1,0.009885787963867188,902.0422842502594,562,636933,571.85,1562.3075533867905,516.90314
