entloss,entropy,surrgain,EpLenMean,EpisodesSoFar,TimeElapsed,EpThisIter,ev_tdlam_before,meankl,EpRewMean,optimgain,TimestepsSoFar,EpTrueRewMean
0.0,3.452615,0.054391198,747.325,474,464.72020506858826,1,0.309187650680542,0.007872084,2128.820772944956,0.054391198,389754,2128.820772944956
0.0,3.467597,0.047004804,747.325,475,468.47042870521545,1,-0.0702441930770874,0.009354804,2123.185126224417,0.047004804,392754,2123.185126224417
0.0,3.4666667,0.064336054,741.575,476,472.09031987190247,1,0.9339150562882423,0.007789323,2106.7249828287263,0.064336054,395064,2106.7249828287263
0.0,3.4470298,0.07079508,736.65,478,475.9019465446472,2,0.6140282154083252,0.0081270095,2087.9837579397126,0.07079508,398961,2087.9837579397126
0.0,3.4605691,0.040887013,748.65,479,479.6029284000397,1,0.015293896198272705,0.008950806,2121.4553552674347,0.040887013,401961,2121.4553552674347
0.0,3.4681413,0.050144035,772.05,480,483.2931580543518,1,-0.017473936080932617,0.0075893765,2189.772349200609,0.050144035,404961,2189.772349200609
0.0,3.4681005,0.045469753,757.45,482,486.91633653640747,2,0.6651634275913239,0.0077221794,2138.737537872,0.045469753,407883,2138.737537872
0.0,3.449075,0.06490223,739.1,484,490.6078543663025,2,0.5403964817523956,0.008142296,2080.7952245213664,0.06490223,410556,2080.7952245213664
0.0,3.4398808,0.06354801,733.35,486,494.3302352428436,2,0.7913783639669418,0.008099448,2058.695487831778,0.06354801,413907,2058.695487831778
0.0,3.419608,0.05377007,742.325,487,498.0735516548157,1,-0.08675086498260498,0.008969581,2086.485903918231,0.05377007,416907,2086.485903918231
0.0,3.3943875,0.046092466,753.75,488,501.7329378128052,1,0.012251019477844238,0.008409552,2113.7942914167675,0.046092466,419907,2113.7942914167675
0.0,3.3716106,0.05396006,754.75,489,505.36228680610657,1,-0.15426099300384521,0.008706571,2107.209227763325,0.05396006,422907,2107.209227763325
0.0,3.361396,0.059258085,734.975,491,509.0828766822815,2,0.0014811158180236816,0.008380322,2036.6052813382498,0.059258085,426534,2036.6052813382498
0.0,3.3655016,0.053972743,740.675,493,512.8315901756287,2,0.6870443224906921,0.008094656,2053.204707154521,0.053972743,430824,2053.204707154521
0.0,3.3441248,0.053528223,706.25,496,516.6139886379242,3,0.11075341701507568,0.008886857,1951.250773787991,0.053528223,434625,1951.250773787991
0.0,3.3117974,0.07107219,706.25,498,520.3458914756775,2,-0.10323643684387207,0.009707354,1955.8228968289397,0.07107219,440625,1955.8228968289397
0.0,3.3427145,0.068476,670.75,500,524.1058835983276,2,0.7429335415363312,0.010078754,1850.9973781717867,0.068476,442365,1850.9973781717867
0.0,3.3798902,0.045529634,682.15,501,527.8570084571838,1,-0.025158047676086426,0.010049935,1882.7645519276418,0.045529634,445365,1882.7645519276418
0.0,3.3853152,0.05473557,692.425,503,531.5377249717712,2,0.5402655005455017,0.007796051,1914.3075900503186,0.05473557,449112,1914.3075900503186
0.0,3.349983,0.06426363,708.925,504,535.2414793968201,1,0.9568080864846706,0.008144773,1963.5102949490488,0.06426363,451236,1963.5102949490488
0.0,3.3019178,0.03984423,708.925,505,539.0135533809662,1,0.02535414695739746,0.009577202,1973.0164365272292,0.03984423,454236,1973.0164365272292
0.0,3.278288,0.056908797,691.95,508,542.6886057853699,3,0.8293802440166473,0.009076176,1923.052122941542,0.056908797,457278,1923.052122941542
0.0,3.2737756,0.056992482,670.025,509,546.3456790447235,1,0.7967904806137085,0.008380986,1859.4860618803032,0.056992482,457647,1859.4860618803032
0.0,3.2990327,0.047622394,690.775,510,550.1042349338531,1,-0.15998661518096924,0.0087409355,1925.895706379258,0.047622394,460647,1925.895706379258
0.0,3.253998,0.060225196,687.975,511,553.8824112415314,1,0.9542225450277328,0.008573008,1921.354452488626,0.060225196,463311,1921.354452488626
0.0,3.2592165,0.056111433,687.975,512,557.5986104011536,1,-0.24707257747650146,0.008345578,1926.401119482478,0.056111433,466311,1926.401119482478
0.0,3.2758574,0.03685184,687.975,513,561.3626499176025,1,0.04256558418273926,0.008596003,1930.5764777399665,0.03685184,469311,1930.5764777399665
0.0,3.2776792,0.04166186,687.975,514,565.0954730510712,1,0.021636009216308594,0.008516454,1933.3665998963334,0.04166186,472311,1933.3665998963334
0.0,3.2712095,0.054560464,687.975,515,568.9513564109802,1,0.0907244086265564,0.0090862205,1938.7996738992892,0.054560464,475311,1938.7996738992892
0.0,3.298157,0.053167254,690.35,517,572.6957001686096,2,0.43692541122436523,0.007896753,1943.705763269481,0.053167254,480258,1943.705763269481
0.0,3.2548804,0.044063114,702.475,518,576.3969099521637,1,-0.022479653358459473,0.009522904,1978.3717085011763,0.044063114,483258,1978.3717085011763
0.0,3.2572324,0.05445111,702.475,519,580.1530423164368,1,0.040067970752716064,0.00872698,1981.7890158894916,0.05445111,486258,1981.7890158894916
0.0,3.2485044,0.06829734,702.475,520,583.8379473686218,1,-0.2078028917312622,0.009079255,1982.2728144497764,0.06829734,489258,1982.2728144497764
0.0,3.2959974,0.041253485,725.225,522,587.6509168148041,2,0.33830881118774414,0.008176612,2057.3803096653537,0.041253485,494910,2057.3803096653537
0.0,3.329588,0.060699478,732.95,523,591.3375442028046,1,0.380318284034729,0.007923458,2081.8906089799702,0.060699478,497910,2081.8906089799702
