EpThisIter,EpRewMean,entloss,entropy,optimgain,surrgain,EpTrueRewMean,EpLenMean,EpisodesSoFar,TimestepsSoFar,meankl,ev_tdlam_before,TimeElapsed
13,21.663218,0.0,23.44586,0.20940167,0.20940167,395.96326316261866,78.1,890,147162,0.009079346,0.5921214818954468,1448.9992158412933
14,20.171719,0.0,23.431107,0.18494433,0.18494433,388.6772287197535,77.825,904,150273,0.009226816,0.7893172055482864,1477.963679075241
12,19.68311,0.0,23.439335,0.21113637,0.21113637,395.2056463795984,78.35,916,153051,0.009297716,0.7478924989700317,1506.7507948875427
12,18.707697,0.0,23.436783,0.19130208,0.19130208,401.19383066733474,78.7,928,156189,0.008905798,0.7149070501327515,1534.1129157543182
12,18.798725,0.0,23.434782,0.23701188,0.23701188,408.10621391415253,80.6,940,158970,0.008961936,0.5624593794345856,1562.4988360404968
13,17.839117,0.0,23.40692,0.18799746,0.18799746,413.4426296087442,80.7,953,162015,0.009570879,0.758845254778862,1589.4943263530731
13,16.918205,0.0,23.39777,0.22225279,0.22225279,391.96076678319116,76.55,966,164913,0.009707087,0.7342314720153809,1618.3070499897003
13,17.40103,0.0,23.409132,0.19911608,0.19911608,401.57246708040674,78.375,979,168024,0.009274549,0.7027407586574554,1645.9327664375305
15,16.890238,0.0,23.406462,0.19088662,0.19088662,381.932174339418,74.425,994,171195,0.008903506,0.5977846384048462,1674.1560955047607
12,15.598236,0.0,23.37242,0.1912932,0.1912932,396.48928055676106,76.8,1006,174129,0.009043709,0.7089399099349976,1702.2119159698486
16,14.246702,0.0,23.373625,0.202106,0.202106,380.59380748135936,73.05,1022,177393,0.00930408,0.6397748291492462,1730.4993555545807
12,15.3598995,0.0,23.34713,0.18482701,0.18482701,395.62283570792096,76.775,1034,180408,0.009767424,0.7075502574443817,1758.1952567100525
12,15.984301,0.0,23.360365,0.21134195,0.21134195,387.29772269784473,76.025,1046,183252,0.009543755,0.8016229420900345,1786.4046087265015
13,15.849859,0.0,23.374397,0.23662905,0.23662905,391.20838667608996,77.325,1059,186141,0.009578304,0.7044309079647064,1814.8952023983002
12,16.624994,0.0,23.383118,0.22275613,0.22275613,403.29576057403654,80.2,1071,189174,0.00932223,0.6950249075889587,1842.9852409362793
13,17.272058,0.0,23.370384,0.22257277,0.22257277,414.52218709077624,82.7,1084,192486,0.009533038,0.7154588103294373,1871.4946398735046
14,16.175121,0.0,23.382484,0.1754798,0.1754798,407.25319921089715,79.475,1098,195453,0.009656949,0.7207005321979523,1899.6107804775238
13,14.861319,0.0,23.378862,0.19184004,0.19184004,398.2137015444662,77.85,1111,198516,0.009650204,0.7378914952278137,1927.859036207199
11,15.492701,0.0,23.35831,0.19551277,0.19551277,408.1695244164789,79.5,1122,201507,0.009529883,0.7359143197536469,1956.0075237751007
12,16.914715,0.0,23.34775,0.2211209,0.2211209,418.34638487279153,82.375,1134,204519,0.009863338,0.6796958446502686,1984.1490468978882
13,18.21527,0.0,23.36049,0.23316349,0.23316349,428.59988342663644,84.25,1147,207696,0.010025177,0.734218567609787,2011.7174141407013
14,16.700226,0.0,23.372145,0.22299822,0.22299822,405.8846639260622,78.725,1161,210813,0.009924399,0.7589125484228134,2040.2820045948029
14,15.498667,0.0,23.360672,0.19738153,0.19738153,395.8169983952694,75.9,1175,213870,0.010368902,0.8047643005847931,2068.762465238571
12,16.668701,0.0,23.359238,0.24749339,0.24749339,403.4091010919753,77.3,1187,216972,0.01103477,0.6916391849517822,2096.1927778720856
14,17.392452,0.0,23.354927,0.21435171,0.21435171,396.08175217721447,76.375,1201,219978,0.010566631,0.7513439208269119,2124.656123638153
13,18.742159,0.0,23.35757,0.2248174,0.2248174,397.1207774156543,77.75,1214,222981,0.01112347,0.7405953407287598,2152.225566625595
12,16.979359,0.0,23.356733,0.21541953,0.21541953,393.0225611233871,76.6,1226,226014,0.010894827,0.7042156159877777,2180.3432791233063
13,17.887568,0.0,23.352324,0.20867339,0.20867339,414.727422245386,81.275,1239,229248,0.010667814,0.7988045960664749,2208.0596578121185
14,16.439947,0.0,23.351128,0.22819111,0.22819111,406.84918926549346,79.325,1253,232239,0.010167545,0.7481948137283325,2236.4601335525513
13,16.454311,0.0,23.355742,0.21267083,0.21267083,392.9605612008269,77.175,1266,235275,0.010257298,0.7386331260204315,2264.3693516254425
13,17.150814,0.0,23.353209,0.22033334,0.22033334,388.07018863879046,76.075,1279,238377,0.009937634,0.7419233918190002,2292.6860048770905
13,16.869825,0.0,23.326763,0.21829319,0.21829319,406.2757073671118,79.775,1292,241533,0.011301132,0.7640972137451172,2320.2400135993958
13,17.093643,0.0,23.33443,0.22395127,0.22395127,404.15068529580185,78.975,1305,244554,0.010446938,0.8078676611185074,2349.033310651779
12,16.383352,0.0,23.336311,0.22572261,0.22572261,410.68038822993896,80.6,1317,247644,0.010406349,0.8492906838655472,2377.3908076286316
13,16.784016,0.0,23.341698,0.22326541,0.22326541,414.9165311416097,80.9,1330,250767,0.011410266,0.7871402055025101,2404.596631526947
11,16.351736,0.0,23.34419,0.23424761,0.23424761,436.33366010916177,84.95,1341,253692,0.010753852,0.7719046920537949,2432.9274694919586
13,15.503261,0.0,23.332369,0.22506994,0.22506994,426.23988779040684,82.525,1354,256767,0.010194224,0.7425898015499115,2460.7500655651093
13,14.665654,0.0,23.320103,0.22651206,0.22651206,418.27819539954226,81.5,1367,259962,0.010628903,0.652766078710556,2489.534280538559
11,15.926546,0.0,23.330528,0.22887215,0.22887215,441.3734901437918,85.5,1378,263160,0.010626079,0.804589033126831,2516.3997042179108
12,17.033283,0.0,23.315432,0.22370002,0.22370002,455.3147084422293,89.1,1390,266355,0.010385892,0.6716434061527252,2545.323115348816
12,19.165485,0.0,23.312683,0.22379015,0.22379015,461.9532438798058,90.15,1402,269448,0.0111766225,0.7305893003940582,2572.819808483124
13,18.723347,0.0,23.30234,0.23422372,0.23422372,430.76907872388875,84.9,1415,272604,0.010385059,0.7908326685428619,2601.1212470531464
12,18.854208,0.0,23.317837,0.24660958,0.24660958,422.15771313887274,83.1,1427,275565,0.011266785,0.700309544801712,2628.7620956897736
11,18.886963,0.0,23.304466,0.25146216,0.25146216,429.7426628725299,83.775,1438,278634,0.010861691,0.7224336862564087,2657.4075560569763
11,18.578913,0.0,23.298557,0.24640188,0.24640188,443.45512995430573,86.275,1449,281526,0.01128657,0.76242496073246,2685.9199454784393
10,18.642344,0.0,23.307512,0.21989436,0.21989436,461.50072602636067,89.5,1459,284445,0.010388605,0.7886598706245422,2712.7080585956573
11,18.809307,0.0,23.298965,0.22513966,0.22513966,471.3752383469309,90.95,1470,287394,0.010990516,0.7802251726388931,2741.684995174408
13,17.380402,0.0,23.291029,0.23377027,0.23377027,441.88032488648633,86.025,1483,290223,0.011095323,0.7321185171604156,2768.876629590988
13,16.993687,0.0,23.291933,0.2544063,0.2544063,424.52135293942774,82.4,1496,293340,0.011749075,0.7297094166278839,2798.1418538093567
11,17.196764,0.0,23.285479,0.23024902,0.23024902,416.3181139470249,80.875,1507,296265,0.010585241,0.8207113146781921,2825.0458705425262
11,17.471354,0.0,23.286755,0.21345639,0.21345639,435.60148767242424,84.975,1518,299289,0.010782229,0.8310021311044693,2853.5336327552795
10,18.739422,0.0,23.280712,0.23198906,0.23198906,478.7060058086536,92.7,1528,302475,0.010370206,0.8391168266534805,2881.400762796402
13,17.921637,0.0,23.281263,0.2300506,0.2300506,470.20009424421625,91.325,1541,305511,0.011593849,0.7558056861162186,2910.2009513378143
11,17.51347,0.0,23.271269,0.25988218,0.25988218,472.18687916033923,91.125,1552,308604,0.011179745,0.8308213502168655,2939.2758383750916
13,16.109886,0.0,23.282387,0.23285279,0.23285279,437.1683811673776,84.9,1565,311799,0.010530574,0.7917163372039795,2966.8231558799744
12,15.731458,0.0,23.272951,0.23113427,0.23113427,439.61565863599026,85.45,1577,314802,0.010794826,0.8004075735807419,2995.806571483612
9,16.361576,0.0,23.271135,0.25029284,0.25029284,469.3117095346159,91.275,1586,317685,0.011117953,0.7257300019264221,3022.591078519821
13,16.047821,0.0,23.269304,0.24094638,0.24094638,454.4318613736065,89.0,1599,321003,0.011869099,0.7811416238546371,3051.669160604477
14,15.790161,0.0,23.267653,0.2156995,0.2156995,449.92366699297236,87.375,1613,324198,0.010667704,0.7788776457309723,3079.415719270706
11,16.109684,0.0,23.269732,0.22397922,0.22397922,436.71031565425403,84.85,1624,327252,0.011178917,0.7692372500896454,3108.3908479213715
13,16.546684,0.0,23.265652,0.21174204,0.21174204,416.92283365498497,80.425,1637,330357,0.011444204,0.797680988907814,3135.2410390377045
11,17.254368,0.0,23.268343,0.2710761,0.2710761,436.1980927233064,84.725,1648,333357,0.011908555,0.7638726383447647,3164.4723563194275
13,17.238705,0.0,23.269485,0.28869992,0.28869992,440.2779171763735,85.275,1661,336399,0.010844193,0.6263998448848724,3193.5842406749725
12,16.284187,0.0,23.272942,0.2334496,0.2334496,434.6497785040966,84.7,1673,339459,0.012134969,0.8249836415052414,3221.2575209140778
12,15.943811,0.0,23.272919,0.2436723,0.2436723,423.8666347111751,81.85,1685,342474,0.012448505,0.7892357856035233,3249.5777945518494
11,16.739521,0.0,23.281492,0.28208512,0.28208512,444.34505153764565,85.625,1696,345477,0.012538431,0.6308600008487701,3277.2117924690247
11,17.310143,0.0,23.273878,0.24588864,0.24588864,446.80712525055003,86.1,1707,348435,0.012037858,0.6716610491275787,3306.4844691753387
12,18.078999,0.0,23.272005,0.24016541,0.24016541,454.0865550495822,87.225,1719,351462,0.010655236,0.763526201248169,3333.174736022949
13,16.944128,0.0,23.25775,0.27171284,0.27171284,443.64626828452094,85.425,1732,354603,0.012637443,0.8091638386249542,3362.1772763729095
13,15.58048,0.0,23.261736,0.22274753,0.22274753,421.5719077791714,82.375,1745,357699,0.011299237,0.7682817429304123,3391.4641120433807
11,15.030965,0.0,23.254025,0.23325731,0.23325731,425.1194762057736,83.125,1756,360621,0.011749078,0.7756706178188324,3418.887269973755
11,15.287053,0.0,23.253664,0.21567784,0.21567784,432.96824335862686,84.975,1767,363708,0.011462259,0.7696784138679504,3447.4612543582916
13,15.301211,0.0,23.258774,0.23917077,0.23917077,438.2754103961737,86.275,1780,366858,0.011317985,0.7690336555242538,3474.791098356247
10,15.864261,0.0,23.259127,0.2633784,0.2633784,453.1592289432894,88.6,1790,369735,0.012062079,0.676936149597168,3504.248127222061
12,15.860144,0.0,23.25571,0.26087752,0.26087752,459.5209125441464,89.275,1802,372984,0.012133008,0.7658521234989166,3532.053562402725
13,16.00628,0.0,23.250397,0.27094287,0.27094287,453.2881478266785,87.275,1815,376086,0.01290776,0.708454430103302,3560.241270542145
11,17.677814,0.0,23.25548,0.25688645,0.25688645,450.7712861584663,87.475,1826,379206,0.0116615165,0.7798703163862228,3588.3264060020447
12,17.95823,0.0,23.24388,0.24319784,0.24319784,449.99618933446743,87.3,1838,382374,0.012005954,0.8145440369844437,3617.0036141872406
11,18.61171,0.0,23.245674,0.26518482,0.26518482,473.58813629499673,91.9,1849,385551,0.012211039,0.7740390598773956,3644.924071073532
12,17.957554,0.0,23.250721,0.25673133,0.25673133,471.9146923296461,90.575,1861,388611,0.011619241,0.7930091172456741,3673.134776353836
11,17.191748,0.0,23.262983,0.23176265,0.23176265,461.060612148216,87.675,1872,391551,0.012810568,0.6967540979385376,3702.3808813095093
13,16.81574,0.0,23.254707,0.23398408,0.23398408,452.4154593755451,86.175,1885,394743,0.011807428,0.838215172290802,3729.9271833896637
11,16.569098,0.0,23.250458,0.28147006,0.28147006,464.7287352980713,88.475,1896,397854,0.012803959,0.7529675513505936,3758.3498151302338
12,15.952513,0.0,23.25714,0.22265051,0.22265051,453.868916754778,87.175,1908,401025,0.011172572,0.6850873231887817,3786.5380284786224
12,15.925237,0.0,23.257195,0.267818,0.267818,466.06177886162504,90.225,1920,404238,0.012278461,0.8545953035354614,3815.2852630615234
12,16.509335,0.0,23.24959,0.22456992,0.22456992,462.06436220580747,89.8,1932,407292,0.01103612,0.7893418222665787,3843.2594015598297
11,17.020807,0.0,23.250034,0.29451072,0.29451072,465.1450917704991,89.975,1943,410349,0.01271406,0.7285023033618927,3871.3949778079987
12,17.0424,0.0,23.257427,0.24066335,0.24066335,468.42294594533325,90.425,1955,413532,0.011815463,0.7907635420560837,3900.081386089325
12,16.403889,0.0,23.259306,0.27957296,0.27957296,466.63552464343036,89.65,1967,416700,0.012177465,0.7930347621440887,3928.1580760478973
11,16.054825,0.0,23.266542,0.24486141,0.24486141,470.24796977300883,90.825,1978,419856,0.012831992,0.7164896428585052,3956.3807747364044
12,15.956943,0.0,23.273115,0.28121346,0.28121346,458.17292736211294,88.125,1990,422841,0.012449309,0.6899606585502625,3983.96222114563
12,15.896319,0.0,23.271212,0.26241377,0.26241377,449.4346022895714,86.725,2002,425844,0.012881987,0.7436639666557312,4012.420811891556
11,15.811053,0.0,23.271635,0.2838778,0.2838778,446.77704639379033,85.225,2013,428688,0.011754671,0.6790729463100433,4040.4242198467255
12,16.16386,0.0,23.259212,0.24029973,0.24029973,446.1324444678763,84.925,2025,431847,0.012289876,0.7751887887716293,4068.671627998352
10,17.463459,0.0,23.252779,0.2583571,0.2583571,469.1432942323452,88.675,2035,434607,0.012746155,0.7926816642284393,4096.697810649872
11,16.785236,0.0,23.25229,0.20761031,0.20761031,465.95935886876,88.525,2046,437529,0.012746261,0.7977948635816574,4126.103940010071
12,17.593506,0.0,23.250393,0.24120589,0.24120589,468.02198563218127,89.625,2058,440703,0.0122110555,0.7462903261184692,4153.934020757675
12,16.434193,0.0,23.251698,0.24352112,0.24352112,454.7990949708039,87.95,2070,443841,0.012804369,0.8047987967729568,4182.538273572922
10,16.159771,0.0,23.24701,0.2640597,0.2640597,465.89917564124806,90.175,2080,446826,0.0123817315,0.7843517065048218,4210.126177549362
13,16.257814,0.0,23.243986,0.24530348,0.24530348,461.0818020887905,89.875,2093,450054,0.012500349,0.7920016497373581,4239.329929590225
11,17.021008,0.0,23.242525,0.25762826,0.25762826,471.1347288705465,90.525,2104,452973,0.01245233,0.7457016408443451,4268.001364707947
12,17.305073,0.0,23.24052,0.27133986,0.27133986,460.3195554413014,86.975,2116,456099,0.012382532,0.6789996922016144,4295.341876029968
11,16.99117,0.0,23.24808,0.24885431,0.24885431,462.103746765027,87.2,2127,459111,0.01200005,0.7992793619632721,4324.3180067539215
9,17.910725,0.0,23.243761,0.25847545,0.25847545,493.11922250916234,93.3,2136,462000,0.013837159,0.8306590169668198,4351.827510595322
12,17.604696,0.0,23.234468,0.26166242,0.26166242,488.59367604395976,92.625,2148,465150,0.0118025625,0.7701012492179871,4380.837285518646
9,17.651348,0.0,23.233547,0.26349998,0.26349998,504.74727781675904,96.475,2157,467919,0.012509102,0.7841466218233109,4407.702708482742
11,17.92337,0.0,23.230543,0.25419718,0.25419718,503.3580458260452,95.85,2168,470832,0.011835631,0.7280484139919281,4436.942040205002
11,18.401432,0.0,23.230238,0.26152796,0.26152796,487.6293565125044,91.875,2179,473853,0.01338266,0.7406097948551178,4464.9468677043915
11,18.06345,0.0,23.226091,0.2429784,0.2429784,491.2156329731135,93.025,2190,476910,0.012185444,0.8081962764263153,4493.4086582660675
10,18.769848,0.0,23.228603,0.2899576,0.2899576,506.3742205665919,95.775,2200,480186,0.01269093,0.7223817706108093,4522.20930814743
11,17.096813,0.0,23.223433,0.2548728,0.2548728,496.48378597711127,95.25,2211,483342,0.01284362,0.7652699202299118,4550.69611620903
12,17.63034,0.0,23.22124,0.29407522,0.29407522,504.07448923498805,96.6,2223,486555,0.013182499,0.8017324209213257,4579.752773284912
13,16.71615,0.0,23.219526,0.25567222,0.25567222,468.75209974756615,89.475,2236,489747,0.014122716,0.8244538903236389,4606.7763912677765
11,16.930655,0.0,23.213406,0.26092032,0.26092032,477.82963350005576,90.175,2247,492771,0.012495987,0.8221885412931442,4635.7194991111755
10,17.617481,0.0,23.201399,0.24547073,0.24547073,478.04068979511885,89.65,2257,495723,0.012556419,0.7343519628047943,4664.0523290634155
11,16.900589,0.0,23.200514,0.27013278,0.27013278,485.05097777608637,91.1,2268,498876,0.012153621,0.8065693825483322,4693.2264585494995
12,17.200333,0.0,23.203245,0.26907688,0.26907688,501.9850252465834,93.85,2280,502056,0.013682666,0.7558497935533524,4720.300868272781
11,17.550709,0.0,23.201857,0.2737247,0.2737247,497.3603649636901,93.7,2291,505194,0.01403142,0.7382479012012482,4748.873354911804
12,16.680258,0.0,23.206352,0.25689375,0.25689375,479.25257833081804,90.5,2303,508314,0.013298888,0.6745436787605286,4777.667860031128
10,17.407364,0.0,23.208397,0.27061194,0.27061194,489.5577054795498,92.7,2313,511464,0.012906268,0.70053830742836,4805.754105806351
12,17.286596,0.0,23.209475,0.2956479,0.2956479,507.002443102859,95.85,2325,514704,0.013560549,0.7622916400432587,4834.287545919418
11,16.8307,0.0,23.20714,0.1677447,0.1677447,494.8002348470051,93.5,2336,517917,0.004144549,0.7769502103328705,4862.156294345856
11,16.905996,0.0,23.206951,0.25451708,0.25451708,494.3309727501104,94.2,2347,520800,0.011797931,0.8032839447259903,4891.380326271057
11,16.539211,0.0,23.199615,0.2543654,0.2543654,472.35808924099786,89.55,2358,523584,0.013403013,0.7249319851398468,4918.668266534805
12,16.479866,0.0,23.206831,0.23009339,0.23009339,470.29195803761667,89.85,2370,526836,0.013545138,0.7615974694490433,4947.51861000061
12,16.52164,0.0,23.201672,0.31948987,0.31948987,452.67308780415607,87.2,2382,530040,0.013927859,0.7497398257255554,4975.750755548477
10,17.46315,0.0,23.195961,0.2685571,0.2685571,474.7268601756505,91.45,2392,533034,0.013859732,0.6097446084022522,5004.553013324738
11,17.35896,0.0,23.196505,0.25740236,0.25740236,488.09818634724326,94.05,2403,536157,0.01245227,0.8180155903100967,5032.278998851776
12,16.980637,0.0,23.19383,0.25489485,0.25489485,483.623789741822,92.925,2415,539343,0.013281418,0.7645221501588821,5060.911991357803
11,17.436316,0.0,23.186632,0.26183423,0.26183423,481.3115512269089,92.9,2426,542304,0.0127711715,0.8569382131099701,5089.689820766449
9,17.43677,0.0,23.183489,0.29215282,0.29215282,498.5024937087954,95.75,2435,545259,0.011972774,0.7545635998249054,5118.477077245712
10,18.7081,0.0,23.181732,0.28063363,0.28063363,518.3336069216957,99.65,2445,548586,0.013266133,0.7177654206752777,5146.721618652344
13,17.99908,0.0,23.18672,0.26460564,0.26460564,506.6021751111005,96.125,2458,551817,0.013916545,0.871915876865387,5174.456050395966
10,17.334738,0.0,23.187239,0.30234805,0.30234805,517.919442388717,97.3,2468,554574,0.013458131,0.7689729630947113,5202.830282449722
12,15.368527,0.0,23.18579,0.2632503,0.2632503,467.09844554957346,87.475,2480,557661,0.013213452,0.7353052198886871,5230.822447538376
10,14.597101,0.0,23.18387,0.2589545,0.2589545,458.5525602862196,86.2,2490,560286,0.012928686,0.7640076279640198,5258.782448291779
10,14.953562,0.0,23.177153,0.26003703,0.26003703,471.7571626664527,89.625,2500,563184,0.013163866,0.8984629735350609,5286.614943265915
12,14.843112,0.0,23.178368,0.2756291,0.2756291,468.7341660421039,89.65,2512,566445,0.014574839,0.8059434145689011,5315.849105834961
11,14.8735075,0.0,23.180387,0.25553507,0.25553507,485.4356935975535,92.95,2523,569625,0.012529264,0.7895715534687042,5342.384169101715
11,16.444073,0.0,23.181534,0.31276596,0.31276596,505.7070549336093,97.45,2534,572784,0.013947792,0.7910339534282684,5371.4008667469025
11,17.536808,0.0,23.178087,0.3199191,0.3199191,514.1554174626078,97.85,2545,576264,0.0129818665,0.7687367796897888,5398.773218393326
11,17.962646,0.0,23.177147,0.25109166,0.25109166,512.2524674915228,97.925,2556,579414,0.013421186,0.8526225090026855,5427.968521356583
10,18.737234,0.0,23.17618,0.26040772,0.26040772,506.82013289343286,96.95,2566,582354,0.013218111,0.7561727911233902,5454.941009521484
10,19.425472,0.0,23.16637,0.26755902,0.26755902,516.1183250124506,98.225,2576,585357,0.013236375,0.8299317508935928,5483.802379608154
11,18.673145,0.0,23.16689,0.2615667,0.2615667,499.39256240184903,94.675,2587,588339,0.013617641,0.8279283344745636,5512.730523347855
12,18.230228,0.0,23.167753,0.1418113,0.1418113,501.34631724993017,95.1,2599,591660,0.0038067165,0.7766903340816498,5540.166212558746
9,16.850754,0.0,23.16406,0.2833186,0.2833186,498.18626641626577,94.575,2608,594402,0.013798037,0.7078040540218353,5568.623435974121
11,16.79011,0.0,23.160692,0.24582323,0.24582323,510.85106223388914,97.1,2619,597732,0.013622711,0.8633771538734436,5596.106581926346
11,15.633041,0.0,23.156162,0.2900737,0.2900737,507.01737413272605,97.325,2630,600900,0.014132669,0.7961002588272095,5624.943645238876
11,15.513858,0.0,23.160934,0.29742682,0.29742682,510.2162825893174,98.525,2641,604038,0.013718238,0.7389634549617767,5652.636207818985
10,15.997302,0.0,23.158356,0.30858257,0.30858257,500.98942559255886,96.9,2651,606963,0.0142907025,0.7792362123727798,5680.667743682861
