EpThisIter,EpRewMean,entloss,entropy,optimgain,surrgain,EpTrueRewMean,EpLenMean,EpisodesSoFar,TimestepsSoFar,meankl,ev_tdlam_before,TimeElapsed
10,15.737656,0.0,23.15747,0.31094015,0.31094015,493.0861537462768,95.8,2661,609843,0.014811438,0.8457813560962677,5708.57102394104
11,16.269398,0.0,23.154957,0.2541902,0.2541902,499.6474872956775,95.2,2672,612762,0.013358194,0.8476911038160324,5737.082184314728
11,16.003088,0.0,23.1515,0.2969041,0.2969041,488.5295973298297,92.95,2683,615789,0.012684858,0.7423372268676758,5766.424916267395
11,15.715439,0.0,23.154634,0.24668886,0.24668886,487.2749158569453,92.775,2694,618834,0.014865328,0.5697809457778931,5793.40528345108
12,15.248647,0.0,23.152775,0.32029724,0.32029724,469.63160055681027,90.35,2706,622107,0.01324025,0.7886283546686172,5822.651243686676
10,15.275388,0.0,23.153053,0.26988378,0.26988378,476.4094064380557,92.725,2716,625044,0.012834775,0.810160219669342,5850.40430688858
11,15.767023,0.0,23.15569,0.21784334,0.21784334,491.1328155187222,95.575,2727,628293,0.004699537,0.642550140619278,5878.815845489502
9,16.712017,0.0,23.152393,0.14654467,0.14654467,515.2624368398422,98.725,2736,631395,0.0042984774,0.7975917160511017,5906.548670291901
10,17.126709,0.0,23.148039,0.30577025,0.30577025,528.581250839894,101.65,2746,634305,0.013133875,0.8021304905414581,5935.302583217621
11,16.622738,0.0,23.14611,0.2538065,0.2538065,515.1462682053723,99.45,2757,637344,0.012976481,0.7515352964401245,5963.482189178467
10,18.200357,0.0,23.14299,0.27486497,0.27486497,540.7859695365623,103.175,2767,640674,0.014478301,0.6288455426692963,5991.190373182297
10,18.014605,0.0,23.142155,0.2968127,0.2968127,523.4803609715982,99.85,2777,643674,0.014588974,0.8310073614120483,6020.37690281868
11,18.389248,0.0,23.141207,0.31741437,0.31741437,527.0280558629127,100.125,2788,646794,0.014966672,0.8410506844520569,6048.099078416824
10,17.703127,0.0,23.12767,0.27143833,0.27143833,529.6631826124438,99.5,2798,649704,0.014380796,0.8269072920084,6076.91579580307
10,17.07386,0.0,23.122957,0.2831155,0.2831155,514.4382902362997,97.7,2808,652668,0.0135706,0.7812164723873138,6104.581779956818
9,17.45816,0.0,23.111614,0.26783592,0.26783592,522.1243334639779,99.0,2817,655554,0.014138946,0.7714020013809204,6133.288067102432
10,16.734005,0.0,23.112545,0.32715288,0.32715288,518.0012580549843,99.1,2827,658434,0.012982733,0.7426892817020416,6161.529365777969
10,17.401636,0.0,23.114363,0.33001894,0.33001894,515.1535783053156,99.7,2837,661440,0.014446462,0.6399276554584503,6189.140087366104
11,16.844448,0.0,23.120132,0.15290815,0.15290815,512.8431974226189,99.125,2848,664563,0.003813886,0.7320858836174011,6217.185547113419
10,15.639261,0.0,23.118177,0.28135228,0.28135228,501.2774526485251,96.85,2858,667458,0.013862618,0.7264833748340607,6246.072827100754
10,16.6801,0.0,23.112972,0.13577244,0.13577244,512.5807783112823,98.55,2868,670623,0.0037678,0.7994901388883591,6274.927889108658
11,15.585066,0.0,23.109741,0.26127806,0.26127806,494.5515326728363,95.475,2879,673605,0.0138314245,0.7884732782840729,6301.926830768585
11,16.420849,0.0,23.104656,0.30280223,0.30280223,513.9249792089029,99.025,2890,676905,0.013988212,0.8202777802944183,6330.683000087738
11,15.884932,0.0,23.104097,0.1418911,0.1418911,499.2541395305463,96.825,2901,679929,0.003815136,0.7870619297027588,6358.631282091141
10,15.514194,0.0,23.102936,0.15296924,0.15296924,475.2018638116594,90.5,2911,682641,0.003900344,0.7662282735109329,6387.611657619476
10,16.701218,0.0,23.103394,0.2794139,0.2794139,497.1421387978427,94.525,2921,685626,0.014789168,0.8344025015830994,6414.66179561615
10,17.358603,0.0,23.104109,0.14715779,0.14715779,508.9733576016717,97.1,2931,688824,0.0039713755,0.7434493601322174,6443.668593645096
12,17.83889,0.0,23.101753,0.28920132,0.28920132,512.0146295556981,97.45,2943,692085,0.014435905,0.803853914141655,6471.284231185913
12,17.117878,0.0,23.10211,0.3284142,0.3284142,511.15022082724846,97.325,2955,695403,0.014164555,0.8299454301595688,6500.087649106979
10,15.853447,0.0,23.104952,0.297143,0.297143,513.9846621217062,97.8,2965,698547,0.014993304,0.8269589692354202,6528.261037826538
9,15.17764,0.0,23.099892,0.29726064,0.29726064,523.5240140948739,99.2,2974,701619,0.014224382,0.7773071676492691,6556.858187198639
10,15.646393,0.0,23.098188,0.13434431,0.13434431,542.1112831219067,101.75,2984,704691,0.0039347582,0.7656175792217255,6585.794054031372
10,16.67835,0.0,23.10208,0.39670497,0.39670497,550.8390903132656,103.775,2994,707631,0.014377988,0.7170490622520447,6612.90997505188
10,17.561085,0.0,23.101562,0.14975998,0.14975998,548.8236653089837,103.675,3004,710610,0.004006817,0.7905856370925903,6641.779239177704
9,17.995626,0.0,23.096615,0.14264262,0.14264262,536.9036939250694,100.825,3013,713484,0.003814505,0.8296063542366028,6669.564009904861
11,17.946154,0.0,23.089846,0.15527168,0.15527168,525.5058553693167,99.975,3024,716688,0.004352705,0.8267962038516998,6698.712594032288
10,17.524717,0.0,23.08995,0.14520961,0.14520961,524.232550050572,99.8,3034,719607,0.003862182,0.8150167912244797,6725.700925827026
9,17.840002,0.0,23.097221,0.27124316,0.27124316,538.9451631933103,102.65,3043,722547,0.01375065,0.8214997798204422,6754.953613042831
9,17.43684,0.0,23.099684,0.29817748,0.29817748,543.1900263449877,102.875,3052,725556,0.014168728,0.8329046368598938,6783.715194940567
11,17.4483,0.0,23.101042,0.26133507,0.26133507,535.6320438869374,101.1,3063,728580,0.01468962,0.8757640495896339,6812.044342756271
11,17.217701,0.0,23.092041,0.265624,0.265624,531.123880179838,101.1,3074,731739,0.013414953,0.8278501033782959,6840.341997623444
10,16.177546,0.0,23.085482,0.14035764,0.14035764,507.7841033312399,97.5,3084,734697,0.003990692,0.8161335438489914,6868.114378452301
11,15.400917,0.0,23.08212,0.29808322,0.29808322,481.8844366797971,92.95,3095,737673,0.014549142,0.8237007856369019,6896.857734441757
10,15.225111,0.0,23.079136,0.30941492,0.30941492,502.2838574744636,96.7,3105,740676,0.014244437,0.807133361697197,6924.261142492294
10,15.550214,0.0,23.080168,0.24203247,0.24203247,525.170890127067,99.825,3115,743964,0.013418068,0.8590816408395767,6952.924243211746
10,15.387732,0.0,23.082457,0.28599405,0.28599405,525.8302535348697,100.325,3125,746967,0.014518045,0.8398043513298035,6980.581640720367
10,15.187541,0.0,23.08299,0.25912663,0.25912663,538.692820729287,101.8,3135,749889,0.013196589,0.8192020952701569,7009.606071710587
10,15.343343,0.0,23.090721,0.28307828,0.28307828,532.0178715151226,101.025,3145,752799,0.013577795,0.7549369484186172,7036.693156003952
10,15.025976,0.0,23.092222,0.14229089,0.14229089,518.614462108864,98.525,3155,755787,0.0038552117,0.8111083060503006,7065.950758695602
10,15.432968,0.0,23.088163,0.33603415,0.33603415,527.8943781019949,98.925,3165,758838,0.014999235,0.7873597890138626,7094.350471258163
10,16.520823,0.0,23.08508,0.15636934,0.15636934,528.5275253509001,100.125,3175,761904,0.0038727368,0.7568812370300293,7122.231516122818
11,16.682903,0.0,23.086424,0.34470448,0.34470448,526.555092888389,99.4,3186,765009,0.014741614,0.817855179309845,7150.854273080826
10,17.91178,0.0,23.084335,0.14251505,0.14251505,531.842622050106,101.95,3196,768336,0.003782666,0.7550802677869797,7178.235519647598
9,18.701553,0.0,23.081297,0.15984431,0.15984431,539.6214763134028,104.35,3205,771360,0.00397679,0.7657471150159836,7207.267973661423
10,18.527655,0.0,23.08112,0.15134087,0.15134087,531.0187186254105,102.9,3215,774252,0.0040116105,0.7704185545444489,7234.40198469162
11,18.708313,0.0,23.075914,0.3043306,0.3043306,535.6543657213855,102.575,3226,777318,0.014265196,0.8506427109241486,7263.562516450882
10,17.605244,0.0,23.075703,0.27429554,0.27429554,533.3037410173704,101.675,3236,780537,0.013229861,0.8466920852661133,7291.42804479599
10,17.429234,0.0,23.072893,0.29715258,0.29715258,523.8942740722529,99.15,3246,783537,0.014316489,0.841582790017128,7320.271762132645
11,16.535748,0.0,23.070644,0.14164442,0.14164442,513.5045153566011,96.875,3257,786381,0.003999723,0.8202045857906342,7347.796251296997
10,16.511057,0.0,23.070833,0.15235537,0.15235537,515.3919716009332,97.575,3267,789387,0.003818949,0.8306327015161514,7376.432491064072
11,16.779865,0.0,23.07112,0.31242952,0.31242952,514.419928350811,96.325,3278,792576,0.01437068,0.8304601013660431,7405.535051822662
10,16.267803,0.0,23.074036,0.29580632,0.29580632,506.6173168818821,94.675,3288,795375,0.014694957,0.8364821672439575,7432.849082231522
9,16.93227,0.0,23.070848,0.26397914,0.26397914,526.1644538085213,98.85,3297,798243,0.014423657,0.8092659413814545,7461.566765546799
10,17.069992,0.0,23.071754,0.16512586,0.16512586,531.8012539429495,100.325,3307,801426,0.003945213,0.7882554084062576,7489.465539693832
12,16.934723,0.0,23.074677,0.29889956,0.29889956,513.2948604202688,98.45,3319,804657,0.0140459705,0.6863164603710175,7518.324981689453
11,16.874516,0.0,23.071688,0.17538889,0.17538889,516.7092394013314,98.65,3330,807696,0.004172437,0.6369234621524811,7545.872964143753
12,16.375566,0.0,23.06837,0.14337042,0.14337042,483.89879442773946,91.8,3342,810894,0.0038776775,0.7018909156322479,7574.123810768127
9,16.816317,0.0,23.065931,0.14773992,0.14773992,499.5651662484182,93.95,3351,813747,0.0040149954,0.8665217012166977,7602.262481689453
9,17.585163,0.0,23.064898,0.29212233,0.29212233,525.0045027350689,99.1,3360,816798,0.014127225,0.8094331473112106,7631.038798332214
9,18.818893,0.0,23.06354,0.14613867,0.14613867,551.4329639457071,104.325,3369,819909,0.003914818,0.8032149821519852,7659.077619075775
10,17.70116,0.0,23.062668,0.16075206,0.16075206,548.7121483454289,105.075,3379,822726,0.004142876,0.8377309143543243,7687.126974582672
9,17.361164,0.0,23.061008,0.14546525,0.14546525,559.8813022855418,108.275,3388,825831,0.0038182514,0.7687406837940216,7716.088554382324
12,15.883978,0.0,23.060986,0.2942257,0.2942257,530.1828433418616,101.625,3400,828993,0.014482072,0.8049740791320801,7744.189264297485
10,15.900986,0.0,23.065872,0.30058908,0.30058908,507.93061728448504,97.625,3410,832017,0.014879108,0.8197261989116669,7771.971093893051
11,16.629251,0.0,23.066576,0.13694592,0.13694592,516.449058400384,100.15,3421,835278,0.003920737,0.8318330496549606,7799.715569734573
9,16.567926,0.0,23.061638,0.17385334,0.17385334,507.47964690621995,100.0,3430,838479,0.004402256,0.8287559002637863,7828.833411455154
11,18.23269,0.0,23.061234,0.14678556,0.14678556,523.667736463245,102.15,3441,841563,0.004203886,0.8381901532411575,7856.480542182922
11,17.716614,0.0,23.060661,0.14958009,0.14958009,517.935012581941,99.6,3452,844584,0.004508913,0.781945988535881,7884.788400888443
10,18.075565,0.0,23.061647,0.28887773,0.28887773,526.6973755308827,100.175,3462,847677,0.0149409,0.8350281864404678,7912.613138437271
11,17.320065,0.0,23.052702,0.14902817,0.14902817,500.20099168989674,93.525,3473,850794,0.0041832374,0.8549623191356659,7942.048411130905
10,16.923859,0.0,23.051725,0.14483818,0.14483818,506.62744176628183,95.925,3483,853707,0.004001139,0.8075015097856522,7970.676009654999
11,16.490791,0.0,23.051313,0.14551681,0.14551681,507.8129726243342,96.2,3494,856752,0.0038064318,0.8725924640893936,7998.532019376755
9,16.255539,0.0,23.04969,0.13998687,0.13998687,523.5378195972679,99.2,3503,859878,0.0038309065,0.8163142651319504,8026.9576370716095
10,16.178757,0.0,23.049522,0.15003991,0.15003991,540.043419353811,102.6,3513,863106,0.0040250896,0.8359594643115997,8054.743493080139
10,16.522419,0.0,23.049568,0.16146919,0.16146919,552.4169633767076,104.75,3523,866277,0.0038900545,0.8172508776187897,8083.263496398926
12,17.15142,0.0,23.04971,0.27735072,0.27735072,537.5767637001185,102.325,3535,869385,0.013462827,0.7891550660133362,8110.736485481262
10,17.15878,0.0,23.044065,0.15191223,0.15191223,518.9769695790453,98.9,3545,872343,0.003885035,0.8661179095506668,8139.682226657867
11,16.623602,0.0,23.039762,0.15674445,0.15674445,501.3276348355206,95.925,3556,875364,0.0041631823,0.7587926983833313,8167.491914510727
11,15.858696,0.0,23.03709,0.14518948,0.14518948,493.735549074174,93.55,3567,878421,0.0037600622,0.8478500694036484,8195.92682313919
11,14.819656,0.0,23.04021,0.14080623,0.14080623,489.9762544607838,92.15,3578,881412,0.004018049,0.8821909204125404,8223.811901330948
10,15.443868,0.0,23.030693,0.13276657,0.13276657,500.6308719072782,94.575,3588,884430,0.00401496,0.8535260707139969,8252.86909365654
10,14.925711,0.0,23.031837,0.14539613,0.14539613,501.93345876706246,94.825,3598,887385,0.0041159894,0.8452393114566803,8281.716344118118
10,15.827623,0.0,23.034393,0.15326084,0.15326084,522.5664025922546,99.825,3608,890649,0.0043275226,0.7401873767375946,8308.658803462982
9,16.391953,0.0,23.031563,0.3815789,0.3815789,534.6415303542087,103.375,3617,893568,0.014904695,0.7669117450714111,8337.961020231247
9,16.603817,0.0,23.027437,0.14090176,0.14090176,546.5197320122359,105.425,3626,896427,0.00405189,0.733459860086441,8365.408919095993
11,16.738005,0.0,23.02725,0.14885806,0.14885806,547.0926858572296,105.925,3637,899730,0.003936771,0.8673233836889267,8394.492984771729
10,16.425694,0.0,23.027641,0.1656267,0.1656267,533.583932321357,104.625,3647,902892,0.0038267279,0.747537225484848,8421.910075187683
10,16.795193,0.0,23.02588,0.2619852,0.2619852,534.2015748698777,104.625,3657,906123,0.014192605,0.7971922755241394,8450.772176980972
11,17.20845,0.0,23.029816,0.14436439,0.14436439,528.6531644050633,102.5,3668,909351,0.0040477165,0.7742478847503662,8478.887417316437
11,17.084091,0.0,23.02437,0.14353175,0.14353175,532.8628783762209,102.275,3679,912684,0.0038777723,0.8120457977056503,8506.731509685516
10,18.052246,0.0,23.025188,0.1581985,0.1581985,540.7789026113736,102.825,3689,915798,0.0039800946,0.7660533785820007,8534.586468935013
10,17.449228,0.0,23.026415,0.28170305,0.28170305,536.0077720104846,102.25,3699,919023,0.014780493,0.7958006113767624,8563.231325626373
10,16.916965,0.0,23.024124,0.15071404,0.15071404,525.7093018058317,100.7,3709,921933,0.0040016477,0.7995127439498901,8591.635310649872
10,17.6409,0.0,23.02452,0.14693633,0.14693633,536.4641477056108,102.5,3719,924984,0.0037511953,0.8017746359109879,8619.53458237648
9,16.919348,0.0,23.024029,0.14733247,0.14733247,547.3185494906742,104.35,3728,927789,0.0043491,0.8624924868345261,8646.92389178276
10,16.44145,0.0,23.025139,0.15364015,0.15364015,533.4587722745581,100.475,3738,930717,0.0043112184,0.768616184592247,8675.97054696083
10,16.407492,0.0,23.024242,0.1575086,0.1575086,534.8283757130823,99.875,3748,933669,0.0043794448,0.7545776814222336,8704.485393762589
11,15.120607,0.0,23.024864,0.14223838,0.14223838,523.202346545665,96.975,3759,936621,0.0038541043,0.797849640250206,8731.862089157104
9,15.503848,0.0,23.024782,0.14569299,0.14569299,527.1018039805672,97.8,3768,939525,0.0038705976,0.8201083093881607,8760.94609951973
9,16.060078,0.0,23.020035,0.15076229,0.15076229,550.2340779192806,102.475,3777,942717,0.0039363382,0.8383682072162628,8788.740448474884
11,16.625423,0.0,23.020063,0.1636526,0.1636526,544.973880735662,101.9,3788,945897,0.0038952003,0.6926511824131012,8817.166300535202
10,17.407206,0.0,23.02224,0.34401613,0.34401613,544.4262631804579,102.1,3798,948642,0.014888225,0.7115338742733002,8845.04495215416
11,17.286549,0.0,23.024456,0.14878461,0.14878461,526.9181513248062,99.825,3809,951828,0.004392267,0.836328461766243,8874.375831842422
9,16.860138,0.0,23.027603,0.14701852,0.14701852,524.6840365845502,99.05,3818,954897,0.0039398153,0.8003362864255905,8902.528142213821
12,15.840024,0.0,23.029146,0.15820917,0.15820917,514.621776629678,97.85,3830,958071,0.0045000636,0.7895765155553818,8931.032833576202
12,15.597484,0.0,23.0269,0.16282995,0.16282995,500.78756736686626,95.825,3842,961302,0.004054252,0.7740963846445084,8959.04524731636
12,14.995532,0.0,23.029736,0.25465497,0.25465497,472.93157098155024,90.9,3854,964611,0.014801831,0.8304027915000916,8987.336855888367
9,15.682248,0.0,23.029343,0.15227306,0.15227306,493.04867534456145,94.9,3863,967608,0.0042313095,0.7745876312255859,9016.427801132202
10,15.667978,0.0,23.028172,0.15410516,0.15410516,511.3293191631884,98.175,3873,970743,0.0046726055,0.8594845533370972,9043.425420999527
11,15.21404,0.0,23.028658,0.1500596,0.1500596,521.9528514932182,99.8,3884,973935,0.004065019,0.7824343144893646,9072.55323934555
9,16.183659,0.0,23.027256,0.1358044,0.1358044,553.6392942635757,105.35,3893,976983,0.0038760672,0.8565057218074799,9100.549336910248
10,16.600805,0.0,23.025057,0.15476987,0.15476987,549.0468497690708,104.35,3903,980130,0.0039729252,0.8184889554977417,9129.21978187561
10,16.6375,0.0,23.032635,0.145272,0.145272,540.003363114691,103.275,3913,983136,0.0041418606,0.8961832746863365,9156.213798046112
10,16.88107,0.0,23.031828,0.17667973,0.17667973,539.9457140712148,103.7,3923,986070,0.0042217504,0.8572950214147568,9184.886971235275
11,16.213196,0.0,23.033157,0.15283221,0.15283221,520.5892994385231,100.3,3934,989247,0.004262427,0.7717080861330032,9212.58058476448
10,15.529646,0.0,23.033615,0.1420095,0.1420095,510.852039776105,98.65,3944,992241,0.003931831,0.8463611453771591,9242.005188703537
9,15.703153,0.0,23.03023,0.13806736,0.13806736,522.7958904156459,100.5,3953,995196,0.00383666,0.8565543740987778,9268.644084692001
11,15.664189,0.0,23.034122,0.15689304,0.15689304,516.2176816028,98.9,3964,998355,0.0038753394,0.8603014200925827,9297.810274362564
11,16.046432,0.0,23.033115,0.15215862,0.15215862,515.3744830173046,98.875,3975,1001337,0.0039278036,0.8474731892347336,9325.453913211823
