EpTrueRewMean,meankl,TimestepsSoFar,surrgain,optimgain,ev_tdlam_before,entloss,EpRewMean,EpLenMean,TimeElapsed,EpThisIter,entropy,EpisodesSoFar
790.9770185323667,0.0079381205,291447,0.09878109,0.09878109,0.6427046954631805,0.0,452.0919,455.75,628.9168314933777,3,7.5260587,368
812.6662859699538,0.008453583,294186,0.1035268,0.1035268,0.6423646509647369,0.0,458.20303,463.4,635.2216668128967,2,7.5186644,370
830.2283221954291,0.007739178,296583,0.11010614,0.11010614,0.8120120465755463,0.0,466.78632,472.125,641.6344928741455,2,7.507145,372
866.7816210814592,0.007842398,301065,0.09652236,0.09652236,0.8425398766994476,0.0,475.8331,471.025,648.0090932846069,3,7.506518,375
868.7445647013941,0.008227477,304314,0.1194377,0.1194377,0.7605303972959518,0.0,465.3982,461.075,654.8596184253693,2,7.4850454,377
868.6262693168767,0.0074352,306441,0.10758892,0.10758892,0.7503182590007782,0.0,460.34457,455.275,661.3982577323914,2,7.489212,379
909.5706553871478,0.008109527,309327,0.13963477,0.13963477,0.817674845457077,0.0,474.6311,462.2,668.6504225730896,2,7.4818077,381
958.1823045302621,0.0074504307,312429,0.11722739,0.11722739,0.8545253723859787,0.0,494.59277,478.325,675.4890685081482,2,7.4727335,383
983.8608681317817,0.007858339,316563,0.10675873,0.10675873,0.8964094296097755,0.0,498.68817,480.025,682.0268938541412,3,7.4638214,386
999.9667743918224,0.008744489,319497,0.10759294,0.10759294,0.8555878549814224,0.0,501.78287,479.375,688.9660506248474,2,7.4521475,388
1008.7069219589191,0.009474024,322575,0.14216107,0.14216107,0.5509671270847321,0.0,499.771,479.525,695.9599449634552,2,7.452135,390
1019.0844168041488,0.00843944,325119,0.10497288,0.10497288,0.8075200915336609,0.0,496.9506,470.275,702.6238491535187,2,7.4431796,392
1049.8490870308513,0.008056788,328119,0.11489652,0.11489652,0.8505598604679108,0.0,506.35782,481.425,709.197508096695,1,7.4205313,393
1079.031262825912,0.008392655,331668,0.12762925,0.12762925,0.8016330152750015,0.0,514.59106,481.775,715.7715210914612,2,7.425111,395
1080.1166103897529,0.009268441,334341,0.09657017,0.09657017,0.8436399698257446,0.0,511.38788,479.925,722.2957966327667,2,7.4177213,397
1096.4464869811522,0.008724172,337089,0.10167052,0.10167052,0.7591773867607117,0.0,514.3843,485.9,728.9361114501953,2,7.406188,399
1100.3991048105486,0.008611786,339057,0.12882563,0.12882563,0.744492769241333,0.0,511.6644,482.95,735.5072417259216,1,7.3985605,400
1116.3303645951148,0.00829417,341961,0.099795565,0.099795565,0.891000546514988,0.0,514.02576,482.65,742.0031685829163,2,7.3919516,402
1137.027278083849,0.0070182146,346668,0.09315631,0.09315631,0.6054628789424896,0.0,518.33594,485.05,748.4777820110321,3,7.3972816,405
1193.4732181446557,0.008374097,351090,0.10299542,0.10299542,0.8644282966852188,0.0,538.14606,504.075,755.0375890731812,2,7.3871326,407
1200.301027573212,0.007620514,353835,0.096695915,0.096695915,0.877162978053093,0.0,539.64417,503.575,761.6318001747131,2,7.3771358,409
1210.2885184384575,0.008558618,356820,0.11137438,0.11137438,0.8838971555233002,0.0,539.8135,501.975,768.0876321792603,3,7.36359,412
1238.8974340864524,0.008514641,361611,0.106313676,0.106313676,0.8663176000118256,0.0,545.8244,511.875,774.583410024643,2,7.363529,414
1278.0680382774503,0.008475556,364611,0.07981287,0.07981287,0.03729361295700073,0.0,561.03076,529.55,781.1468107700348,1,7.3512115,415
1307.6736450546905,0.00941992,368127,0.10119096,0.10119096,0.5236204564571381,0.0,571.0542,531.775,787.6877951622009,2,7.344926,417
1298.7620204372515,0.008257575,368877,0.11220594,0.11220594,0.4436088800430298,0.0,567.4336,529.225,794.3436799049377,1,7.348812,418
1320.8449513228054,0.008530183,370611,0.10786405,0.10786405,0.6575268507003784,0.0,574.16486,534.75,800.8268146514893,1,7.33783,419
1349.6477732441745,0.009454504,372687,0.111899585,0.111899585,0.7168914973735809,0.0,583.98975,539.275,807.453132390976,1,7.3214874,420
1366.7144629804175,0.008307822,375636,0.1305078,0.1305078,0.8282627314329147,0.0,589.5487,544.7,814.0229864120483,2,7.3232555,422
1364.131585189606,0.008353549,379251,0.087576665,0.087576665,0.5265686511993408,0.0,585.8439,542.375,820.4414713382721,2,7.3148766,424
