# {"env_id": "CartPole-v0", "t_start": 1551070787.0408483} 
r,l,t
36.0,36,4.199482
68.0,68,4.34241
49.0,49,4.445924
46.0,46,4.511696
28.0,28,4.560715
13.0,13,4.595744
21.0,21,4.643125
16.0,16,4.677626
14.0,14,4.706397
52.0,52,4.814754
29.0,29,4.876239
9.0,9,4.895973
10.0,10,4.916192
27.0,27,4.971327
14.0,14,4.999919
21.0,21,5.046913
22.0,22,5.096356
16.0,16,5.134937
23.0,23,5.185086
19.0,19,5.224705
20.0,20,5.265417
19.0,19,5.303206
10.0,10,5.325087
32.0,32,5.39288
16.0,16,5.425524
22.0,22,5.470701
14.0,14,5.500112
16.0,16,5.540778
18.0,18,5.578696
41.0,41,5.668331
19.0,19,5.709581
24.0,24,5.763169
20.0,20,5.808682
17.0,17,5.845218
20.0,20,5.886981
12.0,12,5.913083
71.0,71,6.064121
14.0,14,6.100553
53.0,53,6.218123
10.0,10,6.245808
15.0,15,6.277434
33.0,33,8.146841
15.0,15,8.17902
17.0,17,8.21366
24.0,24,8.260971
42.0,42,8.342638
23.0,23,8.387828
15.0,15,8.417929
18.0,18,8.455731
32.0,32,8.539176
60.0,60,8.673657
20.0,20,8.712406
27.0,27,8.77423
34.0,34,8.851782
11.0,11,8.875197
32.0,32,8.946656
22.0,22,8.992403
13.0,13,9.022033
70.0,70,9.17391
15.0,15,9.206554
17.0,17,9.246106
12.0,12,9.273833
32.0,32,9.346455
14.0,14,9.377378
12.0,12,9.40646
33.0,33,9.480974
13.0,13,9.506902
19.0,19,9.548387
28.0,28,9.611501
17.0,17,9.646718
28.0,28,9.708792
25.0,25,9.765489
23.0,23,9.816889
25.0,25,9.870512
23.0,23,9.919503
18.0,18,9.958404
23.0,23,10.00936
11.0,11,10.033542
18.0,18,10.075807
34.0,34,10.160032
52.0,52,10.275683
60.0,60,11.343338
29.0,29,11.402551
15.0,15,11.431809
11.0,11,11.454926
29.0,29,11.513416
9.0,9,11.531587
15.0,15,11.561646
45.0,45,11.649728
116.0,116,11.872271
72.0,72,12.031892
18.0,18,12.071062
27.0,27,12.134955
11.0,11,12.159956
24.0,24,12.212616
60.0,60,12.342982
27.0,27,12.4042
69.0,69,12.553236
70.0,70,12.701532
18.0,18,12.740835
26.0,26,12.797748
57.0,57,12.923164
41.0,41,13.014156
17.0,17,13.057414
81.0,81,13.232411
11.0,11,13.259483
68.0,68,13.4086
52.0,52,14.479948
19.0,19,14.521777
52.0,52,14.629085
39.0,39,14.704976
42.0,42,14.787545
21.0,21,14.827159
34.0,34,14.894933
17.0,17,14.92592
85.0,85,15.116806
55.0,55,15.235014
75.0,75,15.390569
46.0,46,15.49114
56.0,56,15.60987
52.0,52,15.720158
45.0,45,15.818596
124.0,124,16.081371
114.0,114,16.335673
134.0,134,17.570009
94.0,94,17.761033
40.0,40,17.839753
46.0,46,17.932902
136.0,136,18.208881
30.0,30,18.274227
59.0,59,18.403941
65.0,65,18.538939
96.0,96,18.74419
100.0,100,18.963092
56.0,56,19.083402
113.0,113,19.335666
42.0,42,19.424338
121.0,121,19.683714
64.0,64,20.77488
49.0,49,20.877838
33.0,33,20.94187
14.0,14,20.971202
187.0,187,21.339782
93.0,93,21.548649
113.0,113,21.791702
200.0,200,22.230435
73.0,73,22.387099
135.0,135,22.676035
13.0,13,22.705881
130.0,130,23.949761
104.0,104,24.170672
200.0,200,24.591644
147.0,147,24.917725
200.0,200,25.353005
