EpisodesSoFar,surrgain,meankl,TimestepsSoFar,EpLenMean,entloss,EpTrueRewMean,EpRewMean,ev_tdlam_before,entropy,EpThisIter,TimeElapsed,optimgain
205,0.06359048,0.006673703,24106,239.8,0.0,276.8218142146554,174.7405,0.9439258389174938,7.671984,4,105.94365286827087,0.06359048
208,0.05980303,0.0068564406,25240,253.15,0.0,307.32897051145363,183.39037,0.9583607502281666,7.645023,3,110.19789409637451,0.05980303
211,0.07128771,0.0068987836,26042,256.8,0.0,336.5358435393207,187.2471,0.9609896615147591,7.630062,3,114.429194688797,0.07128771
215,0.067540005,0.006638988,27206,260.775,0.0,351.695683916883,187.53989,0.9291451200842857,7.618088,4,118.67298364639282,0.067540005
219,0.080461085,0.007449705,28301,266.05,0.0,371.2346949290868,190.22125,0.9342936649918556,7.6138263,4,122.91410446166992,0.080461085
223,0.07209987,0.00701278,29426,269.475,0.0,407.84121404452605,194.43864,0.9734503142535686,7.606949,4,127.18881249427795,0.07209987
226,0.09244564,0.006794689,30518,280.575,0.0,439.7518745529589,202.12167,0.8742626905441284,7.598312,3,131.42890906333923,0.09244564
230,0.082566366,0.006419954,31735,284.35,0.0,455.3901395054405,202.39702,0.9486560225486755,7.5843987,4,135.6904878616333,0.082566366
233,0.15368569,0.0068739094,32699,291.25,0.0,471.4345321547453,205.54716,0.8670317679643631,7.5698814,3,139.95271492004395,0.15368569
235,0.07766525,0.006982816,33559,302.25,0.0,490.1652203975938,210.4602,0.9057729542255402,7.581234,2,144.2181966304779,0.07766525
237,0.09315115,0.00660201,34293,307.2,0.0,501.0453237869442,211.31331,0.9474259726703167,7.556531,2,148.48611903190613,0.09315115
239,0.075993456,0.0072895857,35235,320.075,0.0,521.7448098471739,216.4582,0.8440795838832855,7.573441,2,152.79437804222107,0.075993456
242,0.08053885,0.0057500605,36665,334.775,0.0,548.8018315525171,221.50565,0.9175934493541718,7.571851,3,157.08089208602905,0.08053885
244,0.10328995,0.0069084056,37848,348.95,0.0,569.5339204661602,225.50308,0.8656149655580521,7.558778,2,161.4208312034607,0.10328995
248,0.1044005,0.006718018,39041,345.025,0.0,575.4939883290111,218.793,0.919174313545227,7.5209384,4,165.75771141052246,0.1044005
250,0.090074494,0.007325289,39605,347.225,0.0,572.7069255281685,216.05196,0.878265768289566,7.4921865,2,170.09872722625732,0.090074494
252,0.093786836,0.007659138,40508,351.525,0.0,576.4460533330905,213.73222,0.8494739085435867,7.482435,2,174.45000100135803,0.093786836
255,0.07936053,0.006808888,42357,378.775,0.0,617.9726186393098,222.91586,0.9551140628755093,7.488892,3,178.7825789451599,0.07936053
256,0.07443394,0.0059785163,43357,396.475,0.0,642.8312977037838,228.7347,0.023221135139465332,7.4926763,1,183.0877079963684,0.07443394
258,0.1094092,0.0065268497,44168,404.45,0.0,660.6782903043211,230.58308,0.8357306569814682,7.503781,2,187.42078804969788,0.1094092
260,0.07989704,0.0061199116,45430,421.725,0.0,689.7748887032682,234.90683,0.8557409346103668,7.507617,2,191.7232620716095,0.07989704
264,0.08708206,0.0064041866,46550,420.275,0.0,674.6677371417373,225.623,0.9053196310997009,7.5173335,4,196.02701711654663,0.08708206
265,0.1076057,0.0070396056,46830,417.55,0.0,668.7300818069501,222.01534,0.5085034370422363,7.5361943,1,200.34484314918518,0.1076057
267,0.09300761,0.006812243,48023,430.55,0.0,689.5134235480655,223.67471,0.784406915307045,7.5106688,2,204.68102502822876,0.09300761
271,0.084533155,0.006244187,49137,424.15,0.0,669.7688232669956,211.57182,0.9104924872517586,7.516414,4,209.0039176940918,0.084533155
