EpisodesSoFar,surrgain,meankl,TimestepsSoFar,EpLenMean,entloss,EpTrueRewMean,EpRewMean,ev_tdlam_before,entropy,EpThisIter,TimeElapsed,optimgain
748,0.12233357,0.009075674,207909,504.7,0.0,1550.8597661792564,292.0059,0.6451831459999084,6.1340137,2,887.8937199115753,0.12233357
749,0.11088562,0.009013059,208610,514.025,0.0,1586.8567365031652,298.55087,0.8913453370332718,6.1753497,1,892.2381739616394,0.11088562
750,0.10894877,0.010344049,209286,514.875,0.0,1592.3056238917184,297.39096,0.7900838404893875,6.162582,1,896.5724320411682,0.10894877
752,0.12295063,0.010067872,210212,521.2,0.0,1614.2820999480566,301.83704,0.7893056422472,6.1572423,2,900.93572473526,0.12295063
754,0.11067911,0.009516869,211262,518.225,0.0,1608.448149191437,299.96548,0.7742366194725037,6.0840654,2,905.2795164585114,0.11067911
756,0.123469636,0.009935144,212231,526.825,0.0,1642.628818528101,306.27353,0.8508168160915375,6.0759225,2,909.6319127082825,0.123469636
757,0.11361114,0.00924006,213231,539.2,0.0,1681.418303290296,312.4736,0.4119001030921936,6.0892987,1,913.9644281864166,0.11361114
759,0.10272619,0.010246624,214602,536.45,0.0,1670.7756739097108,307.6989,0.7690086215734482,6.0834346,2,918.3977122306824,0.10272619
760,0.1110989,0.009102171,215602,551.7,0.0,1713.5994992376704,314.54974,-0.08953619003295898,6.078781,1,922.7431263923645,0.1110989
762,0.09853552,0.013797481,216505,543.575,0.0,1698.2472279355097,313.62997,0.8832546472549438,6.0538945,2,927.1016426086426,0.09853552
764,0.1243864,0.009718153,217403,528.1,0.0,1651.8739484956209,303.44403,0.8461500704288483,6.050922,2,931.4528386592865,0.1243864
766,0.13061504,0.010171488,218309,521.3,0.0,1636.3659197813213,299.57748,0.8588540405035019,6.070684,2,935.8283762931824,0.13061504
769,0.10383269,0.008981425,219189,522.55,0.0,1646.0027582060634,302.1352,0.9090978130698204,6.1199503,3,940.2119653224945,0.10383269
772,0.11204547,0.009347584,220805,520.775,0.0,1646.664687106496,301.1739,0.6646583080291748,6.0669403,3,944.6034517288208,0.11204547
774,0.1335305,0.009859211,221526,514.65,0.0,1635.0451606520112,301.34296,0.8317789435386658,6.077515,2,948.9764308929443,0.1335305
778,0.10261421,0.009406853,222549,471.275,0.0,1515.6185051437951,280.4201,0.883312538266182,6.073811,4,953.318550825119,0.10261421
779,0.13521409,0.009091772,222981,477.85,0.0,1540.3523207569738,284.90952,0.8184988647699356,6.091369,1,957.6999044418335,0.13521409
781,0.14431497,0.010030444,223872,477.825,0.0,1536.048749566782,281.94507,0.8718354851007462,6.072956,2,962.0845458507538,0.14431497
785,0.12161803,0.010161191,225228,477.95,0.0,1538.060428895157,282.04834,0.8446004837751389,6.069026,4,966.4502680301666,0.12161803
787,0.09389052,0.009056641,225957,459.025,0.0,1477.5056097897425,270.63922,0.8686415553092957,6.0518026,2,970.8009841442108,0.09389052
791,0.11060868,0.010051609,227144,437.55,0.0,1411.194573571948,257.1759,0.729811042547226,5.996708,4,975.1892399787903,0.11060868
793,0.13724914,0.010140993,227981,433.75,0.0,1403.225374044873,256.06903,0.8095943778753281,5.9932084,2,979.5951528549194,0.13724914
794,0.150691,0.009968817,228981,442.975,0.0,1436.615830026299,262.43112,0.7986806631088257,5.984697,1,983.9886753559113,0.150691
797,0.11828998,0.0100729,230306,426.875,0.0,1370.9645501527089,251.0207,0.9292882531881332,5.99089,3,988.3687610626221,0.11828998
799,0.114025295,0.009660762,231144,413.55,0.0,1328.009605654828,243.82849,0.8793046995997429,5.961409,2,992.7753205299377,0.114025295
803,0.11364527,0.010500952,232472,387.575,0.0,1259.6723095239927,232.98453,0.9491550512611866,6.0045204,4,997.163964509964,0.11364527
805,0.110113606,0.009920312,233137,381.75,0.0,1230.2974237368053,226.83554,0.8581496924161911,5.96547,2,1001.5289850234985,0.110113606
806,0.12534492,0.0091373855,233763,386.35,0.0,1245.7172671537983,231.46533,0.7771046310663223,5.977742,1,1005.9380238056183,0.12534492
807,0.14252007,0.008909655,234706,405.125,0.0,1321.8781031701276,243.57748,0.8842274397611618,5.999205,1,1010.3102929592133,0.14252007
809,0.11213681,0.00999644,236279,427.25,0.0,1393.4058502143257,255.5518,0.5261462330818176,5.9710536,2,1014.697557926178,0.11213681
811,0.1144263,0.00994613,237191,420.475,0.0,1374.4015511301009,253.15889,0.8009646236896515,5.9831376,2,1019.0819160938263,0.1144263
814,0.09187357,0.009757757,238262,418.4,0.0,1353.6573169444778,246.4996,0.7321788370609283,5.9909835,3,1023.478357553482,0.09187357
817,0.09642802,0.010435272,239241,422.25,0.0,1369.165115201877,250.18706,0.8477047234773636,5.904908,3,1027.834417104721,0.09642802
819,0.10424288,0.010302269,240401,435.5,0.0,1415.777256656423,259.6557,0.845734640955925,5.8896327,2,1032.1936826705933,0.10424288
821,0.11670475,0.010218775,241455,439.575,0.0,1437.4128657252618,262.71164,0.9251657649874687,5.903035,2,1036.512004852295,0.11670475
823,0.105599,0.010677859,242134,437.4,0.0,1421.2548493132083,259.22614,0.9118488281965256,5.865947,2,1040.8997461795807,0.105599
825,0.12780912,0.009543596,243150,448.05,0.0,1465.1036271255016,266.14886,0.8780499920248985,5.8624873,2,1045.2906787395477,0.12780912
826,0.106039986,0.009477124,243501,448.975,0.0,1468.7372237199925,266.78802,0.7887411266565323,5.802225,1,1049.6995220184326,0.106039986
827,0.11402871,0.009977631,244501,463.6,0.0,1517.5031662846918,275.4678,-0.03576982021331787,5.745989,1,1054.0778272151947,0.11402871
829,0.10968332,0.009457539,245344,462.2,0.0,1515.6661453677525,275.27808,0.9218967780470848,5.7184,2,1058.438668012619,0.10968332
832,0.12149129,0.00981323,246486,477.05,0.0,1572.2418465061698,285.33032,0.9251206368207932,5.703512,3,1062.8714518547058,0.12149129
833,0.14217839,0.010663921,247071,477.25,0.0,1570.5033803774993,284.73032,0.8120336532592773,5.6877236,1,1067.2477643489838,0.14217839
834,0.09125902,0.011934741,248071,477.25,0.0,1567.6462209479914,283.5735,-0.3379640579223633,5.6353593,1,1071.6042568683624,0.09125902
835,0.08181673,0.009840731,249071,489.625,0.0,1598.8065489078067,289.179,-0.07214701175689697,5.6950283,1,1075.9751789569855,0.08181673
836,0.103643835,0.009469409,250071,506.525,0.0,1660.8528524712274,298.08368,0.4851542115211487,5.65241,1,1080.3890869617462,0.103643835
837,0.11861658,0.010002459,250896,514.75,0.0,1699.5398869029018,303.45035,0.8075901716947556,5.644343,1,1084.7868156433105,0.11861658
840,0.098105654,0.009686199,252215,515.7,0.0,1703.58992906102,301.64444,0.9582226797938347,5.627935,3,1089.1778132915497,0.098105654
843,0.11130208,0.0100007225,253864,534.8,0.0,1766.888148664292,309.2566,0.9141518101096153,5.6088653,3,1093.572925567627,0.11130208
844,0.115730695,0.010054816,254451,538.625,0.0,1783.49699191951,311.60602,0.6591521501541138,5.6580243,1,1097.9744465351105,0.115730695
847,0.111842304,0.010721597,255817,527.775,0.0,1744.0145107837848,301.5445,0.892153799533844,5.6588573,3,1102.374874830246,0.111842304
850,0.110596105,0.010526767,256780,500.375,0.0,1652.8974801693141,283.82648,0.8985418900847435,5.6926255,3,1106.749172925949,0.110596105
851,0.13501555,0.010979863,257657,511.65,0.0,1695.173610353889,290.32846,0.8514211028814316,5.6769414,1,1111.0592646598816,0.13501555
852,0.11395468,0.009704536,258043,515.6,0.0,1709.5178551448219,292.50824,0.6448735594749451,5.6477666,1,1115.3983914852142,0.11395468
854,0.08824435,0.010159275,259376,527.85,0.0,1746.4161772408545,298.30325,0.5511058866977692,5.6717734,2,1119.7644112110138,0.08824435
855,0.08004617,0.010614676,260376,544.975,0.0,1803.292626249487,308.57382,-0.2367546558380127,5.726562,1,1124.1541106700897,0.08004617
857,0.1022236,0.011373183,261445,555.1,0.0,1830.3915173319147,311.6147,0.9112976118922234,5.760738,2,1128.5095648765564,0.1022236
858,0.087078676,0.013037466,262445,563.8,0.0,1858.630841502017,315.07242,-0.012283086776733398,5.7247367,1,1132.8275208473206,0.087078676
860,0.099700555,0.010374863,263433,567.3,0.0,1868.8319990943787,316.3555,0.8750505819916725,5.712767,2,1137.1839938163757,0.099700555
861,0.08577992,0.0101730395,264433,574.45,0.0,1887.6767823839978,320.23203,-0.12174665927886963,5.760137,1,1141.4979405403137,0.08577992
862,0.106597714,0.011028126,264859,576.625,0.0,1892.5676988634702,319.8437,0.9189839288592339,5.7473955,1,1145.8338479995728,0.106597714
865,0.099138394,0.009551683,265979,570.725,0.0,1867.4657781965968,315.3248,0.8718268126249313,5.719728,3,1150.2038266658783,0.099138394
866,0.123938814,0.0100013,266559,576.45,0.0,1888.055534304492,318.12714,0.8167820572853088,5.6706333,1,1154.5418858528137,0.123938814
869,0.11056274,0.011150091,267990,566.15,0.0,1849.3465213513532,311.77008,0.8900245577096939,5.6292324,3,1158.9065597057343,0.11056274
871,0.08722032,0.010756973,269848,592.65,0.0,1943.7025824122916,325.96906,0.7569568455219269,5.651716,2,1163.2880249023438,0.08722032
872,0.08312239,0.009654076,270848,609.05,0.0,2000.0358857597298,334.76154,-0.02918100357055664,5.6190963,1,1167.6544442176819,0.08312239
873,0.09271981,0.011032397,271848,619.425,0.0,2032.6291177485232,340.40646,0.04303997755050659,5.669416,1,1171.9530055522919,0.09271981
876,0.10321902,0.011417089,273334,581.575,0.0,1904.118038065498,319.63174,0.8715735673904419,5.6498814,3,1176.3322949409485,0.10321902
877,0.1010257,0.010256799,273951,576.375,0.0,1883.8438705586836,317.5897,0.8450790345668793,5.711837,1,1180.6736648082733,0.1010257
879,0.100099444,0.010226691,274753,572.65,0.0,1864.1158234244438,314.4956,0.6436157822608948,5.7112627,2,1185.061267375946,0.100099444
880,0.09875943,0.010755276,275075,571.5,0.0,1860.367803927535,314.67084,0.6912639737129211,5.6938314,1,1189.42054605484,0.09875943
882,0.09428999,0.010865854,276384,572.175,0.0,1855.272067264721,315.54974,0.566353052854538,5.694341,2,1193.7715895175934,0.09428999
883,0.087697715,0.010898151,277384,588.0,0.0,1903.3892083603848,323.55655,-0.043434858322143555,5.6824746,1,1198.142028093338,0.087697715
884,0.08210456,0.010585107,278384,598.325,0.0,1936.4910575697618,328.6482,0.4787954092025757,5.7081294,1,1202.4507966041565,0.08210456
885,0.07667203,0.010278865,279384,609.4,0.0,1958.6974125988304,333.09515,0.011711061000823975,5.73029,1,1206.7678372859955,0.07667203
886,0.10176764,0.009900119,280023,614.7,0.0,1974.9134100464375,335.86905,0.4504445195198059,5.714355,1,1211.0940282344818,0.10176764
887,0.08563666,0.00985042,281023,630.15,0.0,2020.8049976284929,343.03424,-0.01636195182800293,5.737737,1,1215.41810464859,0.08563666
889,0.09366648,0.011098531,282560,649.425,0.0,2082.9005593880365,353.41864,0.10439324378967285,5.661739,2,1219.7339267730713,0.09366648
891,0.10237536,0.011736443,283791,653.35,0.0,2083.9838598515153,354.01816,0.6670151948928833,5.6548457,2,1224.051614522934,0.10237536
892,0.1002221,0.010298756,284523,662.0,0.0,2118.089713951414,358.95526,0.830207109451294,5.62905,1,1228.3384573459625,0.1002221
893,0.13532381,0.010482153,284752,642.725,0.0,2054.920309292932,348.29706,0.6760916113853455,5.6373076,1,1232.670982837677,0.13532381
894,0.09720182,0.0094152065,285752,659.4,0.0,2112.9184822321004,356.9986,-0.19316422939300537,5.6773057,1,1237.033037185669,0.09720182
896,0.12419565,0.010436587,286852,650.5,0.0,2092.1358891783834,351.6504,0.7665242105722427,5.700255,2,1241.3863098621368,0.12419565
897,0.112433195,0.010677915,287350,647.625,0.0,2082.4215553949552,349.74152,0.7476848363876343,5.6997733,1,1245.7532386779785,0.112433195
898,0.11479159,0.011007043,288350,647.625,0.0,2073.3383130357984,347.5071,0.4188883900642395,5.6752768,1,1250.0853612422943,0.11479159
901,0.09419195,0.010272501,289417,624.6,0.0,1995.412424030354,333.03912,0.8044361174106598,5.657027,3,1254.4374401569366,0.09419195
902,0.07087925,0.010914585,290417,638.95,0.0,2042.150370535026,340.89676,0.06782782077789307,5.684448,1,1258.8297336101532,0.07087925
904,0.09383212,0.011042301,291655,651.675,0.0,2083.1397109228233,347.25943,0.5742237269878387,5.624434,2,1263.2442252635956,0.09383212
905,0.110174954,0.010089581,292212,655.825,0.0,2096.531403755302,348.7731,0.8004053831100464,5.6160064,1,1267.6301622390747,0.110174954
906,0.08704036,0.010305975,293212,666.325,0.0,2130.003439879367,354.05533,-0.04160892963409424,5.605409,1,1272.001981973648,0.08704036
907,0.077242866,0.012430182,294212,679.6,0.0,2169.5399565205653,359.74966,0.09159612655639648,5.556463,1,1276.3749384880066,0.077242866
908,0.11586802,0.010333914,295212,696.25,0.0,2227.9087874624834,368.08414,0.08217668533325195,5.545538,1,1280.782970905304,0.11586802
910,0.09238331,0.01115031,295748,668.95,0.0,2129.947462648813,351.7726,0.6996523439884186,5.4578195,2,1285.1841366291046,0.09238331
911,0.10024763,0.011682803,296748,672.5,0.0,2145.941196089307,353.2823,0.47697728872299194,5.4883204,1,1289.5729758739471,0.10024763
912,0.101724446,0.010294093,297748,672.5,0.0,2145.3242342794824,351.0737,0.029171526432037354,5.466837,1,1293.957107782364,0.101724446
914,0.08957809,0.01009905,299034,657.925,0.0,2094.5795544677567,340.91504,0.6673637628555298,5.4866724,2,1298.3715891838074,0.08957809
915,0.11009059,0.012163027,300018,674.475,0.0,2153.2865978664513,348.1894,0.8396652787923813,5.4732614,1,1302.74755525589,0.11009059
917,0.12059468,0.010565914,301024,676.825,0.0,2167.789891284671,348.60458,0.8799608424305916,5.377869,2,1307.3981983661652,0.12059468
918,0.0904907,0.0107727945,302024,687.625,0.0,2211.766267108703,353.45654,0.0006458759307861328,5.360207,1,1311.843364238739,0.0904907
919,0.092013314,0.010373155,303024,706.775,0.0,2281.861331365724,362.5096,0.024304687976837158,5.365252,1,1316.263084411621,0.092013314
920,0.10673332,0.010869954,303573,712.45,0.0,2302.5247331445694,365.67703,0.7972794324159622,5.3450093,1,1320.6412796974182,0.10673332
921,0.09638439,0.009495668,304573,712.45,0.0,2300.660924492294,363.82208,-0.05436062812805176,5.3468413,1,1325.0245962142944,0.09638439
923,0.1216805,0.011336228,305971,714.675,0.0,2317.3779781375933,364.30518,0.8811721950769424,5.3293233,2,1329.4024884700775,0.1216805
924,0.082226664,0.010224491,306971,714.675,0.0,2317.2626940369096,361.89255,0.04439491033554077,5.3080673,1,1333.7450032234192,0.082226664
925,0.16134766,0.012045771,307348,699.1,0.0,2274.777702248356,354.64493,0.7230928838253021,5.2676406,1,1338.1125693321228,0.16134766
927,0.11055834,0.011083731,308226,680.075,0.0,2215.330492408734,345.70782,0.9129850566387177,5.1985083,2,1342.4837710857391,0.11055834
928,0.10835652,0.010150454,308669,677.725,0.0,2212.3683657651945,344.1104,0.8142233043909073,5.1797714,1,1346.8329830169678,0.10835652
929,0.10295707,0.010888067,309669,677.725,0.0,2211.3742553561992,342.63373,0.15949630737304688,5.1535587,1,1351.2159152030945,0.10295707
930,0.10269797,0.009873187,310669,685.9,0.0,2249.1441600644275,346.77155,0.2892504930496216,5.1734667,1,1355.5653884410858,0.10269797
932,0.09903588,0.0101601,312294,694.275,0.0,2284.5092302569515,349.98965,0.6185044944286346,5.2474594,2,1359.9441685676575,0.09903588
935,0.091658324,0.009887271,313840,686.35,0.0,2258.157836078215,344.57913,0.7257547080516815,5.28194,3,1364.3117904663086,0.091658324
937,0.0854521,0.0116847055,314976,690.65,0.0,2271.876796926402,344.9097,0.32658207416534424,5.268268,2,1368.6881313323975,0.0854521
938,0.08051041,0.010178081,315976,690.65,0.0,2281.2589375564758,345.64413,0.16912269592285156,5.2619686,1,1373.0509366989136,0.08051041
940,0.10161358,0.013744417,317208,703.425,0.0,2324.818768046537,351.02164,0.7294045388698578,5.234807,2,1377.368096113205,0.10161358
941,0.08043346,0.010206904,318208,719.775,0.0,2383.7722905728892,359.5124,0.06802773475646973,5.2681837,1,1381.7144362926483,0.08043346
942,0.10551139,0.010383488,319079,716.55,0.0,2379.90547533103,357.66644,0.5786513090133667,5.244159,1,1386.0508799552917,0.10551139
943,0.102636226,0.010155389,320079,716.55,0.0,2386.2628306478427,357.0319,0.6325711905956268,5.2444463,1,1390.437284231186,0.102636226
945,0.14632306,0.011038829,321162,723.75,0.0,2415.671594887909,361.84155,0.8619262278079987,5.253213,2,1394.8312561511993,0.14632306
946,0.093815856,0.010380221,322162,723.75,0.0,2412.435650814591,359.9704,0.39104175567626953,5.1965566,1,1399.2143943309784,0.093815856
948,0.111076504,0.011314126,323286,701.85,0.0,2337.148332850608,347.7586,0.8991924300789833,5.224852,2,1403.6053378582,0.111076504
949,0.095487155,0.01051563,324286,717.1,0.0,2383.29334357559,353.93875,0.45302313566207886,5.1860123,1,1407.9366488456726,0.095487155
950,0.0907978,0.010198945,325286,738.45,0.0,2453.144875133873,363.40213,-0.28345727920532227,5.1997056,1,1412.3124387264252,0.0907978
951,0.095439315,0.010788735,326286,738.45,0.0,2443.030556628172,360.6102,0.11276835203170776,5.155096,1,1416.674684047699,0.095439315
952,0.12006518,0.010706229,327286,738.45,0.0,2440.249073114834,360.5738,0.3700900673866272,5.1426344,1,1421.044186115265,0.12006518
954,0.1073672,0.012650792,328560,738.15,0.0,2449.3619391644957,361.39795,0.7117873430252075,5.1378407,2,1425.4237697124481,0.1073672
956,0.099273354,0.011158979,329529,733.325,0.0,2420.745165317564,357.8009,0.7059953212738037,5.1258965,2,1429.8087496757507,0.099273354
957,0.12626259,0.0112985,330529,737.625,0.0,2434.0825838582473,359.51236,0.5600020289421082,5.1330376,1,1434.1671109199524,0.12626259
959,0.08042225,0.011685435,332143,727.975,0.0,2397.214050390522,353.9698,0.4661562442779541,5.1333394,2,1438.5777356624603,0.08042225
961,0.14287528,0.010937913,333166,714.825,0.0,2358.284439972475,347.7575,0.8350868374109268,5.152216,2,1442.9832127094269,0.14287528
962,0.11444932,0.011233762,333673,710.725,0.0,2345.248983179209,346.2145,0.8678468763828278,5.137165,1,1447.3051903247833,0.11444932
964,0.10268766,0.010778982,335327,708.9,0.0,2330.953045717711,345.61948,0.4621397852897644,5.117244,2,1451.6346516609192,0.10268766
965,0.11102615,0.01069463,336327,724.475,0.0,2385.0355092995806,353.05142,-0.3069838285446167,5.0998354,1,1455.9496908187866,0.11102615
966,0.14453408,0.012010373,337269,739.2,0.0,2438.9105173901453,359.97076,0.8666033893823624,5.093013,1,1460.2970559597015,0.14453408
967,0.11735423,0.011695018,337476,731.25,0.0,2412.5007431012846,355.79868,0.8485803604125977,5.0598755,1,1464.6421086788177,0.11735423
968,0.0813359,0.010790197,338476,745.175,0.0,2457.123863195881,362.5791,0.24429553747177124,5.0592456,1,1469.0223877429962,0.0813359
970,0.11037899,0.0127223525,339869,730.0,0.0,2385.906559005377,353.3751,0.3601030111312866,5.057196,2,1473.4133651256561,0.11037899
971,0.08737591,0.010680802,340869,730.0,0.0,2379.8677195287564,352.64633,0.5674944519996643,5.062311,1,1477.7902264595032,0.08737591
972,0.095908776,0.012634952,341869,739.375,0.0,2403.1691301389133,356.6945,0.21016937494277954,5.063696,1,1482.154803276062,0.095908776
973,0.1017337,0.009320186,342869,739.375,0.0,2394.1937814389576,356.4182,0.2573624849319458,5.0367384,1,1486.5535254478455,0.1017337
974,0.11459634,0.011045493,343534,751.75,0.0,2436.7016001123684,362.18277,0.9044688418507576,4.9968886,1,1490.9195311069489,0.11459634
975,0.09214171,0.0098411245,344534,767.35,0.0,2493.192925039229,369.0393,0.3334643244743347,4.9644723,1,1495.2996768951416,0.09214171
976,0.1079714,0.010928871,344981,753.525,0.0,2444.3810792071954,363.57574,0.8904543742537498,4.936529,1,1499.6939330101013,0.1079714
977,0.077633336,0.011001501,345981,775.125,0.0,2515.670834770642,373.1595,-0.12176680564880371,4.9262133,1,1504.1174716949463,0.077633336
978,0.13644534,0.011721725,346917,773.525,0.0,2505.52795641229,371.26984,0.6944250762462616,4.9000196,1,1508.4953105449677,0.13644534
979,0.11240527,0.011433326,347917,773.525,0.0,2511.0414972263766,371.3907,-0.04769742488861084,4.940453,1,1512.842368364334,0.11240527
981,0.13839625,0.012222493,349396,779.7,0.0,2533.0689134097597,372.81522,0.7717953324317932,4.9600773,2,1517.2151849269867,0.13839625
982,0.122385815,0.010999886,350302,780.575,0.0,2531.9804846541365,372.2356,0.8419284075498581,4.9284053,1,1521.5898101329803,0.122385815
983,0.10270171,0.014284264,351302,780.575,0.0,2527.9754284184773,371.12726,0.1110110878944397,4.91577,1,1525.9502656459808,0.10270171
985,0.089775376,0.010489624,352941,794.475,0.0,2582.511195952151,376.30966,0.44172894954681396,4.866479,2,1530.2498865127563,0.089775376
987,0.12047082,0.010782169,354348,786.5,0.0,2564.9625736814055,373.66202,0.8708202987909317,4.8740253,2,1534.5851244926453,0.12047082
988,0.10885602,0.010822883,355243,798.925,0.0,2614.2906958827616,378.72632,0.8168116509914398,4.8246264,1,1538.9305970668793,0.10885602
990,0.10972702,0.010703134,357189,797.575,0.0,2624.7810812205485,379.62805,0.7854381799697876,4.8318844,2,1543.2427434921265,0.10972702
991,0.12970793,0.011804301,357549,781.575,0.0,2568.109164796172,372.597,0.6882502734661102,4.825415,1,1547.5582304000854,0.12970793
992,0.09671897,0.011670886,358549,781.575,0.0,2570.9894291950436,371.68973,0.10111355781555176,4.8395805,1,1551.8849120140076,0.09671897
994,0.092519075,0.010828999,359818,781.45,0.0,2571.8529267955755,372.08926,0.5665066242218018,4.8001704,2,1556.422982931137,0.092519075
995,0.07010703,0.010502391,360818,798.5,0.0,2633.7009577273284,379.1878,0.28606295585632324,4.7197824,1,1560.7660694122314,0.07010703
996,0.10081765,0.012995876,361818,807.225,0.0,2677.6338097710263,384.7635,0.00118255615234375,4.7156625,1,1565.1333327293396,0.10081765
997,0.15005532,0.011322388,362763,805.85,0.0,2677.7616232902774,384.45123,0.8532807677984238,4.7397466,1,1569.485181093216,0.15005532
998,0.079342574,0.009650089,363763,805.85,0.0,2687.218009092279,384.41153,0.001150667667388916,4.725221,1,1573.8532495498657,0.079342574
1000,0.085649684,0.010333518,364492,794.2,0.0,2640.137944163049,379.6833,0.8180800229310989,4.79751,2,1578.2388474941254,0.085649684
1001,0.10444768,0.010825883,365288,803.05,0.0,2668.444096931224,384.18808,0.8767680153250694,4.750281,1,1582.6296079158783,0.10444768
1002,0.114690274,0.010877909,365799,803.15,0.0,2669.9616251758894,384.6136,0.822852224111557,4.7221885,1,1587.031863451004,0.114690274
1003,0.088662446,0.01159422,366799,803.15,0.0,2673.085841823335,386.22498,0.061881959438323975,4.677394,1,1591.4455301761627,0.088662446
1005,0.09313351,0.009942405,368065,793.45,0.0,2633.5234901837225,379.13452,0.4890640377998352,4.6384535,2,1595.8510119915009,0.09313351
1007,0.10774019,0.010818742,368973,787.425,0.0,2609.107869826151,376.56998,0.8899692520499229,4.5874004,2,1600.234629869461,0.10774019
1008,0.08454936,0.010539323,369973,787.425,0.0,2613.91189746549,376.02798,0.025926649570465088,4.5356226,1,1604.6803984642029,0.08454936
1009,0.10158348,0.010317541,370376,772.5,0.0,2573.9416089485726,370.81622,0.8493487238883972,4.5513043,1,1609.0028660297394,0.10158348
1010,0.094683394,0.012965575,371376,787.675,0.0,2635.109531305243,377.4102,0.05955195426940918,4.5655584,1,1613.3260753154755,0.094683394
1012,0.13695692,0.011413553,372072,755.075,0.0,2529.6883639761472,363.31607,0.8554243892431259,4.5263267,2,1617.6554543972015,0.13695692
1013,0.107347056,0.010611578,372635,744.15,0.0,2497.8237797463507,358.58292,0.8904458805918694,4.5040836,1,1621.9431104660034,0.107347056
1014,0.0929617,0.011151146,373635,752.525,0.0,2529.484627309162,360.96558,-0.046619415283203125,4.500576,1,1626.2666940689087,0.0929617
1015,0.09214885,0.01119959,374635,752.525,0.0,2532.0041912276033,360.19846,0.11537790298461914,4.4562445,1,1630.6108276844025,0.09214885
1016,0.08555971,0.011529357,375635,766.35,0.0,2577.026611470504,364.75,0.28503990173339844,4.473672,1,1634.958058834076,0.08555971
1017,0.11731054,0.010560203,376118,753.425,0.0,2537.833892057906,358.71753,0.8814560323953629,4.4703436,1,1639.275360584259,0.11731054
1019,0.10421683,0.010312144,377518,740.025,0.0,2490.7877181321483,352.30298,0.49913734197616577,4.461677,2,1643.6191022396088,0.10421683
1020,0.08562778,0.011106456,378518,743.875,0.0,2498.105569636049,353.01978,0.012391209602355957,4.496054,1,1647.9669306278229,0.08562778
1022,0.08976352,0.010903108,380141,745.975,0.0,2500.25830032968,355.0573,0.6001045107841492,4.4322734,2,1652.3556118011475,0.08976352
1023,0.11063136,0.011733707,380914,740.3,0.0,2479.3668439107546,353.1368,0.8507281392812729,4.4125094,1,1656.6862592697144,0.11063136
1024,0.09684296,0.011020881,381914,749.325,0.0,2508.3344735811843,356.60858,0.20335018634796143,4.4151883,1,1660.9961240291595,0.09684296
1025,0.07359722,0.010158103,382914,749.325,0.0,2497.450090371175,354.96735,0.11806994676589966,4.3737183,1,1665.330798149109,0.07359722
1026,0.11615814,0.010791882,383914,755.225,0.0,2517.756774810245,358.16193,-0.06358647346496582,4.360601,1,1669.6469111442566,0.11615814
1027,0.074594945,0.011541297,384914,764.15,0.0,2544.9549594630303,360.39877,-0.18021059036254883,4.3341007,1,1674.0044288635254,0.074594945
1028,0.098737285,0.0101989545,385914,766.775,0.0,2557.5970228384767,363.08295,0.2438639998435974,4.319032,1,1678.3308374881744,0.098737285
1030,0.09506905,0.0100261895,387277,752.2,0.0,2504.672938341373,356.81668,0.4660578966140747,4.300194,2,1682.671196937561,0.09506905
1031,0.09077524,0.011936819,388277,768.2,0.0,2558.5554777037337,364.8585,0.11688566207885742,4.2607975,1,1687.0553903579712,0.09077524
1032,0.104993574,0.010377733,388931,759.55,0.0,2526.8175390410784,361.09406,0.7693314254283905,4.271606,1,1691.4518103599548,0.104993574
1033,0.080529585,0.010735107,389931,759.55,0.0,2517.842240653618,360.78232,-0.012953400611877441,4.216042,1,1695.8454744815826,0.080529585
1035,0.0982845,0.010961757,391143,758.125,0.0,2515.6938445611886,359.78534,0.6011482775211334,4.235352,2,1700.1968443393707,0.0982845
1036,0.09679781,0.012587496,392143,758.125,0.0,2509.0550435553973,359.4344,0.03689461946487427,4.2188945,1,1704.5436792373657,0.09679781
1037,0.099775106,0.012143167,392956,754.825,0.0,2494.4650840322465,358.00333,0.8548145741224289,4.2254705,1,1708.8990104198456,0.099775106
1038,0.10708988,0.011600238,393649,747.15,0.0,2463.2280055139245,355.10773,0.7900250852108002,4.223145,1,1713.2421011924744,0.10708988
1039,0.090353996,0.0129834935,394649,758.4,0.0,2503.49874294617,359.05997,0.24084383249282837,4.275816,1,1717.597772359848,0.090353996
1040,0.16242641,0.012701498,395371,771.975,0.0,2556.6299072001943,365.653,0.806402176618576,4.240114,1,1721.9548063278198,0.16242641
1041,0.13168731,0.011005456,396282,774.85,0.0,2566.7002487439504,365.6269,0.5617588758468628,4.2337103,1,1726.3067235946655,0.13168731
1042,0.09797381,0.011663803,397282,787.075,0.0,2605.1863034453445,369.57404,0.35534942150115967,4.2091007,1,1730.71400308609,0.09797381
1043,0.10434242,0.01179414,398282,787.075,0.0,2608.008454801332,368.71875,0.3739844560623169,4.175759,1,1735.0279469490051,0.10434242
1044,0.14452499,0.011232274,398508,767.725,0.0,2537.9333804005955,360.10513,0.7687307447195053,4.259367,1,1739.3392417430878,0.14452499
1045,0.11459765,0.0118123405,399025,774.0,0.0,2558.6550834179457,362.79852,0.8539618253707886,4.2457614,1,1743.90540766716,0.11459765
1046,0.10349688,0.01215656,400025,786.425,0.0,2596.894864385914,365.87225,0.42664217948913574,4.25137,1,1748.1932454109192,0.10349688
