EpRewMean,entloss,EpTrueRewMean,TimeElapsed,EpLenMean,optimgain,EpThisIter,entropy,surrgain,ev_tdlam_before,TimestepsSoFar,meankl,EpisodesSoFar
86.541245,0.0,440.82956342019236,716.6938810348511,90.55,0.2745734,11,23.292074,0.2745734,0.8500362485647202,242991,0.011548784,1265
82.52466,0.0,435.0121754009448,725.8270087242126,89.475,0.24745557,12,23.284262,0.24745557,0.867304116487503,245946,0.011629385,1277
80.14574,0.0,425.39297978721123,734.8722102642059,86.95,0.23214012,11,23.28792,0.23214012,0.7817123085260391,248961,0.012085507,1288
77.98897,0.0,424.5066962383982,744.0032806396484,86.5,0.2734716,12,23.288898,0.2734716,0.8602100759744644,252015,0.01395976,1300
81.162674,0.0,426.21846076516795,753.1081590652466,87.375,0.24711092,12,23.293951,0.24711092,0.827183723449707,255186,0.011471116,1312
80.63734,0.0,416.76942556464746,762.207848072052,84.025,0.28680563,12,23.296225,0.28680563,0.8510894477367401,258135,0.012875451,1324
81.23857,0.0,417.8618343756304,771.3691847324371,84.625,0.2603888,12,23.294512,0.2603888,0.8542184680700302,261270,0.01108461,1336
82.60249,0.0,418.6923831179873,780.4906480312347,84.35,0.27287692,12,23.283693,0.27287692,0.8383704125881195,264234,0.011831431,1348
86.90853,0.0,432.0275071246353,789.6233229637146,87.05,0.25605717,12,23.28776,0.25605717,0.8701838254928589,267480,0.012012385,1360
83.288826,0.0,413.27226566556317,798.7587978839874,82.825,0.26465195,14,23.289728,0.26465195,0.8630031496286392,270666,0.011959708,1374
84.53842,0.0,425.2288837987323,808.0015032291412,84.325,0.27840412,12,23.288494,0.27840412,0.9010437801480293,273909,0.012586065,1386
84.95677,0.0,425.5003644541097,817.2553820610046,85.4,0.25422046,11,23.281477,0.25422046,0.8535548150539398,276882,0.013439199,1397
84.044235,0.0,426.2177807668301,826.4852266311646,85.175,0.27460366,12,23.277102,0.27460366,0.8998670279979706,279819,0.012917562,1409
79.74696,0.0,410.9511162393761,835.7492401599884,83.725,0.25425482,12,23.276918,0.25425482,0.9040664508938789,282708,0.012556496,1421
83.87103,0.0,429.25604711626585,844.9638514518738,87.025,0.30972403,11,23.283464,0.30972403,0.8157263249158859,285855,0.012100918,1432
84.106155,0.0,425.237937246441,854.1488318443298,85.9,0.25509286,12,23.272444,0.25509286,0.8640750795602798,288816,0.012183487,1444
84.229385,0.0,421.3403727935216,863.3346891403198,84.825,0.29543856,13,23.277178,0.29543856,0.8508272469043732,291780,0.014175126,1457
83.18706,0.0,414.59588081562913,872.7924835681915,83.7,0.2584411,11,23.271566,0.2584411,0.816738024353981,294852,0.013429832,1468
81.876976,0.0,406.6756900408851,881.9741687774658,82.475,0.31097412,13,23.276125,0.31097412,0.8536861687898636,298053,0.01333455,1481
86.8865,0.0,432.20651935101176,891.1235620975494,87.775,0.24794467,11,23.270344,0.24794467,0.8353393077850342,301134,0.012306252,1492
84.71947,0.0,418.3708596713295,900.2617621421814,84.475,0.24184056,13,23.268639,0.24184056,0.8377896100282669,304377,0.012933902,1505
88.64635,0.0,433.50920357878323,909.493203163147,87.0,0.25236773,11,23.2722,0.25236773,0.8879140838980675,307293,0.012715433,1516
88.824326,0.0,439.4699800343786,919.201274394989,88.525,0.31654572,12,23.270018,0.31654572,0.880714051425457,310455,0.013449105,1528
87.64194,0.0,428.2344085354713,928.5760591030121,85.65,0.2615493,12,23.273664,0.2615493,0.8645693957805634,313572,0.012845911,1540
87.53149,0.0,433.7716399384082,937.8721897602081,86.25,0.27022234,12,23.27173,0.27022234,0.8847700506448746,316704,0.012869593,1552
86.85791,0.0,426.6238094677615,947.2167017459869,85.0,0.3016017,11,23.274921,0.3016017,0.8658867925405502,319455,0.013348781,1563
89.30369,0.0,422.8633143074314,956.6282238960266,84.85,0.30126974,11,23.28387,0.30126974,0.8814521580934525,322404,0.01313491,1574
94.09689,0.0,442.6462889411464,966.0365936756134,89.05,0.2587683,11,23.275816,0.2587683,0.888491578400135,325590,0.014231855,1585
96.16099,0.0,444.6347097372742,975.3861110210419,91.0,0.28600347,12,23.274576,0.28600347,0.8188961744308472,328767,0.013150556,1597
93.582054,0.0,447.5387323435398,984.6945428848267,90.7,0.2848773,12,23.270258,0.2848773,0.8671925514936447,331884,0.013051031,1609
88.85247,0.0,439.1282738429794,994.0509922504425,88.525,0.26762754,11,23.258322,0.26762754,0.9102396294474602,334896,0.012680541,1620
85.601585,0.0,428.1314921014229,1003.3457038402557,85.95,0.2579776,13,23.253828,0.2579776,0.8459977209568024,338118,0.012202586,1633
91.192665,0.0,449.5966558061933,1012.6324427127838,90.35,0.37558496,11,23.251287,0.37558496,0.8755327239632607,341331,0.013314249,1644
85.915085,0.0,424.0897056898244,1021.8538312911987,85.625,0.25735214,14,23.246338,0.25735214,0.9008855223655701,344544,0.013346537,1658
87.32875,0.0,439.31314397268835,1031.2073409557343,88.5,0.27615345,11,23.245363,0.27615345,0.9089929386973381,347727,0.014172825,1669
86.096436,0.0,441.5331450582207,1040.6332325935364,88.85,0.26187044,11,23.24219,0.26187044,0.8741059005260468,350751,0.012340669,1680
88.34,0.0,448.1599009917053,1050.0412464141846,90.075,0.26472723,12,23.246174,0.26472723,0.885018952190876,354009,0.013620503,1692
99.0853,0.0,487.0334359890925,1059.429955482483,97.875,0.26577657,9,23.244387,0.26577657,0.8606035113334656,357075,0.01319788,1701
98.75205,0.0,470.3962481690285,1068.862283706665,96.075,0.27559173,11,23.244223,0.27559173,0.9084597453474998,360189,0.014315071,1712
96.76625,0.0,467.2598913816584,1078.2608375549316,95.6,0.26763266,11,23.24294,0.26763266,0.8218591511249542,363054,0.014087975,1723
95.34349,0.0,470.5807000730141,1087.6207168102264,96.25,0.32036233,11,23.242739,0.32036233,0.8766358941793442,366246,0.014332781,1734
87.168335,0.0,440.15586546286283,1096.9054148197174,90.675,0.2521162,12,23.246088,0.2521162,0.8762350007891655,369480,0.012726886,1746
90.36653,0.0,454.75159602419296,1106.2682468891144,93.0,0.26071873,11,23.243181,0.26071873,0.8901102766394615,372534,0.013974296,1757
94.04036,0.0,472.6547385558744,1115.6530735492706,96.9,0.33301717,10,23.244791,0.33301717,0.799602285027504,375777,0.014208923,1767
95.802086,0.0,480.1805028462816,1124.9697246551514,97.8,0.28391296,10,23.240965,0.28391296,0.8563767075538635,378672,0.013624597,1777
97.448875,0.0,483.52639817359324,1134.2170567512512,97.925,0.13773191,12,23.23664,0.13773191,0.8876801952719688,381879,0.0039135674,1789
97.954994,0.0,487.5877018911522,1143.366524219513,97.275,0.24100569,11,23.225851,0.24100569,0.866197481751442,385119,0.013606556,1800
95.05148,0.0,463.44245978609416,1152.6220562458038,92.475,0.251647,11,23.22265,0.251647,0.8766561523079872,388089,0.012807852,1811
92.67265,0.0,453.253472849466,1161.8119695186615,90.225,0.2594989,12,23.226631,0.2594989,0.8752119392156601,391167,0.013646752,1823
91.0305,0.0,441.0869632455515,1171.0340411663055,88.65,0.24964437,12,23.21824,0.24964437,0.870307058095932,394266,0.0134818675,1835
88.26983,0.0,423.3994022039102,1180.2442948818207,85.65,0.27377504,12,23.21755,0.27377504,0.8546273857355118,397302,0.01311766,1847
89.820076,0.0,434.6445494227929,1189.5449056625366,87.85,0.28946632,11,23.21453,0.28946632,0.8459889739751816,400392,0.014136232,1858
89.73692,0.0,438.9721437304077,1198.887176990509,88.575,0.1430713,11,23.22095,0.1430713,0.8969236314296722,403386,0.003911076,1869
93.75202,0.0,459.49755088794126,1208.2864563465118,92.375,0.34122592,10,23.22117,0.34122592,0.838519737124443,406485,0.014752459,1879
96.061646,0.0,480.6727791706847,1217.6220347881317,95.875,0.295003,10,23.216488,0.295003,0.87598817050457,409263,0.014313601,1889
99.574585,0.0,486.3665749612146,1226.9282820224762,96.875,0.29229563,10,23.20563,0.29229563,0.8675519973039627,412239,0.013464032,1899
100.90421,0.0,500.71450956429834,1236.216053724289,99.525,0.2631785,10,23.204756,0.2631785,0.902055136859417,415329,0.013468002,1909
92.815025,0.0,467.091619592994,1245.518367767334,92.55,0.25626844,13,23.199972,0.25626844,0.889851875603199,418521,0.013935953,1922
94.88449,0.0,481.54361642647166,1254.8256134986877,96.2,0.27279913,10,23.198725,0.27279913,0.9195619598031044,421674,0.014688755,1932
89.683174,0.0,457.4129432184862,1264.2059559822083,90.925,0.28843203,13,23.202232,0.28843203,0.9085302203893661,424854,0.013769234,1945
91.73818,0.0,460.15274644520844,1273.4438126087189,91.7,0.32671553,11,23.202312,0.32671553,0.8373785763978958,427992,0.014834974,1956
93.27833,0.0,465.93788896324804,1282.8073666095734,92.85,0.30646947,11,23.195318,0.30646947,0.868970587849617,431154,0.013550706,1967
93.397804,0.0,468.4409716995289,1292.1632976531982,93.85,0.29102528,9,23.187479,0.29102528,0.8887399137020111,433950,0.013989805,1976
96.84916,0.0,482.7706758252067,1301.6101307868958,98.0,0.31389394,10,23.194756,0.31389394,0.8415190279483795,436830,0.014440298,1986
98.652855,0.0,485.52032008345924,1311.2250907421112,98.35,0.17149311,10,23.187176,0.17149311,0.910609632730484,439794,0.0038191355,1996
103.3291,0.0,501.22641690963735,1320.481549024582,101.225,0.14898461,9,23.183918,0.14898461,0.9008234515786171,442785,0.0038723957,2005
101.14099,0.0,483.5191882827836,1329.8246057033539,97.475,0.26555324,11,23.180094,0.26555324,0.9071427062153816,445647,0.0139033105,2016
98.18412,0.0,472.2253601486632,1339.1866245269775,94.525,0.14561787,12,23.178934,0.14561787,0.8763542771339417,448779,0.004077149,2028
95.25338,0.0,462.06979889279603,1348.4486949443817,92.7,0.28043878,10,23.183756,0.28043878,0.8860698416829109,451842,0.01304043,2038
96.19255,0.0,471.45198500984236,1357.7559549808502,94.475,0.25551814,10,23.173323,0.25551814,0.8977559730410576,454884,0.014243035,2048
100.12252,0.0,490.4787103522,1367.0245020389557,98.0,0.2750209,10,23.171453,0.2750209,0.8935029953718185,457905,0.014764784,2058
102.54795,0.0,507.69055919064385,1376.2727944850922,101.95,0.2922607,10,23.171633,0.2922607,0.9055470675230026,461013,0.014077961,2068
98.96709,0.0,490.96349299666355,1385.638055562973,99.675,0.29875502,11,23.165462,0.29875502,0.8934767991304398,464112,0.013995218,2079
96.57558,0.0,485.15889287180227,1394.9186809062958,99.475,0.2585994,10,23.158453,0.2585994,0.8737756609916687,467154,0.014066411,2089
97.39189,0.0,491.14465633185154,1404.2018055915833,99.675,0.32811564,10,23.153093,0.32811564,0.8886957615613937,470148,0.014018153,2099
95.22682,0.0,477.17758210848024,1413.472972393036,96.225,0.29162994,11,23.157536,0.29162994,0.8941887095570564,473178,0.01422766,2110
96.28746,0.0,484.0186651547682,1422.725491285324,95.8,0.13635994,11,23.157465,0.13635994,0.8827818781137466,476193,0.0038445075,2121
94.493706,0.0,475.4286085115732,1431.9592337608337,94.025,0.2805639,11,23.154535,0.2805639,0.8950262516736984,479358,0.014151448,2132
92.07222,0.0,468.8231505343051,1441.3119547367096,93.5,0.13570032,11,23.15754,0.13570032,0.8825914859771729,482475,0.0039322516,2143
92.516685,0.0,474.4273777026532,1450.5391941070557,95.1,0.2936898,10,23.153236,0.2936898,0.806657001376152,485559,0.013248471,2153
96.15706,0.0,488.57755924188166,1459.8375141620636,98.425,0.2554596,10,23.146017,0.2554596,0.9214578121900558,488643,0.013446359,2163
98.70608,0.0,494.2368432310145,1469.0949866771698,100.275,0.34618157,12,23.138666,0.34618157,0.9286329746246338,492027,0.014170327,2175
97.1234,0.0,488.3907560717027,1478.365163564682,98.0,0.15897298,11,23.140135,0.15897298,0.8720426708459854,495135,0.0038638127,2186
94.53601,0.0,472.59593625460104,1487.7740604877472,95.025,0.14695427,11,23.136469,0.14695427,0.8694393187761307,498150,0.0038209076,2197
92.18331,0.0,467.1293007990372,1497.12734913826,94.3,0.14718027,10,23.131838,0.14718027,0.8923037871718407,501243,0.0038706977,2207
94.81563,0.0,479.58974003804815,1506.3731181621552,96.6,0.29667646,9,23.128838,0.29667646,0.8261559158563614,504081,0.014647651,2216
97.38318,0.0,492.25171816339633,1515.6420114040375,99.2,0.33983535,10,23.125998,0.33983535,0.894465796649456,507039,0.014795696,2226
101.57062,0.0,514.0190634318717,1524.892231464386,102.425,0.18398863,10,23.123049,0.18398863,0.8089860826730728,510141,0.004023621,2236
101.75307,0.0,504.79917402548045,1534.15975689888,100.3,0.31447315,11,23.121843,0.31447315,0.8993735909461975,513279,0.0146017,2247
101.02461,0.0,509.08837042365576,1543.5048010349274,101.3,0.2852028,10,23.12336,0.2852028,0.9030395150184631,516564,0.013524067,2257
103.75032,0.0,530.4255499646831,1552.1089315414429,105.725,0.27454266,9,23.12549,0.27454266,0.8702324479818344,519726,0.014266742,2266
108.7238,0.0,545.6917903172331,1560.636778831482,108.975,0.15249804,8,23.127176,0.15249804,0.872739627957344,522636,0.003982395,2274
109.73794,0.0,552.0542749297955,1569.1537246704102,110.975,0.28865528,10,23.125551,0.28865528,0.9005269482731819,525666,0.014894274,2284
110.88027,0.0,553.4994268399192,1577.3479371070862,109.6,0.3152329,10,23.13159,0.3152329,0.8964173346757889,528801,0.014725182,2294
106.926636,0.0,519.6704451629604,1584.9632527828217,101.925,0.15541813,11,23.132318,0.15541813,0.8924836590886116,531684,0.0041552857,2305
102.07033,0.0,506.1541966126477,1591.2715337276459,98.35,0.1600473,9,23.128908,0.1600473,0.7874517440795898,534438,0.0040109754,2314
99.70427,0.0,498.3876254245744,1597.2322399616241,96.275,0.36041528,11,23.137287,0.36041528,0.8760529458522797,537570,0.014278578,2325
100.66411,0.0,516.8047062855132,1603.0524911880493,100.025,0.17735028,9,23.137701,0.17735028,0.8732272088527679,540804,0.0042841607,2334
100.62899,0.0,518.3683420317027,1608.8332760334015,101.625,0.13780494,11,23.133955,0.13780494,0.8855428695678711,543879,0.003931692,2345
101.78883,0.0,521.7360794125947,1614.4774827957153,103.225,0.34810758,9,23.125223,0.34810758,0.8682008236646652,546825,0.014477212,2354
101.63263,0.0,521.4721585100659,1620.2078371047974,103.6,0.14328158,10,23.119162,0.14328158,0.8646696507930756,549786,0.004134413,2364
98.79113,0.0,495.339752383716,1625.9465672969818,98.575,0.15511635,11,23.120523,0.15511635,0.8776268512010574,552972,0.003959745,2375
101.30055,0.0,510.54233916732335,1631.6267702579498,101.825,0.30658567,10,23.118895,0.30658567,0.8582134693861008,556098,0.014730514,2385
99.98852,0.0,505.7088322993921,1637.3597865104675,100.875,0.16445771,10,23.122393,0.16445771,0.8485956490039825,559128,0.0037630163,2395
107.38468,0.0,517.1438144080557,1643.0756514072418,103.5,0.14613912,9,23.122782,0.14613912,0.8451128154993057,562206,0.0038753985,2404
107.863235,0.0,515.2256461207837,1648.8095138072968,103.85,0.13673227,11,23.125084,0.13673227,0.9031605198979378,565434,0.0038625493,2415
107.775345,0.0,515.1720181537327,1654.6098883152008,103.625,0.13947603,11,23.125467,0.13947603,0.8683374524116516,568833,0.004059026,2426
109.77013,0.0,524.7508513310333,1660.2732820510864,105.8,0.15115488,9,23.124529,0.15115488,0.8641017079353333,571824,0.0043150005,2435
101.78686,0.0,501.8819987194287,1666.0203547477722,100.525,0.14386079,11,23.127129,0.14386079,0.9179797545075417,575055,0.004005252,2446
105.05361,0.0,533.0461399866605,1671.781079530716,107.375,0.13986081,9,23.121344,0.13986081,0.9051210209727287,578319,0.0041131023,2455
104.01213,0.0,526.9486011913208,1677.5318896770477,106.3,0.14396024,10,23.121275,0.14396024,0.8707708120346069,581415,0.0038116185,2465
105.03186,0.0,535.1204045802203,1683.2789566516876,107.175,0.1559477,9,23.122866,0.1559477,0.8393512964248657,584454,0.004290047,2474
106.56486,0.0,543.0608209046986,1689.15438246727,108.05,0.14126408,10,23.114079,0.14126408,0.8933893516659737,587460,0.004182905,2484
106.35091,0.0,528.354932648707,1694.8878598213196,104.975,0.1333975,10,23.112528,0.1333975,0.9116898030042648,590475,0.0037511576,2494
106.67484,0.0,523.108126171928,1700.6014013290405,104.175,0.15241113,10,23.111105,0.15241113,0.9197335615754128,593652,0.0038071896,2504
101.392525,0.0,500.2108460681353,1706.300475358963,99.55,0.15316564,12,23.111322,0.15316564,0.8750901967287064,597003,0.0041881995,2516
100.30113,0.0,489.20483013175954,1712.0899481773376,98.325,0.26798046,11,23.110176,0.26798046,0.8974337950348854,600099,0.014762862,2527
98.9186,0.0,487.2162768300841,1717.9789204597473,97.4,0.13390279,10,23.105978,0.13390279,0.8691959232091904,603231,0.0039077243,2537
97.46047,0.0,489.9147693689416,1723.7059659957886,97.575,0.15397376,9,23.102621,0.15397376,0.8964353278279305,606018,0.004025899,2546
98.83699,0.0,507.8346370670694,1729.4285717010498,101.775,0.15661475,10,23.100655,0.15661475,0.8408896923065186,609216,0.0042060977,2556
