EpRewMean,entloss,EpTrueRewMean,TimeElapsed,EpLenMean,optimgain,EpThisIter,entropy,surrgain,ev_tdlam_before,TimestepsSoFar,meankl,EpisodesSoFar
98.927284,0.0,519.9069482748312,1735.2087552547455,104.375,0.13775173,10,23.099691,0.13775173,0.9148797988891602,612381,0.004069276,2566
99.84847,0.0,523.7193827218823,1741.0479600429535,106.425,0.15158188,9,23.099588,0.15158188,0.8913262486457825,615381,0.004106937,2575
98.80522,0.0,517.1406316335838,1747.071944952011,104.65,0.14774182,10,23.10335,0.14774182,0.9067252427339554,618330,0.0037866721,2585
96.61606,0.0,502.56138424855953,1752.9952449798584,102.5,0.294447,11,23.101542,0.294447,0.9003327041864395,621516,0.013779331,2596
98.45094,0.0,509.70710499564683,1758.7759878635406,102.725,0.13329028,10,23.101988,0.13329028,0.8877049684524536,624708,0.0037714727,2606
97.06085,0.0,509.18700610383155,1764.464637041092,102.2,0.14039612,9,23.101738,0.14039612,0.9043334051966667,627645,0.00403801,2615
98.73539,0.0,519.426831811511,1770.2656621932983,103.575,0.14728624,11,23.100761,0.14728624,0.9203770905733109,631077,0.004069598,2626
99.09545,0.0,532.004163517383,1775.9589471817017,105.35,0.15063624,9,23.091555,0.15063624,0.8536495119333267,633894,0.003976537,2635
99.02153,0.0,536.0310656697768,1781.683890581131,105.8,0.15417722,8,23.088703,0.15417722,0.8670229315757751,636465,0.004170648,2643
100.33836,0.0,540.2219604764707,1787.4545180797577,106.225,0.30858618,10,23.086262,0.30858618,0.9024272412061691,639738,0.014623867,2653
106.50132,0.0,549.8795953633065,1793.2326436042786,108.55,0.1459119,9,23.087334,0.1459119,0.9041837528347969,642816,0.0038684616,2662
105.349655,0.0,543.5737531569287,1798.9704008102417,107.675,0.27827322,10,23.084898,0.27827322,0.9166637733578682,646056,0.014969238,2672
105.62209,0.0,535.1163002989531,1804.6350803375244,108.15,0.13975796,9,23.083029,0.13975796,0.8430354297161102,648813,0.00388337,2681
108.41618,0.0,551.9915365294437,1810.3044171333313,110.775,0.15216877,9,23.074461,0.15216877,0.9011231884360313,652062,0.004524734,2690
106.97709,0.0,549.2854805503027,1816.0480349063873,110.1,0.14188042,10,23.073954,0.14188042,0.9020181894302368,655194,0.004034875,2700
104.99725,0.0,533.0627050763927,1821.7842180728912,107.625,0.2857559,10,23.076193,0.2857559,0.9058262631297112,658290,0.01481242,2710
106.55869,0.0,531.340723912825,1827.6287727355957,106.4,0.14519703,10,23.077084,0.14519703,0.8924071714282036,661341,0.0038327822,2720
105.475784,0.0,524.9366299964702,1833.4556674957275,105.2,0.13702273,9,23.078693,0.13702273,0.8953889310359955,664365,0.00392288,2729
104.957565,0.0,521.9186114432396,1839.1961200237274,104.475,0.13864237,11,23.075258,0.13864237,0.9168950542807579,667731,0.003977282,2740
106.03761,0.0,535.4392938787724,1844.9683437347412,106.55,0.14511693,9,23.076433,0.14511693,0.8680551797151566,670707,0.0040182406,2749
109.390236,0.0,548.4722460595937,1850.8327639102936,108.525,0.174396,9,23.077398,0.174396,0.9293694421648979,673752,0.004589077,2758
109.59615,0.0,553.3733383567829,1856.624611377716,110.175,0.15272908,8,23.071516,0.15272908,0.8932908102869987,676629,0.00376934,2766
109.28197,0.0,566.2570916152765,1862.3784544467926,111.875,0.13890038,9,23.06811,0.13890038,0.9044912755489349,679587,0.004157084,2775
106.92165,0.0,557.7590041296387,1868.1607794761658,109.65,0.14895973,9,23.06649,0.14895973,0.8890636712312698,682326,0.00376698,2784
107.88778,0.0,569.5525704567774,1873.8959228992462,110.7,0.158336,9,23.06683,0.158336,0.8556019067764282,685431,0.004176069,2793
105.39595,0.0,564.5877111965913,1879.7418050765991,110.95,0.15223959,9,23.066648,0.15223959,0.9190322831273079,688500,0.0040896693,2802
103.169716,0.0,553.4418678141375,1885.5744397640228,109.825,0.14657284,10,23.067648,0.14657284,0.8764961808919907,691929,0.0039536944,2812
111.937965,0.0,591.0784080175547,1891.4067294597626,117.875,0.1553624,8,23.06545,0.1553624,0.8484228253364563,695199,0.0041046496,2820
110.78125,0.0,587.63712985363,1897.2221972942352,117.675,0.14442767,9,23.065987,0.14442767,0.8940577283501625,697998,0.0042385133,2829
114.26778,0.0,605.2173383966852,1903.035395860672,122.125,0.31564182,8,23.068783,0.31564182,0.8824625387787819,701253,0.014822101,2837
113.33909,0.0,588.5982826352978,1908.9615569114685,118.85,0.14522935,10,23.068037,0.14522935,0.9053085520863533,704682,0.0038235984,2847
115.65354,0.0,580.3444368935295,1914.651658296585,116.85,0.14753693,10,23.068605,0.14753693,0.9021686539053917,707736,0.004647959,2857
110.54665,0.0,558.1668633852125,1920.4593789577484,111.85,0.13885005,11,23.062761,0.13885005,0.8969641774892807,711087,0.003943745,2868
105.32601,0.0,528.7563712956289,1926.2511222362518,104.35,0.17537522,10,23.062824,0.17537522,0.8617071658372879,714336,0.003920146,2878
106.04411,0.0,543.1892974893677,1932.0451459884644,106.05,0.15172511,9,23.066832,0.15172511,0.873623713850975,717408,0.0039776843,2887
104.72673,0.0,547.569582594268,1937.7823815345764,106.95,0.14749984,10,23.06291,0.14749984,0.8916093409061432,720570,0.0042486833,2897
108.67363,0.0,569.101346106933,1943.5574703216553,111.925,0.31005767,8,23.062517,0.31005767,0.8398246020078659,723741,0.014705479,2905
111.19163,0.0,585.4293997517536,1949.3628315925598,115.475,0.14166585,9,23.064447,0.14166585,0.901276595890522,727029,0.003840934,2914
110.58696,0.0,573.14380696313,1955.1053776741028,113.975,0.15592682,10,23.065424,0.15592682,0.9128642827272415,729984,0.004427208,2924
110.101944,0.0,579.4256306973152,1961.0281331539154,114.825,0.14638387,9,23.06893,0.14638387,0.8864756673574448,733074,0.004065069,2933
107.32076,0.0,557.643001675923,1966.7444515228271,111.525,0.29916394,10,23.071798,0.29916394,0.9098610803484917,736203,0.014642457,2943
103.236595,0.0,534.8488406078665,1972.5211663246155,106.6,0.14060989,9,23.07122,0.14060989,0.8974148109555244,739155,0.0038252352,2952
104.61184,0.0,546.5455262969757,1978.2718722820282,108.7,0.1630916,10,23.071798,0.1630916,0.9024312198162079,742419,0.0043795826,2962
105.077415,0.0,541.0133549750913,1984.0814008712769,107.625,0.15395758,10,23.066404,0.15395758,0.8548029512166977,745563,0.0039866827,2972
105.40137,0.0,555.000381301153,1989.8865492343903,109.425,0.1512661,8,23.065022,0.1512661,0.9006896689534187,748386,0.0044965497,2980
105.92019,0.0,558.9086454752027,1995.665681362152,109.8,0.15335709,8,23.06403,0.15335709,0.9123137071728706,751263,0.0039687078,2988
109.09129,0.0,572.5642872650966,2001.4449698925018,112.75,0.13357449,9,23.062416,0.13357449,0.9129014238715172,754377,0.0038666364,2997
107.40924,0.0,572.0198351675444,2007.3294830322266,113.325,0.1602423,9,23.06315,0.1602423,0.9398399703204632,757413,0.0039738547,3006
109.63047,0.0,593.6415330191683,2013.0895974636078,117.7,0.14604463,8,23.062506,0.14604463,0.8856437057256699,760437,0.0040936973,3014
109.68612,0.0,601.9756587050322,2018.9420926570892,119.25,0.26939213,8,23.063963,0.26939213,0.9108275175094604,763278,0.014610497,3022
110.46806,0.0,595.2293363699929,2024.6858966350555,117.2,0.16029051,9,23.06429,0.16029051,0.8868251815438271,766047,0.004164748,3031
109.50647,0.0,575.4327712177304,2030.5179662704468,113.0,0.13971543,9,23.062904,0.13971543,0.9153384566307068,768981,0.0038797886,3040
107.97858,0.0,552.9898644589778,2036.2033343315125,109.4,0.28470522,9,23.069176,0.28470522,0.9332055449485779,771891,0.014065251,3049
110.12661,0.0,555.4311550031499,2042.0018775463104,110.0,0.14079572,9,23.067873,0.14079572,0.926003634929657,774984,0.0038905987,3058
107.19358,0.0,525.1517159646608,2047.818814754486,105.175,0.14293988,11,23.057539,0.14293988,0.9339563474059105,777942,0.004001555,3069
103.307144,0.0,529.4179653219605,2053.530193090439,105.6,0.15125203,9,23.0603,0.15125203,0.936369314789772,781020,0.0043200403,3078
102.18886,0.0,531.4344622195456,2059.3843128681183,104.575,0.14398813,10,23.059553,0.14398813,0.9092301428318024,784053,0.0039967597,3088
103.54535,0.0,536.9790381435123,2065.187958717346,105.975,0.15376434,9,23.059162,0.15376434,0.9241985082626343,787371,0.0044856286,3097
105.65633,0.0,553.0015497606487,2070.9930725097656,108.175,0.17139655,10,23.060627,0.17139655,0.9187480211257935,790437,0.004338041,3107
110.00569,0.0,569.3575976624536,2076.8100106716156,112.375,0.15063038,8,23.053875,0.15063038,0.9133896231651306,793494,0.004193387,3115
114.8573,0.0,591.7623082863363,2082.524072408676,117.525,0.14256048,9,23.051512,0.14256048,0.9067774042487144,796668,0.004170024,3124
108.71442,0.0,565.7125561789245,2088.343693971634,112.875,0.14633538,10,23.051104,0.14633538,0.8841353505849838,799656,0.004067377,3134
112.8918,0.0,590.7936746822045,2094.170501947403,117.9,0.16162004,8,23.05174,0.16162004,0.8786759227514267,802989,0.003968969,3142
110.42617,0.0,598.2560791679063,2099.978207349777,119.225,0.13832997,8,23.05298,0.13832997,0.888088084757328,805872,0.003816404,3150
109.83894,0.0,595.1202764797654,2105.7026302814484,117.65,0.15629369,9,23.05445,0.15629369,0.9189177006483078,809094,0.004190876,3159
110.42379,0.0,600.8615769421135,2111.529803752899,118.825,0.13624683,9,23.052496,0.13624683,0.9401327185332775,812199,0.0038308909,3168
109.317,0.0,600.6434380153905,2117.316628217697,118.65,0.16375364,9,23.051271,0.16375364,0.8964319452643394,815004,0.004513263,3177
103.619286,0.0,547.8692105971875,2123.0209238529205,108.125,0.15125358,10,23.05233,0.15125358,0.9176353514194489,817920,0.0040547093,3187
103.48866,0.0,554.482010095419,2128.766945362091,109.575,0.2707921,9,23.046303,0.2707921,0.9432549551129341,821199,0.014834265,3196
102.059525,0.0,534.9663367395672,2134.513484477997,107.225,0.32068062,9,23.043766,0.32068062,0.8587531596422195,823950,0.0149125885,3205
101.9596,0.0,543.4170558749058,2140.221607208252,107.1,0.15537883,7,23.044188,0.15537883,0.9100260138511658,826551,0.0042431764,3212
106.67342,0.0,568.1415184554506,2145.907462120056,112.625,0.2977965,9,23.041262,0.2977965,0.927179679274559,829701,0.014548069,3221
104.750565,0.0,568.4997567865155,2151.6500356197357,113.275,0.15683949,9,23.041239,0.15683949,0.9312320947647095,832566,0.0045536864,3230
107.60419,0.0,574.7748615683975,2157.3605477809906,113.225,0.1556228,10,23.041342,0.1556228,0.903742142021656,835947,0.0042179744,3240
105.59487,0.0,567.0434056154035,2163.2473797798157,111.175,0.15219164,9,23.041506,0.15219164,0.9043377637863159,838827,0.004042867,3249
106.19314,0.0,567.9681509430989,2169.01411819458,110.9,0.14527985,9,23.04051,0.14527985,0.9155262336134911,841800,0.0041098706,3258
103.52287,0.0,543.0066097479881,2174.768669128418,105.975,0.15452662,10,23.038166,0.15452662,0.9190465733408928,844650,0.0041804467,3268
102.0515,0.0,530.8703782602323,2180.554660797119,104.85,0.1612927,10,23.032732,0.1612927,0.8825269490480423,847800,0.0040154783,3278
101.46717,0.0,522.4220565440817,2186.3624827861786,103.475,0.15599018,10,23.033182,0.15599018,0.9318207204341888,850905,0.00418311,3288
96.31729,0.0,500.7019320116971,2192.0939769744873,99.425,0.15836461,11,23.034601,0.15836461,0.896112471818924,854061,0.0042264527,3299
101.666115,0.0,517.7635772851033,2197.8138706684113,102.375,0.15306468,10,23.032003,0.15306468,0.8556147217750549,857253,0.0044124667,3309
103.625465,0.0,533.2028957415159,2203.510376214981,104.275,0.1484605,8,23.02928,0.1484605,0.8982084020972252,860028,0.0037823655,3317
106.42307,0.0,550.7248422373223,2209.273988008499,107.825,0.14054827,9,23.023684,0.14054827,0.8767901659011841,863139,0.0041694315,3326
111.27358,0.0,568.4696445363259,2215.046178340912,110.875,0.14491636,9,23.02961,0.14491636,0.8687075972557068,866370,0.0039822115,3335
110.3381,0.0,575.6645356547274,2220.7786271572113,114.375,0.2833847,9,23.019447,0.2833847,0.9127916395664215,869544,0.014532492,3344
114.04817,0.0,591.730883541513,2226.5073523521423,118.175,0.14798582,9,23.021648,0.14798582,0.9336013197898865,872790,0.004311584,3353
111.20502,0.0,573.7322032322777,2232.385187625885,115.025,0.15869898,11,23.021809,0.15869898,0.9176445156335831,876033,0.00452674,3364
115.02307,0.0,595.861996528058,2238.343108654022,117.175,0.16131131,8,23.018553,0.16131131,0.8473534882068634,879411,0.004196466,3372
114.5072,0.0,598.4411077610987,2244.0334763526917,116.125,0.14861012,9,23.016048,0.14861012,0.91667540371418,882489,0.004565658,3381
111.72776,0.0,592.4522806562168,2249.9082708358765,114.3,0.1528551,9,23.011232,0.1528551,0.911938026547432,885273,0.0042449255,3390
114.70225,0.0,592.6815516998,2255.7025394439697,114.7,0.16923234,8,23.006512,0.16923234,0.8775932416319847,888249,0.004092335,3398
112.9489,0.0,597.9981123055092,2261.514491081238,115.9,0.15956363,9,23.010492,0.15956363,0.9209389463067055,891456,0.0041083414,3407
108.11277,0.0,574.5312524167687,2267.3128004074097,111.75,0.15604162,10,23.01148,0.15604162,0.9204757437109947,894471,0.0044589215,3417
106.22772,0.0,571.5405357811924,2273.128602027893,111.45,0.14290372,9,23.01074,0.14290372,0.9119195342063904,897453,0.004098116,3426
104.99107,0.0,581.5447353434059,2278.8700308799744,112.55,0.16789228,8,23.011879,0.16789228,0.9157308265566826,900582,0.0045896773,3434
104.455444,0.0,571.3570227556104,2284.6230301856995,112.075,0.1342325,9,23.011166,0.1342325,0.9196044355630875,903477,0.0037728092,3443
102.95424,0.0,561.7759805609674,2290.431774377823,110.05,0.16578366,9,23.005636,0.16578366,0.8889300227165222,906264,0.0042688227,3452
107.364456,0.0,592.8927839939824,2296.5909512043,116.8,0.17035891,8,23.007244,0.17035891,0.8580269515514374,909474,0.004438518,3460
108.559006,0.0,587.0657237875555,2302.7441008090973,115.95,0.1542503,9,23.008217,0.1542503,0.8997001498937607,912474,0.004461672,3469
106.04285,0.0,569.5143729303372,2308.477606534958,113.85,0.27653491,9,23.013248,0.27653491,0.9124292880296707,915519,0.014900221,3478
105.761986,0.0,569.2239995791213,2314.0130944252014,113.425,0.14309515,9,23.017088,0.14309515,0.9114288613200188,918396,0.0039162547,3487
109.58474,0.0,584.6040217845755,2319.597846508026,116.05,0.13723636,9,23.018534,0.13723636,0.9034048616886139,921741,0.0039111828,3496
104.3936,0.0,571.1958394635609,2325.4755940437317,113.35,0.16163424,10,23.021246,0.16163424,0.9080633595585823,925014,0.0039058719,3506
107.40015,0.0,582.8586975413306,2331.1307249069214,114.6,0.14556931,9,23.01994,0.14556931,0.9049627110362053,928278,0.0039891778,3515
109.38572,0.0,597.0469963192147,2336.8035440444946,116.55,0.15083274,10,23.015299,0.15083274,0.9127127304673195,931731,0.0038382073,3525
109.84717,0.0,586.1885736218326,2342.3517751693726,114.875,0.2947835,9,23.00926,0.2947835,0.8956219330430031,934698,0.014722801,3534
111.7242,0.0,588.7182047616441,2348.0852353572845,115.775,0.22418287,9,23.006771,0.22418287,0.8372340351343155,937980,0.0044723507,3543
114.52415,0.0,600.1797134219283,2353.764806032181,117.35,0.13884746,9,23.006916,0.13884746,0.9042781740427017,941205,0.0043440396,3552
109.82942,0.0,570.0340074546483,2359.391097545624,112.075,0.13642895,9,23.014809,0.13642895,0.8839227110147476,943944,0.0039136396,3561
110.81223,0.0,568.5502104745956,2365.02086353302,112.8,0.15334004,9,23.013983,0.15334004,0.9033693894743919,947016,0.0043279137,3570
113.22903,0.0,575.0654821526657,2370.6295869350433,112.825,0.14773418,9,23.014467,0.14773418,0.9135784357786179,949941,0.0040835612,3579
109.5505,0.0,570.1883507064857,2376.1952607631683,110.825,0.15644294,9,23.020773,0.15644294,0.9169821888208389,953076,0.004514209,3588
113.52238,0.0,588.2757341044755,2381.8631496429443,113.575,0.1584281,8,23.019207,0.1584281,0.9092969000339508,956160,0.0041797706,3596
108.15004,0.0,580.3172020940242,2387.5791761875153,110.75,0.15480322,11,23.014585,0.15480322,0.8581712245941162,959199,0.0040116985,3607
108.49839,0.0,583.4032017172067,2393.1885912418365,113.275,0.1626651,9,23.016336,0.1626651,0.8952299878001213,962337,0.004201188,3616
105.02793,0.0,571.3699253563772,2398.858271598816,111.1,0.16627641,9,23.015135,0.16627641,0.8753128945827484,965268,0.0040804716,3625
103.472046,0.0,551.90426399627,2404.538655757904,108.7,0.15049335,8,23.009295,0.15049335,0.8941373080015182,968217,0.0037707237,3633
107.083206,0.0,559.3490565533763,2410.1467609405518,110.9,0.16993931,9,23.008768,0.16993931,0.8882157877087593,971106,0.0041853916,3642
108.13826,0.0,568.3331843610897,2415.698629140854,112.1,0.15383299,9,23.005196,0.15383299,0.9261422455310822,974187,0.0040903464,3651
110.01802,0.0,576.319045906455,2421.3539555072784,113.125,0.15469293,10,23.001242,0.15469293,0.8884016796946526,977508,0.004686371,3661
103.66954,0.0,541.7625406565384,2426.877773284912,105.975,0.13198861,10,23.007063,0.13198861,0.9274716600775719,980406,0.0039334507,3671
106.81787,0.0,558.9414396231538,2432.491428375244,110.5,0.14847039,7,23.003239,0.14847039,0.8931649848818779,982995,0.0041722753,3678
101.04847,0.0,532.3765773260809,2438.2370505332947,106.25,0.16278479,10,23.004885,0.16278479,0.8938947543501854,986034,0.0043338328,3688
105.410545,0.0,564.3608295756479,2444.44269657135,112.425,0.1628381,8,23.005377,0.1628381,0.901666022837162,989343,0.0044508884,3696
108.623535,0.0,597.9444392486167,2450.611397266388,118.75,0.16464011,8,22.999517,0.16464011,0.8877671360969543,992487,0.0041932226,3704
111.56584,0.0,611.2437132149677,2457.1148629188538,120.2,0.16541883,9,22.993185,0.16541883,0.8703048676252365,995670,0.0044499487,3713
114.6259,0.0,618.0294905077146,2463.6423304080963,121.05,0.16863444,9,22.993143,0.16863444,0.8681591898202896,998838,0.004231653,3722
115.75908,0.0,613.8537811188532,2469.672576189041,119.875,0.1387688,10,22.987284,0.1387688,0.9087648317217827,1001976,0.0040043476,3732
