entloss,TimeElapsed,EpisodesSoFar,EpLenMean,ev_tdlam_before,EpRewMean,surrgain,TimestepsSoFar,EpThisIter,meankl,optimgain,EpTrueRewMean,entropy
0.0,290.06502175331116,910,71.775,0.7778480648994446,46.390774,0.20045516,138963,15,0.009679943,0.20045516,360.8382156010763,23.587729
0.0,296.5677602291107,923,73.4,0.7790763676166534,48.75567,0.21418595,141951,13,0.009992025,0.21418595,369.27025580462686,23.560612
0.0,303.0323734283447,938,70.925,0.7945728302001953,43.63436,0.2256443,144924,15,0.010479817,0.2256443,353.699738440052,23.541668
0.0,309.9030730724335,950,74.75,0.7521928250789642,49.02115,0.20886502,147933,12,0.009859298,0.20886502,371.44151716180806,23.506838
0.0,316.4295530319214,961,78.35,0.7765928655862808,50.552406,0.24905622,150885,11,0.010540118,0.24905622,389.9447729497131,23.50677
0.0,322.89881777763367,975,81.0,0.7081286013126373,55.720776,0.26143122,154038,14,0.00989231,0.26143122,402.38139449759257,23.492437
0.0,329.31469798088074,988,78.65,0.7647316604852676,52.152294,0.20149139,156909,13,0.0100024175,0.20149139,391.4280413206549,23.508062
0.0,335.92314410209656,1003,73.025,0.747530072927475,45.86695,0.2432659,160026,15,0.010390062,0.2432659,360.3983882878464,23.504313
0.0,342.4088387489319,1016,74.075,0.7410556375980377,45.637547,0.26153156,163113,13,0.00978156,0.26153156,365.84552078458745,23.491205
0.0,348.84527611732483,1030,74.15,0.7092531323432922,43.588284,0.3620978,166281,14,0.011600087,0.3620978,363.38186929137134,23.518965
0.0,355.3532135486603,1043,77.325,0.7457214891910553,46.128864,0.24003251,169305,13,0.010068833,0.24003251,381.17667754974934,23.548077
0.0,361.8611168861389,1056,76.9,0.779686763882637,43.20918,0.2316266,172341,13,0.010394941,0.2316266,380.6748455423305,23.54517
0.0,368.39897656440735,1069,78.9,0.7988055050373077,46.265312,0.24273184,175542,13,0.010622187,0.24273184,390.3182154502807,23.561504
0.0,374.93719363212585,1082,79.2,0.777770146727562,46.764248,0.23324123,178635,13,0.011613174,0.23324123,391.927006752726,23.557062
0.0,381.4019012451172,1095,80.0,0.7848152220249176,49.10778,0.23346895,181749,13,0.009614576,0.23346895,394.5448950951015,23.528875
0.0,387.9314591884613,1109,78.225,0.7744046449661255,47.955574,0.25629923,184929,14,0.010930067,0.25629923,384.4397625711846,23.514627
0.0,394.3870451450348,1123,77.225,0.7945491969585419,48.881355,0.22458827,188157,14,0.010253679,0.22458827,380.078618046723,23.517012
0.0,400.84172916412354,1137,75.65,0.8352117836475372,46.5122,0.25639203,191220,14,0.011461045,0.25639203,368.6564688630215,23.529217
0.0,407.4119837284088,1150,77.4,0.8235193341970444,48.10778,0.22262642,194439,13,0.010316335,0.22262642,380.7824607919479,23.51629
0.0,413.88864731788635,1165,75.55,0.772978812456131,46.273113,0.2249099,197655,15,0.01068579,0.2249099,371.403815891361,23.538267
0.0,420.4790790081024,1178,75.5,0.7961040437221527,45.6073,0.2295112,200613,13,0.01047362,0.2295112,368.0512417577273,23.554377
0.0,427.0094676017761,1189,78.375,0.7182146906852722,52.74524,0.25168467,203670,11,0.010969188,0.25168467,380.73221068664304,23.568602
