EpRewMean,surrgain,ev_tdlam_before,EpThisIter,EpisodesSoFar,optimgain,EpLenMean,EpTrueRewMean,entloss,TimeElapsed,meankl,TimestepsSoFar,entropy
92.8863,0.1029713,0.9565728530287743,2,580,0.1029713,311.0,931.318264353765,0.0,3072.9330520629883,0.008387524,362943,7.5410833
91.43895,0.09505193,0.8919016346335411,4,584,0.09505193,310.6,927.8612516800971,0.0,3097.661229133606,0.008511775,366456,7.532298
94.265854,0.09619754,0.9252868220210075,3,587,0.09619754,319.55,962.9340564195379,0.0,3124.276586294174,0.008475114,369774,7.489631
96.30165,0.101173945,0.9132936969399452,3,590,0.101173945,328.7,983.1383955548657,0.0,3149.3847105503082,0.00940754,373635,7.478333
98.37988,0.09818819,0.7492944002151489,2,592,0.09818819,339.75,1012.4339878209197,0.0,3175.3042583465576,0.01054606,376551,7.469772
100.5599,0.10395734,0.9202270209789276,2,594,0.10395734,348.275,1036.5647315648935,0.0,3200.5307960510254,0.008279482,379146,7.454888
102.64465,0.101168446,0.9045121669769287,3,597,0.101168446,354.45,1062.7264651330302,0.0,3226.6647651195526,0.009027178,382851,7.4233932
105.08948,0.17006347,0.9272508695721626,3,600,0.17006347,360.175,1092.1406086992702,0.0,3252.063199520111,0.009245047,386136,7.4205813
103.0012,0.11347258,0.8543287515640259,5,605,0.11347258,347.775,1054.8163729971475,0.0,3277.7702243328094,0.009807064,389559,7.4293356
105.84481,0.119374715,0.9218783676624298,3,608,0.119374715,360.7,1101.2839712345306,0.0,3302.454827785492,0.009275299,393669,7.4194293
105.051025,0.0982705,0.8321044892072678,4,612,0.0982705,360.15,1094.6225061163693,0.0,3328.83908867836,0.008153753,397143,7.4058495
103.99154,0.10628029,0.9213606491684914,3,615,0.10628029,357.5,1080.1888655523317,0.0,3354.2559027671814,0.008842512,399708,7.404301
104.356094,0.11669795,0.9556361064314842,2,617,0.11669795,358.975,1083.27586774017,0.0,3379.779191017151,0.008217631,402090,7.3806725
102.051796,0.13176405,0.9227573424577713,3,620,0.13176405,349.225,1056.800852856112,0.0,3404.7350335121155,0.008302863,404850,7.3855367
104.74626,0.10275862,0.8846927434206009,3,623,0.10275862,354.525,1079.1080170924668,0.0,3431.0045943260193,0.008856048,408237,7.3487854
110.095924,0.10071182,0.9361721873283386,3,626,0.10071182,369.075,1125.551985911789,0.0,3456.174034833908,0.008414199,413202,7.3446245
109.097534,0.110904194,0.9111706167459488,3,629,0.110904194,361.375,1112.88719049627,0.0,3481.8563845157623,0.008633029,416073,7.3544965
109.32927,0.10634725,0.9468894265592098,3,632,0.10634725,357.025,1113.5430367694792,0.0,3507.060559272766,0.009769718,419394,7.3283243
108.66703,0.10045662,0.9609098695218563,3,635,0.10045662,351.75,1108.3358542295687,0.0,3533.170492887497,0.0081241615,422214,7.3474884
105.60636,0.11040456,0.9525205194950104,3,638,0.11040456,344.25,1080.2075663902428,0.0,3558.3464682102203,0.009487456,425325,7.3313494
104.52147,0.10097671,0.9507110379636288,3,641,0.10097671,342.05,1073.6559521977201,0.0,3584.0053811073303,0.009377834,428250,7.343009
108.04209,0.12160595,0.9493170119822025,3,644,0.12160595,357.65,1122.1865623590465,0.0,3609.1529936790466,0.008697778,432036,7.3290935
111.211105,0.10458441,0.9464764483273029,3,647,0.10458441,365.925,1148.1198531107552,0.0,3635.5996985435486,0.008918051,436437,7.3203425
111.05601,0.092770144,0.9331895560026169,3,650,0.092770144,365.3,1149.36305018198,0.0,3660.312609910965,0.008965556,439722,7.3150864
114.92778,0.11183262,0.9111185744404793,2,652,0.11183262,377.55,1207.0132814219269,0.0,3686.173219680786,0.009301608,442449,7.3208427
115.37136,0.09913282,0.9146881774067879,3,655,0.09913282,379.45,1221.7790019422341,0.0,3711.109178543091,0.008817587,445242,7.3338437
116.734116,0.10467899,0.8288620412349701,2,657,0.10467899,384.35,1247.6351437288572,0.0,3737.1343533992767,0.009302467,448212,7.339059
117.01249,0.108727686,0.9433876909315586,3,660,0.108727686,384.7,1252.2773653668542,0.0,3762.059708595276,0.0091938665,451014,7.301751
113.22362,0.102020845,0.8409747779369354,3,663,0.102020845,376.15,1212.6737754640885,0.0,3788.09161901474,0.009800436,453375,7.2971
111.53319,0.09599419,0.8818545788526535,2,665,0.09599419,369.95,1211.0700519967436,0.0,3812.813630104065,0.008926673,456636,7.2601357
111.89766,0.10112181,0.87781672924757,2,667,0.10112181,373.325,1223.3606359594778,0.0,3839.0370655059814,0.0095550325,458862,7.243744
114.42908,0.08997874,0.8483068197965622,1,668,0.08997874,385.575,1272.6857881590943,0.0,3864.255893945694,0.008885659,461244,7.2374964
115.86395,0.09402873,0.8149378895759583,2,670,0.09402873,389.475,1288.0482049972202,0.0,3890.052134513855,0.009295796,463872,7.2573786
116.71965,0.116192445,0.9153065085411072,2,672,0.116192445,392.825,1301.3865139028155,0.0,3914.9303307533264,0.009721927,466533,7.295151
118.072754,0.10220497,0.9070213958621025,2,674,0.10220497,400.0,1332.9326246272715,0.0,3941.5306901931763,0.009682272,469251,7.315231
115.62492,0.0892931,0.8836419656872749,3,677,0.0892931,391.425,1298.3108573245609,0.0,3966.372259616852,0.008389084,471276,7.303658
119.61826,0.09277701,0.06353569030761719,1,678,0.09277701,407.925,1353.5565915841703,0.0,3992.4733052253723,0.009588502,474276,7.298234
123.14762,0.09809213,0.7669070661067963,3,681,0.09809213,427.6,1416.7992204035472,0.0,4017.2032635211945,0.009392106,479562,7.288243
125.237404,0.09573021,0.8062903583049774,1,682,0.09573021,436.725,1455.0831022235948,0.0,4043.2776279449463,0.009613529,482451,7.2972956
130.44423,0.08551742,-0.07283008098602295,1,683,0.08551742,453.725,1521.998694094694,0.0,4068.0368597507477,0.009158647,485451,7.3300014
130.5219,0.10659923,0.8918459117412567,2,685,0.10659923,454.3,1532.090053030152,0.0,4094.4070858955383,0.009291533,488574,7.296071
134.01282,0.12801912,0.709524393081665,1,686,0.12801912,468.775,1576.905782756599,0.0,4118.485664367676,0.010397582,491373,7.2964945
136.27095,0.09662883,0.8952098786830902,3,689,0.09662883,476.425,1605.0021630002825,0.0,4145.029103040695,0.009337366,495741,7.298775
135.61765,0.10929823,0.9190873131155968,2,691,0.10929823,469.875,1571.914100099951,0.0,4169.703924894333,0.010901347,497886,7.32658
141.40457,0.10185507,0.9314228072762489,2,693,0.10185507,489.4,1647.9877639257743,0.0,4196.124674320221,0.010377866,502152,7.305314
143.366,0.10439425,0.8407772481441498,2,695,0.10439425,498.825,1684.442580523725,0.0,4220.5362713336945,0.009592806,505101,7.2887692
143.5325,0.11251129,0.8985631689429283,3,698,0.11251129,498.875,1676.4714420804637,0.0,4246.623674631119,0.010168296,509130,7.2781916
147.40015,0.092621185,0.36686384677886963,1,699,0.092621185,516.55,1740.0060774007634,0.0,4271.770038366318,0.009490973,512130,7.2565956
152.29453,0.10667992,0.7252506911754608,2,701,0.10667992,533.55,1808.7991138299026,0.0,4297.868398666382,0.009668458,515841,7.2267995
159.6144,0.117379576,0.9222763851284981,2,703,0.117379576,557.7,1907.3024429215068,0.0,4322.548186779022,0.010069093,520299,7.1845856
164.0622,0.09998327,0.8504687398672104,2,705,0.09998327,571.075,1950.7144437936113,0.0,4348.792311429977,0.009462063,525165,7.168481
167.11253,0.08796851,0.03801393508911133,1,706,0.08796851,585.45,2000.9379115127274,0.0,4374.095720291138,0.00910236,528165,7.158276
166.27007,0.10414043,0.7690152078866959,3,709,0.10414043,585.175,1998.6833599298927,0.0,4399.713463068008,0.01068221,532692,7.14613
164.15137,0.115928285,0.9089245423674583,3,712,0.115928285,575.875,1957.7240018374214,0.0,4424.653383016586,0.010494093,535638,7.1484222
164.41043,0.11767386,0.9334356635808945,2,714,0.11767386,574.275,1942.8667162542522,0.0,4450.56459403038,0.009557548,538164,7.140659
167.65884,0.1159993,0.8751288503408432,3,717,0.1159993,584.95,1988.4530617021926,0.0,4475.805124998093,0.009509023,541470,7.144042
164.83383,0.099184416,0.7072061598300934,1,718,0.099184416,573.675,1955.6930201811072,0.0,4501.668331623077,0.01042133,543117,7.1456876
163.07639,0.11035557,0.8902192339301109,3,721,0.11035557,563.675,1918.3287894074833,0.0,4526.881950139999,0.010641126,547203,7.1550865
158.08817,0.08508995,0.5931833982467651,2,723,0.08508995,548.15,1859.0584709857662,0.0,4552.560634613037,0.010017384,551229,7.175773
156.47435,0.11121104,0.9371873363852501,2,725,0.11121104,541.875,1836.6877819583024,0.0,4578.135096073151,0.010504029,553599,7.1273656
153.51694,0.11553526,0.910039871931076,2,727,0.11553526,528.625,1807.8651533684854,0.0,4603.994430065155,0.009887817,556947,7.129104
156.50703,0.12723638,0.7824340164661407,2,729,0.12723638,539.925,1851.6007758639832,0.0,4628.97890996933,0.0095518585,560532,7.130676
157.4729,0.1304443,0.8836395144462585,2,731,0.1304443,547.15,1877.5709722452636,0.0,4654.612700223923,0.010622332,563544,7.121639
151.22787,0.12504923,0.9231586530804634,3,734,0.12504923,522.45,1769.9104596724733,0.0,4680.2777094841,0.01081795,566496,7.051652
151.25822,0.11744994,0.9462376460433006,2,736,0.11744994,521.4,1762.4044044975046,0.0,4705.875010251999,0.009423089,569406,7.011552
145.52927,0.10106334,0.8121004104614258,3,739,0.10106334,500.7,1683.7877519611793,0.0,4730.9193024635315,0.011214697,572214,7.025481
144.97702,0.11262199,0.831229642033577,2,741,0.11262199,499.55,1675.9126491784525,0.0,4756.827240228653,0.010244976,575787,7.057338
146.27649,0.0995241,0.6813373565673828,2,743,0.0995241,504.9,1689.2279030011523,0.0,4781.964990139008,0.009766231,580887,7.0907063
144.56668,0.11873299,0.8374104052782059,2,745,0.11873299,496.5,1661.7584361681597,0.0,4807.91396689415,0.010266595,584745,7.0872006
144.50818,0.09820062,0.8450466990470886,2,747,0.09820062,488.975,1636.1449587991347,0.0,4832.578038215637,0.009189101,588990,7.068169
147.93974,0.14520389,0.8474652767181396,1,748,0.14520389,502.675,1689.3013084033125,0.0,4858.64781832695,0.008848077,591228,7.0837245
148.66966,0.12443755,0.9361913427710533,1,749,0.12443755,503.35,1691.6693028752802,0.0,4883.588638782501,0.010268452,593094,7.0569983
154.83049,0.087606326,0.48310399055480957,2,751,0.087606326,529.95,1773.4268796323718,0.0,4910.220081567764,0.011127553,598485,7.0493326
155.17738,0.109769166,0.9221324399113655,1,752,0.109769166,531.95,1783.6116382616783,0.0,4934.357766151428,0.010875292,599472,7.0139704
154.49161,0.09250611,0.8522253036499023,2,754,0.09250611,531.95,1781.1680280958021,0.0,4960.961715936661,0.010168906,601998,6.9998937
156.25159,0.15318605,0.8713947385549545,1,755,0.15318605,537.4,1798.5664686840778,0.0,4985.994293689728,0.009654004,604008,7.0222697
159.46553,0.083288185,-0.08942914009094238,1,756,0.083288185,552.325,1846.5325434495958,0.0,5012.3059232234955,0.010419605,607008,7.0454974
164.23724,0.097020954,0.041858971118927,1,757,0.097020954,571.15,1915.9663406062725,0.0,5036.449299812317,0.010937684,610008,7.04533
164.41638,0.106461704,0.8363308310508728,2,759,0.106461704,567.65,1902.4281084712807,0.0,5063.2171421051025,0.009317347,613794,7.03027
167.54582,0.10225554,0.8634051531553268,1,760,0.10225554,578.3,1943.276512944913,0.0,5088.015838623047,0.010511163,615591,7.039573
162.61504,0.11593565,0.8306715041399002,2,762,0.11593565,559.825,1872.816067160417,0.0,5114.646315336227,0.010028815,617382,7.0508533
166.6917,0.10634866,0.751758947968483,3,765,0.10634866,572.625,1908.258693123152,0.0,5139.458793640137,0.009869786,622314,7.057305
167.2891,0.09443044,0.7023105323314667,2,767,0.09443044,576.675,1913.5771040849493,0.0,5165.70205450058,0.009395457,626148,7.049664
163.13396,0.103767425,0.8428587466478348,2,769,0.103767425,562.875,1857.2336521924408,0.0,5191.092171669006,0.00886139,628077,7.0517583
166.5924,0.09866993,0.5936957597732544,2,771,0.09866993,573.025,1897.5889472570511,0.0,5217.4678864479065,0.008987192,632307,7.01207
172.21158,0.101605624,0.8632898032665253,2,773,0.101605624,592.5,1961.9184619671148,0.0,5241.756564378738,0.011139153,636594,7.0458684
168.57681,0.10518375,0.8943551033735275,3,776,0.10518375,581.325,1921.671395431366,0.0,5268.26201915741,0.011070158,639165,7.058995
171.11313,0.11129025,0.7873645275831223,2,778,0.11129025,590.05,1958.194954818589,0.0,5293.936105251312,0.009737015,641844,7.0333247
170.59058,0.098166585,0.583877831697464,3,781,0.098166585,589.45,1947.2370945175753,0.0,5319.8986349105835,0.00989217,646521,7.0402684
169.12979,0.09735212,0.5339029431343079,2,783,0.09735212,581.0,1906.1983848390446,0.0,5344.638078689575,0.009651235,650607,7.0417185
170.87804,0.117998496,0.9062919095158577,2,785,0.117998496,587.125,1923.7255637643655,0.0,5371.0536642074585,0.010672786,655200,7.0532827
168.40002,0.13045476,0.9161636754870415,1,786,0.13045476,581.225,1896.134847198148,0.0,5396.2873730659485,0.010196149,657027,7.0742373
172.04977,0.10046099,0.6457706689834595,2,788,0.10046099,593.35,1933.576713058776,0.0,5422.621623754501,0.010222818,662430,7.06247
174.3876,0.08889382,-0.13425993919372559,1,789,0.08889382,602.8,1966.3242719739246,0.0,5447.023251771927,0.010453021,665430,7.055313
175.79263,0.08376751,0.03753596544265747,1,790,0.08376751,607.875,1991.7678745972971,0.0,5473.2331330776215,0.008960935,668430,7.058913
175.75754,0.09427425,0.550247460603714,2,792,0.09427425,607.2,1975.038452472641,0.0,5498.567918539047,0.00943302,672336,7.061039
176.11125,0.11373287,0.8912449032068253,1,793,0.11373287,609.525,1982.0604255084254,0.0,5524.756566762924,0.010108201,673926,7.049445
180.55704,0.087891184,-0.1520313024520874,1,794,0.087891184,624.4,2028.3894041852461,0.0,5549.22465801239,0.009773253,676926,7.0897226
182.0642,0.10509025,-0.029817938804626465,1,795,0.10509025,632.65,2042.3988747585092,0.0,5575.640916585922,0.00995413,679926,7.125847
174.09894,0.107587025,0.8519733399152756,3,798,0.107587025,600.65,1922.0284435933659,0.0,5600.907121419907,0.011275774,684471,7.1190615
175.42558,0.09167841,0.5287520587444305,2,800,0.09167841,608.175,1944.1849613085324,0.0,5626.90255522728,0.010020199,688572,7.076893
183.28342,0.09875387,0.6908828020095825,2,802,0.09875387,637.975,2041.1741828388574,0.0,5651.675119638443,0.0100129,693939,7.0963435
185.26883,0.10620114,-0.1911911964416504,1,803,0.10620114,642.85,2060.4275744774145,0.0,5677.88476228714,0.009521766,696939,7.073295
187.89835,0.11546788,0.831771969795227,2,805,0.11546788,653.975,2105.1132326566735,0.0,5703.178133964539,0.009347137,700791,7.054554
188.54324,0.08840546,0.2870956063270569,2,807,0.08840546,654.7,2108.9250144983375,0.0,5729.272760391235,0.009596965,704712,7.062077
190.29126,0.10210015,0.8456928580999374,2,809,0.10210015,662.95,2139.269623477555,0.0,5754.129133939743,0.008756616,707631,7.0694265
187.79251,0.1115384,0.8687892109155655,2,811,0.1115384,655.4,2106.6454948320616,0.0,5780.400174379349,0.0098032495,710955,7.0344005
186.81448,0.0954412,0.035356879234313965,1,812,0.0954412,655.4,2099.0557656026986,0.0,5805.575864076614,0.01129641,713955,7.0209837
192.70331,0.10014333,0.5467610359191895,2,814,0.10014333,676.175,2182.700392927099,0.0,5831.830872774124,0.009223676,718269,6.9892654
191.91275,0.11208566,0.890737920999527,3,817,0.11208566,674.35,2163.9697172112783,0.0,5856.553624153137,0.011644164,722193,6.944221
195.79805,0.10626892,0.9279448464512825,1,818,0.10626892,688.325,2217.3254829960824,0.0,5882.443003177643,0.010692341,724443,6.93185
191.60658,0.12135011,0.6927011013031006,1,819,0.12135011,672.55,2168.227332155095,0.0,5907.866654396057,0.00974693,725550,6.8872423
189.55322,0.09311692,0.682231068611145,3,822,0.09311692,674.35,2165.8464484029637,0.0,5933.954864740372,0.009602579,730443,6.850369
194.14322,0.123118185,0.7644343227148056,1,823,0.123118185,689.75,2226.579124424071,0.0,5958.481753110886,0.010799354,733377,6.8307347
193.47774,0.10076477,0.03999686241149902,1,824,0.10076477,692.25,2223.9136876452467,0.0,5984.519903421402,0.008368299,736377,6.787827
194.77258,0.08304202,0.03137791156768799,1,825,0.08304202,701.475,2256.820367023738,0.0,6009.9759349823,0.008732074,739377,6.786754
197.1549,0.07356084,-0.03857612609863281,1,826,0.07356084,711.25,2286.7085989667403,0.0,6035.81115436554,0.009900607,742377,6.763436
193.14204,0.104626246,0.880596935749054,1,827,0.104626246,697.0,2241.0563150194207,0.0,6060.3766477108,0.010114134,743667,6.7403874
179.46452,0.12250905,0.852333277463913,3,830,0.12250905,647.175,2057.326164099921,0.0,6086.404237031937,0.010272481,746091,6.732951
174.80222,0.12102069,0.6253196597099304,1,831,0.12102069,630.025,2009.4378811289782,0.0,6111.650812625885,0.010604457,747033,6.7162204
178.43918,0.07982302,-0.07353532314300537,1,832,0.07982302,647.475,2068.154560672699,0.0,6137.5429356098175,0.009877171,750033,6.719192
181.59793,0.073235035,-0.05091500282287598,1,833,0.073235035,659.225,2111.020421600221,0.0,6162.274521112442,0.009905146,753033,6.7118955
178.04214,0.087562874,0.7670246362686157,2,835,0.087562874,647.675,2084.827176691912,0.0,6188.581643342972,0.009206606,757647,6.702018
177.90698,0.097054854,-0.03425419330596924,1,836,0.097054854,648.175,2086.6298261671554,0.0,6213.804831504822,0.009625353,760647,6.7070155
183.29016,0.08975866,-0.00680088996887207,1,837,0.08975866,666.8,2147.257287602227,0.0,6240.189341545105,0.011076759,763647,6.6986575
