TimeElapsed,surrgain,EpLenMean,EpTrueRewMean,entloss,EpThisIter,meankl,optimgain,entropy,EpRewMean,TimestepsSoFar,EpisodesSoFar,ev_tdlam_before
1969.2918241024017,0.114285335,648.15,2162.6171311600897,0.0,2,0.013912672,0.114285335,6.0672193,377.079,465487,1207,0.8641144931316376
1973.6431629657745,0.15404844,637.525,2133.148195918043,0.0,2,0.012535204,0.15404844,6.0479774,371.54773,466466,1209,0.9131570085883141
1977.9657897949219,0.14067268,642.25,2152.0482911166164,0.0,2,0.013248393,0.14067268,6.054133,375.89966,467438,1211,0.9279472008347511
1982.3022241592407,0.06769216,645.9,2166.9792252809953,0.0,1,0.0039200443,0.06769216,6.047301,378.19043,468114,1212,0.7034521102905273
1986.6172914505005,0.082308255,645.9,2175.2091342638037,0.0,1,0.012146046,0.082308255,6.0119023,377.74832,469114,1213,0.08704853057861328
1990.9193558692932,0.11521979,644.025,2168.4834504749288,0.0,1,0.012994445,0.11521979,5.988469,377.7315,469750,1214,0.9284811392426491
1995.199135541916,0.11722996,657.275,2218.9762602443016,0.0,1,0.013336036,0.11722996,5.987995,384.81912,470634,1215,0.8269041478633881
1999.503154039383,0.11698391,656.125,2204.5192360648725,0.0,2,0.012028565,0.11698391,5.99054,382.72104,471865,1217,0.9108219221234322
2003.782781124115,0.06100349,656.125,2207.4802099209764,0.0,1,0.003864202,0.06100349,5.9893,382.2552,472865,1218,0.10227209329605103
2008.074922323227,0.09282966,671.825,2269.292175257541,0.0,1,0.0125961825,0.09282966,5.9744463,390.66687,473865,1219,0.07557094097137451
2012.400827884674,0.088888764,677.6,2289.455435056577,0.0,1,0.014202755,0.088888764,5.967952,392.8002,474865,1220,0.023191452026367188
2016.66552400589,0.12636814,668.275,2258.0752840025134,0.0,2,0.014317942,0.12636814,5.9992867,386.1087,475913,1222,0.93551404774189
2020.9886450767517,0.13090305,683.25,2318.7258340254293,0.0,1,0.012130654,0.13090305,5.982966,394.5001,476798,1223,0.8846647590398788
2025.3238258361816,0.12168443,695.3,2356.0421741546784,0.0,1,0.011990125,0.12168443,5.990926,400.94315,477601,1224,0.8824399337172508
2029.6528539657593,0.065130465,703.15,2389.279452061219,0.0,1,0.0049359007,0.065130465,5.9922905,403.73227,478601,1225,0.1105949878692627
2033.988624572754,0.13606577,712.075,2428.5122060855415,0.0,1,0.01421433,0.13606577,5.968694,408.92935,479277,1226,0.8610163033008575
2038.3912031650543,0.06879224,702.175,2402.325646773844,0.0,2,0.003863287,0.06879224,5.959105,403.66254,480534,1228,0.5977972447872162
2042.7907719612122,0.090099834,711.875,2380.377173572033,0.0,1,0.012250777,0.090099834,5.946941,406.79498,481534,1229,0.21168601512908936
2047.191780090332,0.14079025,711.6,2376.5620939467926,0.0,2,0.013357382,0.14079025,5.8986974,406.8774,483039,1231,0.9312335401773453
2051.5615561008453,0.13274422,704.475,2356.060859607375,0.0,2,0.014849355,0.13274422,5.866633,403.43762,483852,1233,0.920801505446434
2055.9710524082184,0.122629836,689.3,2306.168168363006,0.0,2,0.013458028,0.122629836,5.845964,395.10742,485245,1235,0.6014472842216492
2060.3327400684357,0.06763452,689.45,2312.0867892976275,0.0,2,0.0038924436,0.06763452,5.8383584,395.7863,486095,1237,0.8579409122467041
2064.67866396904,0.15231265,687.075,2311.665738242244,0.0,2,0.013714599,0.15231265,5.796404,395.19336,487158,1239,0.9577956236898899
2069.057415008545,0.14117661,675.225,2293.800587736212,0.0,1,0.014260321,0.14117661,5.818254,389.45966,487684,1240,0.9419523626565933
2073.416034221649,0.064408526,665.375,2247.913625263514,0.0,2,0.004400989,0.064408526,5.818049,382.62842,489002,1242,0.6284549236297607
2077.72793841362,0.095563516,684.225,2314.2405398856154,0.0,2,0.012458446,0.095563516,5.870321,392.30515,490372,1244,0.5914649963378906
2082.0335919857025,0.21437934,658.5,2217.3815356543046,0.0,2,0.014229784,0.21437934,5.834208,377.44153,491343,1246,0.8293490558862686
2086.350855112076,0.11912074,666.95,2247.7026044097393,0.0,2,0.013273283,0.11912074,5.8077197,382.23096,492725,1248,0.8826975896954536
2090.6569645404816,0.06438334,666.8,2242.5804402425238,0.0,2,0.0037949388,0.06438334,5.787603,382.17682,493476,1250,0.9232351034879684
2094.9880635738373,0.14216706,653.325,2186.3471962744115,0.0,2,0.014256097,0.14216706,5.809652,373.5673,494247,1252,0.9296914711594582
2099.3231341838837,0.14505239,647.425,2162.1986138314555,0.0,1,0.012902023,0.14505239,5.8049765,371.9712,495011,1253,0.8191278427839279
2103.671322584152,0.10812567,656.525,2200.279636421026,0.0,1,0.0116003435,0.10812567,5.808287,378.17316,496011,1254,-0.055647850036621094
2107.974242210388,0.14816442,637.925,2138.244320382025,0.0,3,0.013200209,0.14816442,5.7743516,367.63086,497382,1257,0.9497813023626804
2112.2989733219147,0.13863719,618.325,2051.7372608003902,0.0,2,0.014490679,0.13863719,5.816361,357.78653,498598,1259,0.8669817745685577
2116.6217889785767,0.12562257,614.7,2034.2047037279165,0.0,1,0.013955684,0.12562257,5.804933,355.9591,499453,1260,0.8211871683597565
2120.9303369522095,0.1519183,606.175,1990.659495759539,0.0,2,0.01208682,0.1519183,5.794127,350.50165,500160,1262,0.8138352781534195
2125.25089097023,0.12789153,609.05,1997.2517778595982,0.0,1,0.013166619,0.12789153,5.8144116,352.6599,501160,1263,0.588115781545639
2129.580248594284,0.09058209,613.975,2026.6561526535388,0.0,1,0.012244951,0.09058209,5.800276,357.30472,502160,1264,0.11918377876281738
2133.9081513881683,0.12393153,603.875,1981.6111135258366,0.0,1,0.013025451,0.12393153,5.830791,352.74286,502756,1265,0.9024959802627563
2138.2605781555176,0.09394482,611.975,2004.7558419394772,0.0,1,0.013040398,0.09394482,5.8815303,357.34076,503756,1266,-0.13651108741760254
2142.590929746628,0.114145696,626.825,2051.5479898394065,0.0,2,0.013789595,0.114145696,5.894695,365.39948,505607,1268,0.5553784370422363
2146.9255068302155,0.080675215,617.675,2075.1893044448407,0.0,2,0.0037812043,0.080675215,5.9178276,362.59137,506833,1270,0.5372626185417175
2151.2630367279053,0.097109765,619.85,2080.1096688456614,0.0,1,0.012025004,0.097109765,5.9075723,363.15723,507833,1271,-0.12355637550354004
2155.9101779460907,0.10737598,626.0,2102.1169711961193,0.0,1,0.011883338,0.10737598,5.9168744,365.89148,508547,1272,0.7915231287479401
2160.2445249557495,0.12968312,641.75,2154.379850466032,0.0,1,0.0138586145,0.12968312,5.9572954,374.32706,509522,1273,0.928831160068512
2164.6173479557037,0.09665103,638.6,2137.1832926376374,0.0,2,0.012806907,0.09665103,5.96873,373.0334,510789,1275,0.6498346924781799
2168.970002889633,0.078238234,649.45,2166.1960281309307,0.0,1,0.010542523,0.078238234,5.9676104,377.8069,511789,1276,0.39202141761779785
2173.3285813331604,0.100919284,667.35,2227.6977530240174,0.0,1,0.010352233,0.100919284,5.957035,388.2849,512789,1277,0.4469395875930786
2177.664946079254,0.07555008,676.45,2258.1685204852934,0.0,1,0.0062609185,0.07555008,5.960139,392.8573,513789,1278,0.7315372824668884
