EpLenMean,entloss,TimeElapsed,EpRewMean,EpThisIter,EpisodesSoFar,optimgain,surrgain,meankl,ev_tdlam_before,TimestepsSoFar,entropy,EpTrueRewMean
94.25,0.0,5703.711368083954,17.011534,10,2729,0.14214273,0.14214273,0.004178255,0.7315305471420288,608499,23.126223,491.332780055205
95.825,0.0,5732.702915906906,16.418743,12,2741,0.34981114,0.34981114,0.013498777,0.796404093503952,611928,23.12369,497.7661148241268
96.575,0.0,5760.857897520065,16.599524,11,2752,0.27378187,0.27378187,0.01352042,0.8111448436975479,615051,23.120195,499.41619945895474
90.575,0.0,5788.980416297913,15.697592,13,2765,0.28194657,0.28194657,0.013817208,0.8303552120923996,618417,23.113436,469.95442156497745
87.05,0.0,5818.45408987999,15.475565,13,2778,0.3365044,0.3365044,0.014635936,0.7880741655826569,621447,23.115461,453.42324167045746
83.425,0.0,5846.44331240654,14.086324,11,2789,0.29123095,0.29123095,0.014951449,0.8336993306875229,624360,23.110441,435.373380776825
85.725,0.0,5875.037582874298,13.988818,11,2800,0.14391528,0.14391528,0.003903793,0.7862751632928848,627372,23.105787,450.56567229850987
88.25,0.0,5902.769075632095,14.648694,12,2812,0.32691717,0.32691717,0.014284102,0.688912957906723,630624,23.103117,465.28544568283996
91.8,0.0,5931.593452215195,14.860712,11,2823,0.28071785,0.28071785,0.014708464,0.7480819523334503,633819,23.10186,481.37004160025145
91.0,0.0,5959.4958646297455,14.742856,11,2834,0.27708492,0.27708492,0.01441415,0.871619239449501,636735,23.099155,476.6233768195216
91.825,0.0,5987.530120134354,15.136187,11,2845,0.27877718,0.27877718,0.014863821,0.8399942070245743,639726,23.096895,476.89511390554765
91.125,0.0,6016.508439540863,14.864675,12,2857,0.30627313,0.30627313,0.0148244165,0.8324622958898544,642933,23.09949,476.5942088779685
86.925,0.0,6044.811374664307,14.624118,12,2869,0.2840916,0.2840916,0.014540878,0.8529249131679535,645945,23.092892,454.44509523419936
88.4,0.0,6073.597970962524,14.596725,11,2880,0.2764888,0.2764888,0.014285619,0.8315988630056381,649023,23.093117,465.35417023653224
88.425,0.0,6101.502674341202,14.222516,12,2892,0.2843982,0.2843982,0.013202427,0.7935757637023926,652284,23.097912,461.5274651100555
91.05,0.0,6130.191306591034,14.382835,12,2904,0.27179265,0.27179265,0.014952351,0.8042130172252655,655542,23.094236,473.50847914993227
88.325,0.0,6158.521961450577,14.573033,12,2916,0.31261986,0.31261986,0.014241312,0.779426783323288,658626,23.099522,461.5210811469854
92.15,0.0,6186.698889255524,15.182385,11,2927,0.16290787,0.16290787,0.0038593356,0.7309504747390747,661764,23.094818,484.353079455071
89.55,0.0,6214.867367744446,15.133911,12,2939,0.3185833,0.3185833,0.01361914,0.79348124563694,664956,23.096638,470.1405350121905
94.15,0.0,6243.585369825363,15.529474,9,2948,0.1462197,0.1462197,0.0038058392,0.7681884914636612,667785,23.095016,495.09987660222544
91.35,0.0,6272.628703594208,15.13837,12,2960,0.29310405,0.29310405,0.014993528,0.7952380627393723,670866,23.09945,479.61861297998183
94.95,0.0,6300.113427400589,15.565089,10,2970,0.32247764,0.32247764,0.014533263,0.7849918156862259,673860,23.101759,496.14113378760646
94.05,0.0,6329.185533285141,15.315226,11,2981,0.14746611,0.14746611,0.003823292,0.7438284754753113,676950,23.10051,483.6500594952001
93.025,0.0,6357.640113353729,14.966855,11,2992,0.15806125,0.15806125,0.0039130356,0.6882558763027191,680019,23.101301,475.0911366439508
94.85,0.0,6386.254110097885,16.349815,11,3003,0.28274557,0.28274557,0.014750105,0.8022395372390747,683358,23.09807,489.3165372769079
97.25,0.0,6414.021958827972,16.483154,11,3014,0.2837532,0.2837532,0.014974501,0.8347669988870621,686475,23.098803,504.26035474943575
91.05,0.0,6443.389944076538,15.541432,13,3027,0.27460515,0.27460515,0.014569044,0.7950522899627686,689703,23.09596,479.03862193483155
92.35,0.0,6471.415707826614,15.240954,11,3038,0.31055388,0.31055388,0.0148706585,0.8047676384449005,692799,23.098787,482.8355769632053
89.2,0.0,6500.00315618515,13.995249,11,3049,0.14943954,0.14943954,0.0037840337,0.7785114049911499,695700,23.099943,464.4762823098561
90.1,0.0,6528.929813861847,14.126083,11,3060,0.31054902,0.31054902,0.01456598,0.803559809923172,698955,23.099468,467.89475131854124
94.7,0.0,6556.93878698349,15.870229,10,3070,0.31175932,0.31175932,0.013364473,0.7492398023605347,701892,23.092464,495.1472928296922
97.875,0.0,6586.01112985611,16.722696,9,3079,0.2944303,0.2944303,0.014101837,0.8363458961248398,704850,23.095112,510.5157727922304
101.15,0.0,6613.5079164505005,17.63001,10,3089,0.29262948,0.29262948,0.013989139,0.807088315486908,707838,23.092785,528.8578045518301
99.625,0.0,6642.652611017227,17.410873,11,3100,0.14012772,0.14012772,0.0039680824,0.8049331903457642,710910,23.094757,523.0665936166037
99.425,0.0,6670.807357549667,16.515173,10,3110,0.15325227,0.15325227,0.004190092,0.8184553980827332,713823,23.094475,523.3648366157174
93.45,0.0,6699.964652776718,15.858408,12,3122,0.32288074,0.32288074,0.01491322,0.8242439180612564,716901,23.0941,488.2404456355524
92.725,0.0,6727.01349902153,16.077188,10,3132,0.17177755,0.17177755,0.0039278,0.5903083682060242,719919,23.092892,484.6178523241829
93.25,0.0,6755.7993953228,15.737741,11,3143,0.2930721,0.2930721,0.014280561,0.7996031194925308,723024,23.088623,484.2740019408808
