meankl,EpLenMean,EpThisIter,EpRewMean,ev_tdlam_before,entloss,TimeElapsed,surrgain,EpisodesSoFar,EpTrueRewMean,optimgain,entropy,TimestepsSoFar
0.008648302,607.4,2,571.9249,0.9077335223555565,0.0,547.8748345375061,0.11634554,405,1674.3156025026533,0.11634554,7.324459,375882
0.008335175,607.75,2,573.82324,0.9272364526987076,0.0,552.2959389686584,0.1372064,407,1684.0551899348634,0.1372064,7.3270917,377922
0.009314067,618.5,3,582.3832,0.9431656636297703,0.0,556.7021353244781,0.09789796,410,1720.4250836986212,0.09789796,7.31929,382683
0.008635402,618.225,1,584.6256,0.9294041320681572,0.0,561.1219553947449,0.1106165,411,1725.1067436590106,0.1106165,7.3163905,384354
0.00814962,622.2,2,592.1708,0.7863222807645798,0.0,565.5042078495026,0.1022307,413,1749.6021788551066,0.1022307,7.3133535,388971
0.008799013,612.725,1,585.5736,0.9193214476108551,0.0,569.9541115760803,0.109350204,414,1730.1431771621028,0.109350204,7.2898726,390426
0.0088115735,600.5,2,579.39374,0.9043713212013245,0.0,574.3200900554657,0.11377472,416,1709.337909466145,0.11377472,7.2656875,393618
0.009259472,611.875,1,589.4107,-0.0841832160949707,0.0,578.7198338508606,0.107143395,417,1745.4332162035903,0.107143395,7.2869267,396618
0.008308975,597.875,2,579.73663,0.9400930106639862,0.0,583.0931830406189,0.13613643,419,1722.8087569012284,0.13613643,7.282226,400629
0.009345604,585.675,1,564.5304,0.8477748930454254,0.0,587.4462642669678,0.11515145,420,1685.2964742168272,0.11515145,7.2729335,401916
0.008614279,590.0,1,572.52167,0.7869260460138321,0.0,591.7872486114502,0.1180676,421,1708.7310999823653,0.1180676,7.27266,404178
0.008513953,591.7,2,576.5299,0.8700008243322372,0.0,596.1510741710663,0.10612881,423,1721.7169467973858,0.10612881,7.249027,406755
0.008853001,596.15,2,583.86444,0.8542451858520508,0.0,600.5649662017822,0.13688546,425,1747.7538692272778,0.13688546,7.243897,409998
0.009136021,587.025,2,579.54865,0.919829897582531,0.0,604.9517855644226,0.11138282,427,1733.1422287963123,0.11138282,7.2297406,414129
0.009721588,605.7,1,597.1455,-0.01980745792388916,0.0,609.3899998664856,0.07595043,428,1784.8836192638082,0.07595043,7.202193,417129
0.009936301,617.5,2,604.9976,0.8969276621937752,0.0,613.80788397789,0.09420698,430,1816.9246315331416,0.09420698,7.218388,421263
0.009020229,623.425,2,612.0126,0.8578110039234161,0.0,618.2309386730194,0.106990874,432,1840.3338523905902,0.106990874,7.2094245,425670
0.008264417,627.35,2,609.68567,0.5028858780860901,0.0,622.6982443332672,0.07552906,434,1833.1877006998052,0.07552906,7.2163243,429771
0.00921822,629.8,1,610.515,-0.051859498023986816,0.0,627.1046884059906,0.07866734,435,1842.6124535689728,0.07866734,7.1942277,432771
0.007540174,637.225,1,612.6575,-0.0191270112991333,0.0,631.5317912101746,0.07183717,436,1851.60824091814,0.07183717,7.2034144,435771
0.008174489,624.775,2,601.92804,0.9260591864585876,0.0,635.9708247184753,0.09753016,438,1817.8091267369368,0.09753016,7.183285,438660
0.009459307,634.775,1,609.93396,-0.12559759616851807,0.0,640.4506189823151,0.08294641,439,1843.6205686556618,0.08294641,7.1769443,441660
0.009447329,631.25,2,604.4064,0.8966298624873161,0.0,644.9184150695801,0.10008625,441,1828.0277174169073,0.10008625,7.183048,444039
0.009069758,633.4,1,608.8544,0.7792096585035324,0.0,649.3428676128387,0.108404964,442,1839.090724953771,0.108404964,7.157657,446412
0.0096077975,638.625,2,614.8455,0.9121034145355225,0.0,653.7535283565521,0.10664142,444,1859.809768182105,0.10664142,7.1505733,450060
0.008789263,646.525,2,622.49384,0.8953687474131584,0.0,658.2173199653625,0.10925024,446,1879.3407799425797,0.10925024,7.1676626,454713
0.009574267,646.075,3,625.0007,0.9013452008366585,0.0,662.6647398471832,0.10056756,449,1881.3810782229762,0.10056756,7.150712,458739
0.009228048,663.475,2,638.15784,0.581697016954422,0.0,667.0641148090363,0.09300253,451,1923.1763066815952,0.09300253,7.176021,463971
0.007651912,657.25,1,631.4225,0.8908274546265602,0.0,671.5172834396362,0.08333759,452,1903.2903658867126,0.08333759,7.1896977,466197
0.008147597,666.175,2,636.94543,0.6616106927394867,0.0,675.9407269954681,0.08850965,454,1917.29305272583,0.08850965,7.212415,470367
0.008314468,660.575,2,631.71906,0.8671270161867142,0.0,680.3796744346619,0.09520996,456,1900.0193773232781,0.09520996,7.2425056,472887
0.008887749,646.85,1,620.7682,0.9256213158369064,0.0,684.8700263500214,0.1134116,457,1863.5634649640924,0.1134116,7.256104,474240
0.009253791,649.375,1,626.4341,0.8690148144960403,0.0,689.3202636241913,0.14191328,458,1880.5127474517653,0.14191328,7.258196,476961
0.009204096,659.675,2,639.65533,0.7397026121616364,0.0,693.7770481109619,0.1061825,460,1920.1595886626899,0.1061825,7.2606196,481077
0.010290122,653.325,2,632.89636,0.929488830268383,0.0,698.1847915649414,0.10357485,462,1903.4727447014689,0.10357485,7.26709,484083
0.00907198,648.775,2,622.1989,0.9097884222865105,0.0,702.643571138382,0.104371786,464,1873.8208750846115,0.104371786,7.250687,487074
0.00899393,650.7,2,620.33435,0.49195659160614014,0.0,707.1115570068359,0.11035703,466,1873.3688222619453,0.11035703,7.22784,490953
0.009312729,663.225,1,631.3,0.7582344710826874,0.0,711.5388753414154,0.105890766,467,1908.1189242165801,0.105890766,7.234135,493716
0.009016573,639.425,2,612.26434,0.9013081416487694,0.0,715.9921228885651,0.15975064,469,1846.4644972546855,0.15975064,7.23033,496860
0.008413615,653.05,2,626.9317,-0.4076632261276245,0.0,720.4033010005951,0.08833441,471,1891.9220512352663,0.08833441,7.1748056,501789
0.009222773,649.7,1,626.41486,0.817109614610672,0.0,724.8222274780273,0.105266124,472,1887.021099282667,0.105266124,7.150987,503634
0.008633606,636.275,1,618.8424,0.8586088120937347,0.0,729.2417452335358,0.1371581,473,1862.482065880476,0.1371581,7.1418414,505023
0.009377588,650.725,2,634.0841,0.8421535044908524,0.0,733.6205868721008,0.11849616,475,1911.0214301616463,0.11849616,7.122314,510858
0.00907742,637.425,2,623.16534,0.8669013977050781,0.0,738.0425612926483,0.10368356,477,1886.1580443200262,0.10368356,7.133837,514086
0.008596068,653.55,1,639.2962,-0.13588404655456543,0.0,742.4719121456146,0.10546037,478,1943.3872399085194,0.10546037,7.1245084,517086
0.0092999,653.55,1,638.98035,0.38118958473205566,0.0,746.9134883880615,0.08606818,479,1946.9936756202321,0.08606818,7.120833,520086
0.009157395,666.8,1,651.9704,0.15669167041778564,0.0,751.3537588119507,0.08902678,480,1989.0612798057687,0.08902678,7.1318803,523086
0.00833082,669.85,2,653.65015,0.933987557888031,0.0,755.6881854534149,0.118096925,482,2001.167770131868,0.118096925,7.1148105,526794
0.008752571,684.975,1,665.46045,-0.002043008804321289,0.0,760.0724608898163,0.08111174,483,2039.5018903912448,0.08111174,7.091183,529794
0.00928714,689.45,1,669.4734,0.8557160347700119,0.0,764.5318565368652,0.13297203,484,2055.8686114572074,0.13297203,7.094359,532794
0.0088904295,685.125,1,663.5828,0.5936672389507294,0.0,768.9863917827606,0.11098576,485,2037.9467874527345,0.11098576,7.093645,534669
0.009385296,678.5,2,654.87537,0.6109716296195984,0.0,773.3791742324829,0.095761925,487,2013.3735016504957,0.095761925,7.08296,538272
0.009364439,697.6,2,676.2345,0.8533298224210739,0.0,777.7518186569214,0.1723063,489,2077.9991897518107,0.1723063,7.068969,542451
0.009488507,697.6,1,676.08936,0.5732561945915222,0.0,782.176570892334,0.09599735,490,2077.583406653507,0.09599735,7.0744147,545451
0.010635238,704.0,1,682.93915,-0.26907312870025635,0.0,786.5485870838165,0.12342152,491,2100.2956209350677,0.12342152,7.0870957,548451
0.008801678,710.45,1,687.2583,0.009908795356750488,0.0,791.0267975330353,0.08296242,492,2115.6088801432334,0.08296242,7.0920367,551451
0.008523143,709.075,3,686.297,0.72895348072052,0.0,795.4133863449097,0.085599855,495,2111.0336421112584,0.085599855,7.1108265,556680
0.009187136,723.275,1,701.3249,-0.07086288928985596,0.0,799.8639554977417,0.08474556,496,2161.7532190881025,0.08474556,7.1118913,559680
0.009490142,737.0,1,713.79065,0.11753463745117188,0.0,804.3334817886353,0.06140453,497,2207.6575064238505,0.06140453,7.097347,562680
0.008695252,704.35,3,676.21893,0.9305993840098381,0.0,808.7725188732147,0.094632775,500,2084.507580473082,0.094632775,7.0706186,565599
0.0110272765,698.95,2,671.0713,0.9286603033542633,0.0,813.1788408756256,0.120558284,502,2064.884430329675,0.120558284,7.0773354,567957
0.009544697,684.25,3,662.3964,0.9488917514681816,0.0,817.6130666732788,0.11073386,505,2031.1568229367635,0.11073386,7.0482755,572184
0.0106771365,695.725,1,676.2689,0.8714617788791656,0.0,822.0023367404938,0.16630127,506,2074.3392100429473,0.16630127,7.0444775,574440
0.009167567,693.35,1,674.49817,0.836696058511734,0.0,826.4557640552521,0.09466298,507,2068.052027123732,0.09466298,7.004744,576918
0.008979784,710.55,1,692.14923,0.17007452249526978,0.0,830.8554186820984,0.08757462,508,2125.107784940933,0.08757462,7.0076942,579918
0.008713931,702.6,2,682.61523,0.853088989853859,0.0,835.2618734836578,0.10233636,510,2096.07283419777,0.10233636,6.9968305,583101
0.0086902045,696.525,1,676.91003,0.8552629947662354,0.0,839.7011728286743,0.12904531,511,2078.1465651734816,0.12904531,7.0180707,585372
0.009385208,706.15,1,685.85803,-0.0953909158706665,0.0,844.0250046253204,0.09941225,512,2112.2690578210795,0.09941225,7.0147233,588372
0.009408526,693.575,2,677.7925,0.8166971057653427,0.0,848.4595568180084,0.10350669,514,2090.836686900075,0.10350669,6.9972544,591087
0.009275436,687.725,1,669.8429,0.8988068103790283,0.0,852.8800492286682,0.10275276,515,2061.6583067212837,0.10275276,6.978637,593385
0.009623037,697.375,2,681.3959,0.8474729806184769,0.0,857.3053488731384,0.10635435,517,2100.3365669394066,0.10635435,6.9708414,597771
0.010570088,690.45,2,675.1797,0.5870280563831329,0.0,861.7081155776978,0.097982235,519,2076.590730897853,0.097982235,6.9790683,602940
0.009105447,690.45,1,677.51624,0.008707046508789062,0.0,866.1314868927002,0.08648412,520,2082.1563257712273,0.08648412,6.9453907,605940
0.009465741,695.95,1,680.7363,0.8980068042874336,0.0,870.4894330501556,0.10770375,521,2096.645475190688,0.10770375,6.923937,608553
0.009766305,706.325,1,688.04504,-0.06840348243713379,0.0,874.9122796058655,0.07948746,522,2124.7911187049226,0.07948746,6.932417,611553
0.008710077,688.2,2,671.5243,0.6549269556999207,0.0,879.3402452468872,0.084547885,524,2070.1302843202475,0.084547885,6.917419,615378
0.009032178,697.575,1,683.0416,-0.0577392578125,0.0,883.7802734375,0.09656813,525,2108.910663204988,0.09656813,6.9155107,618378
0.009231347,687.225,1,675.58777,0.8581801950931549,0.0,888.2241773605347,0.10177028,526,2081.648350508447,0.10177028,6.927858,620136
