EpLenMean,surrgain,EpRewMean,entropy,entloss,EpThisIter,ev_tdlam_before,EpTrueRewMean,meankl,EpisodesSoFar,optimgain,TimestepsSoFar,TimeElapsed
92.825,0.2540002,66.42521,23.370853,0.0,12,0.8838136792182922,462.47257185634896,0.011446826,1414,0.2540002,272625,578.8755781650543
89.9,0.27310395,62.057545,23.36273,0.0,12,0.8996194079518318,444.0241367714314,0.011934331,1426,0.27310395,275568,585.4248914718628
84.9,0.24921656,55.924248,23.358318,0.0,12,0.846784383058548,419.2939543275405,0.012089627,1438,0.24921656,278679,592.0528473854065
87.05,0.30897298,55.466114,23.35058,0.0,10,0.7991720587015152,432.0506383891783,0.01314589,1448,0.30897298,281550,598.7071802616119
89.575,0.29342327,58.314148,23.331964,0.0,11,0.8465009927749634,444.35168727622914,0.011995049,1459,0.29342327,284580,605.1771440505981
91.7,0.27618712,61.28119,23.327166,0.0,11,0.7418320178985596,458.617131513888,0.011422937,1470,0.27618712,287712,611.6670391559601
95.4,0.25061545,64.23279,23.324705,0.0,10,0.8619163334369659,476.0783473529411,0.013265608,1480,0.25061545,290766,618.2595136165619
98.075,0.2398823,68.896866,23.329348,0.0,11,0.8461499065160751,490.98996435270254,0.01241421,1491,0.2398823,294060,625.0204281806946
94.975,0.24653047,65.4822,23.329754,0.0,12,0.8960740640759468,477.21293835920505,0.012198732,1503,0.24653047,297063,631.5620617866516
88.525,0.24909785,59.34242,23.326418,0.0,12,0.8366361260414124,439.9018895490899,0.011734856,1515,0.24909785,300009,638.1576242446899
84.35,0.30235362,55.634285,23.322775,0.0,12,0.8363156765699387,419.3121760560816,0.01328466,1527,0.30235362,303159,644.694479227066
88.55,0.27056596,58.830486,23.316648,0.0,10,0.8730595111846924,439.87746352288593,0.011561047,1537,0.27056596,306186,651.2812714576721
91.625,0.28190958,61.610424,23.317694,0.0,10,0.8938806653022766,454.97481008441,0.012012729,1547,0.28190958,309048,658.1785674095154
94.25,0.25306043,65.361664,23.304216,0.0,11,0.8729521483182907,469.3369371154813,0.01190073,1558,0.25306043,312090,664.9009580612183
88.875,0.2651491,61.57135,23.311502,0.0,13,0.8380106538534164,440.45035590684927,0.013270381,1571,0.2651491,315108,671.608316898346
84.25,0.23620528,57.236744,23.304438,0.0,12,0.8549884855747223,423.03817897574663,0.0128789265,1583,0.23620528,318015,678.3034467697144
86.5,0.2726888,57.76601,23.288065,0.0,10,0.873879075050354,436.29856607172513,0.013181643,1593,0.2726888,320991,684.931883096695
88.05,0.32370716,57.518135,23.299582,0.0,11,0.7921998351812363,444.19122284653594,0.011904966,1604,0.32370716,323904,691.6299297809601
90.775,0.27288184,61.86394,23.301092,0.0,11,0.8173789232969284,458.74487714302705,0.012553791,1615,0.27288184,327063,698.2846078872681
92.575,0.32883155,62.51222,23.300297,0.0,12,0.8048655986785889,469.1299925057877,0.0126800705,1627,0.32883155,330294,704.96702003479
90.8,0.27776694,60.978127,23.29142,0.0,12,0.8395524471998215,458.8812335816524,0.012497818,1639,0.27776694,333402,711.5577199459076
84.95,0.22275929,57.429832,23.291994,0.0,13,0.8353088647127151,431.9829164230456,0.011755021,1652,0.22275929,336456,718.2265694141388
86.575,0.26674506,58.930664,23.288092,0.0,11,0.8303898125886917,438.56883210410797,0.012019079,1663,0.26674506,339468,724.8474702835083
83.525,0.26937693,57.778076,23.277767,0.0,13,0.8583777844905853,422.86884989702287,0.012607573,1676,0.26937693,342654,731.5510077476501
87.325,0.2858715,60.879223,23.270918,0.0,11,0.8327461928129196,440.5214079890517,0.013146051,1687,0.2858715,345744,738.2156341075897
89.825,0.24658303,63.56144,23.271063,0.0,10,0.808237835764885,452.5520397412256,0.012616482,1697,0.24658303,348732,744.8857717514038
88.425,0.2668913,63.69224,23.271502,0.0,12,0.8437041342258453,446.67647087743023,0.013309814,1709,0.2668913,351639,751.5450601577759
88.275,0.2395091,64.94265,23.26984,0.0,12,0.8708421140909195,443.14916338960103,0.012362543,1721,0.2395091,354711,758.2394413948059
88.25,0.3019482,64.07318,23.279867,0.0,11,0.9079086557030678,441.97459714505095,0.013445614,1732,0.3019482,357735,764.877525806427
88.875,0.2662143,62.412903,23.280512,0.0,11,0.8861803486943245,446.6009020841922,0.012907177,1743,0.2662143,360882,771.4838984012604
94.375,0.31399703,63.5542,23.282648,0.0,10,0.8913728669285774,473.59251112470304,0.013422564,1753,0.31399703,363909,778.14084649086
95.15,0.25981948,62.841957,23.280111,0.0,11,0.8732132464647293,473.18556479034214,0.012736658,1764,0.25981948,367008,784.749350309372
99.2,0.2689227,64.30967,23.279072,0.0,9,0.8245249390602112,490.92834845204345,0.012511926,1773,0.2689227,369876,791.2194504737854
99.175,0.24660131,63.990467,23.278315,0.0,10,0.8661448061466217,490.95961833020084,0.012229787,1783,0.24660131,372783,797.8561775684357
95.475,0.30702904,62.633385,23.267332,0.0,11,0.829430565237999,475.53707989060206,0.0124261,1794,0.30702904,375708,804.4816427230835
97.1,0.26198885,65.066,23.269936,0.0,11,0.8620792776346207,483.44340221123787,0.013150893,1805,0.26198885,378870,811.1135573387146
92.925,0.28188428,64.167885,23.275633,0.0,11,0.8197670578956604,467.98672382188124,0.013003511,1816,0.28188428,381987,817.707528591156
98.125,0.14407831,65.69905,23.28304,0.0,9,0.8767826929688454,490.7374842129948,0.0041057384,1825,0.14407831,385155,824.2434484958649
102.275,0.33735138,68.183235,23.272787,0.0,10,0.8739589601755142,503.9707513055184,0.0135755595,1835,0.33735138,388194,830.9636650085449
105.075,0.2881002,69.84961,23.262228,0.0,10,0.8562899231910706,518.3370720449813,0.013439896,1845,0.2881002,391479,837.5408062934875
104.8,0.29782397,71.23202,23.265789,0.0,12,0.8832890465855598,519.2725270799367,0.013030847,1857,0.29782397,394971,844.198059797287
97.875,0.3405944,66.94328,23.266289,0.0,12,0.8589219748973846,485.64758214618666,0.013610201,1869,0.3405944,398106,850.7795188426971
96.2,0.2768361,67.53618,23.263422,0.0,10,0.8503568321466446,476.7565527488335,0.012210528,1879,0.2768361,401175,857.4392642974854
93.975,0.31586713,67.28922,23.260519,0.0,10,0.8412103950977325,466.98627332660624,0.012913237,1889,0.31586713,404073,864.0925168991089
95.225,0.25991595,68.70372,23.25579,0.0,11,0.8596706390380859,469.36881243827594,0.012767626,1900,0.25991595,407082,870.7981977462769
97.85,0.25479645,71.96156,23.247076,0.0,10,0.8689092695713043,486.61075471098354,0.013287432,1910,0.25479645,410070,877.3283245563507
92.725,0.27039605,66.14802,23.24349,0.0,12,0.8580701798200607,461.32146485073736,0.012437046,1922,0.27039605,413190,883.9342002868652
93.075,0.26649675,65.992836,23.244379,0.0,10,0.9072526320815086,464.7539501770372,0.012464045,1932,0.26649675,416169,890.52197265625
90.3,0.29379207,64.58355,23.239992,0.0,13,0.88077761977911,452.43124327403274,0.012506525,1945,0.29379207,419385,897.1579005718231
91.5,0.36251634,63.169323,23.241476,0.0,10,0.8987707942724228,452.8409934526667,0.013393829,1955,0.36251634,422511,903.8263158798218
94.575,0.31129554,66.50441,23.247236,0.0,10,0.8533080518245697,468.53237024482394,0.012826787,1965,0.31129554,425421,910.5564374923706
93.025,0.27431223,64.38435,23.249691,0.0,12,0.9119165614247322,462.18238409471905,0.013094889,1977,0.27431223,428496,917.1041297912598
93.725,0.27063924,65.38418,23.239077,0.0,11,0.8737371116876602,471.05038879115347,0.013626922,1988,0.27063924,431562,923.7978074550629
91.425,0.3126058,63.91964,23.23387,0.0,11,0.8941664919257164,462.1046530027044,0.014230799,1999,0.3126058,434616,930.4992337226868
92.9,0.32752532,64.421486,23.23128,0.0,10,0.7749252468347549,470.0946138993189,0.01382201,2009,0.32752532,437493,937.3926095962524
92.8,0.25815946,63.62683,23.225166,0.0,12,0.8484131246805191,468.1584061223915,0.013476521,2021,0.25815946,440763,944.0341866016388
92.95,0.30542552,64.978165,23.220701,0.0,11,0.8226337730884552,465.77167625140765,0.013847996,2032,0.30542552,443856,950.7172632217407
93.125,0.30220348,66.759415,23.216047,0.0,11,0.8553011566400528,465.1730406477398,0.0144458795,2043,0.30220348,446964,957.2468795776367
93.15,0.25152892,67.48722,23.210123,0.0,11,0.899403765797615,464.46331920795564,0.013074858,2054,0.25152892,450117,963.9261403083801
95.975,0.29246837,69.38938,23.202639,0.0,10,0.8660673797130585,481.99033027206013,0.013177743,2064,0.29246837,453108,970.5216000080109
94.725,0.27749497,66.301476,23.203447,0.0,12,0.8896519541740417,477.2344293837385,0.013648663,2076,0.27749497,456249,977.2028112411499
93.275,0.27025998,65.11899,23.203285,0.0,11,0.8959314599633217,475.4212237626215,0.012872161,2087,0.27025998,459492,983.8396344184875
94.175,0.28603515,66.1848,23.200441,0.0,10,0.7346852123737335,478.2356021083136,0.013783576,2097,0.28603515,462300,990.4237968921661
93.65,0.31973585,66.990616,23.198404,0.0,10,0.8926220834255219,477.62873691090925,0.013823904,2107,0.31973585,465261,997.0431663990021
93.55,0.2782871,67.11184,23.19458,0.0,11,0.8689801394939423,476.25737467537857,0.012986783,2118,0.2782871,468216,1003.5982642173767
97.1,0.30779782,69.126854,23.195879,0.0,9,0.8697688728570938,494.2627206662448,0.014188614,2127,0.30779782,471144,1010.2399878501892
96.525,0.31014398,67.15697,23.19848,0.0,11,0.8986039534211159,488.6002378745667,0.014028836,2138,0.31014398,474216,1016.8279213905334
95.875,0.14693701,65.40723,23.198423,0.0,10,0.9087300077080727,487.80966737297496,0.0037877911,2148,0.14693701,477003,1023.4836282730103
93.4,0.2729944,63.092934,23.200922,0.0,12,0.8689888417720795,475.02214282135793,0.014340345,2160,0.2729944,480060,1030.1226780414581
90.75,0.29345754,59.75069,23.20241,0.0,11,0.8645905703306198,461.4383190943214,0.013418231,2171,0.29345754,483141,1036.840250492096
91.95,0.1493459,59.103077,23.202902,0.0,10,0.8846655860543251,465.9827931265968,0.003784048,2181,0.1493459,486189,1043.2652444839478
96.175,0.17329085,63.211853,23.200678,0.0,11,0.8279634714126587,491.33158623781617,0.0038390374,2192,0.17329085,489531,1049.9315600395203
99.675,0.1381817,66.351944,23.201666,0.0,10,0.9217963069677353,504.9209122313723,0.0037559592,2202,0.1381817,492540,1056.588628768921
98.575,0.3260808,67.9259,23.19993,0.0,11,0.8710312843322754,497.21735164110214,0.014130447,2213,0.3260808,495633,1063.1397724151611
95.375,0.36060262,66.5957,23.197287,0.0,11,0.8541984558105469,479.3336133636629,0.014584145,2224,0.36060262,498753,1069.7747821807861
100.05,0.2807389,69.172775,23.194517,0.0,8,0.8230526000261307,499.52888367614906,0.013253919,2232,0.2807389,501537,1076.2885148525238
101.2,0.2648911,69.3369,23.194908,0.0,10,0.8949751630425453,508.66516596957274,0.0142534785,2242,0.2648911,504684,1082.8187823295593
100.85,0.2667002,68.36339,23.187277,0.0,11,0.8791539222002029,507.41555766075305,0.013168785,2253,0.2667002,507735,1089.3752386569977
104.725,0.30668035,71.50258,23.183104,0.0,10,0.8972806856036186,527.8099371797578,0.01389231,2263,0.30668035,510822,1096.0009541511536
99.425,0.28248256,67.55534,23.179934,0.0,10,0.8698444366455078,501.8676362809056,0.014848225,2273,0.28248256,513804,1102.5129346847534
99.725,0.30770493,67.99787,23.171164,0.0,10,0.8905310183763504,498.3791537105294,0.013840444,2283,0.30770493,516924,1109.1324796676636
100.35,0.27825284,67.798904,23.166681,0.0,10,0.9061013758182526,503.58074961117046,0.014112849,2293,0.27825284,519777,1115.736445903778
100.825,0.2622464,66.281815,23.164068,0.0,9,0.898739404976368,502.1661319334298,0.013650638,2302,0.2622464,522615,1122.3954215049744
102.65,0.29434866,69.97638,23.1643,0.0,9,0.8873536735773087,517.9359354005841,0.013945997,2311,0.29434866,525531,1128.9594926834106
98.9,0.28608668,67.46698,23.160236,0.0,12,0.9254033863544464,504.5411407457219,0.014561699,2323,0.28608668,528792,1135.5957505702972
98.2,0.15328196,66.90379,23.15845,0.0,11,0.8818241506814957,501.04729768607666,0.004010196,2334,0.15328196,531816,1142.226788520813
95.4,0.29010928,66.09829,23.164711,0.0,11,0.9085149317979813,489.77044405915694,0.014264386,2345,0.29010928,535005,1148.7177138328552
95.1,0.2650022,64.6105,23.168457,0.0,10,0.9156767576932907,483.8942530815152,0.014444331,2355,0.2650022,538056,1155.2216548919678
99.175,0.29724714,67.01056,23.170572,0.0,8,0.8369427621364594,502.16656124674245,0.013910103,2363,0.29724714,540693,1161.8193600177765
99.725,0.1382052,67.81283,23.172443,0.0,11,0.8822066858410835,508.473218732677,0.0038125073,2374,0.1382052,543783,1168.4748585224152
99.75,0.16926862,66.66374,23.170332,0.0,11,0.8810763210058212,500.43366717342326,0.0037812465,2385,0.16926862,546975,1175.0501141548157
99.525,0.5701909,65.83942,23.172625,0.0,11,0.8500406593084335,500.56098541523613,0.01439332,2396,0.5701909,550248,1181.6248033046722
95.45,0.3019151,64.06519,23.166506,0.0,10,0.8423082679510117,478.41367850193757,0.013188651,2406,0.3019151,553038,1188.201308965683
94.925,0.15722674,64.536606,23.164974,0.0,11,0.8730797320604324,473.477713278594,0.0038594203,2417,0.15722674,556068,1194.728425502777
93.525,0.14952031,63.982647,23.167397,0.0,11,0.8922929614782333,468.27952003055395,0.0040605348,2428,0.14952031,559080,1201.3863325119019
91.8,0.293876,61.735115,23.162374,0.0,11,0.9084636941552162,457.3313469419207,0.013378491,2439,0.293876,562248,1207.9672408103943
96.05,0.13626054,62.62666,23.158674,0.0,10,0.8898049369454384,483.83930080799763,0.0038289253,2449,0.13626054,565320,1214.5383279323578
103.075,0.1649201,67.31177,23.158709,0.0,9,0.8592973500490189,520.1682366334184,0.00411487,2458,0.1649201,568734,1221.0191903114319
105.45,0.30957782,68.88722,23.150873,0.0,11,0.8869671821594238,528.8989268458347,0.014967153,2469,0.30957782,571998,1227.6745975017548
103.775,0.29393178,68.57101,23.150637,0.0,11,0.8904427736997604,521.4381783899764,0.014072529,2480,0.29393178,574962,1234.3669502735138
102.575,0.37132794,69.06257,23.149412,0.0,9,0.868948757648468,512.3638015259352,0.014856236,2489,0.37132794,577629,1240.8887960910797
94.425,0.15025294,63.357677,23.148703,0.0,11,0.8618520945310593,472.68161872778654,0.004083882,2500,0.15025294,580683,1247.4511759281158
94.575,0.34002477,64.57611,23.14616,0.0,10,0.8709045797586441,476.94022734301143,0.013931597,2510,0.34002477,583650,1254.2661526203156
100.975,0.2868445,69.07637,23.142155,0.0,9,0.8781629353761673,513.5887854843975,0.01436725,2519,0.2868445,586737,1260.8440132141113
99.8,0.14366,70.91315,23.144754,0.0,11,0.8986804932355881,514.4706652552383,0.0037838467,2530,0.14366,589950,1267.3574011325836
100.6,0.15810439,71.8728,23.146257,0.0,11,0.9022588729858398,518.9698866144913,0.0040053525,2541,0.15810439,593028,1273.9735193252563
102.55,0.1651092,71.45422,23.146063,0.0,10,0.8622015565633774,528.9825338622607,0.0041693277,2551,0.1651092,596283,1280.6485693454742
99.725,0.26576102,69.78194,23.144615,0.0,10,0.8789430856704712,509.9277378812552,0.0136038335,2561,0.26576102,599286,1287.3390889167786
103.05,0.32981133,70.258606,23.141926,0.0,9,0.8651660680770874,517.3681188220307,0.013592031,2570,0.32981133,602316,1293.8949689865112
109.675,0.15201846,72.91029,23.14276,0.0,7,0.7983171045780182,549.3738462050835,0.0037722264,2577,0.15201846,605121,1300.4493939876556
109.975,0.2804873,73.459145,23.148924,0.0,10,0.8593343049287796,551.8335114852077,0.013766553,2587,0.2804873,608241,1307.0841903686523
