EpLenMean,surrgain,EpRewMean,entropy,entloss,EpThisIter,ev_tdlam_before,EpTrueRewMean,meankl,EpisodesSoFar,optimgain,TimestepsSoFar,TimeElapsed
110.375,0.25656074,72.92745,23.151533,0.0,10,0.8689187169075012,550.9408899130178,0.014034586,2597,0.25656074,611457,1313.8041031360626
112.525,0.2968766,72.49721,23.155539,0.0,9,0.9128331393003464,568.2489687126666,0.014404175,2606,0.2968766,614625,1320.6239335536957
108.25,0.15455389,68.80274,23.157648,0.0,10,0.868871659040451,549.6350249153038,0.004162004,2616,0.15455389,617853,1327.4329454898834
106.175,0.14376658,69.11521,23.15667,0.0,11,0.8909095898270607,536.4652041090785,0.0038847472,2627,0.14376658,620982,1334.1895914077759
106.375,0.31618613,69.21428,23.154213,0.0,10,0.8406069725751877,540.1446462475202,0.014770975,2637,0.31618613,624222,1340.8715872764587
104.2,0.14070359,68.41676,23.15478,0.0,9,0.9165981635451317,525.4735131688531,0.0038097107,2646,0.14070359,627129,1347.5081350803375
106.225,0.14050847,71.857834,23.152767,0.0,9,0.8674044758081436,534.6437998594678,0.0037726767,2655,0.14050847,630300,1354.3074340820312
111.125,0.15341164,74.033714,23.156244,0.0,9,0.8811294212937355,562.2787844831882,0.0039285384,2664,0.15341164,633426,1361.1049363613129
109.7,0.15673915,73.66655,23.155357,0.0,10,0.8989563137292862,555.2074469878568,0.00406263,2674,0.15673915,636357,1367.8517632484436
111.275,0.37211686,75.988144,23.159016,0.0,10,0.8735422044992447,560.3424871485036,0.014991889,2684,0.37211686,639723,1374.4883773326874
109.475,0.3030744,75.16744,23.163347,0.0,9,0.8306547105312347,552.8243528449769,0.013541651,2693,0.3030744,642591,1381.0132749080658
107.45,0.29724318,72.908165,23.168962,0.0,10,0.8948581665754318,542.7730143232566,0.013801559,2703,0.29724318,645834,1387.5810437202454
106.275,0.1679009,71.747536,23.168951,0.0,11,0.8938504755496979,532.2021856549846,0.003936339,2714,0.1679009,649110,1394.1841769218445
104.525,0.1511018,69.73915,23.169683,0.0,10,0.8885290548205376,528.6190686950251,0.0038799138,2724,0.1511018,652266,1400.9318556785583
107.025,0.27568725,70.84593,23.172136,0.0,9,0.8636080473661423,541.0982590213429,0.014294418,2733,0.27568725,655434,1407.626657485962
107.675,0.2525542,72.35466,23.16854,0.0,9,0.8931667357683182,540.8519308975676,0.013599708,2742,0.2525542,658500,1414.3034510612488
107.5,0.32703704,70.53822,23.168526,0.0,10,0.8440163284540176,538.2009322476458,0.014799951,2752,0.32703704,661410,1420.9324221611023
103.9,0.2720979,66.70923,23.171125,0.0,11,0.9016919508576393,516.2885838197175,0.014204387,2763,0.2720979,664479,1427.6532001495361
106.3,0.15242514,68.63081,23.17283,0.0,8,0.8931290581822395,531.8513565751628,0.0039026225,2771,0.15242514,667368,1434.2844445705414
103.55,0.33574954,66.022446,23.176004,0.0,9,0.8342473804950714,517.3808075290884,0.014022393,2780,0.33574954,670188,1441.0195167064667
105.25,0.342052,69.52785,23.180418,0.0,10,0.8893606215715408,531.0089711213336,0.014978347,2790,0.342052,673515,1447.5658078193665
105.725,0.14698838,69.33073,23.179264,0.0,11,0.8760983198881149,532.9286831136703,0.0039345315,2801,0.14698838,676743,1454.330116033554
101.625,0.13519853,67.88669,23.179022,0.0,11,0.9032856747508049,515.9625093983814,0.003798249,2812,0.13519853,679944,1460.969168663025
96.65,0.14279312,64.35301,23.176996,0.0,11,0.9013867899775505,496.08017425695454,0.003804216,2823,0.14279312,683040,1467.6657102108002
99.925,0.16680968,66.891136,23.177004,0.0,9,0.8460274189710617,513.8933373061443,0.0037718446,2832,0.16680968,686028,1474.2146701812744
101.625,0.14600721,67.9996,23.1783,0.0,11,0.8712168037891388,522.7162897687804,0.003996456,2843,0.14600721,689403,1481.0688557624817
100.25,0.16065457,64.93023,23.176497,0.0,10,0.8888665959239006,514.112563311151,0.0037893597,2853,0.16065457,692229,1487.7347660064697
102.4,0.14707606,68.504295,23.17816,0.0,10,0.8790235742926598,525.8535890919235,0.0040536425,2863,0.14707606,695328,1494.2914781570435
97.075,0.15201682,61.839195,23.178303,0.0,11,0.8572302162647247,503.58233640745965,0.00383253,2874,0.15201682,698499,1501.0710487365723
100.875,0.3305574,65.88064,23.177732,0.0,8,0.8088345676660538,521.0184850908188,0.0044829003,2882,0.3305574,701343,1507.6658253669739
106.7,0.14220333,71.33274,23.175457,0.0,8,0.8401991277933121,548.7304457843767,0.0038469615,2890,0.14220333,704307,1514.412498474121
106.025,0.15675074,69.89583,23.176432,0.0,9,0.8198839873075485,543.5557157562972,0.0039838646,2899,0.15675074,706827,1521.0864534378052
103.325,0.14134674,69.86882,23.177181,0.0,11,0.8780452758073807,521.5724876125263,0.0038403068,2910,0.14134674,709827,1527.848914861679
102.3,0.14717786,70.19486,23.17645,0.0,10,0.8955772519111633,513.8305821321854,0.003987737,2920,0.14717786,712938,1534.4329223632812
99.9,0.28560406,69.41998,23.174337,0.0,9,0.8940600901842117,500.1773037056067,0.01457678,2929,0.28560406,715929,1541.2010929584503
101.7,0.29418454,68.45628,23.172056,0.0,10,0.8506543189287186,507.05543721480336,0.014587737,2939,0.29418454,719031,1547.8689358234406
108.8,0.1480565,72.16487,23.170326,0.0,9,0.8821007683873177,544.8374296957677,0.0039907885,2948,0.1480565,722184,1554.6013448238373
108.325,0.14924867,71.40233,23.170332,0.0,10,0.9171695560216904,547.8480255209117,0.0037856414,2958,0.14924867,725334,1561.4126389026642
108.225,0.1594109,70.658554,23.16903,0.0,9,0.8916663154959679,547.238947142265,0.004316254,2967,0.1594109,728208,1568.298265695572
108.925,0.15390266,71.77275,23.16789,0.0,9,0.9178224131464958,551.8206548488206,0.0040952354,2976,0.15390266,731208,1574.9026634693146
110.325,0.3340872,73.33761,23.166914,0.0,9,0.823594719171524,559.3523053121713,0.014972173,2985,0.3340872,734133,1581.5402402877808
109.625,0.16177347,71.064575,23.164545,0.0,9,0.8731425106525421,555.0719351788763,0.0040583545,2994,0.16177347,737169,1588.2883443832397
109.9,0.16192546,72.331955,23.166483,0.0,10,0.8840712830424309,552.5637551147702,0.0038737422,3004,0.16192546,740385,1594.9814043045044
109.475,0.16411331,73.62257,23.166193,0.0,9,0.9152738600969315,550.5209006866831,0.0041397614,3013,0.16411331,743283,1601.6446621418
104.7,0.27391952,69.79608,23.163336,0.0,11,0.8849555179476738,526.0523275851098,0.013484808,3024,0.27391952,746412,1608.3090994358063
98.325,0.13597783,67.694916,23.157717,0.0,11,0.8971115350723267,493.25145111886997,0.0041704336,3035,0.13597783,749403,1615.0171840190887
96.75,0.30455148,64.72531,23.151531,0.0,10,0.8568108975887299,487.2511833084885,0.01487736,3045,0.30455148,752415,1621.789959192276
97.875,0.17859727,64.136536,23.156658,0.0,10,0.889118455350399,495.2414946153085,0.004709969,3055,0.17859727,755793,1628.4735355377197
101.425,0.15548506,67.65066,23.151451,0.0,10,0.8808676451444626,516.0133601696249,0.0041224137,3065,0.15548506,758838,1635.12677359581
106.9,0.16052328,69.54852,23.152365,0.0,10,0.8573827892541885,544.938369545083,0.0043750396,3075,0.16052328,762231,1641.7556035518646
106.725,0.14170003,69.98855,23.144594,0.0,10,0.9049066230654716,539.6084639860203,0.0038474482,3085,0.14170003,765222,1648.4196014404297
103.775,0.28475082,68.84434,23.145443,0.0,10,0.8890349045395851,523.9403319444276,0.01482545,3095,0.28475082,768246,1655.1154544353485
107.525,0.15288314,70.73927,23.14451,0.0,10,0.9035741612315178,546.0711646128744,0.003909884,3105,0.15288314,771741,1661.8191435337067
106.65,0.30864635,71.847824,23.144045,0.0,9,0.8779917508363724,537.5244354882931,0.014932169,3114,0.30864635,774795,1668.6623063087463
108.175,0.14896394,72.73523,23.143864,0.0,10,0.9410695247352123,546.9041489005992,0.0039378153,3124,0.14896394,777960,1675.3905839920044
109.425,0.28874245,73.20819,23.146002,0.0,10,0.8927945271134377,553.4412427098974,0.014778194,3134,0.28874245,781164,1682.092992067337
111.25,0.17492366,72.61153,23.146568,0.0,8,0.8089838773012161,555.987654173219,0.0041898177,3142,0.17492366,784251,1688.78275680542
110.925,0.1519002,71.26575,23.144205,0.0,9,0.8843973204493523,554.4375153313813,0.0039373226,3151,0.1519002,787332,1695.4532041549683
114.125,0.14383574,71.941956,23.144854,0.0,9,0.9050582051277161,568.8337395321644,0.003939082,3160,0.14383574,790329,1702.2403500080109
115.975,0.15236418,72.41103,23.145327,0.0,8,0.8872161880135536,578.9273913914351,0.0038133818,3168,0.15236418,793245,1708.9458100795746
110.85,0.16046166,71.01874,23.143328,0.0,10,0.9266507253050804,562.1411523515025,0.004366804,3178,0.16046166,796365,1715.8092663288116
109.725,0.18341452,70.83687,23.143332,0.0,10,0.8761444017291069,553.1995157917768,0.004338159,3188,0.18341452,799563,1722.4564957618713
108.375,0.2976476,70.57221,23.140135,0.0,10,0.8688157349824905,547.9386223197946,0.01449737,3198,0.2976476,802740,1729.1892297267914
105.375,0.16010657,69.32319,23.142817,0.0,9,0.8436832576990128,533.0183030653785,0.003986922,3207,0.16010657,805575,1735.9589443206787
104.4,0.14762719,66.20425,23.143064,0.0,11,0.907453827559948,521.755962151585,0.0037583024,3218,0.14762719,808893,1742.6535398960114
107.575,0.15910727,69.28784,23.14477,0.0,9,0.8953257277607918,545.57209583087,0.0040643336,3227,0.15910727,811845,1749.4211206436157
104.05,0.15119655,67.60339,23.14217,0.0,10,0.9155193641781807,535.1323412036302,0.0039409017,3237,0.15119655,815052,1756.0668981075287
105.425,0.29945612,67.25618,23.13898,0.0,10,0.8613903820514679,534.2040547996127,0.01404945,3247,0.29945612,818226,1762.8874418735504
105.65,0.16452542,66.64693,23.134039,0.0,10,0.9112724140286446,538.2934079453014,0.0044124587,3257,0.16452542,821355,1769.3911080360413
107.3,0.15316895,67.4823,23.136051,0.0,9,0.8571065664291382,540.4800899074247,0.0037798306,3266,0.15316895,824355,1776.1478815078735
105.9,0.16152367,68.0305,23.135504,0.0,10,0.9012962803244591,532.272562751032,0.004238081,3276,0.16152367,827478,1782.805379152298
109.425,0.17600147,71.23828,23.135807,0.0,9,0.8790358975529671,556.672189515115,0.003764775,3285,0.17600147,830592,1789.5362315177917
110.275,0.31977293,73.77382,23.127752,0.0,9,0.8893080875277519,556.9639110038312,0.014863774,3294,0.31977293,833730,1796.261822462082
109.575,0.14646131,73.639206,23.129145,0.0,10,0.9365985244512558,557.0023645984935,0.003954824,3304,0.14646131,836997,1802.8844509124756
113.4,0.15422727,74.757706,23.12858,0.0,9,0.9233178868889809,569.3420715939505,0.00418434,3313,0.15422727,840132,1809.6496496200562
112.125,0.15146399,73.47934,23.129475,0.0,9,0.9031827971339226,558.2530158182101,0.0040007276,3322,0.15146399,843225,1816.4043424129486
113.025,0.160939,72.83241,23.130377,0.0,9,0.8922335430979729,563.800052506601,0.003920773,3331,0.160939,846204,1823.090515613556
111.3,0.15190864,70.57796,23.129702,0.0,9,0.876519076526165,555.5865141296997,0.0042472035,3340,0.15190864,849120,1829.773315191269
108.875,0.159194,69.43521,23.128656,0.0,9,0.8896112218499184,544.3767486609349,0.0044123046,3349,0.159194,851970,1836.5614755153656
108.2,0.16811973,68.31799,23.127377,0.0,10,0.8169428259134293,545.5749274751624,0.004727382,3359,0.16811973,855225,1843.1832611560822
106.925,0.162873,67.36789,23.127176,0.0,10,0.886529415845871,539.6440060462884,0.0041747172,3369,0.162873,858255,1849.8494265079498
106.5,0.17727716,69.21257,23.12673,0.0,10,0.8303337395191193,539.6234207933243,0.00461333,3379,0.17727716,861477,1856.4951848983765
107.225,0.15128931,69.03802,23.128153,0.0,9,0.8729660362005234,539.5153787446491,0.0041035046,3388,0.15128931,864519,1863.2093138694763
106.9,0.16590938,69.95154,23.12492,0.0,9,0.931570790708065,537.1762643160388,0.004330584,3397,0.16590938,867396,1869.9456050395966
109.4,0.14313716,72.2473,23.122332,0.0,9,0.931023046374321,548.3467460013238,0.003897661,3406,0.14313716,870453,1876.5293464660645
110.125,0.14862233,71.43872,23.122091,0.0,9,0.9262247011065483,552.5469126752445,0.0039571496,3415,0.14862233,873411,1883.1818146705627
109.15,0.15601167,70.36781,23.12232,0.0,10,0.8914495036005974,549.2847563381647,0.0044359984,3425,0.15601167,876513,1890.0693426132202
105.675,0.1472439,68.685135,23.122381,0.0,11,0.8631779849529266,535.1614248675735,0.0045269737,3436,0.1472439,879801,1896.8239789009094
106.725,0.16248874,69.60414,23.123781,0.0,10,0.8670269250869751,544.8946002055172,0.0041149883,3446,0.16248874,883260,1903.509034395218
105.675,0.15212318,69.96236,23.123297,0.0,10,0.8753860294818878,541.335375154457,0.0039181327,3456,0.15212318,886395,1910.2250373363495
105.2,0.14527369,68.78048,23.122541,0.0,10,0.8850913643836975,536.6225121368591,0.004118652,3466,0.14527369,889542,1916.8974776268005
106.9,0.1933699,69.06467,23.122553,0.0,10,0.8493192046880722,543.4369107960954,0.0042889845,3476,0.1933699,892629,1923.5983340740204
104.4,0.16270135,66.49248,23.121647,0.0,9,0.9172811806201935,529.7591683144567,0.004503873,3485,0.16270135,895527,1930.369121313095
109.0,0.14750193,68.80601,23.120296,0.0,8,0.9056421369314194,554.2788837736193,0.0041106516,3493,0.14750193,898575,1937.104582309723
111.825,0.15647477,70.95793,23.12087,0.0,9,0.9073547944426537,570.1589220342,0.004395806,3502,0.15647477,901497,1943.7857794761658
109.75,0.1527828,70.98572,23.122786,0.0,10,0.8972929045557976,560.8770841616694,0.0043029496,3512,0.1527828,904470,1950.3714623451233
109.975,0.1527519,70.31334,23.122478,0.0,9,0.8737314641475677,562.2413528656795,0.003968098,3521,0.1527519,907452,1957.0410344600677
104.875,0.15212528,67.14696,23.121576,0.0,10,0.8773675933480263,533.3391817715811,0.004053043,3531,0.15212528,910461,1963.667751789093
102.775,0.15328865,66.66338,23.12311,0.0,10,0.9219311326742172,514.3352420050087,0.0043066996,3541,0.15328865,913512,1970.3487541675568
108.525,0.15841867,68.3865,23.126875,0.0,8,0.8950080648064613,546.0129935432376,0.0040016808,3549,0.15841867,916542,1976.9941456317902
107.125,0.15959725,68.08164,23.1262,0.0,10,0.9100754708051682,537.416783894904,0.004298428,3559,0.15959725,919740,1983.7664091587067
110.125,0.17913301,70.4488,23.12712,0.0,8,0.8824381902813911,553.7025976552221,0.0044373763,3567,0.17913301,922341,1990.776463508606
107.8,0.15176222,69.11795,23.124578,0.0,10,0.8746830523014069,543.1557701017082,0.0039004611,3577,0.15176222,925299,1997.4069056510925
101.75,0.1540196,65.7301,23.124836,0.0,11,0.9251732304692268,519.1858486208423,0.0042469827,3588,0.1540196,928398,2004.0723843574524
105.3,0.17062789,69.06349,23.12435,0.0,8,0.8675370961427689,537.0542666686174,0.004032557,3596,0.17062789,931416,2010.769100189209
104.25,0.14785951,70.12843,23.123957,0.0,10,0.9075795784592628,527.2658094454052,0.003844251,3606,0.14785951,934668,2017.4734179973602
106.5,0.16820216,69.85191,23.1216,0.0,10,0.924294725060463,538.8265331618177,0.0042168596,3616,0.16820216,937752,2024.2116396427155
108.725,0.15330637,70.55106,23.120367,0.0,10,0.9155409783124924,550.3149520915583,0.004350474,3626,0.15330637,940902,2030.9002242088318
108.2,0.1433796,67.19887,23.12176,0.0,9,0.8956998661160469,543.0435832789354,0.0039490806,3635,0.1433796,944046,2037.6885302066803
111.925,0.18477786,70.08683,23.120626,0.0,9,0.8889957070350647,566.6268319640669,0.004250829,3644,0.18477786,947262,2044.4439079761505
110.625,0.15753588,70.75238,23.118631,0.0,9,0.8891075402498245,559.5605986934299,0.004479545,3653,0.15753588,950283,2051.2130193710327
109.6,0.14495844,72.66531,23.11701,0.0,11,0.9275320693850517,550.4236533196804,0.0039491956,3664,0.14495844,953415,2057.878404855728
110.725,0.15668342,76.99403,23.114752,0.0,9,0.8972485587000847,558.793630086496,0.0040378245,3673,0.15668342,956673,2064.519684076309
108.175,0.15254714,74.61815,23.113365,0.0,10,0.9095388054847717,547.3610965122284,0.004205671,3683,0.15254714,959769,2071.3438000679016
104.95,0.15402237,71.940285,23.111322,0.0,9,0.896306611597538,529.9185826483425,0.004624474,3692,0.15402237,962622,2078.0737833976746
109.325,0.17947003,73.05337,23.110373,0.0,9,0.867930069565773,553.714576744626,0.004637136,3701,0.17947003,965715,2084.7415640354156
108.3,0.16024175,69.431725,23.11009,0.0,9,0.8907613083720207,550.7012208328117,0.0045570075,3710,0.16024175,968796,2091.4449722766876
112.625,0.16113509,72.87393,23.11214,0.0,8,0.9162411242723465,573.4441070756784,0.0041403635,3718,0.16113509,971844,2098.193556547165
112.95,0.158838,71.37627,23.109373,0.0,11,0.9160859361290932,574.9971560009302,0.0043053254,3729,0.158838,975024,2104.823755264282
110.475,0.16509157,69.57152,23.111078,0.0,10,0.8883615657687187,563.8393426621448,0.004218691,3739,0.16509157,978051,2111.4520020484924
107.75,0.1749045,69.038895,23.110268,0.0,9,0.8795557245612144,550.9086327417342,0.0041890675,3748,0.1749045,980910,2118.0321700572968
107.725,0.14878333,70.354004,23.110416,0.0,8,0.9004385843873024,549.1529170324378,0.0040458245,3756,0.14878333,983757,2124.699660539627
105.275,0.15379526,67.883354,23.109617,0.0,10,0.8722525537014008,533.7119710713475,0.0040179836,3766,0.15379526,986952,2131.411956548691
108.625,0.1671187,70.071175,23.107342,0.0,10,0.8847815468907356,549.2446783997027,0.0040289094,3776,0.1671187,990186,2138.0346829891205
108.0,0.1542761,70.306114,23.10602,0.0,9,0.9077827483415604,550.1725216401339,0.0042285477,3785,0.1542761,993093,2144.697932243347
104.95,0.15493281,67.482506,23.104084,0.0,10,0.8896261230111122,534.7726846625927,0.004132845,3795,0.15493281,996027,2150.948422431946
104.525,0.16462605,68.741615,23.104513,0.0,10,0.8689622581005096,530.3650575343265,0.0045731934,3805,0.16462605,999105,2155.8346617221832
103.575,0.15261917,69.49211,23.108175,0.0,9,0.9071897938847542,520.2865557134544,0.0039540427,3814,0.15261917,1002123,2160.4475750923157
