EpRewMean,entropy,TimeElapsed,optimgain,EpTrueRewMean,EpLenMean,surrgain,TimestepsSoFar,ev_tdlam_before,EpisodesSoFar,meankl,entloss,EpThisIter
405.38934,4.1807804,847.0301523208618,0.059833683,802.699326381214,829.825,0.059833683,614877,0.0012191534042358398,332,0.0067137796,0.0,1
412.21582,4.180792,851.4396374225616,0.0453074,813.0658477121693,845.425,0.0453074,617877,-0.0017937421798706055,333,0.008132563,0.0,1
401.78766,4.17935,855.882744550705,0.05943389,791.5345271022958,822.15,0.05943389,621084,0.43634551763534546,335,0.008256855,0.0,2
401.38828,4.1933355,860.3535215854645,0.04295264,789.571077345253,822.15,0.04295264,624084,-0.06930351257324219,336,0.008019878,0.0,1
401.38004,4.198975,864.7832493782043,0.04112433,790.3194586523291,822.15,0.04112433,627084,-0.0033957958221435547,337,0.008283206,0.0,1
407.25397,4.1965055,869.5568161010742,0.07126704,801.7661978150213,833.625,0.07126704,630084,-0.24902427196502686,338,0.00731844,0.0,1
406.96133,4.2018824,874.1177816390991,0.05019738,800.3975388771456,833.3,0.05019738,633045,-0.016773343086242676,339,0.0066323495,0.0,1
406.3476,4.2177067,878.657840013504,0.059685647,800.4320288085962,833.3,0.059685647,639045,-0.003628849983215332,341,0.008350851,0.0,2
405.98923,4.219515,883.1593489646912,0.050448768,798.8750963710511,833.3,0.050448768,642045,-0.01003563404083252,342,0.007751316,0.0,1
418.29462,4.2040744,887.7702713012695,0.05868687,822.4820053265994,858.625,0.05868687,646989,0.540052980184555,344,0.0067029838,0.0,2
415.24823,4.180305,892.3664779663086,0.056527026,820.195964764836,851.575,0.056527026,649143,0.5414402782917023,345,0.008100647,0.0,1
413.73602,4.194852,896.8583087921143,0.06444253,819.4254339730218,846.95,0.06444253,651588,0.8622878789901733,346,0.007898003,0.0,1
414.09238,4.180849,901.3591554164886,0.052973825,820.3611919644163,846.95,0.052973825,654588,-0.14370191097259521,347,0.00867302,0.0,1
413.35342,4.190086,905.8923349380493,0.044746265,820.1693279323438,845.65,0.044746265,658035,0.33464258909225464,349,0.008106883,0.0,2
419.04874,4.196844,910.4536049365997,0.046030972,834.091867405142,858.0,0.046030972,661035,-0.06631040573120117,350,0.00735446,0.0,1
418.67426,4.1954637,915.0637292861938,0.043350764,834.0194070019649,858.0,0.043350764,664035,-0.008746981620788574,351,0.007873381,0.0,1
418.32602,4.18148,919.7347798347473,0.041752085,833.5572279192753,858.0,0.041752085,667035,-0.052809715270996094,352,0.008399328,0.0,1
417.6526,4.158569,924.250495672226,0.060715657,834.3167261866795,858.0,0.060715657,670035,-0.02698349952697754,353,0.008432716,0.0,1
417.5251,4.18982,928.7974314689636,0.035579525,833.7028032231813,858.0,0.035579525,673035,-0.006577849388122559,354,0.0074140374,0.0,1
417.33682,4.2139215,933.290381193161,0.051489457,834.777587234357,858.0,0.051489457,676035,0.03206956386566162,355,0.007321676,0.0,1
416.92636,4.216913,937.7887494564056,0.047640048,833.9011234675803,858.0,0.047640048,682035,0.007888376712799072,357,0.0068813227,0.0,2
416.73712,4.2042003,942.3034040927887,0.04955005,835.4650557646995,858.0,0.04955005,685035,0.0072408318519592285,358,0.0080378875,0.0,1
419.2897,4.2206364,946.8470733165741,0.05133775,841.1268987585461,865.5,0.05133775,688035,0.00553441047668457,359,0.008029798,0.0,1
419.13516,4.224494,951.3546948432922,0.042999364,841.1447884614278,865.5,0.042999364,691035,-0.10684454441070557,360,0.009898342,0.0,1
419.18848,4.2598495,955.7339050769806,0.04073233,840.3357372547722,865.5,0.04073233,694035,-0.03978598117828369,361,0.00717061,0.0,1
419.333,4.2603755,960.2063286304474,0.055084944,840.5811729801742,865.5,0.055084944,697035,-0.0026335716247558594,362,0.009130403,0.0,1
419.21616,4.257691,964.6598904132843,0.0449258,840.3351227589255,865.5,0.0449258,700035,-1.633167266845703e-05,363,0.007192525,0.0,1
419.55975,4.250883,969.1314270496368,0.046522003,838.8563140836752,865.5,0.046522003,703035,-0.0022764205932617188,364,0.0096739745,0.0,1
420.59546,4.26825,973.5682046413422,0.045985255,839.813911964047,865.5,0.045985255,706035,-0.00024390220642089844,365,0.0068553677,0.0,1
430.02264,4.303961,978.0088181495667,0.062153038,860.3201688845738,886.225,0.062153038,709035,0.00014632940292358398,366,0.007520646,0.0,1
445.00323,4.304653,982.442441701889,0.054732542,887.9601433744789,918.875,0.054732542,713775,0.2835429310798645,368,0.008171579,0.0,2
447.14346,4.3213286,986.8901023864746,0.056178786,892.4153897170538,924.15,0.056178786,716775,0.2264723777770996,369,0.007710573,0.0,1
447.34677,4.322848,991.378627538681,0.049599394,891.8944268377629,924.15,0.049599394,719775,-0.04553484916687012,370,0.0083319,0.0,1
447.7124,4.298606,995.862922668457,0.036915936,890.9946204405321,924.15,0.036915936,722775,-0.012556195259094238,371,0.0085768895,0.0,1
447.81284,4.297325,1000.3906149864197,0.08323239,891.0334900423535,924.15,0.08323239,725775,0.06546688079833984,372,0.0077939746,0.0,1
447.79248,4.285828,1004.8450212478638,0.048954315,888.864528289223,924.15,0.048954315,728775,-0.0064934492111206055,373,0.008981267,0.0,1
449.1324,4.2959313,1009.2723610401154,0.053199634,891.0011207310536,928.325,0.053199634,731775,-0.06860530376434326,374,0.0070414045,0.0,1
458.19928,4.314064,1013.7654905319214,0.042890556,908.2209731643063,947.425,0.042890556,734775,-0.03057730197906494,375,0.008031542,0.0,1
458.32968,4.299261,1018.2875802516937,0.04844787,907.7298957617683,947.425,0.04844787,737775,-0.05669701099395752,376,0.009265142,0.0,1
447.9724,4.2903385,1022.868378162384,0.051162124,886.1936090072164,924.9,0.051162124,741072,0.22632122039794922,378,0.007935666,0.0,2
437.12167,4.2869606,1027.4267525672913,0.06415057,862.8739902442346,899.325,0.06415057,743964,0.47944867610931396,380,0.009239386,0.0,2
436.9659,4.2894273,1031.8883225917816,0.05083839,861.8546525336002,899.325,0.05083839,746964,-0.027888178825378418,381,0.008641245,0.0,1
433.04315,4.2771387,1036.3998777866364,0.0712807,854.0661371470324,890.525,0.0712807,748908,0.43614208698272705,382,0.0081649665,0.0,1
433.06036,4.2912216,1040.9446783065796,0.052326642,853.1556274816734,890.525,0.052326642,751908,-0.044687628746032715,383,0.008558006,0.0,1
437.0014,4.294616,1045.4521398544312,0.051931784,860.2676051388162,899.325,0.051931784,754908,-0.13748598098754883,384,0.0101103075,0.0,1
439.95728,4.290154,1049.9566838741302,0.06191744,864.4170805482927,906.375,0.06191744,757908,-0.1913435459136963,385,0.009351523,0.0,1
441.70392,4.2759457,1054.4216754436493,0.055019338,865.3092378747893,911.0,0.055019338,760908,-0.023916959762573242,386,0.0082662385,0.0,1
439.3003,4.270264,1058.9344074726105,0.060783967,860.2691027851175,905.675,0.060783967,763269,0.10700047016143799,387,0.009086251,0.0,1
439.5705,4.2774725,1063.4394969940186,0.041665465,861.1088029215923,905.675,0.041665465,766269,-0.10246801376342773,388,0.008285284,0.0,1
450.04117,4.2855167,1068.0611124038696,0.045095,879.6903832147557,926.95,0.045095,772269,0.21002167463302612,390,0.007655377,0.0,2
450.47662,4.2792964,1072.4998037815094,0.041614607,879.1906243422115,926.95,0.041614607,775269,0.0067179203033447266,391,0.008311741,0.0,1
450.81665,4.281684,1076.8474552631378,0.06102006,878.1703086411499,926.95,0.06102006,778269,0.03743159770965576,392,0.007835105,0.0,1
451.29645,4.2796702,1081.237422466278,0.04553987,877.2736607280892,926.95,0.04553987,784269,-0.025860905647277832,394,0.009301568,0.0,2
442.32422,4.279081,1085.722725391388,0.06322117,858.5551158028753,907.425,0.06322117,787926,0.0912013053894043,396,0.007940364,0.0,2
441.5838,4.284614,1090.284185409546,0.07269794,858.0909016430127,905.175,0.07269794,790656,0.9065342471003532,397,0.008135799,0.0,1
440.47662,4.2706966,1094.8086292743683,0.054147314,856.9543888728267,902.1,0.054147314,793287,0.9636339619755745,398,0.0074719787,0.0,1
440.57748,4.2431645,1099.3785512447357,0.05614311,858.4795170778194,902.1,0.05614311,796287,-0.15908324718475342,399,0.009319547,0.0,1
434.57217,4.2463374,1103.872963666916,0.061855517,846.0939465757768,889.525,0.061855517,797778,0.09534478187561035,400,0.008294636,0.0,1
434.4328,4.249201,1108.3968617916107,0.042015605,847.0620853508168,889.525,0.042015605,800778,-0.02340257167816162,401,0.008560338,0.0,1
427.40625,4.2513356,1112.9030222892761,0.057934564,834.6172656842937,873.225,0.057934564,804822,0.19894778728485107,403,0.007699741,0.0,2
426.81512,4.254883,1117.4292118549347,0.059401587,836.2952601286372,873.225,0.059401587,807822,-0.19993674755096436,404,0.00835726,0.0,1
425.5843,4.2643166,1121.9286408424377,0.049528062,836.7377901452543,873.225,0.049528062,810822,-0.013841629028320312,405,0.008559854,0.0,1
416.16708,4.2543564,1126.4300663471222,0.05433663,820.8201531189021,854.55,0.05433663,814581,0.025007426738739014,407,0.008883937,0.0,2
420.38068,4.2532344,1130.878779888153,0.04075518,831.6486277780201,865.05,0.04075518,817581,0.002921462059020996,408,0.010467695,0.0,1
419.96622,4.252359,1135.3769278526306,0.037648305,832.9009196122367,865.05,0.037648305,820581,-0.030199646949768066,409,0.007879463,0.0,1
419.56924,4.248923,1139.9035239219666,0.059070777,833.5368878376672,865.05,0.059070777,823581,-0.04343748092651367,410,0.010835711,0.0,1
419.7211,4.252991,1144.394825220108,0.04284347,834.7564471833521,865.05,0.04284347,826581,-0.019508838653564453,411,0.00858312,0.0,1
419.64346,4.245627,1148.9212009906769,0.044557557,836.0435505775331,865.05,0.044557557,829581,-0.001228928565979004,412,0.008158373,0.0,1
419.20264,4.248537,1153.3708136081696,0.07081219,838.4682746937804,864.55,0.07081219,832521,0.6643823087215424,413,0.010082068,0.0,1
419.17813,4.2735653,1157.9089069366455,0.05111421,840.2891180327712,864.55,0.05111421,835521,-0.0005818605422973633,414,0.009652031,0.0,1
419.5213,4.2615356,1162.323534488678,0.049558636,842.2686439217792,864.55,0.049558636,838521,-0.0014944076538085938,415,0.0075151096,0.0,1
419.70865,4.2542334,1166.8068444728851,0.043399576,843.3407258482075,864.55,0.043399576,841521,-0.0020134449005126953,416,0.007040395,0.0,1
429.77002,4.254423,1171.2933988571167,0.06120199,864.9704394103985,887.075,0.06120199,844521,-0.018986821174621582,417,0.009205231,0.0,1
430.26642,4.237617,1175.7923016548157,0.04768929,866.5802255803161,887.075,0.04768929,847521,-0.03602313995361328,418,0.00921276,0.0,1
427.95645,4.2522526,1180.2758021354675,0.064414725,863.9726692359329,884.4,0.064414725,848598,0.6613347232341766,419,0.007868685,0.0,1
433.41632,4.256371,1184.774887561798,0.038241588,876.8157982009482,896.95,0.038241588,851598,-0.0010695457458496094,420,0.009018511,0.0,1
433.6419,4.2607427,1189.3139522075653,0.051994283,878.9005140598407,896.95,0.051994283,854598,-0.005853772163391113,421,0.00971517,0.0,1
437.63104,4.2973094,1193.7896163463593,0.031233639,887.7214649680285,905.75,0.031233639,857598,-0.0029000043869018555,422,0.00782796,0.0,1
437.48877,4.305875,1198.2392098903656,0.047954798,890.2140717459021,905.75,0.047954798,860598,-0.001271367073059082,423,0.008750589,0.0,1
437.50372,4.306032,1202.794476032257,0.053709812,892.5450724601466,905.75,0.053709812,863598,-0.0005186796188354492,424,0.0067827613,0.0,1
437.10822,4.293064,1207.37336063385,0.043454252,894.6850370232653,905.75,0.043454252,866598,-0.033917903900146484,425,0.0073847324,0.0,1
437.341,4.3013844,1211.8772163391113,0.052853756,896.1448046802747,905.75,0.052853756,869598,-0.02098667621612549,426,0.009411509,0.0,1
438.41245,4.297674,1216.3899140357971,0.074487045,894.7624458417127,903.025,0.074487045,871632,0.24931573867797852,427,0.0080582835,0.0,1
427.90787,4.2982445,1220.8822095394135,0.063328676,874.7135447582648,881.2,0.063328676,872013,0.5636801719665527,428,0.00875047,0.0,1
427.6181,4.302313,1225.3930776119232,0.055564694,876.3297785438011,881.2,0.055564694,875013,-0.10858583450317383,429,0.009051551,0.0,1
427.7176,4.2915993,1229.7812566757202,0.07566243,877.8714507513436,881.2,0.07566243,878013,0.4051297903060913,430,0.009443478,0.0,1
427.09122,4.273621,1234.3007526397705,0.04688558,879.1676261418227,881.2,0.04688558,881013,-0.0006413459777832031,431,0.007962166,0.0,1
424.11392,4.264736,1238.7652444839478,0.052132793,877.9798909407771,876.5,0.052132793,886449,0.02453005313873291,433,0.007572586,0.0,2
416.6788,4.261936,1243.2604146003723,0.055732574,866.0201732211474,861.3,0.055732574,890625,-0.0020867586135864258,435,0.009018112,0.0,2
417.0944,4.2581844,1247.7896642684937,0.05243405,867.231632793595,863.35,0.05243405,894258,0.40762418508529663,437,0.008981789,0.0,2
407.47852,4.256468,1252.3222913742065,0.06086346,846.6416097952995,844.275,0.06086346,897600,0.03768891096115112,439,0.00856382,0.0,2
413.71857,4.270994,1256.9014706611633,0.046940662,860.1077256015036,856.85,0.046940662,900600,-0.04615628719329834,440,0.0081150085,0.0,1
413.76862,4.268127,1261.4333260059357,0.06203507,860.508012213049,856.85,0.06203507,903600,-0.003446817398071289,441,0.008270858,0.0,1
421.30548,4.2762055,1265.9440264701843,0.053391926,875.953722911506,873.15,0.053391926,906600,0.008680105209350586,442,0.007969166,0.0,1
420.7627,4.2995625,1270.4909031391144,0.039207406,873.7313343298774,873.15,0.039207406,909600,-0.00014853477478027344,443,0.008242285,0.0,1
420.5896,4.299989,1275.040610551834,0.05416908,873.9467319579544,873.15,0.05416908,912600,0.0008312463760375977,444,0.008771394,0.0,1
420.4876,4.326815,1279.5514886379242,0.04004349,873.5954668545506,873.15,0.04004349,915600,-0.004943490028381348,445,0.0081117945,0.0,1
420.5899,4.340172,1284.03635430336,0.042098425,873.7628940579885,873.15,0.042098425,918600,-0.0034450292587280273,446,0.0095114,0.0,1
429.53946,4.3635025,1288.5477797985077,0.056220993,892.6606864266487,891.825,0.056220993,921600,-0.0040863752365112305,447,0.008745734,0.0,1
429.7058,4.3758945,1293.0665090084076,0.043696824,893.2271705716781,891.825,0.043696824,924600,0.006260275840759277,448,0.008173095,0.0,1
427.63544,4.3684154,1297.5385751724243,0.049494445,888.243690225632,887.075,0.049494445,927030,0.03440821170806885,449,0.0070034396,0.0,1
427.80353,4.366753,1302.0406818389893,0.0553879,888.4188908125525,887.075,0.0553879,930030,0.028962790966033936,450,0.007248482,0.0,1
427.32648,4.372742,1306.566198348999,0.050525174,888.3548480853894,887.075,0.050525174,933030,-0.05122709274291992,451,0.009621005,0.0,1
423.8316,4.3822684,1311.089507818222,0.065551534,880.6932286062878,878.875,0.065551534,935046,0.25278961658477783,452,0.0075894757,0.0,1
424.31097,4.3736343,1315.50394821167,0.05125639,881.3588388254018,879.375,0.05125639,938046,0.01768594980239868,453,0.009793609,0.0,1
423.99918,4.3646297,1320.2189779281616,0.057557847,882.3100420749408,879.375,0.057557847,941046,0.006545841693878174,454,0.00724735,0.0,1
423.4503,4.371641,1324.7330961227417,0.042424485,882.4597739529584,879.375,0.042424485,944046,-0.0033344030380249023,455,0.008587791,0.0,1
423.10187,4.3802767,1329.1929397583008,0.04436589,883.0029267109796,879.375,0.04436589,947046,-0.013299226760864258,456,0.009188561,0.0,1
422.9327,4.3634577,1333.752869129181,0.05349619,883.2980333819332,879.375,0.05349619,950046,0.1872836947441101,457,0.008779169,0.0,1
422.1267,4.3520293,1338.1873226165771,0.039524205,882.8435198561386,879.375,0.039524205,953046,-0.022786855697631836,458,0.007938797,0.0,1
429.504,4.3404613,1342.669144153595,0.042713594,899.3742758414999,895.4,0.042713594,959046,-0.036797165870666504,460,0.008781615,0.0,2
429.03302,4.384344,1347.2179596424103,0.039046925,899.0062961142315,895.4,0.039046925,962046,-0.007538318634033203,461,0.008001829,0.0,1
428.51984,4.3929667,1351.7423450946808,0.040878683,899.1833633385335,895.4,0.040878683,965046,-0.0030421018600463867,462,0.00914941,0.0,1
428.3536,4.3937635,1356.1789021492004,0.045837574,898.6054235952794,895.4,0.045837574,968046,-0.003006577491760254,463,0.007888187,0.0,1
428.33896,4.438239,1360.6264243125916,0.050644778,898.6208392288488,895.4,0.050644778,971046,0.03654682636260986,464,0.009533431,0.0,1
428.40448,4.4335394,1365.0666975975037,0.0389606,898.2454977247514,895.4,0.0389606,974046,-0.002942323684692383,465,0.009300798,0.0,1
427.90683,4.4391217,1369.5143690109253,0.03849803,898.0968064404685,895.4,0.03849803,977046,-3.337860107421875e-06,466,0.008239555,0.0,1
428.79004,4.442988,1374.0520431995392,0.04283721,904.845084260092,903.45,0.04283721,980046,-0.016169071197509766,467,0.0070971246,0.0,1
439.11554,4.438986,1378.507127046585,0.048325606,926.2337489339792,925.275,0.048325606,983046,-4.267692565917969e-05,468,0.007176551,0.0,1
438.90567,4.450221,1382.9841449260712,0.04299632,925.3679520374965,925.275,0.04299632,986046,-0.00010192394256591797,469,0.008830363,0.0,1
438.89902,4.4464726,1387.4482271671295,0.041486807,925.0991703229217,925.275,0.041486807,989046,-0.00643157958984375,470,0.008204501,0.0,1
430.9087,4.4486423,1391.874205827713,0.065237835,906.5921808596407,907.325,0.065237835,992892,0.0026209354400634766,472,0.0077582765,0.0,2
433.22534,4.448521,1396.340072631836,0.045947343,910.9044364611422,912.025,0.045947343,995892,3.93986701965332e-05,473,0.008834444,0.0,1
433.1504,4.442259,1400.8358709812164,0.037280656,909.775535228023,912.025,0.037280656,998892,-0.005266666412353516,474,0.007554966,0.0,1
440.45108,4.4587383,1405.1035153865814,0.057110295,925.3466152715175,927.225,0.057110295,1001892,-0.05283713340759277,475,0.008349115,0.0,1
