EpRewMean,entropy,TimeElapsed,optimgain,EpTrueRewMean,EpLenMean,surrgain,TimestepsSoFar,ev_tdlam_before,EpisodesSoFar,meankl,entloss,EpThisIter
400.5241,4.1971216,506.5666801929474,0.061190717,778.3408721922634,787.45,0.061190717,364857,-0.06978344917297363,236,0.0076006474,0.0,1
400.48138,4.1955886,510.932781457901,0.046785127,779.0518463292312,787.45,0.046785127,367857,0.05575454235076904,237,0.008951526,0.0,1
402.09732,4.1907277,515.280693769455,0.065188065,784.1681336168976,787.45,0.065188065,370857,-0.08834946155548096,238,0.010183865,0.0,1
402.82077,4.188049,519.6345820426941,0.045564752,787.6285372677563,789.05,0.045564752,373857,-0.03220629692077637,239,0.007377319,0.0,1
397.01678,4.1978154,523.9954273700714,0.07035237,774.2893138960759,770.1,0.07035237,374583,0.9141336902976036,240,0.008027442,0.0,1
399.14825,4.1876516,528.3077058792114,0.04998527,776.8809952769548,769.9,0.04998527,377559,-0.08525276184082031,241,0.0073038368,0.0,1
403.88516,4.1758366,532.6365346908569,0.04651054,786.0766374222,773.2,0.04651054,381744,0.5265984237194061,243,0.009317934,0.0,2
409.6839,4.1798487,536.9745736122131,0.080176875,797.969163985483,781.175,0.080176875,384591,0.3241763710975647,245,0.009227384,0.0,2
401.1468,4.1772466,541.2663350105286,0.061487477,781.03396360676,761.85,0.061487477,388272,0.40114283561706543,247,0.0076029114,0.0,2
407.408,4.1747727,545.6157937049866,0.044029254,794.9137784233978,778.5,0.044029254,391272,0.07460027933120728,248,0.008022983,0.0,1
407.42398,4.1885004,549.9269351959229,0.057131246,795.1634421547259,778.5,0.057131246,394272,-0.24042177200317383,249,0.0066212285,0.0,1
412.7215,4.1872168,554.2224910259247,0.049256913,807.5463222274861,792.9,0.049256913,397272,-0.024204373359680176,250,0.00774334,0.0,1
413.4624,4.187371,558.4821047782898,0.04954133,806.9054402729256,792.9,0.04954133,400272,0.05698126554489136,251,0.0071440823,0.0,1
413.33774,4.1819744,562.7681784629822,0.041588835,805.3478541002657,792.9,0.041588835,403272,-0.053591132164001465,252,0.008634521,0.0,1
423.77042,4.184753,566.9887239933014,0.04150413,827.8864422706392,815.2,0.04150413,406272,-0.058446645736694336,253,0.008023405,0.0,1
423.20963,4.1723294,571.2874398231506,0.05145508,826.2447950719245,815.2,0.05145508,409272,-0.06213366985321045,254,0.008716986,0.0,1
422.7132,4.1631193,575.5775759220123,0.059171326,825.1826816782861,815.2,0.059171326,412272,0.03688204288482666,255,0.007348887,0.0,1
423.7464,4.154669,579.8886520862579,0.04377198,825.0754062012478,815.2,0.04377198,415272,0.02862370014190674,256,0.008808793,0.0,1
422.97748,4.1570063,584.1701180934906,0.061981626,822.8797719274386,815.025,0.061981626,418251,0.8555475324392319,257,0.0077680177,0.0,1
424.17163,4.1504283,588.4204354286194,0.038479835,825.4265000451212,815.025,0.038479835,421251,-0.04278302192687988,258,0.0075653694,0.0,1
424.86115,4.1576304,592.7752709388733,0.05756139,825.5154200102028,815.025,0.05756139,424251,0.09682339429855347,259,0.009132749,0.0,1
425.63446,4.1627483,597.08456158638,0.05824741,827.7548249732066,815.025,0.05824741,427251,-0.07650971412658691,260,0.008354342,0.0,1
425.31122,4.163795,601.4052786827087,0.03803085,828.393215527943,815.025,0.03803085,430251,0.029438912868499756,261,0.0072217956,0.0,1
422.84027,4.1616488,605.7506890296936,0.052531462,826.3006474847849,815.025,0.052531462,433251,0.040875256061553955,262,0.010907309,0.0,1
422.3708,4.140082,610.0862050056458,0.051718235,823.0511031683163,815.025,0.051718235,436251,0.05166834592819214,263,0.006806813,0.0,1
424.11615,4.147737,614.3800275325775,0.055666547,827.2812545580173,819.125,0.055666547,440649,-0.004384517669677734,265,0.008525318,0.0,2
423.13312,4.125067,618.7295787334442,0.049751557,823.9426418012093,819.125,0.049751557,443649,-0.010948419570922852,266,0.007535534,0.0,1
425.09995,4.1284785,623.1117520332336,0.077803105,829.375408176752,829.475,0.077803105,446649,-0.041280388832092285,267,0.009088635,0.0,1
429.2962,4.1263204,627.4805369377136,0.046735257,835.4625201855903,840.025,0.046735257,451539,0.1998702883720398,269,0.007684736,0.0,2
441.35864,4.1251836,631.8359251022339,0.06049608,858.4738595532533,861.875,0.06049608,455739,0.7195727527141571,271,0.007235686,0.0,2
437.63614,4.1210866,636.1869654655457,0.051694043,852.702997132525,861.875,0.051694043,458739,-0.01236414909362793,272,0.008302303,0.0,1
440.36923,4.117059,640.460572719574,0.056353796,858.3731249689638,869.125,0.056353796,461739,-0.034320831298828125,273,0.008663655,0.0,1
437.74673,4.1212773,644.7805862426758,0.04940354,853.387866132399,869.125,0.04940354,464739,0.010291099548339844,274,0.008124732,0.0,1
443.25552,4.094818,649.0410435199738,0.029692069,863.746979005475,881.65,0.029692069,467739,0.0021080374717712402,275,0.008036997,0.0,1
441.37665,4.0732365,653.3718309402466,0.040826768,861.2465488287628,882.35,0.040826768,470739,0.003953278064727783,276,0.007124588,0.0,1
441.48682,4.077089,657.6638565063477,0.060172245,860.6374809925146,882.35,0.060172245,473739,0.02263110876083374,277,0.008473421,0.0,1
439.93073,4.089783,661.9607570171356,0.044786505,855.5079377169707,882.35,0.044786505,476739,-0.07567882537841797,278,0.008449962,0.0,1
440.0833,4.069954,666.3048226833344,0.048872903,852.9561652438731,882.35,0.048872903,479739,-0.03747117519378662,279,0.008519717,0.0,1
447.3712,4.06356,670.6068000793457,0.3686429,870.4148019445453,901.25,0.3686429,482733,0.9778407216072083,280,0.009313185,0.0,1
445.62296,4.053413,674.8917076587677,0.054998,866.9914193150362,901.45,0.054998,485733,-0.019617438316345215,281,0.008438711,0.0,1
445.5462,4.0811152,679.1467616558075,0.048878733,868.084049354033,905.425,0.048878733,488733,0.23536831140518188,282,0.0062624514,0.0,1
450.86343,4.0870657,683.4325478076935,0.06103607,877.5821289102951,916.575,0.06103607,491733,-0.25570356845855713,283,0.008001095,0.0,1
459.3211,4.0993633,687.7413964271545,0.05190105,891.7443947878477,935.4,0.05190105,496839,0.5137917995452881,285,0.0095297685,0.0,2
459.4068,4.0893183,692.0826306343079,0.050380036,890.2695810892171,935.4,0.050380036,499839,-0.05637311935424805,286,0.009003413,0.0,1
468.68,4.086243,696.3447117805481,0.06557855,908.3425607909354,954.5,0.06557855,502812,0.638902097940445,287,0.008992851,0.0,1
459.97275,4.0749125,700.6524801254272,0.049957275,891.2261146329998,934.725,0.049957275,506439,0.6007167994976044,289,0.007282319,0.0,2
459.6163,4.087212,705.1180534362793,0.053389832,891.337581696883,933.55,0.053389832,512298,0.9468310475349426,291,0.0057203285,0.0,2
453.44757,4.0761423,709.5085742473602,0.081349954,880.8580304957064,917.95,0.081349954,516426,0.885965384542942,293,0.0077643935,0.0,2
453.59882,4.069853,713.8831162452698,0.059318766,881.2412629680739,917.95,0.059318766,519426,0.39978522062301636,294,0.0082102595,0.0,1
454.07455,4.087402,718.4313390254974,0.050750047,882.6120252380475,917.95,0.050750047,522426,-0.07790899276733398,295,0.007978776,0.0,1
453.40292,4.100619,722.9571478366852,0.04708705,884.7439353030722,917.95,0.04708705,525426,-0.020125865936279297,296,0.008494424,0.0,1
446.87372,4.087883,727.4446902275085,0.050214745,874.2690967186907,906.65,0.050214745,530049,0.010882735252380371,298,0.00789816,0.0,2
446.69263,4.0989065,731.9617824554443,0.044853292,874.184710556807,906.65,0.044853292,533049,-0.0020269155502319336,299,0.0070828423,0.0,1
447.01358,4.136657,736.4261493682861,0.041912906,872.279152622312,906.65,0.041912906,536049,-0.0003590583801269531,300,0.008678934,0.0,1
447.0629,4.146025,740.8705906867981,0.046535064,871.4176825038719,906.65,0.046535064,539049,-0.03039991855621338,301,0.007426438,0.0,1
430.67767,4.1406527,745.2816317081451,0.063990675,841.7128773077026,872.525,0.063990675,543954,0.3930858373641968,304,0.008577309,0.0,3
437.46417,4.162416,749.7371859550476,0.04816795,851.7899132952429,885.875,0.04816795,546954,-0.032807350158691406,305,0.008021029,0.0,1
437.2365,4.182068,754.1589484214783,0.04928864,852.9542213193124,885.875,0.04928864,549954,0.03224903345108032,306,0.007955398,0.0,1
435.92987,4.189903,758.6107404232025,0.05793222,851.8399982659473,885.875,0.05793222,552954,0.04210090637207031,307,0.007981354,0.0,1
423.02792,4.178133,762.9701535701752,0.06587878,827.8651609659421,864.8,0.06587878,558075,0.5217873752117157,310,0.008313906,0.0,3
429.2504,4.2070026,767.4021573066711,0.038329452,841.5626889708452,877.8,0.038329452,561075,-0.013934016227722168,311,0.007799378,0.0,1
429.56488,4.2096562,771.8706622123718,0.045590963,841.693941921598,877.8,0.045590963,564075,-0.02160346508026123,312,0.0077165714,0.0,1
430.11847,4.2052326,776.4334170818329,0.045414165,841.4230114354152,877.8,0.045414165,567075,-0.043399691581726074,313,0.00776906,0.0,1
430.3414,4.1996794,780.8622953891754,0.04160741,842.4935746923278,877.8,0.04160741,570075,-0.006221890449523926,314,0.008647399,0.0,1
430.71454,4.198676,785.3143503665924,0.044295188,842.688646334807,877.8,0.044295188,573075,-0.008888602256774902,315,0.009360322,0.0,1
430.524,4.1975703,789.7630121707916,0.040805437,843.3902461616929,877.8,0.040805437,576075,-0.023510336875915527,316,0.007548067,0.0,1
430.83246,4.1948237,794.1394953727722,0.05417634,845.8105698279342,877.8,0.05417634,579075,0.004292011260986328,317,0.00791983,0.0,1
431.15936,4.1863327,798.5314214229584,0.040653504,845.9853255081391,877.8,0.040653504,582075,-0.010296940803527832,318,0.007717002,0.0,1
428.35928,4.1953664,802.9422044754028,0.07720554,841.7061297494563,870.3,0.07720554,584175,0.17281746864318848,319,0.0070834057,0.0,1
427.19247,4.1840196,807.3250737190247,0.035033606,838.6058961567727,870.35,0.035033606,587175,-0.011383295059204102,320,0.0074856365,0.0,1
426.94537,4.193291,811.8142268657684,0.04822434,840.817191056407,870.35,0.04822434,590175,-0.0015102624893188477,321,0.00882866,0.0,1
426.41193,4.165,816.2767572402954,0.05040241,839.8001234279207,870.35,0.05040241,593175,-0.015796542167663574,322,0.00685744,0.0,1
425.76044,4.14789,820.6248412132263,0.046493117,840.2450905024847,870.35,0.046493117,596175,-0.06591522693634033,323,0.007314912,0.0,1
425.65,4.146242,824.9373507499695,0.053858455,841.9648132217224,870.35,0.053858455,599175,-0.19616520404815674,324,0.0077838907,0.0,1
399.44403,4.178162,829.3181045055389,0.054189257,788.6685126103232,814.15,0.054189257,603510,0.4827510118484497,328,0.008523566,0.0,4
406.12018,4.182034,833.7980725765228,0.04971225,801.0928215460335,828.65,0.04971225,605877,0.3529028296470642,329,0.008139528,0.0,1
406.4255,4.1832614,838.1996991634369,0.06337269,802.5338154815648,828.65,0.06337269,608877,-0.11625909805297852,330,0.0071447496,0.0,1
405.74634,4.1751027,842.6568624973297,0.044682495,802.231047150326,829.825,0.044682495,611877,-0.0019532442092895508,331,0.007804701,0.0,1
