entropy,meankl,TimeElapsed,optimgain,EpisodesSoFar,EpLenMean,entloss,surrgain,TimestepsSoFar,EpRewMean,EpTrueRewMean,ev_tdlam_before,EpThisIter
23.657454,0.009161366,296.0846834182739,0.2036172,872,76.275,0.0,0.2036172,140439,50.239525,373.8982990336643,0.7531136572360992,12
23.650473,0.009671874,302.6232991218567,0.21227744,885,78.375,0.0,0.21227744,143502,51.165977,387.50964576583056,0.7845996618270874,13
23.68653,0.009255886,309.31546115875244,0.20056644,898,80.525,0.0,0.20056644,146622,55.789307,390.2985269809613,0.7595582902431488,13
23.701412,0.009241944,315.83008098602295,0.17938219,911,80.275,0.0,0.17938219,149736,56.00174,388.2810880750412,0.7660592645406723,13
23.698261,0.009788493,322.33822226524353,0.2004121,925,78.475,0.0,0.2004121,152919,54.81791,372.3331708074535,0.8202822357416153,14
23.715654,0.008974798,328.9250297546387,0.205136,940,74.6,0.0,0.205136,156087,48.537056,355.87495067460793,0.8251203149557114,15
23.732746,0.00980697,335.3324661254883,0.21846431,952,75.725,0.0,0.21846431,159045,49.332615,364.63601181402896,0.8051178157329559,12
23.739666,0.009596936,341.8601222038269,0.21219319,966,73.825,0.0,0.21219319,162036,47.273933,360.1710528872942,0.7616480439901352,14
23.730793,0.009025692,348.4681520462036,0.2037574,980,74.725,0.0,0.2037574,165054,48.85205,366.31128085905124,0.7973539531230927,14
23.726988,0.009607311,354.9707646369934,0.20220497,993,73.9,0.0,0.20220497,168117,46.958458,364.52731571771955,0.8249115198850632,13
23.722235,0.009960953,361.5796687602997,0.21080609,1006,74.75,0.0,0.21080609,171006,47.801636,369.4207525537821,0.7588852792978287,13
23.734846,0.010023917,368.04399585723877,0.20771874,1020,76.35,0.0,0.20771874,174216,50.37645,375.0419446352374,0.8130467087030411,14
23.720049,0.011523513,374.6113111972809,0.21172377,1033,75.3,0.0,0.21172377,177153,50.594135,368.09410179052503,0.8112303465604782,13
23.715008,0.009644683,381.05120515823364,0.22756737,1046,77.325,0.0,0.22756737,180285,51.732613,378.989857760036,0.7975886762142181,13
23.690676,0.009635421,387.62034821510315,0.24154676,1060,76.55,0.0,0.24154676,183402,49.49356,375.440777574093,0.7732352763414383,14
23.680597,0.011427378,394.08020663261414,0.326297,1074,74.325,0.0,0.326297,186378,46.834404,365.6691057519474,0.8531325459480286,14
23.692303,0.009352604,400.6679344177246,0.2131616,1087,75.4,0.0,0.2131616,189513,48.77263,370.6450283895225,0.8799970895051956,13
23.71795,0.010251988,407.24798560142517,0.21687737,1100,76.175,0.0,0.21687737,192543,48.954212,377.4470604950513,0.8041411489248276,13
23.711687,0.010687407,413.81983828544617,0.20094523,1112,80.05,0.0,0.20094523,195486,52.742958,399.3768009702123,0.8227599859237671,12
23.711592,0.010817973,420.3919358253479,0.31694984,1125,78.075,0.0,0.31694984,198480,52.62681,386.4995621625095,0.7472297251224518,13
23.7027,0.010037206,426.8042232990265,0.21691762,1138,77.825,0.0,0.21691762,201465,52.54651,386.81449870849536,0.8589022904634476,13
23.703371,0.0103431465,433.35350227355957,0.21430892,1150,78.275,0.0,0.21430892,204417,53.82488,387.68664862043596,0.8250231295824051,12
23.694807,0.010407006,439.8578224182129,0.24699172,1163,79.55,0.0,0.24699172,207567,54.07189,397.41838746047944,0.8262481093406677,13
23.68675,0.010450982,446.43269896507263,0.22284864,1175,80.875,0.0,0.22284864,210531,55.949352,403.4879203174422,0.8260015994310379,12
23.697672,0.01116365,452.90723419189453,0.23661104,1189,79.375,0.0,0.23661104,213687,55.34185,395.015795294224,0.7822082787752151,14
23.704897,0.010250746,459.3770167827606,0.21981233,1201,79.95,0.0,0.21981233,216681,57.118736,393.3409212395375,0.7963734716176987,12
23.717466,0.010745498,465.9622802734375,0.23132388,1213,79.7,0.0,0.23132388,219645,56.537647,395.7120603488987,0.8060106486082077,12
23.713865,0.0107854055,472.4242525100708,0.2279457,1225,82.0,0.0,0.2279457,222642,59.151905,403.3237408474549,0.801715761423111,12
23.722883,0.011049658,478.8711361885071,0.2657701,1239,79.175,0.0,0.2657701,225594,55.542915,390.65048315446,0.6632514297962189,14
23.72282,0.01136235,485.37499475479126,0.25555527,1251,77.55,0.0,0.25555527,228450,52.917126,380.3767156155404,0.8279695063829422,12
23.723942,0.011944459,491.82957911491394,0.21057999,1264,76.675,0.0,0.21057999,231564,50.121502,377.2498462304296,0.8125548660755157,13
23.696224,0.010425573,498.3873567581177,0.21667153,1277,79.475,0.0,0.21667153,234732,50.011395,388.09041205238134,0.8613130450248718,13
23.702387,0.012913105,504.88508343696594,0.22609182,1289,82.65,0.0,0.22609182,237903,51.692223,405.0509867395006,0.8836362063884735,12
23.69562,0.010729225,511.403361082077,0.21953672,1302,84.575,0.0,0.21953672,241245,54.74131,412.0990537716749,0.8427711576223373,13
23.709208,0.010553367,517.8185091018677,0.32633758,1315,86.625,0.0,0.32633758,244530,58.217354,427.3847674766108,0.818916529417038,13
23.695066,0.011168236,524.3389437198639,0.23259187,1326,85.975,0.0,0.23259187,247467,60.53054,425.57531197636325,0.8000471591949463,11
23.697447,0.011509307,530.821592092514,0.22979526,1338,87.8,0.0,0.22979526,250665,59.43214,433.5636641372328,0.7887398451566696,12
23.68133,0.010888097,537.3020761013031,0.24084225,1349,86.15,0.0,0.24084225,253500,56.707497,423.4950438814677,0.8787881582975388,11
23.665033,0.0108433375,543.8611052036285,0.2638477,1361,86.55,0.0,0.2638477,256638,57.48167,426.36841056053225,0.8170611262321472,12
23.660162,0.011548892,550.3365366458893,0.2587061,1372,90.0,0.0,0.2587061,259839,61.04365,444.9608417318248,0.8471386730670929,11
23.641682,0.01055683,556.8442447185516,0.23535167,1385,90.15,0.0,0.23535167,263169,60.94121,448.2496747509073,0.8317281156778336,13
23.636723,0.011713799,563.3821251392365,0.22580296,1397,89.4,0.0,0.22580296,266271,62.765766,448.4483453683648,0.867927148938179,12
23.642656,0.0114826895,569.9559993743896,0.23421773,1409,86.9,0.0,0.23421773,269352,59.72755,434.2896205693649,0.8678615093231201,12
23.644514,0.011510958,576.4446845054626,0.2566331,1421,86.675,0.0,0.2566331,272475,60.623585,430.5906999530499,0.853674441576004,12
23.645243,0.011336181,582.9741225242615,0.2518774,1433,85.525,0.0,0.2518774,275529,59.606525,425.46442296247295,0.8099348843097687,12
23.64925,0.011241989,589.4866049289703,0.2391206,1444,87.75,0.0,0.2391206,278667,61.08684,431.4827764288113,0.8583503067493439,11
23.652342,0.011808395,595.9634640216827,0.22195646,1456,87.5,0.0,0.22195646,281781,60.991882,433.698474059056,0.8887326121330261,12
23.632402,0.01269288,602.5014607906342,0.24705113,1468,88.2,0.0,0.24705113,284880,61.308014,441.355889635711,0.8104247748851776,12
23.629805,0.012491444,609.1235959529877,0.2353271,1481,85.65,0.0,0.2353271,288177,60.003613,430.6840846434061,0.8342656046152115,13
23.618185,0.011248669,615.6944799423218,0.27055722,1493,84.1,0.0,0.27055722,291108,57.908607,429.4598112066971,0.8441931009292603,12
23.616377,0.011079565,622.3977138996124,0.23968862,1506,80.85,0.0,0.23968862,294165,53.266884,409.65318779112147,0.8137403577566147,13
23.618166,0.011007998,628.9776694774628,0.28609735,1517,84.725,0.0,0.28609735,297363,56.694946,425.4522580587437,0.851323813199997,11
23.611982,0.012022538,635.5545268058777,0.217007,1530,84.1,0.0,0.217007,300504,56.806934,417.7377875058157,0.813984677195549,13
23.607256,0.012700411,642.0759904384613,0.24806246,1542,86.45,0.0,0.24806246,303534,58.445335,424.0653330453015,0.807393342256546,12
23.61204,0.011953605,648.5948915481567,0.26476425,1554,83.3,0.0,0.26476425,306534,57.5054,412.4425485227398,0.8203883171081543,12
23.607687,0.012414163,655.5081698894501,0.26637968,1567,85.125,0.0,0.26637968,309750,59.62376,417.7358172245064,0.8773662373423576,13
23.60091,0.011968367,662.1480793952942,0.2819836,1577,87.5,0.0,0.2819836,312900,60.92229,434.8331439237325,0.8680566251277924,10
23.602133,0.010833325,668.7881338596344,0.21335472,1589,89.65,0.0,0.21335472,316014,61.381947,443.03033260595146,0.7896470576524734,12
23.594969,0.011294654,675.4922568798065,0.241508,1599,92.075,0.0,0.241508,318840,61.73821,459.47279633181796,0.8548759371042252,10
23.587381,0.013290275,682.1146128177643,0.25507808,1610,91.15,0.0,0.25507808,321873,60.522865,456.3990441289361,0.8308877646923065,11
23.575865,0.012459646,688.6426823139191,0.23280555,1620,91.5,0.0,0.23280555,324840,61.23424,457.07989080589766,0.7782449275255203,10
23.574154,0.011939775,695.3530080318451,0.2478775,1632,92.85,0.0,0.2478775,327906,63.49647,465.3075105675248,0.8906905055046082,12
23.574213,0.012810318,701.9609985351562,0.28191668,1644,90.9,0.0,0.28191668,331206,63.295082,455.0437417388499,0.8631176799535751,12
23.5661,0.012824504,708.6049411296844,0.24325952,1657,83.8,0.0,0.24325952,334173,58.133434,417.4615697952939,0.8943591415882111,13
23.56624,0.012502326,715.2710890769958,0.25603655,1669,84.75,0.0,0.25603655,337356,59.82749,419.0327097713189,0.8174428641796112,12
23.562578,0.011709545,721.8542292118073,0.24273589,1681,83.2,0.0,0.24273589,340428,58.284557,408.3133614491862,0.8661286532878876,12
23.561285,0.011731532,728.4874358177185,0.3761152,1693,84.475,0.0,0.3761152,343413,57.301613,410.5627952678068,0.837101623415947,12
23.556475,0.01248998,735.2449262142181,0.22345324,1705,83.625,0.0,0.22345324,346482,55.09379,412.57342815411465,0.8619426637887955,12
23.553892,0.012586656,741.9247419834137,0.24822226,1716,87.1,0.0,0.24822226,349524,55.96452,430.2730704341836,0.8483289033174515,11
23.547628,0.012653444,748.4973278045654,0.2500164,1727,87.325,0.0,0.2500164,352440,57.342506,437.6903317101689,0.8808926120400429,11
23.53076,0.013289486,755.2080018520355,0.26826483,1738,88.925,0.0,0.26826483,355326,60.321938,449.61741345223726,0.8269593119621277,11
23.524836,0.011990713,761.8818552494049,0.26122507,1748,90.725,0.0,0.26122507,358272,64.33004,454.42486538814444,0.8376673012971878,10
23.525942,0.012859866,768.4757840633392,0.26887333,1760,90.725,0.0,0.26887333,361458,64.199394,454.5080926034787,0.8265956491231918,12
23.526922,0.0123162605,775.0619020462036,0.28106272,1772,92.175,0.0,0.28106272,364542,65.42307,459.790519746626,0.8442968279123306,12
23.523745,0.013043765,781.6482927799225,0.25762767,1783,89.275,0.0,0.25762767,367476,62.8162,442.17004028386737,0.8148705810308456,11
23.529764,0.012690364,788.1840386390686,0.26019174,1795,89.025,0.0,0.26019174,370668,61.194958,443.82330874093213,0.8808097243309021,12
23.524418,0.012592722,794.8344328403473,0.27704632,1807,85.8,0.0,0.27704632,373731,58.898773,431.1462187870592,0.8302369117736816,12
23.524105,0.012081552,801.4523601531982,0.24741375,1819,86.85,0.0,0.24741375,376833,58.777973,438.3123353422061,0.9058267772197723,12
23.507631,0.012712376,808.0022585391998,0.25410676,1831,87.65,0.0,0.25410676,379878,58.11853,442.09357158284575,0.8904803693294525,12
23.505854,0.012545271,814.6727170944214,0.27611685,1842,87.375,0.0,0.27611685,382950,56.373096,437.93733270938446,0.8709361404180527,11
23.510092,0.013305217,821.344094991684,0.38258913,1854,88.6,0.0,0.38258913,386166,57.2229,441.71593172346036,0.9012696668505669,12
23.518312,0.013536233,827.9513471126556,0.26399404,1864,93.025,0.0,0.26399404,389286,62.241356,467.08494442712,0.8187072426080704,10
23.51269,0.0039410423,834.4701585769653,0.15351431,1874,97.775,0.0,0.15351431,392355,65.885635,491.726900134469,0.8309705853462219,10
23.512877,0.012750486,841.0314440727234,0.2739247,1886,93.225,0.0,0.2739247,395214,62.639843,473.2173892623576,0.81674824655056,12
23.514631,0.01338636,847.5073432922363,0.2668596,1897,90.725,0.0,0.2668596,398178,61.522327,460.7278320026304,0.8550514727830887,11
23.51319,0.012218789,854.1228165626526,0.29239237,1908,87.55,0.0,0.29239237,401217,56.62157,440.65148076847134,0.8656617105007172,11
23.52028,0.012872468,860.7599065303802,0.28622377,1919,89.875,0.0,0.28622377,404292,60.795082,457.1882294960198,0.8742793947458267,11
23.520502,0.013603844,867.4342267513275,0.29900658,1929,91.5,0.0,0.29900658,406983,63.85401,463.70387833418516,0.8853140771389008,10
23.51076,0.013902916,874.1955764293671,0.30056426,1941,89.55,0.0,0.30056426,410025,63.812756,457.2065247786828,0.8225788474082947,12
23.509459,0.013337664,880.8303220272064,0.25466454,1950,91.6,0.0,0.25466454,412893,66.00937,464.0313917564848,0.8966609314084053,9
23.517843,0.013473364,887.4310719966888,0.31162196,1960,96.075,0.0,0.31162196,416070,68.94496,479.6941101258449,0.8561979085206985,10
23.513836,0.013936865,893.9979486465454,0.24782637,1971,95.8,0.0,0.24782637,419061,66.98222,477.6317886143173,0.8713853806257248,11
23.50667,0.013978276,900.614403963089,0.271281,1982,96.5,0.0,0.271281,422019,67.3524,483.55397597810116,0.8082924485206604,11
23.49676,0.012406067,907.1487195491791,0.24201603,1994,93.75,0.0,0.24201603,425343,64.59917,475.75224915461,0.8763711899518967,12
23.486567,0.013252208,913.6985025405884,0.3114813,2005,90.975,0.0,0.3114813,428403,61.356373,463.35486585191995,0.8347035497426987,11
23.4909,0.013572914,920.3549346923828,0.37523702,2016,92.85,0.0,0.37523702,431490,65.41527,481.17166059799854,0.8564645946025848,11
23.489323,0.013950166,927.0385358333588,0.3151645,2027,92.075,0.0,0.3151645,434520,64.97843,469.60531396176356,0.9100712239742279,11
23.490055,0.013999481,933.776614189148,0.28371584,2038,94.975,0.0,0.28371584,437772,68.19225,485.1872676901876,0.8317488580942154,11
23.486101,0.0038086865,940.4385862350464,0.13756984,2048,95.8,0.0,0.13756984,440736,68.614555,485.04977412196683,0.8652450889348984,10
23.484213,0.012882352,947.0117859840393,0.27872658,2058,98.575,0.0,0.27872658,443874,69.64354,494.15963803306875,0.8324608504772186,10
23.485373,0.014837379,953.5354375839233,0.2800688,2069,97.2,0.0,0.2800688,446802,68.64413,487.089522173126,0.8663703203201294,11
23.478094,0.014259811,960.1709456443787,0.32790577,2081,95.875,0.0,0.32790577,450024,66.31254,474.811470990406,0.8210243582725525,12
23.477861,0.014529286,966.6865100860596,0.27164012,2092,95.15,0.0,0.27164012,453519,65.826355,467.81156797344227,0.8591542989015579,11
23.47583,0.014354108,973.3147480487823,0.28247246,2102,96.725,0.0,0.28247246,456435,67.02883,478.6386552942255,0.7598080039024353,10
23.475348,0.013332965,979.9530084133148,0.28901926,2114,97.125,0.0,0.28901926,459549,67.13412,485.19174293172455,0.8550815433263779,12
23.479002,0.013682922,986.5470538139343,0.28154737,2125,96.0,0.0,0.28154737,462951,66.31883,486.2727445832617,0.8504987210035324,11
23.47819,0.013663486,993.1440131664276,0.26847067,2135,94.475,0.0,0.26847067,466074,65.81989,472.49260282501734,0.7961400300264359,10
23.475569,0.014676446,999.6964695453644,0.27373132,2146,100.5,0.0,0.27373132,469302,67.83661,500.57228697537505,0.8612166792154312,11
23.471453,0.014359802,1006.3298714160919,0.26305306,2156,98.3,0.0,0.26305306,472326,66.25621,486.00366213737925,0.85071861743927,10
23.470392,0.014323359,1013.1022968292236,0.2939322,2166,100.375,0.0,0.2939322,475302,67.90406,496.4290344702073,0.8577062338590622,10
23.47088,0.014435372,1019.5868055820465,0.31226808,2175,101.75,0.0,0.31226808,478284,65.36864,505.1049610890697,0.8483768403530121,9
23.467104,0.013587939,1026.3102867603302,0.24359602,2185,104.975,0.0,0.24359602,481626,67.53021,519.5067608165497,0.8784133940935135,10
23.464033,0.013937313,1032.9575848579407,0.29939932,2195,106.95,0.0,0.29939932,484686,68.177345,527.4966981682383,0.8440536856651306,10
23.465555,0.004177305,1039.471992969513,0.13701478,2206,103.775,0.0,0.13701478,487755,67.32378,515.4854181643104,0.8559297174215317,11
23.47046,0.014466556,1046.047746181488,0.3031627,2215,102.425,0.0,0.3031627,490575,68.38987,510.6776380779256,0.911638118326664,9
23.466799,0.004122629,1052.6801209449768,0.13776919,2228,92.1,0.0,0.13776919,493740,63.829185,467.04226259183423,0.8803268149495125,13
23.469988,0.0134035265,1059.2720866203308,0.28604794,2237,93.675,0.0,0.28604794,496713,65.490524,476.186681833221,0.8366371840238571,9
23.471212,0.013043314,1065.8185412883759,0.2856722,2247,98.575,0.0,0.2856722,499824,67.92842,500.05681461829954,0.8703706413507462,10
23.47233,0.014349226,1072.3806009292603,0.2960726,2257,99.325,0.0,0.2960726,502890,71.93943,502.89299606915256,0.7812418341636658,10
23.471699,0.0039200042,1078.9354040622711,0.1483475,2268,102.3,0.0,0.1483475,506016,75.20543,517.565672004968,0.8169708698987961,11
23.46875,0.00407007,1085.402596950531,0.1373489,2280,98.25,0.0,0.1373489,509184,72.0674,496.9649179707975,0.87733244150877,12
23.462399,0.014942177,1092.047789812088,0.2971844,2291,91.15,0.0,0.2971844,512181,64.99001,463.2832831783032,0.8925490379333496,11
23.468512,0.0038982485,1098.6414577960968,0.13802554,2301,96.825,0.0,0.13802554,515487,68.53429,493.5307115617914,0.8751707971096039,10
23.463945,0.013734892,1105.2544796466827,0.29565614,2311,98.625,0.0,0.29565614,518760,66.16029,497.39865505219825,0.8717072159051895,10
23.469172,0.014565382,1111.9150292873383,0.27134126,2322,101.825,0.0,0.27134126,521853,69.382614,513.346123169725,0.890955962240696,11
23.466305,0.0039734095,1118.4338445663452,0.15057197,2332,102.725,0.0,0.15057197,525003,71.42189,521.5419873055034,0.873545378446579,10
23.464907,0.0037953854,1125.0928723812103,0.13739748,2342,99.9,0.0,0.13739748,527865,66.854965,504.234273948298,0.8178201466798782,10
23.457502,0.014220908,1131.6321301460266,0.26610136,2352,98.5,0.0,0.26610136,530949,66.003784,501.5920610108624,0.8620993047952652,10
23.45825,0.014849212,1138.303472995758,0.27543056,2363,103.025,0.0,0.27543056,534480,68.37554,523.9985192531035,0.8676614314317703,11
23.457682,0.0038310594,1144.8383572101593,0.14918964,2374,99.55,0.0,0.14918964,537612,67.89622,505.08117308770613,0.8177294731140137,11
23.457926,0.0041369023,1151.4149060249329,0.1519231,2383,103.25,0.0,0.1519231,540507,70.92208,522.281644841741,0.8252560496330261,9
23.454184,0.0038264368,1158.1545362472534,0.14550246,2394,97.825,0.0,0.14550246,543555,68.32953,494.4648652903141,0.8813606798648834,11
23.45754,0.014912338,1164.7165253162384,0.25196704,2406,96.55,0.0,0.25196704,546822,69.51631,492.0857915120629,0.893120713531971,12
23.454512,0.0038849893,1171.2559468746185,0.16085905,2416,96.325,0.0,0.16085905,549837,67.82935,495.4612076618081,0.8072245121002197,10
23.458738,0.0040557757,1177.799847126007,0.16360503,2425,99.225,0.0,0.16360503,553032,69.4093,511.0823204821477,0.8439345359802246,9
23.458086,0.0040183784,1184.4970779418945,0.15650254,2435,101.6,0.0,0.15650254,556113,69.93235,525.8701534495326,0.8294652849435806,10
23.455156,0.01330783,1191.1490488052368,0.24529907,2445,104.125,0.0,0.24529907,559035,70.38143,534.8720000149622,0.8950436189770699,10
23.448748,0.013220234,1197.711374282837,0.25934187,2455,104.1,0.0,0.25934187,561861,70.818436,531.8847171071524,0.862492099404335,10
23.449686,0.01401789,1204.3109292984009,0.27751833,2466,97.325,0.0,0.27751833,565017,66.63693,496.4085077231367,0.8605493456125259,11
23.445293,0.013730572,1210.7994902133942,0.2720318,2475,99.45,0.0,0.2720318,568047,69.486465,501.93606194437825,0.8833277970552444,9
23.448797,0.0147814965,1217.442468881607,0.35307115,2485,100.6,0.0,0.35307115,571107,67.73623,508.198054469015,0.8179480880498886,10
23.447771,0.0038241476,1224.0719175338745,0.1405775,2495,101.025,0.0,0.1405775,573984,67.372116,513.491226435103,0.8327779620885849,10
23.448954,0.0038396162,1230.729938030243,0.16160059,2504,103.225,0.0,0.16160059,576858,67.505325,518.2688726148443,0.8325463235378265,9
23.4541,0.01428297,1237.2996122837067,0.30648878,2513,104.925,0.0,0.30648878,579897,68.52966,527.9632660646073,0.8935067653656006,9
23.452799,0.0038614627,1243.8692064285278,0.1409453,2523,103.15,0.0,0.1409453,582987,68.26974,518.5096843128547,0.8555831611156464,10
23.452574,0.014109809,1250.7317504882812,0.2908299,2532,106.85,0.0,0.2908299,586008,71.51017,535.345700192616,0.8461910337209702,9
23.448263,0.014467838,1257.3165471553802,0.29119366,2542,106.875,0.0,0.29119366,589092,71.523094,538.4797578922755,0.8149516135454178,10
23.450922,0.003879308,1263.910961151123,0.13604936,2551,108.0,0.0,0.13604936,592200,71.9989,545.0459272321913,0.8494634479284286,9
23.450762,0.0041673505,1270.6215920448303,0.15459387,2561,108.2,0.0,0.15459387,595371,74.441765,546.5034103510302,0.8794881403446198,10
23.44767,0.0147813335,1277.229810476303,0.3217474,2571,105.7,0.0,0.3217474,598440,72.59001,533.8763054543472,0.8642774820327759,10
23.446062,0.0147596,1283.7114822864532,0.28040832,2580,107.075,0.0,0.28040832,601479,75.68423,545.0769024751838,0.8895598649978638,9
23.447203,0.014364643,1290.1763699054718,0.26533395,2591,104.4,0.0,0.26533395,604728,75.281906,529.33209296971,0.8815030381083488,11
23.446295,0.004057305,1296.8080320358276,0.16145328,2600,106.65,0.0,0.16145328,607863,74.98641,538.2821629864075,0.8938367888331413,9
23.443356,0.014571937,1303.3994200229645,0.32657224,2610,107.875,0.0,0.32657224,611094,75.82526,541.7240213666735,0.8867846950888634,10
