entropy,meankl,TimeElapsed,optimgain,EpisodesSoFar,EpLenMean,entloss,surrgain,TimestepsSoFar,EpRewMean,EpTrueRewMean,ev_tdlam_before,EpThisIter
23.441816,0.014939245,1310.0456647872925,0.27212596,2620,106.55,0.0,0.27212596,614265,73.229805,533.3163059601077,0.8783454969525337,10
23.44222,0.014695327,1316.8895597457886,0.32672447,2629,109.85,0.0,0.32672447,617316,74.72477,549.1848891456741,0.9181565940380096,9
23.447592,0.014799089,1323.5766985416412,0.2767033,2640,106.2,0.0,0.2767033,620607,71.04716,529.0599816651409,0.8754808381199837,11
23.448065,0.0038898836,1330.2883882522583,0.1475479,2650,104.725,0.0,0.1475479,623661,69.15181,524.1862226545034,0.9070736393332481,10
23.44578,0.004541494,1336.9269435405731,0.17720242,2660,101.925,0.0,0.17720242,626496,65.132225,510.6397307411151,0.8481827229261398,10
23.444256,0.0040818052,1343.6767845153809,0.15668501,2668,102.625,0.0,0.15668501,629295,67.46946,514.9758165876076,0.8805322125554085,8
23.441412,0.003771842,1350.371019601822,0.14003307,2678,103.35,0.0,0.14003307,632490,66.220276,514.1162871885468,0.8691548705101013,10
23.443869,0.014765028,1357.0588397979736,0.2930106,2688,105.35,0.0,0.2930106,635685,69.56669,527.3403524584209,0.8910772576928139,10
23.442564,0.004187656,1363.7416455745697,0.16966802,2697,108.675,0.0,0.16966802,638754,71.90367,544.3259758037366,0.8547864556312561,9
23.443096,0.0037840975,1370.4764924049377,0.14566906,2705,113.625,0.0,0.14566906,641748,72.04915,567.2164526825497,0.8721060007810593,8
23.443605,0.004336753,1377.1144258975983,0.17033309,2715,111.15,0.0,0.17033309,644838,73.11578,566.4481561407348,0.8956584855914116,10
23.439692,0.014967493,1383.7264597415924,0.2982614,2724,115.125,0.0,0.2982614,647880,75.54848,583.3861868956008,0.8340854495763779,9
23.43986,0.0041822204,1390.4405961036682,0.17320381,2731,117.95,0.0,0.17320381,650853,78.36116,598.4241519540914,0.8432806730270386,7
23.438314,0.004535176,1397.1349058151245,0.16609581,2740,117.75,0.0,0.16609581,654060,78.72372,598.3369035938401,0.8868742510676384,9
23.437582,0.0037724704,1403.8146674633026,0.14771128,2749,116.075,0.0,0.14771128,657129,79.52065,595.8843778192384,0.8621234893798828,9
23.43962,0.0039714174,1410.497222661972,0.14969827,2757,118.95,0.0,0.14969827,659793,80.00804,606.5937786045073,0.8842209428548813,8
23.441645,0.003877389,1417.1940577030182,0.14494103,2768,108.9,0.0,0.14494103,663000,72.07237,556.0539720783343,0.9166876301169395,11
23.440655,0.014618159,1423.8741743564606,0.28406826,2776,111.875,0.0,0.28406826,666003,74.738785,566.7095930651152,0.89092206209898,8
23.43262,0.0038839225,1430.6366395950317,0.1631254,2787,106.075,0.0,0.1631254,669249,72.92178,533.7821969365735,0.9018363654613495,11
23.429281,0.014627984,1437.4168870449066,0.27383655,2798,103.775,0.0,0.27383655,672516,71.093636,518.4367226909496,0.8957545757293701,11
23.434752,0.0040107435,1444.1479506492615,0.13600968,2807,107.775,0.0,0.13600968,675561,71.84604,536.3657027193055,0.9083655700087547,9
23.432207,0.014658436,1450.7698748111725,0.2601451,2818,98.925,0.0,0.2601451,678585,65.52852,495.0139869950726,0.8580143302679062,11
23.435125,0.0040810783,1457.4532103538513,0.19723591,2827,104.25,0.0,0.19723591,681759,66.54382,520.9621748656504,0.8365224599838257,9
23.429605,0.014071503,1464.2103159427643,0.3192972,2838,103.9,0.0,0.3192972,684984,67.85225,520.2113319879376,0.8688671439886093,11
23.429506,0.003962038,1470.8635284900665,0.14486074,2848,101.75,0.0,0.14486074,688029,67.95172,511.625285212977,0.9073560386896133,10
23.435225,0.014337156,1477.4793846607208,0.2958312,2856,110.425,0.0,0.2958312,691230,72.132225,552.1855710125496,0.8496389091014862,8
23.431402,0.014861606,1484.1357111930847,0.35971403,2865,110.55,0.0,0.35971403,694449,73.35578,552.0799731574358,0.8648703098297119,9
23.43239,0.003891522,1490.8173780441284,0.13940318,2876,107.825,0.0,0.13940318,697383,73.12527,546.8495651671174,0.8910017758607864,11
23.433516,0.0038768076,1497.4740917682648,0.14905292,2886,110.575,0.0,0.14905292,700581,75.3719,558.9465161592582,0.9136696383357048,10
23.435064,0.0040153866,1504.2562274932861,0.15520239,2896,106.1,0.0,0.15520239,703962,72.338234,541.6609812125272,0.9085106328129768,10
23.433172,0.0146697825,1510.9240772724152,0.32364705,2905,106.825,0.0,0.32364705,707268,71.15449,548.1993633804134,0.8934776559472084,9
23.431562,0.003953277,1517.7659335136414,0.14127676,2915,109.6,0.0,0.14127676,710181,71.118996,560.4125393777551,0.9065342545509338,10
23.428955,0.014293917,1524.5149548053741,0.26321283,2925,109.2,0.0,0.26321283,713319,69.09444,561.215649548755,0.8980472534894943,10
23.426985,0.004181556,1531.0767068862915,0.14263108,2935,106.175,0.0,0.14263108,716424,67.64954,548.8877472170539,0.8882820755243301,10
23.423334,0.014681444,1537.8077993392944,0.28421545,2946,98.5,0.0,0.28421545,719397,65.02067,504.69970525169595,0.9002473577857018,11
23.42088,0.013825269,1544.5040266513824,0.29229805,2957,99.2,0.0,0.29229805,722802,65.49278,501.28214223325665,0.8555529117584229,11
23.421309,0.0038049426,1551.1974194049835,0.14039639,2966,100.825,0.0,0.14039639,725778,66.032616,510.2857760205214,0.8864331021904945,9
23.419916,0.004073602,1557.8669176101685,0.1434888,2974,104.75,0.0,0.1434888,728721,67.812096,526.1718444817589,0.8358965665102005,8
23.415022,0.0041957255,1564.7615015506744,0.14596663,2985,105.95,0.0,0.14596663,731883,67.45707,533.4129238578859,0.8971441835165024,11
23.414045,0.004274924,1571.472675561905,0.1587925,2995,107.725,0.0,0.1587925,735204,67.972015,551.0890731853594,0.8765203952789307,10
23.416338,0.003927518,1578.2110879421234,0.15221761,3005,107.4,0.0,0.15221761,738312,66.903694,549.3163753235465,0.9010417684912682,10
23.418882,0.004195259,1584.8831243515015,0.20997125,3015,100.9,0.0,0.20997125,741225,63.13088,514.3176287650866,0.8882037326693535,10
23.419008,0.003906903,1591.467414855957,0.17096932,3024,105.8,0.0,0.17096932,744345,67.672775,540.9567550713984,0.7982666045427322,9
23.41862,0.003913001,1598.031099319458,0.13692623,3034,105.925,0.0,0.13692623,747705,66.843445,537.004033528447,0.8567307591438293,10
23.420673,0.0043170117,1604.6569707393646,0.1426925,3044,107.625,0.0,0.1426925,750939,68.525375,540.7829690940995,0.8552621155977249,10
23.418036,0.0040950566,1611.2740433216095,0.17104849,3054,108.925,0.0,0.17104849,753987,70.77427,552.4571957555661,0.8337532877922058,10
23.417543,0.014259417,1617.9800508022308,0.2844727,3064,106.875,0.0,0.2844727,757170,68.15224,537.5207815373318,0.8833696395158768,10
23.42023,0.0039338893,1624.5218324661255,0.1523822,3075,103.125,0.0,0.1523822,760419,67.7032,521.0336519266268,0.892772987484932,11
23.415522,0.01485344,1631.1861219406128,0.29613847,3085,101.775,0.0,0.29613847,763494,66.62139,512.8305407742731,0.8553853929042816,10
23.415533,0.004066422,1637.7380664348602,0.17077002,3094,104.85,0.0,0.17077002,766569,68.649925,530.9782504629529,0.8721726536750793,9
23.401533,0.0038597714,1644.4833447933197,0.14155874,3102,108.25,0.0,0.14155874,769491,71.19896,550.841623601352,0.8702345937490463,8
23.402338,0.0041102497,1651.1371414661407,0.15039445,3111,109.55,0.0,0.15039445,772518,70.57506,557.5881177984991,0.8942636996507645,9
23.403257,0.004041762,1657.6914992332458,0.1516264,3119,113.825,0.0,0.1516264,775305,71.48832,578.5828170651145,0.8863808363676071,8
23.406744,0.014368855,1664.2726876735687,0.28548047,3128,111.6,0.0,0.28548047,778134,71.248634,572.9471155907618,0.8923715502023697,9
23.407549,0.00418609,1670.938892364502,0.15109941,3137,114.025,0.0,0.15109941,781353,71.625,587.3259934212917,0.8779701367020607,9
23.407246,0.0040737377,1677.6305377483368,0.1448645,3147,109.525,0.0,0.1448645,784398,71.11926,566.5339901523869,0.8004892915487289,10
23.405682,0.014174582,1684.3494172096252,0.28309703,3156,109.125,0.0,0.28309703,787464,72.04457,560.4354858910908,0.8537619411945343,9
23.417545,0.003967967,1691.0315713882446,0.15254834,3165,113.95,0.0,0.15254834,790866,75.249794,581.7345880563046,0.8528454750776291,9
23.41699,0.0144899,1697.7480812072754,0.28077,3174,111.425,0.0,0.28077,793803,71.70583,564.4358848806156,0.8984299004077911,9
23.413754,0.004260728,1704.4562969207764,0.15497242,3184,110.15,0.0,0.15497242,796821,72.45221,558.3872130849319,0.8869327679276466,10
23.414713,0.004318439,1711.0336401462555,0.14348209,3191,116.0,0.0,0.14348209,799836,76.11271,590.988757536438,0.8859999850392342,7
23.414242,0.004222927,1717.6199867725372,0.1491032,3197,125.425,0.0,0.1491032,803055,83.41246,640.3775077912358,0.833169013261795,6
23.411871,0.003908677,1724.2812957763672,0.14321838,3206,123.125,0.0,0.14321838,806049,81.900986,625.9441514386649,0.8931256830692291,9
23.410906,0.004250478,1730.9747567176819,0.14250779,3216,123.925,0.0,0.14250779,809286,81.721275,629.0150732835639,0.9112494960427284,10
23.411871,0.0040883413,1737.645221710205,0.15115315,3226,120.325,0.0,0.15115315,812187,78.70311,606.6941749994227,0.88461122661829,10
23.40983,0.0040832497,1744.2622966766357,0.14219171,3235,113.625,0.0,0.14219171,815223,73.72726,571.8440715426938,0.8644532412290573,9
23.413797,0.0039432324,1751.0043263435364,0.14967203,3245,106.275,0.0,0.14967203,818307,69.74028,539.9552946434485,0.8878270238637924,10
23.415934,0.0043958756,1757.6320400238037,0.16066566,3255,104.95,0.0,0.16066566,821484,70.55216,534.0074662966172,0.8971306830644608,10
23.414793,0.004073594,1764.402104139328,0.15175706,3264,106.85,0.0,0.15175706,824346,72.175705,548.8839095568667,0.811607152223587,9
23.405195,0.01470097,1771.0763068199158,0.2704028,3273,108.025,0.0,0.2704028,827568,70.151566,547.4321047406922,0.882288433611393,9
23.403826,0.0042849462,1777.7625796794891,0.15022305,3281,114.575,0.0,0.15022305,830772,74.27367,582.4335004367653,0.8904099315404892,8
23.409689,0.004250016,1784.3171277046204,0.14225933,3291,113.875,0.0,0.14225933,833841,72.200935,575.8601212449183,0.9080738946795464,10
23.411932,0.014440086,1790.9543433189392,0.2836684,3300,115.225,0.0,0.2836684,836880,72.62761,579.4106445063487,0.8736453056335449,9
23.408464,0.004127184,1797.5229301452637,0.16109443,3307,118.25,0.0,0.16109443,839778,74.46074,589.7655313629378,0.874999925494194,7
23.408426,0.0039566094,1804.2178313732147,0.14588718,3318,117.125,0.0,0.14588718,843126,77.301254,585.4291646414242,0.8720931112766266,11
23.407064,0.0041658394,1810.8793544769287,0.15490435,3328,112.45,0.0,0.15490435,846288,75.50105,567.2349732371945,0.8543834388256073,10
23.402422,0.0041999426,1817.562118768692,0.14644459,3337,109.375,0.0,0.14644459,849075,73.97743,550.6411325069621,0.8698470592498779,9
23.397219,0.004142723,1824.3081443309784,0.16060658,3345,111.875,0.0,0.16060658,852291,75.540794,566.2246635473664,0.8850050121545792,8
23.39593,0.004536248,1831.0179586410522,0.17798822,3353,113.775,0.0,0.17798822,855237,74.309364,577.9557744116437,0.8294113278388977,8
23.39471,0.014289595,1837.6169497966766,0.2876199,3363,111.15,0.0,0.2876199,858237,70.92771,560.9275178334615,0.8979097679257393,10
23.400896,0.004614219,1844.2209956645966,0.14337416,3373,113.025,0.0,0.14337416,861348,70.925354,575.2173400328727,0.9097388461232185,10
23.399593,0.0043217437,1850.8846035003662,0.15508203,3382,110.25,0.0,0.15508203,864303,72.1395,569.0826496235793,0.8502327501773834,9
23.39958,0.0041959737,1857.5011854171753,0.15725243,3390,109.825,0.0,0.15725243,867303,71.63499,566.5386960844849,0.8836138695478439,8
23.397943,0.0044141,1864.1232359409332,0.15487261,3399,111.9,0.0,0.15487261,870447,74.75796,582.2720908697679,0.906432569026947,9
23.398748,0.00398829,1870.7923147678375,0.15225336,3409,112.55,0.0,0.15225336,873633,75.262024,584.9076065538587,0.9016280993819237,10
23.396551,0.0040226653,1877.4506809711456,0.15301609,3418,116.125,0.0,0.15301609,876951,75.16311,595.86498592865,0.868297278881073,9
23.389872,0.0046401867,1884.25244474411,0.18419084,3427,118.475,0.0,0.18419084,880269,74.64217,605.8020297242097,0.8773409500718117,9
23.38983,0.004347642,1890.8539371490479,0.15329461,3434,122.375,0.0,0.15329461,883383,74.75395,625.4283035092476,0.8285502046346664,7
23.390387,0.0041550472,1897.4924941062927,0.16505122,3442,123.375,0.0,0.16505122,886116,74.923195,625.5821123810867,0.8824091479182243,8
23.387674,0.0039911387,1904.1787288188934,0.14925495,3452,118.1,0.0,0.14925495,889122,73.43208,598.8703461899661,0.9003215059638023,10
23.389387,0.003874212,1910.914659500122,0.1353217,3461,121.25,0.0,0.1353217,892530,73.45564,609.0178985095847,0.8527961373329163,9
23.390303,0.0038308369,1917.5499403476715,0.14164263,3471,114.075,0.0,0.14164263,895830,72.05818,571.4309709435918,0.8571116626262665,10
23.391191,0.004030765,1924.1689286231995,0.14552028,3480,111.125,0.0,0.14552028,898659,72.535416,559.0508554026549,0.8819791376590729,9
23.389154,0.004023486,1930.864712715149,0.13773468,3490,110.3,0.0,0.13773468,901707,72.17623,547.5913547231178,0.8467243760824203,10
23.388979,0.0040911464,1937.5943431854248,0.14398427,3499,108.325,0.0,0.14398427,904785,73.09009,541.1681698171,0.8994456231594086,9
23.391378,0.014274296,1944.2909018993378,0.27046353,3507,110.925,0.0,0.27046353,907599,72.92737,548.1771342189228,0.8718564212322235,8
23.390364,0.0042119166,1950.9463999271393,0.14940426,3516,108.075,0.0,0.14940426,910392,68.624794,532.6493987364848,0.8738371878862381,9
23.387144,0.0040782606,1957.6125910282135,0.14805731,3525,109.25,0.0,0.14805731,913293,69.592545,545.4706270212728,0.8985414057970047,9
23.390377,0.0042135674,1964.330626964569,0.15524147,3533,111.75,0.0,0.15524147,916188,72.74514,564.0261608929117,0.8786224275827408,8
23.389582,0.0042335796,1971.0785357952118,0.15204853,3541,112.85,0.0,0.15204853,919146,74.49237,575.2556183990782,0.9249633699655533,8
23.386492,0.0040457193,1977.7508068084717,0.14544317,3552,111.825,0.0,0.14544317,922626,76.670235,575.3834919860441,0.9149009063839912,11
23.386211,0.0040271557,1984.529503107071,0.1615552,3561,114.225,0.0,0.1615552,925899,79.61118,589.0700358506182,0.8600355535745621,9
23.38151,0.0040432652,1991.2315509319305,0.14735956,3570,115.675,0.0,0.14735956,929022,77.68949,589.3978126343648,0.9076901227235794,9
23.387918,0.004017424,1997.896248102188,0.15403432,3580,111.475,0.0,0.15403432,932208,73.58505,566.3942218446219,0.873416393995285,10
23.391356,0.0039560283,2004.4145503044128,0.14595714,3590,108.725,0.0,0.14595714,935202,70.872696,551.337827551826,0.8964986950159073,10
23.386557,0.014132212,2011.0337359905243,0.26491016,3600,106.125,0.0,0.26491016,938373,68.024284,535.0471244688551,0.8969885036349297,10
23.388853,0.0042364476,2017.623613357544,0.15680718,3610,102.65,0.0,0.15680718,941340,67.53967,521.921475773233,0.8818974494934082,10
23.386541,0.0045052934,2024.3213143348694,0.15520631,3619,104.45,0.0,0.15520631,944541,70.11446,529.7652848503678,0.8848748058080673,9
23.387934,0.004700671,2031.0160357952118,0.1652331,3628,107.675,0.0,0.1652331,947415,71.654945,549.7817510864088,0.87736626714468,9
23.389399,0.0038819173,2037.662317276001,0.15322956,3637,108.9,0.0,0.15322956,950427,71.8427,558.3121966077923,0.855524554848671,9
23.38582,0.003907754,2044.2985467910767,0.12755258,3647,107.15,0.0,0.12755258,953412,70.180824,548.6110406513894,0.8878166899085045,10
23.384928,0.0044630095,2050.885950565338,0.15822873,3657,104.725,0.0,0.15822873,956502,68.30022,535.9855097488529,0.8775387853384018,10
23.382975,0.0039904304,2057.5972888469696,0.15474534,3665,109.6,0.0,0.15474534,959541,71.32007,559.0317816215093,0.8399417847394943,8
23.390852,0.0038148984,2064.3305883407593,0.15627602,3674,108.05,0.0,0.15627602,962439,69.55799,552.3859830826843,0.8967142626643181,9
23.388918,0.0040622647,2070.899599313736,0.1535751,3682,112.4,0.0,0.1535751,965373,73.2478,570.5452284886582,0.8574899286031723,8
23.387468,0.004028118,2077.54701256752,0.14693877,3691,118.45,0.0,0.14693877,968634,76.973495,604.267920650042,0.8810730874538422,9
23.390444,0.0041960683,2084.2209498882294,0.14572306,3701,118.15,0.0,0.14572306,972210,74.96544,603.6619676487135,0.869787335395813,10
23.389078,0.003945902,2090.655690908432,0.1572538,3710,117.75,0.0,0.1572538,975297,75.10203,599.0137555364238,0.8719510734081268,9
23.388693,0.004955285,2097.266891479492,0.18240596,3719,114.275,0.0,0.18240596,978267,73.73213,587.1299541106467,0.8394923359155655,9
23.391119,0.004016757,2103.9014728069305,0.15152282,3728,115.325,0.0,0.15152282,981180,74.1275,594.295142542385,0.9012597426772118,9
23.391619,0.004714179,2110.535416126251,0.17243913,3737,107.425,0.0,0.17243913,984072,71.20297,553.0584748495585,0.7817290872335434,9
23.392511,0.014726064,2117.2517783641815,0.29154465,3746,110.15,0.0,0.29154465,987279,73.31417,564.8422049562056,0.915184773504734,9
23.393305,0.0040561846,2123.85200881958,0.14321294,3754,112.725,0.0,0.14321294,990219,73.987885,577.8631657093954,0.8172246962785721,8
23.392267,0.004185507,2130.4915342330933,0.15330024,3764,112.35,0.0,0.15330024,993318,73.87957,573.8341777178854,0.8612727075815201,10
23.392332,0.0042136908,2137.120586872101,0.15515119,3775,109.0,0.0,0.15515119,996543,72.19167,560.0032683961781,0.8728772848844528,11
23.387716,0.004428979,2143.885615348816,0.15780601,3785,106.725,0.0,0.15780601,999705,70.81483,544.9211657951363,0.8792444616556168,10
23.3938,0.0045112735,2150.1857945919037,0.15411384,3794,107.425,0.0,0.15411384,1003110,72.59208,550.5352343419341,0.9140644893050194,9
