entloss,meankl,ev_tdlam_before,TimestepsSoFar,EpisodesSoFar,optimgain,EpRewMean,TimeElapsed,surrgain,entropy,EpTrueRewMean,EpLenMean,EpThisIter
0.0,0.004366814,0.7800290733575821,874218,3457,0.17013124,70.56008,1876.665484905243,0.17013124,22.96557,565.6791017172303,112.2,7
0.0,0.0044676494,0.871008962392807,877083,3466,0.16313788,71.73911,1883.4949297904968,0.16313788,22.965334,575.0075120777234,113.875,9
0.0,0.0047583417,0.9183606654405594,880089,3474,0.1519613,72.810684,1890.0765206813812,0.1519613,22.965984,586.9582417484896,116.425,8
0.0,0.003865295,0.8961702063679695,883071,3483,0.13650084,73.10311,1896.704836845398,0.13650084,22.967752,589.1902507913638,116.825,9
0.0,0.0045367843,0.9093027338385582,885945,3493,0.15661441,66.10855,1903.2419300079346,0.15661441,22.967062,553.2890059867613,109.15,10
0.0,0.0040344703,0.8616450875997543,888825,3501,0.17352328,69.51791,1909.8932855129242,0.17352328,22.973406,563.5027093977994,109.95,8
0.0,0.004179866,0.8534734547138214,891906,3511,0.1645331,69.291466,1916.6644995212555,0.1645331,22.973309,552.9229732969036,107.9,10
0.0,0.003981627,0.8772025853395462,895161,3521,0.13292298,66.15712,1923.292321920395,0.13292298,22.97288,538.41830710958,105.0,10
0.0,0.004177452,0.9145697727799416,898299,3532,0.15808684,65.73427,1929.953843832016,0.15808684,22.974281,538.9808340512261,105.4,11
0.0,0.00454141,0.8990582898259163,901377,3542,0.17103006,64.52974,1936.6060750484467,0.17103006,22.97508,519.807981475968,101.975,10
0.0,0.0041810246,0.9098434373736382,904386,3551,0.1618441,65.694115,1943.3682205677032,0.1618441,22.982826,528.9817192729653,104.0,9
0.0,0.0041771354,0.8856727182865143,907122,3560,0.153053,65.69908,1949.9577600955963,0.153053,22.983807,518.5314722862915,101.65,9
0.0,0.0041978145,0.9187052547931671,909945,3569,0.1531959,68.87068,1956.5788791179657,0.1531959,22.983318,534.4680928378033,104.4,9
0.0,0.004276738,0.8876564428210258,912882,3577,0.14176169,71.03577,1963.3328535556793,0.14176169,22.98177,555.3564043955068,108.025,8
0.0,0.0039256304,0.9149246737360954,916038,3587,0.14260438,70.729515,1969.919387102127,0.14260438,22.98218,564.2929558593771,110.175,10
0.0,0.0038707291,0.8868191465735435,919113,3596,0.1566942,70.319435,1976.620523929596,0.1566942,22.984858,565.1005566401211,110.175,9
0.0,0.0043561296,0.9145482107996941,922293,3606,0.14870079,69.40631,1983.5556025505066,0.14870079,22.982002,570.8785370515845,111.6,10
0.0,0.0040318947,0.8782952800393105,925212,3615,0.16179907,67.89323,1990.3049693107605,0.16179907,22.98748,559.7233544001767,109.425,9
0.0,0.004722636,0.9171825349330902,928059,3624,0.14684345,68.51976,1997.0534029006958,0.14684345,22.990658,549.1809808869643,108.225,9
0.0,0.0042270236,0.9072200432419777,931062,3635,0.15863027,65.32608,2003.7793362140656,0.15863027,22.992275,523.2017661206696,102.95,11
0.0,0.0044929357,0.9036445543169975,934194,3644,0.1497127,67.59646,2010.385743379593,0.1497127,22.991127,537.1925065486005,105.725,9
0.0,0.00389586,0.8949264585971832,937173,3652,0.15627262,67.33563,2017.0783803462982,0.15627262,22.994867,547.2683279737714,107.45,8
0.0,0.004361403,0.9094581231474876,940284,3661,0.16365312,68.06209,2023.7406709194183,0.16365312,22.998293,569.2464770997176,111.05,9
0.0,0.0039087036,0.9152323007583618,943176,3670,0.14925694,68.64868,2030.4583218097687,0.14925694,22.996647,577.8600958201374,112.975,9
0.0,0.0041505974,0.8632552772760391,946215,3679,0.14848882,68.83493,2037.0222599506378,0.14848882,22.992123,580.0552379140081,114.275,9
0.0,0.003876478,0.9133279770612717,949272,3689,0.14936495,67.94424,2043.691618680954,0.14936495,22.995378,567.9639585071843,112.3,10
