entloss,optimgain,EpRewMean,TimestepsSoFar,EpTrueRewMean,meankl,ev_tdlam_before,EpThisIter,TimeElapsed,EpLenMean,surrgain,EpisodesSoFar,entropy
0.0,0.25179985,67.41238,566466,492.6317224263089,0.013229337,0.8864388912916183,12,1248.6086292266846,97.75,0.25179985,2430,23.26026
0.0,0.14069052,69.96057,569718,514.9292433189447,0.0039402447,0.9004150629043579,10,1255.2024133205414,102.35,0.14069052,2440,23.256426
0.0,0.25552943,70.476456,572943,527.1924834308611,0.014319103,0.9019268974661827,10,1261.7378911972046,104.575,0.25552943,2450,23.25775
0.0,0.2859249,67.92013,575979,510.127729748532,0.014959378,0.9053173139691353,10,1268.3139064311981,101.4,0.2859249,2460,23.249777
0.0,0.14285225,69.2111,579075,537.2344342622976,0.0038312017,0.8754507303237915,10,1274.882210969925,105.075,0.14285225,2470,23.24732
0.0,0.13984862,66.37697,581925,520.4546489945003,0.0039152196,0.8970914855599403,10,1281.4118506908417,101.725,0.13984862,2480,23.248758
0.0,0.40751827,65.3398,585018,511.747390411778,0.014176584,0.8962783440947533,10,1288.1569256782532,100.625,0.40751827,2490,23.246664
0.0,0.13854986,64.81398,587988,524.7679208199268,0.003818098,0.8972814902663231,9,1294.7452206611633,103.25,0.13854986,2499,23.249022
0.0,0.33420628,63.59685,591216,514.3313186467677,0.014255943,0.9161501973867416,11,1301.2925555706024,101.175,0.33420628,2510,23.253092
0.0,0.14779744,65.35587,594330,524.0100201050438,0.003976439,0.8947164118289948,10,1307.8766758441925,103.375,0.14779744,2520,23.250914
0.0,0.1753236,66.99773,597528,531.7882720307668,0.0038812899,0.8466060310602188,10,1314.5369546413422,104.25,0.1753236,2530,23.249247
0.0,0.15497154,66.348045,600543,509.76137976138364,0.0038275174,0.8181720823049545,10,1321.0882806777954,100.625,0.15497154,2540,23.249739
0.0,0.15510464,69.03623,603735,525.9676729012428,0.0037893758,0.8564946502447128,10,1327.625081062317,104.325,0.15510464,2550,23.24827
0.0,0.27111864,64.74097,606621,501.33930451596416,0.014584828,0.8797340467572212,11,1334.1981058120728,99.65,0.27111864,2561,23.244707
0.0,0.26601037,62.861523,609696,497.58711745742477,0.014924507,0.8974538296461105,10,1340.8286409378052,99.075,0.26601037,2571,23.242851
0.0,0.35811824,64.434746,612747,501.54806744471614,0.014557598,0.8698408305644989,10,1347.4253432750702,98.475,0.35811824,2581,23.24569
0.0,0.1503589,67.2041,615828,513.273742134031,0.0037687258,0.8551569432020187,9,1354.3068144321442,100.775,0.1503589,2590,23.24536
0.0,0.14115688,71.61064,619047,526.826144064236,0.0037701149,0.8714599609375,11,1360.9177794456482,103.55,0.14115688,2601,23.24341
0.0,0.3202893,72.066444,622176,515.2933394230253,0.014812741,0.8633847385644913,11,1367.4120650291443,101.025,0.3202893,2612,23.246159
0.0,0.29662067,69.434166,625239,499.26616844486597,0.013706345,0.8357760608196259,11,1374.0982520580292,99.0,0.29662067,2623,23.241705
0.0,0.28472,63.5123,628122,476.2667595790632,0.014196865,0.8789541646838188,10,1380.7780075073242,94.075,0.28472,2633,23.242903
0.0,0.14747025,66.44333,631311,485.60672889565865,0.004099384,0.849208727478981,11,1387.5709879398346,95.525,0.14747025,2644,23.24172
0.0,0.14475945,69.14049,634398,471.3324016931636,0.0038131666,0.9085586369037628,12,1394.3759970664978,93.125,0.14475945,2656,23.241922
0.0,0.15389541,71.196335,637383,474.93818947769705,0.0042189397,0.8831652924418449,10,1401.0869600772858,93.75,0.15389541,2666,23.241392
0.0,0.3540302,71.854225,640728,479.28649519783795,0.014696177,0.8749652802944183,11,1407.7525980472565,94.725,0.3540302,2677,23.245443
0.0,0.2894771,70.19552,643854,489.10119380149865,0.014674362,0.8570190519094467,11,1414.4286108016968,96.175,0.2894771,2688,23.245855
0.0,0.14098862,68.86764,646920,495.38493241302183,0.003868801,0.8297078311443329,11,1421.1855199337006,96.75,0.14098862,2699,23.237776
0.0,0.14689595,68.42694,650103,507.5029371933898,0.0038736085,0.8942911997437477,10,1427.8774864673615,99.525,0.14689595,2709,23.237627
0.0,0.14878291,71.11452,653202,516.7971734536532,0.0038109655,0.8412962853908539,9,1434.601889371872,101.55,0.14878291,2718,23.238043
0.0,0.15192561,73.51453,656388,530.1524769170686,0.0041554123,0.8705623745918274,10,1441.3037316799164,104.45,0.15192561,2728,23.237307
0.0,0.15267034,75.1497,659502,553.0510031909628,0.0040049227,0.8595566004514694,9,1447.941840171814,109.075,0.15267034,2737,23.233818
0.0,0.15038948,77.12569,662547,555.2031290674598,0.003819568,0.9200716391205788,10,1454.6897022724152,110.975,0.15038948,2747,23.232664
0.0,0.3081635,74.897446,665466,539.2661492953639,0.014565373,0.8465072214603424,9,1461.372352361679,106.775,0.3081635,2756,23.227852
0.0,0.13991761,71.236755,668547,527.2131841606634,0.0037934962,0.9107467234134674,11,1468.1209630966187,103.675,0.13991761,2767,23.23112
0.0,0.1691447,66.57161,671574,495.7711539337794,0.0043838266,0.9124154224991798,11,1474.9197161197662,98.25,0.1691447,2778,23.225277
0.0,0.1414865,66.091064,674646,515.0202301879068,0.0039273994,0.890134759247303,9,1481.699901342392,100.825,0.1414865,2787,23.225277
0.0,0.15353203,65.937065,677793,512.1085844270738,0.0038857874,0.9180377498269081,10,1488.5026824474335,99.825,0.15353203,2797,23.226889
0.0,0.14495967,68.00574,680982,531.7526634131434,0.003982765,0.9162632375955582,10,1495.2390444278717,103.625,0.14495967,2807,23.22526
0.0,0.14753947,70.3294,683934,552.3820172834114,0.0041790796,0.88221824914217,9,1501.9680778980255,107.275,0.14753947,2816,23.227848
0.0,0.2990095,69.91438,686898,542.062662568926,0.014027112,0.8793099373579025,10,1508.6759855747223,105.55,0.2990095,2826,23.223715
0.0,0.1474449,66.33785,689937,512.7090431551021,0.0040636915,0.8324553370475769,11,1515.3452360630035,101.2,0.1474449,2837,23.224848
0.0,0.13814661,65.66134,693162,501.2515174375268,0.0039566252,0.8901562690734863,11,1521.9919173717499,99.175,0.13814661,2848,23.22127
0.0,0.35347515,65.917694,696000,506.2879666096225,0.014656374,0.8851659521460533,8,1528.6458110809326,100.55,0.35347515,2856,23.223467
0.0,0.31535304,67.040764,699150,524.1969162132642,0.014984542,0.8783732280135155,9,1535.3931760787964,103.8,0.31535304,2865,23.230534
0.0,0.14276479,68.52867,702201,550.7977212655421,0.0040983474,0.9261287078261375,8,1542.1618864536285,108.8,0.14276479,2873,23.228697
0.0,0.15534306,71.63503,705162,567.9888090893346,0.0040532323,0.9188051819801331,10,1548.912211894989,112.5,0.15534306,2883,23.227316
0.0,0.15286405,67.087685,708147,525.4149299224604,0.0037879003,0.863580971956253,12,1555.564881324768,103.775,0.15286405,2895,23.228518
0.0,0.15291081,66.78933,711159,508.62272124053834,0.0037962352,0.8881380036473274,10,1562.2768743038177,100.075,0.15291081,2905,23.227114
0.0,0.13775633,66.755684,714165,484.77431357542656,0.003808405,0.8547675460577011,10,1568.9658319950104,94.275,0.13775633,2915,23.225607
0.0,0.27158746,69.019356,717291,498.3216483009577,0.0147510115,0.9067629501223564,10,1575.6190075874329,97.15,0.27158746,2925,23.221659
0.0,0.14619258,74.42413,720009,528.3083466845021,0.003802412,0.8443586975336075,8,1582.3524732589722,103.75,0.14619258,2933,23.22249
0.0,0.15052298,75.30189,722667,516.1161648550403,0.0037833094,0.823726624250412,9,1589.0550236701965,102.525,0.15052298,2942,23.22046
0.0,0.28129658,74.83571,725814,521.123485967258,0.01313218,0.9119248166680336,11,1595.817062139511,103.925,0.28129658,2953,23.224848
0.0,0.14926583,71.93069,729054,503.38687651286017,0.0038128186,0.8729953914880753,11,1602.786857366562,100.925,0.14926583,2964,23.22558
0.0,0.1453616,69.022606,732147,501.69600235500945,0.0038597572,0.8830316737294197,10,1609.5106143951416,99.45,0.1453616,2974,23.22093
0.0,0.18594384,70.48861,735180,518.3693955756498,0.0041049076,0.751323476433754,9,1616.2505991458893,101.525,0.18594384,2983,23.221659
0.0,0.15565749,71.852554,738192,528.2258196741981,0.0038120826,0.8414655923843384,10,1622.9355669021606,103.15,0.15565749,2993,23.216803
0.0,0.17107533,70.99247,741279,524.9458392781258,0.0039801737,0.9063249081373215,11,1629.7070498466492,101.875,0.17107533,3004,23.216288
0.0,0.14239648,68.98444,743994,524.3181838353897,0.004322756,0.8924390375614166,9,1636.405455827713,101.825,0.14239648,3013,23.217546
0.0,0.27143565,65.97449,747000,502.6488578882152,0.014596314,0.8868801668286324,10,1643.10964179039,98.5,0.27143565,3023,23.213316
0.0,0.5675214,67.32002,750207,507.9879619019529,0.014937485,0.8593998998403549,10,1649.7368440628052,100.125,0.5675214,3033,23.219965
0.0,0.13975894,67.868645,753063,501.52678321356586,0.0039565377,0.8996905088424683,10,1656.473284959793,99.95,0.13975894,3043,23.21491
0.0,0.29446638,68.95048,756162,502.56703902035315,0.014779316,0.884063147008419,10,1663.1181762218475,101.4,0.29446638,3053,23.21403
0.0,0.27220213,68.342896,758973,501.6644875191199,0.0132974405,0.9110595285892487,9,1669.7934591770172,101.9,0.27220213,3062,23.21314
0.0,0.14041227,68.331665,761811,503.5652431323082,0.0038797783,0.8797953799366951,9,1676.6354405879974,101.325,0.14041227,3071,23.212648
0.0,0.14750624,70.0674,765102,516.5718533345677,0.003928222,0.8871141374111176,11,1683.257508277893,102.875,0.14750624,3082,23.21047
0.0,0.13192374,69.91445,768213,508.60116681660674,0.003908466,0.8946167975664139,11,1689.9071204662323,100.425,0.13192374,3093,23.207525
0.0,0.14640039,70.67215,771282,509.9064277083975,0.0042787744,0.8938151076436043,10,1696.7200622558594,98.725,0.14640039,3103,23.206316
0.0,0.14809471,72.151794,774366,523.6646250550577,0.003928966,0.8663473129272461,9,1703.463770866394,101.425,0.14809471,3112,23.205986
0.0,0.13496533,72.125626,777492,519.1084684622022,0.0039209123,0.8904190510511398,11,1710.2881367206573,101.275,0.13496533,3123,23.208675
0.0,0.2896467,74.49504,780285,539.083564027839,0.013404637,0.8248370289802551,8,1717.11195230484,105.875,0.2896467,3131,23.203367
0.0,0.2934836,73.09408,783552,524.2611961387236,0.013979304,0.9134350270032883,11,1723.7091810703278,103.975,0.2934836,3142,23.20386
0.0,0.15474725,71.39917,786438,518.7651452785792,0.0043707583,0.8808157369494438,9,1730.3859968185425,102.75,0.15474725,3151,23.203836
0.0,0.32420927,70.265305,789252,522.0980647781378,0.014770473,0.8830761909484863,10,1737.2006537914276,103.25,0.32420927,3161,23.204851
0.0,0.15262383,69.37599,792390,513.0864893701226,0.003957091,0.9062642827630043,10,1743.8946216106415,100.875,0.15262383,3171,23.204506
0.0,0.30013993,69.572784,795318,518.1619958689132,0.014378731,0.877358190715313,10,1750.5766773223877,100.725,0.30013993,3181,23.206293
0.0,0.14760946,67.334335,798534,510.9961234856256,0.00414573,0.8925756216049194,11,1757.2778236865997,98.8,0.14760946,3192,23.206057
0.0,0.3099287,66.968124,801630,522.6961022168914,0.014535988,0.8842775896191597,10,1763.8829350471497,100.675,0.3099287,3202,23.202477
0.0,0.13998163,62.432884,804576,494.42900255897155,0.0038204992,0.8974937796592712,11,1770.5654873847961,95.4,0.13998163,3213,23.203878
0.0,0.15672702,63.566498,807687,508.3252605930196,0.003997797,0.8925089687108994,10,1777.2472717761993,98.125,0.15672702,3223,23.203936
0.0,0.15863478,66.23851,810708,525.6533696402737,0.0039163874,0.8935971036553383,9,1783.9323279857635,101.45,0.15863478,3232,23.206625
0.0,0.14588328,66.59998,813522,532.2522715445936,0.003982812,0.8651175051927567,9,1790.7429416179657,102.825,0.14588328,3241,23.20241
0.0,0.14164218,68.42304,816654,538.211434972426,0.0039324206,0.9184684604406357,10,1797.5026724338531,104.675,0.14164218,3251,23.203863
0.0,0.29286656,70.8415,819846,559.1067980895411,0.014865678,0.9089611619710922,9,1804.2159111499786,109.55,0.29286656,3260,23.20687
0.0,0.15076791,69.66362,822870,545.5822808183212,0.004043401,0.844668060541153,10,1810.9426288604736,107.325,0.15076791,3270,23.206852
0.0,0.26032758,69.97749,826092,535.6213036834995,0.01364939,0.8700036257505417,10,1817.7014021873474,106.575,0.26032758,3280,23.204123
0.0,0.3059489,71.822815,829134,551.5125712605111,0.013976211,0.8606123626232147,9,1824.351538658142,109.125,0.3059489,3289,23.205011
0.0,0.14764263,68.31618,832443,536.1422212039882,0.00407066,0.8694011718034744,11,1830.9799699783325,104.975,0.14764263,3300,23.202654
0.0,0.14078361,67.54709,835755,531.3674577217404,0.003983233,0.8912070021033287,11,1837.5813434123993,104.125,0.14078361,3311,23.200127
0.0,0.1398257,68.379715,838596,547.0043115535173,0.0038862329,0.8907148614525795,8,1844.2880742549896,106.25,0.1398257,3319,23.199396
0.0,0.3367406,69.535095,841362,544.8632139315145,0.014732588,0.8383477628231049,9,1850.9765794277191,105.875,0.3367406,3328,23.201351
0.0,0.30416942,70.76064,844458,531.1939971468007,0.014654892,0.8730001151561737,10,1857.6157131195068,104.725,0.30416942,3338,23.201155
0.0,0.15799922,73.19686,847146,547.443140203153,0.004062963,0.9130824059247971,8,1864.240219593048,108.25,0.15799922,3346,23.195732
0.0,0.15075079,71.5554,850317,547.0098039970292,0.0040865284,0.8478630632162094,9,1870.9152839183807,109.8,0.15075079,3355,23.194803
0.0,0.14794573,74.037,853461,551.5831173322196,0.00433823,0.8018440008163452,9,1877.5359270572662,111.425,0.14794573,3364,23.196306
0.0,0.16294351,75.84605,856800,580.5375047825607,0.003982936,0.7640960514545441,8,1884.28710770607,116.925,0.16294351,3372,23.194256
0.0,0.14140767,75.04332,859950,572.2235450929747,0.003916543,0.8955181762576103,11,1891.0227229595184,115.225,0.14140767,3383,23.192802
0.0,0.15129995,78.776474,863025,590.0767511308952,0.0038798728,0.8824871778488159,9,1897.6612515449524,117.025,0.15129995,3392,23.193438
0.0,0.15142423,79.56299,866049,583.5136142391775,0.0038946876,0.8213787525892258,9,1904.4089510440826,115.425,0.15142423,3401,23.198568
0.0,0.1480898,75.51402,869151,556.0757289402317,0.004028355,0.8763211816549301,9,1911.0516045093536,108.55,0.1480898,3410,23.198177
0.0,0.26831174,75.0677,872019,559.2324612208524,0.014682727,0.8880471661686897,9,1917.6080284118652,110.1,0.26831174,3419,23.194014
0.0,0.14000937,72.5504,875103,545.0641934375942,0.0038867171,0.8989910259842873,10,1924.557864189148,108.4,0.14000937,3429,23.191168
0.0,0.30510184,70.234726,878118,533.3037118947883,0.014451889,0.8683958798646927,9,1931.2412762641907,106.25,0.30510184,3438,23.195318
0.0,0.18708475,71.942184,881139,560.6846922659261,0.004193453,0.8560928553342819,9,1937.9181170463562,111.925,0.18708475,3447,23.193827
0.0,0.14975113,68.25669,884019,536.1272386378113,0.003890557,0.9306186586618423,9,1944.476690530777,107.575,0.14975113,3456,23.193624
0.0,0.15683721,70.73759,887190,540.6190304741122,0.0041248486,0.9038959667086601,10,1951.1218202114105,107.775,0.15683721,3466,23.192804
0.0,0.16046607,72.69926,890367,565.447520594611,0.004130616,0.8789359778165817,9,1957.7606673240662,112.3,0.16046607,3475,23.194988
0.0,0.14374955,71.8501,893196,546.5194733169142,0.0038199965,0.8883365243673325,9,1964.4555912017822,108.575,0.14374955,3484,23.194258
0.0,0.30382144,74.25106,896151,555.3693058943865,0.0148936715,0.9059853628277779,9,1971.0934782028198,108.95,0.30382144,3493,23.18963
0.0,0.33834535,75.77987,899394,564.5666828429503,0.014771494,0.8964765518903732,10,1977.706027507782,110.725,0.33834535,3503,23.192362
0.0,0.16070166,72.86108,902508,550.9854551007503,0.0038661915,0.8769885897636414,10,1984.3280239105225,107.375,0.16070166,3513,23.192791
0.0,0.15175231,69.41991,905562,542.2375965467809,0.0038658928,0.9073221907019615,10,1990.9858057498932,105.325,0.15175231,3523,23.19139
0.0,0.15585312,72.04474,908475,552.9575960783594,0.0040734527,0.8506285846233368,8,1997.5799617767334,107.825,0.15585312,3531,23.190266
0.0,0.37251976,70.8626,911652,532.3647574270886,0.014905182,0.8660629540681839,11,2004.2896709442139,103.925,0.37251976,3542,23.190254
0.0,0.28069842,72.5172,914541,540.6062899067541,0.014171605,0.8970666080713272,9,2011.0033733844757,105.725,0.28069842,3551,23.189432
0.0,0.14431536,72.803024,917826,542.0991698906777,0.0041982247,0.9126654267311096,11,2017.516869544983,104.825,0.14431536,3562,23.187033
0.0,0.3211007,74.67839,920964,555.6078936838394,0.0149075305,0.8562900125980377,8,2024.5574553012848,109.175,0.3211007,3570,23.18384
0.0,0.14316672,70.98633,923832,542.161674463544,0.0038270245,0.8456856459379196,10,2031.3374609947205,106.2,0.14316672,3580,23.183287
0.0,0.14484122,69.75083,927072,532.5810677152706,0.0041952813,0.8761235401034355,11,2037.9687135219574,104.425,0.14484122,3591,23.183918
0.0,0.15320261,70.31423,930126,526.4207673775046,0.004217511,0.8888509124517441,10,2044.5953710079193,103.95,0.15320261,3601,23.183123
0.0,0.14487505,66.99178,933210,491.1552350452638,0.0039097834,0.9054788202047348,11,2051.232491493225,96.775,0.14487505,3612,23.181316
0.0,0.27357167,68.06328,936411,498.3258660682965,0.014635669,0.8957366123795509,10,2057.9283440113068,99.8,0.27357167,3622,23.183998
0.0,0.16058712,68.45122,939276,507.09719911855865,0.0038063999,0.898428775370121,9,2064.54145359993,101.7,0.16058712,3631,23.183836
0.0,0.16200785,69.02412,942318,520.9362199436623,0.004372689,0.8812519609928131,9,2071.2954094409943,104.525,0.16200785,3640,23.185057
0.0,0.15275058,71.85863,945165,539.3217832979424,0.0039637997,0.8785249590873718,9,2077.943359375,107.125,0.15275058,3649,23.186344
0.0,0.16217782,72.822495,948126,543.8291180776212,0.0043117944,0.8727161139249802,9,2084.645128250122,106.925,0.16217782,3658,23.1836
0.0,0.17451122,73.081985,951045,537.0268868015603,0.0047900677,0.8133067339658737,10,2091.373512506485,104.45,0.17451122,3668,23.184343
0.0,0.15899923,76.78058,954030,553.654161976426,0.004063064,0.8666399568319321,8,2098.053293466568,108.125,0.15899923,3676,23.185549
0.0,0.14974095,77.7584,957087,545.7951950821968,0.0037966934,0.8922822400927544,9,2104.861111164093,107.325,0.14974095,3685,23.18675
0.0,0.29143974,75.772934,960195,544.1445866451666,0.014974054,0.9307872578501701,10,2111.6335270404816,108.625,0.29143974,3695,23.186056
0.0,0.15301073,77.67303,963225,573.1026283531211,0.004123915,0.8779124096035957,8,2118.2984092235565,114.225,0.15301073,3703,23.1862
0.0,0.15622804,75.47272,966402,563.6886244206119,0.0045786942,0.910170279443264,10,2125.0038957595825,112.4,0.15622804,3713,23.185324
0.0,0.26573148,71.14775,969555,546.4585145054727,0.014542229,0.9064343869686127,10,2131.655419111252,108.95,0.26573148,3723,23.181084
0.0,0.1806427,75.77334,972759,578.141793149651,0.0045074173,0.7856207489967346,8,2138.2942674160004,115.25,0.1806427,3731,23.182878
0.0,0.15838964,77.78656,975762,582.2363282192098,0.004165543,0.8893466591835022,9,2144.9094157218933,114.825,0.15838964,3740,23.183352
0.0,0.1443049,74.47803,978843,556.0518923117586,0.0040246677,0.8880146369338036,11,2151.60702753067,110.375,0.1443049,3751,23.182878
0.0,0.15513954,76.967674,981708,566.6228170455078,0.0044119693,0.8692097365856171,8,2158.286053419113,112.425,0.15513954,3759,23.182926
0.0,0.15272501,74.188,984804,552.4164599490998,0.0047368743,0.8689210116863251,9,2164.9909348487854,108.825,0.15272501,3768,23.183039
0.0,0.27339524,70.29567,987783,529.4657145299432,0.014955506,0.8489067107439041,10,2171.7017529010773,105.7,0.27339524,3778,23.182941
0.0,0.14486423,72.39868,990714,548.7184370555631,0.0037748525,0.8361948132514954,9,2178.2604320049286,109.125,0.14486423,3787,23.183174
0.0,0.15650654,73.22209,994155,554.0529263328335,0.0046356535,0.8960748761892319,10,2184.2633628845215,109.125,0.15650654,3797,23.183111
0.0,0.15063599,74.496376,997284,559.5504098717415,0.004121816,0.8827416747808456,9,2189.737298488617,110.5,0.15063599,3806,23.181725
0.0,0.16301772,75.183914,1000080,568.9064108237496,0.004473096,0.8621314764022827,8,2194.6324224472046,111.125,0.16301772,3814,23.180681
