meankl,EpLenMean,TimeElapsed,entloss,ev_tdlam_before,TimestepsSoFar,surrgain,EpRewMean,optimgain,EpTrueRewMean,EpisodesSoFar,entropy,EpThisIter
0.006959617,283.75,215.47247743606567,0.0,0.7735537439584732,144522,0.08787814,180.69046,0.08787814,436.3133885175097,258,8.183517,4
0.0063231755,293.2,219.90239071846008,0.0,0.6390498280525208,147402,0.07723197,185.52246,0.07723197,448.58694154276844,261,8.19896,3
0.006249978,303.65,224.31412482261658,0.0,0.6641923189163208,150885,0.09075831,195.14595,0.09075831,476.6771775652622,265,8.20442,4
0.006685535,307.45,228.73291277885437,0.0,0.8230278789997101,153483,0.09231017,200.10654,0.09231017,490.81274515276016,268,8.171694,3
0.006468783,310.2,233.15993523597717,0.0,0.7690462172031403,156438,0.096275434,206.5303,0.096275434,513.0506272931345,272,8.161498,4
0.0067216624,318.475,237.63425540924072,0.0,0.9347308129072189,160194,0.09108928,213.02417,0.09108928,536.2537052423554,276,8.142337,4
0.0075121094,303.9,241.99548149108887,0.0,0.8245848268270493,163551,0.09298511,210.37918,0.09298511,534.1610172129494,280,8.135861,4
0.00655151,315.675,246.4296624660492,0.0,0.8678284287452698,166761,0.09130135,221.63223,0.09130135,570.7409951112006,283,8.088926,3
0.0068639345,315.625,250.80885767936707,0.0,0.8844086229801178,169656,0.08778025,226.5196,0.08778025,590.3287334044032,286,8.098811,3
0.00829917,317.25,255.2218039035797,0.0,0.8195012360811234,172188,0.07584481,227.44727,0.07584481,597.4344199237574,289,8.070613,3
0.006827055,335.775,259.62183260917664,0.0,0.38441652059555054,177579,0.09017168,241.872,0.09017168,634.6022884595998,292,8.064072,3
0.006397113,324.575,264.0192656517029,0.0,0.8132568448781967,181320,0.07879166,238.76836,0.07879166,637.418015580463,295,8.057369,3
0.0063205604,341.175,268.45164728164673,0.0,0.7867759317159653,184035,0.08719204,247.63943,0.08719204,659.9568337443574,296,8.044926,1
0.006938209,349.85,272.8579225540161,0.0,0.8396269828081131,187926,0.095322564,254.71294,0.095322564,686.3028689804444,300,8.055251,4
0.0069575394,354.675,277.3059649467468,0.0,0.6178358197212219,191196,0.09723191,263.93878,0.09723191,708.3425658037073,302,8.045216,2
0.00692445,367.6,281.6922609806061,0.0,0.6894766092300415,194997,0.12594438,271.6326,0.12594438,731.8037017706605,305,8.058651,3
0.0062135374,392.525,286.05145502090454,0.0,0.8016812950372696,199884,0.085248396,292.0647,0.085248396,779.680839856623,307,8.078063,2
0.0070712976,412.0,290.5741946697235,0.0,0.7562184184789658,204327,0.08592443,300.6688,0.08592443,813.0705688793381,310,8.078443,3
0.0075584017,424.975,294.90803384780884,0.0,0.8213111907243729,208389,0.097120166,312.28937,0.097120166,844.0484121590573,313,8.084721,3
0.0073460145,425.075,299.327987909317,0.0,0.8504572659730911,211833,0.08046009,315.16714,0.08046009,848.5268063576295,317,8.074281,4
0.0073585426,438.3,303.7014002799988,0.0,0.8098447769880295,215172,0.11431484,326.013,0.11431484,879.1806852555986,319,8.062682,2
0.0073168036,445.4,308.02518606185913,0.0,0.883060559630394,217869,0.092519015,330.36557,0.092519015,895.4376399366556,321,8.057568,2
0.0070609124,440.9,312.38869547843933,0.0,0.8193067610263824,220281,0.09719136,327.5091,0.09719136,890.2834127096834,324,8.050794,3
0.007514314,436.1,316.69246792793274,0.0,0.7771553546190262,223824,0.08029877,320.882,0.08029877,877.6319696323638,328,8.058911,4
0.007072593,411.025,321.00676822662354,0.0,0.676872730255127,226902,0.094781175,303.7108,0.094781175,840.3301552717185,332,8.055111,4
0.0072089783,415.525,325.3581931591034,0.0,0.8194037079811096,230070,0.08399472,311.43228,0.08399472,859.8461875511778,334,8.0532875,2
0.0068305843,422.025,329.79412293434143,0.0,0.8910349756479263,231963,0.109657496,319.81607,0.109657496,883.8685132627081,335,8.042782,1
0.00642616,413.25,334.23743438720703,0.0,0.8313636183738708,234795,0.09203909,319.32803,0.09203909,885.605981953199,337,8.019837,2
0.008394748,423.975,338.5919933319092,0.0,0.8432780504226685,237483,0.091322355,328.43073,0.091322355,912.0487102445474,339,8.00891,2
0.0074340776,426.85,342.97912645339966,0.0,0.8628640472888947,240921,0.09382016,328.58234,0.09382016,923.3934294835115,341,8.007447,2
0.0071595795,426.0,347.3419089317322,0.0,0.8456264734268188,243513,0.08578196,330.47607,0.08578196,932.0004962325187,343,8.017078,2
0.00865571,430.775,351.7823987007141,0.0,0.7992437928915024,246690,0.118989244,344.00665,0.118989244,974.8151072194484,345,8.019093,2
0.008363995,414.175,356.20444798469543,0.0,0.8604605346918106,249585,0.09271631,329.1717,0.09271631,950.3913559561133,347,8.000126,2
0.007059374,406.775,360.60176372528076,0.0,0.7009057998657227,253140,0.072720096,332.7945,0.072720096,957.4943910828979,350,8.0085945,3
0.007784605,409.075,365.0055615901947,0.0,0.8187977224588394,256416,0.09615649,333.18652,0.09615649,968.8905012958709,352,8.021835,2
0.007843472,411.625,369.45654034614563,0.0,0.8642794787883759,258906,0.08725132,333.70728,0.08725132,977.1246051683218,354,8.020138,2
0.0075583365,428.375,373.88109254837036,0.0,0.9312666058540344,263238,0.094421774,349.81088,0.094421774,1033.2515787526904,357,8.020016,3
0.007731119,430.325,378.29828691482544,0.0,0.7146419882774353,266811,0.08855208,345.6478,0.08855208,1029.7468465269192,359,8.007084,2
0.008299998,426.925,382.6472988128662,0.0,0.7121594548225403,269100,0.09703061,344.4609,0.09703061,1029.0898208200522,361,8.01117,2
0.007358459,458.65,387.034610748291,0.0,0.4580788016319275,274050,0.08397916,371.05853,0.08397916,1113.6136465132063,363,7.983338,2
0.00760583,468.85,391.51831459999084,0.0,0.8935597091913223,277614,0.11503803,374.52258,0.11503803,1127.9857664758485,365,7.9996333,2
0.007442045,473.55,395.92609310150146,0.0,0.819267064332962,279993,0.09527452,380.78253,0.09527452,1146.4468695465423,367,7.9923735,2
0.007746225,503.775,400.32955837249756,0.0,0.696373462677002,285066,0.09368777,408.59735,0.09368777,1230.515450003973,369,7.996937,2
0.007672023,523.25,404.72489309310913,0.0,0.7354549765586853,287772,0.094770744,424.95224,0.094770744,1281.9847958565501,370,8.006527,1
0.0072539113,531.725,409.1381416320801,0.0,0.8190011829137802,290709,0.09100685,428.67383,0.09100685,1302.5196470166488,372,7.984605,2
0.0083367145,543.0,413.53485679626465,0.0,0.6627756655216217,295230,0.07304661,436.6451,0.07304661,1337.1148626850231,374,8.013551,2
0.008842585,541.375,417.8530795574188,0.0,0.9034834206104279,298599,0.14971976,435.317,0.14971976,1340.449134522883,376,7.9930573,2
0.0074659595,554.85,422.2233648300171,0.0,0.8931911513209343,302430,0.08961007,435.17645,0.08961007,1344.0797287811988,378,7.9848776,2
0.00805266,544.725,426.612548828125,0.0,0.9382938481867313,304545,0.09650348,428.24625,0.09650348,1324.41524282178,380,7.9782677,2
0.008016167,548.7,430.98724365234375,0.0,0.8403422385454178,308661,0.08634448,432.46933,0.08634448,1344.808441373679,382,7.954342,2
0.0075025847,556.225,435.40273332595825,0.0,0.9369804635643959,313437,0.087293595,435.18286,0.087293595,1356.4916117440537,385,7.9400644,3
0.008141285,568.575,439.78341245651245,0.0,0.8049609959125519,317814,0.11458844,453.79132,0.11458844,1410.0183434466976,387,7.9468527,2
0.0076744133,576.725,444.14017152786255,0.0,0.8060424625873566,320826,0.09012985,464.08624,0.09012985,1439.6677627713336,389,7.9380035,2
0.0073107975,585.25,448.4633078575134,0.0,0.7601205557584763,324465,0.0925082,467.38007,0.0925082,1461.5306437105633,391,7.9240255,2
0.007671812,600.75,453.1482398509979,0.0,0.6427553296089172,329712,0.071291186,473.63495,0.071291186,1490.9886389704534,393,7.9123526,2
0.00855566,614.45,457.59296679496765,0.0,0.9282697215676308,335163,0.08603708,490.4716,0.08603708,1545.8382506030166,396,7.900448,3
0.0079169385,624.375,461.9661662578583,0.0,-0.27835702896118164,338163,0.09466916,497.06616,0.09466916,1573.7085923334048,397,7.873425,1
0.008856248,632.925,466.3420433998108,0.0,0.7545237839221954,340281,0.12642643,505.5044,0.12642643,1605.260281972398,398,7.8590207,1
0.008017255,632.95,470.7617199420929,0.0,0.8970513865351677,342765,0.10166508,509.86807,0.10166508,1624.8784209801015,399,7.845569,1
0.0074615823,650.7,475.20218563079834,0.0,0.8553713709115982,347184,0.07625821,522.74524,0.07625821,1673.9159414906273,401,7.8406367,2
0.008100334,645.5,479.66933608055115,0.0,0.8961102738976479,351510,0.11223965,522.11926,0.11223965,1672.5996550065604,403,7.8359504,2
0.008408278,656.325,484.1434597969055,0.0,0.8035997003316879,356373,0.118628025,544.5277,0.118628025,1739.1105631124155,405,7.8477745,2
0.007925444,661.6,488.60623717308044,0.0,0.8289090543985367,359385,0.09503126,544.37384,0.09503126,1740.2407682398702,407,7.826356,2
0.008221591,648.2,493.01188826560974,0.0,0.8589605391025543,362850,0.1049678,533.8464,0.1049678,1710.5058747894,409,7.830154,2
0.0085479645,631.525,497.447256565094,0.0,0.9267735034227371,366492,0.08913368,524.83875,0.08913368,1678.677335738052,412,7.8181157,3
0.008683778,619.0,501.8219692707062,0.0,0.9294630438089371,369510,0.09038698,515.4957,0.09038698,1655.4482101776612,414,7.811646,2
0.009404077,622.9,506.22236371040344,0.0,0.8628114759922028,371967,0.09579579,518.13684,0.09579579,1668.9681918297447,415,7.811825,1
0.008067339,636.4,510.5657060146332,0.0,0.49551844596862793,374967,0.10110582,532.27734,0.10110582,1719.1234386822075,416,7.81261,1
0.008369427,642.95,514.9299163818359,0.0,0.07805955410003662,377967,0.07446259,543.0668,0.07446259,1761.3952320397518,417,7.820129,1
0.0077679586,642.05,519.3384997844696,0.0,0.7993224859237671,381591,0.08727233,539.89197,0.08727233,1760.0223360834868,420,7.826246,3
0.009050835,639.675,523.7218737602234,0.0,0.5930292010307312,385422,0.10217783,530.07214,0.10217783,1741.8739247707254,422,7.8433237,2
0.008571332,647.525,528.1796357631683,0.0,-0.4223679304122925,388422,0.10237537,535.30457,0.10237537,1767.735342155888,423,7.8444333,1
0.007745198,666.725,532.5807416439056,0.0,0.6015473008155823,393444,0.08856642,544.21497,0.08856642,1802.95214072288,425,7.842273,2
0.008283696,653.475,537.0873239040375,0.0,0.8938192650675774,396231,0.11092333,516.46075,0.11092333,1711.6886463797266,427,7.8360744,2
0.008172235,649.675,541.5065495967865,0.0,0.7546218633651733,398787,0.09774435,510.1172,0.09774435,1692.7533040388455,429,7.8120265,2
0.008850828,659.6,545.8540327548981,0.0,0.183840811252594,401787,0.07706837,521.43243,0.07706837,1721.0002396395612,430,7.805233,1
0.008143391,668.025,550.2181341648102,0.0,0.80831179022789,404628,0.12521933,532.9879,0.12521933,1749.376869718822,431,7.805844,1
0.00890461,664.35,554.613420009613,0.0,0.8483156859874725,407187,0.104589716,543.86584,0.104589716,1773.0257962481269,432,7.807494,1
0.008648939,649.075,559.0109021663666,0.0,0.8987952396273613,410427,0.10152729,531.74524,0.10152729,1722.5630208270275,434,7.804089,2
0.00946776,645.45,563.3969805240631,0.0,0.825691893696785,412617,0.0942328,528.3444,0.0942328,1710.9782701024164,436,7.7819815,2
0.00895634,638.825,567.8514294624329,0.0,0.8214846104383469,416940,0.10747194,530.2973,0.10747194,1699.8620349157095,438,7.7995,2
0.008011264,607.625,572.2960813045502,0.0,0.8916051983833313,420099,0.089585826,511.70322,0.089585826,1620.2375168659878,441,7.8222666,3
0.008376712,605.675,576.6783182621002,0.0,0.636254072189331,422799,0.0938725,509.60718,0.0938725,1614.4515706545662,442,7.8169093,1
0.008553975,617.85,581.0447080135345,0.0,0.7875754535198212,425652,0.09185411,524.3739,0.09185411,1662.5522346317352,443,7.7977257,1
0.007478436,610.275,585.4683876037598,0.0,0.894759938120842,429606,0.10232136,512.623,0.10232136,1632.7859035054603,445,7.79216,2
0.0079697445,609.225,589.9416670799255,0.0,0.7978389710187912,432492,0.117166236,516.9993,0.117166236,1652.8106114371924,447,7.7961545,2
0.008728371,617.1,594.3788220882416,0.0,0.7620184421539307,435405,0.099280596,522.4077,0.099280596,1673.0689743921878,448,7.777648,1
0.0090562105,617.375,598.8544089794159,0.0,0.8661508858203888,438135,0.091255136,522.47736,0.091255136,1673.6579325864707,450,7.7811117,2
0.009911843,630.6,603.2373375892639,0.0,0.18959009647369385,441135,0.07825982,534.55316,0.07825982,1716.4032708713864,451,7.761471,1
0.0078083538,633.45,607.6574046611786,0.0,0.8110875487327576,444231,0.08600672,537.1634,0.08600672,1727.5555235330344,453,7.75525,2
0.008000195,639.275,612.0260031223297,0.0,0.8837164491415024,446223,0.10768977,543.7699,0.10768977,1747.93236038432,454,7.7417593,1
0.008514684,636.5,616.544332742691,0.0,0.714395672082901,448347,0.116269656,542.81067,0.116269656,1738.7213794550785,455,7.7466435,1
0.008952534,626.525,621.0123102664948,0.0,0.266421377658844,453150,0.099996455,532.81104,0.099996455,1694.2938926160489,457,7.7526093,2
0.008525145,636.55,625.4386305809021,0.0,0.03626197576522827,456150,0.09332945,544.4702,0.09332945,1734.5729819995377,458,7.7313805,1
0.009293786,658.225,629.8912224769592,0.0,0.8743317872285843,460578,0.10899563,567.96423,0.10899563,1811.483788526876,460,7.754288,2
0.009238283,672.95,634.3586664199829,0.0,0.7504683285951614,463176,0.08264651,581.49396,0.08264651,1855.8720458108523,461,7.7720375,1
0.0085408455,666.025,638.8559105396271,0.0,0.463834285736084,468345,0.08878289,585.3293,0.08878289,1864.0196868738283,463,7.768814,2
0.0086691,666.025,643.2440619468689,0.0,0.16671186685562134,471345,0.07663691,588.474,0.07663691,1878.4419984007538,464,7.777402,1
0.008733556,684.025,647.6306791305542,0.0,0.6517566740512848,476250,0.08391742,610.00964,0.08391742,1959.292704513086,466,7.768734,2
0.00824666,686.575,652.0679714679718,0.0,0.818266823887825,478620,0.08469752,614.44403,0.08469752,1977.5816888763916,467,7.75537,1
0.009409893,690.6,656.4224536418915,0.0,0.8850244283676147,481140,0.10570454,620.79456,0.10570454,2002.3985211362663,468,7.738479,1
0.009334537,711.275,660.8162064552307,0.0,-0.001104593276977539,484140,0.07955736,637.00366,0.07955736,2057.4501912624655,469,7.7470126,1
0.00954265,706.125,665.2148447036743,0.0,0.9170067608356476,486522,0.095989324,628.139,0.095989324,2038.4966793630956,470,7.762281,1
0.008958972,707.45,669.6235599517822,0.0,-0.17422080039978027,489522,0.099352606,630.596,0.099352606,2055.9468558175536,471,7.752197,1
0.009048918,711.45,674.0500421524048,0.0,0.8671824038028717,493452,0.11422631,620.97687,0.11422631,2030.738773756891,473,7.755311,2
0.0090811085,715.475,678.4339361190796,0.0,0.9046892821788788,496284,0.086734444,623.2135,0.086734444,2046.294918902393,474,7.7472987,1
0.007743201,733.75,682.8526811599731,0.0,0.7500849068164825,500667,0.09956245,641.7316,0.09956245,2109.689080137158,476,7.758225,2
0.008400578,737.75,687.2816467285156,0.0,0.34499847888946533,503667,0.0759023,640.5953,0.0759023,2115.1871124573818,477,7.772643,1
0.010873594,737.65,691.6675021648407,0.0,0.8504872471094131,506772,0.112162575,637.19745,0.112162575,2118.9798573766448,479,7.779968,2
0.008724881,752.3,696.0189151763916,0.0,0.30278581380844116,509772,0.078816,648.9037,0.078816,2165.521752714224,480,7.79155,1
0.009257218,761.275,700.4120969772339,0.0,0.5858684480190277,514152,0.09237686,655.9596,0.09237686,2194.2619027189053,482,7.8049936,2
0.009143542,753.2,704.7872343063354,0.0,0.9047324806451797,516036,0.09181325,645.1029,0.09181325,2162.5803021735146,483,7.784778,1
0.008834762,746.9,709.1916091442108,0.0,0.9047553911805153,517206,0.09838008,637.8173,0.09838008,2137.1785052992986,484,7.790296,1
0.010558526,746.375,713.6089780330658,0.0,0.5274215340614319,521181,0.09887701,636.13763,0.09887701,2133.859957946236,486,7.7754555,2
0.009596918,762.325,718.0022253990173,0.0,0.8749132603406906,523971,0.10614914,655.5191,0.10614914,2203.9239487759887,487,7.718188,1
0.009914607,758.1,722.3907527923584,0.0,0.8070291131734848,526377,0.08126145,650.9662,0.08126145,2192.0188140365663,488,7.7059197,1
0.008396383,772.475,726.7893676757812,0.0,0.4499603509902954,530832,0.0866968,665.1334,0.0866968,2246.0193199374316,490,7.6875606,2
0.010404436,767.55,731.1919569969177,0.0,0.8033498972654343,533241,0.17211393,663.907,0.17211393,2244.539904881521,491,7.660709,1
0.009517243,767.15,735.6250152587891,0.0,0.8399601727724075,535293,0.10365359,662.6647,0.10365359,2242.159842421604,492,7.650936,1
0.009429827,783.85,740.0702834129333,0.0,0.11248499155044556,538293,0.09211607,676.04047,0.09211607,2287.8928992762144,493,7.6539907,1
0.010742454,792.25,744.4819734096527,0.0,0.02787226438522339,541293,0.07793647,679.10315,0.07793647,2300.8929170332694,494,7.660876,1
0.010499744,799.55,748.914900302887,0.0,-0.40157389640808105,547293,0.098383024,686.5166,0.098383024,2339.9014119342864,496,7.688724,2
0.01109255,809.525,753.2830655574799,0.0,0.013208746910095215,550293,0.071130544,692.63904,0.071130544,2370.9978368957154,497,7.6796885,1
0.008866273,809.525,757.6879889965057,0.0,-0.020145773887634277,553293,0.07737498,691.48846,0.07737498,2371.900047340793,498,7.672192,1
0.009482652,805.075,762.1132435798645,0.0,0.7540567964315414,555474,0.11918907,686.77576,0.11918907,2362.0263111798567,499,7.664502,1
0.009690638,801.875,766.5088362693787,0.0,0.7354934513568878,559401,0.08733746,684.7782,0.08733746,2363.5379029766596,501,7.6669803,2
0.009854799,762.55,770.8503782749176,0.0,0.8116754740476608,562851,0.108042076,646.45166,0.108042076,2230.4166579703574,504,7.6586432,3
0.008504668,749.8,775.2668535709381,0.0,0.744489997625351,564321,0.09918438,636.04266,0.09918438,2197.7758953181096,505,7.634384,1
0.009099878,758.925,779.666512966156,0.0,-0.024846315383911133,567321,0.08269671,643.78577,0.08269671,2230.471016470129,506,7.6262946,1
0.008866239,764.175,784.0876190662384,0.0,0.29036080837249756,570321,0.0857701,650.45557,0.0857701,2259.0403367933413,507,7.643081,1
0.009653781,768.175,788.5223953723907,0.0,-0.010634064674377441,573321,0.07342984,652.3878,0.07342984,2272.0777165377585,508,7.622876,1
0.008824235,766.7,792.9935903549194,0.0,0.8076889365911484,578526,0.09569502,656.1491,0.09569502,2296.048050674567,510,7.627149,2
0.009477296,764.3,797.3845732212067,0.0,0.8722197860479355,581238,0.11094842,652.1801,0.11094842,2288.9048742280074,511,7.61285,1
0.008837006,771.1,801.8013968467712,0.0,0.6255272924900055,585984,0.08911264,661.1927,0.08911264,2334.338949659989,513,7.580429,2
0.009264959,757.75,806.2237644195557,0.0,0.9104057997465134,587214,0.097348824,647.838,0.097348824,2287.870624717097,514,7.5949836,1
0.009974355,759.825,810.6233386993408,0.0,0.3266064524650574,590214,0.09664109,645.9741,0.09664109,2289.2774307815307,515,7.6210814,1
0.00956356,771.225,815.0869719982147,0.0,0.1855027675628662,593214,0.115368254,656.3155,0.115368254,2330.005415164363,516,7.597469,1
0.008660154,771.225,819.467169046402,0.0,0.08290725946426392,596214,0.06989482,654.6634,0.06989482,2334.7268159667,517,7.6381187,1
0.00848011,779.325,823.8518233299255,0.0,-0.04482865333557129,599214,0.08084304,662.4013,0.08084304,2367.7984929584504,518,7.6388392,1
0.009356601,795.35,828.2310812473297,0.0,0.09631913900375366,602214,0.0933785,674.34216,0.0933785,2409.608648576124,519,7.644152,1
0.009076118,770.5,832.663409948349,0.0,0.7727684527635574,605232,0.093939915,648.98157,0.093939915,2326.1161441660224,521,7.6303587,2
0.009714389,775.5,837.0337839126587,0.0,0.6148338913917542,609096,0.091935545,655.5255,0.091935545,2353.4588392059472,523,7.632523,2
0.008988034,775.725,841.4123497009277,0.0,0.6156133711338043,613293,0.08964839,655.8624,0.08964839,2362.201486083339,525,7.6310997,2
0.008619856,789.225,845.815390586853,0.0,0.6941653192043304,615888,0.105198406,668.6791,0.105198406,2418.5451325815716,526,7.6309657,1
0.009779412,790.975,850.160728931427,0.0,0.2601046562194824,618888,0.08753695,664.6242,0.08753695,2406.3978161992068,527,7.6321535,1
0.008504218,792.55,854.5260343551636,0.0,0.8971654549241066,622938,0.0947682,665.2746,0.0947682,2417.32799387888,529,7.636475,2
0.008864837,791.775,858.9495229721069,0.0,0.8319689631462097,625845,0.10443838,663.67554,0.10443838,2420.5634717987814,530,7.6103506,1
0.009926143,760.725,863.3716006278992,0.0,0.9087723419070244,629580,0.116312064,633.12225,0.116312064,2304.5833471839783,533,7.623856,3
0.008440263,742.05,867.6985709667206,0.0,0.6262572407722473,633339,0.07623825,621.704,0.07623825,2272.508603296389,535,7.619825,2
0.008492274,730.175,872.148853302002,0.0,0.8912083804607391,637914,0.093250126,608.51575,0.093250126,2220.675039513938,537,7.627197,2
0.009282015,730.175,876.5967354774475,0.0,-0.08813619613647461,640914,0.07390777,607.4369,0.07390777,2214.6265676276535,538,7.6206794,1
0.009160899,737.0,880.9797596931458,0.0,0.13901346921920776,643914,0.07195048,612.41907,0.07195048,2236.578673301775,539,7.64259,1
0.008735038,735.325,885.3540585041046,0.0,0.4486045241355896,647640,0.089980505,610.6206,0.089980505,2235.1367303145225,541,7.640255,2
