ev_tdlam_before,optimgain,entloss,EpisodesSoFar,TimeElapsed,surrgain,TimestepsSoFar,EpLenMean,meankl,entropy,EpRewMean,EpThisIter,EpTrueRewMean
-0.05982697010040283,0.06531683,0.0,199,470.77964067459106,0.06531683,333159,817.0,0.008276329,3.725944,393.39893,2,851.3952258821664
-0.008261561393737793,0.049811866,0.0,200,475.0852861404419,0.049811866,336159,817.0,0.00813216,3.718903,393.1332,1,850.9996048729394
-0.13659262657165527,0.0704921,0.0,201,479.3449239730835,0.0704921,339159,817.0,0.007392493,3.7412434,392.83118,1,850.4811659113748
0.002489805221557617,0.046349846,0.0,203,483.60706424713135,0.046349846,342414,794.125,0.0085263485,3.769684,381.50613,2,826.9117633121301
-0.21797454357147217,0.042365346,0.0,204,487.8614993095398,0.042365346,345414,794.125,0.008320746,3.7841167,381.51898,1,826.8396676192921
0.01569288969039917,0.0634685,0.0,207,492.1690227985382,0.0634685,349440,776.35,0.008239051,3.7818599,372.47867,3,808.054008855024
-0.16044116020202637,0.061038546,0.0,208,496.4208745956421,0.061038546,352440,776.35,0.009003812,3.8023374,372.40863,1,808.3641479318323
0.042093634605407715,0.062031657,0.0,210,500.72629165649414,0.062031657,355764,769.025,0.008520411,3.8011775,369.2102,2,801.503733879982
0.08326274156570435,0.06132762,0.0,212,505.02764344215393,0.06132762,359328,773.775,0.01004885,3.799683,371.50543,2,805.3377637359065
-0.004849672317504883,0.05082614,0.0,213,509.37373423576355,0.05082614,362328,794.65,0.008091666,3.8018878,381.1648,1,826.5967680148387
0.016416072845458984,0.06054661,0.0,214,513.6759769916534,0.06054661,364794,801.575,0.009006578,3.8029804,384.32782,1,833.4565703488952
-0.0003705024719238281,0.036372878,0.0,215,518.0075180530548,0.036372878,367794,801.575,0.008213826,3.8058488,384.91733,1,834.3216219830296
-0.025304675102233887,0.043308295,0.0,216,522.3031167984009,0.043308295,370794,801.575,0.008026889,3.8048093,385.01117,1,834.393046057057
-0.01359415054321289,0.050918646,0.0,217,526.5525624752045,0.050918646,373794,801.575,0.00856788,3.809937,385.03888,1,834.9609597041338
0.00861746072769165,0.04317371,0.0,218,530.7994539737701,0.04317371,376794,801.575,0.0082292985,3.8112483,385.2364,1,835.4493198316837
-0.010146260261535645,0.044188254,0.0,219,535.1660048961639,0.044188254,379794,801.575,0.008559797,3.8241503,385.3255,1,835.920665386544
0.00795680284500122,0.043251015,0.0,220,539.4460892677307,0.043251015,382794,801.575,0.0077171205,3.8315504,385.604,1,836.7708135361557
0.010412931442260742,0.03769389,0.0,221,543.7982747554779,0.03769389,385794,801.575,0.008189073,3.8591068,385.51694,1,837.4793849845294
0.0076850056648254395,0.046908934,0.0,222,548.0346322059631,0.046908934,388794,801.575,0.007276504,3.8666704,385.4657,1,837.3377787248446
0.26319122314453125,0.086360596,0.0,223,552.390077829361,0.086360596,391794,801.575,0.008987099,3.8735273,385.87454,1,837.3530998344261
-0.02660810947418213,0.048888974,0.0,224,556.6927769184113,0.048888974,394794,801.575,0.009286473,3.8852248,386.06387,1,837.6290271733018
0.08840340375900269,0.047511056,0.0,225,561.0460901260376,0.047511056,397794,801.575,0.008939374,3.883826,387.37912,1,838.4580008792585
-0.017267465591430664,0.060451813,0.0,227,565.3478224277496,0.060451813,400995,798.55,0.008736446,3.872925,385.55374,2,834.613551949555
0.0232962965965271,0.04908424,0.0,228,569.6271514892578,0.04908424,403995,798.55,0.00927064,3.8795397,385.1791,1,834.5623306557034
-0.017096996307373047,0.0570744,0.0,229,573.8400263786316,0.0570744,406995,798.55,0.008904879,3.8843014,384.69,1,834.7746425673324
0.03720438480377197,0.060840882,0.0,230,578.1695747375488,0.060840882,409443,814.275,0.009354034,3.881049,392.00928,1,850.4587755406885
0.005657970905303955,0.052803524,0.0,231,582.5034170150757,0.052803524,412443,831.4,0.008911273,3.8862855,399.80396,1,868.1478775561511
-0.005634188652038574,0.049654372,0.0,232,586.7401537895203,0.049654372,415443,845.05,0.008361892,3.8896866,405.9021,1,882.4851227454222
0.010857641696929932,0.039964844,0.0,233,591.0361444950104,0.039964844,418443,845.05,0.008265706,3.9233394,405.56485,1,881.940224772325
-0.0363922119140625,0.047567863,0.0,234,595.3109953403473,0.047567863,421443,850.675,0.0073949685,3.941351,408.12604,1,888.3741988580917
-0.13441872596740723,0.055855297,0.0,235,599.5610959529877,0.055855297,424443,850.675,0.008372617,3.949257,409.35516,1,889.407811055769
-0.007745862007141113,0.048988998,0.0,236,603.9151549339294,0.048988998,427443,850.675,0.0089895,3.9514084,409.27356,1,889.2208868969694
-0.007440805435180664,0.052847363,0.0,238,608.2380475997925,0.052847363,433443,850.675,0.009957165,3.9646373,408.96472,2,889.0225252236421
0.0013003945350646973,0.05455149,0.0,239,612.5145099163055,0.05455149,436443,860.7,0.009023316,3.9691224,413.5119,1,898.6326052629942
-0.031087160110473633,0.07381138,0.0,240,616.8436217308044,0.07381138,439044,857.375,0.006683597,3.9869325,411.9917,1,894.3344919384228
-0.29423248767852783,0.058765527,0.0,241,621.1790082454681,0.058765527,442044,857.375,0.00725749,3.992134,411.52118,1,893.238942331345
-0.0051839351654052734,0.04419325,0.0,242,625.5034382343292,0.04419325,445044,857.375,0.0074825594,3.9888914,410.99268,1,892.8391890220595
0.1879587173461914,0.0437833,0.0,244,629.8263397216797,0.0437833,450753,877.825,0.007869879,4.0023174,420.19043,2,911.5928652941508
-0.15350341796875,0.040428698,0.0,245,634.1442904472351,0.040428698,453753,877.825,0.008087145,3.9979916,420.0284,1,911.8113509021994
0.004581332206726074,0.041632146,0.0,246,638.5071823596954,0.041632146,456753,895.65,0.008368935,4.0265183,428.24374,1,929.5172312624438
0.018526911735534668,0.057314735,0.0,247,642.8059017658234,0.057314735,459753,919.275,0.008045158,4.041994,439.21503,1,953.1583240644579
0.002460300922393799,0.038077157,0.0,248,647.0833251476288,0.038077157,462753,919.275,0.008318832,4.0394597,439.02606,1,952.8651224511835
-0.04062914848327637,0.038463615,0.0,249,651.3935630321503,0.038463615,465753,919.275,0.007256266,4.054018,438.67072,1,952.1501756907168
0.008423805236816406,0.041957542,0.0,250,655.688205242157,0.041957542,468753,941.575,0.009754624,4.0390954,448.95694,1,974.2710908298432
0.008968174457550049,0.043942668,0.0,251,660.028689622879,0.043942668,471753,953.675,0.007312587,4.0355453,454.41367,1,986.4911266603947
0.012321770191192627,0.0426915,0.0,252,664.3417870998383,0.0426915,474753,961.875,0.008927833,4.018366,458.04385,1,995.0149789733065
-0.06897866725921631,0.056922846,0.0,253,668.6004066467285,0.056922846,477753,961.875,0.008160196,3.9951243,458.05273,1,994.6238260107817
0.03726828098297119,0.04590566,0.0,254,672.876277923584,0.04590566,480753,966.325,0.008834792,3.9916763,460.05548,1,998.7120408802311
0.023374557495117188,0.048781652,0.0,255,677.1754288673401,0.048781652,483753,966.325,0.008239629,3.979063,459.8261,1,998.3246851295164
0.025210261344909668,0.07147762,0.0,256,681.4665145874023,0.07147762,486753,966.325,0.007833726,3.98249,459.77606,1,997.9914109038498
-0.04655420780181885,0.0516204,0.0,257,685.7474420070648,0.0516204,489753,966.325,0.00854023,3.944708,459.5851,1,997.5473668039376
-0.00020003318786621094,0.057971925,0.0,258,690.0234081745148,0.057971925,492753,966.325,0.0076717497,3.938774,459.3146,1,997.4083908301479
-0.003168940544128418,0.038773358,0.0,259,694.3028128147125,0.038773358,495753,966.325,0.009040255,3.9442062,459.3832,1,996.9166019420048
-0.0001264810562133789,0.04574436,0.0,260,698.5958149433136,0.04574436,498753,966.325,0.007982172,3.9595032,459.04443,1,996.1490115973168
0.0009171962738037109,0.058314092,0.0,261,702.9136579036713,0.058314092,501753,966.325,0.0076403813,3.956452,458.90292,1,994.9567530100228
-1.8715858459472656e-05,0.04062567,0.0,262,707.3678705692291,0.04062567,504753,966.325,0.008671481,3.9526963,458.91217,1,994.4345188084615
-4.649162292480469e-05,0.03948713,0.0,263,711.7859773635864,0.03948713,507753,966.325,0.008275413,3.9752192,458.45078,1,993.9937501317088
-0.004318714141845703,0.035574798,0.0,264,716.2211773395538,0.035574798,510753,966.325,0.0088170385,3.9835129,458.17938,1,993.3323288350191
-2.193450927734375e-05,0.038871527,0.0,265,720.7841641902924,0.038871527,513753,966.325,0.008457381,3.973412,456.47443,1,992.117318731136
0.00447767972946167,0.06050638,0.0,266,725.2920496463776,0.06050638,516753,966.325,0.008188523,3.9743962,456.69708,1,991.8313518246443
-0.0030606985092163086,0.04675708,0.0,267,729.8543953895569,0.04675708,519753,989.65,0.00918559,3.9903812,467.58868,1,1015.1990376022932
-0.0005573034286499023,0.046896864,0.0,268,734.3623151779175,0.046896864,522753,989.65,0.009018218,4.000916,467.61084,1,1014.8979846777329
0.18563205003738403,0.06674922,0.0,270,738.9137625694275,0.06674922,526041,971.65,0.008069095,4.004143,459.7246,2,995.71397892444
-0.0028771162033081055,0.055059608,0.0,271,743.3401987552643,0.055059608,529041,971.65,0.0077614877,3.9916441,459.8705,1,995.2502198160903
0.020273327827453613,0.05616351,0.0,272,747.7818350791931,0.05616351,531993,971.25,0.00934911,4.0011215,459.95987,1,994.4725371746565
-0.00042319297790527344,0.047739282,0.0,273,752.1788761615753,0.047739282,534993,971.25,0.01032421,4.002474,459.96378,1,994.4166243797233
-0.003942966461181641,0.05001913,0.0,274,756.668922662735,0.05001913,537993,971.25,0.008963846,3.9870281,460.1171,1,994.0568750944205
-0.0004475116729736328,0.050135676,0.0,275,760.9834532737732,0.050135676,540993,971.25,0.009403428,3.9769292,458.74194,1,992.590621463946
0.10619324445724487,0.07906702,0.0,277,765.3910746574402,0.07906702,545151,955.9,0.009282461,3.9703982,451.73456,2,976.4340017539478
-2.0265579223632812e-05,0.04164824,0.0,278,769.8549177646637,0.04164824,548151,955.9,0.008916673,3.9898076,451.92023,1,976.4083463712565
0.01583045721054077,0.05434747,0.0,279,774.3577666282654,0.05434747,551151,955.9,0.0076760044,3.9813519,451.87402,1,976.1440165366643
0.023321926593780518,0.039007477,0.0,280,778.7820432186127,0.039007477,554151,959.225,0.008800221,3.999573,453.29962,1,979.7887033307127
-0.05770158767700195,0.045950823,0.0,281,783.1661355495453,0.045950823,557151,959.225,0.008403992,3.9943256,453.51007,1,980.027261896172
-0.0017611980438232422,0.047974207,0.0,282,787.5540285110474,0.047974207,560151,959.225,0.008816494,4.012696,453.635,1,979.7989148092547
0.00017702579498291016,0.048880782,0.0,283,791.9708695411682,0.048880782,563151,961.65,0.008336046,4.0227284,454.88126,1,982.711823293281
0.0019245147705078125,0.06274452,0.0,284,796.3895518779755,0.06274452,566151,961.65,0.00725241,4.028658,454.90753,1,982.5829174004732
-0.008777379989624023,0.04721474,0.0,285,800.7378251552582,0.04721474,569151,961.65,0.009746814,4.016058,454.81592,1,982.135881359806
-0.21990859508514404,0.06371168,0.0,286,805.1895558834076,0.06371168,572151,961.65,0.008942279,4.013666,454.75665,1,981.8821025190903
0.06849527359008789,0.052835423,0.0,287,809.6811084747314,0.052835423,574716,958.025,0.009361742,3.9957583,452.9626,1,977.6472886834487
0.16309159994125366,0.05602327,0.0,289,814.085324048996,0.05602327,578643,940.75,0.008391076,3.99746,445.2376,2,960.3158537690986
0.011995315551757812,0.06044872,0.0,290,818.5604381561279,0.06044872,581643,940.75,0.009255782,4.002442,445.34253,1,959.8334235698369
-0.00030350685119628906,0.045615025,0.0,291,823.0226063728333,0.045615025,584643,940.75,0.009129947,4.033295,445.28174,1,959.8130462067744
-0.0010173320770263672,0.041609213,0.0,292,827.5047116279602,0.041609213,587643,940.75,0.0071783876,4.0470896,445.7631,1,959.7124223111526
0.007075905799865723,0.058838103,0.0,294,831.9974706172943,0.058838103,591273,921.0,0.010628883,4.0526123,438.4406,2,939.0186706547499
-0.04204678535461426,0.046773493,0.0,295,836.4750032424927,0.046773493,594273,921.0,0.0076564173,4.043459,438.17325,1,938.4273610667866
-0.005159139633178711,0.04755675,0.0,296,840.9376974105835,0.04755675,597273,921.0,0.0086032795,4.049775,438.59625,1,938.3046654093656
-0.04909074306488037,0.048618652,0.0,297,845.4199132919312,0.048618652,600273,921.0,0.010055598,4.0445313,438.7168,1,937.463557354857
-0.03132200241088867,0.06882928,0.0,298,849.8716700077057,0.06882928,603273,921.0,0.0093216775,4.0387874,438.9461,1,936.6144657025309
-0.0013704299926757812,0.04956742,0.0,299,854.3103859424591,0.04956742,606273,921.0,0.008268822,4.053505,438.975,1,936.5157933129401
-2.0384788513183594e-05,0.05396434,0.0,300,858.7344160079956,0.05396434,609273,921.0,0.009849429,4.0438905,438.79214,1,936.0662420589069
-0.007202506065368652,0.068848126,0.0,301,863.2184507846832,0.068848126,612273,921.0,0.01047136,4.028534,438.59552,1,936.2728316100431
-0.2620072364807129,0.16316357,0.0,302,867.9657964706421,0.16316357,615273,921.0,0.009585839,4.0264874,438.47235,1,936.5252664317901
-0.00039267539978027344,0.06394245,0.0,304,872.5738306045532,0.06394245,619623,907.25,0.008112498,3.9794297,432.12817,2,921.6557554263993
-0.0009624958038330078,0.050019123,0.0,305,877.162811756134,0.050019123,622623,907.25,0.008824075,3.9786315,432.06778,1,921.140999985947
-0.20522558689117432,0.061920006,0.0,306,881.6425702571869,0.061920006,625623,907.25,0.0088325925,3.971983,432.07147,1,920.8994155298249
0.43751269578933716,0.08584762,0.0,308,886.1371774673462,0.08584762,629151,886.65,0.010750296,3.9773257,424.6267,2,897.1052307852478
0.055472493171691895,0.05800387,0.0,310,890.6298217773438,0.05800387,632412,886.425,0.00914382,3.9896867,424.27118,2,896.4470614424466
-0.027360081672668457,0.050297234,0.0,311,895.0983192920685,0.050297234,635412,886.425,0.0095047075,4.001734,424.1669,1,896.5408004383902
-0.0034034252166748047,0.04040911,0.0,312,899.5818762779236,0.04040911,638412,886.825,0.008921618,4.022613,424.50644,1,896.371916898006
-0.01758098602294922,0.061380208,0.0,313,904.0653421878815,0.061380208,641412,886.825,0.008963643,4.0059433,424.91675,1,895.6254819091143
0.8492337167263031,0.04961903,0.0,314,908.6381151676178,0.04961903,642231,868.65,0.010126673,4.0055537,416.30817,1,876.117559135388
0.047878146171569824,0.07100698,0.0,315,913.1560711860657,0.07100698,642384,844.925,0.008425444,3.9950013,405.3737,1,852.017913381805
-0.005354046821594238,0.05062636,0.0,316,917.6968564987183,0.05062636,645384,846.525,0.009003343,3.9972305,405.999,1,853.8279249869918
-0.10333812236785889,0.06701335,0.0,317,922.2048287391663,0.06701335,648384,860.275,0.0083837155,3.9962997,412.42343,1,867.8817555115484
0.3978157043457031,0.06161733,0.0,318,926.6850066184998,0.06161733,649737,846.55,0.010048362,4.0122075,406.06485,1,853.2013450790204
0.30190014839172363,0.059321977,0.0,319,931.2139143943787,0.059321977,650511,828.0,0.008539552,4.0157466,397.51965,1,834.8511340816647
0.365497350692749,0.060549445,0.0,321,935.7251167297363,0.060549445,654855,814.2,0.007956499,4.0132747,391.40845,2,819.0885137774407
-0.02753424644470215,0.053727478,0.0,322,940.1900749206543,0.053727478,657855,814.2,0.0076511395,4.0295086,391.37915,1,819.1751348167681
-0.00823366641998291,0.051817514,0.0,323,944.6554048061371,0.051817514,660855,814.2,0.008760129,4.022707,391.3177,1,818.7271927169797
-0.02462923526763916,0.05475345,0.0,324,949.1123049259186,0.05475345,663855,814.2,0.007811378,4.021818,391.1172,1,818.8316811770904
-0.08726966381072998,0.050681546,0.0,325,953.5147566795349,0.050681546,666855,814.2,0.008450006,4.0314574,391.0435,1,818.9457758858783
-0.1214519739151001,0.05635116,0.0,327,957.9060158729553,0.05635116,670380,797.2,0.007519533,4.0357356,384.66547,2,802.0878440810716
0.012187302112579346,0.054118343,0.0,328,962.3306379318237,0.054118343,673380,797.2,0.009207019,4.032226,384.8998,1,801.5912270016794
0.013504862785339355,0.05696102,0.0,329,966.7699058055878,0.05696102,676380,814.475,0.008372337,4.0062313,393.20337,1,818.4649058923221
0.0024660825729370117,0.061888754,0.0,331,971.1866807937622,0.061888754,679731,792.4,0.009549035,3.9891896,383.205,2,795.2319133122535
-0.1442655324935913,0.061697565,0.0,332,975.6580436229706,0.061697565,682731,792.4,0.009054523,3.9873428,383.3532,1,793.6800202813095
0.0165175199508667,0.063221425,0.0,333,980.0489602088928,0.063221425,685731,792.4,0.009445865,3.9694524,382.2279,1,793.2459698688092
-0.021988391876220703,0.048932344,0.0,334,984.4389684200287,0.048932344,688731,812.15,0.0076600136,3.9768085,391.66577,1,813.3820272667247
-0.05496406555175781,0.053398013,0.0,335,988.9154272079468,0.053398013,691731,812.15,0.008024504,3.986786,391.82047,1,811.9684353773645
-0.1032785177230835,0.06271105,0.0,336,993.300626039505,0.06271105,694731,812.15,0.008544204,3.9876158,391.8335,1,812.1251245906275
-0.006443381309509277,0.061608076,0.0,337,997.7758059501648,0.061608076,697731,812.15,0.008929685,3.9817204,392.85034,1,812.1558000660316
-0.004400014877319336,0.04242225,0.0,338,1002.232882976532,0.04242225,700731,812.15,0.0086529665,3.9882221,392.31293,1,812.3210378202554
0.646204262971878,0.072420895,0.0,339,1006.6808767318726,0.072420895,703131,807.15,0.0095008835,3.996008,390.2014,1,803.3216868463596
0.053380489349365234,0.04599926,0.0,340,1011.1114826202393,0.04599926,706131,807.15,0.007936632,4.0056996,390.222,1,803.1686449891693
-0.010065436363220215,0.047795866,0.0,341,1015.5610733032227,0.047795866,709131,807.15,0.008364668,4.0050716,390.18393,1,802.834959180302
0.6523092985153198,0.06545554,0.0,342,1020.055988073349,0.06545554,712071,806.65,0.008884799,4.008461,390.1774,1,801.2905561679344
