# {"env_id": "CartPole-v0", "t_start": 1555481191.7445292} 
r,l,t
19.0,19,10.455137
42.0,42,10.651476
12.0,12,10.717706
61.0,61,11.015907
14.0,14,11.06989
10.0,10,11.093574
24.0,24,11.162279
26.0,26,11.293468
12.0,12,11.345037
16.0,16,11.424798
59.0,59,11.709308
24.0,24,11.818889
12.0,12,11.875303
20.0,20,11.960435
31.0,31,12.102493
36.0,36,12.270469
13.0,13,12.309354
28.0,28,12.437334
16.0,16,12.513868
14.0,14,12.580383
12.0,12,12.638795
14.0,14,12.710585
25.0,25,12.832216
23.0,23,12.951224
17.0,17,13.027777
34.0,34,13.192009
11.0,11,13.245106
14.0,14,13.315619
19.0,19,13.404904
26.0,26,13.508748
28.0,28,13.591224
20.0,20,13.641261
43.0,43,13.743838
50.0,50,13.932065
16.0,16,14.016274
30.0,30,14.139492
36.0,36,14.314453
35.0,35,14.47567
9.0,9,14.499031
17.0,17,14.553994
12.0,12,14.60508
22.0,22,14.717148
12.0,12,14.789372
36.0,36,17.04413
10.0,10,17.075748
46.0,46,17.238568
22.0,22,17.302276
13.0,13,17.338481
13.0,13,17.37787
12.0,12,17.419254
12.0,12,17.469314
63.0,63,17.757385
16.0,16,17.821355
12.0,12,17.857406
21.0,21,17.927468
30.0,30,18.031982
38.0,38,18.145109
12.0,12,18.175371
21.0,21,18.239258
32.0,32,18.42244
34.0,34,18.604247
25.0,25,18.758481
56.0,56,18.943496
30.0,30,19.045
11.0,11,19.086321
20.0,20,19.137902
35.0,35,19.253448
30.0,30,19.348009
43.0,43,19.481801
12.0,12,19.516794
11.0,11,19.547954
25.0,25,19.623997
14.0,14,19.690086
16.0,16,19.734224
27.0,27,19.815646
18.0,18,19.865311
23.0,23,19.923867
24.0,24,19.996767
22.0,22,20.070698
29.0,29,20.199327
15.0,15,20.267915
21.0,21,20.360085
39.0,39,20.554831
17.0,17,20.651997
11.0,11,20.710233
38.0,38,21.126609
38.0,38,21.228793
43.0,43,21.379077
35.0,35,21.491477
20.0,20,21.54108
59.0,59,21.686718
25.0,25,21.749552
63.0,63,21.917962
29.0,29,21.990072
23.0,23,22.054437
24.0,24,22.152591
15.0,15,22.220427
51.0,51,22.412855
18.0,18,22.472028
50.0,50,22.622468
19.0,19,22.712854
37.0,37,22.918855
36.0,36,23.112431
33.0,33,23.281558
27.0,27,23.436924
12.0,12,23.503245
27.0,27,23.647518
26.0,26,23.766793
27.0,27,23.875589
