EpTrueRewMean,EpisodesSoFar,surrgain,ev_tdlam_before,entropy,EpThisIter,TimestepsSoFar,EpRewMean,EpLenMean,TimeElapsed,meankl,optimgain,entloss
199.525,5040,0.014998386,0.9674895033240318,0.52503014,5,968612,141.53194,199.525,4714.805970191956,0.006323655,0.014998386,0.0
199.525,5045,0.013835751,0.9598433896899223,0.51208353,5,969612,138.87912,199.525,4719.534068346024,0.009946169,0.013835751,0.0
199.45,5050,0.015881188,0.9523811563849449,0.46909145,5,970609,135.64925,199.45,4724.621510267258,0.0119448295,0.015881188,0.0
199.45,5055,0.019876942,0.9661310277879238,0.4919672,5,971609,134.03271,199.45,4729.36586022377,0.007855035,0.019876942,0.0
199.45,5060,0.022528881,0.9379858002066612,0.48279184,5,972609,133.53088,199.45,4734.650259971619,0.0046278397,0.022528881,0.0
199.45,5066,0.015228229,0.955723162740469,0.49195534,6,973809,132.71669,199.45,4739.827692985535,0.007384338,0.015228229,0.0
195.65,5071,0.0051725013,0.7395649552345276,0.4623002,5,974657,130.50388,195.65,4745.173480272293,0.004929569,0.0051725013,0.0
196.125,5077,0.014023677,0.867229700088501,0.4826001,6,975857,130.5505,196.125,4751.0874190330505,0.0052833473,0.014023677,0.0
196.125,5082,0.013282127,0.9511234164237976,0.44838113,5,976857,130.243,196.125,4756.10066819191,0.0072109997,0.013282127,0.0
196.125,5087,0.009027156,0.8506145924329758,0.4919346,5,977857,127.90083,196.125,4761.240130901337,0.005650892,0.009027156,0.0
196.2,5092,0.014137896,0.8581503331661224,0.47264773,5,978857,125.576866,196.2,4766.4235298633575,0.008013744,0.014137896,0.0
196.2,5097,0.00867246,0.4201142191886902,0.46750462,5,979857,122.865616,196.2,4771.180102109909,0.0065556476,0.00867246,0.0
196.2,5102,0.011936927,0.41500401496887207,0.4815629,5,980857,118.8254,196.2,4776.256625890732,0.004500364,0.011936927,0.0
196.2,5107,0.013538264,0.4914461374282837,0.45487714,5,981857,115.1992,196.2,4781.342805624008,0.0059268894,0.013538264,0.0
200.0,5112,0.0067270133,0.22053778171539307,0.43658406,5,982857,113.04982,200.0,4785.609860658646,0.00692763,0.0067270133,0.0
200.0,5118,0.014573997,0.300631046295166,0.42150253,6,984057,107.69664,200.0,4790.000837087631,0.009534665,0.014573997,0.0
200.0,5123,0.0062805363,0.47937172651290894,0.4635595,5,985057,102.039276,200.0,4794.660054206848,0.0046094484,0.0062805363,0.0
200.0,5128,0.011297785,0.375133752822876,0.40561485,5,986057,96.92708,200.0,4799.913843870163,0.0075031156,0.011297785,0.0
200.0,5133,0.008470482,0.3800082802772522,0.40789193,5,987057,92.57098,200.0,4804.79651427269,0.0044981763,0.008470482,0.0
200.0,5138,0.012322632,0.17857962846755981,0.4428679,5,988057,89.28938,200.0,4810.270424127579,0.006439495,0.012322632,0.0
200.0,5143,0.014363788,0.23528635501861572,0.46251094,5,989057,87.81366,200.0,4815.177723646164,0.005625019,0.014363788,0.0
200.0,5148,0.01712628,0.34883105754852295,0.4343577,5,990057,86.245834,200.0,4819.691937685013,0.006953409,0.01712628,0.0
200.0,5153,0.014133356,-0.027519702911376953,0.43151578,5,991057,84.550125,200.0,4824.356663942337,0.0083597265,0.014133356,0.0
200.0,5158,0.008972027,0.0583796501159668,0.44279498,5,992057,84.03444,200.0,4829.677035331726,0.0055905716,0.008972027,0.0
200.0,5164,0.017545916,0.3293358087539673,0.45783877,6,993257,85.28841,200.0,4835.225187540054,0.009241159,0.017545916,0.0
200.0,5169,0.01211305,0.553267240524292,0.49474603,5,994257,91.17255,200.0,4840.416954755783,0.0069862586,0.01211305,0.0
200.0,5174,0.008164645,0.5117365717887878,0.48639923,5,995257,98.76906,200.0,4845.527023553848,0.0050697885,0.008164645,0.0
200.0,5179,0.011383644,0.3791106343269348,0.5131753,5,996257,104.884445,200.0,4850.683753728867,0.007955412,0.011383644,0.0
200.0,5184,0.009006839,0.6300599277019501,0.5316423,5,997257,113.5072,200.0,4855.310462474823,0.009648528,0.009006839,0.0
200.0,5189,0.007898167,0.641795814037323,0.45871723,5,998257,120.7735,200.0,4860.196476459503,0.008057398,0.007898167,0.0
200.0,5194,0.012636162,0.8517286032438278,0.52251875,5,999257,132.17226,200.0,4865.522657632828,0.00506234,0.012636162,0.0
200.0,5199,0.009648537,0.7538106441497803,0.5200552,5,1000257,140.3595,200.0,4870.428437709808,0.004447288,0.009648537,0.0
