TimestepsSoFar,EpRewMean,EpLenMean,TimeElapsed,ev_tdlam_before,surrgain,meankl,EpThisIter,entropy,EpisodesSoFar,entloss,EpTrueRewMean,optimgain
773781,733.3014,710.55,1089.05517745018,0.9897940466180444,0.05190754,0.01093572,2,1.6687585,524,0.0,2495.5883504335534,0.05190754
776688,735.1441,709.775,1093.5063843727112,0.9767094664275646,0.06382139,0.010941622,1,1.6407017,525,0.0,2496.9958566390496,0.06382139
780624,720.4982,692.575,1097.919995546341,0.9508247002959251,0.054729126,0.010774925,2,1.6327248,527,0.0,2440.097935985068,0.054729126
783624,725.5506,699.175,1102.2786891460419,-0.0520634651184082,0.04099709,0.010157841,1,1.6058503,528,0.0,2462.462842174483,0.04099709
787860,713.7608,684.475,1106.6964938640594,0.7482534050941467,0.041200027,0.010425384,2,1.6046133,530,0.0,2414.1483320147986,0.041200027
790860,713.72656,684.475,1111.1840183734894,0.025997459888458252,0.0422014,0.010164691,1,1.5743456,531,0.0,2415.294487920296,0.0422014
793860,714.68536,684.475,1115.6279790401459,0.0112992525100708,0.044097077,0.009900892,1,1.6035006,532,0.0,2417.0891044582304,0.044097077
796860,722.1561,694.225,1120.0591988563538,-0.051095008850097656,0.044006772,0.010690691,1,1.6441541,533,0.0,2451.126932706247,0.044006772
798159,723.6659,695.125,1124.4873559474945,0.9601928852498531,0.15088288,0.009998937,1,1.6440891,534,0.0,2456.520963637854,0.15088288
801159,734.1025,707.35,1128.8953306674957,0.5235971510410309,0.039494805,0.009925453,1,1.6873735,535,0.0,2501.124185142874,0.039494805
805449,710.7986,680.3,1133.3175113201141,0.9672877117991447,0.06704813,0.011131296,3,1.6797332,538,0.0,2410.4919209382683,0.06704813
809427,685.47986,649.55,1137.8165652751923,0.9885028237476945,0.060287554,0.0116597675,3,1.6505692,541,0.0,2307.6273310811885,0.060287554
812436,687.5659,643.0,1142.2404491901398,0.981468953192234,0.06701781,0.010874191,3,1.6344745,544,0.0,2299.0474147828536,0.06701781
815928,713.2679,664.15,1146.6230535507202,0.9814496133476496,0.062091116,0.011122871,2,1.6187451,546,0.0,2386.904286125625,0.062091116
818877,709.80646,662.6,1151.1193475723267,0.9886409025639296,0.06598836,0.010908971,2,1.576202,548,0.0,2383.7553709622284,0.06598836
821877,712.9714,669.975,1155.5766627788544,-0.0033093690872192383,0.044632792,0.01103282,1,1.5587815,549,0.0,2407.8031288095917,0.044632792
823569,713.25275,671.375,1159.90283203125,0.9682083316147327,0.06437187,0.012209414,1,1.6033946,550,0.0,2414.1605025227686,0.06437187
825234,712.41376,672.45,1164.278846025467,0.9689564406871796,0.05615241,0.011111096,1,1.6164846,551,0.0,2418.83520008531,0.05615241
828234,712.4728,672.45,1168.6968750953674,0.7861249893903732,0.052582186,0.011698816,1,1.5954294,552,0.0,2421.7242105355426,0.052582186
830079,713.4945,673.625,1173.150765657425,0.9110432714223862,0.055724435,0.011733426,1,1.567702,553,0.0,2428.665098357252,0.055724435
833799,696.452,659.225,1177.5535819530487,0.9648696333169937,0.057396397,0.010219663,2,1.5522965,555,0.0,2377.6736455349983,0.057396397
838227,689.6481,654.1,1181.9911842346191,0.7342105805873871,0.044118516,0.010392377,2,1.5447541,557,0.0,2360.465390937587,0.044118516
841227,689.3702,654.1,1186.3825170993805,0.6487040519714355,0.0421184,0.011103863,1,1.5174711,558,0.0,2362.05074343031,0.0421184
844227,702.5083,668.65,1190.882630109787,0.07371664047241211,0.039860103,0.0105813695,1,1.5446928,559,0.0,2414.5690771199284,0.039860103
847227,710.6808,679.225,1195.2350022792816,0.07461404800415039,0.040712483,0.01113338,1,1.5717022,560,0.0,2451.972292032174,0.040712483
850227,716.80365,687.9,1199.689073085785,0.0897977352142334,0.041890502,0.013007811,1,1.5446157,561,0.0,2481.322561085024,0.041890502
854088,713.3874,683.725,1204.1221871376038,0.720240592956543,0.048600778,0.010223003,2,1.5423892,563,0.0,2468.69122016002,0.048600778
857088,722.4247,694.225,1208.5621819496155,-2.1576881408691406e-05,0.038057256,0.010834359,1,1.544979,564,0.0,2504.745234588796,0.038057256
860088,720.60614,695.0,1213.0246651172638,0.12267929315567017,0.045273535,0.013076803,1,1.5748129,565,0.0,2505.5555993859707,0.045273535
863088,722.2826,698.875,1217.5540788173676,0.013640880584716797,0.047740072,0.009746231,1,1.54984,566,0.0,2517.284341541587,0.047740072
866574,718.78503,691.25,1222.0097134113312,0.9855886483564973,0.059773166,0.009747597,2,1.5470239,568,0.0,2496.2930860535225,0.059773166
869550,719.99554,691.05,1226.4661221504211,0.9836990721523762,0.06041427,0.013576601,1,1.5170949,569,0.0,2499.5381856418635,0.06041427
872550,732.6525,705.75,1230.86554312706,0.09942764043807983,0.040849138,0.010364276,1,1.5562283,570,0.0,2550.433568122745,0.040849138
875550,732.2213,705.75,1235.2694511413574,0.11275094747543335,0.049566187,0.011589438,1,1.5960995,571,0.0,2551.0157098353907,0.049566187
876888,720.30743,691.9,1239.6859261989594,0.9755857922136784,0.058181696,0.010233484,1,1.6272428,572,0.0,2502.8660952129294,0.058181696
879888,720.8112,691.9,1244.0775315761566,0.09201151132583618,0.040476743,0.009886732,1,1.6413412,573,0.0,2502.8622178813625,0.040476743
882888,732.953,706.075,1248.4923541545868,0.17586475610733032,0.04508578,0.010160103,1,1.6198263,574,0.0,2551.1501144328977,0.04508578
885888,732.57794,706.075,1252.9682896137238,0.12032341957092285,0.036512494,0.010340422,1,1.664841,575,0.0,2550.4555113615706,0.036512494
888888,740.89795,714.025,1257.445438861847,0.9692065939307213,0.05316811,0.0103082135,1,1.7474105,576,0.0,2580.430665625933,0.05316811
893718,751.9443,726.15,1261.9686071872711,0.7978416085243225,0.048671886,0.010649748,3,1.7628827,579,0.0,2621.5081066560274,0.048671886
896718,760.2526,737.625,1266.3631162643433,0.03662151098251343,0.046445962,0.010192797,1,1.7146302,580,0.0,2659.4364397317427,0.046445962
899922,759.5875,736.125,1270.791771888733,0.9846426974982023,0.06035482,0.011490172,3,1.6769757,583,0.0,2650.6880177238136,0.06035482
903276,754.58215,727.9,1275.1590180397034,0.9881027769297361,0.062146384,0.013542605,3,1.6836394,586,0.0,2619.5888231469717,0.062146384
907296,762.98126,736.825,1279.610850095749,0.7685587704181671,0.04728835,0.010937795,2,1.6866338,588,0.0,2649.4032851419583,0.04728835
912240,753.50256,725.05,1283.935730934143,0.8628894835710526,0.046536695,0.012003095,3,1.668564,591,0.0,2605.6664097017065,0.046536695
915240,753.67285,725.05,1288.3172132968903,0.10697430372238159,0.04533191,0.009560625,1,1.6773871,592,0.0,2604.432183072792,0.04533191
918240,761.2103,734.675,1292.7278587818146,0.041910529136657715,0.041256744,0.011142397,1,1.6616362,593,0.0,2635.5766554475986,0.041256744
921240,774.2967,749.625,1297.1757266521454,0.04505574703216553,0.04626846,0.010386801,1,1.6600645,594,0.0,2687.546164455219,0.04626846
924240,777.6626,753.675,1301.8301620483398,-0.0920109748840332,0.040800788,0.011990898,1,1.6753272,595,0.0,2698.790890096096,0.040800788
929253,761.13965,733.55,1306.266963481903,0.8059968203306198,0.04710929,0.010025321,3,1.6891478,598,0.0,2625.868655931242,0.04710929
930882,728.5544,697.125,1310.6672656536102,0.9709661994129419,0.06935157,0.01055238,2,1.6937563,600,0.0,2495.6514056279148,0.06935157
934947,716.6508,681.0,1315.0333783626556,0.7024713456630707,0.048759323,0.010656807,2,1.6700735,602,0.0,2438.2733907712186,0.048759323
939204,719.38837,684.3,1319.4381771087646,0.7342622578144073,0.041001506,0.010112016,2,1.7250828,604,0.0,2450.311228774953,0.041001506
940830,711.5812,672.85,1323.869499206543,0.9849634561687708,0.055328004,0.010912466,1,1.7235682,605,0.0,2411.7652828880787,0.055328004
943941,696.6471,656.0,1328.3075919151306,0.9892374640330672,0.058936425,0.010972063,2,1.6771086,607,0.0,2351.6904855991584,0.058936425
946941,708.0917,669.725,1332.7639253139496,-0.14898145198822021,0.04779566,0.010432927,1,1.6834555,608,0.0,2397.604220635635,0.04779566
948285,695.48816,656.125,1337.1090049743652,0.9822547174990177,0.05367487,0.010781417,1,1.6807666,609,0.0,2346.7527429004963,0.05367487
951285,695.89685,656.125,1341.433995962143,0.06944245100021362,0.043351352,0.010051061,1,1.7529134,610,0.0,2346.480266832798,0.043351352
953763,683.56335,640.625,1345.804400920868,0.9878992103040218,0.06383552,0.010970946,2,1.789338,612,0.0,2292.446221429129,0.06383552
958320,673.5576,628.6,1350.2634007930756,0.7582904994487762,0.054538272,0.010664582,2,1.8020893,614,0.0,2251.379131100067,0.054538272
962163,657.4052,610.625,1354.709769487381,0.9884842857718468,0.063836165,0.011408519,2,1.7618855,616,0.0,2187.0320490120166,0.063836165
965163,656.78235,610.625,1359.1486015319824,-0.03351151943206787,0.047611926,0.010823536,1,1.708558,617,0.0,2185.6622913782935,0.047611926
966495,659.7176,615.075,1363.4907875061035,0.9838869106024504,0.05306948,0.013157116,1,1.699215,618,0.0,2201.9580349541,0.05306948
969264,637.9657,593.075,1367.9224348068237,0.9681104756891727,0.06786983,0.010438358,3,1.6859783,621,0.0,2124.569973401348,0.06786983
970998,635.5731,592.3,1372.3290617465973,0.9840202126652002,0.065870926,0.011554474,2,1.6334074,623,0.0,2121.980775651714,0.065870926
975069,647.36694,607.25,1376.6780626773834,0.7330032289028168,0.04880712,0.00988797,2,1.6471859,625,0.0,2174.2894040259425,0.04880712
977379,656.4347,617.525,1381.1112413406372,0.9740658216178417,0.065307155,0.010653508,1,1.641235,626,0.0,2211.9039589002487,0.065307155
982032,661.63464,622.8,1385.5106093883514,0.7454164624214172,0.0477734,0.011478966,2,1.703767,628,0.0,2230.4839985823864,0.0477734
985746,654.8529,612.55,1389.9311158657074,0.9919201163575053,0.053966086,0.011124966,3,1.6947826,631,0.0,2196.9567051049958,0.053966086
987723,647.8414,604.025,1394.4909138679504,0.9718807004392147,0.065068394,0.011539134,1,1.6862757,632,0.0,2168.5219525101265,0.065068394
988800,633.23987,588.0,1398.9173438549042,0.9867006056010723,0.0697235,0.010332006,1,1.7471356,633,0.0,2112.0088012671727,0.0697235
992001,612.4857,564.675,1403.2928278446198,0.9866511272266507,0.06137167,0.010257726,2,1.798752,635,0.0,2030.7405559076844,0.06137167
995001,612.56757,564.675,1407.0429096221924,-0.02922523021697998,0.046322905,0.010339042,1,1.747272,636,0.0,2031.1630859713055,0.046322905
998001,627.619,581.275,1410.6867275238037,0.09955239295959473,0.04778802,0.010773189,1,1.7032778,637,0.0,2089.765009873204,0.04778802
999528,630.9372,585.625,1414.2510442733765,0.975148281082511,0.057213053,0.01099433,1,1.675949,638,0.0,2105.053110129515,0.057213053
1003491,628.15247,580.075,1417.7849910259247,0.9919750448316336,0.070797026,0.010654346,3,1.7044209,641,0.0,2090.257753614962,0.070797026
