entropy,TimeElapsed,meankl,EpThisIter,entloss,EpRewMean,EpTrueRewMean,TimestepsSoFar,optimgain,EpisodesSoFar,EpLenMean,surrgain,ev_tdlam_before
7.8078156,233.72294354438782,0.006950779,2,0.0,235.55856,616.4809213021674,156234,0.09511534,280,341.175,0.09511534,0.7892729192972183
7.8098764,238.14794445037842,0.006879311,2,0.0,241.35889,630.92442838837,159141,0.09283736,282,349.725,0.09283736,0.8259267807006836
7.8097415,242.5777018070221,0.0073058372,3,0.0,249.78036,654.896188893158,162333,0.07895781,285,362.775,0.07895781,0.8963731154799461
7.80061,246.96172165870667,0.006427232,3,0.0,256.67224,670.6209707635262,165834,0.08246182,288,369.325,0.08246182,0.8882075995206833
7.783706,251.3377823829651,0.0064953156,2,0.0,269.36832,698.0617412383797,168495,0.116325036,290,380.525,0.116325036,0.7352070510387421
7.7945585,255.77045917510986,0.0072528035,4,0.0,270.34042,698.3493435467601,173742,0.08371453,294,387.925,0.08371453,0.7994998544454575
7.797057,260.21918749809265,0.0074020466,1,0.0,275.14938,711.2960615338839,175473,0.08578088,295,396.35,0.08578088,0.8361609131097794
7.7916718,264.56876277923584,0.0073531363,2,0.0,277.64896,715.7304434318636,177201,0.11962794,297,397.275,0.11962794,0.811596229672432
7.797245,268.93101716041565,0.0076678507,4,0.0,278.67084,712.3308222980866,180933,0.09217201,301,390.55,0.09217201,0.6932442784309387
7.8052983,273.2958884239197,0.006708791,1,0.0,291.58035,743.303184596832,183777,0.11883983,302,408.8,0.11883983,0.8148449957370758
7.7897916,277.667827129364,0.007913992,3,0.0,297.91177,755.423762971742,187158,0.09445894,305,413.1,0.09445894,0.8570186048746109
7.7806544,282.01663064956665,0.0074397484,5,0.0,285.2177,727.023417069593,190389,0.09912987,310,391.275,0.09912987,0.7302508652210236
7.781323,286.3627324104309,0.0072310288,5,0.0,266.72974,689.5754806893073,194277,0.095588505,315,368.3,0.095588505,0.7610464692115784
7.7802153,290.9441509246826,0.007757765,3,0.0,258.87573,674.8931346861381,196242,0.09282484,318,358.075,0.09282484,0.8094479441642761
7.763734,295.34436988830566,0.007654477,2,0.0,254.85898,667.7245963627516,198558,0.121193945,320,352.7,0.121193945,0.7359384596347809
7.7592134,299.731139421463,0.0069935955,3,0.0,255.43852,663.6399100249289,201684,0.10669429,323,345.95,0.10669429,0.8524500727653503
7.7573705,304.1275227069855,0.00650987,2,0.0,255.34146,667.1166622217534,204279,0.08851142,325,349.55,0.08851142,0.7405262887477875
7.7529416,308.5517656803131,0.0065502697,2,0.0,254.78056,664.4093301733798,207075,0.10666865,327,350.475,0.10666865,0.7638622969388962
7.748547,312.89015889167786,0.007431073,2,0.0,251.13933,658.231657466807,208986,0.07944362,329,349.925,0.07944362,0.8876861035823822
7.7420497,317.17435789108276,0.0070346263,3,0.0,248.22115,661.0922452121943,212772,0.08675229,332,344.975,0.08675229,0.8640988320112228
7.739135,321.5149383544922,0.00759139,3,0.0,248.73149,658.7096179031769,215649,0.12197605,335,334.8,0.12197605,0.8951888158917427
7.7169957,325.9655075073242,0.007938267,2,0.0,262.70685,698.4857106394886,219804,0.10981154,337,355.025,0.10981154,0.8987445011734962
7.7202187,330.3765025138855,0.0075469175,3,0.0,269.94293,726.3482214250723,223884,0.09703474,340,365.35,0.09703474,0.8177288174629211
7.701733,334.7185626029968,0.006994121,3,0.0,260.4544,706.2684036951372,227076,0.09365068,343,351.125,0.09365068,0.7680023461580276
7.696091,339.1559543609619,0.00731686,3,0.0,254.95247,699.791451497242,230103,0.10091561,346,348.025,0.10091561,0.8746718615293503
7.6809564,343.61790657043457,0.007847017,2,0.0,265.03864,729.7060089261013,232860,0.08806445,348,365.575,0.08806445,0.8195767998695374
7.6804957,348.0257456302643,0.0070964675,3,0.0,272.35858,754.3463099950559,236559,0.0841652,351,376.375,0.0841652,0.7611577808856964
7.6663857,352.44685196876526,0.007097969,1,0.0,281.72256,779.7334714318886,238656,0.10408345,352,389.075,0.10408345,0.8178343176841736
7.6660895,356.8577244281769,0.007823687,2,0.0,284.14194,787.118893198986,240381,0.09841755,354,392.175,0.09841755,0.7625050395727158
7.6659703,361.23282980918884,0.007357712,2,0.0,285.78204,785.9311790274771,241932,0.098092556,356,390.45,0.098092556,0.8064294904470444
7.659176,365.62142848968506,0.007965464,3,0.0,296.33688,819.5101892014551,247296,0.09189866,359,412.5,0.09189866,0.8897357806563377
7.65808,370.04967284202576,0.008303991,3,0.0,292.81348,812.6695396769077,249444,0.098420024,362,405.775,0.098420024,0.8304175138473511
7.6486053,374.455637216568,0.007095472,3,0.0,286.63934,802.0339542715601,252348,0.094048135,365,400.575,0.094048135,0.84853795170784
7.654679,378.9155116081238,0.0073544253,3,0.0,286.48224,806.7700200773869,255387,0.108569905,368,394.2,0.108569905,0.9134345948696136
7.6450796,383.3412778377533,0.0080676405,3,0.0,285.71002,802.9547239257492,258294,0.10808864,371,387.25,0.10808864,0.8467064946889877
7.652848,387.70547103881836,0.008037734,3,0.0,292.89667,825.6574859307584,262485,0.0894631,374,397.275,0.0894631,0.9193342104554176
7.6345787,392.1035997867584,0.0070810993,4,0.0,278.9381,790.0827589105377,266622,0.10813537,378,377.15,0.10813537,0.890063926577568
7.641174,396.50823426246643,0.007866639,4,0.0,277.20233,785.8868115515952,270777,0.09302601,382,372.4,0.09302601,0.8798847496509552
7.6370726,400.93239283561707,0.007926565,2,0.0,283.06226,804.3792379209196,273417,0.09435789,384,377.0,0.09435789,0.8951843455433846
7.650509,405.33497619628906,0.0072808713,4,0.0,278.39594,797.7590907925147,276741,0.07894105,388,365.675,0.07894105,0.8389644920825958
7.650589,409.75754976272583,0.0075982194,3,0.0,285.7669,813.9622753631861,280185,0.099354684,391,363.55,0.099354684,0.8452360928058624
7.6459503,414.1517071723938,0.007675401,3,0.0,287.05487,822.2719964006486,283443,0.08775508,394,358.85,0.08775508,0.9411177150905132
7.649491,418.5071451663971,0.008117411,4,0.0,281.37512,817.1624888923178,287301,0.09926514,398,345.225,0.09926514,0.9447789788246155
7.655258,422.8850917816162,0.008643721,3,0.0,285.3397,832.8755098743832,289908,0.10963397,401,344.275,0.10963397,0.9347768500447273
7.644833,427.2731077671051,0.007884001,4,0.0,283.93896,833.1792405984095,293217,0.091987535,405,340.575,0.091987535,0.880175992846489
7.6187005,431.625874042511,0.008603524,2,0.0,285.8611,845.4662603007498,295848,0.10916597,407,345.85,0.10916597,0.9410846754908562
7.6131134,436.01318073272705,0.007382898,4,0.0,281.31903,839.2417958961348,298947,0.088883534,411,338.775,0.088883534,0.9140004441142082
7.615064,440.3801095485687,0.00820182,3,0.0,268.66318,806.9198383072422,301371,0.09151904,414,324.05,0.09151904,0.6813849210739136
7.627579,444.79282236099243,0.007246682,2,0.0,268.52005,809.8383198136438,303828,0.09796242,416,324.45,0.09796242,0.896707221865654
7.6195064,449.21414852142334,0.008018456,2,0.0,272.4542,822.8986671764897,306435,0.091646336,418,331.775,0.091646336,0.9262974485754967
7.615555,453.9257242679596,0.0072733504,3,0.0,278.28513,850.8776759174887,310128,0.106403515,421,334.1,0.106403515,0.7794547826051712
7.6314244,458.31110763549805,0.00806107,4,0.0,275.27332,846.4680201760533,314529,0.096104026,425,333.425,0.096104026,0.9417131803929806
7.6154914,462.7661135196686,0.0075796377,4,0.0,274.98676,849.0652241386879,318015,0.1130797,429,332.35,0.1130797,0.8351888060569763
7.6177826,467.2056815624237,0.0070130555,5,0.0,259.4925,812.2493255007404,321702,0.10929023,434,318.825,0.10929023,0.864634558558464
7.62421,471.6553657054901,0.007758868,3,0.0,260.12125,818.7700646423316,324759,0.10079481,437,320.075,0.10079481,0.9093644469976425
7.6167116,476.05077624320984,0.0072304853,3,0.0,260.07007,820.538095800313,327873,0.09486551,440,323.925,0.09486551,0.8803628161549568
7.6129303,480.4293067455292,0.008171605,2,0.0,265.99814,840.8251460221429,330414,0.100780904,442,330.825,0.100780904,0.9172217771410942
7.5955853,484.80308842658997,0.007948052,3,0.0,274.14813,870.6773657015017,334203,0.100342706,445,341.55,0.100342706,0.8820482492446899
7.574708,489.1686930656433,0.008584228,2,0.0,268.14478,856.7644854205466,336045,0.106083214,447,334.975,0.106083214,0.7851736098527908
7.585204,493.55107712745667,0.008591972,2,0.0,275.18573,884.0132489741787,339066,0.105109066,449,346.95,0.105109066,0.881666287779808
7.5567474,498.00579166412354,0.0077360496,3,0.0,284.58932,916.0253009953518,342324,0.09549369,452,358.325,0.09549369,0.8839151114225388
7.5672,502.4447431564331,0.008267468,2,0.0,286.55594,925.8553680174882,344550,0.097468555,454,359.825,0.097468555,0.9089843258261681
7.568725,506.8682448863983,0.008762296,4,0.0,278.67502,903.2733648852806,347838,0.10485953,458,345.025,0.10485953,0.7854799330234528
7.5777626,511.22258830070496,0.008292746,2,0.0,274.7504,899.5806093525307,350526,0.10459903,460,346.225,0.10459903,0.8596966415643692
7.5875397,515.5692670345306,0.007948526,3,0.0,274.4818,899.873156593733,354156,0.104310274,463,345.025,0.104310274,0.9326079189777374
7.5907745,519.9626145362854,0.0080502005,2,0.0,284.97675,935.1598756897745,357531,0.11388436,465,358.35,0.11388436,0.8940240889787674
7.5718536,524.3518166542053,0.009209355,3,0.0,286.63898,945.3526270293175,360288,0.09917104,468,359.925,0.09917104,0.9600125513970852
7.567151,528.7922186851501,0.0076660695,2,0.0,289.4622,950.898136476782,362562,0.0901885,470,362.95,0.0901885,0.8887251168489456
7.5706663,533.2335228919983,0.007623486,3,0.0,293.62665,966.3876815648546,365808,0.10393749,473,371.1,0.10393749,0.8399863988161087
7.574525,537.6445124149323,0.00784581,4,0.0,299.52536,978.0935673022763,369621,0.119717024,477,373.85,0.119717024,0.9345215260982513
7.5896034,542.020720243454,0.008011544,3,0.0,295.81497,966.3583992895798,372174,0.08896536,480,369.175,0.08896536,0.9160897508263588
7.57933,546.3918237686157,0.0079671955,3,0.0,284.58704,922.5591874184229,375036,0.11700578,483,352.35,0.11700578,0.9456139318645
7.5684204,550.803138256073,0.0072568115,2,0.0,300.31064,990.0579075721209,379470,0.102924794,485,377.225,0.102924794,0.8663960844278336
7.5744753,555.2070798873901,0.008472051,2,0.0,308.61804,1020.7194378390074,382770,0.14638057,487,389.375,0.14638057,0.9104984104633331
7.577197,559.6518216133118,0.0076964097,3,0.0,310.1989,1028.6767178498296,386838,0.10883434,490,388.425,0.10883434,0.9368333369493484
7.5800047,564.1168429851532,0.007872831,4,0.0,304.65985,1006.3680668837305,389991,0.09806651,494,378.675,0.09806651,0.8889019265770912
7.5723257,568.5376164913177,0.008239275,2,0.0,309.69977,1024.1494947484975,392367,0.09520671,496,385.325,0.09520671,0.8200346380472183
7.577621,572.9448986053467,0.008055772,4,0.0,306.8148,1014.6757213331173,396585,0.109338984,500,383.825,0.109338984,0.9186044782400131
7.563858,577.3912336826324,0.008107366,3,0.0,303.55377,1003.8633044021092,399468,0.0942567,503,377.6,0.0942567,0.9105242863297462
7.5685434,581.8158478736877,0.007970298,4,0.0,299.6546,980.6941878733084,403926,0.10649556,507,370.475,0.10649556,0.8571459203958511
7.5588865,586.2015380859375,0.007870196,3,0.0,305.84625,996.0206266110774,407412,0.10593234,510,373.75,0.10593234,0.8596478700637817
7.5489373,590.6596400737762,0.007683309,2,0.0,323.50818,1058.3365531219326,410688,0.13695541,512,389.325,0.13695541,0.8355592340230942
7.537716,595.1279792785645,0.008291296,3,0.0,318.9827,1042.9277266090162,413751,0.08785187,515,381.875,0.08785187,0.8889152258634567
7.5242267,599.5773255825043,0.008481681,3,0.0,329.73492,1079.4704165293683,418311,0.09763158,518,399.9,0.09763158,0.8705371469259262
7.516544,604.0046355724335,0.008309119,1,0.0,338.7153,1113.6903119962312,421311,0.108784616,519,417.725,0.108784616,0.25526362657546997
7.5240326,608.4103684425354,0.0074583553,1,0.0,346.7456,1140.238409657967,423279,0.103682734,520,425.875,0.103682734,0.8592236042022705
7.5212436,612.8989923000336,0.007915122,5,0.0,338.26505,1097.5077651179495,428316,0.10226033,525,407.05,0.10226033,0.8671990185976028
7.507508,617.3626136779785,0.008186515,3,0.0,324.94687,1042.1024098321577,431007,0.100614876,528,392.05,0.100614876,0.8531490415334702
7.4984255,621.7929425239563,0.008491453,1,0.0,327.1021,1047.0398275305633,433419,0.10431643,529,398.15,0.10431643,0.38094544410705566
7.485978,626.2529394626617,0.008285088,2,0.0,329.43497,1051.0087810208565,435633,0.10085194,531,399.55,0.10085194,0.9308004379272461
7.4760866,630.6605014801025,0.009038454,3,0.0,341.4691,1093.7985053306252,439695,0.12110317,534,414.2,0.12110317,0.6562930941581726
7.486751,635.1469926834106,0.0077670896,3,0.0,350.01166,1116.7329589021126,444036,0.14748788,537,420.0,0.14748788,0.8927495256066322
7.4935465,639.5513274669647,0.0089791035,3,0.0,351.4222,1115.5344626214683,447216,0.100478455,540,421.925,0.100478455,0.9275773912668228
7.5052357,643.9709093570709,0.0076741446,4,0.0,347.259,1103.4528578952977,451641,0.11107548,544,417.825,0.11107548,0.8471297323703766
7.5083494,648.4139366149902,0.008473227,2,0.0,357.04156,1142.6832276490163,454512,0.11490285,546,432.575,0.11490285,0.7923179566860199
7.5065303,652.8579838275909,0.008799667,3,0.0,351.0693,1125.1705270147406,457692,0.108197,549,425.325,0.108197,0.9122591838240623
7.4807734,657.302740573883,0.00738787,4,0.0,331.92685,1058.30335508518,461013,0.10208668,553,406.4,0.10208668,0.8974399492144585
7.470411,661.7953796386719,0.008352571,3,0.0,334.3312,1073.356804323358,465048,0.11376101,556,403.525,0.11376101,0.9190730378031731
7.467395,666.2107636928558,0.008308451,3,0.0,337.1822,1090.326261489169,469269,0.107550636,559,399.65,0.107550636,0.9160017445683479
7.450301,670.6073324680328,0.008842368,2,0.0,327.8443,1057.46188627441,472065,0.099680565,561,388.875,0.099680565,0.88541679084301
7.474715,675.0851910114288,0.008268313,3,0.0,329.54907,1074.6272275479726,475068,0.09686914,564,396.55,0.09686914,0.9096472188830376
7.4714837,679.5531132221222,0.008120309,2,0.0,330.976,1083.5441752053948,477582,0.111577176,566,397.95,0.111577176,0.8988894745707512
7.4736805,683.9765095710754,0.008890534,3,0.0,339.2408,1124.3242751634418,481461,0.11094378,569,400.35,0.11094378,0.8552334606647491
7.4896984,688.3656463623047,0.009144679,3,0.0,338.6926,1127.2901413616892,484836,0.11348361,572,397.85,0.11348361,0.9349559769034386
7.4845705,692.7774085998535,0.008444227,4,0.0,328.22696,1106.1560871921417,490272,0.09116732,576,396.825,0.09116732,0.7609090805053711
7.46973,697.1768009662628,0.008048041,4,0.0,325.84952,1107.7625424700468,494304,0.108524084,580,392.4,0.108524084,0.9410137161612511
7.4648404,701.5629904270172,0.0077332095,4,0.0,320.7164,1097.1227819354774,498033,0.11190442,584,386.6,0.11190442,0.9460547268390656
7.4661245,705.9240415096283,0.008626929,2,0.0,318.3991,1088.8037674631044,500517,0.10680903,586,383.375,0.10680903,0.7984912246465683
7.4618397,710.3352146148682,0.0082024615,2,0.0,338.06827,1162.2284433990044,505476,0.08569275,588,408.25,0.08569275,0.6265681684017181
7.4259186,714.6917068958282,0.008351359,3,0.0,336.613,1158.8276376389827,508611,0.10640093,591,406.55,0.10640093,0.9570473693311214
7.414111,719.1598699092865,0.008857019,2,0.0,359.04044,1241.0425692668848,512736,0.111459956,593,431.025,0.111459956,0.9186730980873108
7.40837,723.5527217388153,0.008896672,4,0.0,353.0334,1224.4604966809839,517758,0.11280227,597,425.65,0.11280227,0.8257401883602142
7.4112544,727.9665670394897,0.008718278,4,0.0,339.3542,1172.1635807060266,521481,0.112631634,601,411.8,0.112631634,0.8278400301933289
7.428817,732.3203151226044,0.009558734,3,0.0,338.07782,1166.2228580620472,524112,0.10056946,604,408.7,0.10056946,0.8957991376519203
7.4335785,736.6937601566315,0.008756781,2,0.0,333.22797,1148.1259219166038,525897,0.09988709,606,402.625,0.09988709,0.8614888042211533
7.4300985,741.0560326576233,0.008581297,3,0.0,325.76862,1109.9352356211596,528996,0.09946206,609,396.125,0.09946206,0.8691011816263199
7.419559,745.4405045509338,0.009076914,3,0.0,328.78506,1121.4491837619466,532656,0.112457186,612,398.5,0.112457186,0.8555787801742554
7.4130816,749.901848077774,0.008258464,2,0.0,319.33182,1081.9146579836863,534534,0.121764526,614,381.15,0.121764526,0.9100735262036324
7.4087486,754.2827656269073,0.011802314,3,0.0,334.00568,1144.1892010482995,539625,0.0930454,617,400.325,0.0930454,0.720723032951355
7.4179235,758.7428820133209,0.008493199,2,0.0,330.04462,1134.1075890066481,541239,0.09468435,619,399.725,0.09468435,0.6333976089954376
7.417233,763.1449768543243,0.00900648,3,0.0,332.3598,1139.1510706913991,544371,0.119902186,622,403.025,0.119902186,0.937701128423214
7.4128385,767.5636868476868,0.0091658365,2,0.0,348.71597,1198.085588248818,548667,0.11906755,624,421.95,0.11906755,0.8893129304051399
7.4132557,771.9121396541595,0.009104289,1,0.0,343.73132,1178.9185122456001,549432,0.15088265,625,414.275,0.15088265,0.7316559255123138
7.425704,776.3235323429108,0.009049844,1,0.0,355.8557,1226.7082354774807,551859,0.12243848,626,427.85,0.12243848,0.8907179534435272
7.4400473,780.7483863830566,0.008649759,2,0.0,355.83456,1220.902196182012,556890,0.086407624,628,428.45,0.086407624,0.5698131322860718
7.4335175,785.2344915866852,0.009258168,2,0.0,363.00922,1243.1350140822265,560535,0.12833747,630,440.2,0.12833747,0.903254047036171
7.4508705,789.7005732059479,0.008880638,2,0.0,358.058,1226.8537855059935,563718,0.121383116,632,435.425,0.121383116,0.8471304774284363
7.435193,794.1946086883545,0.008478673,2,0.0,346.31,1184.5251721895227,565713,0.103665054,634,421.2,0.103665054,0.7928052693605423
7.4231415,798.5969753265381,0.008356441,3,0.0,354.6855,1215.1287578029674,569580,0.107085325,637,431.85,0.107085325,0.7917922735214233
7.4169345,803.018146276474,0.0093123,2,0.0,367.01328,1259.5910147337922,572604,0.09689251,639,442.85,0.09689251,0.7323989868164062
7.42743,807.4494605064392,0.008164362,2,0.0,376.35187,1301.142638470529,576141,0.10925022,641,455.5,0.10925022,0.8598952442407608
7.421085,811.9140627384186,0.0110795535,2,0.0,382.70483,1329.3168777943563,578610,0.11558606,643,464.95,0.11558606,0.8285060524940491
7.415206,816.3296408653259,0.009248195,2,0.0,392.34415,1358.4298756045052,582597,0.14450705,645,477.475,0.14450705,0.840616762638092
7.417785,820.7709209918976,0.008381445,1,0.0,399.17496,1384.172364617114,584061,0.10697159,646,484.7,0.10697159,0.8825629130005836
7.4314423,825.1982383728027,0.009041778,1,0.0,411.46387,1433.10042030267,587016,0.123935476,647,501.9,0.123935476,0.7968591898679733
7.4443316,829.6192104816437,0.007994721,1,0.0,413.74893,1446.356164715494,589353,0.1120122,648,507.625,0.1120122,0.7793685793876648
7.437729,834.0396246910095,0.010348081,1,0.0,423.2168,1488.2924218419732,591084,0.132391,649,517.4,0.132391,0.7714568972587585
7.42717,838.4275076389313,0.008413004,1,0.0,421.52374,1484.3034489733893,592968,0.116873324,650,518.2,0.116873324,0.7805885672569275
7.4218707,842.7606074810028,0.008525273,2,0.0,434.03033,1527.2923349064167,596631,0.112933174,652,533.125,0.112933174,0.927655041217804
7.415084,847.1794075965881,0.009403686,3,0.0,424.18692,1487.884078603253,600366,0.11833634,655,523.6,0.11833634,0.7876284718513489
7.414811,851.6177418231964,0.008953148,1,0.0,435.7877,1529.659906362996,602850,0.100421496,656,535.85,0.100421496,0.7712520807981491
7.4058847,855.9917840957642,0.008549987,3,0.0,439.5047,1528.93869828658,605361,0.104699165,659,534.35,0.104699165,0.9080650880932808
7.4125233,860.439615726471,0.008833726,1,0.0,450.32684,1572.945098409571,607815,0.16189331,660,547.075,0.16189331,0.7911758720874786
7.4312906,864.8618271350861,0.00943241,1,0.0,458.86533,1609.565425501874,610530,0.11486484,661,559.575,0.11486484,0.7053897678852081
7.421932,869.2668015956879,0.008906035,2,0.0,453.76846,1597.7681325654164,614253,0.12819503,663,557.525,0.12819503,0.8558399379253387
7.411178,873.6782240867615,0.009173192,3,0.0,439.8991,1557.297649621531,617613,0.10550068,666,547.95,0.10550068,0.7641330510377884
7.408809,878.0890390872955,0.008591393,3,0.0,428.1062,1523.161787802664,622332,0.14869677,669,532.575,0.14869677,0.850913405418396
7.40326,882.5148651599884,0.00882908,3,0.0,410.6618,1457.577970543088,625215,0.108762205,672,512.475,0.108762205,0.8987473398447037
7.385377,886.9116785526276,0.009644558,1,0.0,418.63242,1492.9979569333857,628215,0.13166636,673,524.575,0.13166636,0.4214858412742615
