entropy,TimeElapsed,meankl,EpThisIter,entloss,EpRewMean,EpTrueRewMean,TimestepsSoFar,optimgain,EpisodesSoFar,EpLenMean,surrgain,ev_tdlam_before
7.3818235,891.3151950836182,0.010495648,2,0.0,437.88916,1558.6802184098838,632763,0.16079369,675,545.7,0.16079369,0.8673127144575119
7.3639483,895.9844431877136,0.009047819,3,0.0,450.64755,1611.9871760131607,637497,0.10497036,678,559.75,0.10497036,0.878283217549324
7.365739,900.4415397644043,0.008977981,3,0.0,447.78467,1595.1818824056743,642732,0.122048065,681,554.925,0.122048065,0.7951988279819489
7.378858,904.8482012748718,0.008823562,2,0.0,464.0809,1647.436491234408,647268,0.0871008,683,572.15,0.0871008,0.5890789330005646
7.3661366,909.2686634063721,0.008627638,1,0.0,473.1595,1683.3694784111417,650268,0.10158618,684,582.5,0.10158618,-0.28634941577911377
7.356441,913.6786847114563,0.009729182,1,0.0,477.45117,1702.9811412046408,653241,0.14398958,685,588.7,0.14398958,0.9025973901152611
7.354749,918.1950082778931,0.010124937,2,0.0,482.91788,1723.9205613888648,658590,0.11377462,687,596.45,0.11377462,0.6625228226184845
7.343261,922.6541295051575,0.009415757,2,0.0,482.19394,1719.3471341461202,662217,0.13740309,689,592.775,0.13740309,0.7691679745912552
7.332951,927.2380509376526,0.009141756,2,0.0,487.09872,1750.966331656876,665925,0.14665443,691,601.175,0.14665443,0.8468287736177444
7.3145013,931.75954413414,0.0109903505,1,0.0,480.07217,1726.8117741400633,667554,0.14886592,692,591.025,0.14886592,0.93731939047575
7.305433,936.2841475009918,0.009841703,1,0.0,487.02435,1754.5554055634434,670554,0.10311961,693,599.3,0.10311961,0.7868830114603043
7.2771764,940.7829127311707,0.009066386,2,0.0,498.36798,1799.1816187211703,673617,0.105942,695,610.425,0.105942,0.9150433614850044
7.261719,945.2570490837097,0.013600291,1,0.0,501.64218,1818.3299628696936,676617,0.08186984,696,614.725,0.08186984,-0.2800089120864868
7.2063565,949.7275955677032,0.008720905,2,0.0,514.8713,1878.9388947792236,680046,0.100348264,698,630.95,0.100348264,0.8521860539913177
7.2086167,954.208399772644,0.011093503,2,0.0,513.0021,1868.2147020304233,683253,0.102502495,700,628.65,0.102502495,0.4818769097328186
7.195374,958.7565395832062,0.010208493,3,0.0,496.65765,1797.6580443039688,686703,0.09996772,703,603.75,0.09996772,0.8550476729869843
7.1736007,963.385085105896,0.009045257,1,0.0,510.5703,1849.6035364615432,689703,0.093125656,704,619.95,0.093125656,-0.022625327110290527
7.18831,967.9101159572601,0.01017557,2,0.0,515.1475,1865.4913362751934,692241,0.22071597,706,621.9,0.22071597,0.7031530141830444
7.203548,972.4673581123352,0.008837137,2,0.0,507.3759,1833.3279848336344,695481,0.10055251,708,612.825,0.10055251,0.7453509867191315
7.182011,977.0335092544556,0.009103078,2,0.0,524.5145,1910.1202602891608,699909,0.09013571,710,635.575,0.09013571,0.6348400115966797
7.1793046,981.6103775501251,0.0099292835,2,0.0,537.2028,1960.5740225736408,703143,0.112063736,712,649.4,0.112063736,0.8590037524700165
7.1503134,986.2054300308228,0.0101748705,2,0.0,516.2273,1834.7205122098567,705465,0.076981366,714,619.5,0.076981366,0.6605488657951355
7.1595464,990.7921464443207,0.009732531,1,0.0,525.3338,1866.6738830759846,708465,0.12365329,715,630.85,0.12365329,-0.19852876663208008
7.17183,995.3916745185852,0.010223121,1,0.0,526.701,1864.1845845108758,711465,0.09489836,716,631.85,0.09489836,0.06190299987792969
7.1428256,999.9119300842285,0.008937983,1,0.0,523.38153,1852.5473493496224,712449,0.0975338,717,629.45,0.0975338,0.8278679400682449
7.1688266,1004.4591281414032,0.008609425,2,0.0,523.4128,1847.2787394857637,716178,0.10539122,719,635.275,0.10539122,0.8588624894618988
7.1425176,1009.0124385356903,0.009259688,1,0.0,537.11487,1896.089214469488,719178,0.09032482,720,650.425,0.09032482,0.025510311126708984
7.1428094,1013.6989510059357,0.009329121,2,0.0,525.9993,1856.9124288748142,721743,0.10452658,722,633.425,0.10452658,0.8787199482321739
7.1375775,1018.3243126869202,0.00960625,1,0.0,533.46216,1886.8609386295739,724743,0.08206177,723,645.625,0.08206177,-0.1635047197341919
7.0849013,1022.9069802761078,0.010787353,1,0.0,532.1637,1887.2074210708065,727743,0.11204441,724,645.625,0.11204441,-0.1725623607635498
7.0849614,1027.493809223175,0.009165641,2,0.0,521.823,1850.6354538888422,732213,0.10538181,726,634.975,0.10538181,0.8650601804256439
7.0794196,1032.0687022209167,0.009532181,1,0.0,517.7704,1831.4139162987121,734076,0.1237843,727,629.05,0.1237843,0.8907287642359734
7.077101,1036.6142890453339,0.008729589,1,0.0,517.5002,1829.0454697808368,737076,0.105370775,728,629.05,0.105370775,0.5291018784046173
7.0338306,1041.2230377197266,0.009015327,1,0.0,533.3959,1887.5965540428988,740076,0.08583427,729,648.825,0.08583427,-0.005540013313293457
7.0729966,1045.8518483638763,0.009661635,2,0.0,537.3213,1891.843911804838,743757,0.0992708,731,648.6,0.0992708,0.9375621452927589
7.0522633,1050.4125399589539,0.009770718,3,0.0,524.33514,1836.4581281993655,747981,0.12777163,734,634.275,0.12777163,0.8348475843667984
7.060438,1055.0040979385376,0.01045054,1,0.0,526.04913,1842.4891310269443,749793,0.1269638,735,634.8,0.1269638,0.8711484521627426
7.0393543,1059.6613006591797,0.010105233,1,0.0,524.6329,1835.8472666452576,752793,0.08958348,736,634.8,0.08958348,-0.13005995750427246
7.0331554,1064.2715225219727,0.009649474,3,0.0,500.7307,1744.1284910475283,756456,0.11129156,739,611.75,0.11129156,0.9006141424179077
7.0116563,1069.08194231987,0.009595994,1,0.0,507.08038,1768.598246582253,757467,0.11920619,740,618.45,0.11920619,0.9112359136343002
7.0237255,1073.6610119342804,0.008060513,1,0.0,520.3436,1812.772429515302,760467,0.08891183,741,634.725,0.08891183,0.08842670917510986
7.030763,1078.2043144702911,0.00977471,1,0.0,525.37994,1844.6484276415158,763110,0.38576555,742,643.7,0.38576555,0.8775120973587036
7.037294,1082.8114862442017,0.009429387,1,0.0,530.5832,1869.1989012727377,764877,0.10386067,743,651.45,0.10386067,0.753339022397995
7.0255575,1087.3999557495117,0.009720715,2,0.0,522.18445,1821.444702914734,769074,0.10582715,745,643.175,0.10582715,0.2836017608642578
6.9987354,1091.9967229366302,0.010031302,1,0.0,539.8932,1895.541611229525,772074,0.09545575,746,665.275,0.09545575,-0.1906583309173584
6.981022,1096.5827457904816,0.009549763,1,0.0,539.9044,1901.0846545338002,775074,0.103185736,747,667.6,0.103185736,0.1097419261932373
7.005018,1101.0742156505585,0.0095582,1,0.0,557.3919,1969.6316333693765,778002,0.12984169,748,687.675,0.12984169,0.9014905020594597
7.00371,1105.637164592743,0.008438918,2,0.0,555.25757,1949.3522903976113,781437,0.09416224,750,679.4,0.09416224,0.8364100605249405
6.992188,1110.2794003486633,0.008539341,2,0.0,569.0174,2003.9744545624078,786615,0.09764318,752,695.6,0.09764318,0.6513326466083527
7.002577,1114.8685705661774,0.008739063,1,0.0,564.0751,2027.2400383337713,787977,0.091271795,753,693.275,0.091271795,0.8673913776874542
6.9671793,1119.3975450992584,0.009929467,3,0.0,553.62616,1997.7360787845246,793338,0.11227088,756,682.275,0.11227088,0.7230352163314819
6.967757,1123.9929518699646,0.009753174,1,0.0,555.89166,2007.8725883265154,794700,0.08000502,757,685.425,0.08000502,0.7016939222812653
6.9401383,1128.6272444725037,0.0089727575,2,0.0,549.6479,1990.589261184501,796842,0.11273411,759,672.2,0.11273411,0.8094573318958282
6.9009395,1133.1996896266937,0.00933954,1,0.0,544.8843,1969.906087556624,798948,0.11848759,760,664.75,0.11848759,0.9274834468960762
6.893358,1137.8441882133484,0.0106466925,1,0.0,547.5765,1977.1753367021943,800976,0.1601393,761,667.6,0.1601393,0.8320488631725311
6.8935685,1142.434497833252,0.0095212795,1,0.0,562.064,2033.7663532058662,803976,0.08725882,762,685.275,0.08725882,0.4985242486000061
6.879561,1146.9821093082428,0.00975959,1,0.0,562.95703,2040.8287209836847,806976,0.09458302,763,685.275,0.09458302,-0.12392234802246094
6.862117,1151.5375759601593,0.010254351,2,0.0,557.13684,2013.1790136460975,810954,0.10393976,765,671.3,0.10393976,0.6125248372554779
6.8698554,1156.1667757034302,0.011077754,1,0.0,563.38605,2045.471744154461,813954,0.08600396,766,681.175,0.08600396,0.32862967252731323
6.8681784,1160.7685859203339,0.009797581,2,0.0,548.80347,1986.339091564881,816726,0.10391866,768,663.75,0.10391866,0.9409888982772827
6.853206,1165.361787557602,0.009569917,2,0.0,544.3272,1975.869113585226,821001,0.092586204,770,657.575,0.092586204,0.6059705913066864
6.8742533,1169.933572769165,0.009513147,1,0.0,550.44745,2002.18263447125,823599,0.14265047,771,665.35,0.14265047,0.7534733712673187
6.857374,1174.4552850723267,0.009915536,1,0.0,557.1912,2031.1335678623523,826599,0.08180624,772,673.425,0.08180624,-0.026286005973815918
6.8492427,1178.9686162471771,0.009323293,2,0.0,550.4882,2008.4188080541194,827922,0.1110238,774,666.175,0.1110238,0.8053132593631744
6.8355145,1183.548805475235,0.009378647,1,0.0,554.2882,2028.401053442467,830922,0.111160114,775,676.075,0.111160114,0.05769747495651245
6.7949815,1188.0771267414093,0.009895771,2,0.0,545.7372,1989.5189789317687,833760,0.10883087,777,664.2,0.10883087,0.8637020736932755
6.7999835,1192.5690143108368,0.0130953565,2,0.0,555.36755,2028.2363113351578,837051,0.106671646,779,671.625,0.106671646,0.917160302400589
6.8117676,1197.1716494560242,0.009563398,1,0.0,568.9549,2082.7426911385637,840051,0.101276726,780,688.2,0.101276726,0.24197924137115479
6.800555,1201.831124305725,0.008570587,3,0.0,542.78516,1971.855568854576,843033,0.09200451,783,651.3,0.09200451,0.9097964391112328
6.810368,1206.421545267105,0.009871115,1,0.0,540.95905,1964.275157952626,846033,0.08746238,784,651.3,0.08746238,0.10664397478103638
6.8367753,1210.973637342453,0.009182914,1,0.0,552.17926,2021.5507597409626,849033,0.09168053,785,666.325,0.09168053,0.0205039381980896
6.8506303,1215.5753350257874,0.008338774,2,0.0,531.88306,1935.0783338110366,851997,0.14749795,787,641.025,0.14749795,0.7762677520513535
6.888045,1220.1426885128021,0.009066884,1,0.0,527.7363,1917.7311539385616,854157,0.1029329,788,634.625,0.1029329,0.9088903218507767
6.8738546,1224.7483217716217,0.010012606,2,0.0,518.72894,1878.9905613126928,856902,0.11048153,790,628.875,0.11048153,0.9284985810518265
6.8634033,1229.3558423519135,0.011226621,2,0.0,509.97223,1838.660626715366,861510,0.091600046,792,624.125,0.091600046,0.6665545105934143
6.8437514,1233.9740257263184,0.009118617,3,0.0,488.2002,1754.2608136244567,864999,0.107866034,795,600.7,0.107866034,0.8801263645291328
6.832505,1238.4600727558136,0.010552505,2,0.0,492.7845,1776.6085828288974,867366,0.12017943,797,605.55,0.12017943,0.7592224180698395
6.796738,1243.0398802757263,0.011183554,2,0.0,499.31998,1800.3780173045038,870612,0.12875062,799,614.75,0.12875062,0.8146559596061707
6.792421,1247.6452934741974,0.009769408,1,0.0,498.16953,1801.532722489996,872778,0.13716498,800,615.25,0.13716498,0.9360131025314331
6.74925,1252.3198463916779,0.00967437,2,0.0,487.4333,1767.4101969878916,876591,0.09686752,802,605.125,0.09686752,0.5788154602050781
6.7233887,1256.9069228172302,0.010193596,2,0.0,478.48233,1730.8990147668435,881085,0.10968703,804,592.575,0.10968703,0.7948078364133835
6.7119575,1261.5149283409119,0.010110164,1,0.0,484.48346,1754.6449715985868,882876,0.13560605,805,599.35,0.13560605,0.9275927618145943
6.685776,1266.0494494438171,0.010543128,1,0.0,482.31305,1741.8432600664466,885465,0.11888676,806,595.925,0.11888676,0.6405349373817444
6.676632,1270.6274559497833,0.011866041,1,0.0,501.7918,1825.3662574435286,888417,0.10849416,807,618.075,0.10849416,0.8785234317183495
6.688003,1275.2101757526398,0.010365853,1,0.0,500.4965,1832.2037863366786,890901,0.11112771,808,618.125,0.11112771,0.8092072904109955
6.7041454,1279.7909042835236,0.009576436,1,0.0,499.47406,1833.968251969473,893901,0.09093185,809,618.125,0.09093185,-0.017169833183288574
6.71027,1284.371018409729,0.011979764,1,0.0,511.2679,1879.5165024816251,896901,0.08387808,810,632.5,0.08387808,0.08276057243347168
6.724348,1288.9628944396973,0.009177317,1,0.0,511.25458,1887.3941116232807,899901,0.10228007,811,635.85,0.10228007,0.266315758228302
6.6814003,1293.613528728485,0.0104417,1,0.0,510.4501,1889.7081080741104,902901,0.09149743,812,635.85,0.09149743,0.25005602836608887
6.6972036,1298.1698424816132,0.009416554,2,0.0,541.22015,2025.0083889024202,908901,0.1111429,814,674.825,0.1111429,-0.20833587646484375
6.7145824,1302.7749426364899,0.010125954,1,0.0,542.4657,2033.746254047417,911901,0.08853204,815,674.825,0.08853204,-0.022046804428100586
6.699602,1307.3137364387512,0.008841998,1,0.0,552.00525,2080.4309198493443,914901,0.08895478,816,686.875,0.08895478,0.08062744140625
6.6723804,1311.8959302902222,0.010494189,1,0.0,561.14026,2123.048558114602,917901,0.09783709,817,701.175,0.09783709,0.3979630470275879
6.6677284,1316.4128386974335,0.0099559985,1,0.0,552.43896,2085.787245879624,919182,0.108537376,818,690.8,0.108537376,0.807465210556984
6.660584,1320.9037520885468,0.00992254,2,0.0,554.7552,2108.150544079004,923841,0.09529431,820,698.25,0.09529431,0.7368565797805786
6.651737,1325.4289119243622,0.009744036,1,0.0,563.6626,2148.122449976238,925905,0.14282706,821,709.225,0.14282706,0.7849932163953781
6.6487565,1330.015747308731,0.010524461,1,0.0,574.1825,2186.2089064605084,928902,0.16652776,822,721.7,0.16652776,0.887479804456234
6.6267076,1334.6213781833649,0.009502808,2,0.0,564.26904,2154.757322630124,931221,0.09817365,824,709.9,0.09817365,0.8798778355121613
6.641785,1339.2048585414886,0.009320257,1,0.0,566.4065,2167.9623888127676,933948,0.19504891,825,707.625,0.19504891,0.7811998277902603
6.599733,1343.812999010086,0.010556368,2,0.0,569.2806,2180.0344293622134,937521,0.1021286,827,712.7,0.1021286,0.9361907839775085
6.6460586,1348.405800819397,0.0094297435,1,0.0,569.0035,2188.1281725739377,939927,0.110614255,828,714.75,0.110614255,0.8837957978248596
6.6234703,1353.234067440033,0.010553662,1,0.0,573.6923,2214.9072359713527,941643,0.10117357,829,721.075,0.10117357,0.8148369789123535
6.6389623,1357.76669049263,0.010041888,2,0.0,577.0132,2255.636946241527,946197,0.1104398,831,719.125,0.1104398,0.9129084125161171
6.6346264,1362.25559091568,0.010837607,2,0.0,584.10834,2289.615076959679,949077,0.10063121,833,725.5,0.10063121,0.9134513214230537
6.602296,1366.8433139324188,0.010309856,1,0.0,596.278,2348.224612571668,952077,0.09973371,834,742.175,0.09973371,0.07284390926361084
6.5926332,1371.389562368393,0.010460358,1,0.0,597.1465,2361.068100788824,954339,0.10816678,835,744.5,0.10816678,0.794844001531601
6.559617,1375.923510313034,0.009280089,1,0.0,606.61804,2397.381359254715,956754,0.11476884,836,757.65,0.11476884,0.8742916285991669
6.5451813,1380.5006396770477,0.010315789,1,0.0,607.5419,2403.6877423932992,958446,0.19883227,837,759.0,0.19883227,0.7904494106769562
6.510849,1385.064802646637,0.010430623,1,0.0,605.6925,2395.471846589829,959718,0.099896036,838,756.0,0.099896036,0.8266901671886444
6.4990883,1389.5990633964539,0.010344911,2,0.0,601.7008,2385.369218637584,963861,0.09227875,840,759.025,0.09227875,0.6538897156715393
6.491839,1394.272620677948,0.0103127565,1,0.0,599.3999,2387.641234835884,966861,0.08560272,841,759.025,0.08560272,0.020511984825134277
6.4740458,1398.7819402217865,0.010742222,2,0.0,584.9054,2328.732590575056,968769,0.10192702,843,743.475,0.10192702,0.8918293416500092
6.490338,1403.4183747768402,0.009687956,1,0.0,589.9072,2356.0109919803276,971139,0.100156195,844,750.45,0.100156195,0.8363765925168991
6.514342,1408.0192377567291,0.010602482,2,0.0,581.35974,2330.5134540967615,974238,0.10780393,846,739.775,0.10780393,0.8995459377765656
6.5417023,1412.4772152900696,0.011098423,1,0.0,567.43787,2270.649724646376,975231,0.18847169,847,723.45,0.18847169,0.7964185774326324
6.532029,1416.6789498329163,0.01027596,2,0.0,566.30884,2273.4870048431626,980724,0.09679292,849,723.525,0.09679292,0.5707395672798157
6.5372963,1420.8423306941986,0.011637883,1,0.0,560.76886,2243.567139509355,983253,0.13052467,850,719.6,0.13052467,0.9004748240113258
6.5601764,1424.7833223342896,0.009902546,2,0.0,547.72546,2190.4865631290913,987276,0.08819731,852,703.125,0.08819731,0.6724117994308472
6.49925,1428.4636940956116,0.01058558,1,0.0,547.3917,2194.2617769367744,990276,0.12431659,853,703.125,0.12431659,0.433336079120636
6.4676948,1432.2106189727783,0.011263138,2,0.0,538.10376,2150.0606075220844,995187,0.09987452,855,694.05,0.09987452,0.8237548470497131
6.464779,1435.9330217838287,0.010282556,1,0.0,538.72424,2154.527078962277,998187,0.17384648,856,694.05,0.17384648,0.8308065831661224
6.4628143,1439.7848513126373,0.010408156,2,0.0,527.0327,2094.423692372954,1000764,0.12207648,858,679.85,0.12207648,0.9089459553360939
