EpRewMean,ev_tdlam_before,entloss,EpThisIter,optimgain,meankl,TimeElapsed,EpLenMean,TimestepsSoFar,EpisodesSoFar,EpTrueRewMean,entropy,surrgain
70.19625,0.866772249341011,0.0,11,0.4365497,0.014062647,1344.7717094421387,99.675,614133,2688,499.8182826231663,23.382341,0.4365497
68.804,0.8651252090930939,0.0,11,0.31001592,0.014275872,1351.6060650348663,99.975,617277,2699,495.6545752593921,23.386538,0.31001592
69.10398,0.8413087874650955,0.0,8,0.28788915,0.014275565,1358.1576132774353,100.65,620169,2707,500.8176555430422,23.387041,0.28788915
67.86348,0.8658100217580795,0.0,11,0.13353294,0.0038494002,1364.788301706314,99.975,623196,2718,494.55440458413904,23.38426,0.13353294
68.81681,0.8758339434862137,0.0,11,0.1526106,0.0038275807,1371.4190211296082,99.6,626412,2729,498.7427439283612,23.38698,0.1526106
69.658104,0.9052375629544258,0.0,11,0.31856218,0.01434355,1377.9301555156708,100.3,629598,2740,502.2593693741968,23.383722,0.31856218
68.66705,0.864842101931572,0.0,10,0.15170465,0.003773239,1384.5972633361816,97.275,632691,2750,491.5722255683033,23.383062,0.15170465
68.04347,0.85342076420784,0.0,11,0.14212132,0.0038587302,1391.3681359291077,97.1,635814,2761,485.52486373528154,23.38135,0.14212132
67.57509,0.8548826426267624,0.0,11,0.15515831,0.004078904,1398.0954337120056,96.275,638820,2772,481.52603912559715,23.383795,0.15515831
69.75676,0.8194531053304672,0.0,9,0.3730057,0.01456566,1404.8569550514221,99.5,641937,2781,494.33377329007027,23.382631,0.3730057
67.46256,0.8362093865871429,0.0,11,0.28692496,0.013736445,1411.5104327201843,99.525,645081,2792,491.98068321108315,23.375067,0.28692496
67.74901,0.8510711938142776,0.0,12,0.1494492,0.0040363977,1418.11874294281,97.825,648330,2804,490.46425270174825,23.37557,0.1494492
68.25757,0.88777756690979,0.0,11,0.14248021,0.003784706,1424.8939063549042,98.4,651507,2815,497.4458456632763,23.37475,0.14248021
65.75275,0.8972645550966263,0.0,11,0.32529885,0.014221337,1431.5597381591797,90.95,654411,2826,464.97474836690725,23.369059,0.32529885
64.41057,0.839357778429985,0.0,12,0.14793804,0.004197208,1438.3661768436432,90.375,657594,2838,460.89871821107636,23.366718,0.14793804
64.03636,0.8839241415262222,0.0,10,0.2680856,0.013694392,1445.1309287548065,92.675,660660,2848,473.4439143166912,23.36468,0.2680856
63.519707,0.8440513908863068,0.0,11,0.15057647,0.004007276,1451.7875995635986,92.95,663702,2859,475.64561131991616,23.365744,0.15057647
63.5897,0.8706819117069244,0.0,10,0.25762543,0.014348219,1458.543467283249,96.175,666663,2869,487.5584635290479,23.367939,0.25762543
66.32277,0.8746559321880341,0.0,10,0.15695947,0.0042225416,1465.343276500702,99.775,669804,2879,508.72765903608905,23.367353,0.15695947
66.279785,0.9001049771904945,0.0,9,0.16120303,0.0041951677,1471.8905429840088,99.725,672627,2888,505.9374722045869,23.366434,0.16120303
71.32527,0.8474065065383911,0.0,9,0.33191332,0.013437372,1478.5074343681335,105.475,675681,2897,533.5073799872941,23.363588,0.33191332
70.7517,0.8521882146596909,0.0,10,0.16547276,0.0040283934,1485.2012236118317,106.975,678702,2907,540.4609780673736,23.363443,0.16547276
69.08558,0.8767779618501663,0.0,11,0.17014465,0.004123372,1491.9770500659943,103.35,681801,2918,522.1794906607604,23.371178,0.17014465
67.57372,0.8628345876932144,0.0,9,0.14565268,0.0038998784,1498.7146484851837,101.4,684453,2927,512.7607335830804,23.371115,0.14565268
65.89758,0.8669489473104477,0.0,11,0.29401582,0.014278581,1505.3905591964722,98.45,687756,2938,501.04221636571344,23.36395,0.29401582
68.61906,0.8269371837377548,0.0,11,0.1520383,0.004049369,1512.0339567661285,96.15,690792,2949,489.3498279064943,23.35993,0.1520383
68.290955,0.8818292990326881,0.0,11,0.14198048,0.003840688,1518.651578426361,96.725,693993,2960,493.2164129408726,23.355974,0.14198048
66.23767,0.8774497658014297,0.0,12,0.28502017,0.014761277,1525.4140281677246,93.825,697251,2972,474.32456245336095,23.357424,0.28502017
65.448135,0.8514543920755386,0.0,9,0.15318704,0.0039149877,1532.23708152771,96.125,700257,2981,490.68546598818665,23.35767,0.15318704
65.69052,0.8950451761484146,0.0,11,0.15061305,0.0039620763,1538.915825843811,97.175,703404,2992,496.4951045571173,23.35496,0.15061305
67.91573,0.7903940677642822,0.0,9,0.20420653,0.0040676566,1545.5702605247498,98.8,706281,3001,506.99798271765076,23.351545,0.20420653
69.71277,0.8726478070020676,0.0,10,0.27195913,0.01382437,1552.3671855926514,103.075,709437,3011,524.861543254913,23.349283,0.27195913
70.62152,0.8620362132787704,0.0,10,0.14975163,0.0041572843,1558.9969096183777,100.875,712362,3021,511.12772036157503,23.341307,0.14975163
72.48552,0.8672898858785629,0.0,10,0.14656925,0.0038210864,1565.5913739204407,101.45,715269,3031,513.1144152795293,23.34149,0.14656925
74.22258,0.8583502918481827,0.0,9,0.15012637,0.0038905106,1572.3272941112518,104.35,718590,3040,519.2821943661072,23.342047,0.15012637
75.41076,0.9000215381383896,0.0,9,0.28505188,0.014322294,1579.0234138965607,107.0,721527,3049,530.7265022021509,23.341131,0.28505188
75.59582,0.8630994111299515,0.0,10,0.29737753,0.014984686,1585.7704384326935,108.225,724737,3059,539.3683965707862,23.34025,0.29737753
74.15308,0.8405502587556839,0.0,11,0.14605238,0.0038110306,1592.3981993198395,106.75,727848,3070,532.2428989015971,23.34155,0.14605238
72.42887,0.887736514210701,0.0,9,0.1475758,0.0041464223,1599.306233406067,104.8,730932,3079,529.1986165451717,23.341145,0.1475758
74.7007,0.8065172880887985,0.0,10,0.336038,0.01485463,1605.9961421489716,106.65,734325,3089,543.4527426277203,23.339827,0.336038
74.67534,0.8644936382770538,0.0,10,0.29235253,0.014709808,1612.6472945213318,107.35,737619,3099,540.5585650989129,23.340395,0.29235253
73.758835,0.8265903890132904,0.0,10,0.31019366,0.014075286,1619.3561375141144,109.75,740772,3109,548.0773763240162,23.342108,0.31019366
69.26393,0.9095509946346283,0.0,11,0.14124793,0.0037961595,1626.0456714630127,103.8,743925,3120,513.2245875876272,23.349934,0.14124793
67.08321,0.8796217814087868,0.0,10,0.3582191,0.014697862,1632.6205916404724,101.225,746808,3130,499.6845997052962,23.343588,0.3582191
66.56678,0.8459456712007523,0.0,10,0.33534914,0.014681489,1639.3746943473816,100.425,749931,3140,501.47851173469996,23.341799,0.33534914
67.270096,0.8587376177310944,0.0,9,0.15295738,0.004020971,1646.0037789344788,100.875,752877,3149,505.4655601479306,23.342302,0.15295738
69.78064,0.8702684491872787,0.0,11,0.13844019,0.0037781773,1652.6412320137024,101.775,756138,3160,511.70215541364087,23.343018,0.13844019
68.56374,0.8811289966106415,0.0,10,0.14302212,0.00385752,1659.1859138011932,101.1,758940,3170,509.458571469816,23.343588,0.14302212
69.89352,0.8398620039224625,0.0,9,0.30636352,0.01359125,1665.8875403404236,102.05,761874,3179,513.5750668159244,23.345478,0.30636352
67.61061,0.8666485249996185,0.0,11,0.15856454,0.004569511,1672.5038120746613,99.05,765057,3190,504.126575127559,23.344728,0.15856454
67.585495,0.84490005671978,0.0,10,0.34299618,0.014676033,1679.2342796325684,100.325,768177,3200,509.8648199488034,23.34588,0.34299618
70.79256,0.8465093225240707,0.0,9,0.30129474,0.014677648,1685.8619375228882,104.95,771231,3209,530.2705998399348,23.347967,0.30129474
68.97551,0.8441881835460663,0.0,10,0.16591257,0.003783381,1692.506229877472,104.325,774393,3219,523.4057822361268,23.349371,0.16591257
71.017105,0.8920365571975708,0.0,10,0.2831986,0.014131521,1699.1257038116455,106.425,777534,3229,531.1709781439181,23.348959,0.2831986
69.69816,0.8460316509008408,0.0,11,0.15458196,0.003959064,1705.8430440425873,104.125,780672,3240,521.0405457439854,23.347414,0.15458196
67.506874,0.8751683607697487,0.0,9,0.29694417,0.014571518,1712.5213179588318,102.25,783501,3249,517.8912302519743,23.343733,0.29694417
70.38518,0.8321987837553024,0.0,10,0.15158704,0.003810413,1719.3459613323212,101.5,786573,3259,517.380049626792,23.341864,0.15158704
71.05133,0.7869709879159927,0.0,9,0.13996254,0.003897512,1726.0368058681488,104.075,789624,3268,529.0939772456189,23.34149,0.13996254
70.766624,0.8200451880693436,0.0,10,0.31512618,0.014913563,1732.660962343216,104.85,792801,3278,531.8481840098588,23.345152,0.31512618
71.487656,0.8637640923261642,0.0,11,0.15545116,0.0039436603,1739.3055028915405,102.9,795849,3289,522.9946631294007,23.340086,0.15545116
69.732346,0.7972052693367004,0.0,11,0.14894092,0.0039977375,1745.9651021957397,103.15,799110,3300,529.278136573929,23.33885,0.14894092
67.44454,0.8826466500759125,0.0,11,0.16211063,0.0038234815,1752.7060663700104,97.4,802365,3311,502.20972584610035,23.336687,0.16211063
68.37928,0.8575772643089294,0.0,10,0.31639507,0.013820288,1759.3539395332336,98.55,805434,3321,506.07310611923424,23.334738,0.31639507
70.69224,0.8297486007213593,0.0,10,0.29117256,0.01444011,1766.2141139507294,98.875,808416,3331,500.06195554452717,23.330341,0.29117256
72.515465,0.8351526856422424,0.0,9,0.16041362,0.0041503306,1772.8638582229614,102.175,811371,3340,514.9277602101871,23.327574,0.16041362
76.87667,0.8570838421583176,0.0,10,0.14367601,0.0037661903,1779.586109161377,105.75,814779,3350,529.3071828004752,23.328207,0.14367601
76.12501,0.8637069761753082,0.0,10,0.13874671,0.0037609139,1786.2971127033234,105.975,817803,3360,526.254595437241,23.325117,0.13874671
76.04866,0.7786229848861694,0.0,10,0.1611626,0.0040409276,1792.9458584785461,106.675,820923,3370,530.3184373892362,23.32497,0.1611626
68.63216,0.8456378728151321,0.0,11,0.3158412,0.014844649,1799.665364742279,99.725,823809,3381,495.6669622964625,23.32546,0.3158412
63.25138,0.878502830862999,0.0,10,0.14220485,0.0038131971,1806.2775104045868,99.675,827001,3391,496.73171628286855,23.32332,0.14220485
66.89668,0.7932230085134506,0.0,10,0.15292913,0.0040830113,1813.0656611919403,101.225,830202,3401,510.1730855170663,23.324152,0.15292913
65.24471,0.8242831081151962,0.0,10,0.17237696,0.004345487,1819.60529255867,99.375,833181,3411,499.9789061965257,23.326397,0.17237696
73.39581,0.8396415412425995,0.0,9,0.15697871,0.0038322804,1826.430462360382,104.975,836103,3420,529.2931791459662,23.321127,0.15697871
78.44016,0.8017542213201523,0.0,10,0.30399793,0.014103366,1833.0747838020325,104.975,839256,3430,527.5725043411767,23.324728,0.30399793
74.8976,0.8195776790380478,0.0,11,0.31348988,0.014721857,1839.7005207538605,100.725,842289,3441,501.450326464092,23.3304,0.31348988
76.047226,0.8435196280479431,0.0,9,0.31081307,0.014685355,1846.4011149406433,102.275,845271,3450,507.98214053324665,23.326174,0.31081307
74.07619,0.8688630759716034,0.0,9,0.14520478,0.0043573854,1853.1123297214508,103.525,848097,3459,515.3613936152578,23.326174,0.14520478
68.9449,0.8224395364522934,0.0,11,0.13109022,0.003900576,1859.7691071033478,98.175,851037,3470,487.42193672916017,23.32453,0.13109022
70.26621,0.8680802285671234,0.0,10,0.14609498,0.0040188795,1866.3173542022705,99.075,853929,3480,497.7131558830889,23.32414,0.14609498
67.67464,0.8300904929637909,0.0,10,0.15177287,0.004222983,1872.9779303073883,96.65,856869,3490,489.4786076071132,23.324644,0.15177287
69.21303,0.8952469825744629,0.0,10,0.16082072,0.004187259,1879.6374549865723,97.65,860097,3500,495.0037747899452,23.320375,0.16082072
71.99837,0.8943811878561974,0.0,10,0.15227751,0.0038566573,1886.214382648468,101.4,863205,3510,524.4325105968221,23.32056,0.15227751
74.76658,0.9009338468313217,0.0,10,0.28858128,0.014508593,1892.8507750034332,103.025,866292,3520,522.9551880360817,23.311344,0.28858128
74.453896,0.8816351071000099,0.0,11,0.3140561,0.01499838,1899.5749623775482,102.125,869709,3531,512.6616927286167,23.307926,0.3140561
76.61556,0.8392377495765686,0.0,8,0.1680798,0.0043600146,1906.2700431346893,108.225,872838,3539,545.0649169375896,23.308676,0.1680798
73.34238,0.8909378200769424,0.0,10,0.14811036,0.0043134373,1912.8894050121307,106.575,875679,3549,530.5115820943972,23.30988,0.14811036
71.15029,0.9132108688354492,0.0,10,0.15461338,0.004514028,1919.7664632797241,104.375,878610,3559,531.3463734644056,23.313414,0.15461338
70.317276,0.862304762005806,0.0,9,0.3129735,0.014790406,1926.48664021492,104.45,881229,3568,536.1552063010905,23.313215,0.3129735
67.45177,0.8883563131093979,0.0,10,0.14245482,0.003880477,1933.197730064392,99.875,884331,3578,510.5065052197432,23.308573,0.14245482
69.6332,0.8298626244068146,0.0,10,0.1455518,0.0040679546,1939.739357471466,98.7,887325,3588,502.8437527427428,23.30939,0.1455518
73.07548,0.871455192565918,0.0,9,0.15142256,0.004107719,1946.4607758522034,102.475,890298,3597,520.5492495934602,23.312029,0.15142256
70.894485,0.9201324284076691,0.0,11,0.29249036,0.014617456,1953.0278906822205,100.45,893283,3608,506.92250796833616,23.314371,0.29249036
68.35838,0.8701362162828445,0.0,11,0.150603,0.004215637,1959.646663427353,95.6,896247,3619,481.879689716858,23.31087,0.150603
68.52157,0.8359600603580475,0.0,9,0.148112,0.0042849714,1966.2649149894714,100.575,899394,3628,508.1252859497432,23.308104,0.148112
65.47652,0.8900352418422699,0.0,10,0.29130203,0.013990406,1972.8544449806213,98.35,902415,3638,489.476791910129,23.312738,0.29130203
65.30514,0.895008958876133,0.0,11,0.14257294,0.0043399134,1979.5769391059875,99.825,905481,3649,497.24339246657,23.31447,0.14257294
66.813644,0.8316045850515366,0.0,10,0.15292309,0.0041282424,1986.2412912845612,103.325,908646,3659,514.7933030233753,23.315367,0.15292309
67.46318,0.8326528519392014,0.0,9,0.38517767,0.013903629,1992.8652770519257,103.3,911790,3668,512.4307981241798,23.312994,0.38517767
70.09157,0.8650629371404648,0.0,9,0.15285799,0.004035933,1999.5558414459229,106.875,914841,3677,536.8473048913895,23.303934,0.15285799
69.85861,0.8332353234291077,0.0,11,0.14499699,0.0039892495,2006.2242438793182,105.875,917886,3688,534.9260857384786,23.303959,0.14499699
70.3972,0.8184561878442764,0.0,9,0.1470806,0.0042624176,2012.8791103363037,107.1,920823,3697,543.8027904536775,23.301737,0.1470806
68.253944,0.8297794759273529,0.0,9,0.15911269,0.004083437,2019.8398957252502,106.5,923892,3706,538.8317957493857,23.29915,0.15911269
67.85895,0.8302062004804611,0.0,9,0.14291593,0.003860253,2026.6051542758942,104.975,926931,3715,535.0615346977629,23.3006,0.14291593
69.02998,0.8218441158533096,0.0,10,0.15394336,0.004268159,2033.3657710552216,108.125,930069,3725,549.5314226856295,23.297525,0.15394336
67.5522,0.8493918031454086,0.0,10,0.14334902,0.003866721,2040.1608662605286,104.3,932883,3735,535.3818280937601,23.288797,0.14334902
70.27444,0.8321475088596344,0.0,9,0.15628743,0.004088778,2046.8661267757416,104.825,935829,3744,536.4825009215798,23.288008,0.15628743
70.14036,0.8229685872793198,0.0,9,0.16669697,0.0041684927,2053.6771068573,105.7,938883,3753,549.8083653083147,23.285643,0.16669697
71.57593,0.9119098037481308,0.0,10,0.15374528,0.0041339397,2060.3373832702637,106.15,942258,3763,556.8348148216401,23.285727,0.15374528
77.37646,0.8540268093347549,0.0,9,0.15360138,0.0039057126,2067.1092822551727,112.625,945471,3772,584.6505431492818,23.283854,0.15360138
78.64415,0.8846117183566093,0.0,9,0.16178639,0.003952219,2073.80055475235,115.725,948570,3781,598.6426651451198,23.284185,0.16178639
74.65486,0.8868671953678131,0.0,11,0.33949026,0.014916899,2080.489330768585,111.175,951924,3792,566.6123922927661,23.288149,0.33949026
73.27923,0.8640633672475815,0.0,10,0.16364236,0.003918906,2087.147764444351,109.4,954993,3802,545.9959529866939,23.28768,0.16364236
69.87608,0.8855049684643745,0.0,10,0.15191594,0.004128025,2093.9966287612915,107.0,958311,3812,537.8771656317085,23.28782,0.15191594
67.4952,0.7589361667633057,0.0,10,0.1754179,0.004131697,2100.801502466202,103.125,961389,3822,516.2476139227753,23.29199,0.1754179
70.98374,0.8639409244060516,0.0,9,0.14762312,0.0039096777,2107.5981228351593,106.525,964440,3831,536.8642391205403,23.294111,0.14762312
74.98556,0.8546833395957947,0.0,9,0.15108606,0.0042338055,2114.26548910141,110.625,967461,3840,569.4541640020961,23.2925,0.15108606
72.95845,0.891842670738697,0.0,11,0.14811616,0.004088441,2120.9083659648895,107.325,970596,3851,552.3271751563927,23.294657,0.14811616
70.890305,0.8988486677408218,0.0,11,0.15131041,0.0038991328,2127.620476961136,102.425,973680,3862,528.4347288150678,23.294355,0.15131041
71.5268,0.8482948243618011,0.0,10,0.1648289,0.004329128,2134.24369263649,102.2,976920,3872,524.1305213452194,23.294611,0.1648289
68.05942,0.8772343024611473,0.0,10,0.13843346,0.0039591826,2140.8838934898376,99.9,980076,3882,509.0161761367118,23.294271,0.13843346
68.837265,0.8732653856277466,0.0,10,0.1816182,0.004235183,2147.473870754242,102.225,983169,3892,518.5242905036304,23.294413,0.1816182
71.753586,0.9049098342657089,0.0,10,0.14776662,0.004263227,2154.153364419937,106.825,986499,3902,544.5769539942041,23.295473,0.14776662
71.40336,0.881022185087204,0.0,9,0.29406622,0.0134765245,2160.8534886837006,108.8,989646,3911,550.9007477122246,23.299494,0.29406622
72.009995,0.8942780941724777,0.0,10,0.14714181,0.0037843192,2167.5133996009827,109.275,992805,3921,550.1982553105481,23.299738,0.14714181
72.81858,0.8597860485315323,0.0,8,0.16312301,0.0043401066,2174.217585325241,111.25,995664,3929,564.3204245752688,23.299559,0.16312301
74.9978,0.9024426490068436,0.0,8,0.15955016,0.003870914,2180.513753890991,115.8,998727,3937,586.8893481175128,23.296564,0.15955016
75.49105,0.9072104021906853,0.0,9,0.13885428,0.003977679,2186.27454829216,116.675,1001721,3946,588.0902334424717,23.294172,0.13885428
