EpRewMean,ev_tdlam_before,entloss,EpThisIter,optimgain,meankl,TimeElapsed,EpLenMean,TimestepsSoFar,EpisodesSoFar,EpTrueRewMean,entropy,surrgain
53.19402,0.8023227751255035,0.0,14,0.20679416,0.010667382,412.70146012306213,77.075,187203,1104,376.09755410243014,23.687193,0.20679416
54.153187,0.8104802370071411,0.0,13,0.32441166,0.010337643,419.2623014450073,77.3,190335,1117,377.5195759936626,23.674738,0.32441166
53.340065,0.7774680256843567,0.0,13,0.22578168,0.010828121,425.870906829834,77.3,193314,1130,378.19747237213176,23.677324,0.22578168
56.70072,0.7934100329875946,0.0,12,0.2729082,0.009832085,432.4972710609436,79.825,196317,1142,395.1804230220676,23.677,0.2729082
50.455864,0.7754678130149841,0.0,14,0.22527802,0.010859438,439.1589500904083,76.65,199314,1156,382.13058432961066,23.660646,0.22527802
50.38028,0.7872449904680252,0.0,13,0.20912588,0.010111061,445.8052580356598,76.5,202296,1169,382.96940820416967,23.674824,0.20912588
48.544613,0.8208445459604263,0.0,14,0.22621858,0.010659537,452.4731168746948,75.125,205533,1183,373.85376796301773,23.659098,0.22621858
51.36265,0.7900741249322891,0.0,14,0.24252264,0.010719842,459.156955242157,76.8,208707,1197,382.9333217477389,23.649237,0.24252264
50.649445,0.7808471471071243,0.0,14,0.22827595,0.010148338,465.84724497795105,76.6,211890,1211,377.520764248554,23.6555,0.22827595
53.58024,0.8057116121053696,0.0,11,0.22464542,0.010460269,472.5943715572357,80.675,215001,1222,396.9008076158765,23.65991,0.22464542
53.663994,0.7888342440128326,0.0,13,0.22393534,0.010897253,479.2185151576996,82.225,218031,1235,399.00234200553257,23.66331,0.22393534
59.371117,0.6878826916217804,0.0,11,0.26860833,0.010978669,485.93085765838623,88.875,221172,1246,434.01534266619683,23.662172,0.26860833
54.244057,0.7838657796382904,0.0,14,0.2244525,0.010463204,492.60502338409424,81.825,224331,1260,401.8939637785909,23.664484,0.2244525
54.842274,0.814333125948906,0.0,13,0.21773359,0.010594815,499.3183009624481,83.575,227544,1273,411.6485239887472,23.647238,0.21773359
55.186462,0.6554112136363983,0.0,11,0.2277967,0.011077689,506.090119600296,80.35,230451,1284,395.39627780701574,23.657305,0.2277967
55.519947,0.8269317150115967,0.0,14,0.2224391,0.010937677,512.7893912792206,81.0,233616,1298,391.5432267310613,23.642256,0.2224391
54.734394,0.7944261580705643,0.0,12,0.22794685,0.010230271,519.630024433136,80.75,236640,1310,390.1929891226026,23.648848,0.22794685
49.498184,0.7882771044969559,0.0,13,0.22453831,0.011081537,526.3601899147034,77.225,239583,1323,374.51559527605093,23.66974,0.22453831
49.144104,0.8077472746372223,0.0,13,0.22566953,0.010445263,533.0004277229309,77.5,242499,1336,378.79135309499486,23.668865,0.22566953
50.489117,0.8594372421503067,0.0,13,0.22515956,0.011268629,539.7253415584564,76.125,245511,1349,373.03180870537454,23.663004,0.22515956
53.528374,0.8570820838212967,0.0,13,0.28214228,0.01085454,546.4564893245697,75.85,248460,1362,373.88733423063314,23.675045,0.28214228
55.34237,0.8080115765333176,0.0,13,0.24251682,0.011231972,553.1258487701416,78.025,251556,1375,388.49493263909307,23.661114,0.24251682
56.818645,0.7878649532794952,0.0,13,0.26516527,0.011328191,559.7921941280365,78.8,254766,1388,395.32325912863706,23.657694,0.26516527
57.589733,0.8017742335796356,0.0,12,0.25713545,0.010755973,566.4855332374573,80.65,257739,1400,408.07435174270915,23.639826,0.25713545
62.726276,0.8091829866170883,0.0,11,0.3168635,0.0108903535,573.0701100826263,85.35,260793,1411,429.2298124923615,23.640863,0.3168635
61.078114,0.8287145793437958,0.0,12,0.26442313,0.012287002,579.7915749549866,85.5,263697,1423,428.0741725101883,23.637632,0.26442313
59.502625,0.7911649644374847,0.0,12,0.25433728,0.0124469865,586.4472534656525,83.6,266625,1435,420.2483799620363,23.624086,0.25433728
58.238415,0.8530994653701782,0.0,11,0.26884943,0.011047214,593.1332113742828,85.95,269781,1446,431.7076359936215,23.62288,0.26884943
56.937073,0.8070668131113052,0.0,12,0.27916893,0.011384817,599.8332097530365,85.875,272877,1458,428.98868206963255,23.636053,0.27916893
56.507896,0.8466828316450119,0.0,13,0.3054919,0.010985876,606.4775240421295,85.425,275928,1471,430.9344025509796,23.627665,0.3054919
56.338207,0.8127551376819611,0.0,11,0.2258963,0.012211172,613.1629664897919,83.45,278826,1482,418.4387524662519,23.625978,0.2258963
59.02848,0.79352967441082,0.0,11,0.26318312,0.011542279,619.7933855056763,86.65,281796,1493,432.91991477885074,23.625082,0.26318312
57.444862,0.840363159775734,0.0,12,0.22284961,0.011657003,626.5647413730621,85.225,284841,1505,426.33179176483844,23.62142,0.22284961
58.31489,0.8229393661022186,0.0,13,0.29337645,0.013051421,633.3287508487701,84.025,287943,1518,422.22810926680177,23.637453,0.29337645
54.314037,0.8083013594150543,0.0,14,0.2151075,0.0105006825,639.9830904006958,79.4,291087,1532,403.504827570341,23.63112,0.2151075
59.653877,0.776434987783432,0.0,12,0.24070573,0.0116877705,646.9843807220459,81.25,294285,1544,411.0312506672153,23.639097,0.24070573
61.269554,0.8172806054353714,0.0,11,0.27939814,0.011601368,653.7083823680878,84.3,297294,1555,430.7622231646196,23.638266,0.27939814
64.21273,0.8262027651071548,0.0,11,0.23861149,0.011621896,660.3557925224304,87.875,300327,1566,444.38552680308715,23.638163,0.23861149
63.92759,0.8567519336938858,0.0,13,0.2181909,0.0119369775,666.9388666152954,87.525,303444,1579,441.59559563728817,23.621565,0.2181909
59.82836,0.8588905930519104,0.0,13,0.30861023,0.012094047,673.559602022171,84.05,306600,1592,420.3244294226596,23.62591,0.30861023
62.94166,0.8581220209598541,0.0,11,0.23253663,0.011869581,680.4824404716492,85.075,309774,1603,427.8637931392544,23.634031,0.23253663
63.499573,0.8367050737142563,0.0,12,0.22237742,0.012032148,687.2536430358887,85.3,312714,1615,424.7739966161045,23.630434,0.22237742
65.09359,0.8742052316665649,0.0,11,0.26342896,0.011746442,693.9995889663696,88.75,315816,1626,438.0641725315966,23.635176,0.26342896
61.87312,0.8223600387573242,0.0,12,0.2257908,0.011165291,700.6978821754456,88.55,318996,1638,429.14535991169413,23.63289,0.2257908
58.98413,0.8117687255144119,0.0,12,0.23294516,0.011475395,707.5519404411316,89.55,322110,1650,433.7334454068708,23.631598,0.23294516
57.789345,0.8678334355354309,0.0,11,0.24492672,0.011505212,714.2642333507538,89.15,325086,1661,433.3573713909253,23.618917,0.24492672
58.00364,0.8488536924123764,0.0,12,0.28772247,0.012558198,721.0390048027039,88.2,328086,1673,433.4216552920693,23.620054,0.28772247
59.2422,0.8332769274711609,0.0,12,0.21804294,0.011296643,727.8287484645844,88.3,331269,1685,431.43608887101493,23.61336,0.21804294
61.0052,0.819073349237442,0.0,11,0.2651733,0.012416506,734.6213757991791,87.2,334293,1696,431.32894645173127,23.60262,0.2651733
63.791607,0.8552707582712173,0.0,11,0.25775886,0.012254642,741.4191200733185,89.95,337455,1707,446.44960029450175,23.594728,0.25775886
64.7523,0.8100153207778931,0.0,13,0.2737167,0.013088211,748.2650828361511,90.6,340686,1720,453.3843070356919,23.576235,0.2737167
62.55718,0.8629120290279388,0.0,13,0.22871247,0.01159535,755.0712110996246,86.7,343821,1733,432.39332940970024,23.561033,0.22871247
60.61081,0.8202193975448608,0.0,11,0.23959851,0.012133946,761.8063933849335,85.6,346854,1744,426.09923257449066,23.546633,0.23959851
58.92054,0.8497308790683746,0.0,13,0.26677144,0.0120274145,768.5435924530029,82.15,349866,1757,410.55467841337065,23.54663,0.26677144
64.03979,0.8427265733480453,0.0,11,0.26452452,0.012131154,775.3094720840454,86.15,352950,1768,430.52751422260206,23.55076,0.26452452
64.15287,0.841112494468689,0.0,12,0.25408047,0.012297014,782.0673179626465,87.675,356067,1780,434.4717550647234,23.545835,0.25408047
62.866356,0.8168438524007797,0.0,11,0.23466852,0.011994778,788.7630567550659,87.8,359064,1791,437.16706415208125,23.552225,0.23466852
61.1858,0.8396233767271042,0.0,11,0.25465602,0.012379419,795.6898038387299,90.525,361974,1802,447.24440862013006,23.549322,0.25465602
60.79375,0.853738084435463,0.0,10,0.2547803,0.0132188,802.4894478321075,90.55,364935,1812,447.14536662996926,23.545187,0.2547803
62.42385,0.7323519587516785,0.0,12,0.16921958,0.0038228051,809.2590975761414,90.575,368010,1824,449.3032063338478,23.546408,0.16921958
60.45987,0.8088529855012894,0.0,13,0.13286643,0.0037732124,816.0155620574951,86.775,371088,1837,432.9317027029224,23.54266,0.13286643
58.847523,0.7671965956687927,0.0,12,0.23979267,0.011509717,822.7817575931549,82.65,374001,1849,409.7900330341833,23.534975,0.23979267
59.64562,0.8220888376235962,0.0,11,0.29673594,0.012423124,829.5449593067169,85.15,377076,1860,424.876040370979,23.526617,0.29673594
61.833824,0.8208730965852737,0.0,11,0.33145523,0.0130239185,836.271244764328,88.45,380190,1871,441.1358213110872,23.5092,0.33145523
59.429688,0.8320052325725555,0.0,12,0.2472673,0.012739768,843.1161856651306,88.05,383310,1883,433.75819707820466,23.50462,0.2472673
63.28902,0.8359564542770386,0.0,10,0.2589211,0.012879147,849.9462928771973,93.575,386223,1893,458.45056163551544,23.495607,0.2589211
58.219673,0.7886255830526352,0.0,11,0.27619344,0.012947506,856.6768655776978,90.625,389154,1904,438.56057187516916,23.490396,0.27619344
58.197227,0.8153609037399292,0.0,11,0.26927215,0.013316309,863.4570257663727,91.35,392196,1915,446.24401175655083,23.49129,0.26927215
65.79959,0.6370555460453033,0.0,10,0.2585194,0.012925308,870.251867055893,95.075,395319,1925,469.1425410512631,23.494871,0.2585194
68.92029,0.8432694375514984,0.0,11,0.25823766,0.01246775,876.9911551475525,94.5,398250,1936,472.9570216137581,23.490236,0.25823766
69.05791,0.889205664396286,0.0,11,0.24953142,0.011837427,883.8396506309509,94.7,401313,1947,474.4116535260526,23.489336,0.24953142
68.73494,0.8779374361038208,0.0,11,0.31206423,0.01350201,890.6278266906738,92.1,404253,1958,460.24430802702227,23.48047,0.31206423
68.03534,0.8839483261108398,0.0,11,0.26987457,0.012683425,897.4400930404663,92.425,407388,1969,464.95972863358054,23.480223,0.26987457
67.901634,0.7939901500940323,0.0,11,0.25399417,0.01324213,904.1650311946869,93.625,410547,1980,470.0727634517719,23.476091,0.25399417
66.66006,0.8152221441268921,0.0,12,0.24683216,0.012539197,911.0459113121033,90.975,413487,1992,453.3933192931877,23.477556,0.24683216
64.948166,0.8518728911876678,0.0,11,0.3281048,0.013055231,917.825395822525,90.725,416463,2003,450.28946740316496,23.479254,0.3281048
65.81429,0.8275432735681534,0.0,10,0.14424348,0.0041515627,924.6503245830536,92.3,419577,2013,459.85960274965146,23.475588,0.14424348
69.008064,0.857850506901741,0.0,11,0.26753762,0.013727173,931.5385711193085,95.025,422823,2024,473.88161769377837,23.465738,0.26753762
66.6911,0.7372338771820068,0.0,12,0.3245894,0.012339611,938.3738405704498,93.9,425910,2036,469.8815331617654,23.469906,0.3245894
63.05088,0.8623139709234238,0.0,12,0.2832147,0.013198033,945.1766350269318,89.2,428940,2048,445.91050416552054,23.46867,0.2832147
66.9477,0.8026608377695084,0.0,9,0.29973215,0.013171837,951.965220451355,92.45,431973,2057,461.4851958182427,23.466715,0.29973215
69.97249,0.8430166989564896,0.0,11,0.25916237,0.014060501,958.7685761451721,95.85,435213,2068,480.3838236851719,23.467306,0.25916237
71.92991,0.8485549688339233,0.0,10,0.2949829,0.0139223505,965.7615120410919,100.775,438342,2078,502.79520582501755,23.461832,0.2949829
70.62181,0.8542743474245071,0.0,12,0.3238572,0.013473077,972.6529140472412,98.1,441318,2090,489.4755567356966,23.46047,0.3238572
63.380657,0.8950135335326195,0.0,12,0.28324735,0.0137139335,979.4578998088837,92.9,444438,2102,464.7669212891613,23.464827,0.28324735
61.44226,0.867488369345665,0.0,11,0.26210314,0.013215568,986.2599914073944,88.9,447519,2113,442.7043679766445,23.459478,0.26210314
61.187683,0.8013654947280884,0.0,12,0.13936445,0.0039852983,993.1131229400635,88.225,450714,2125,446.32349238244717,23.467352,0.13936445
61.002563,0.8813186809420586,0.0,11,0.13759956,0.0038565416,999.8699948787689,90.625,453873,2136,458.43057607187893,23.464682,0.13759956
63.72815,0.8947667703032494,0.0,12,0.27580905,0.012554867,1006.6353869438171,90.025,456966,2148,456.44867994125923,23.468264,0.27580905
65.737854,0.8879183381795883,0.0,11,0.13541146,0.003783151,1013.4598407745361,90.5,459861,2159,459.66023714798376,23.460123,0.13541146
66.546555,0.8598271757364273,0.0,10,0.2958454,0.014771488,1020.2230520248413,90.65,462843,2169,461.88192685410877,23.450617,0.2958454
68.32451,0.8418938368558884,0.0,10,0.2755743,0.013199579,1026.9577453136444,92.05,465744,2179,470.14453776585725,23.444075,0.2755743
65.33523,0.8554839342832565,0.0,11,0.26358524,0.014068294,1033.6723091602325,93.775,468696,2190,477.018329994011,23.44206,0.26358524
64.81311,0.8254698812961578,0.0,11,0.31807032,0.013434766,1040.4101357460022,92.575,471732,2201,469.61886399167616,23.441668,0.31807032
64.880135,0.8193411082029343,0.0,12,0.29997396,0.013718935,1047.2082188129425,91.075,474906,2213,461.79749360822626,23.43923,0.29997396
64.014244,0.8657983243465424,0.0,11,0.28607854,0.013865247,1053.9428992271423,89.675,477909,2224,454.7124928707426,23.43921,0.28607854
65.37096,0.9044265821576118,0.0,11,0.30916393,0.013483434,1060.6396431922913,91.625,481161,2235,459.34242629228646,23.431158,0.30916393
66.034836,0.8705602437257767,0.0,12,0.15021525,0.0039773295,1067.3013064861298,91.925,484308,2247,460.0762285443014,23.429424,0.15021525
70.88182,0.7981317341327667,0.0,9,0.31618273,0.014225502,1074.0608661174774,98.225,487395,2256,488.9719503846569,23.42961,0.31618273
68.27572,0.8652427643537521,0.0,10,0.309398,0.0142345615,1080.7963752746582,96.6,490149,2266,479.88580486913816,23.42708,0.309398
65.83783,0.8212189972400665,0.0,11,0.27037093,0.013768295,1087.5014338493347,93.5,493032,2277,468.07288103789887,23.426577,0.27037093
69.7798,0.8600611686706543,0.0,9,0.25460434,0.012869902,1094.2066977024078,98.95,495963,2286,490.326737074841,23.421408,0.25460434
70.283485,0.8073053508996964,0.0,10,0.31612,0.014501578,1100.7273390293121,97.25,499065,2296,485.0474981369116,23.417477,0.31612
76.3008,0.8701151460409164,0.0,9,0.26656586,0.013665688,1107.1039390563965,102.125,502158,2305,507.5003960589891,23.414553,0.26656586
79.65659,0.8567050993442535,0.0,9,0.2988161,0.013508378,1113.6751992702484,108.05,505278,2314,536.9586783569091,23.408285,0.2988161
77.774895,0.8519765883684158,0.0,10,0.27389076,0.013911873,1120.1212878227234,106.225,508149,2324,525.1296676546768,23.406673,0.27389076
72.828064,0.8512673079967499,0.0,11,0.32034773,0.014828221,1126.6803081035614,104.025,511302,2335,510.9904666826813,23.407143,0.32034773
69.04103,0.8832040503621101,0.0,10,0.28859428,0.014140181,1133.2490849494934,101.0,514278,2345,495.82810645010704,23.407635,0.28859428
65.19214,0.8831533119082451,0.0,13,0.28433657,0.014441853,1139.7652790546417,93.15,517554,2358,461.2047915634397,23.410137,0.28433657
63.571716,0.8723790645599365,0.0,10,0.30231333,0.014988189,1146.3280701637268,92.125,520359,2368,456.9711824456775,23.416912,0.30231333
60.830193,0.8373687565326691,0.0,13,0.26709262,0.01412458,1152.6976096630096,87.2,523530,2381,430.8209571034645,23.409199,0.26709262
63.945923,0.8516423404216766,0.0,10,0.29580545,0.014714802,1159.2949197292328,90.1,526698,2391,446.75516694246596,23.408934,0.29580545
65.49445,0.9050855860114098,0.0,10,0.1566397,0.004067062,1165.865464925766,94.625,529710,2401,469.55724643366887,23.410076,0.1566397
67.14871,0.8617668300867081,0.0,12,0.26386058,0.01373006,1172.5387284755707,95.625,532899,2413,481.33769502944324,23.403547,0.26386058
70.43801,0.8744696825742722,0.0,10,0.28574106,0.014409023,1179.2174196243286,100.7,536172,2423,503.7702105921985,23.407047,0.28574106
70.40527,0.8891205042600632,0.0,10,0.30824366,0.01442346,1185.8146018981934,98.4,539100,2433,496.55962412428016,23.412848,0.30824366
71.77879,0.9060606732964516,0.0,11,0.2749365,0.013491482,1192.475652217865,98.7,542295,2444,499.50761022574835,23.410887,0.2749365
72.31852,0.8878503516316414,0.0,11,0.15037033,0.0037829308,1199.174989938736,98.9,545322,2455,499.37801816880176,23.415607,0.15037033
70.43026,0.8223733603954315,0.0,10,0.16933809,0.0038116542,1205.8154022693634,94.775,548238,2465,483.0566463340104,23.420168,0.16933809
73.0317,0.873521625995636,0.0,10,0.31956923,0.014677357,1212.5437679290771,98.075,551346,2475,500.33659192083434,23.416033,0.31956923
70.53587,0.8713724166154861,0.0,10,0.28403577,0.014888931,1219.1237347126007,97.975,554325,2485,498.9016986409234,23.41308,0.28403577
75.11812,0.8773966580629349,0.0,10,0.3550933,0.013769933,1225.729299068451,102.3,557598,2495,523.9898367222652,23.415201,0.3550933
74.73842,0.9017482623457909,0.0,11,0.3007437,0.014338737,1232.283679485321,102.6,560802,2506,521.9768344017799,23.413065,0.3007437
73.31474,0.8549730181694031,0.0,10,0.25706375,0.014471689,1238.8823051452637,101.2,563760,2516,514.1934077353847,23.41242,0.25706375
74.23087,0.8759746924042702,0.0,10,0.34122628,0.014745256,1245.5079486370087,101.8,566883,2526,517.9947553340925,23.413103,0.34122628
69.69335,0.8925038427114487,0.0,11,0.3300007,0.014454447,1252.1890375614166,98.575,570183,2537,497.52511443000947,23.411537,0.3300007
75.6213,0.8686121106147766,0.0,9,0.3231677,0.01430168,1258.6955149173737,105.4,573450,2546,532.0996246181473,23.412336,0.3231677
76.09196,0.8923730179667473,0.0,11,0.27277505,0.014185064,1265.2624816894531,105.6,576774,2557,529.0582042996502,23.40479,0.27277505
75.01347,0.906032495200634,0.0,10,0.2908208,0.013895262,1271.7143106460571,103.475,579675,2567,516.6176038381415,23.406431,0.2908208
69.898155,0.8754206299781799,0.0,12,0.28152728,0.014767813,1278.4112644195557,98.475,582849,2579,490.012282661063,23.40534,0.28152728
66.87903,0.9088006094098091,0.0,11,0.32623112,0.013901263,1285.2344193458557,96.775,586080,2590,480.9257660545066,23.400152,0.32623112
66.57585,0.8195823132991791,0.0,10,0.28227562,0.014780985,1291.9316139221191,95.3,589005,2600,478.08455081524414,23.398432,0.28227562
66.022736,0.9151470735669136,0.0,12,0.33139583,0.014834916,1298.4968709945679,94.5,592338,2612,480.55998957190457,23.401041,0.33139583
63.651306,0.8448971062898636,0.0,11,0.15194944,0.003804925,1305.0947065353394,92.4,595179,2623,473.7934731198651,23.39697,0.15194944
63.370445,0.8868358433246613,0.0,11,0.14316636,0.0038946224,1311.736569404602,93.7,598179,2634,478.9317324430182,23.39234,0.14316636
63.601025,0.895158126950264,0.0,11,0.3050513,0.014713268,1318.3695747852325,90.75,601269,2645,460.3814854259331,23.390947,0.3050513
66.78951,0.8511873781681061,0.0,12,0.3330043,0.014162779,1325.0173861980438,91.15,604680,2657,460.9516104522719,23.39168,0.3330043
72.7292,0.846161425113678,0.0,9,0.30380702,0.014909667,1331.6516017913818,96.65,607725,2666,485.4915398624213,23.388445,0.30380702
74.53941,0.8661074191331863,0.0,11,0.2797423,0.014265895,1338.3346123695374,98.6,610845,2677,491.0960295361754,23.382566,0.2797423
