optimgain,EpThisIter,meankl,surrgain,EpRewMean,TimeElapsed,ev_tdlam_before,EpTrueRewMean,TimestepsSoFar,EpLenMean,entropy,EpisodesSoFar,entloss
0.060381465,4,0.0061222916,0.060381465,155.48221,1159.3663601875305,0.8259508460760117,593.1290135385665,39822,532.775,4.2299266,126,0.0
0.07248028,5,0.006594087,0.07248028,139.91922,1187.488522052765,0.7900302410125732,540.2524698426756,40802,454.05,4.246701,131,0.0
0.052450985,3,0.0059969784,0.052450985,139.2399,1217.3222398757935,0.9474482722580433,530.2612624695399,41803,426.6,4.2436986,134,0.0
0.0658468,6,0.0063228393,0.0658468,138.04782,1243.5192170143127,0.6903916299343109,509.0084044695486,42741,384.725,4.223396,140,0.0
0.057620957,8,0.0064662546,0.057620957,127.652626,1273.754020690918,0.9584832601249218,432.80599627589163,43866,279.175,4.2262044,148,0.0
0.0655118,6,0.00711882,0.0655118,117.73799,1303.2416741847992,0.9612089730799198,372.1808969451855,44796,202.725,4.219793,154,0.0
0.06447035,7,0.007426244,0.06447035,121.39663,1331.041624546051,0.9396521635353565,372.6755437697963,45802,194.025,4.1812916,161,0.0
0.06519833,8,0.007654803,0.06519833,110.27345,1360.7230277061462,0.6631271839141846,333.98062523320834,46818,158.7,4.1695046,169,0.0
0.09045223,6,0.0084293205,0.09045223,106.8689,1388.910299539566,0.8853674754500389,314.75217475688885,47640,142.275,4.174392,175,0.0
0.053033404,7,0.007118962,0.053033404,107.73341,1416.4664764404297,0.7697970569133759,315.8446269830756,48574,139.325,4.1634374,182,0.0
0.08914377,7,0.0074622394,0.08914377,108.737404,1445.6186881065369,0.9306387081742287,322.7473002634,49632,140.475,4.1813464,189,0.0
0.06569118,7,0.0072763637,0.06569118,111.76759,1474.0317442417145,0.8622686117887497,332.74212963887675,50772,142.675,4.189037,196,0.0
0.06399588,7,0.0071672034,0.06399588,113.54287,1504.0535411834717,0.8824912533164024,341.57981966280215,51873,145.025,4.1731477,203,0.0
0.06979046,7,0.0077541363,0.06979046,119.2806,1531.059632062912,0.9158087968826294,355.78619610565556,52884,147.325,4.1678696,210,0.0
0.06254759,8,0.0076759774,0.06254759,117.40315,1559.5567009449005,0.9280855879187584,361.2362149196895,53954,148.375,4.150837,218,0.0
0.05128675,7,0.0078082895,0.05128675,116.38705,1589.3082385063171,0.9185355082154274,363.0543412368541,54978,149.25,4.1402183,225,0.0
0.058847286,7,0.007828076,0.058847286,116.092285,1617.0595700740814,0.8719877302646637,363.3545140283974,55992,146.475,4.127302,232,0.0
0.053655136,6,0.0071706683,0.053655136,115.93408,1647.1265261173248,0.8185980021953583,369.61691729769984,56982,146.8,4.113629,238,0.0
0.05362153,5,0.008164417,0.05362153,119.201675,1675.6074268817902,0.7544807195663452,383.5337975881337,57843,149.25,4.0905533,243,0.0
0.050985605,6,0.008256397,0.050985605,116.32373,1703.3668279647827,0.8956671357154846,389.321741551466,58771,151.125,4.081482,249,0.0
0.05821748,5,0.007339119,0.05821748,124.60549,1733.4298403263092,0.9082024395465851,416.5088796876709,59733,157.95,4.076038,254,0.0
0.06491573,5,0.007890179,0.06491573,133.10738,1761.3552355766296,0.9525467865169048,451.3282810684715,60801,167.75,4.0786705,259,0.0
0.06404108,5,0.00813979,0.06404108,146.93808,1790.701991558075,0.9555124863982201,490.2411465643096,61899,176.85,4.0564437,264,0.0
0.05647295,4,0.009254225,0.05647295,151.30255,1819.1148662567139,0.9129899889230728,513.5494556335073,62858,184.425,4.034455,268,0.0
0.05203212,5,0.007577266,0.05203212,157.5629,1847.7173116207123,0.9141080528497696,545.8666816189655,63853,193.15,4.002264,273,0.0
0.046519738,4,0.007961408,0.046519738,159.88748,1877.458663702011,0.9692516680806875,562.0305478888358,64674,195.75,3.9968657,277,0.0
0.05151619,4,0.008123053,0.05151619,162.94662,1905.7073442935944,0.8850009888410568,585.1005469847789,65565,201.35,3.987482,281,0.0
0.063293144,5,0.008383978,0.063293144,170.05098,1934.9963891506195,0.9312237352132797,615.144882520633,66679,208.45,3.977775,286,0.0
0.06260891,5,0.008507837,0.06260891,172.12813,1963.4622428417206,0.9330594316124916,635.4333765000081,67697,213.575,3.940222,291,0.0
0.058474123,5,0.008379002,0.058474123,171.01172,1992.5512108802795,0.9606609903275967,644.962275570573,68812,215.85,3.89884,296,0.0
0.05930106,3,0.008746523,0.05930106,173.36848,2022.0057237148285,0.9493751674890518,650.0104390066055,69465,216.6,3.8996282,299,0.0
0.050347056,5,0.0080687525,0.050347056,171.10446,2050.618743419647,0.9712295420467854,648.7476687343985,70557,216.45,3.9041579,304,0.0
0.05196581,4,0.007667788,0.05196581,172.5715,2078.9486932754517,0.9395707622170448,658.1961066760684,71590,218.3,3.9059198,308,0.0
0.056964874,3,0.0075753964,0.056964874,175.32166,2107.612331867218,0.8432888835668564,667.8683451856971,72256,220.025,3.9079955,311,0.0
0.057514116,2,0.008144756,0.057514116,193.70657,2135.4157712459564,0.8716050982475281,722.9370347911445,73356,237.575,3.8800588,313,0.0
0.048870068,4,0.008164975,0.048870068,195.27693,2165.5462317466736,0.8759593963623047,739.0664803481092,74388,242.85,3.8668008,317,0.0
0.070220456,3,0.007858162,0.070220456,206.47395,2193.3339624404907,0.9362790212035179,766.8522522468693,75468,253.4,3.8540857,320,0.0
0.09518388,3,0.007335034,0.09518388,206.73062,2223.5091807842255,0.8637286424636841,782.9139641440131,76606,262.625,3.842415,323,0.0
0.05547664,1,0.008752281,0.05547664,223.06897,2260.0172684192657,0.886583611369133,829.3668325526571,77490,280.15,3.8159294,324,0.0
0.054977067,1,0.007886777,0.054977067,221.88863,2282.248429775238,0.8729167729616165,831.6374893552078,77707,281.175,3.7778873,325,0.0
0.06559838,3,0.008878506,0.06559838,232.99625,2305.3943707942963,0.9310023337602615,874.9438720298178,78923,295.1,3.7926977,328,0.0
0.05928994,1,0.008581099,0.05928994,240.25041,2328.7410905361176,0.9298323765397072,892.602000399124,79391,300.85,3.762079,329,0.0
0.058794588,2,0.008137614,0.058794588,256.7278,2350.1051750183105,0.9156490862369537,945.6751856577878,80517,320.5,3.7871358,331,0.0
0.061618682,2,0.007966488,0.061618682,265.82404,2373.9530029296875,0.852652445435524,971.226515228968,81304,329.1,3.8150134,333,0.0
0.04993187,2,0.008198025,0.04993187,295.70844,2396.511338710785,0.6848337650299072,1046.6942559302952,82965,359.1,3.8205962,335,0.0
0.05993069,2,0.0083373105,0.05993069,316.19977,2420.115565299988,0.923665851354599,1111.0857866895285,84431,384.175,3.7919562,337,0.0
0.049597345,1,0.00818057,0.049597345,323.93274,2442.597907304764,0.9176850467920303,1133.7508439498765,84966,392.55,3.7902792,338,0.0
0.040740523,1,0.007830979,0.040740523,338.941,2466.232089996338,0.3315632939338684,1181.2059137716071,85966,412.525,3.7930162,339,0.0
0.05115573,1,0.008531931,0.05115573,345.0559,2489.450174331665,0.8712330162525177,1201.9786467715726,86520,420.325,3.820227,340,0.0
0.050114892,1,0.008196025,0.050114892,362.8277,2511.5008177757263,0.9123094007372856,1252.5437814237368,87420,437.175,3.842241,341,0.0
0.052620776,2,0.008389754,0.052620776,399.2959,2535.713901758194,0.9547364003956318,1361.2133891219114,89391,476.225,3.8655417,343,0.0
0.04199525,1,0.007946875,0.04199525,417.62994,2556.8142399787903,0.08100223541259766,1415.1375734535814,90391,495.85,3.8630471,344,0.0
0.06417266,2,0.008737294,0.06417266,432.02432,2581.460779428482,0.9484111852943897,1461.99083946656,91517,510.875,3.8371007,346,0.0
0.060337715,2,0.009687167,0.060337715,443.82202,2603.5459764003754,0.7848150432109833,1496.1762115068145,92489,522.475,3.8031352,348,0.0
0.05755356,2,0.008265128,0.05755356,461.4964,2628.1392872333527,0.9784454647451639,1549.8336747198111,93654,539.5,3.786858,350,0.0
0.061001144,1,0.008363577,0.061001144,468.46567,2650.3260197639465,0.9453118592500687,1570.3128041225682,94097,546.025,3.8387258,351,0.0
0.039954647,1,0.008907281,0.039954647,476.49048,2673.9240248203278,0.11504405736923218,1596.0751925635864,95097,554.9,3.8158488,352,0.0
0.065100335,2,0.008299779,0.065100335,488.48004,2696.977147102356,0.8966781571507454,1645.5137749662754,96447,572.475,3.815037,354,0.0
0.059329182,2,0.008134617,0.059329182,499.12445,2719.3355720043182,0.9633853808045387,1679.6204102698089,97352,582.875,3.7911892,356,0.0
0.046015423,2,0.00805296,0.046015423,499.97626,2743.9300615787506,0.7007224559783936,1691.3047524268272,98357,587.425,3.764826,358,0.0
0.056797057,3,0.008555082,0.056797057,507.49023,2764.832087993622,0.9803341086953878,1718.7768246285152,99644,592.375,3.7639232,361,0.0
0.05049582,4,0.008940811,0.05049582,494.36905,2789.84339427948,0.28465431928634644,1672.9877751720473,100731,575.6,3.7277262,365,0.0
0.06324909,2,0.008584361,0.06324909,505.29337,2811.693861722946,0.9779455550014973,1720.0526251836789,102214,591.725,3.7578583,367,0.0
0.05481369,2,0.008510182,0.05481369,504.619,2835.8756465911865,0.969504015520215,1722.3819652717589,103013,590.55,3.7738264,369,0.0
0.053748235,4,0.007845988,0.053748235,491.03018,2858.6516165733337,0.9831203669309616,1688.70411137833,104257,573.825,3.7769856,373,0.0
0.057367325,2,0.008194796,0.057367325,478.26703,2882.8521859645844,0.9730319306254387,1676.429440189492,105463,562.45,3.8174057,375,0.0
0.050232902,1,0.008511955,0.050232902,482.65634,2905.0726754665375,0.19121408462524414,1702.0938765909111,106463,568.525,3.7754102,376,0.0
0.051889986,2,0.008920941,0.051889986,480.78766,2927.367089986801,0.9827218167483807,1710.7810342960286,107666,567.5,3.7487736,378,0.0
0.051787004,1,0.008089107,0.051787004,466.9209,2951.705053806305,0.951843548566103,1672.1345951412736,107963,549.925,3.7167225,379,0.0
0.040820714,1,0.009125911,0.040820714,474.95728,2972.7429518699646,0.2235519289970398,1711.4939928562605,108963,561.075,3.654886,380,0.0
0.059508443,3,0.008955991,0.059508443,432.89273,2998.4352333545685,0.9668062888085842,1606.5832676840796,110184,519.825,3.6770325,383,0.0
0.05128444,3,0.009219751,0.05128444,413.02588,3019.7458686828613,0.952071588486433,1568.9480177272305,111644,503.175,3.6532633,386,0.0
0.04237791,1,0.009931803,0.04237791,409.40375,3043.967101097107,0.9783412925899029,1566.784442847147,112221,502.425,3.6532614,387,0.0
0.033515718,1,0.009320183,0.033515718,420.0104,3066.1869168281555,0.058547377586364746,1621.0827791791057,113221,518.3,3.6595895,388,0.0
0.03386392,1,0.008555971,0.03386392,419.04883,3090.6927700042725,0.21746748685836792,1637.2748565686086,114221,524.025,3.6911616,389,0.0
0.047199555,1,0.008436358,0.047199555,427.42197,3112.8323636054993,0.9580662250518799,1680.856587963984,115108,536.35,3.729324,390,0.0
0.05091584,3,0.009621397,0.05091584,397.86475,3136.4292919635773,0.9397169202566147,1596.7814627739162,116215,506.725,3.7186694,393,0.0
0.04138551,2,0.009272466,0.04138551,397.14127,3159.9311380386353,0.7709319144487381,1600.681535055457,117059,506.8,3.7667944,395,0.0
0.06024495,1,0.008344318,0.06024495,399.4545,3181.311373233795,0.9449009448289871,1623.9226156930497,117884,513.3,3.7931094,396,0.0
0.043564767,2,0.008914185,0.043564767,405.5753,3206.9794278144836,0.6329235434532166,1667.8834891634972,119309,523.8,3.7576447,398,0.0
0.07132769,2,0.008635995,0.07132769,401.3191,3227.6217839717865,0.9368311986327171,1666.488777120531,120180,523.525,3.7606604,400,0.0
0.052368544,2,0.009077618,0.052368544,403.52103,3252.2073945999146,0.9826188497245312,1694.2682240070128,121212,530.85,3.7511888,402,0.0
0.034318384,1,0.008332979,0.034318384,413.9206,3274.2471425533295,0.1414351463317871,1754.7841889312033,122212,548.7,3.7833936,403,0.0
0.050313845,1,0.00844065,0.050313845,425.14728,3298.3869037628174,0.8649343103170395,1818.1009738257417,123212,566.625,3.8155954,404,0.0
0.048582364,3,0.010148456,0.048582364,414.01913,3321.031614303589,0.8381058871746063,1791.7968956597276,124385,554.275,3.8197155,407,0.0
0.055674415,3,0.008135133,0.055674415,410.46954,3344.0274527072906,0.966301042586565,1809.5734275231582,125679,559.3,3.8068619,410,0.0
0.04213533,1,0.008570645,0.04213533,417.45987,3368.025825023651,0.9510808102786541,1862.4070674462769,126678,574.9,3.8079357,411,0.0
0.05246184,2,0.0085536335,0.05246184,425.13312,3389.601242542267,0.9504358321428299,1927.4204795736914,128065,595.2,3.869175,413,0.0
0.0548185,2,0.008552114,0.0548185,421.0503,3414.6922705173492,0.9760825410485268,1945.9538778424678,129417,598.85,3.8731499,415,0.0
0.051698163,3,0.009247145,0.051698163,392.3199,3435.5238173007965,0.9630777128040791,1859.599900334128,130463,569.925,3.8926806,418,0.0
0.052733723,3,0.008182932,0.052733723,375.15866,3460.383194208145,0.7809301316738129,1830.7674124915798,131740,560.9,3.882908,421,0.0
0.062133707,2,0.010010577,0.062133707,370.1418,3482.5960397720337,0.9840854946523905,1842.6659910800395,132785,565.025,3.8782,423,0.0
0.040874936,1,0.009162709,0.040874936,368.82407,3506.8622982501984,0.052434563636779785,1870.3569470413847,133785,574.0,3.9243789,424,0.0
0.041149512,1,0.008426748,0.041149512,368.2895,3529.076801300049,-0.00981605052947998,1899.4337025461616,134785,584.25,3.9553907,425,0.0
0.03702733,1,0.008879461,0.03702733,376.93915,3552.204930782318,0.11755514144897461,1964.0973365460582,135785,603.525,3.9569623,426,0.0
0.052569006,1,0.009393202,0.052569006,377.62967,3576.1848542690277,0.9392902590334415,1990.6226632746555,136633,610.3,3.9158483,427,0.0
0.07588527,2,0.010721342,0.07588527,353.20764,3597.642196416855,0.9020957574248314,1911.8563734454456,137581,584.0,3.9284666,429,0.0
0.04081271,2,0.007737212,0.04081271,347.98956,3622.64018034935,0.7758392691612244,1930.428322578577,139078,588.975,3.9402356,431,0.0
0.043422,2,0.010150775,0.043422,351.99725,3643.522777557373,0.41269946098327637,1977.7756985733818,140315,602.5,3.9043431,433,0.0
0.040244125,3,0.008570468,0.040244125,342.35455,3668.9324810504913,0.736495852470398,1976.3801983665915,141931,601.175,3.9079127,436,0.0
0.060439564,3,0.00882189,0.060439564,323.36264,3690.145275592804,0.947896383702755,1913.8321051184635,142976,581.925,3.8763337,439,0.0
0.06970714,1,0.008823609,0.06970714,321.21704,3714.416561603546,0.9706204831600189,1912.1002873131085,143393,580.325,3.8749185,440,0.0
0.06069217,2,0.008766335,0.06069217,320.1618,3736.283567905426,0.8852583169937134,1944.392774105832,144805,589.825,3.840324,442,0.0
0.05785677,2,0.008700954,0.05785677,308.94394,3758.303819179535,0.9753984361886978,1908.5856975266202,146238,575.65,3.8409696,444,0.0
0.040756784,2,0.009574086,0.040756784,319.71918,3782.3885836601257,0.609425812959671,1992.9489754908802,147751,599.075,3.8496225,446,0.0
0.056304283,1,0.008625578,0.056304283,315.6727,3803.963762998581,0.9737756904214621,1974.4209427683832,148098,592.825,3.80895,447,0.0
0.040618822,2,0.008345833,0.040618822,321.0268,3828.815968990326,0.6057088971138,2028.2693936515473,149597,607.7,3.8038275,449,0.0
0.040593263,2,0.009080709,0.040593263,320.1939,3850.2750232219696,0.6184288263320923,2048.675335160803,151203,613.125,3.7641299,451,0.0
0.062577724,3,0.008194839,0.062577724,302.4288,3874.91375041008,0.9880447555333376,1950.5843956579824,152333,582.175,3.7972903,454,0.0
0.06406916,3,0.009320953,0.06406916,302.72977,3896.4747614860535,0.7094979882240295,1953.10922628942,153282,582.175,3.7940276,457,0.0
0.06250482,3,0.008475668,0.06250482,296.2287,3921.6094393730164,0.9755603168159723,1898.557143023166,154096,563.725,3.7875056,460,0.0
0.04985731,3,0.008956293,0.04985731,290.75922,3943.4428009986877,0.8035313189029694,1855.5429208641485,154791,550.15,3.7881448,463,0.0
0.063828796,2,0.00957279,0.063828796,287.0882,3966.1638107299805,0.9881959753111005,1809.9351135060947,156064,531.975,3.8265095,465,0.0
0.07011768,2,0.00962364,0.07011768,280.2496,3989.21431183815,0.9838627520948648,1750.47422253993,157144,512.775,3.8382647,467,0.0
0.055207476,3,0.00806904,0.055207476,276.32416,4011.3372955322266,0.9901743065565825,1695.5458565801623,158351,494.25,3.8221738,470,0.0
0.062029872,2,0.008254265,0.062029872,279.31186,4036.0621411800385,0.9802020955830812,1702.5409682385805,159127,495.3,3.8150887,472,0.0
0.04300978,4,0.009201104,0.04300978,262.94095,4058.099539041519,0.8101733177900314,1565.5165249825336,160041,452.75,3.8155348,476,0.0
0.042437434,2,0.00927221,0.042437434,277.1866,4083.104765892029,0.4773372411727905,1641.5568507910016,161562,474.125,3.832664,478,0.0
0.05592147,1,0.008730569,0.05592147,286.22104,4104.932625055313,0.4673463702201843,1694.350915681795,162562,489.65,3.8375702,479,0.0
0.060849495,2,0.008237377,0.060849495,285.65088,4129.778035640717,0.9255737215280533,1663.7068292941462,163611,480.45,3.842621,481,0.0
0.043081738,1,0.009050874,0.043081738,294.50772,4150.81357216835,0.26127684116363525,1714.0518816933338,164611,495.15,3.8085666,482,0.0
0.0652592,1,0.010744442,0.0652592,286.2064,4174.357759952545,0.6080287396907806,1649.0909056856985,164853,476.475,3.801659,483,0.0
0.043899268,1,0.00822413,0.043899268,293.23718,4197.636385917664,0.3209899663925171,1691.4537613388736,165853,490.375,3.695082,484,0.0
0.11852547,1,0.0081569515,0.11852547,288.32938,4219.867507457733,0.9017823338508606,1640.0971278172347,166221,474.575,3.6937175,485,0.0
0.051462486,1,0.008810205,0.051462486,294.12375,4244.240916490555,0.025247812271118164,1676.979940644897,167221,486.75,3.6484547,486,0.0
0.036265418,1,0.008057709,0.036265418,302.6137,4266.407250404358,-0.04273176193237305,1728.446451024361,168221,503.075,3.6680129,487,0.0
0.044949595,2,0.008643792,0.044949595,308.5541,4291.065064191818,0.6357995569705963,1742.604674365525,169881,507.1,3.6870232,489,0.0
0.054463558,3,0.008903256,0.054463558,310.2675,4313.22843003273,0.4534427523612976,1737.362897622533,171696,507.075,3.6540508,492,0.0
0.044311687,1,0.01282132,0.044311687,315.75357,4337.472564458847,-0.03336441516876221,1771.6754330419262,172696,518.175,3.6683502,493,0.0
0.05785226,3,0.008542718,0.05785226,320.43768,4359.175229072571,0.9733388628810644,1781.7967897213646,174009,521.225,3.690977,496,0.0
0.062793165,2,0.0088333655,0.062793165,333.48877,4381.729460000992,0.9727112203836441,1842.7618628073774,175026,537.175,3.672562,498,0.0
0.060755692,3,0.009049266,0.060755692,337.6673,4405.2972757816315,0.9839746206998825,1851.2274590976926,176023,539.225,3.6456718,501,0.0
0.049620435,3,0.008354149,0.049620435,345.9877,4428.224441766739,0.9475728273391724,1876.571996863401,177234,545.325,3.6284068,504,0.0
0.058925755,3,0.010023749,0.058925755,340.12192,4451.734972238541,0.9889227719977498,1823.3622516460425,178345,530.025,3.6218774,507,0.0
0.05668758,2,0.008954573,0.05668758,342.45746,4473.5938630104065,0.9848277037963271,1828.5993212395115,179160,531.575,3.6135218,509,0.0
0.05201675,4,0.010416397,0.05201675,341.20938,4498.182826757431,0.7826785892248154,1814.6906463954315,180569,528.45,3.5752215,513,0.0
0.05780825,3,0.008776162,0.05780825,350.91827,4520.774018526077,0.8669837117195129,1861.1391088104695,181690,541.225,3.5541272,516,0.0
0.067189984,2,0.0098231975,0.067189984,347.31497,4544.994645357132,0.9680583216249943,1830.9021184194644,182815,531.325,3.5338712,518,0.0
0.06627257,3,0.009259008,0.06627257,336.3986,4567.3972935676575,0.9349686875939369,1748.3879717315947,183855,506.1,3.5133493,521,0.0
0.0814704,3,0.009758304,0.0814704,332.045,4590.207811832428,0.9829233102500439,1695.9183613979112,185339,487.15,3.4980626,524,0.0
0.07092036,1,0.009796029,0.07092036,333.26324,4613.636078596115,0.9207947626709938,1700.651932076291,185750,488.225,3.498657,525,0.0
0.06432844,1,0.009259588,0.06432844,329.10764,4636.449651479721,0.9595116972923279,1665.9315534145978,186289,476.7,3.4780712,526,0.0
0.06587868,2,0.009951595,0.06587868,326.32056,4659.811066150665,0.9037870764732361,1637.4597383195444,187836,465.375,3.4451642,528,0.0
0.05627124,1,0.008905339,0.05627124,325.279,4682.344704627991,0.9616736695170403,1633.755734543351,188465,464.6,3.4406605,529,0.0
0.050691813,2,0.009051484,0.050691813,320.38696,4706.62136554718,0.8599064350128174,1600.7369079791558,189513,454.1,3.4943767,531,0.0
0.03654612,1,0.009209068,0.03654612,331.77115,4728.124932527542,0.06590116024017334,1663.6687416343364,190513,470.425,3.5477252,532,0.0
0.053268857,1,0.009991201,0.053268857,328.7863,4752.774458169937,0.9725305400788784,1636.3423783157402,191138,461.05,3.5455358,533,0.0
0.045748822,2,0.010429699,0.045748822,325.39444,4774.793928384781,0.6312563717365265,1630.7030151673644,192026,460.075,3.4804056,535,0.0
0.05908815,2,0.00910755,0.05908815,322.36978,4797.641186237335,0.8810532987117767,1622.0194982828957,193011,457.2,3.4535136,537,0.0
0.03461522,1,0.009160969,0.03461522,329.56616,4821.279236316681,0.024419844150543213,1679.9817425311417,194011,474.625,3.4284978,538,0.0
0.053342298,1,0.009461244,0.053342298,337.43643,4843.573787927628,0.9721982013434172,1734.54052063583,194973,490.275,3.393133,539,0.0
0.045710567,1,0.009616176,0.045710567,344.67636,4867.04496049881,0.11718451976776123,1791.1843727027015,195973,506.8,3.4588513,540,0.0
0.0396287,1,0.009528762,0.0396287,351.52255,4890.099102258682,0.06968611478805542,1846.7498992319502,196973,523.75,3.4986362,541,0.0
0.045719866,1,0.008880895,0.045719866,357.1963,4913.67601108551,0.15813088417053223,1892.5097468763638,197973,536.95,3.452215,542,0.0
0.057504825,1,0.008686682,0.057504825,363.25885,4935.613951206207,0.5732055902481079,1941.7357457526064,198973,551.5,3.447859,543,0.0
0.0639486,1,0.009617712,0.0639486,370.22174,4960.199529647827,0.8975762724876404,1991.0118514450253,199854,565.5,3.4502218,544,0.0
0.042033367,1,0.009213869,0.042033367,377.6342,4981.993983507156,0.050125062465667725,2052.578913617876,200854,584.225,3.4886897,545,0.0
0.058894522,2,0.009628022,0.058894522,378.74603,5005.835951566696,0.9625770039856434,2067.1742743318105,201841,587.4,3.4634337,547,0.0
0.03990135,1,0.009400636,0.03990135,387.71136,5028.828474283218,0.3253496289253235,2136.015299870359,202841,606.975,3.4530315,548,0.0
