TimeElapsed,EpTrueRewMean,surrgain,EpLenMean,TimestepsSoFar,ev_tdlam_before,meankl,entloss,optimgain,EpThisIter,EpRewMean,entropy,EpisodesSoFar
1030.4020509719849,451.7258112833074,0.26185143,90.3,567420,0.9019367471337318,0.01425064,0.0,0.26185143,10,451.7258112833074,23.485529,2602
1036.103750705719,478.4740733072378,0.15173805,95.525,570432,0.9251998960971832,0.00393429,0.0,0.15173805,10,478.4740733072378,23.48659,2612
1041.6557791233063,464.2737839282005,0.24601036,94.475,573570,0.9352361857891083,0.014080943,0.0,0.24601036,12,464.2737839282005,23.49196,2624
1047.344647884369,476.70644789907,0.14557603,96.95,576600,0.8891935050487518,0.004080981,0.0,0.14557603,10,476.70644789907,23.492426,2634
1053.0111393928528,463.72121881863507,0.14342527,94.625,579888,0.9226384088397026,0.0038829676,0.0,0.14342527,12,463.72121881863507,23.492105,2646
1058.67733502388,476.5017101843729,0.2941317,95.3,583224,0.9485127851366997,0.014809627,0.0,0.2941317,11,476.5017101843729,23.490887,2657
1064.5796959400177,503.74272341983004,0.16370314,100.4,585960,0.8667167127132416,0.0039056255,0.0,0.16370314,8,503.74272341983004,23.48958,2665
1070.2398376464844,495.34142956125453,0.15138161,98.2,589026,0.9218806251883507,0.0044093216,0.0,0.15138161,11,495.34142956125453,23.485575,2676
1075.9629237651825,505.6208525061802,0.2770003,99.6,592200,0.9217724353075027,0.013871854,0.0,0.2770003,11,505.6208525061802,23.480219,2687
1081.6843733787537,493.51112267923736,0.15025406,97.45,594918,0.9340862706303596,0.004818473,0.0,0.15025406,10,493.51112267923736,23.478739,2697
1087.4411535263062,494.95782859839346,0.30552953,96.8,598101,0.8433520495891571,0.013437385,0.0,0.30552953,10,494.95782859839346,23.473223,2707
1093.1602556705475,496.92979206519766,0.29786056,97.05,600984,0.9042765125632286,0.014682418,0.0,0.29786056,10,496.92979206519766,23.474688,2717
1098.895168542862,509.9793791737931,0.30736658,101.05,604326,0.9374894872307777,0.014345198,0.0,0.30736658,10,509.9793791737931,23.472883,2727
1104.5822441577911,503.4842668478971,0.16768622,100.175,607398,0.9116340726613998,0.0045625744,0.0,0.16768622,11,503.4842668478971,23.471846,2738
1110.2086143493652,487.33504375228006,0.33206886,98.1,610305,0.8817831501364708,0.014995919,0.0,0.33206886,10,487.33504375228006,23.47137,2748
1115.9101536273956,484.9883218154935,0.13118088,96.1,613617,0.9244741648435593,0.0038400872,0.0,0.13118088,12,484.9883218154935,23.468485,2760
1121.8551530838013,462.8407246224424,0.16403136,90.95,616614,0.8984954506158829,0.0038776181,0.0,0.16403136,11,462.8407246224424,23.464666,2771
1127.5632064342499,482.8818118046123,0.13615945,95.1,619605,0.8698042184114456,0.0039748633,0.0,0.13615945,10,482.8818118046123,23.462711,2781
1133.3395204544067,483.3882921261444,0.1396752,94.925,622467,0.9138164594769478,0.003843277,0.0,0.1396752,10,483.3882921261444,23.461508,2791
1139.066377878189,498.68149654732497,0.26895496,99.525,625809,0.888017937541008,0.01377301,0.0,0.26895496,10,498.68149654732497,23.45809,2801
1144.8204598426819,505.27724627621717,0.1338878,101.725,628821,0.8924961686134338,0.0038519772,0.0,0.1338878,10,505.27724627621717,23.453287,2811
1150.5518515110016,509.4393084420666,0.14729112,102.75,631935,0.880735881626606,0.0039343624,0.0,0.14729112,10,509.4393084420666,23.448223,2821
1156.1609234809875,522.1459124905759,0.1563351,104.925,635058,0.8567382991313934,0.0040685954,0.0,0.1563351,10,522.1459124905759,23.451252,2831
1161.834008216858,506.8082104529335,0.13490222,101.15,637947,0.868172749876976,0.003891047,0.0,0.13490222,10,506.8082104529335,23.448751,2841
1167.521659374237,505.5995315604629,0.24276268,100.925,640932,0.9061169624328613,0.012740032,0.0,0.24276268,10,505.5995315604629,23.448896,2851
1173.097388267517,498.602159076904,0.13971488,99.2,643839,0.8573240339756012,0.0038929186,0.0,0.13971488,10,498.602159076904,23.443293,2861
1178.8460483551025,487.9062363166977,0.15565851,97.675,646779,0.9248009324073792,0.0043221097,0.0,0.15565851,10,487.9062363166977,23.4419,2871
1184.4311215877533,483.6759807280499,0.14868477,95.625,649968,0.9065942093729973,0.004252536,0.0,0.14868477,12,483.6759807280499,23.443357,2883
1190.2356672286987,470.5431478188847,0.14966038,93.05,652872,0.8894898146390915,0.0044880304,0.0,0.14966038,10,470.5431478188847,23.443426,2893
1195.9706916809082,467.60570637572175,0.13618779,93.6,655959,0.9249916225671768,0.0037966536,0.0,0.13618779,11,467.60570637572175,23.442709,2904
1201.7175743579865,460.1500513139654,0.14777505,91.125,658992,0.9040752872824669,0.0039441106,0.0,0.14777505,12,460.1500513139654,23.443851,2916
1207.4412643909454,469.16195820157753,0.15579726,91.875,661956,0.9000096395611763,0.0040969416,0.0,0.15579726,10,469.16195820157753,23.442377,2926
1213.1740357875824,488.5988181850007,0.14730105,94.9,664827,0.9277635291218758,0.0038275719,0.0,0.14730105,9,488.5988181850007,23.440756,2935
1218.9271743297577,509.5128269502038,0.21001473,97.25,668016,0.9151875674724579,0.0040214425,0.0,0.21001473,11,509.5128269502038,23.44116,2946
1224.7496099472046,502.3065004862798,0.16014734,96.6,671166,0.9072518199682236,0.004333317,0.0,0.16014734,12,502.3065004862798,23.43968,2958
1230.4923918247223,489.86519851527447,0.14237562,95.075,674079,0.9316548407077789,0.0037882053,0.0,0.14237562,10,489.86519851527447,23.437744,2968
1236.2801747322083,501.02707389989246,0.2777738,97.65,677274,0.9136960431933403,0.014285726,0.0,0.2777738,10,501.02707389989246,23.429705,2978
1242.0459372997284,485.1228422489927,0.16679443,94.75,680172,0.8993711695075035,0.0039507477,0.0,0.16679443,11,485.1228422489927,23.428465,2989
1247.8472564220428,500.6883368065338,0.3159252,99.05,683322,0.908896692097187,0.014263944,0.0,0.3159252,10,500.6883368065338,23.425714,2999
1253.5846478939056,467.85039386000005,0.13892174,91.5,686319,0.9135925844311714,0.003826799,0.0,0.13892174,12,467.85039386000005,23.427916,3011
1259.299078464508,476.9778642809899,0.31219447,93.725,689250,0.8484868109226227,0.014803367,0.0,0.31219447,9,476.9778642809899,23.426779,3020
1265.0315747261047,504.7025610495489,0.15521774,99.0,692571,0.9020305275917053,0.004022137,0.0,0.15521774,11,504.7025610495489,23.427572,3031
1270.8012318611145,498.9315793135446,0.16930723,98.425,695631,0.8797835260629654,0.0039327955,0.0,0.16930723,10,498.9315793135446,23.428473,3041
1276.4860899448395,509.2601151276951,0.15855925,100.25,698718,0.9034415036439896,0.0041445154,0.0,0.15855925,11,509.2601151276951,23.428385,3052
1282.2851881980896,495.9143480639933,0.14187557,97.05,701625,0.8789024204015732,0.0037874668,0.0,0.14187557,10,495.9143480639933,23.423113,3062
1288.0325291156769,491.61197923144084,0.14162251,96.775,704553,0.9024156630039215,0.003791696,0.0,0.14162251,10,491.61197923144084,23.420475,3072
1293.8510830402374,496.72438965501385,0.15212253,98.125,707832,0.8982615619897842,0.004079466,0.0,0.15212253,11,496.72438965501385,23.41577,3083
1299.5512590408325,499.7059750330286,0.30680162,100.3,710754,0.9102340936660767,0.014593709,0.0,0.30680162,9,499.7059750330286,23.416487,3092
1305.322987794876,506.9058898668021,0.16141471,101.85,714081,0.9016721323132515,0.004855357,0.0,0.16141471,11,506.9058898668021,23.416975,3103
1311.0094215869904,519.3628351929972,0.14485991,103.85,717015,0.8908876106142998,0.0039796196,0.0,0.14485991,9,519.3628351929972,23.417788,3112
1316.7731289863586,516.00923378746,0.27326366,103.225,719997,0.9345832243561745,0.014330104,0.0,0.27326366,10,516.00923378746,23.412352,3122
1322.4319746494293,503.88433094553875,0.14947844,100.325,723240,0.9121288955211639,0.003888184,0.0,0.14947844,11,503.88433094553875,23.413984,3133
1328.0683467388153,502.5508672960101,0.1521828,99.325,726360,0.9220861345529556,0.0041639674,0.0,0.1521828,11,502.5508672960101,23.409262,3144
1333.9733910560608,514.0392291639057,0.30908096,101.3,729375,0.8309326022863388,0.014935153,0.0,0.30908096,9,514.0392291639057,23.4082,3153
1339.6609251499176,518.6487147514512,0.30553687,100.95,732111,0.8849495872855186,0.014897466,0.0,0.30553687,9,518.6487147514512,23.410889,3162
1345.3622810840607,508.35127265167586,0.1291937,98.95,735114,0.909666433930397,0.00416304,0.0,0.1291937,11,508.35127265167586,23.40991,3173
1351.1143732070923,515.5315484303275,0.16759309,101.1,738138,0.8757535442709923,0.00423532,0.0,0.16759309,10,515.5315484303275,23.410664,3183
1356.8677730560303,507.24590604982586,0.31504402,99.75,740958,0.908851183950901,0.0149652725,0.0,0.31504402,9,507.24590604982586,23.413086,3192
1362.6830506324768,503.65131515374577,0.29703003,98.8,743967,0.9189366921782494,0.014460122,0.0,0.29703003,10,503.65131515374577,23.417704,3202
1368.4483284950256,516.8937878920815,0.13950893,102.45,747108,0.9078491181135178,0.0037849534,0.0,0.13950893,10,516.8937878920815,23.41944,3212
1374.3495919704437,487.94087142638836,0.1425089,97.1,750084,0.8940922915935516,0.0039297575,0.0,0.1425089,12,487.94087142638836,23.419905,3224
1380.0963907241821,482.76474141669587,0.14777164,95.375,753132,0.899821475148201,0.0037889685,0.0,0.14777164,10,482.76474141669587,23.4187,3234
1385.887059211731,491.2211391420741,0.14353819,98.375,756453,0.9153288006782532,0.0038192463,0.0,0.14353819,10,491.2211391420741,23.414066,3244
1391.6353323459625,486.2091979025319,0.15398094,96.45,759444,0.9279967322945595,0.0042877123,0.0,0.15398094,11,486.2091979025319,23.408854,3255
