entropy,meankl,optimgain,EpThisIter,EpRewMean,TimestepsSoFar,ev_tdlam_before,EpLenMean,EpTrueRewMean,EpisodesSoFar,entloss,surrgain,TimeElapsed
7.7512965,0.0071206596,0.096656695,4,326.56625,187065,0.9421686753630638,370.9,709.5721946065465,291,0.0,0.096656695,272.33102917671204
7.7551875,0.0070457943,0.08681783,4,331.63043,190740,0.8049019873142242,374.775,724.4552881206821,295,0.0,0.08681783,276.68063473701477
7.7478642,0.007907655,0.12772387,2,344.69238,195144,0.7285541296005249,393.0,763.4090119382396,297,0.0,0.12772387,281.1611249446869
7.742919,0.007140352,0.104707554,3,352.5369,198621,0.9273945242166519,401.7,791.5132806883619,300,0.0,0.104707554,285.60333347320557
7.750729,0.0067365444,0.09286897,2,348.41742,200571,0.8741134405136108,396.625,787.9764370250456,302,0.0,0.09286897,290.12264013290405
7.755676,0.007334063,0.09628631,2,339.761,203151,0.8898885920643806,387.45,780.9680716809228,304,0.0,0.09628631,294.57897663116455
7.757018,0.007543495,0.112961896,3,341.16434,206583,0.8168251514434814,384.275,792.0174166117146,307,0.0,0.112961896,299.0607659816742
7.7624054,0.006972684,0.10031448,3,336.48676,209697,0.8343722820281982,375.9,783.8477124181383,310,0.0,0.10031448,303.56477332115173
7.7264867,0.007467198,0.09686464,3,353.54156,215109,0.9146907180547714,388.0,832.6166740986413,313,0.0,0.09686464,308.10266160964966
7.7332773,0.007719266,0.10360494,3,360.583,218343,0.8384951055049896,388.25,852.2307386600227,316,0.0,0.10360494,312.52075457572937
7.7345543,0.0077098333,0.081774466,4,346.53043,221610,0.8083778619766235,373.7,817.1272999195801,320,0.0,0.081774466,317.01998805999756
7.7305417,0.007150921,0.083384395,3,334.15646,224103,0.8653105199337006,365.95,800.0833551176479,323,0.0,0.083384395,321.4824905395508
7.7285037,0.0066503836,0.10753689,3,343.1997,227835,0.9113302752375603,378.725,832.7610857228603,326,0.0,0.10753689,325.92021679878235
7.7138095,0.0067654713,0.08356407,2,351.59674,231111,0.9053659960627556,389.0,859.1565984079014,328,0.0,0.08356407,330.3580918312073
7.7132077,0.007211539,0.16544595,2,350.67426,233115,0.5781581103801727,389.925,862.6495291088229,330,0.0,0.16544595,334.8470666408539
7.7160482,0.0070908675,0.09278074,4,344.83356,235983,0.8369261473417282,382.875,851.0237169223112,334,0.0,0.09278074,339.3250641822815
7.7201533,0.0068725375,0.09445737,3,331.80307,238530,0.9349651262164116,361.55,814.9859411029738,337,0.0,0.09445737,343.73911118507385
7.7298594,0.0066999323,0.0841825,4,321.10672,241863,0.8695928007364273,351.725,786.8146379878401,341,0.0,0.0841825,348.2000629901886
7.7095985,0.0071086404,0.091018304,3,320.56015,244974,0.9063958302140236,348.525,783.1445079738724,344,0.0,0.091018304,352.688844203949
7.6982884,0.0067835813,0.09215637,4,308.56216,247695,0.8981767743825912,333.275,750.8379676766086,348,0.0,0.09215637,357.17454051971436
7.7017784,0.007590766,0.09746203,4,300.17368,251631,0.9095335677266121,320.1,741.5010681365083,352,0.0,0.09746203,361.6141974925995
7.699845,0.0078153,0.11498811,4,284.76636,255288,0.9224770814180374,307.875,703.0934483304713,356,0.0,0.11498811,366.1473698616028
7.6847386,0.007857208,0.10422565,4,302.06796,259875,0.8707149475812912,318.875,753.9336318542472,360,0.0,0.10422565,370.666246175766
7.686886,0.007188472,0.14609349,2,311.64645,262191,0.6942261755466461,328.45,783.4065312416445,362,0.0,0.14609349,375.18407368659973
7.6964593,0.007733489,0.110596254,2,299.6212,263610,0.8926629424095154,319.25,749.782160590499,364,0.0,0.110596254,379.66380286216736
7.673221,0.00809448,0.09808206,3,296.53125,266763,0.8531447201967239,314.375,744.7090669344328,367,0.0,0.09808206,384.1382577419281
7.6586905,0.007044426,0.106512874,3,285.03326,269157,0.8620039820671082,300.35,711.2046711464961,370,0.0,0.106512874,388.596293926239
7.6481194,0.0071239616,0.10858759,2,297.21295,271959,0.859200194478035,311.825,741.9789854806506,372,0.0,0.10858759,393.11312985420227
7.646252,0.00710608,0.09309644,3,303.29633,275034,0.9434409700334072,318.125,758.2204537660451,375,0.0,0.09309644,397.59764409065247
7.641892,0.007116623,0.10875803,2,306.09253,277245,0.9449864476919174,322.625,766.2740998809238,377,0.0,0.10875803,402.0887806415558
7.6364145,0.0074394685,0.10257115,3,314.18823,280980,0.9226374179124832,332.05,791.0241076002383,380,0.0,0.10257115,406.5824100971222
7.6178584,0.0071959617,0.09104155,3,320.93246,284304,0.9378370903432369,336.075,811.7941879541124,383,0.0,0.09104155,411.1116302013397
7.630323,0.007048258,0.08964649,3,328.22913,288282,0.892482578754425,350.65,836.5784240701335,386,0.0,0.08964649,415.67271304130554
7.6118813,0.007555131,0.10640514,3,325.32693,291501,0.8917667716741562,349.875,827.316881894578,389,0.0,0.10640514,420.06056785583496
7.5984535,0.008215871,0.13123776,3,331.42487,294639,0.8324387967586517,358.4,845.8864694244809,392,0.0,0.13123776,424.54413652420044
7.608777,0.008262996,0.13575962,2,334.511,297120,0.8372848778963089,360.675,858.5009595191992,394,0.0,0.13575962,429.04932379722595
7.583204,0.00704356,0.09558173,3,327.55112,300177,0.7335841953754425,358.375,836.5368367574567,397,0.0,0.09558173,433.550630569458
7.575192,0.007467041,0.13311577,1,334.59775,302448,0.8053614050149918,369.65,855.4323115486928,398,0.0,0.13311577,438.06305384635925
7.5723886,0.007841785,0.093125015,3,337.73114,305199,0.8788822963833809,370.675,859.193744786184,401,0.0,0.093125015,442.5719680786133
7.575851,0.0077051697,0.107882604,2,345.66544,308172,0.8041811436414719,377.25,879.245198832883,403,0.0,0.107882604,447.05346179008484
7.570206,0.009527655,0.103157565,3,358.5454,312927,0.6854662895202637,390.25,914.1319391999092,406,0.0,0.103157565,451.55158972740173
7.5679193,0.007934526,0.10008235,3,365.50922,315747,0.9450145028531551,394.475,921.2063909538153,409,0.0,0.10008235,456.28129291534424
7.5696282,0.007389595,0.09778854,3,356.79892,318369,0.906598374247551,386.75,898.162591043485,412,0.0,0.09778854,460.8388521671295
7.5610957,0.008515415,0.11284682,4,364.08856,321966,0.8477563112974167,382.75,913.0974329161018,416,0.0,0.11284682,465.35783076286316
7.5603795,0.0077000475,0.09389691,2,366.68582,324750,0.7711671441793442,387.1,923.4328356417318,418,0.0,0.09389691,469.90373039245605
7.542862,0.008446334,0.104714885,3,361.6559,328065,0.887756772339344,383.725,909.6144752634034,421,0.0,0.104714885,474.4710474014282
7.529065,0.0077183465,0.09932515,4,352.26862,331887,0.8735788315534592,377.275,868.5844046025235,425,0.0,0.09932515,478.9798889160156
7.5423546,0.008074982,0.110864334,4,356.2104,336441,0.8817921653389931,374.5,884.1917047369528,429,0.0,0.110864334,483.49839997291565
7.5426764,0.00861104,0.09165363,4,356.59448,340797,0.8887265175580978,371.95,881.9325892184436,433,0.0,0.09165363,488.05345273017883
7.53485,0.008844959,0.1269812,1,357.54755,341838,0.8090603947639465,372.65,883.5096922380247,434,0.0,0.1269812,492.59104323387146
7.531632,0.0077027315,0.11082186,3,357.74872,344406,0.8103711903095245,368.575,881.9458930654848,437,0.0,0.11082186,497.1353418827057
7.5130014,0.00858265,0.112430386,3,349.04193,347280,0.900539331138134,357.75,865.0337483453762,440,0.0,0.112430386,501.64480233192444
7.5053835,0.0072235065,0.078873694,3,339.70984,350046,0.8273806273937225,348.95,841.8945884816396,443,0.0,0.078873694,506.19208240509033
7.499638,0.008305768,0.092914544,3,331.91995,353298,0.8474910110235214,336.425,830.8369509700822,446,0.0,0.092914544,510.649067401886
7.495804,0.0077988906,0.106847584,2,337.65573,356316,0.8837299644947052,343.55,857.1560371709835,448,0.0,0.106847584,515.2157378196716
7.4876103,0.008278176,0.12564963,2,337.98914,358452,0.8438307344913483,345.475,858.9617305822924,450,0.0,0.12564963,519.6988520622253
7.475465,0.00865585,0.108558185,3,340.39276,361635,0.8794651478528976,353.8,878.9749930538343,453,0.0,0.108558185,524.1503858566284
7.4497027,0.00930202,0.15000126,2,338.0318,363906,0.8980946317315102,354.6,875.0346657536126,455,0.0,0.15000126,528.5567138195038
7.445187,0.009257369,0.10628327,3,344.16718,367905,0.932714194059372,359.625,893.8517005800182,458,0.0,0.10628327,532.9702463150024
7.427609,0.0081404215,0.11118779,3,355.12756,372054,0.9232781231403351,366.575,931.2741608555723,461,0.0,0.11118779,537.4436147212982
7.437077,0.007877672,0.09204157,2,367.47372,375666,0.8887412920594215,379.7,976.1891842777313,463,0.0,0.09204157,541.9107799530029
7.437182,0.008598155,0.090641215,2,377.44012,378222,0.81828773021698,386.125,1013.1404223015521,465,0.0,0.090641215,546.2871327400208
7.4301014,0.008200918,0.09729963,3,370.22348,381054,0.8998725712299347,381.45,998.9846487766233,468,0.0,0.09729963,550.6753542423248
7.4232135,0.009304785,0.0998413,2,375.84076,385023,0.9434696696698666,392.3,1017.9376600391603,470,0.0,0.0998413,555.0592591762543
7.3977184,0.008780003,0.09198895,2,374.6091,386802,0.865312933921814,391.45,1013.8989077721002,472,0.0,0.09198895,559.4781064987183
7.373824,0.008809124,0.08769425,2,387.71832,390642,0.5607410669326782,406.7,1050.7796421902535,474,0.0,0.08769425,563.8674938678741
7.3521724,0.009066924,0.0964424,3,395.39697,394008,0.9170851483941078,413.35,1078.639854642451,477,0.0,0.0964424,568.3019330501556
7.343075,0.008395935,0.13192716,2,398.76074,396303,0.9552717879414558,416.3,1088.8785593674463,479,0.0,0.13192716,572.688973903656
7.3724933,0.008882929,0.13696447,2,409.8399,399774,0.9416891075670719,429.875,1123.9691692649917,481,0.0,0.13696447,577.0791873931885
7.352035,0.009014748,0.07982101,2,421.64893,403818,0.6297376751899719,448.1,1167.5470843226092,483,0.0,0.07982101,581.447099685669
7.3341637,0.010440951,0.09231675,2,429.27133,408060,0.5930706262588501,463.325,1188.9044123905537,485,0.0,0.09231675,585.8953444957733
7.3020053,0.008687981,0.10402963,2,438.47382,410874,0.9355931580066681,471.45,1211.6790016123987,487,0.0,0.10402963,590.2697093486786
7.297424,0.008853498,0.11620942,2,445.9479,415122,0.9144333750009537,479.35,1235.127587239846,489,0.0,0.11620942,594.683324098587
7.3233194,0.007947672,0.102964684,1,461.69644,418122,0.762464314699173,497.25,1281.5226537896556,490,0.0,0.102964684,599.0734558105469
7.319776,0.008786231,0.09628408,3,467.24854,422010,0.8918627724051476,503.125,1296.132863768985,493,0.0,0.09628408,603.4925787448883
7.3147016,0.007908086,0.091452375,2,468.72412,424785,0.9094630107283592,507.325,1307.7625195318847,495,0.0,0.091452375,607.9154722690582
7.2769732,0.009010215,0.10671971,3,472.6479,428754,0.8916889429092407,507.075,1315.175602196954,498,0.0,0.10671971,612.2926874160767
7.264696,0.008761942,0.10973381,1,459.2785,429417,0.8526028692722321,491.6,1273.0983407126594,499,0.0,0.10973381,616.7106878757477
7.2517533,0.0088242125,0.09133574,1,466.0345,431496,0.9210314452648163,502.85,1293.1187036274785,500,0.0,0.09133574,621.1799778938293
7.2448277,0.009549889,0.13121808,2,460.26685,434793,0.8629800528287888,497.975,1266.8531691334124,502,0.0,0.13121808,625.587991476059
7.25684,0.009423904,0.07393861,1,475.4439,437793,0.014683723449707031,517.725,1317.4452962684034,503,0.0,0.07393861,629.977799654007
7.2624555,0.0091735255,0.09649204,4,475.45123,440805,0.9330061376094818,507.325,1300.2892013708802,507,0.0,0.09649204,634.4134564399719
7.24054,0.008689013,0.08547129,3,463.54346,443499,0.8592993915081024,487.3,1261.6402087633217,510,0.0,0.08547129,638.7848517894745
7.1981974,0.008508224,0.08567325,1,473.92743,446499,-0.010242700576782227,500.675,1298.7965256014745,511,0.0,0.08567325,643.2007825374603
7.1958623,0.01005817,0.09505047,3,478.14136,451512,0.919197291135788,507.25,1310.311655022799,514,0.0,0.09505047,647.6204075813293
7.1989574,0.0077267196,0.073358975,1,484.20566,454512,-0.16722440719604492,516.925,1328.1092809786464,515,0.0,0.073358975,652.0089681148529
7.17607,0.009578091,0.09872162,4,476.5521,457254,0.8733047246932983,507.925,1306.1722485682726,519,0.0,0.09872162,656.441077709198
7.1502557,0.008823369,0.106240235,1,485.41153,460185,0.7918381094932556,519.175,1324.8274352205954,520,0.0,0.106240235,660.8022222518921
7.187452,0.008897945,0.10716717,1,491.78897,462903,0.940797109156847,526.075,1345.9735715478032,521,0.0,0.10716717,665.2576169967651
7.1760736,0.009185612,0.11226322,3,473.5274,465819,0.8680103868246078,491.675,1280.5123944602844,524,0.0,0.11226322,669.7121789455414
7.177487,0.009647815,0.10694298,2,476.6193,468699,0.876872256398201,490.15,1289.1413101939065,526,0.0,0.10694298,674.1266052722931
7.1603227,0.0093277,0.107531995,2,480.31903,472341,0.9305173605680466,490.9,1307.464303566505,528,0.0,0.107531995,678.554728269577
7.1473994,0.00848824,0.08851908,3,453.78458,475167,0.9530277214944363,461.85,1225.7454448086828,531,0.0,0.08851908,682.972957611084
7.1367965,0.009654833,0.12357061,2,456.5905,477111,0.8888795375823975,459.175,1235.5816407297732,533,0.0,0.12357061,687.4133594036102
7.149489,0.008328906,0.12041207,1,469.86395,480111,0.4698290228843689,470.95,1276.0622167936249,534,0.0,0.12041207,691.8130774497986
7.153764,0.009239149,0.12369295,1,482.90668,483099,0.9300344064831734,485.95,1316.603056062282,535,0.0,0.12369295,696.2272639274597
7.149857,0.010395332,0.08992426,2,485.06543,486741,0.6619176268577576,497.25,1324.9576415836625,537,0.0,0.08992426,700.6546397209167
7.1351924,0.009330687,0.10440712,2,495.64102,490428,0.8802426606416702,508.425,1367.3403414754432,539,0.0,0.10440712,705.0637426376343
7.1622324,0.010271225,0.09790286,4,468.30035,494139,0.9431076906621456,469.55,1290.4915263206963,543,0.0,0.09790286,709.4437961578369
7.149108,0.009260939,0.096108586,2,480.9589,497265,0.813535749912262,486.45,1338.9130344135397,545,0.0,0.096108586,713.8724493980408
7.154802,0.00882692,0.10112606,3,478.82977,500589,0.8275062292814255,489.625,1348.5489680886546,548,0.0,0.10112606,718.3158428668976
7.1465006,0.010523314,0.11595246,2,487.379,503529,0.8634884357452393,500.25,1389.2680387811063,550,0.0,0.11595246,722.7526369094849
7.125671,0.0085550295,0.10031444,2,475.7831,506568,0.9204001352190971,479.675,1358.323717871594,552,0.0,0.10031444,727.1331706047058
7.126695,0.008768378,0.11950239,1,485.2094,508893,0.8486243933439255,487.1,1394.9773069494688,553,0.0,0.11950239,731.5563025474548
7.1085978,0.009433973,0.10170325,2,484.16202,512340,0.9164537116885185,481.9,1393.4867816420294,555,0.0,0.10170325,735.885749578476
7.1299424,0.0095860185,0.13087139,1,483.8178,513141,0.8864021822810173,482.625,1394.58705026304,556,0.0,0.13087139,740.24445104599
7.13524,0.00964272,0.11279553,1,501.47516,515814,0.8970816656947136,503.1,1442.8119641115513,557,0.0,0.11279553,744.6262521743774
7.123048,0.009213658,0.09958285,4,472.82852,519492,0.9154020398855209,471.575,1365.9190790480611,561,0.0,0.09958285,748.9557182788849
7.117372,0.009768717,0.11334738,3,476.5735,523098,0.9076022878289223,477.325,1378.3487026903051,564,0.0,0.11334738,753.3616237640381
7.0859413,0.009545498,0.070848055,1,482.434,526098,0.01522606611251831,488.525,1398.4019480600175,565,0.0,0.070848055,757.7608811855316
7.0966835,0.008717556,0.08733888,2,492.56665,532098,0.8509760797023773,507.15,1425.2752834519288,567,0.0,0.08733888,762.1901984214783
7.1260214,0.009387256,0.11913537,1,498.63028,534474,0.8478082865476608,517.775,1436.19453188959,568,0.0,0.11913537,766.5998187065125
7.1125326,0.010025524,0.14208052,1,511.80762,536823,0.8100441247224808,529.825,1477.1283571831395,569,0.0,0.14208052,770.9667465686798
7.1165767,0.008467337,0.11033257,1,521.56415,538506,0.9207466393709183,539.225,1505.6683070360446,570,0.0,0.11033257,775.3224432468414
7.1270146,0.010338049,0.09612786,2,536.50946,542874,0.7037822604179382,554.475,1554.789302602926,572,0.0,0.09612786,779.7033467292786
7.1556997,0.009483835,0.103617504,2,526.1175,545595,0.7354084253311157,545.7,1519.6267477097103,574,0.0,0.103617504,784.1305482387543
7.1096196,0.009588884,0.09133093,2,504.62714,548337,0.858609676361084,518.65,1456.675172505576,576,0.0,0.09133093,788.5302093029022
7.0673223,0.010815519,0.12333398,2,504.78262,550098,0.7501266300678253,517.675,1455.3116739759203,578,0.0,0.12333398,792.9179911613464
7.04622,0.009510323,0.106916875,3,496.82413,553701,0.8809318915009499,512.75,1422.7269594254224,581,0.0,0.106916875,797.2948739528656
7.013964,0.009312021,0.11278217,1,501.25146,555120,0.8843903914093971,516.175,1437.5533415132209,582,0.0,0.11278217,801.697158575058
7.016112,0.008752353,0.09504892,1,520.4001,558120,0.4104195833206177,533.175,1491.7118961105298,583,0.0,0.09504892,806.1080782413483
6.992675,0.008587467,0.091739565,2,518.2251,561207,0.9058090820908546,532.85,1480.830604577231,585,0.0,0.091739565,810.4873733520508
6.9971886,0.008531568,0.07538258,2,540.9811,566691,0.6475386619567871,559.85,1546.790982185406,587,0.0,0.07538258,814.813200712204
7.0175643,0.0088783195,0.11122436,2,550.11145,570375,0.9477789662778378,566.65,1563.8706500662224,589,0.0,0.11122436,819.1872181892395
7.0232983,0.010136863,0.102673575,2,546.1392,573900,0.8978761211037636,567.65,1538.1664295972805,591,0.0,0.102673575,823.602860212326
7.013614,0.009466086,0.11955251,1,554.813,575664,0.8282515853643417,575.8,1564.574863699043,592,0.0,0.11955251,828.0317332744598
6.990112,0.009116961,0.12693384,1,550.31274,577707,0.8468291908502579,573.45,1539.80574016819,593,0.0,0.12693384,832.5004391670227
6.956787,0.009287126,0.08326324,1,551.9354,580707,0.012008845806121826,577.25,1546.657965440087,594,0.0,0.08326324,836.913765668869
6.9448256,0.010303947,0.12579188,3,562.2505,585822,0.9125022366642952,583.4,1574.4590764452078,597,0.0,0.12579188,841.2624878883362
6.887559,0.011292559,0.13715535,3,566.5089,589347,0.9033530130982399,586.1,1581.547023541604,600,0.0,0.13715535,845.6266760826111
6.8694453,0.010230213,0.08988294,1,583.1439,591957,0.7777328193187714,603.875,1633.4670059571974,601,0.0,0.08988294,850.0226254463196
6.8217945,0.009716207,0.110214144,2,574.8091,593868,0.9608415775001049,594.475,1610.905575633928,603,0.0,0.110214144,854.3985683917999
6.8100142,0.009668065,0.098770574,3,550.4203,596913,0.8183817267417908,565.125,1537.9050000519114,606,0.0,0.098770574,858.7685594558716
6.772945,0.010173661,0.0853296,1,554.39264,599913,0.18089473247528076,565.125,1555.619383274287,607,0.0,0.0853296,863.178670167923
6.730712,0.009184919,0.10234152,2,546.4679,603210,0.8678590506315231,553.225,1538.1491847566192,609,0.0,0.10234152,867.5618495941162
6.6451464,0.00988777,0.092706986,1,552.49384,606210,0.07809019088745117,564.2,1556.1782258930232,610,0.0,0.092706986,872.0038025379181
