meankl,TimeElapsed,ev_tdlam_before,EpRewMean,EpLenMean,entropy,surrgain,EpTrueRewMean,optimgain,TimestepsSoFar,entloss,EpThisIter,EpisodesSoFar
0.008449636,319.82687497138977,0.7665816992521286,455.41083,460.0,7.8060794,0.086420596,993.5513776538588,0.086420596,235074,0.0,2,350
0.007923596,323.8833239078522,0.8352601677179337,454.09482,452.75,7.7856593,0.094563164,995.7385244464261,0.094563164,238356,0.0,2,352
0.007468946,327.81851029396057,0.9135078564286232,446.7125,448.275,7.797375,0.11068978,975.5291289204533,0.11068978,241518,0.0,3,355
0.007635919,331.83629512786865,0.9329376369714737,457.37027,456.425,7.795285,0.11278567,1000.1771144107624,0.11278567,243981,0.0,2,357
0.007890029,335.85066652297974,0.8980970904231071,456.62128,458.95,7.7767344,0.09048827,1005.5677811791744,0.09048827,248226,0.0,3,360
0.0078069214,340.0577280521393,0.6797577142715454,459.68695,473.175,7.7667856,0.08835767,1017.4590727762759,0.08835767,252318,0.0,2,362
0.007839504,344.1115918159485,0.9013214409351349,461.2282,481.65,7.758044,0.09518066,1030.219005479878,0.09518066,255339,0.0,2,364
0.0074433293,348.14472103118896,0.887599915266037,464.65927,488.825,7.7449346,0.088463694,1043.8279010715228,0.088463694,258894,0.0,2,366
0.008286102,352.1857843399048,0.8648601174354553,465.38467,486.925,7.715821,0.08937821,1047.923776388064,0.08937821,261690,0.0,3,369
0.007567966,356.2572913169861,0.46415936946868896,474.6085,490.225,7.7112913,0.08827605,1064.8406809249714,0.08827605,265728,0.0,2,371
0.008374989,360.31693267822266,0.8865599408745766,470.60712,483.9,7.7165074,0.09518911,1051.575468972258,0.09518911,269364,0.0,3,374
0.007274095,364.3788483142853,0.9368781298398972,460.38947,467.325,7.728454,0.103574775,1016.2891254361691,0.103574775,271152,0.0,2,376
0.008424416,368.34982657432556,0.8832521066069603,454.97266,462.95,7.730298,0.10329452,996.5986217672195,0.10329452,273957,0.0,2,378
0.0074827494,372.37646770477295,0.9320126697421074,450.8068,453.625,7.7214346,0.09833743,979.6490093703309,0.09833743,276690,0.0,3,381
0.007756568,376.4219419956207,0.8924428448081017,447.47226,448.65,7.7261395,0.08971659,968.0736180782685,0.08971659,279447,0.0,2,383
0.008152776,380.49726581573486,0.843540370464325,447.142,447.75,7.723568,0.089620605,968.3669844484351,0.089620605,283626,0.0,3,386
0.008523677,384.53385972976685,0.8734888434410095,440.6407,439.975,7.739758,0.09995854,958.906404350196,0.09995854,286335,0.0,3,389
0.0077319113,388.5426814556122,0.9196026846766472,429.19708,426.625,7.74364,0.10329211,925.5877395389394,0.10329211,289551,0.0,3,392
0.009262692,392.56624460220337,0.9344279319047928,444.5711,438.95,7.751217,0.102723256,969.1729612322675,0.102723256,294192,0.0,3,395
0.00802204,396.68258786201477,0.8023695349693298,456.3592,451.5,7.7332306,0.11928806,994.9954779629727,0.11928806,297180,0.0,1,396
0.00816421,400.7022159099579,0.8069968372583389,449.52142,446.325,7.714782,0.07864509,979.2114274093121,0.07864509,299433,0.0,2,398
0.007989858,404.736204624176,0.863985002040863,452.9502,452.8,7.7117267,0.084653966,981.4847885950605,0.084653966,302562,0.0,2,400
0.00794588,408.6884911060333,0.7629340291023254,454.4239,452.8,7.71669,0.09642265,980.7201414670435,0.09642265,305562,0.0,1,401
0.008874085,412.72441244125366,0.8346630483865738,456.72345,446.6,7.7100863,0.095940694,988.7884733783409,0.095940694,308931,0.0,3,404
0.007437046,416.7661187648773,0.9329275339841843,450.49765,445.25,7.706478,0.08003203,963.8512673366206,0.08003203,311544,0.0,1,405
0.00816709,420.92473125457764,0.9037310183048248,461.59848,452.575,7.710282,0.09666565,982.6738548677046,0.09666565,314160,0.0,2,407
0.0077072345,425.0070598125458,0.8630200922489166,447.0722,439.25,7.7062526,0.09248372,943.5340219556194,0.09248372,317400,0.0,3,410
0.008770049,429.09204173088074,0.8269747793674469,453.66348,437.65,7.7123294,0.10375404,955.7051797119395,0.10375404,321087,0.0,3,413
0.007088606,433.4923048019409,0.8038714379072189,478.61017,455.05,7.693241,0.113882676,1015.1723121828911,0.113882676,324495,0.0,2,415
0.008306518,437.5348742008209,0.9246165379881859,465.67853,445.75,7.678895,0.09012093,986.0047281693239,0.09012093,326244,0.0,2,417
0.0075020473,441.5714521408081,0.06264686584472656,480.20282,460.725,7.6703534,0.061136365,1021.1303251582094,0.061136365,329244,0.0,1,418
0.00826668,445.7053322792053,0.8887497559189796,485.02695,467.95,7.65808,0.10124647,1027.9467924487683,0.10124647,332844,0.0,3,421
0.008009754,449.7166829109192,0.9166055470705032,492.6247,468.95,7.648147,0.093595326,1038.4409686648892,0.093595326,335721,0.0,2,423
0.008431019,453.8470525741577,0.8996423333883286,482.47723,457.75,7.649792,0.09611238,1015.749588222476,0.09611238,338556,0.0,3,426
0.008195538,457.9227707386017,0.9342311024665833,495.32855,467.675,7.611573,0.0987115,1043.1803025306438,0.0987115,341604,0.0,2,428
0.00917956,462.02372646331787,0.9233139455318451,510.69183,478.925,7.6129723,0.11290924,1075.9428284340315,0.11290924,345894,0.0,3,431
0.009040915,466.2033603191376,0.8467842638492584,514.9427,476.075,7.613205,0.106385276,1085.22859749835,0.106385276,349134,0.0,2,433
0.007912329,470.3476257324219,0.9147637337446213,512.3869,476.125,7.5940557,0.08833095,1075.3334542345012,0.08833095,351327,0.0,2,435
0.00847221,474.44259333610535,0.8497296422719955,499.36588,462.15,7.579777,0.10380773,1047.4879601930124,0.10380773,354123,0.0,2,437
0.00801364,478.5482168197632,0.8769151121377945,511.54834,470.875,7.5852623,0.08704025,1081.608992709158,0.08704025,357015,0.0,2,439
0.009187197,482.58727645874023,0.9117941409349442,487.87775,443.15,7.584,0.09634433,1032.4778129841281,0.09634433,360210,0.0,3,442
0.008195237,486.5873136520386,0.6932259202003479,491.9414,449.75,7.5794225,0.1006673,1047.3438624284686,0.1006673,361809,0.0,1,443
0.0086155115,490.70591020584106,0.9391647726297379,492.22144,443.125,7.571119,0.09287556,1059.5204255557849,0.09287556,364719,0.0,2,445
0.00837396,495.07166290283203,0.8332285284996033,493.78305,446.175,7.5562897,0.10019044,1073.4632226795643,0.10019044,367701,0.0,2,447
0.007925414,499.20483660697937,0.8465740829706192,518.83997,468.6,7.5529943,0.0945608,1146.1472387090896,0.0945608,371979,0.0,2,449
0.00782207,503.2603702545166,0.8792697638273239,507.47003,461.55,7.535465,0.09704551,1124.6228967881732,0.09704551,375372,0.0,3,452
0.007888958,507.38670110702515,0.8265816271305084,496.85513,458.05,7.5295415,0.100911185,1106.7234733632054,0.100911185,378516,0.0,2,454
0.008914825,511.4818181991577,0.8059273958206177,505.49283,467.975,7.5087895,0.09036498,1131.5465136037897,0.09036498,381879,0.0,2,456
0.008718878,515.5501215457916,0.779068723320961,522.5006,483.65,7.5074587,0.1202425,1182.2723769982265,0.1202425,384282,0.0,1,457
0.0092055835,519.7862191200256,0.8201668709516525,528.1824,490.975,7.4909053,0.09405531,1206.681027179832,0.09405531,389265,0.0,2,459
0.008368825,523.7700679302216,0.6559928059577942,544.7046,506.825,7.4820395,0.09118219,1255.4265397252282,0.09118219,393663,0.0,2,461
0.008697428,527.8099648952484,0.8841366469860077,554.9271,521.25,7.4611826,0.122246966,1296.7857154829587,0.122246966,398271,0.0,2,463
0.008726529,531.9232330322266,0.8939998224377632,558.1167,528.25,7.4628286,0.103780024,1307.926680345354,0.103780024,401136,0.0,2,465
0.010027245,535.8964812755585,0.07015812397003174,575.63513,546.5,7.457889,0.07269414,1361.4655493309874,0.07269414,404136,0.0,1,466
0.008741866,539.8709492683411,0.1483880877494812,585.8132,562.025,7.485294,0.08056794,1393.171083886807,0.08056794,407136,0.0,1,467
0.008995166,543.8730375766754,0.8166044503450394,576.55115,554.175,7.478329,0.102498166,1381.3164923395452,0.102498166,411825,0.0,3,470
0.0085390145,547.8297686576843,0.7142161130905151,605.93176,573.85,7.464978,0.11059094,1456.5456515088013,0.11059094,414756,0.0,1,471
0.008143969,551.8398113250732,0.6615859568119049,602.77356,578.825,7.4707026,0.08720732,1447.0176924812592,0.08720732,418593,0.0,2,473
0.008877255,555.8838050365448,0.8931393325328827,631.762,594.925,7.450944,0.1235285,1524.2445214363784,0.1235285,422718,0.0,2,475
0.0085985055,559.9909138679504,0.8867229148745537,638.5119,597.45,7.4509883,0.104691714,1538.902360965174,0.104691714,427341,0.0,3,478
0.007983522,564.144335269928,0.9125083461403847,650.15265,609.65,7.4473133,0.077918984,1568.1693412503887,0.077918984,430173,0.0,1,479
0.008497715,568.1738173961639,0.8506510108709335,646.50525,604.1,7.439986,0.09955346,1558.9467162326612,0.09955346,431712,0.0,2,481
0.008886315,572.1777174472809,0.2657426595687866,663.6554,620.85,7.422856,0.08044525,1600.0935328339765,0.08044525,434712,0.0,1,482
0.008814598,576.2429046630859,0.8628002554178238,665.0676,614.475,7.390992,0.12003378,1590.6007871294084,0.12003378,439044,0.0,4,486
0.008822258,580.2296426296234,0.8918598145246506,663.22266,613.525,7.3612537,0.09406181,1581.7069815675404,0.09406181,441324,0.0,1,487
0.009595571,584.187801361084,0.7031780779361725,659.71204,606.55,7.3703036,0.08372683,1572.208373907681,0.08372683,443421,0.0,1,488
0.010072244,588.2646617889404,0.9467680491507053,661.19946,604.875,7.3564906,0.12527375,1572.8921079277966,0.12527375,445506,0.0,2,490
0.008414936,592.3461723327637,0.8853715285658836,673.1592,615.25,7.3512125,0.11784519,1609.6127244395393,0.11784519,447963,0.0,1,491
0.008547382,596.3657026290894,0.8960985243320465,676.7102,619.45,7.353336,0.11674063,1620.9923326640078,0.11674063,449706,0.0,1,492
0.008750143,600.3569192886353,0.7376715838909149,685.12213,622.65,7.3374505,0.11156514,1652.8320284837926,0.11156514,453234,0.0,2,494
0.008354227,604.3779153823853,0.874535322189331,682.2126,625.45,7.3193326,0.080878645,1639.1438883664086,0.080878645,456933,0.0,2,496
0.0089484025,608.4583508968353,0.5158497393131256,688.42535,625.725,7.3113847,0.07846318,1656.3595944940716,0.07846318,462369,0.0,2,498
0.008422571,612.4714980125427,0.5757905840873718,677.4466,613.35,7.300154,0.084640265,1627.521578495525,0.084640265,465867,0.0,2,500
0.008910863,616.5166306495667,0.7045195698738098,670.46857,607.725,7.3055415,0.09526614,1620.9217371432849,0.09526614,471198,0.0,3,503
0.009155747,620.480819940567,0.9056892022490501,687.07416,622.25,7.3112316,0.14244875,1666.3186224947833,0.14244875,473727,0.0,1,504
0.008500295,624.5539915561676,0.609125405550003,676.7427,610.9,7.308354,0.084244385,1623.8113554907045,0.084244385,477444,0.0,2,506
0.007814344,628.6142275333405,0.9034399166703224,659.8524,594.05,7.3018317,0.11333141,1583.6941586985351,0.11333141,481389,0.0,3,509
0.008510491,632.6424186229706,0.9384257048368454,648.2933,584.275,7.3100715,0.12047614,1556.4302224575865,0.12047614,484869,0.0,2,511
0.008315026,636.7524251937866,0.6801114678382874,634.0075,573.1,7.316788,0.095227934,1531.9815189595506,0.095227934,490260,0.0,3,514
0.008760184,640.7942848205566,0.9264675080776215,622.87494,568.775,7.3064733,0.17760676,1511.0053076950849,0.17760676,493488,0.0,2,516
0.008181557,644.7847790718079,0.8551459461450577,633.2552,579.825,7.2783847,0.09180384,1547.7823526353723,0.09180384,496920,0.0,2,518
0.008269349,648.7526669502258,0.8810057416558266,624.6956,571.4,7.2568803,0.09067795,1526.7988153796152,0.09067795,498741,0.0,1,519
0.0094538685,652.7391984462738,0.6873985230922699,626.1752,574.675,7.238115,0.09894041,1542.7827136925666,0.09894041,503673,0.0,3,522
0.009403743,656.8167295455933,0.8786163851618767,629.4462,582.225,7.2353473,0.11218548,1553.8896343195604,0.11218548,507390,0.0,2,524
0.009061199,661.1118719577789,-0.07922935485839844,648.6328,601.375,7.2118077,0.06404795,1606.5506293346364,0.06404795,510390,0.0,1,525
0.008851691,665.2878904342651,0.879389762878418,661.85,610.375,7.212951,0.09821035,1647.2101394495064,0.09821035,514569,0.0,2,527
0.009158684,669.4985065460205,0.830238938331604,662.96313,610.85,7.217896,0.11082229,1647.0103269509818,0.11082229,517530,0.0,2,529
0.009074937,673.5765528678894,0.6338266432285309,665.2985,614.4,7.192505,0.07849059,1654.1387383121692,0.07849059,521691,0.0,2,531
0.00892064,677.6616020202637,0.8566698580980301,664.4872,612.5,7.2185802,0.09230445,1651.381799740556,0.09230445,523206,0.0,1,532
0.009453348,682.0010461807251,0.92471082508564,659.2078,611.25,7.2328944,0.11782875,1632.522829199152,0.11782875,526584,0.0,2,534
0.010163449,686.2888586521149,0.8724972605705261,645.6296,596.35,7.2058578,0.09339187,1601.7282077760083,0.09339187,531495,0.0,3,537
0.008437044,690.5509865283966,0.4292904734611511,623.241,581.125,7.1951766,0.08623368,1538.1376923879102,0.08623368,535104,0.0,2,539
0.010255104,694.867604970932,0.916431725025177,618.85956,576.975,7.1906257,0.105749704,1521.5355206984234,0.105749704,538104,0.0,2,541
0.008341062,699.0169172286987,0.8849423825740814,631.03503,589.2,7.207459,0.094341934,1552.116866089617,0.094341934,540981,0.0,1,542
0.010417735,703.1128661632538,0.9273595362901688,649.852,605.9,7.2061725,0.11289561,1601.9854020398197,0.11289561,543906,0.0,1,543
0.010770006,707.2371385097504,0.15244442224502563,650.59753,609.825,7.2218494,0.091706485,1600.1456686268953,0.091706485,546906,0.0,1,544
0.011489381,711.3556087017059,-0.004305124282836914,652.3453,609.825,7.230107,0.4615532,1611.121850542087,0.4615532,549906,0.0,1,545
0.008834208,715.5778214931488,0.2375028133392334,672.4437,628.85,7.244003,0.09202043,1668.0420761811176,0.09202043,552906,0.0,1,546
0.009301834,719.6372089385986,0.8763576745986938,674.11865,633.975,7.2271886,0.11294621,1670.400157393299,0.11294621,556047,0.0,2,548
0.0089672785,723.7079560756683,0.4685975909233093,686.68353,643.275,7.2366934,0.08498056,1695.806528926899,0.08498056,560505,0.0,2,550
0.008454593,727.7844648361206,0.8901244625449181,676.0177,630.2,7.2372403,0.09879829,1658.815525251898,0.09879829,563493,0.0,2,552
0.008623048,731.9940447807312,0.6555718183517456,694.69446,646.575,7.225162,0.0676266,1709.8753459121813,0.0676266,567849,0.0,2,554
0.008466474,736.1229991912842,0.9464120380580425,700.43933,648.325,7.2075033,0.089279845,1719.4918367785867,0.089279845,571287,0.0,2,556
0.009477318,740.1772112846375,0.0065122246742248535,715.353,664.7,7.1840987,0.08638666,1761.6956659163975,0.08638666,574287,0.0,1,557
0.0099678915,744.237512588501,0.9391047321259975,705.4165,656.0,7.197314,0.11115004,1730.7373949129,0.11115004,577461,0.0,2,559
0.008522803,748.2685980796814,0.6332882046699524,710.41095,656.725,7.198133,0.08485411,1746.1817352139901,0.08485411,581973,0.0,2,561
0.009233418,752.3182141780853,0.6670533418655396,720.007,663.625,7.196489,0.09294044,1770.1243684736867,0.09294044,586050,0.0,2,563
0.008618616,756.3827941417694,0.879701167345047,723.2436,663.85,7.202501,0.12424742,1777.6275103603198,0.12424742,587052,0.0,1,564
0.008880487,760.4811642169952,0.8961747214198112,698.80963,641.925,7.183102,0.11486992,1715.5401895091436,0.11486992,589497,0.0,2,566
0.00872127,764.6870234012604,0.9360104352235794,695.6151,637.425,7.1902475,0.10479097,1709.7015596372592,0.10479097,591060,0.0,1,567
0.009103406,768.9343104362488,0.9437678046524525,698.6958,640.9,7.1929483,0.10731111,1720.3578736021489,0.10731111,594438,0.0,2,569
0.009482648,772.9507386684418,0.02318727970123291,698.31476,640.9,7.187077,0.070128985,1724.4291947827492,0.070128985,597438,0.0,1,570
0.009799009,777.0210802555084,0.9092554971575737,689.96564,634.575,7.1695566,0.101626426,1702.2649829618306,0.101626426,599355,0.0,2,572
0.00917512,781.0879933834076,0.9370523318648338,679.931,623.475,7.131788,0.09925228,1677.2035452072537,0.09925228,601401,0.0,2,574
0.009691223,785.1506912708282,-0.06219923496246338,681.4368,626.675,7.1427474,0.08184889,1681.2971733758561,0.08184889,604401,0.0,1,575
0.008561844,789.2382845878601,0.894457183778286,694.05554,636.6,7.1314864,0.15915424,1718.640876625371,0.15915424,607038,0.0,1,576
0.009843543,793.3107986450195,0.8994894996285439,692.8883,629.325,7.1450067,0.11313092,1724.161402716641,0.11313092,610014,0.0,2,578
0.009132578,797.3146011829376,0.8617208898067474,712.39246,645.475,7.1640496,0.097221576,1777.9752471626766,0.097221576,614031,0.0,2,580
0.008728066,801.4214344024658,0.722299337387085,707.68274,640.55,7.1685224,0.09358537,1770.177496454014,0.09358537,617847,0.0,2,582
0.009120744,805.4346385002136,0.8376049995422363,703.4489,635.95,7.2055793,0.09786358,1760.9873202370313,0.09786358,620220,0.0,1,583
0.008796556,809.4418711662292,0.8511070609092712,696.0247,626.875,7.2235727,0.09565961,1748.5838102923954,0.09565961,622131,0.0,1,584
0.009678831,813.5461814403534,-0.17292189598083496,697.9265,626.875,7.1964283,0.08986588,1759.0602363039573,0.08986588,625131,0.0,1,585
0.009393034,817.5773777961731,0.012364327907562256,698.9884,626.875,7.194821,0.06712067,1767.8577756744721,0.06712067,628131,0.0,1,586
0.009802317,821.5825176239014,0.8771664574742317,705.61633,632.675,7.2070146,0.09993274,1780.466499082974,0.09993274,629949,0.0,1,587
0.008768173,825.5089995861053,0.7912353724241257,701.506,628.45,7.2221637,0.10108921,1773.742411162534,0.10108921,631461,0.0,1,588
0.008749267,829.443300485611,0.88338902592659,692.1829,618.925,7.22096,0.15124789,1756.8004187968595,0.15124789,634776,0.0,2,590
