surrgain,ev_tdlam_before,EpLenMean,TimeElapsed,meankl,EpTrueRewMean,entloss,EpisodesSoFar,TimestepsSoFar,entropy,EpThisIter,EpRewMean,optimgain
0.18825799,0.729984313249588,73.175,1401.285228729248,0.00913837,371.9311263885125,0.0,869,141474,23.522278,14,16.056402,0.18825799
0.20081043,0.7681633234024048,73.675,1428.9474442005157,0.009278025,376.9862848331324,0.0,882,144498,23.491457,13,15.53417,0.20081043
0.19532242,0.7390117943286896,78.075,1457.988305568695,0.009096393,397.47097837674426,0.0,894,147501,23.494383,12,16.098518,0.19532242
0.1979639,0.7073852121829987,79.0,1485.554485797882,0.009164959,398.9034355712943,0.0,908,150771,23.47531,14,14.9858675,0.1979639
0.1923722,0.7790773212909698,77.375,1514.808054447174,0.009103816,386.1459406613115,0.0,922,153783,23.459858,14,13.411008,0.1923722
0.21300375,0.7331430912017822,79.375,1542.2912080287933,0.009719665,393.4428235866204,0.0,934,157026,23.4872,12,13.496419,0.21300375
0.20113903,0.6621001064777374,79.425,1570.5776360034943,0.009829951,396.06461760335935,0.0,948,160302,23.506874,14,14.145511,0.20113903
0.21955758,0.7105483114719391,83.4,1598.4077806472778,0.009014195,420.1158760119257,0.0,960,163398,23.508146,12,16.676884,0.21955758
0.19927724,0.6343307197093964,79.95,1627.267543554306,0.009984297,403.68604577531676,0.0,974,166620,23.497952,14,17.157038,0.19927724
0.19105949,0.7905460298061371,77.45,1654.9216372966766,0.009753966,392.15595382034763,0.0,987,169431,23.521666,13,16.57883,0.19105949
0.20132992,0.7537756264209747,73.225,1683.280927658081,0.009525334,371.79418832867896,0.0,1001,172494,23.539848,14,15.615671,0.20132992
0.19660828,0.7602244764566422,72.95,1711.6988723278046,0.009399901,372.8818410588589,0.0,1015,175605,23.533405,14,14.633389,0.19660828
0.24162757,0.6228263676166534,74.375,1739.5922417640686,0.009947592,379.84089195485785,0.0,1029,178779,23.529451,14,15.0142,0.24162757
0.21255413,0.7413251996040344,73.5,1768.5368704795837,0.009444077,376.2700444747587,0.0,1043,181845,23.544025,14,14.130382,0.21255413
0.25937772,0.7280102074146271,75.0,1796.498553276062,0.010853291,380.7857799589982,0.0,1056,184836,23.538013,13,15.098799,0.25937772
0.1824536,0.7540450543165207,76.575,1825.1400003433228,0.0098272795,392.6447925573748,0.0,1068,187725,23.523272,12,14.237636,0.1824536
0.22550698,0.6962872445583344,78.95,1852.97181224823,0.010401688,405.3721679654405,0.0,1080,190569,23.538984,12,15.334236,0.22550698
0.19804834,0.7693179249763489,78.0,1881.474214553833,0.0094651915,405.38663619663896,0.0,1092,193272,23.562706,12,15.162767,0.19804834
0.21776128,0.6923042237758636,76.875,1909.5590875148773,0.010116745,394.134672860749,0.0,1105,196344,23.55851,13,16.541046,0.21776128
0.20050076,0.7208364605903625,75.125,1938.4804582595825,0.009668667,383.4108683311407,0.0,1119,199356,23.545946,14,15.526712,0.20050076
0.20662561,0.7426801025867462,74.0,1966.6555683612823,0.009008914,370.9424469178377,0.0,1133,202452,23.559816,14,15.929224,0.20662561
0.21238816,0.6718030869960785,73.275,1994.3825378417969,0.010184881,370.3981350368402,0.0,1147,205524,23.555174,14,14.256915,0.21238816
0.20424971,0.7161501348018646,73.875,2022.9398708343506,0.00972848,374.9658676516529,0.0,1161,208692,23.550743,14,13.36318,0.20424971
0.23656692,0.680540144443512,75.375,2051.143862724304,0.010812018,388.63716147285265,0.0,1174,211719,23.549528,13,14.439588,0.23656692
0.21152952,0.8083056807518005,79.85,2078.9022238254547,0.010158888,409.1195946994982,0.0,1186,214836,23.55051,12,15.282237,0.21152952
0.21104586,0.7048574388027191,78.5,2107.031767129898,0.010210972,400.5957250660562,0.0,1201,218112,23.5447,15,15.065692,0.21104586
0.19678396,0.7745125740766525,78.325,2135.7865052223206,0.010038923,397.70444271958075,0.0,1214,221118,23.552746,13,14.091013,0.19678396
0.21915843,0.6384642720222473,74.025,2163.5298585891724,0.009669885,381.7556256465787,0.0,1228,224187,23.531843,14,13.855795,0.21915843
0.23825951,0.6874470710754395,76.2,2191.570373058319,0.010893336,392.6972747932781,0.0,1241,227256,23.536345,13,14.569873,0.23825951
0.21970928,0.7447306513786316,77.425,2220.3553507328033,0.009844465,397.4753958764471,0.0,1254,230409,23.532621,13,15.0702,0.21970928
0.22671047,0.8050031065940857,77.525,2248.6830949783325,0.011415985,394.95512189086867,0.0,1268,233490,23.53918,14,14.928685,0.22671047
0.22483099,0.6849938333034515,76.375,2277.4490156173706,0.010279512,390.43850752650985,0.0,1282,236598,23.538454,14,14.267484,0.22483099
0.21529089,0.7370276153087616,75.325,2304.729774236679,0.010863313,381.5017317956425,0.0,1295,239718,23.522762,13,14.669042,0.21529089
0.22033763,0.6831682324409485,77.875,2333.3380002975464,0.010691321,396.8823625363794,0.0,1307,242622,23.510252,12,15.364276,0.22033763
0.2279934,0.7117810547351837,79.475,2361.13343834877,0.011134021,404.70782623500867,0.0,1320,245727,23.505903,13,16.778477,0.2279934
0.22211438,0.8354624956846237,79.325,2389.2197189331055,0.011001704,406.84369018711214,0.0,1333,248649,23.506977,13,17.442478,0.22211438
0.23254235,0.6969960331916809,80.05,2416.8125252723694,0.010985779,414.95847793278017,0.0,1345,251826,23.504393,12,18.539688,0.23254235
0.25026485,0.7347509860992432,79.5,2445.915693998337,0.01022642,412.954966603102,0.0,1358,254787,23.512331,13,19.257217,0.25026485
0.22663258,0.7495038211345673,80.475,2473.985427379608,0.010866472,417.3689895880483,0.0,1370,257664,23.506376,12,18.158356,0.22663258
0.22755966,0.815248116850853,76.925,2502.343537092209,0.010648447,396.86752522423035,0.0,1383,260535,23.51199,13,15.981845,0.22755966
0.30906153,0.6728042662143707,79.475,2530.765293598175,0.012350725,410.6475254411695,0.0,1395,263598,23.49915,12,15.711821,0.30906153
0.23833862,0.8354230970144272,80.8,2558.79039812088,0.012122719,416.15654655020154,0.0,1407,266673,23.505892,12,16.248856,0.23833862
0.22510543,0.71164271235466,82.425,2587.277002096176,0.011275397,429.75977644406413,0.0,1420,269628,23.502184,13,16.90416,0.22510543
0.27730262,0.7484244108200073,83.425,2614.320727825165,0.0118795885,437.4496361600639,0.0,1432,272772,23.49658,12,17.801157,0.27730262
0.24366896,0.7496479749679565,84.75,2643.404643535614,0.010959336,444.82880659172815,0.0,1444,275976,23.50938,12,19.360065,0.24366896
0.20773855,0.7770689129829407,84.775,2671.350550889969,0.010932606,440.50862230078945,0.0,1457,279102,23.5002,13,19.342535,0.20773855
0.22559558,0.7549044489860535,81.95,2699.6721773147583,0.011077345,424.11107786338164,0.0,1470,282015,23.49928,13,18.394186,0.22559558
0.21936762,0.7435799837112427,79.075,2726.424051761627,0.010817605,410.0276452402306,0.0,1483,285075,23.482267,13,15.855212,0.21936762
0.22617555,0.7021039128303528,75.85,2755.5479872226715,0.0109127015,398.97962418200257,0.0,1497,288204,23.45923,14,14.318949,0.22617555
0.24387571,0.7369399070739746,77.675,2783.6856994628906,0.011039171,404.81655019484333,0.0,1509,291087,23.467241,12,14.470297,0.24387571
0.23025563,0.7952033132314682,79.875,2811.914788007736,0.010753371,415.3567311838424,0.0,1520,294108,23.472813,11,14.994911,0.23025563
0.24655521,0.7647648006677628,84.55,2841.0258843898773,0.011302545,436.25546100603407,0.0,1531,297036,23.469374,11,15.786847,0.24655521
0.25327647,0.7925634682178497,88.325,2868.494521379471,0.012113393,451.87507651411096,0.0,1542,300108,23.469053,11,15.800146,0.25327647
0.25004867,0.6201941967010498,90.075,2897.326275587082,0.011827466,459.822241967806,0.0,1554,303201,23.47058,12,16.308817,0.25004867
0.23386453,0.6753385961055756,89.45,2924.399548768997,0.010818344,458.07251458102144,0.0,1565,306171,23.474607,11,16.133596,0.23386453
0.24808538,0.7502671629190445,86.95,2953.936836004257,0.011828487,443.012352713178,0.0,1577,309252,23.466785,12,15.694246,0.24808538
0.2335747,0.7779024392366409,84.675,2981.6127338409424,0.010637427,429.9276303488608,0.0,1589,312297,23.463106,12,15.284396,0.2335747
0.23470673,0.7905100584030151,87.125,3010.690924882889,0.010921504,440.0356887857659,0.0,1600,315144,23.456657,11,15.726026,0.23470673
0.24251446,0.672371119260788,85.825,3038.882868051529,0.012582193,441.7182611363787,0.0,1612,318153,23.452208,12,16.375,0.24251446
0.22954796,0.8295178860425949,92.35,3066.375215768814,0.010410084,475.1207259216304,0.0,1622,321438,23.447075,10,16.71698,0.22954796
0.26979834,0.6983111202716827,93.475,3095.5949835777283,0.011935188,485.6204830597617,0.0,1633,324570,23.442293,11,17.47858,0.26979834
0.22754878,0.7573413550853729,94.125,3122.769750595093,0.011320652,492.8341479472894,0.0,1645,327591,23.441704,12,18.513456,0.22754878
0.2077046,0.7777498662471771,86.975,3151.8419330120087,0.011691689,453.35615078386144,0.0,1657,330339,23.435852,12,16.306671,0.2077046
0.23371743,0.8070237040519714,82.85,3179.497150659561,0.010710481,433.48747386808583,0.0,1669,333399,23.432426,12,17.276978,0.23371743
0.22857168,0.7898021042346954,82.5,3208.478615760803,0.011323272,430.17239234370055,0.0,1681,336471,23.425846,12,17.393871,0.22857168
0.24810512,0.7572951018810272,82.925,3236.3529663085938,0.011505224,429.66415488367704,0.0,1694,339552,23.410896,13,17.995007,0.24810512
0.23758382,0.8235023021697998,82.725,3264.6173872947693,0.011371125,430.5680522094506,0.0,1706,342624,23.420256,12,17.751028,0.23758382
0.24185778,0.7722389549016953,83.325,3293.5415959358215,0.011127299,436.08417272339074,0.0,1719,345873,23.399109,13,16.987476,0.24185778
0.235435,0.7803232669830322,80.6,3321.013580083847,0.01057479,420.8288341441765,0.0,1732,348759,23.404587,13,16.528212,0.235435
0.2307981,0.742289125919342,84.05,3349.4425959587097,0.01135552,439.71258825887924,0.0,1743,351888,23.385635,11,16.088287,0.2307981
0.2571424,0.7885842025279999,87.675,3377.2948281764984,0.011993494,456.5070615543418,0.0,1754,355215,23.387545,11,16.141582,0.2571424
0.23934373,0.8017139732837677,91.8,3406.3640084266663,0.01180818,480.007717721962,0.0,1764,357993,23.382671,10,17.176828,0.23934373
0.23887622,0.7956582307815552,99.65,3433.9199612140656,0.011252158,519.4586087166248,0.0,1775,361569,23.382061,11,18.24532,0.23887622
0.23743239,0.8098053485155106,94.5,3462.93484210968,0.011351596,493.096070960003,0.0,1787,364404,23.38342,12,17.562687,0.23743239
0.23388757,0.8327938467264175,87.65,3491.564470767975,0.011270755,455.2953500056133,0.0,1800,367476,23.391447,13,16.53875,0.23388757
0.2671735,0.7344216108322144,86.575,3519.4125788211823,0.012128469,451.74633504140184,0.0,1810,370470,23.383965,10,16.53768,0.2671735
0.31681862,0.6318868398666382,85.6,3548.052560567856,0.013070093,453.90605254150734,0.0,1822,373515,23.381483,12,16.532843,0.31681862
0.25050935,0.8493759334087372,90.2,3575.514813184738,0.012000526,477.9915659471093,0.0,1832,376476,23.377895,10,16.812845,0.25050935
0.25539574,0.6785903871059418,90.875,3604.5394678115845,0.011158309,481.23258784647044,0.0,1843,379374,23.382019,11,16.549877,0.25539574
0.24453434,0.8590180277824402,90.175,3632.604292869568,0.012108954,475.36373803790303,0.0,1855,382437,23.381222,12,16.04207,0.24453434
0.2985786,0.8082524091005325,90.325,3661.4599316120148,0.012172731,472.4572046476684,0.0,1865,385365,23.376461,10,16.415415,0.2985786
0.2876032,0.8265697211027145,89.6,3689.8247628211975,0.013057385,464.77879719709136,0.0,1876,388326,23.37706,11,16.434769,0.2876032
0.25094727,0.8052346557378769,88.6,3718.3422293663025,0.012182129,456.57545201026323,0.0,1888,391392,23.377321,12,16.561743,0.25094727
0.23896962,0.794966533780098,87.175,3746.751640319824,0.011943478,447.382018423895,0.0,1900,394452,23.380604,12,15.46713,0.23896962
0.27188376,0.7130728662014008,84.275,3775.3693630695343,0.0129515845,432.09650040659807,0.0,1912,397347,23.373919,12,14.739035,0.27188376
0.26677948,0.7208885252475739,84.075,3804.416492700577,0.011950448,433.7510985225691,0.0,1924,400365,23.363335,12,15.041211,0.26677948
0.23096497,0.8033513724803925,82.325,3832.3261754512787,0.01163507,427.2546275445096,0.0,1937,403602,23.355665,13,14.660269,0.23096497
0.27683678,0.7826001048088074,83.925,3860.3032925128937,0.013383137,436.50142089792473,0.0,1948,406497,23.341703,11,14.810796,0.27683678
0.2610237,0.7583743929862976,87.75,3887.9212911129,0.012355379,456.46523314000825,0.0,1959,409632,23.33954,11,15.544693,0.2610237
0.2705483,0.6567063927650452,89.65,3916.5355722904205,0.012001114,463.8720864707989,0.0,1971,412686,23.3358,12,15.483877,0.2705483
0.23461583,0.8229844272136688,92.775,3944.8486433029175,0.011379067,480.6111427070688,0.0,1981,415695,23.334442,10,18.42543,0.23461583
0.25813824,0.8197910338640213,94.05,3973.0741205215454,0.0119448835,488.00524447443803,0.0,1992,418806,23.328733,11,18.835793,0.25813824
0.2400733,0.8365907818078995,91.9,4001.274393081665,0.011890911,478.623714387198,0.0,2004,421908,23.318626,12,18.984203,0.2400733
0.2855766,0.756700798869133,92.15,4030.3144357204437,0.012512331,483.39567439146987,0.0,2016,425181,23.32585,12,19.277176,0.2855766
0.25643966,0.7859087139368057,95.2,4059.248195409775,0.012539009,497.20125092170963,0.0,2025,428205,23.335573,9,18.324938,0.25643966
0.26307616,0.7742099463939667,96.3,4086.7725439071655,0.0129181,507.2600661883539,0.0,2035,431106,23.327824,10,18.571362,0.26307616
0.2682854,0.7664373815059662,102.05,4115.897378444672,0.012620465,538.454763122272,0.0,2044,434154,23.32364,9,18.91357,0.2682854
0.26344702,0.8135475665330887,104.5,4144.42315864563,0.012307744,554.6920044025064,0.0,2055,437352,23.322784,11,18.883587,0.26344702
0.27113745,0.8472486883401871,101.225,4173.120176315308,0.012815601,537.4359944141931,0.0,2065,440352,23.325485,10,18.034155,0.27113745
0.24640173,0.7901284694671631,97.325,4200.851985454559,0.013100287,515.3173211919808,0.0,2077,443385,23.335936,12,17.538294,0.24640173
0.26593083,0.805600717663765,93.725,4230.212467908859,0.012089133,494.5721655721046,0.0,2088,446697,23.337145,11,17.727823,0.26593083
0.26214367,0.8040558099746704,94.35,4257.969850301743,0.012740127,498.231203792691,0.0,2099,449970,23.335705,11,18.03062,0.26214367
0.25490913,0.861696869134903,94.075,4286.22811794281,0.012721649,495.2997977167521,0.0,2111,453192,23.32808,12,17.053907,0.25490913
0.30952018,0.6773597598075867,98.5,4314.780544757843,0.013340202,520.5927854669699,0.0,2121,456372,23.328047,10,18.192066,0.30952018
0.23892242,0.7660443335771561,97.225,4343.766939401627,0.012900673,506.13695970388187,0.0,2131,459192,23.316343,10,17.57485,0.23892242
0.23700741,0.8842245489358902,96.85,4373.011604070663,0.011886395,503.6005988689835,0.0,2141,462090,23.31659,10,17.394156,0.23700741
0.2931587,0.8147519677877426,101.675,4400.081986427307,0.012696042,527.70939565361,0.0,2150,465000,23.307652,9,18.34948,0.2931587
0.25996867,0.7930057793855667,98.3,4429.735972642899,0.011481368,509.4502010840653,0.0,2161,468168,23.314693,11,18.13558,0.25996867
0.25396016,0.8146686255931854,95.55,4457.298090696335,0.011712544,498.81212401400023,0.0,2173,471273,23.325115,12,18.221857,0.25396016
0.25815925,0.8143546730279922,92.85,4486.628381490707,0.012355676,487.8313467372094,0.0,2184,474207,23.320265,11,17.897572,0.25815925
0.27933744,0.8070651292800903,89.45,4513.749788761139,0.013063976,473.5639187331537,0.0,2195,477099,23.323503,11,17.826496,0.27933744
0.3105204,0.8165639787912369,91.075,4543.10712480545,0.012769263,480.6614935941752,0.0,2206,480222,23.321472,11,18.477516,0.3105204
0.30509755,0.7363472282886505,92.3,4572.350383520126,0.013766259,491.6883978429265,0.0,2216,483090,23.314293,10,19.084879,0.30509755
0.27503404,0.8622140437364578,91.25,4599.84429192543,0.012445117,485.36529861125416,0.0,2228,486120,23.322115,12,18.349863,0.27503404
0.2572143,0.8047030568122864,92.575,4628.929556131363,0.013379954,498.76615575031565,0.0,2241,489516,23.317669,13,17.422659,0.2572143
0.25990498,0.7333895564079285,90.2,4657.250223636627,0.013105837,479.87497894055076,0.0,2251,492384,23.318539,10,16.593548,0.25990498
0.281594,0.8530463129281998,91.25,4686.9424023628235,0.013799554,483.0223295887887,0.0,2262,495540,23.321516,11,16.958035,0.281594
0.30292162,0.834390789270401,95.975,4713.634737253189,0.013059079,508.47758110946177,0.0,2272,498558,23.325838,10,17.185537,0.30292162
0.26296586,0.8981350734829903,99.325,4742.823936462402,0.012984657,520.528686755586,0.0,2282,501624,23.325977,10,17.41937,0.26296586
0.26963675,0.7716756165027618,96.475,4770.844703674316,0.012709455,506.31689729240907,0.0,2294,504690,23.320051,12,16.225063,0.26963675
0.30341363,0.8334202915430069,93.7,4800.166346311569,0.01259652,492.39859701438644,0.0,2305,507654,23.325844,11,15.686307,0.30341363
0.2597438,0.8759719878435135,92.95,4828.135978937149,0.01228489,487.6500447506845,0.0,2316,510897,23.325808,11,15.886774,0.2597438
0.38297144,0.7951494306325912,94.75,4856.441495418549,0.013253504,495.64240754986474,0.0,2326,513987,23.322985,10,15.687103,0.38297144
0.2608726,0.8088077753782272,95.575,4886.325928688049,0.012595395,499.980810382398,0.0,2337,517026,23.319817,11,15.752942,0.2608726
0.2587142,0.8699664920568466,96.05,4914.302019834518,0.012956875,501.7627392856251,0.0,2348,520131,23.320766,11,16.38266,0.2587142
0.23670581,0.8926243111491203,92.8,4942.604026794434,0.012628144,487.45668194449826,0.0,2359,522978,23.322762,11,16.566639,0.23670581
0.27280626,0.8173026293516159,91.5,4970.839658498764,0.012809647,480.3868943067866,0.0,2370,526158,23.32234,11,16.61648,0.27280626
0.2743287,0.844039186835289,91.525,4999.903856515884,0.0128289,478.593113630314,0.0,2382,529320,23.317837,12,16.66436,0.2743287
0.25849456,0.81138876080513,93.3,5027.66903758049,0.012717187,484.8992400135512,0.0,2392,532377,23.324886,10,16.58471,0.25849456
0.2965211,0.801736980676651,95.25,5056.563764810562,0.013413588,495.5897269077219,0.0,2402,535401,23.326122,10,18.12452,0.2965211
0.28825602,0.8136764019727707,97.075,5085.052999258041,0.01329605,503.88477040022826,0.0,2413,538638,23.326982,11,18.504272,0.28825602
0.2810354,0.8538318574428558,96.85,5114.526129961014,0.014227246,505.24602704748486,0.0,2425,541803,23.322365,12,19.029135,0.2810354
0.2777223,0.8287085592746735,94.4,5142.640396118164,0.0134519385,489.2936756331088,0.0,2436,545001,23.318068,11,18.22919,0.2777223
0.3782403,0.8210106939077377,91.325,5171.304112672806,0.014386771,479.9567945018619,0.0,2447,547965,23.32045,11,17.596264,0.3782403
0.27816674,0.8634321391582489,91.2,5199.888317346573,0.013326498,483.8168672477894,0.0,2458,551019,23.321032,11,17.560703,0.27816674
0.25809938,0.7755483686923981,93.6,5228.141750335693,0.01336649,499.0600108924127,0.0,2467,553833,23.321821,9,16.949125,0.25809938
0.2685117,0.7716651409864426,96.125,5256.287209272385,0.01402666,515.8480142820108,0.0,2477,556803,23.310072,10,17.20657,0.2685117
0.27196062,0.8203669488430023,96.775,5284.21582365036,0.013835654,519.9636012525457,0.0,2488,559863,23.307783,11,16.8595,0.27196062
0.26842996,0.8403472006320953,93.925,5313.308210849762,0.012848109,502.36385283768277,0.0,2499,562761,23.308918,11,15.814173,0.26842996
0.2531521,0.8331964015960693,92.975,5340.186338424683,0.013084256,494.2012065381201,0.0,2509,565758,23.314852,10,15.920239,0.2531521
0.32782358,0.6940479278564453,93.95,5368.980200767517,0.014744187,495.9090143543073,0.0,2519,568608,23.32304,10,15.581223,0.32782358
0.30346823,0.7496302127838135,93.925,5396.418066263199,0.01343502,494.3604621897399,0.0,2529,571476,23.316881,10,16.187222,0.30346823
0.25527513,0.8162462562322617,93.375,5425.547632932663,0.013032569,492.423912349556,0.0,2541,574647,23.31765,12,16.332802,0.25527513
0.2560734,0.8026944845914841,95.05,5452.50506567955,0.01324347,502.3717521469991,0.0,2550,577470,23.311146,9,17.078054,0.2560734
0.13656099,0.8006826490163803,97.925,5481.465948820114,0.0038251204,508.3609748249065,0.0,2560,580695,23.321608,10,17.113205,0.13656099
0.287703,0.7274787425994873,101.3,5511.115292310715,0.013176958,520.5323261217945,0.0,2570,583836,23.331709,10,17.21941,0.287703
0.26266786,0.79258231818676,101.075,5538.710076093674,0.013785327,521.6505355751957,0.0,2581,586776,23.336515,11,18.570791,0.26266786
0.29361102,0.753991037607193,97.95,5567.700658082962,0.013843321,506.9937321949036,0.0,2593,589983,23.33073,12,18.148438,0.29361102
0.2605758,0.8573586940765381,92.925,5595.278995275497,0.0125901345,488.6767137181552,0.0,2602,592758,23.329617,9,18.711172,0.2605758
0.26210606,0.8585086911916733,91.75,5624.027899980545,0.013378034,488.9989761527189,0.0,2613,595722,23.32901,11,18.253311,0.26210606
0.3462063,0.7920382767915726,91.7,5651.841016054153,0.014972789,489.846795258185,0.0,2624,598626,23.327837,11,16.865318,0.3462063
0.2674225,0.8305987417697906,97.325,5680.215929269791,0.012795669,521.7176366751261,0.0,2633,601662,23.326149,9,17.915342,0.2674225
0.2973053,0.7546606659889221,96.925,5708.043682098389,0.013032935,516.8839480139243,0.0,2644,604914,23.32745,11,17.341568,0.2973053
0.27604264,0.8394311368465424,100.125,5736.747481107712,0.013164679,533.858804329049,0.0,2654,607989,23.32513,10,17.660635,0.27604264
