meankl,TimestepsSoFar,entropy,ev_tdlam_before,surrgain,EpThisIter,TimeElapsed,optimgain,EpRewMean,EpTrueRewMean,EpLenMean,EpisodesSoFar,entloss
0.012951732,443088,23.003746,0.8528081923723221,0.30489284,10,938.350227355957,0.30489284,63.44184,447.88463744454384,92.35,2079,0.0
0.013341793,446118,22.999529,0.8550710678100586,0.27891463,11,944.9614746570587,0.27891463,65.68699,455.0543201351758,92.35,2090,0.0
0.013252091,449094,22.994953,0.8628421723842621,0.26524645,11,951.6347544193268,0.26524645,65.28247,454.11479384308376,93.075,2101,0.0
0.01348779,451977,22.990988,0.8088150918483734,0.27550307,11,958.1730077266693,0.27550307,61.456482,440.22870985656573,90.325,2112,0.0
0.013883405,455112,22.983803,0.8339036256074905,0.29182214,11,964.6844272613525,0.29182214,63.078865,448.32103140568324,90.875,2123,0.0
0.013513845,457971,22.98991,0.8390685468912125,0.2974981,11,971.2954576015472,0.2974981,61.88108,434.732948999146,88.025,2134,0.0
0.013749706,460899,22.98713,0.8849655315279961,0.25726634,11,977.9720692634583,0.25726634,61.690063,440.8480103462397,88.6,2145,0.0
0.013378452,464193,22.986492,0.7795870155096054,0.28867504,11,984.4734399318695,0.28867504,66.259445,460.7096163517198,91.575,2156,0.0
0.014080272,467274,22.98171,0.8900935798883438,0.27930874,10,991.078405380249,0.27930874,67.12427,478.5463688597483,94.475,2166,0.0
0.003833321,470454,22.991146,0.8540363907814026,0.16035515,10,997.6552760601044,0.16035515,70.39127,505.44489174958653,99.325,2176,0.0
0.011645194,473610,22.988106,0.8273682743310928,0.2764839,11,1004.2768087387085,0.2764839,70.25597,512.164528781666,102.05,2187,0.0
0.014460955,476625,22.982018,0.7837418615818024,0.31813753,10,1010.844306230545,0.31813753,66.04387,506.20765725206564,101.65,2197,0.0
0.014219854,479556,22.981853,0.8617115318775177,0.29685146,10,1017.3566477298737,0.29685146,64.0771,489.2469183992818,99.8,2207,0.0
0.014135394,482607,22.979006,0.8794827461242676,0.25715888,11,1023.9989693164825,0.25715888,62.976746,479.8381719710866,97.95,2218,0.0
0.014325308,485532,22.977943,0.8338163495063782,0.32219207,11,1030.4835686683655,0.32219207,64.158806,474.70955696045183,96.3,2229,0.0
0.013794253,488502,22.974371,0.840288832783699,0.27019945,10,1036.9071888923645,0.27019945,67.10744,473.49938160019826,94.4,2239,0.0
0.013443726,491775,22.96486,0.8637978583574295,0.30164254,12,1043.5317077636719,0.30164254,66.58537,464.2276596749613,91.775,2251,0.0
0.013549101,494667,22.962807,0.862866997718811,0.2918058,10,1050.2000741958618,0.2918058,67.581955,476.7645842975109,94.75,2261,0.0
0.0038443152,497997,22.958273,0.8711835443973541,0.1475131,10,1056.7620735168457,0.1475131,68.903244,491.16260226430694,97.725,2271,0.0
0.013798002,501039,22.952068,0.8610338717699051,0.31933656,10,1063.3737835884094,0.31933656,69.68804,501.8633514987867,100.0,2281,0.0
0.014986694,504222,22.95794,0.8333397209644318,0.276011,10,1069.8653738498688,0.276011,73.144844,524.0902460172159,103.725,2291,0.0
0.013187711,507177,22.961432,0.8756437376141548,0.2835216,11,1076.4267733097076,0.2835216,72.46004,516.5763834122114,100.7,2302,0.0
0.014311124,510171,22.956867,0.8822118267416954,0.25306472,12,1082.8671352863312,0.25306472,66.456406,473.6329755745207,92.425,2314,0.0
0.014982421,513153,22.944601,0.7816224843263626,0.2910331,10,1089.3858869075775,0.2910331,65.36224,482.42240419700346,94.35,2324,0.0
0.013743157,516222,22.947914,0.8562648892402649,0.28322,9,1095.922019958496,0.28322,66.749084,486.25723735784834,95.975,2333,0.0
0.01340919,519327,22.944086,0.8665997982025146,0.26794982,12,1102.451013803482,0.26794982,65.37269,473.654853072422,95.3,2345,0.0
0.014226945,522393,22.939959,0.8917861580848694,0.3130986,9,1109.058226108551,0.3130986,69.957726,509.0710683936297,101.85,2354,0.0
0.014462281,525627,22.939203,0.8562674820423126,0.32983494,11,1115.6451089382172,0.32983494,72.1906,506.8105141863687,102.35,2365,0.0
0.01402646,528657,22.935467,0.8716723769903183,0.24358696,12,1122.1185925006866,0.24358696,66.17293,474.88355656854736,94.425,2377,0.0
0.014046248,531729,22.93553,0.8767485693097115,0.36363202,11,1128.7318482398987,0.36363202,64.2966,469.4815754950061,93.7,2388,0.0
0.013911547,534804,22.93799,0.8711405694484711,0.28239784,11,1135.366229057312,0.28239784,61.88218,454.71323075682847,90.4,2399,0.0
0.014154941,537699,22.938313,0.8911679536104202,0.29809266,11,1141.875769853592,0.29809266,59.824635,447.51524591222176,89.3,2410,0.0
0.013590429,540846,22.94012,0.7920833826065063,0.32623768,11,1148.3750507831573,0.32623768,62.60158,460.4764125292393,92.7,2421,0.0
0.014728392,544014,22.937727,0.863776445388794,0.2930593,10,1154.9807405471802,0.2930593,65.16406,472.2627889680337,95.275,2431,0.0
