ev_tdlam_before,EpTrueRewMean,EpRewMean,entloss,TimeElapsed,EpThisIter,EpisodesSoFar,optimgain,TimestepsSoFar,EpLenMean,surrgain,meankl,entropy
0.348896861076355,-1.2916760822934612,18.175388,0.0,5.907963752746582,51,51,0.057800487,3030,20.2,0.057800487,0.007173408,8.510609
0.5800977051258087,1.3598776182621903,23.22984,0.0,10.379355669021606,28,79,0.060882486,6147,31.55,0.060882486,0.006777909,8.485272
0.6128723919391632,4.5910237699698575,31.367573,0.0,14.821783781051636,22,101,0.05845521,9312,44.375,0.05845521,0.006952166,8.446222
0.7325679063796997,6.233695911857575,40.094795,0.0,19.18265962600708,13,114,0.061856464,12504,57.7,0.061856464,0.0062224865,8.388547
0.7774605005979538,5.0327961976260385,49.40863,0.0,23.616109132766724,9,123,0.06456502,15351,70.975,0.06456502,0.0072715953,8.341253
0.8546696305274963,3.223280868186836,59.509087,0.0,27.975893020629883,8,131,0.06354012,18294,86.45,0.06354012,0.00642349,8.258712
0.8643207252025604,9.653770830116187,71.02114,0.0,32.360851764678955,7,138,0.067073874,21465,104.475,0.067073874,0.0063676834,8.246079
0.9042550474405289,17.480893596774358,83.25609,0.0,36.68239068984985,5,143,0.058687665,24348,121.675,0.058687665,0.0067650885,8.211928
0.9220597445964813,49.2138664616513,96.29844,0.0,41.076905727386475,5,148,0.057688646,27297,136.9,0.057688646,0.007247648,8.162413
0.8815571591258049,67.25532794075914,103.50397,0.0,45.410491943359375,6,154,0.06487074,30285,148.175,0.06487074,0.0066584237,8.129808
0.8897830620408058,85.6805282062588,109.692406,0.0,49.76238489151001,5,159,0.06275512,33159,160.625,0.06275512,0.0063547115,8.149781
0.8805946037173271,96.16868472956689,110.971535,0.0,54.12682604789734,4,163,0.05976626,35502,167.925,0.05976626,0.0064619267,8.148056
0.9402121566236019,137.70856702909182,119.05968,0.0,58.45676851272583,6,169,0.066938475,38724,177.375,0.066938475,0.0074428753,8.162098
0.9651394821703434,172.98494655689188,126.21765,0.0,62.80112934112549,4,173,0.06640571,42270,190.625,0.06640571,0.006816066,8.115247
0.9369249418377876,198.28296434430953,129.07832,0.0,67.14393496513367,5,178,0.05955135,45345,199.0,0.05955135,0.00624307,8.136278
0.8108850568532944,206.05002742678434,124.977066,0.0,71.62612056732178,3,181,0.07005082,47595,200.175,0.07005082,0.006842553,8.116633
0.9449497237801552,222.28595680969875,123.050415,0.0,75.97268009185791,5,186,0.064081624,50337,202.5,0.064081624,0.007356613,8.111742
0.9108843952417374,227.22195928998744,118.01992,0.0,80.375009059906,5,191,0.06727389,53544,205.425,0.06727389,0.0065076323,8.1339
0.9469759613275528,241.12995918906603,116.712234,0.0,84.71915602684021,5,196,0.06484362,56676,210.0,0.06484362,0.006509954,8.121944
0.9658427685499191,274.42455694467174,118.11979,0.0,89.07036852836609,6,202,0.069738455,59976,209.0,0.069738455,0.006785309,8.071415
0.923593781888485,283.5465762837168,115.69332,0.0,93.52800965309143,6,208,0.05404275,63252,212.95,0.05404275,0.005687638,8.081528
0.9322010427713394,270.8628213995764,103.87779,0.0,97.9599359035492,5,213,0.07092228,65859,196.575,0.07092228,0.006693368,8.084
0.9183547720313072,271.41206483182094,100.934296,0.0,102.36895680427551,5,218,0.06731498,68994,197.075,0.06731498,0.006680245,8.071774
0.8681111484766006,263.37196328082456,95.034515,0.0,106.77779054641724,5,223,0.068722054,72102,190.45,0.068722054,0.0053754966,8.058518
0.8808476030826569,269.3339756255921,95.97428,0.0,111.1218032836914,3,226,0.08138971,73797,195.5,0.08138971,0.0060594827,8.104874
0.873780831694603,276.1807435437588,96.78672,0.0,115.43473148345947,5,231,0.07109488,77706,201.35,0.07109488,0.006701956,8.090697
0.8969425037503242,278.74670589544695,99.373375,0.0,119.77148151397705,3,234,0.069065206,81621,218.9,0.069065206,0.0062618735,8.068969
0.8998085558414459,280.76726295624263,99.47035,0.0,124.12623500823975,3,237,0.066463165,84300,226.15,0.066463165,0.0063744998,8.06537
0.8669797331094742,292.86065879420426,103.9677,0.0,128.51599788665771,1,238,0.0753104,87072,242.325,0.0753104,0.0076207956,8.026307
0.9178046807646751,302.9477789875815,107.78674,0.0,132.88991951942444,3,241,0.07960603,89532,250.35,0.07960603,0.0060369093,8.035996
0.8478365242481232,300.64890005162096,108.075096,0.0,137.23573875427246,4,245,0.08521266,92580,256.2,0.08521266,0.0063622794,8.015751
0.6734870374202728,315.19011807222245,112.70347,0.0,141.61595940589905,2,247,0.097354226,94806,266.1,0.097354226,0.0057970127,8.004016
0.8173106461763382,322.40402330510403,116.05261,0.0,145.95167469978333,5,252,0.07865734,98994,280.275,0.07865734,0.0063099903,8.015124
0.9270776808261871,330.6545235601934,117.75991,0.0,150.3814308643341,3,255,0.07598423,101295,281.575,0.07598423,0.006709203,8.015255
0.7523309588432312,354.3409955821221,125.233604,0.0,154.79203081130981,3,258,0.06391239,105771,306.475,0.06391239,0.006561891,8.020383
0.9543557316064835,362.4238630401127,125.9564,0.0,159.1287441253662,3,261,0.07139614,107940,306.35,0.07139614,0.006469844,8.01587
0.9444699622690678,383.38283556179385,131.11383,0.0,163.5448522567749,4,265,0.079391256,110946,315.725,0.079391256,0.0064754644,8.005611
0.9550705291330814,388.96728141145365,130.46638,0.0,167.94436860084534,4,269,0.0738498,114270,313.425,0.0738498,0.006343672,7.997753
0.8247249722480774,404.1198937153562,131.35742,0.0,172.37595057487488,3,272,0.09340605,116883,304.3,0.09340605,0.00657186,7.9861937
0.8641825914382935,417.10966768334265,133.13214,0.0,176.8395550251007,3,275,0.09361166,120144,310.575,0.09361166,0.0072763492,7.9618683
0.906754158437252,408.0128158439804,128.91975,0.0,181.25529503822327,3,278,0.08065714,123207,301.125,0.08065714,0.0061351783,7.9815826
0.5112001001834869,425.2484155792341,134.01797,0.0,185.70654320716858,4,282,0.08887449,126801,305.9,0.08887449,0.006994011,7.9597206
0.8408647626638412,453.0026727075585,141.14696,0.0,190.1261339187622,3,285,0.07665551,130995,320.125,0.07665551,0.0067769457,7.955204
0.8786674737930298,450.8177391856896,138.27312,0.0,194.5328073501587,4,289,0.09181183,133656,305.875,0.09181183,0.0071175415,7.9651947
0.8790702149271965,467.2192844801087,142.03983,0.0,198.92323517799377,2,291,0.0948446,136335,315.3,0.0948446,0.007756057,7.953442
0.8169643878936768,481.5749589673616,145.1652,0.0,203.3423454761505,2,293,0.096051745,138240,321.0,0.096051745,0.006996498,7.9430423
0.6546021401882172,482.4775890864139,146.6302,0.0,207.75838828086853,4,297,0.08624928,141792,307.225,0.08624928,0.006483512,7.934445
0.6951733827590942,492.38109249835304,151.02005,0.0,212.16396236419678,3,300,0.08502902,144090,309.95,0.08502902,0.0067098895,7.922852
0.6606833040714264,503.6699673620011,154.45732,0.0,216.53682255744934,2,302,0.091287374,146982,319.175,0.091287374,0.0060657775,7.89851
0.7289678454399109,521.8860401595053,162.37521,0.0,220.97828483581543,4,306,0.08713947,150450,321.675,0.08713947,0.0070799086,7.8820333
0.8600650876760483,534.2137474169426,166.81767,0.0,225.4111738204956,3,309,0.09848827,153759,329.075,0.09848827,0.0069246264,7.870987
0.876027449965477,544.5168406348145,170.1313,0.0,229.7901589870453,3,312,0.07764887,157215,336.1,0.07764887,0.0063511003,7.8740845
0.8003918379545212,538.5468441880544,168.8269,0.0,234.22093844413757,2,314,0.099521756,159150,333.825,0.099521756,0.006989803,7.888501
0.8090098798274994,558.6132611904865,174.82446,0.0,238.64870715141296,2,316,0.08410823,162519,344.35,0.08410823,0.007332678,7.904667
0.7193023860454559,574.8524886224259,181.74396,0.0,242.97356843948364,4,320,0.08440481,165936,340.85,0.08440481,0.0073454953,7.8980093
0.7581079453229904,575.1949143540587,184.6154,0.0,247.42021369934082,4,324,0.086454466,169428,331.95,0.086454466,0.0086174235,7.9000854
0.49455147981643677,579.3171779980806,185.69023,0.0,251.84948062896729,4,328,0.090992235,172602,329.85,0.090992235,0.008232457,7.891601
0.8352996855974197,595.7012794068078,190.11023,0.0,256.3018202781677,2,330,0.09458183,175719,344.275,0.09458183,0.007372701,7.892261
0.6588839888572693,575.8201856792209,184.37837,0.0,260.70043206214905,4,334,0.13607487,178239,324.525,0.13607487,0.007638586,7.8986692
0.7733137458562851,605.912494037499,193.7781,0.0,265.0997302532196,3,337,0.09037784,181566,331.45,0.09037784,0.007111852,7.8973536
0.6195199191570282,607.7032130152104,190.88159,0.0,269.42171573638916,3,340,0.089354835,184800,339.25,0.089354835,0.0074368543,7.900329
0.8099295496940613,604.2173522710818,191.23718,0.0,273.7635440826416,2,342,0.13436781,187464,337.35,0.13436781,0.0075977454,7.8877554
0.7294465899467468,636.4194793491062,202.62732,0.0,278.1071264743805,3,345,0.09879069,191121,349.55,0.09879069,0.0076833726,7.882264
0.6705242097377777,662.9633910259272,210.8378,0.0,282.4426181316376,2,347,0.09139399,194154,356.8,0.09139399,0.007291465,7.8783684
0.765330120921135,647.3940332491544,205.09213,0.0,286.8143255710602,3,350,0.08479626,197181,347.85,0.08479626,0.0069797738,7.874935
0.8531254082918167,670.204154689096,210.14043,0.0,291.20291924476624,3,353,0.081060335,200169,351.025,0.081060335,0.008035623,7.8647
0.8268192261457443,681.4178891392355,212.6221,0.0,295.53684878349304,2,355,0.08259838,202653,351.525,0.08259838,0.0075837704,7.863693
0.8479932695627213,684.6751227424745,215.06412,0.0,299.90324807167053,1,356,0.10144356,205368,357.075,0.10144356,0.007927144,7.8603363
0.7872928977012634,704.8298926013329,220.50464,0.0,304.31929111480713,3,359,0.08534421,208563,362.3,0.08534421,0.0073794164,7.837878
0.7935618013143539,708.2785000957458,219.3552,0.0,308.6561679840088,2,361,0.0982851,210726,362.275,0.0982851,0.0078522395,7.8432736
0.7725394815206528,755.4130098648409,236.52185,0.0,313.0606038570404,2,363,0.08842129,213759,377.1,0.08842129,0.007372472,7.8238044
0.8135194182395935,755.9633799550613,234.74673,0.0,317.4150733947754,3,366,0.09881012,216420,375.7,0.09881012,0.008626098,7.8121347
0.7547344863414764,800.1439210043593,248.58757,0.0,321.80436635017395,2,368,0.08869322,219843,393.675,0.08869322,0.0074745286,7.832996
0.7840886861085892,806.5029452928964,250.45175,0.0,326.2572259902954,2,370,0.09564656,222261,387.85,0.09564656,0.007356706,7.8165255
0.6060884892940521,857.2483097339895,262.5854,0.0,330.6584987640381,3,373,0.106598064,226695,411.1,0.106598064,0.0070745577,7.817444
0.8586414307355881,861.1427472918109,262.4253,0.0,335.0974771976471,2,375,0.0878744,229002,409.05,0.0878744,0.007934587,7.8342276
0.7506770491600037,871.5588001941875,264.07626,0.0,339.522807598114,3,378,0.09821187,232038,407.425,0.09821187,0.0072581447,7.819401
0.8475833237171173,889.5555962484983,271.02606,0.0,343.91513562202454,3,381,0.094584994,235470,403.75,0.094584994,0.008584689,7.8156743
0.8852301314473152,896.7430427824136,269.04755,0.0,348.3139159679413,3,384,0.10694803,238638,400.575,0.10694803,0.008625822,7.8065157
0.8741802275180817,909.2886886781074,273.41373,0.0,352.70784425735474,2,386,0.0891121,241377,413.425,0.0891121,0.00791859,7.807571
0.9009678289294243,870.3370468596061,256.376,0.0,357.1549963951111,1,387,0.112009384,242151,399.975,0.112009384,0.007863438,7.812809
0.8190483152866364,889.026385630182,262.37592,0.0,361.61591362953186,2,389,0.120838255,244770,405.45,0.120838255,0.007791767,7.813966
0.6751401126384735,935.8757180719888,273.49097,0.0,365.9486629962921,2,391,0.08184089,248985,428.3,0.08184089,0.00735672,7.8070526
0.8022253662347794,934.9980409791551,274.27408,0.0,370.35686016082764,3,394,0.10000417,252432,420.875,0.10000417,0.0077897804,7.7833853
0.8244268596172333,935.6951099765749,272.2246,0.0,374.7475163936615,2,396,0.09480569,254796,411.9,0.09480569,0.008840563,7.774707
0.8503588140010834,935.3956647038216,268.13287,0.0,379.1437737941742,3,399,0.09695347,258474,415.925,0.09695347,0.008781156,7.7959723
0.8035878837108612,931.6174894791023,265.63153,0.0,383.5610234737396,2,401,0.11024702,260937,418.425,0.11024702,0.00800455,7.7937613
0.8640077412128448,908.6483174259038,256.39285,0.0,387.9320321083069,2,403,0.12258668,262965,410.05,0.12258668,0.008253812,7.797305
0.7923998236656189,942.1546651414653,265.4643,0.0,392.2901201248169,2,405,0.09665497,266040,422.3,0.09665497,0.0074545513,7.766004
0.8082529753446579,928.900028888107,260.8553,0.0,396.69135093688965,3,408,0.09078133,269424,413.175,0.09078133,0.009021286,7.7638516
0.7868642807006836,920.0600155360746,258.79633,0.0,401.0693209171295,2,410,0.09613472,271194,407.775,0.09613472,0.008111738,7.760849
0.9129981398582458,899.1948101026425,254.6237,0.0,405.4636399745941,3,413,0.112106875,274542,398.725,0.112106875,0.008347733,7.7514157
0.840822234749794,892.8497133149025,251.55595,0.0,409.8309574127197,2,415,0.10149112,277203,401.675,0.10149112,0.007919073,7.73064
0.9062974378466606,939.3123191992148,265.34308,0.0,414.1227078437805,3,418,0.13919726,282141,417.525,0.13919726,0.008649164,7.710694
0.6386151313781738,910.2208561368072,254.31833,0.0,418.5285713672638,3,421,0.09514105,284436,408.05,0.09514105,0.008591671,7.701965
0.8736595511436462,928.9037298722876,261.96362,0.0,422.93170714378357,2,423,0.117247425,287316,413.575,0.117247425,0.008574896,7.7023935
0.8751782178878784,928.7039267935622,262.38934,0.0,427.3480634689331,3,426,0.11333285,290580,410.025,0.11333285,0.008230245,7.7155766
0.8454965204000473,941.5791710241189,266.29855,0.0,431.72767519950867,3,429,0.094611585,294597,415.225,0.094611585,0.0076533384,7.723437
0.8837379366159439,885.9357762603729,253.3986,0.0,436.16738867759705,3,432,0.10247816,297162,391.35,0.10247816,0.008409152,7.7217417
0.8461033701896667,897.8512389636271,256.81168,0.0,440.52097821235657,2,434,0.107089624,299694,393.85,0.107089624,0.008452009,7.7146735
0.8166317194700241,899.143507058152,257.67877,0.0,445.22483134269714,2,436,0.09954102,301989,393.275,0.09954102,0.008268545,7.7202306
0.8750200867652893,878.273064880674,251.94666,0.0,449.6106147766113,3,439,0.10795994,304539,383.875,0.10795994,0.0076645105,7.7040887
0.8218330293893814,897.2321943656032,257.12238,0.0,454.02455043792725,3,442,0.117461145,308199,385.925,0.117461145,0.008032524,7.683899
