EpLenMean,EpThisIter,EpRewMean,entloss,TimestepsSoFar,TimeElapsed,EpTrueRewMean,surrgain,ev_tdlam_before,meankl,EpisodesSoFar,optimgain,entropy
193.775,5,281.2561496675964,0.0,70440,90.15845465660095,281.2561496675964,0.05924438,0.9279874861240387,0.0069285734,230,0.05924438,8.068539
207.125,4,300.7577221503623,0.0,73578,94.01600646972656,300.7577221503623,0.06577864,0.8172248154878616,0.006895858,234,0.06577864,8.0177145
208.625,4,294.7492979920294,0.0,76593,97.84816002845764,294.7492979920294,0.059818447,0.901707299053669,0.0066971006,238,0.059818447,8.042922
210.7,3,291.8179654369935,0.0,78729,101.71199917793274,291.8179654369935,0.05734933,0.9120599627494812,0.0068372246,241,0.05734933,8.076308
209.6,5,291.54051199076923,0.0,81237,105.5632483959198,291.54051199076923,0.052320313,0.9133336991071701,0.0069170455,246,0.052320313,8.044788
208.65,5,288.3207028123019,0.0,84462,109.36363291740417,288.3207028123019,0.053609926,0.9208662211894989,0.007008153,251,0.053609926,8.074892
220.425,5,313.8210353224648,0.0,88008,113.22551012039185,313.8210353224648,0.08796923,0.895036444067955,0.006361321,256,0.08796923,8.079971
222.025,4,320.44219061773595,0.0,90729,117.10778570175171,320.44219061773595,0.060744036,0.9239670783281326,0.0060117673,260,0.060744036,8.08435
229.35,3,339.29245729906904,0.0,93675,121.03130221366882,339.29245729906904,0.07059379,0.8603894412517548,0.005886766,263,0.07059379,8.070741
241.725,4,358.7986982357799,0.0,96948,124.97632265090942,358.7986982357799,0.078876846,0.9092701524496078,0.0066571087,267,0.078876846,8.059208
235.65,5,363.62086844645535,0.0,100155,128.7933304309845,363.62086844645535,0.07543109,0.8668121844530106,0.0062652,272,0.07543109,8.05536
232.95,4,372.2207095217921,0.0,103029,132.56305241584778,372.2207095217921,0.07325025,0.8226985335350037,0.0066443332,276,0.07325025,8.0349245
228.1,5,394.08767142124117,0.0,106101,136.4135377407074,394.08767142124117,0.09184654,0.8857178762555122,0.006585175,281,0.09184654,8.012891
233.8,5,413.3784694554549,0.0,109293,140.1991810798645,413.3784694554549,0.07545265,0.9503907673060894,0.0069132824,286,0.07545265,7.9992685
242.475,4,428.9143897563425,0.0,112716,144.09336185455322,428.9143897563425,0.06562225,0.8172352612018585,0.0070719454,290,0.06562225,7.971618
241.575,4,430.38200251549233,0.0,115896,148.04781413078308,430.38200251549233,0.083053164,0.9516912586987019,0.0067171156,294,0.083053164,7.9720497
247.225,3,446.0842539830686,0.0,118560,151.92631793022156,446.0842539830686,0.10994072,0.8826099187135696,0.0064505413,297,0.10994072,7.9327354
246.525,4,450.3544251274708,0.0,121644,155.85585641860962,450.3544251274708,0.07799582,0.7942624688148499,0.0066089807,301,0.07799582,7.912979
245.0,4,440.28103112629407,0.0,124815,159.7080283164978,440.28103112629407,0.07078788,0.8957742601633072,0.0069796247,305,0.07078788,7.893265
247.25,5,454.07863208056335,0.0,128451,163.67519164085388,454.07863208056335,0.08784661,0.9039255380630493,0.006562069,310,0.08784661,7.8598795
252.75,4,474.4341617658558,0.0,131811,167.46165823936462,474.4341617658558,0.07921834,0.9000449329614639,0.0062919306,314,0.07921834,7.8391685
258.275,3,493.9007709900232,0.0,134592,171.34637093544006,493.9007709900232,0.113537215,0.7376934885978699,0.0068894164,317,0.113537215,7.831192
266.1,4,509.8089191094974,0.0,138033,175.26443552970886,509.8089191094974,0.086229526,0.9047475308179855,0.006682367,321,0.086229526,7.8309946
271.275,4,529.2845188091111,0.0,141339,179.2235677242279,529.2845188091111,0.09442875,0.8627315610647202,0.0069544176,325,0.09442875,7.813098
277.475,2,547.0611304965325,0.0,144150,183.15594053268433,547.0611304965325,0.087309465,0.918816901743412,0.0074669803,327,0.087309465,7.809078
288.2,2,566.2751683162412,0.0,146814,186.9981369972229,566.2751683162412,0.06675832,0.9287687242031097,0.006406591,329,0.06675832,7.804397
291.05,3,578.6271273233893,0.0,149442,190.90747904777527,578.6271273233893,0.08666663,0.9014336913824081,0.0074745957,332,0.08666663,7.8037233
303.95,2,607.9190903884246,0.0,152370,194.6942982673645,607.9190903884246,0.07637079,0.8760820850729942,0.0061343806,334,0.07637079,7.805433
304.8,3,617.4575302399309,0.0,155136,198.5374572277069,617.4575302399309,0.090760365,0.8461178690195084,0.007170759,337,0.090760365,7.801636
311.775,2,639.5326281722007,0.0,157491,202.29424333572388,639.5326281722007,0.08458686,0.7099910080432892,0.006804411,339,0.08458686,7.781437
315.95,1,652.3876946315492,0.0,158889,206.1598870754242,652.3876946315492,0.099364296,0.8545964360237122,0.0070946068,340,0.099364296,7.788406
339.5,2,711.508315337346,0.0,163092,209.987473487854,711.508315337346,0.077945985,0.5154620110988617,0.0069572753,342,0.077945985,7.7858315
348.575,1,736.3033076343214,0.0,165132,213.8077347278595,736.3033076343214,0.08360061,0.6980935633182526,0.006996913,343,0.08360061,7.7797203
355.175,1,756.8631829052512,0.0,166545,217.64049339294434,756.8631829052512,0.08059201,0.8620998859405518,0.0074837585,344,0.08059201,7.775941
368.2,2,774.6461707559271,0.0,169890,221.5024037361145,774.6461707559271,0.09778031,0.8955055400729179,0.0072465567,346,0.09778031,7.7889867
384.825,1,804.3900260117455,0.0,172530,225.3164303302765,804.3900260117455,0.07638473,0.8761796057224274,0.0068631787,347,0.07638473,7.795101
398.525,2,837.5755016225264,0.0,175701,229.28932094573975,837.5755016225264,0.07765806,0.5045056641101837,0.0072392803,349,0.07765806,7.7835546
411.525,2,871.4678591314317,0.0,178377,233.168555021286,871.4678591314317,0.19717702,0.865728110074997,0.0076698456,351,0.19717702,7.764343
424.85,1,905.6842351861169,0.0,181125,237.06796622276306,905.6842351861169,0.09397087,0.8669147193431854,0.0074964166,352,0.09397087,7.765366
443.925,1,941.7246617372151,0.0,184125,241.032972574234,941.7246617372151,0.086470105,-0.2735217809677124,0.0068238964,353,0.086470105,7.7497563
460.95,1,992.7307633302004,0.0,187125,244.85923147201538,992.7307633302004,0.06632119,-0.12274467945098877,0.0080896355,354,0.06632119,7.7617154
467.725,1,1004.5729150502145,0.0,188997,248.7662329673767,1004.5729150502145,0.084461555,0.6603659689426422,0.006845706,355,0.084461555,7.747329
486.875,1,1032.342462630672,0.0,191997,252.59066891670227,1032.342462630672,0.07844734,0.3192639946937561,0.006807184,356,0.07844734,7.7404823
511.5,2,1096.8096926209853,0.0,196815,256.39916944503784,1096.8096926209853,0.08325584,0.5586729645729065,0.0075354963,358,0.08325584,7.7431645
528.1,1,1145.1814264551697,0.0,199272,260.275826215744,1145.1814264551697,0.14506108,0.6864038705825806,0.0075404183,359,0.14506108,7.768997
548.675,2,1201.3732919633107,0.0,203874,264.1823811531067,1201.3732919633107,0.09690512,0.9436271376907825,0.007147914,361,0.09690512,7.757644
559.25,1,1215.1025328641908,0.0,205911,268.0099563598633,1215.1025328641908,0.07541086,0.31617170572280884,0.006144177,362,0.07541086,7.74849
577.125,1,1253.2167304115696,0.0,208587,271.8495421409607,1253.2167304115696,0.124959305,0.8777245506644249,0.00780817,363,0.124959305,7.7452846
580.775,2,1256.9171767794503,0.0,211032,275.69407176971436,1256.9171767794503,0.08006909,0.8133574426174164,0.0070112394,365,0.08006909,7.745484
582.675,2,1269.1076453161456,0.0,214071,279.5934638977051,1269.1076453161456,0.08733784,0.8012048453092575,0.0069277147,367,0.08733784,7.7335687
598.95,2,1320.170891600565,0.0,218688,283.3382930755615,1320.170891600565,0.10442448,0.2579948306083679,0.0070147794,369,0.10442448,7.7272944
620.0,2,1384.9024731912205,0.0,222894,287.2376039028168,1384.9024731912205,0.08929685,0.8552063554525375,0.007667549,371,0.08929685,7.7254186
624.525,1,1397.5336148230715,0.0,224385,291.1185405254364,1397.5336148230715,0.090453655,0.7687567919492722,0.0073590735,372,0.090453655,7.7255397
633.625,1,1420.2863014716556,0.0,227385,294.98849391937256,1420.2863014716556,0.07850723,0.05466943979263306,0.007925614,373,0.07850723,7.6992803
642.35,1,1455.5050482470633,0.0,229452,298.89088201522827,1455.5050482470633,0.10946311,0.8386346399784088,0.0073813144,374,0.10946311,7.714967
660.35,1,1497.2205341044125,0.0,232452,302.74367666244507,1497.2205341044125,0.08913271,0.3512539267539978,0.007930496,375,0.08913271,7.716919
676.825,1,1537.3162555011686,0.0,235143,306.5354120731354,1537.3162555011686,0.086856045,0.9427900016307831,0.007631825,376,0.086856045,7.705448
692.9,3,1582.7237930845477,0.0,240639,310.26252007484436,1582.7237930845477,0.081892505,0.7003756761550903,0.007817676,379,0.081892505,7.7130733
