EpRewMean,ev_tdlam_before,TimestepsSoFar,EpTrueRewMean,EpisodesSoFar,entropy,optimgain,surrgain,meankl,EpThisIter,EpLenMean,TimeElapsed,entloss
91.10154,0.8574462383985519,458253,464.65327647176525,2058,23.412374,0.23423937,0.23423937,0.01249156,11,93.525,1361.8748097419739,0.0
89.75024,0.8819175511598587,460953,455.81422933253873,2068,23.407064,0.23244822,0.23244822,0.0120195905,10,92.675,1371.0391376018524,0.0
88.62662,0.8692981749773026,463806,444.7028679845753,2079,23.40729,0.29409605,0.29409605,0.013122415,11,89.4,1380.2072682380676,0.0
93.13304,0.8838500827550888,466869,458.78409157161116,2090,23.403643,0.280807,0.280807,0.014714299,11,91.175,1389.4586515426636,0.0
92.68152,0.913953922688961,469926,459.31357637580385,2101,23.403318,0.27824074,0.27824074,0.013612238,11,90.675,1398.7843153476715,0.0
90.86725,0.8459887355566025,473133,443.16477612374547,2114,23.411383,0.32384762,0.32384762,0.013359779,13,86.625,1408.0642745494843,0.0
91.36546,0.8327923715114594,475986,462.0153063715303,2124,23.417719,0.29681164,0.29681164,0.01270294,10,90.475,1417.335574388504,0.0
88.05129,0.8731346279382706,478989,459.01581908804366,2135,23.414568,0.13204786,0.13204786,0.0038136332,11,89.375,1426.6296343803406,0.0
89.58597,0.864592507481575,482223,467.0393754852827,2147,23.419012,0.2591517,0.2591517,0.012539372,12,91.725,1435.8907625675201,0.0
89.11461,0.8992714881896973,485292,468.172597634674,2158,23.414715,0.25243318,0.25243318,0.013207544,11,92.025,1445.1628756523132,0.0
92.04226,0.8023634850978851,488184,475.19564377146946,2168,23.405024,0.28513482,0.28513482,0.01480568,10,93.475,1454.4117574691772,0.0
93.186195,0.851627379655838,491370,469.1789281700836,2179,23.405523,0.2671154,0.2671154,0.013997838,11,93.475,1463.5883140563965,0.0
96.00954,0.8772934451699257,494562,493.9157168052267,2189,23.402119,0.3023336,0.3023336,0.013330331,10,98.05,1472.8543977737427,0.0
94.347305,0.9087400957942009,497676,487.2328517134567,2200,23.39681,0.13277885,0.13277885,0.003927208,11,97.0,1482.1414861679077,0.0
98.82622,0.8810076862573624,500784,507.09722563236744,2210,23.395529,0.30106825,0.30106825,0.013907118,10,100.45,1491.313928604126,0.0
99.87784,0.8867878317832947,503919,510.70135617738686,2220,23.39435,0.37409952,0.37409952,0.013471018,10,102.075,1500.4838495254517,0.0
100.61802,0.8272814899682999,507267,516.4322639333442,2230,23.393332,0.31457123,0.31457123,0.014089908,10,102.85,1509.703852891922,0.0
105.202225,0.8859524577856064,510471,532.2696867996389,2240,23.386003,0.31690872,0.31690872,0.01413803,10,106.625,1518.8801379203796,0.0
100.46917,0.8863812536001205,513558,510.29312672917496,2251,23.389181,0.31387198,0.31387198,0.014120182,11,103.15,1528.1798808574677,0.0
101.777405,0.8836826831102371,516381,519.9325209180913,2260,23.386724,0.28734636,0.28734636,0.013642216,9,103.85,1537.3517427444458,0.0
98.55127,0.8807706832885742,519450,502.721954574164,2270,23.386961,0.2547098,0.2547098,0.0126196,10,101.525,1546.514948606491,0.0
97.30509,0.8804988637566566,522372,495.91707330342797,2280,23.385675,0.27101225,0.27101225,0.014224642,10,99.175,1555.6816239356995,0.0
102.56023,0.8966114521026611,525495,509.8792677694804,2290,23.37435,0.2552178,0.2552178,0.013940322,10,101.7,1564.792263507843,0.0
99.2295,0.8535165786743164,528849,491.20271917473247,2302,23.379965,0.23830643,0.23830643,0.013697308,12,98.75,1573.9265716075897,0.0
99.317215,0.8330715149641037,531831,499.6732113373855,2311,23.378012,0.3027305,0.3027305,0.014121439,9,100.65,1583.1432938575745,0.0
96.18604,0.8954690098762512,535119,494.455283750947,2322,23.376972,0.2707215,0.2707215,0.014409359,11,99.825,1592.4414525032043,0.0
95.503586,0.844375804066658,538242,499.3734011190001,2332,23.363361,0.29904276,0.29904276,0.013989069,10,101.05,1601.7631375789642,0.0
99.7177,0.8513270765542984,541338,518.9661903905275,2342,23.359617,0.27559868,0.27559868,0.014504302,10,104.075,1610.9589338302612,0.0
103.873314,0.8664526790380478,544128,536.368131883024,2350,23.360575,0.15531284,0.15531284,0.0042312173,8,106.3,1620.1130602359772,0.0
106.044815,0.8974198251962662,547056,538.9782313848235,2359,23.358707,0.2951334,0.2951334,0.014079604,9,105.975,1629.2359070777893,0.0
109.38835,0.8683923780918121,550011,547.3501117057783,2369,23.362041,0.3359679,0.3359679,0.014548315,10,108.35,1638.404725074768,0.0
107.19631,0.8770269602537155,553005,540.7323803400031,2378,23.358644,0.20421691,0.20421691,0.0037778835,9,106.925,1647.6434607505798,0.0
101.57994,0.8800929933786392,555789,520.6346899842847,2388,23.35425,0.13663523,0.13663523,0.0038981824,10,104.625,1656.7840147018433,0.0
98.131836,0.9033213555812836,558897,506.68518763649365,2398,23.358892,0.34449756,0.34449756,0.0145358415,10,102.125,1666.597660779953,0.0
94.704025,0.9163994714617729,562215,494.9190135076404,2410,23.359926,0.32581812,0.32581812,0.014868328,12,99.3,1676.4775125980377,0.0
99.4739,0.8820942342281342,565479,505.6966400662674,2420,23.361738,0.34175557,0.34175557,0.014408103,10,100.025,1685.1726212501526,0.0
101.651085,0.9104678779840469,568761,500.7126389907256,2431,23.35573,0.25192067,0.25192067,0.014208505,11,99.675,1693.9981181621552,0.0
102.31333,0.8966350629925728,571776,497.55560074111617,2441,23.35309,0.3037064,0.3037064,0.0139853135,10,99.9,1702.902620792389,0.0
100.57518,0.9004492610692978,574674,484.6835352237375,2452,23.352537,0.25855523,0.25855523,0.013787899,11,96.8,1711.7759773731232,0.0
99.05293,0.8684712201356888,577557,489.073710088585,2461,23.353779,0.14582595,0.14582595,0.003870055,9,97.725,1720.7028188705444,0.0
101.1443,0.9186091423034668,580734,506.5549619680567,2471,23.35003,0.14054114,0.14054114,0.0038427494,10,99.775,1729.6030094623566,0.0
99.26822,0.9215773791074753,583980,496.39403384329927,2483,23.34699,0.18033719,0.18033719,0.00401006,12,97.05,1738.5560050010681,0.0
105.859055,0.8684824109077454,587013,536.721250024472,2491,23.347164,0.30512482,0.30512482,0.013757426,8,105.1,1747.764508485794,0.0
107.8079,0.8549656718969345,590043,554.682143289021,2500,23.352133,0.3055544,0.3055544,0.0139095625,9,108.05,1756.6496663093567,0.0
110.811745,0.8442620038986206,593025,579.6725235544872,2507,23.35545,0.1565331,0.1565331,0.0038526654,7,112.525,1765.554141998291,0.0
107.94767,0.8871488198637962,596046,575.8524559738619,2518,23.356771,0.14183328,0.14183328,0.0037885986,11,111.875,1774.4454863071442,0.0
101.682625,0.8907732740044594,599298,538.2644055337178,2530,23.344564,0.1443005,0.1443005,0.003776004,12,104.675,1783.3488552570343,0.0
99.22234,0.8347990661859512,602268,520.271083172774,2540,23.341082,0.28820854,0.28820854,0.014753018,10,101.875,1792.2167909145355,0.0
97.17222,0.9035640731453896,605520,491.8145911555645,2550,23.347347,0.2795403,0.2795403,0.0138309775,10,97.975,1801.0893845558167,0.0
95.54059,0.9295860454440117,608709,490.175014292348,2561,23.34448,0.14494559,0.14494559,0.0038464353,11,98.5,1810.0295162200928,0.0
97.74725,0.9228400588035583,611766,503.8831625865465,2571,23.344236,0.27000076,0.27000076,0.014730327,10,101.075,1818.9657182693481,0.0
95.20209,0.8626614660024643,615066,489.9308378242673,2582,23.339777,0.27118677,0.27118677,0.014803251,11,98.875,1827.8964912891388,0.0
99.43315,0.85011987388134,618063,516.5222333968647,2591,23.34107,0.14545935,0.14545935,0.0038805483,9,102.2,1837.3047006130219,0.0
102.91221,0.8810223489999771,621006,519.3487357546534,2601,23.34163,0.27764213,0.27764213,0.014466029,10,102.475,1846.3262150287628,0.0
105.94631,0.8752501681447029,623967,527.0306618136325,2610,23.34229,0.1613088,0.1613088,0.0039122216,9,103.6,1855.3645617961884,0.0
109.46013,0.8981992825865746,627177,548.20370479508,2620,23.33893,0.28563932,0.28563932,0.013809981,10,106.95,1864.2937829494476,0.0
109.355515,0.922484003007412,630240,546.640521752561,2629,23.339106,0.2949456,0.2949456,0.014648914,9,107.075,1873.113267660141,0.0
107.930504,0.9077375158667564,633408,546.3691088587395,2640,23.338604,0.30523902,0.30523902,0.014928441,11,106.0,1881.8996000289917,0.0
101.70485,0.8630622923374176,636462,516.2381831673854,2651,23.337156,0.29057705,0.29057705,0.014734773,11,100.4,1890.7606840133667,0.0
105.43388,0.8182183057069778,639546,529.7613315702127,2660,23.336,0.17009765,0.17009765,0.003907172,9,103.075,1899.5649089813232,0.0
100.736786,0.9271237030625343,642705,508.38363136136684,2671,23.33636,0.13959673,0.13959673,0.003805445,11,99.075,1908.430031299591,0.0
101.50827,0.8873488083481789,645930,504.52144675161935,2682,23.337626,0.14296998,0.14296998,0.0038791625,11,99.525,1917.5054602622986,0.0
103.83203,0.9061373770236969,648900,525.9238386880949,2691,23.340006,0.28212947,0.28212947,0.013897049,9,103.65,1926.5356500148773,0.0
99.281296,0.8903169110417366,652185,503.5592257887196,2702,23.3374,0.15263537,0.15263537,0.003957442,11,100.025,1935.5287146568298,0.0
99.602516,0.8829758763313293,655341,515.5496759973172,2712,23.338385,0.1465466,0.1465466,0.0037664697,10,102.375,1944.543016910553,0.0
100.68956,0.9117546007037163,658410,525.3153790604416,2722,23.334555,0.14066055,0.14066055,0.0038731496,10,104.0,1953.5390083789825,0.0
100.31243,0.8791617527604103,661317,521.5734214830015,2731,23.335428,0.13691637,0.13691637,0.0038181,9,103.475,1962.5705823898315,0.0
99.38407,0.9046461135149002,664353,523.6894181124405,2741,23.33449,0.14672002,0.14672002,0.004129447,10,103.95,1971.6012783050537,0.0
101.687515,0.8873894661664963,667338,525.3190939862518,2750,23.331379,0.14552185,0.14552185,0.0038969705,9,103.975,1980.6699385643005,0.0
104.033646,0.8932869210839272,670341,540.2105983990738,2759,23.331785,0.14856356,0.14856356,0.0038562675,9,107.525,1989.7225756645203,0.0
101.2085,0.8935820832848549,673392,527.9733891131342,2769,23.33161,0.15909569,0.15909569,0.004057779,10,104.975,1998.7503654956818,0.0
103.594284,0.8009327799081802,676956,534.7134829455046,2780,23.329771,0.339005,0.339005,0.014907846,11,106.95,2007.7707052230835,0.0
104.077194,0.8857760950922966,679749,547.5638713827867,2788,23.330141,0.14124033,0.14124033,0.0038811793,8,108.9,2016.7794823646545,0.0
102.26021,0.8658257871866226,682683,540.935774486795,2797,23.333174,0.15536462,0.15536462,0.0040434953,9,107.825,2025.7986071109772,0.0
105.983475,0.8726094663143158,685827,561.9361620000234,2806,23.333574,0.15687518,0.15687518,0.0039588916,9,111.75,2034.848515033722,0.0
104.82865,0.9172787517309189,688848,543.4116007782014,2816,23.33618,0.16125229,0.16125229,0.0043596774,10,107.2,2043.8985872268677,0.0
105.731705,0.8883723989129066,692052,537.9567430027142,2827,23.336409,0.14405441,0.14405441,0.003912515,11,105.775,2052.8849091529846,0.0
105.05129,0.8708123862743378,694848,530.7769756288618,2836,23.334795,0.14610037,0.14610037,0.0043189004,9,103.375,2061.8936247825623,0.0
104.41819,0.8482625633478165,697809,521.9804161198522,2845,23.329344,0.25852466,0.25852466,0.01441554,9,101.95,2070.9668369293213,0.0
102.637535,0.8750765696167946,700602,528.2302067630557,2854,23.330095,0.16796392,0.16796392,0.004183096,9,103.225,2080.4126024246216,0.0
108.01184,0.8866549804806709,703815,554.4532545030792,2863,23.326899,0.31496537,0.31496537,0.014827456,9,109.775,2090.04740858078,0.0
103.97903,0.8699323385953903,706935,536.9218576094884,2874,23.329103,0.14990595,0.14990595,0.00400729,11,107.325,2100.1839487552643,0.0
102.85781,0.8934162259101868,710226,539.0847819900507,2884,23.328695,0.16968079,0.16968079,0.004068357,10,107.6,2109.9497122764587,0.0
97.809494,0.9092170968651772,713250,507.03453286881177,2895,23.326338,0.1657857,0.1657857,0.003925104,11,101.475,2119.190126657486,0.0
91.23181,0.8834519237279892,716160,477.9158886375984,2905,23.31901,0.13668919,0.13668919,0.0037810656,10,95.9,2128.421894311905,0.0
95.482834,0.9043148681521416,719112,488.2704092822067,2915,23.316717,0.1493854,0.1493854,0.004136184,10,96.8,2137.7842614650726,0.0
98.37523,0.9037990048527718,722322,504.0686173946783,2925,23.316977,0.16710666,0.16710666,0.0041098082,10,98.325,2147.0730924606323,0.0
100.063225,0.9060791730880737,725292,519.0756839433832,2935,23.31502,0.15776427,0.15776427,0.0042310636,10,100.35,2156.4213211536407,0.0
99.55176,0.8859349116683006,728382,522.4318578930764,2946,23.313898,0.14638162,0.14638162,0.003946662,11,99.4,2165.7675487995148,0.0
99.06264,0.90426454693079,731178,525.2836937537957,2955,23.316568,0.16014868,0.16014868,0.004100915,9,100.55,2175.258502960205,0.0
102.86704,0.8628393560647964,734190,524.2721891692132,2964,23.314447,0.45866972,0.45866972,0.01498531,9,101.775,2184.603393793106,0.0
103.06561,0.8621281832456589,737433,528.7576925645076,2974,23.311785,0.13839296,0.13839296,0.003960593,10,103.275,2193.961361885071,0.0
108.01119,0.8739020824432373,740403,554.9770487793003,2982,23.310625,0.15959278,0.15959278,0.004056332,8,109.025,2203.2788763046265,0.0
108.20604,0.8929093927145004,743619,558.8234880294028,2992,23.316387,0.1458257,0.1458257,0.0038936445,10,110.2,2212.560395717621,0.0
103.80801,0.8808300271630287,746646,545.2813167537902,3003,23.316633,0.29482687,0.29482687,0.014929367,11,107.05,2221.8046255111694,0.0
104.68223,0.8610574752092361,749595,549.8140756396533,3011,23.31492,0.141087,0.141087,0.0037772025,8,108.6,2231.1949377059937,0.0
105.76819,0.8713907450437546,752676,546.1002282605687,3020,23.313559,0.15175098,0.15175098,0.0039998796,9,107.45,2240.507517337799,0.0
108.21709,0.924278736114502,755799,559.2344060382493,3029,23.311995,0.14384067,0.14384067,0.0041995575,9,110.125,2249.915941476822,0.0
111.10588,0.8925115466117859,758646,570.3937460095765,3038,23.305904,0.15404058,0.15404058,0.004196331,9,112.825,2259.274992465973,0.0
109.009865,0.8768955245614052,761298,555.1757329996504,3047,23.305483,0.13693252,0.13693252,0.0038135394,9,110.05,2268.681459903717,0.0
107.27797,0.9069348275661469,764739,550.0112953137342,3057,23.30428,0.1505202,0.1505202,0.0039023566,10,108.275,2278.0269043445587,0.0
104.72472,0.9209313467144966,767943,542.391920299074,3067,23.307451,0.14821753,0.14821753,0.0038934974,10,106.4,2287.4041981697083,0.0
104.74479,0.8836503177881241,770802,540.0688247143298,3076,23.307615,0.2910124,0.2910124,0.013878457,9,107.525,2296.720212459564,0.0
106.3859,0.9121921509504318,773973,557.736425906224,3085,23.308529,0.14243364,0.14243364,0.0038975447,9,110.45,2306.025603055954,0.0
104.303345,0.897223100066185,776970,538.1700624912124,3095,23.30762,0.14499244,0.14499244,0.003929395,10,106.625,2315.3007106781006,0.0
103.785866,0.9045752137899399,780285,529.3115438672965,3106,23.30609,0.14404427,0.14404427,0.0040652608,11,105.525,2324.510380744934,0.0
102.7336,0.9137916266918182,783210,527.9990898242355,3115,23.305258,0.44669685,0.44669685,0.0144654345,9,105.05,2333.758943080902,0.0
100.21633,0.921659916639328,786363,519.4168483395094,3125,23.303793,0.15382108,0.15382108,0.0038602282,10,103.25,2343.0732758045197,0.0
101.03371,0.8972221165895462,789540,539.0505766736032,3134,23.30225,0.134599,0.134599,0.0039622523,9,107.4,2352.3784222602844,0.0
103.35024,0.886555403470993,793011,555.7081430581255,3144,23.303488,0.15479589,0.15479589,0.0037749843,10,110.35,2361.6061367988586,0.0
106.14103,0.8884349092841148,796041,572.7017835394759,3153,23.305239,0.1623936,0.1623936,0.0040939106,9,113.4,2370.8222031593323,0.0
103.32283,0.8666217625141144,798750,554.6251936246995,3162,23.302263,0.14786914,0.14786914,0.003890355,9,109.475,2380.1167883872986,0.0
105.941124,0.9206868335604668,801900,572.6499897850382,3171,23.30076,0.15055001,0.15055001,0.0040906356,9,113.05,2389.392847776413,0.0
101.87876,0.8956841826438904,805398,545.7106565001616,3182,23.30036,0.15500382,0.15500382,0.0041773915,11,107.725,2398.71190738678,0.0
100.09696,0.916740670800209,808668,532.5951548208768,3193,23.291264,0.13987741,0.13987741,0.004060474,11,105.225,2408.069566011429,0.0
105.06966,0.8529250174760818,811422,539.5525525746237,3201,23.287615,0.13384815,0.13384815,0.003855193,8,107.375,2417.4750378131866,0.0
109.067825,0.8961520940065384,814863,547.1321945106189,3211,23.288326,0.13900927,0.13900927,0.0042638094,10,108.025,2426.7405207157135,0.0
106.67924,0.9230219349265099,817707,539.4819869935588,3220,23.288248,0.1398116,0.1398116,0.0040731328,9,106.475,2436.0851912498474,0.0
111.19258,0.852672889828682,820743,562.3107916707608,3229,23.288313,0.16460311,0.16460311,0.004368091,9,110.225,2445.3388543128967,0.0
114.75777,0.8971375823020935,823713,590.1163250531715,3237,23.287436,0.1463494,0.1463494,0.003977838,8,115.375,2454.527030467987,0.0
109.83641,0.931382030248642,826494,574.9796836381156,3245,23.287128,0.13403124,0.13403124,0.0038525504,8,113.2,2463.8631298542023,0.0
113.08738,0.9213455021381378,829632,597.626140315803,3253,23.288347,0.15500449,0.15500449,0.003941627,8,117.925,2473.192453622818,0.0
115.514114,0.900948666036129,832626,609.0732036271509,3262,23.288816,0.15834424,0.15834424,0.0043070167,9,118.8,2482.5021946430206,0.0
111.187515,0.925767756998539,835617,592.9171155145277,3271,23.288328,0.34659734,0.34659734,0.014397473,9,117.3,2491.7579231262207,0.0
108.2405,0.9173097088932991,838695,571.8582287930855,3280,23.294024,0.25581673,0.25581673,0.014650323,9,114.4,2501.0231149196625,0.0
106.22176,0.9209095910191536,841821,549.793643605057,3290,23.305258,0.3046425,0.3046425,0.013546679,10,110.8,2510.2726452350616,0.0
105.5096,0.8956033736467361,845097,542.437592344661,3300,23.306887,0.33140528,0.33140528,0.014672648,10,109.775,2519.6362957954407,0.0
107.44114,0.87261763215065,848247,556.8847988023189,3309,23.307436,0.14357758,0.14357758,0.004085659,9,112.025,2528.9673867225647,0.0
106.61316,0.8916319385170937,851421,552.1225652547406,3319,23.307878,0.14904907,0.14904907,0.0041045276,10,109.75,2538.358537912369,0.0
104.613014,0.9115229398012161,854667,557.0599228111446,3329,23.30656,0.16035359,0.16035359,0.004075345,10,109.5,2547.6566121578217,0.0
105.08203,0.8842979297041893,857664,554.4942943909554,3339,23.303484,0.49776483,0.49776483,0.014872145,10,109.1,2556.9052278995514,0.0
104.23738,0.9184354916214943,860694,554.7223744072262,3347,23.306889,0.17981896,0.17981896,0.004431629,8,110.15,2566.133547782898,0.0
