TimestepsSoFar,ev_tdlam_before,EpRewMean,entropy,surrgain,EpLenMean,entloss,TimeElapsed,optimgain,EpisodesSoFar,meankl,EpThisIter,EpTrueRewMean
384870,-0.006772875785827637,945.1703,4.165988,0.03742411,1000.0,0.0,453.393803358078,0.03742411,242,0.008517437,1,1022.4829568333419
387870,-0.004335999488830566,945.27167,4.1525207,0.042973973,1000.0,0.0,457.13988971710205,0.042973973,243,0.007103049,1,1022.8712779115765
390870,-0.0057784318923950195,945.1634,4.1691875,0.054022435,1000.0,0.0,461.0304684638977,0.054022435,244,0.008615494,1,1023.386793759606
393870,-0.0010216236114501953,944.64764,4.1593404,0.037616387,1000.0,0.0,464.77391171455383,0.037616387,245,0.009189758,1,1023.8553336517725
396870,0.022046267986297607,944.0967,4.133307,0.052909337,1000.0,0.0,468.5414071083069,0.052909337,246,0.007689282,1,1024.1768755308772
399870,-0.054091691970825195,943.7501,4.1377287,0.04309047,1000.0,0.0,472.36027932167053,0.04309047,247,0.00922756,1,1024.9810375714987
402870,-0.0032645463943481445,943.25507,4.1627865,0.045477163,1000.0,0.0,476.20483684539795,0.045477163,248,0.007555293,1,1025.4425206283483
408207,0.012154757976531982,913.9967,4.161409,0.06085439,969.475,0.0,479.99585795402527,0.06085439,251,0.008761766,3,994.1038249331098
409215,0.34990161657333374,897.59045,4.167479,0.05728393,952.875,0.0,483.7491796016693,0.05728393,252,0.007157932,1,977.2787364842255
412215,-0.00841975212097168,897.9025,4.176391,0.042046286,952.875,0.0,487.53165435791016,0.042046286,253,0.007471965,1,977.7869612824385
415215,-0.016024470329284668,897.7344,4.1582026,0.043622598,952.875,0.0,491.31002974510193,0.043622598,254,0.007335689,1,978.1075895866121
418215,-0.01357269287109375,897.67267,4.1593633,0.0379335,952.875,0.0,495.05503392219543,0.0379335,255,0.008343026,1,978.3737211768748
421215,-0.02608013153076172,897.3953,4.161675,0.042753648,952.875,0.0,498.8586254119873,0.042753648,256,0.007513147,1,978.9041295290486
422811,0.6843290627002716,885.7604,4.1545787,0.06253036,941.175,0.0,502.594938993454,0.06253036,257,0.008338124,1,966.4249189264923
425811,-0.0027076005935668945,886.0965,4.167443,0.036819756,941.175,0.0,506.46409797668457,0.036819756,258,0.007653023,1,966.5355947118703
428811,0.005367398262023926,885.8263,4.1546407,0.05985876,941.175,0.0,510.33519172668457,0.05985876,259,0.009434466,1,967.0739860568552
431811,0.09069734811782837,885.5082,4.1537194,0.05758608,941.175,0.0,514.1003489494324,0.05758608,260,0.0093843285,1,968.1588996298791
434811,-0.056593894958496094,885.69354,4.1387386,0.040535055,941.175,0.0,517.8713929653168,0.040535055,261,0.008396949,1,968.6360164666318
437811,0.002651810646057129,885.93054,4.1322036,0.048223093,941.175,0.0,521.775851726532,0.048223093,262,0.008365906,1,969.7071289954395
440811,-0.010421156883239746,885.25354,4.1292667,0.041917656,941.175,0.0,525.5108633041382,0.041917656,263,0.008547866,1,970.2863851857285
443811,-0.013625144958496094,885.17804,4.1165237,0.04269704,941.175,0.0,529.2844014167786,0.04269704,264,0.008176596,1,970.8719321930181
446811,-0.18030893802642822,886.41455,4.112822,0.051239725,941.175,0.0,533.1447622776031,0.051239725,265,0.008938899,1,973.1194061763028
447816,0.1441296935081482,870.819,4.103081,0.06391362,924.55,0.0,536.9614562988281,0.06391362,266,0.009462838,1,956.1150058048249
450708,0.060094237327575684,869.371,4.1107845,0.055940073,923.65,0.0,540.7951397895813,0.055940073,267,0.006674672,1,956.0899734201919
453708,-0.0460582971572876,869.2245,4.12549,0.04653941,923.65,0.0,544.6477744579315,0.04653941,268,0.009017423,1,956.605066528814
456708,-0.352710485458374,869.3024,4.127442,0.049353313,923.65,0.0,548.4384565353394,0.049353313,269,0.007284943,1,957.7930593600977
459708,-0.08142244815826416,868.7059,4.158852,0.07221351,923.65,0.0,552.1888864040375,0.07221351,270,0.00789057,1,958.5706202771398
462708,-0.08694994449615479,868.833,4.1524034,0.057240766,923.65,0.0,555.9840621948242,0.057240766,271,0.007512522,1,959.1449260626425
465708,-0.030541539192199707,867.9624,4.1525807,0.037081312,923.65,0.0,559.7549488544464,0.037081312,272,0.0084156785,1,959.2330683533361
468708,-0.01524806022644043,867.0082,4.14811,0.0607533,923.65,0.0,563.5552060604095,0.0607533,273,0.008857992,1,959.7417392103364
471708,-0.010899662971496582,866.79266,4.145567,0.036430657,923.65,0.0,567.2905070781708,0.036430657,274,0.011137622,1,960.0446221247727
474708,0.042364418506622314,866.7704,4.1345143,0.05451218,923.65,0.0,571.0129172801971,0.05451218,275,0.008469593,1,960.0561532777261
477708,-0.017371058464050293,867.4412,4.13343,0.04629446,923.65,0.0,574.6942520141602,0.04629446,276,0.007486224,1,960.8159806247291
480708,-0.08888494968414307,866.63007,4.1240473,0.043586366,923.65,0.0,578.4322192668915,0.043586366,277,0.00827952,1,961.3823626837442
483708,0.16292518377304077,867.2142,4.1243224,0.062048707,923.65,0.0,582.1917812824249,0.062048707,278,0.007759501,1,962.3163482040942
486708,-0.005540728569030762,866.9713,4.1635404,0.05618629,923.65,0.0,585.900970697403,0.05618629,279,0.010434647,1,962.5883211712386
489708,-0.019265174865722656,867.12726,4.1682115,0.044059128,923.65,0.0,589.645879983902,0.044059128,280,0.0067709824,1,962.1239669817245
495198,-0.030324578285217285,862.66516,4.167108,0.053341627,919.4,0.0,593.336950302124,0.053341627,282,0.008052587,2,957.8422901423362
498198,-0.0024815797805786133,862.44025,4.164667,0.041240312,919.4,0.0,597.1383273601532,0.041240312,283,0.007707317,1,958.2424284523931
501198,-0.0034301280975341797,861.90784,4.167597,0.035136472,919.4,0.0,600.8464715480804,0.035136472,284,0.008507539,1,958.4106341565214
504198,0.05388343334197998,862.7621,4.180174,0.058944233,919.4,0.0,604.6566143035889,0.058944233,285,0.009640878,1,958.710144282891
507198,0.0037170052528381348,863.1117,4.186768,0.050402798,919.4,0.0,608.3759307861328,0.050402798,286,0.0081721,1,959.5200916135775
510198,-0.010828971862792969,863.35236,4.1850033,0.050966326,919.4,0.0,612.1995093822479,0.050966326,287,0.008926255,1,959.7023140232875
513198,-0.007811784744262695,863.63293,4.19159,0.036123313,919.4,0.0,615.9400227069855,0.036123313,288,0.008086557,1,960.3732200165725
516198,-0.0031598806381225586,863.3758,4.2067585,0.051918663,919.4,0.0,619.7098822593689,0.051918663,289,0.0065793786,1,961.2506550921244
519198,0.09552985429763794,873.6771,4.1982746,0.06813955,930.15,0.0,623.4442772865295,0.06813955,290,0.007930936,1,972.7271280168382
522198,-0.02380979061126709,891.6123,4.2185345,0.035848465,949.925,0.0,627.179794549942,0.035848465,291,0.007493188,1,993.6789310798301
525198,-0.0029407739639282227,907.3827,4.2137113,0.056092102,966.525,0.0,630.9713320732117,0.056092102,292,0.009846441,1,1011.2231673642506
528198,-0.03229165077209473,906.7998,4.207187,0.039337218,966.525,0.0,634.7413170337677,0.039337218,293,0.008749663,1,1011.1494111692767
531198,-0.05251443386077881,906.82043,4.192227,0.043381408,966.525,0.0,638.4736685752869,0.043381408,294,0.008130856,1,1011.6084700399213
534198,-0.009438753128051758,906.3695,4.2008433,0.042725824,966.525,0.0,642.384033203125,0.042725824,295,0.008182341,1,1011.8134247685377
537198,0.0005627274513244629,906.40735,4.193847,0.044463694,966.525,0.0,646.1377940177917,0.044463694,296,0.0074559296,1,1011.8903017114637
540198,-0.002261519432067871,917.5731,4.216071,0.045247696,978.225,0.0,649.8996477127075,0.045247696,297,0.010151111,1,1024.6880553249775
542670,0.5879327952861786,912.4499,4.228819,0.070935465,973.825,0.0,653.6463937759399,0.070935465,298,0.0087163225,1,1020.8163432697177
545670,-0.00019598007202148438,912.6712,4.219199,0.048252188,973.825,0.0,657.4922776222229,0.048252188,299,0.008919331,1,1020.661355475066
548670,0.0002377033233642578,912.5995,4.2181735,0.051554803,973.825,0.0,661.3046193122864,0.051554803,300,0.008675756,1,1020.4572973568138
551670,-0.024271011352539062,912.27216,4.2096944,0.06155681,973.825,0.0,665.1304514408112,0.06155681,301,0.009546321,1,1020.0721747646057
554670,-0.005034804344177246,912.32776,4.20938,0.04160476,973.825,0.0,668.9946465492249,0.04160476,302,0.007242537,1,1020.1482262723706
557670,-0.016033411026000977,912.56287,4.2034245,0.041414093,973.825,0.0,672.8078727722168,0.041414093,303,0.007937726,1,1019.8703239420527
560670,0.0015715956687927246,912.54376,4.199766,0.05791539,973.825,0.0,676.5783717632294,0.05791539,304,0.009065304,1,1019.8907479760744
563670,-0.00019991397857666016,912.192,4.2014484,0.04048711,973.825,0.0,680.4925093650818,0.04048711,305,0.008170773,1,1018.2420261579476
566670,-0.004756569862365723,927.61755,4.21607,0.037280083,990.45,0.0,684.3721575737,0.037280083,306,0.008685016,1,1036.0451844751951
569670,-0.004158973693847656,928.05536,4.2169247,0.038919386,991.35,0.0,688.09192943573,0.038919386,307,0.008762183,1,1036.7287524258477
572670,-0.006516456604003906,927.6885,4.240656,0.039885685,991.35,0.0,691.9428091049194,0.039885685,308,0.008496525,1,1036.6768016482765
575670,-0.027852416038513184,927.7853,4.229887,0.053298976,991.35,0.0,695.7747867107391,0.053298976,309,0.009325732,1,1035.5697337036866
578670,-0.0002269744873046875,928.3262,4.2353787,0.04743904,991.35,0.0,699.6035451889038,0.04743904,310,0.009052571,1,1035.7252176587542
581670,-0.011568546295166016,927.7205,4.246763,0.048661817,991.35,0.0,703.3892104625702,0.048661817,311,0.009451253,1,1035.2492733942113
584670,-0.005637526512145996,927.4049,4.241944,0.049095087,991.35,0.0,707.2281579971313,0.049095087,312,0.010085438,1,1035.2011125208383
587670,0.49042707681655884,928.784,4.2555165,0.049715273,991.35,0.0,711.0001218318939,0.049715273,313,0.009253136,1,1034.8248880951683
590670,0.028115808963775635,928.94403,4.2492404,0.061128184,991.35,0.0,714.7889220714569,0.061128184,314,0.0073786937,1,1033.9690653691691
593670,-0.18491995334625244,929.2494,4.236626,0.04097616,991.35,0.0,718.5545027256012,0.04097616,315,0.0077453055,1,1033.9378962213445
596670,-0.0011447668075561523,929.22296,4.2684393,0.045269147,991.35,0.0,722.3002133369446,0.045269147,316,0.008073635,1,1033.2180256694037
599670,-0.009245872497558594,929.83514,4.287253,0.040426128,991.35,0.0,726.0522973537445,0.040426128,317,0.008317013,1,1033.3924522238763
602670,0.13196128606796265,929.4906,4.311136,0.04717347,991.35,0.0,729.8469808101654,0.04717347,318,0.007247855,1,1032.50046848801
605670,4.851818084716797e-05,929.8449,4.298916,0.05361647,991.35,0.0,733.632664680481,0.05361647,319,0.014401464,1,1032.0236200331763
608670,-0.09691667556762695,929.5573,4.311246,0.04598393,991.35,0.0,737.4451103210449,0.04598393,320,0.007640808,1,1032.5494311212005
611670,-0.0020598173141479492,928.9069,4.311484,0.039294604,991.35,0.0,741.2534203529358,0.039294604,321,0.00748592,1,1031.9095273702615
614670,0.1617424488067627,931.9613,4.3038325,0.05721313,995.6,0.0,745.0848743915558,0.05721313,322,0.0075155096,1,1035.8378379808405
618666,0.6424171626567841,916.7554,4.290655,0.055562455,978.9,0.0,748.8575084209442,0.055562455,324,0.008760035,2,1016.2343962916788
621666,-0.06469404697418213,915.9264,4.289858,0.05689548,978.9,0.0,752.9004535675049,0.05689548,325,0.008193355,1,1015.7925956847257
624666,-0.0036149024963378906,916.4295,4.25445,0.042249445,978.9,0.0,756.6893343925476,0.042249445,326,0.009333318,1,1015.3258902592694
627666,-0.0034770965576171875,915.95135,4.2641597,0.049138725,978.9,0.0,760.4908106327057,0.049138725,327,0.010419464,1,1014.5679559728699
630666,-0.00400853157043457,916.1123,4.274903,0.047127627,978.9,0.0,764.2672793865204,0.047127627,328,0.008539132,1,1013.3440841077288
633666,-0.0010219812393188477,916.3903,4.2781043,0.043329597,978.9,0.0,768.1338005065918,0.043329597,329,0.010517026,1,1012.6475678126329
638175,0.14035910367965698,882.6375,4.293551,0.0683815,941.475,0.0,771.9843401908875,0.0683815,332,0.008192036,3,975.0300224412913
641175,0.01542431116104126,882.214,4.2865615,0.05278483,941.475,0.0,775.8219285011292,0.05278483,333,0.008028947,1,974.8841767659403
644175,0.011235594749450684,882.2318,4.275214,0.041019604,941.475,0.0,779.6610598564148,0.041019604,334,0.009579723,1,974.1861143059435
647175,-0.0018634796142578125,882.8807,4.269381,0.04837824,941.475,0.0,783.5400032997131,0.04837824,335,0.008372707,1,974.3454566015396
650175,-0.0063544511795043945,883.2381,4.272089,0.044981223,941.475,0.0,787.2961602210999,0.044981223,336,0.009403026,1,973.9530582907389
653175,-0.0030422210693359375,883.6793,4.264589,0.036482725,941.475,0.0,791.0673913955688,0.036482725,337,0.0086854175,1,974.7042179300021
658488,0.5077019929885864,882.6112,4.249939,0.05636778,940.15,0.0,794.8628017902374,0.05636778,339,0.007945357,2,973.0662170511772
661488,-0.12305033206939697,883.3411,4.2438946,0.05099053,940.15,0.0,798.5780260562897,0.05099053,340,0.010341926,1,973.0603855023519
664488,-0.07214915752410889,883.8449,4.2412105,0.05476113,940.15,0.0,802.4219431877136,0.05476113,341,0.008435392,1,973.9798792766858
667488,-0.006682038307189941,883.8576,4.2291327,0.04685042,940.15,0.0,806.2194254398346,0.04685042,342,0.013883223,1,973.0127620400839
670488,-0.0006425380706787109,884.19324,4.235048,0.047104582,940.15,0.0,810.0406501293182,0.047104582,343,0.009300528,1,972.9678446432754
673488,0.0006458759307861328,884.07715,4.2410545,0.056119073,940.15,0.0,813.8229892253876,0.056119073,344,0.009367528,1,972.3713237631524
676488,-0.0012056827545166016,883.9124,4.2297025,0.05164095,940.15,0.0,817.5750477313995,0.05164095,345,0.009393037,1,972.2066542384052
679488,-0.0023131370544433594,883.5535,4.246275,0.04726466,940.15,0.0,821.3869552612305,0.04726466,346,0.009793315,1,971.9953695652297
682488,2.7358531951904297e-05,884.034,4.270563,0.04099161,940.15,0.0,825.1894452571869,0.04099161,347,0.009251372,1,971.4482838542186
685488,-0.006776213645935059,883.5781,4.265076,0.044912133,940.15,0.0,829.0474002361298,0.044912133,348,0.009192682,1,971.4187747406602
688224,0.3555750250816345,881.65393,4.2396183,0.046616584,937.95,0.0,832.8849861621857,0.046616584,349,0.007874183,1,968.9875578075884
691224,-6.711483001708984e-05,881.21423,4.2425156,0.046096362,937.95,0.0,836.7041618824005,0.046096362,350,0.008548584,1,968.7841133171117
694224,0.0017656683921813965,882.1369,4.2406063,0.05352536,937.95,0.0,840.4993808269501,0.05352536,351,0.008576485,1,969.821417848218
697224,-0.15575098991394043,881.933,4.238222,0.049045034,937.95,0.0,844.2574224472046,0.049045034,352,0.010353118,1,970.611768945679
700224,-0.04048466682434082,881.1924,4.2354507,0.055576555,937.95,0.0,847.9943759441376,0.055576555,353,0.0100114355,1,971.393688120216
703224,7.18235969543457e-05,881.05383,4.2386475,0.054106172,937.95,0.0,851.809308052063,0.054106172,354,0.008906286,1,972.7153831827893
706224,-0.000802159309387207,880.9543,4.216307,0.051353604,937.95,0.0,855.6137976646423,0.051353604,355,0.009736944,1,973.3822599659859
709224,-0.015856266021728516,881.35156,4.201788,0.051172223,937.95,0.0,859.4370708465576,0.051172223,356,0.009151722,1,973.8132368502204
712224,-8.106231689453125e-06,881.27747,4.192267,0.059019785,937.95,0.0,863.2397391796112,0.059019785,357,0.010652792,1,972.9218217424656
715224,-0.0010770559310913086,881.3008,4.1768804,0.04290415,937.95,0.0,866.9694163799286,0.04290415,358,0.008411298,1,973.1134804005735
718224,-3.337860107421875e-06,881.44543,4.160467,0.041029297,937.95,0.0,870.7186877727509,0.041029297,359,0.008500852,1,973.5391136916938
721224,-2.384185791015625e-07,882.8201,4.160767,0.051191922,937.95,0.0,874.5058979988098,0.051191922,360,0.009101922,1,973.8229050043599
724224,-0.004801154136657715,883.22815,4.1781025,0.05568579,937.95,0.0,878.3372061252594,0.05568579,361,0.0098735485,1,974.5124176567181
727224,0.00032699108123779297,883.7103,4.1915283,0.06183561,937.95,0.0,882.0802998542786,0.06183561,362,0.009750316,1,976.2691120301072
730224,-0.007646322250366211,883.7087,4.1683116,0.053165175,937.95,0.0,885.863272190094,0.053165175,363,0.0089435205,1,977.1425854199166
734400,0.35937273502349854,886.1283,4.1441426,0.07058371,939.45,0.0,889.6564593315125,0.07058371,365,0.008663358,2,980.5760203056561
737400,-0.02722930908203125,885.5416,4.146401,0.04589048,939.45,0.0,893.4318881034851,0.04589048,366,0.0110329,1,979.8771833520216
740400,0.6411873400211334,885.632,4.1593685,0.09156701,939.45,0.0,897.2002940177917,0.09156701,367,0.009498922,1,979.2123085266434
743400,-0.00671696662902832,885.30145,4.158257,0.052060254,939.45,0.0,900.986029624939,0.052060254,368,0.012653906,1,979.6770235934597
746400,0.013275206089019775,885.266,4.181091,0.041087057,939.45,0.0,904.8199076652527,0.041087057,369,0.008932067,1,980.2192608348399
749400,-0.0014721155166625977,884.58984,4.1440053,0.05478713,939.45,0.0,908.561178445816,0.05478713,370,0.009004202,1,979.4862600723321
754305,0.1338391900062561,910.60645,4.152281,0.060728792,967.75,0.0,912.3508176803589,0.060728792,372,0.008679053,2,1008.602455538425
757305,-0.33056342601776123,911.0041,4.147894,0.058360063,967.75,0.0,916.1332082748413,0.058360063,373,0.009416905,1,1008.7425408343825
760305,-0.006364583969116211,911.1419,4.1271915,0.05231341,967.75,0.0,920.0557310581207,0.05231341,374,0.009507381,1,1008.5958482836908
762657,-0.366779088973999,907.938,4.1300664,0.07246544,962.35,0.0,923.8958809375763,0.07246544,375,0.01161704,1,1005.8697451863427
765657,-0.00989842414855957,907.2518,4.127227,0.044394433,962.35,0.0,927.6365420818329,0.044394433,376,0.008492491,1,1006.80854614974
768513,0.5524848699569702,906.33417,4.124451,0.06763626,961.15,0.0,931.3732018470764,0.06763626,377,0.011177019,1,1005.0145969265475
771513,0.0027223825454711914,906.8622,4.150581,0.046360347,961.15,0.0,935.2339415550232,0.046360347,378,0.010645272,1,1005.4614208206476
774513,0.003985583782196045,911.40955,4.151177,0.050436243,966.875,0.0,938.932460308075,0.050436243,379,0.011818778,1,1012.4075952102019
777513,0.0007681846618652344,910.306,4.143006,0.047333203,966.875,0.0,942.5919620990753,0.047333203,380,0.009971239,1,1013.0501521369448
780513,0.0011899471282958984,909.83484,4.1417828,0.042343616,966.875,0.0,946.433605670929,0.042343616,381,0.011911428,1,1012.7269867892643
783513,0.027568519115447998,909.9367,4.1449265,0.05164156,966.875,0.0,950.3018066883087,0.05164156,382,0.009378239,1,1013.8729607754956
786513,-0.721132755279541,909.6932,4.134039,0.05804493,966.875,0.0,954.0957791805267,0.05804493,383,0.009500758,1,1014.0703875636045
