# {"env_id": "CartPole-v0", "t_start": 1551114205.6013846} 
r,l,t
24.0,24,6.580181
14.0,14,6.604072
18.0,18,6.634237
11.0,11,6.651101
20.0,20,6.710611
17.0,17,6.763474
24.0,24,6.836948
42.0,42,6.905006
18.0,18,6.930642
43.0,43,7.003884
18.0,18,7.039629
18.0,18,7.079802
24.0,24,7.130512
14.0,14,7.156522
38.0,38,7.247212
17.0,17,7.287306
12.0,12,7.321623
12.0,12,7.391104
15.0,15,7.464053
11.0,11,7.508771
30.0,30,7.630144
13.0,13,7.678565
105.0,105,8.111815
15.0,15,8.153556
11.0,11,8.183635
22.0,22,8.244148
9.0,9,8.26878
29.0,29,8.350033
15.0,15,8.373231
27.0,27,8.415673
51.0,51,8.512396
23.0,23,8.550749
21.0,21,8.583669
11.0,11,8.601326
16.0,16,8.630841
11.0,11,8.672431
37.0,37,8.766508
12.0,12,8.811627
16.0,16,8.887697
52.0,52,9.163093
45.0,45,9.322177
22.0,22,9.379367
23.0,23,11.175192
35.0,35,11.265566
26.0,26,11.325059
13.0,13,11.342521
24.0,24,11.385861
65.0,65,11.586743
24.0,24,11.649026
24.0,24,11.70643
20.0,20,11.736068
14.0,14,11.757397
24.0,24,11.793972
20.0,20,11.823062
35.0,35,11.87378
35.0,35,11.956309
12.0,12,11.992863
44.0,44,12.108474
42.0,42,12.229326
43.0,43,12.384693
25.0,25,12.466585
16.0,16,12.551664
11.0,11,12.602515
14.0,14,12.672133
43.0,43,12.877066
21.0,21,12.947107
21.0,21,13.002482
14.0,14,13.030429
24.0,24,13.087734
49.0,49,13.28511
55.0,55,13.482206
13.0,13,13.516607
26.0,26,13.613741
24.0,24,13.692931
11.0,11,13.729452
53.0,53,13.901885
24.0,24,13.941839
17.0,17,13.970628
18.0,18,13.999546
56.0,56,14.47834
27.0,27,14.543815
60.0,60,14.676468
35.0,35,14.75886
14.0,14,14.810851
34.0,34,14.943403
35.0,35,15.15054
51.0,51,15.343853
16.0,16,15.382256
29.0,29,15.466821
121.0,121,15.791596
41.0,41,15.902925
23.0,23,15.934983
72.0,72,16.286996
36.0,36,16.41162
