EpRewMean,entropy,ev_tdlam_before,TimeElapsed,EpTrueRewMean,EpLenMean,entloss,TimestepsSoFar,meankl,surrgain,EpisodesSoFar,optimgain,EpThisIter
754.3922,3.6461408,-0.14359581470489502,151.35710167884827,775.3126740362347,694.075,0.0,107280,0.0071090288,0.04522199,127,0.04522199,1
769.26025,3.6540442,0.07846301794052124,155.0544421672821,790.845168524166,711.15,0.0,110280,0.0065051606,0.05910532,128,0.05910532,1
779.9383,3.6512148,-0.0009257793426513672,158.75276517868042,801.4437831524028,725.8,0.0,113280,0.0067119086,0.041385412,129,0.041385412,1
797.89984,3.6577697,-0.008297562599182129,162.41267275810242,821.2878841617008,745.875,0.0,116280,0.007112737,0.042200737,130,0.042200737,1
812.41376,3.6629927,-0.050638437271118164,166.11368799209595,836.0189030620307,763.425,0.0,119280,0.008121271,0.042100947,131,0.042100947,1
827.11523,3.6528387,-0.19415664672851562,169.85677528381348,851.596432715987,780.925,0.0,122280,0.006400511,0.041410156,132,0.041410156,1
840.0111,3.6745222,-0.007526755332946777,173.64671063423157,865.1785302141095,797.5,0.0,125280,0.007270434,0.03409319,133,0.03409319,1
862.56934,3.6763062,-0.0016489028930664062,177.29124855995178,888.9315839723998,821.225,0.0,128280,0.0073560905,0.035376407,134,0.035376407,1
882.1945,3.6708372,-3.063678741455078e-05,180.87312006950378,910.8318644568368,848.95,0.0,134280,0.006959187,0.036760956,136,0.036760956,2
884.1019,3.6477072,-0.0010818243026733398,184.66779208183289,913.4081231635435,855.5,0.0,137280,0.007421567,0.042746916,137,0.042746916,1
901.3131,3.6674826,0.00014412403106689453,188.2922646999359,931.3453304281117,874.7,0.0,140280,0.007007098,0.036701575,138,0.036701575,1
904.7748,3.6448653,-0.048224687576293945,191.97273015975952,937.9563093723785,882.6,0.0,143280,0.007869846,0.049657393,139,0.049657393,1
883.3507,3.6421893,-0.054753661155700684,195.65639567375183,919.2589085658929,865.3,0.0,144204,0.007066473,0.058001768,140,0.058001768,1
885.1193,3.6279986,-0.051825642585754395,199.39157152175903,924.3913436288,871.225,0.0,147204,0.0077123963,0.043921996,141,0.043921996,1
881.4305,3.624786,-0.0003477334976196289,203.1313853263855,923.5778405515518,871.225,0.0,150204,0.007462507,0.0348923,142,0.0348923,1
894.0446,3.6654277,-0.004053950309753418,206.76611614227295,936.2574840867462,886.625,0.0,153204,0.0073976307,0.038376823,143,0.038376823,1
896.4674,3.6465518,0.1695101261138916,210.45456624031067,938.1351162467215,890.975,0.0,154986,0.007483023,0.04988838,144,0.04988838,1
872.423,3.6207576,0.2725377678871155,214.17425990104675,916.9257424679951,872.35,0.0,158751,0.0077788886,0.052115057,146,0.052115057,2
876.5137,3.6204755,-0.01486063003540039,217.82367300987244,922.5300185262473,878.95,0.0,161751,0.007422423,0.035079543,147,0.035079543,1
873.7008,3.6340253,-0.005958437919616699,221.5959177017212,922.1693050708448,878.95,0.0,164751,0.00767489,0.04176112,148,0.04176112,1
871.7578,3.6028373,-0.00661313533782959,225.31708645820618,921.8987620629592,878.95,0.0,167751,0.007978939,0.039442275,149,0.039442275,1
880.446,3.5883093,-0.0011563301086425781,229.02839040756226,931.6730659582914,890.25,0.0,170751,0.006574169,0.03741078,150,0.03741078,1
877.7498,3.5863347,-0.0066220760345458984,232.70113110542297,932.0995230639186,890.25,0.0,173751,0.006837299,0.037374415,151,0.037374415,1
875.59784,3.599459,-0.009883642196655273,236.33010077476501,932.0781038639282,890.25,0.0,176751,0.007910391,0.044370733,152,0.044370733,1
873.6885,3.5821292,0.0018278956413269043,239.91962695121765,932.1957786158189,890.25,0.0,179751,0.0065779565,0.027389415,153,0.027389415,1
872.02625,3.6083357,-0.0005584955215454102,243.57425665855408,932.0137851518239,890.25,0.0,182751,0.0073105604,0.029793391,154,0.029793391,1
894.1483,3.6109598,0.00019228458404541016,247.15819883346558,956.611345893898,913.925,0.0,185751,0.007058508,0.03421238,155,0.03421238,1
894.38184,3.632263,0.00032395124435424805,250.82030844688416,959.4660927145484,916.725,0.0,188751,0.007559613,0.03176987,156,0.03176987,1
888.45734,3.64376,0.0005987286567687988,254.48052048683167,956.419370853427,913.975,0.0,194421,0.008035546,0.04610689,158,0.04610689,2
886.99756,3.6343062,-0.0023429393768310547,258.1890389919281,956.4962419335385,913.975,0.0,197421,0.007650787,0.036753226,159,0.036753226,1
868.64355,3.6349118,0.0005740523338317871,261.8691987991333,937.8505759400219,895.7,0.0,198228,0.00806259,0.03891008,160,0.03891008,1
867.8828,3.6029685,0.00015610456466674805,265.49164295196533,937.6177301416599,895.7,0.0,201228,0.007651993,0.035730228,161,0.035730228,1
866.2217,3.5930412,-0.010008931159973145,269.1623504161835,937.3521023515328,895.7,0.0,204228,0.009053252,0.048140075,162,0.048140075,1
865.52277,3.5984519,-0.056801557540893555,272.76440167427063,938.1528016318462,895.7,0.0,207228,0.00975438,0.045378808,163,0.045378808,1
864.036,3.6068404,0.6266057789325714,276.3812828063965,937.4141193263374,893.675,0.0,211521,0.0082328785,0.06396388,166,0.06396388,3
845.8241,3.5686052,0.23348289728164673,280.00295901298523,915.5404374499485,871.35,0.0,214842,0.008429203,0.051899213,168,0.051899213,2
846.11755,3.557092,0.009690165519714355,283.73490619659424,916.0964733441942,871.35,0.0,217842,0.008841231,0.053829245,169,0.053829245,1
846.91095,3.5516593,-0.03750181198120117,287.3434154987335,916.6808076693603,871.35,0.0,220842,0.007702303,0.048162214,170,0.048162214,1
847.1305,3.5392478,0.02383899688720703,290.9913787841797,917.9879811907824,871.35,0.0,223842,0.00746591,0.04213844,171,0.04213844,1
846.68835,3.5478513,0.04525476694107056,294.64127945899963,918.0875058490379,871.35,0.0,226842,0.00823229,0.037228756,172,0.037228756,1
846.9087,3.5452354,-0.004744887351989746,298.2303252220154,919.4431190674768,871.35,0.0,229842,0.0074187946,0.05026312,173,0.05026312,1
849.14825,3.544677,-0.01233983039855957,301.902370929718,921.1791043877726,871.35,0.0,232842,0.007695084,0.06406063,174,0.06406063,1
843.7389,3.5465612,-0.017769336700439453,305.53999185562134,916.5873256643717,866.525,0.0,238263,0.0070999153,0.05103249,176,0.05103249,2
826.68713,3.5496519,0.24736833572387695,309.28668093681335,898.7314949215328,848.625,0.0,239115,0.008233207,0.06630227,177,0.06630227,1
826.6388,3.5315244,-0.01242530345916748,312.96881198883057,898.7888980442546,848.625,0.0,242115,0.007925663,0.04765797,178,0.04765797,1
826.5797,3.5405295,0.03835016489028931,316.6081848144531,897.6123066164018,848.625,0.0,245115,0.009092469,0.063097276,179,0.063097276,1
821.3527,3.5161417,0.11432570219039917,320.3005406856537,892.6658884588153,844.3,0.0,248520,0.008481916,0.0500133,181,0.0500133,2
821.49445,3.5219123,-0.007210731506347656,324.0336811542511,893.6954838153713,844.3,0.0,251520,0.007872514,0.03354551,182,0.03354551,1
820.7539,3.539765,-0.01670968532562256,327.82497811317444,893.2158976425932,844.3,0.0,254520,0.008113317,0.037198238,183,0.037198238,1
829.3807,3.5564187,-0.015639781951904297,331.44372963905334,903.0717658049025,854.45,0.0,257520,0.007826454,0.042327285,184,0.042327285,1
829.0265,3.5515425,0.013720035552978516,335.10466384887695,902.4045550183637,854.45,0.0,260520,0.007490126,0.06422849,185,0.06422849,1
847.83484,3.557159,-0.18918466567993164,338.74665331840515,922.3723488011528,873.075,0.0,263520,0.008820145,0.04455733,186,0.04455733,1
847.5544,3.5537126,-0.05421411991119385,342.40429759025574,923.3616705795727,873.075,0.0,266520,0.00856913,0.04273531,187,0.04273531,1
826.6367,3.5592344,0.3593898415565491,346.0676188468933,903.0433213129133,852.025,0.0,269994,0.0071711955,0.052236013,189,0.052236013,2
826.33136,3.5521219,-0.024770379066467285,349.7213349342346,903.1670704067277,852.025,0.0,272994,0.007334671,0.057174295,190,0.057174295,1
826.39026,3.5394218,-0.007650971412658691,353.4454391002655,903.1962558108922,852.025,0.0,275994,0.0075937454,0.033550814,191,0.033550814,1
826.7093,3.5365908,0.007907748222351074,357.14312267303467,903.8385219895154,852.025,0.0,278994,0.008161218,0.037190348,192,0.037190348,1
826.94275,3.553559,0.009487390518188477,360.7545578479767,903.7427492845065,852.025,0.0,281994,0.0064288117,0.050254937,193,0.050254937,1
826.72345,3.525726,-0.0017447471618652344,364.4554376602173,903.7081736631168,852.025,0.0,284994,0.008011886,0.038830712,194,0.038830712,1
826.89453,3.5368645,-0.01882767677307129,368.24395084381104,903.3757425059832,852.025,0.0,287994,0.0076851565,0.036499813,195,0.036499813,1
806.16376,3.5451045,0.0670977234840393,371.9613757133484,880.5417771389136,830.1,0.0,291363,0.008116748,0.053473108,197,0.053473108,2
808.4914,3.5333948,0.0013921260833740234,375.75738167762756,883.2193527222425,832.85,0.0,294363,0.008938709,0.03902532,198,0.03902532,1
825.5332,3.5386357,-0.003046870231628418,379.6809365749359,901.0171255114079,851.125,0.0,300363,0.009478357,0.03798841,200,0.03798841,2
825.0394,3.538849,-0.0012505054473876953,383.3238673210144,900.66831766762,851.125,0.0,303363,0.007883491,0.027633863,201,0.027633863,1
824.8002,3.552253,-0.0006768703460693359,387.09906220436096,900.0346124742097,851.125,0.0,306363,0.00857446,0.04719355,202,0.04719355,1
824.21423,3.52835,0.007035493850708008,390.830726146698,898.9276708795645,851.125,0.0,309363,0.008839231,0.05270841,203,0.05270841,1
823.7873,3.5299072,0.008914470672607422,394.53482484817505,898.2552562921501,851.125,0.0,312363,0.007635583,0.035847448,204,0.035847448,1
837.9717,3.5599284,-9.942054748535156e-05,398.20714497566223,913.4945253361282,868.375,0.0,315363,0.008442998,0.022793513,205,0.022793513,1
857.1553,3.579963,-0.019316434860229492,401.86324071884155,935.5301505526093,890.35,0.0,318363,0.00803444,0.034772784,206,0.034772784,1
853.2894,3.5869071,0.010118961334228516,405.74955224990845,934.234581002175,890.35,0.0,321363,0.007913377,0.032934237,207,0.032934237,1
873.11975,3.5653756,-0.07515013217926025,409.49285864830017,956.7438077125662,912.675,0.0,324363,0.008720762,0.040474348,208,0.040474348,1
871.42566,3.565002,0.015209615230560303,413.24454402923584,955.8120465779004,912.675,0.0,327363,0.008884737,0.026291713,209,0.026291713,1
869.2578,3.5642703,-0.0011841058731079102,416.963294506073,955.2756366751306,912.675,0.0,330363,0.009003304,0.039413773,210,0.039413773,1
868.0213,3.5219657,0.007607460021972656,420.66081380844116,954.1250979883723,912.675,0.0,333363,0.009005997,0.041191913,211,0.041191913,1
865.49475,3.5044577,0.6290993690490723,424.3862533569336,950.0816506593252,908.1,0.0,338814,0.007506343,0.056202747,213,0.056202747,2
862.5005,3.554482,0.012612700462341309,428.17347621917725,948.9759667003342,908.1,0.0,341814,0.008351882,0.033627458,214,0.033627458,1
866.2248,3.5547872,0.022066473960876465,431.9633674621582,954.7018912062773,912.925,0.0,344814,0.008415485,0.041741684,215,0.041741684,1
863.3615,3.5730283,0.08373457193374634,435.63497376441956,950.0746355580102,909.15,0.0,347361,0.008111138,0.06582112,216,0.06582112,1
882.46936,3.5710733,0.04183971881866455,439.3454792499542,969.7520749158879,927.05,0.0,350361,0.008546021,0.038925342,217,0.038925342,1
881.5082,3.5914528,-0.02783060073852539,443.03626894950867,969.167675022245,927.05,0.0,353361,0.008799702,0.06122086,218,0.06122086,1
876.58167,3.6062849,0.11323654651641846,446.78362679481506,964.145060627292,921.15,0.0,355653,0.008498832,0.060127378,219,0.060127378,1
876.56464,3.6285095,-0.061200499534606934,450.4624972343445,964.6704239059303,921.15,0.0,358653,0.009232565,0.069074735,220,0.069074735,1
899.90344,3.6288474,-0.17816340923309326,454.07909417152405,988.8281926565227,942.775,0.0,361653,0.0076304646,0.060558584,221,0.060558584,1
900.7549,3.6162698,-0.017556428909301758,457.8266909122467,989.5174575619337,942.775,0.0,364653,0.008364654,0.040900722,222,0.040900722,1
882.33966,3.6113522,0.07738059759140015,461.5941045284271,971.4274652493186,923.25,0.0,368310,0.008258738,0.063694134,224,0.063694134,2
881.77374,3.6041806,0.3910290002822876,465.2757897377014,973.097059062536,923.25,0.0,371310,0.0072764987,0.04883994,225,0.04883994,1
874.2248,3.6025999,0.03216910362243652,468.99444818496704,967.5247257264276,917.225,0.0,373587,0.007988185,0.058331735,226,0.058331735,1
873.874,3.6115496,-0.032280802726745605,472.75289249420166,967.7149269593214,917.225,0.0,376587,0.008229868,0.06552945,227,0.06552945,1
873.99646,3.6308677,-0.02729511260986328,476.45749378204346,968.2036415959195,917.225,0.0,379587,0.0077443207,0.043176062,228,0.043176062,1
893.013,3.6450274,-0.00588834285736084,480.1701068878174,989.7824094947507,938.275,0.0,382587,0.008144647,0.04661414,229,0.04661414,1
892.7938,3.657747,0.0196535587310791,483.85137462615967,990.8812956380985,938.275,0.0,385587,0.007012588,0.06174786,230,0.06174786,1
892.62366,3.6557248,-0.001991748809814453,487.62196612358093,991.0475593426221,938.275,0.0,388587,0.0076994123,0.045985065,231,0.045985065,1
892.4785,3.6524127,-0.013694286346435547,491.2471203804016,991.6193185273945,938.275,0.0,391587,0.0086308755,0.04107914,232,0.04107914,1
892.4915,3.6401656,-0.0011658668518066406,495.02995467185974,992.3976176562235,938.275,0.0,394587,0.008475924,0.05344192,233,0.05344192,1
893.16077,3.6571047,-0.06436669826507568,498.7440378665924,994.0772181744596,938.275,0.0,397587,0.0073782178,0.03787906,234,0.03787906,1
892.52167,3.667625,-0.0023423433303833008,502.34823298454285,994.8810633953514,938.275,0.0,400587,0.009001118,0.037774857,235,0.037774857,1
893.3502,3.634218,-0.0015985965728759766,505.9546184539795,996.9967511825678,938.275,0.0,403587,0.008261275,0.049017556,236,0.049017556,1
915.4076,3.6389387,0.03866332769393921,509.67776703834534,1020.1986348513062,960.2,0.0,406587,0.007822704,0.048497133,237,0.048497133,1
914.4266,3.6268857,-0.001423478126525879,513.3952538967133,1022.6973295236592,960.2,0.0,412587,0.009715996,0.050657403,239,0.050657403,2
914.14307,3.6336973,-0.00012922286987304688,517.0675220489502,1023.5042761784655,960.2,0.0,415587,0.00863465,0.03519749,240,0.03519749,1
914.667,3.6283634,-0.06514418125152588,520.79465675354,1024.8224702999244,960.2,0.0,418587,0.0096285585,0.03691937,241,0.03691937,1
914.4785,3.622557,0.006111621856689453,524.5462455749512,1026.589336418435,960.2,0.0,421587,0.007688665,0.052040067,242,0.052040067,1
914.6367,3.6497476,-0.00966036319732666,528.1547150611877,1028.0469113741099,960.2,0.0,424587,0.008063037,0.03372186,243,0.03372186,1
914.4274,3.614103,0.031959474086761475,531.8369388580322,1028.964498678099,960.2,0.0,427587,0.009197106,0.054305255,244,0.054305255,1
915.0718,3.616976,-0.004761695861816406,535.6109507083893,1029.8909218473843,960.2,0.0,430587,0.008837934,0.036380224,245,0.036380224,1
916.46484,3.627169,-0.0014249086380004883,539.3246073722839,1032.1611134372865,960.2,0.0,433587,0.00775054,0.051823147,246,0.051823147,1
916.596,3.6277483,-1.3947486877441406e-05,542.9709558486938,1032.9312110019519,960.2,0.0,436587,0.0090319095,0.03384672,247,0.03384672,1
916.45526,3.6447365,-5.7220458984375e-06,546.6827421188354,1033.3017019696417,960.2,0.0,439587,0.008752761,0.028468076,248,0.028468076,1
917.5631,3.6530392,-0.0004998445510864258,550.4269387722015,1036.050863302104,960.2,0.0,442587,0.007893642,0.046345808,249,0.046345808,1
918.71906,3.6717856,-1.6689300537109375e-06,554.1385776996613,1036.5466379194108,960.2,0.0,445587,0.009829892,0.04063586,250,0.04063586,1
918.9837,3.6765523,-8.571147918701172e-05,557.8552877902985,1037.4981418772513,960.2,0.0,448587,0.008197854,0.05268587,251,0.05268587,1
900.58167,3.6822124,0.007344484329223633,561.5353226661682,1020.1446569044596,943.175,0.0,451995,0.0076081767,0.057055127,253,0.057055127,2
901.73596,3.6715999,-0.32566285133361816,565.149338722229,1021.7078514280911,943.175,0.0,454995,0.008158481,0.0665144,254,0.0665144,1
901.63855,3.660545,-0.04573178291320801,568.859979391098,1022.5212586699415,943.175,0.0,457995,0.007957139,0.038565435,255,0.038565435,1
903.5801,3.6640322,-0.12640666961669922,572.4856805801392,1026.208160041544,946.95,0.0,460995,0.0076344097,0.066571206,256,0.066571206,1
900.8016,3.6664143,0.06644338369369507,576.2206208705902,1025.5461891004684,946.95,0.0,463995,0.0074344086,0.05569754,257,0.05569754,1
901.3324,3.6683042,0.0024335384368896484,580.0013115406036,1026.9747738910378,946.95,0.0,466995,0.01225939,0.04919848,258,0.04919848,1
905.76404,3.6753607,-0.005382657051086426,583.6937320232391,1033.1422914641844,952.85,0.0,469995,0.009483242,0.03079636,259,0.03079636,1
905.23224,3.6787722,-0.004417538642883301,587.3802378177643,1032.6450550413585,952.85,0.0,472995,0.0089006135,0.046442986,260,0.046442986,1
901.917,3.6832051,-0.0012325048446655273,591.1723728179932,1031.0092327272873,952.85,0.0,475995,0.007833525,0.03411062,261,0.03411062,1
899.76874,3.6588824,-6.532669067382812e-05,594.978342294693,1030.1847852045273,952.85,0.0,478995,0.008762862,0.038997848,262,0.038997848,1
899.08826,3.6696696,-0.012395143508911133,598.6317794322968,1028.645394191191,952.85,0.0,481995,0.009473955,0.036940493,263,0.036940493,1
917.91516,3.6727314,-1.0728836059570312e-06,602.3083493709564,1048.8905451642772,972.375,0.0,484995,0.009458692,0.048666574,264,0.048666574,1
918.48694,3.6834493,0.00034552812576293945,606.120611667633,1048.3186799367436,972.375,0.0,487995,0.008150508,0.05420906,265,0.05420906,1
923.93164,3.6739566,-1.1920928955078125e-07,609.9464695453644,1053.4659221233042,978.4,0.0,490995,0.009023771,0.04149531,266,0.04149531,1
923.6387,3.6707394,-4.9233436584472656e-05,613.677324295044,1052.6228949244821,978.4,0.0,493995,0.009035271,0.053538483,267,0.053538483,1
924.49854,3.6919575,-0.009432673454284668,617.4863171577454,1052.1887288517826,978.4,0.0,496995,0.0099966545,0.038811795,268,0.038811795,1
925.099,3.7234738,2.1338462829589844e-05,621.147394657135,1052.3662390660354,978.4,0.0,499995,0.008824438,0.043277994,269,0.043277994,1
925.52765,3.7298567,-0.0007395744323730469,624.8910636901855,1052.5269693107896,978.4,0.0,502995,0.0085169915,0.054210253,270,0.054210253,1
925.8885,3.759192,-9.894371032714844e-06,628.5594427585602,1052.5702586140767,978.4,0.0,505995,0.008964195,0.032830372,271,0.032830372,1
917.63513,3.753058,0.018902182579040527,632.3376142978668,1036.462836811515,960.35,0.0,509829,0.010179745,0.087765574,273,0.087765574,2
916.931,3.743935,-0.00011134147644042969,636.0959703922272,1035.290812829046,960.35,0.0,512829,0.00883396,0.045697607,274,0.045697607,1
917.2999,3.7284303,-1.3113021850585938e-06,639.6670181751251,1034.9825184220947,960.35,0.0,515829,0.009014569,0.054670144,275,0.054670144,1
917.02704,3.7483828,-0.007979154586791992,643.2577586174011,1033.6807980526928,960.35,0.0,518829,0.009082367,0.043448962,276,0.043448962,1
897.70667,3.7286923,-0.06699192523956299,646.9761664867401,1013.3090107320706,939.7,0.0,519351,0.007854277,0.07156783,277,0.07156783,1
898.1564,3.7216802,-0.05023503303527832,650.6743183135986,1012.8516744220257,939.7,0.0,522351,0.008394219,0.05938652,278,0.05938652,1
898.72815,3.7256465,-0.03356635570526123,654.3389360904694,1011.9748571225136,939.7,0.0,525351,0.009761786,0.04152776,279,0.04152776,1
899.5332,3.718172,0.09781575202941895,657.9939756393433,1011.9131523094662,939.7,0.0,528351,0.008246748,0.061846912,280,0.061846912,1
895.90234,3.7192624,0.3491172790527344,661.6187767982483,1004.9052153421022,932.35,0.0,533469,0.01093483,0.07566504,282,0.07566504,2
895.76025,3.718697,-0.028572797775268555,665.3049919605255,1004.2512695787642,932.35,0.0,536469,0.009337494,0.053628124,283,0.053628124,1
883.32764,3.7037969,0.47415465116500854,668.971568107605,989.2588153904501,914.475,0.0,540324,0.010867557,0.083482,285,0.083482,2
882.5819,3.7084417,0.0005698204040527344,672.6562016010284,987.8432432342848,914.475,0.0,543324,0.009322666,0.06788039,286,0.06788039,1
882.91174,3.7027667,-0.012187838554382324,676.3731245994568,987.9252571546288,914.475,0.0,546324,0.009357361,0.04216353,287,0.04216353,1
883.5788,3.6987288,-0.031033754348754883,680.0262179374695,988.1325402261202,914.475,0.0,549324,0.008791076,0.05054561,288,0.05054561,1
882.59393,3.6960757,0.13704264163970947,683.7031948566437,985.5161733181973,914.475,0.0,552324,0.009539934,0.057006367,289,0.057006367,1
882.1092,3.7365966,0.33794158697128296,687.4975426197052,984.957596643985,914.475,0.0,555324,0.00886954,0.06963659,290,0.06963659,1
862.82654,3.7268615,0.06773030757904053,691.1566379070282,962.7156965166727,894.05,0.0,558873,0.009511244,0.060612526,292,0.060612526,2
882.6707,3.7325456,0.0030601024627685547,694.8204944133759,984.442124527984,915.65,0.0,561873,0.007926103,0.031555004,293,0.031555004,1
881.4276,3.719428,0.011400759220123291,698.4633708000183,982.859423659427,915.65,0.0,564873,0.008700375,0.045931175,294,0.045931175,1
882.70715,3.7384562,-0.026262283325195312,702.2174780368805,983.7573741385626,915.65,0.0,567873,0.008144884,0.049367923,295,0.049367923,1
883.94073,3.7369096,0.005426883697509766,705.9184730052948,984.2610031289736,915.65,0.0,570873,0.007887651,0.04445476,296,0.04445476,1
864.03625,3.7357707,0.08304435014724731,709.6669855117798,962.4135255972254,894.275,0.0,574308,0.007843958,0.06514282,298,0.06514282,2
863.70624,3.6882565,0.022118747234344482,713.3588495254517,962.7584770660727,894.275,0.0,577308,0.009385074,0.06621353,299,0.06621353,1
863.9154,3.6935408,-0.013026237487792969,717.1192698478699,963.725168452573,894.275,0.0,580308,0.009122593,0.046106808,300,0.046106808,1
848.78625,3.692228,0.10030686855316162,720.8380401134491,945.35086871145,876.625,0.0,584190,0.0093513,0.058204763,302,0.058204763,2
848.8744,3.7074606,-0.0038532018661499023,724.5730624198914,945.1220197271756,876.625,0.0,587190,0.009155084,0.035202272,303,0.035202272,1
827.2372,3.7400205,0.07027196884155273,728.3150975704193,922.0756673157766,853.45,0.0,590409,0.0111012515,0.06593959,305,0.06593959,2
827.223,3.7456987,-0.0011823177337646484,732.0133421421051,922.2771299239088,853.45,0.0,593409,0.008721768,0.0494461,306,0.0494461,1
827.6447,3.7195373,-0.005469202995300293,735.6573870182037,922.9460859844181,853.45,0.0,596409,0.009580029,0.030403048,307,0.030403048,1
