EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,EpLenMean,surrgain,TimestepsSoFar,TimeElapsed,meankl,entloss,EpRewMean,entropy,EpThisIter,optimgain
538,1819.171925133461,-0.11076712608337402,687.825,0.044563364,565647,673.5043759346008,0.009444771,0.0,1819.171925133461,3.4344792,1,0.044563364
539,1848.0470515414734,0.025091946125030518,699.225,0.047404416,568647,677.1874783039093,0.008786954,0.0,1848.0470515414734,3.438485,1,0.047404416
541,1910.1717206522521,0.00601428747177124,723.875,0.05598088,572169,680.7930481433868,0.009898173,0.0,1910.1717206522521,3.419471,2,0.05598088
545,1865.918912370663,0.44405847787857056,707.1,0.060039066,577650,684.3887825012207,0.009252438,0.0,1865.918912370663,3.4209292,4,0.060039066
546,1846.705446061466,0.8438567370176315,700.15,0.065519124,579816,688.064150094986,0.009052835,0.0,1846.705446061466,3.4278781,1,0.065519124
548,1785.1192954934963,0.48441457748413086,677.325,0.05338763,583077,691.6528708934784,0.007977547,0.0,1785.1192954934963,3.4625788,2,0.05338763
549,1783.1667057017646,-0.027185440063476562,677.325,0.041864455,586077,695.330694437027,0.009305264,0.0,1783.1667057017646,3.4635923,1,0.041864455
550,1761.4950957958335,0.31709593534469604,671.05,0.05875991,588324,698.9712362289429,0.009936874,0.0,1761.4950957958335,3.455026,1,0.05875991
551,1809.9789461009673,0.12198770046234131,690.375,0.045333967,591324,702.675451040268,0.009354318,0.0,1809.9789461009673,3.451835,1,0.045333967
553,1798.3672556101671,0.5584967732429504,685.825,0.051528342,596778,706.2931625843048,0.008644941,0.0,1798.3672556101671,3.4647846,2,0.051528342
554,1797.009468087742,0.10851329565048218,684.5,0.05027816,599619,709.9166469573975,0.009667536,0.0,1797.009468087742,3.4180279,1,0.05027816
555,1841.4620937377374,0.010149657726287842,700.55,0.049519174,602619,713.42356133461,0.008838541,0.0,1841.4620937377374,3.420622,1,0.049519174
556,1839.2714920744668,-0.12802624702453613,700.55,0.054380957,605619,717.0146882534027,0.008600255,0.0,1839.2714920744668,3.3832772,1,0.054380957
558,1814.718719180565,0.6122202575206757,691.275,0.046713326,609039,720.6016039848328,0.008792697,0.0,1814.718719180565,3.398743,2,0.046713326
559,1819.8588057280292,0.0452767014503479,691.275,0.049126543,612039,724.3042018413544,0.010943364,0.0,1819.8588057280292,3.3874602,1,0.049126543
561,1860.831766881315,0.3332817554473877,702.35,0.05178269,615279,727.9768583774567,0.010294875,0.0,1860.831766881315,3.3896797,2,0.05178269
563,1803.3411452770997,0.5228862166404724,680.95,0.05605689,618711,731.9229972362518,0.010085436,0.0,1803.3411452770997,3.3545818,2,0.05605689
564,1807.884558069607,0.0726168155670166,680.95,0.04375563,621711,735.6773421764374,0.008428078,0.0,1807.884558069607,3.3402717,1,0.04375563
566,1748.1113807007278,0.8132174164056778,656.175,0.05782079,624738,739.2345247268677,0.009379751,0.0,1748.1113807007278,3.3394465,2,0.05782079
567,1752.601657448036,-0.022286534309387207,656.175,0.042663883,627738,742.9293248653412,0.00949174,0.0,1752.601657448036,3.3217463,1,0.042663883
569,1765.7153754551473,0.6594509482383728,656.95,0.049516916,631425,746.562830209732,0.010258207,0.0,1765.7153754551473,3.3186054,2,0.049516916
570,1773.45402015863,0.045589327812194824,656.95,0.038826372,634425,750.2589092254639,0.007930295,0.0,1773.45402015863,3.3545008,1,0.038826372
572,1774.2294151219444,0.9627087563276291,653.575,0.06936871,637494,753.8240864276886,0.009872168,0.0,1774.2294151219444,3.3581939,2,0.06936871
573,1803.137014296734,-0.05362868309020996,662.075,0.054761305,640494,757.5175199508667,0.008788091,0.0,1803.137014296734,3.3092887,1,0.054761305
574,1866.2707402552332,0.6050200760364532,683.3,0.04964754,643494,761.2861232757568,0.01055208,0.0,1866.2707402552332,3.3387427,1,0.04964754
575,1928.7588768540961,0.9688788559287786,702.925,0.05134659,646170,764.9423997402191,0.00841991,0.0,1928.7588768540961,3.3572078,1,0.05134659
577,2020.991089836519,0.7242979109287262,729.6,0.04442823,650199,768.6443543434143,0.009302279,0.0,2020.991089836519,3.3164282,2,0.04442823
578,2028.6808128719604,0.020770549774169922,729.6,0.048219018,653199,772.3485851287842,0.009282057,0.0,2028.6808128719604,3.2927556,1,0.048219018
579,2032.4521753096674,0.005110383033752441,729.6,0.03791857,656199,775.976220369339,0.010479997,0.0,2032.4521753096674,3.263822,1,0.03791857
581,2085.5053853501895,0.7456671297550201,740.95,0.047879193,661083,779.6169624328613,0.008952811,0.0,2085.5053853501895,3.3470178,2,0.047879193
582,2096.2285934250335,-0.015849709510803223,740.95,0.045097906,664083,783.3047609329224,0.009579366,0.0,2096.2285934250335,3.3366985,1,0.045097906
583,2137.062392602716,-0.001600027084350586,754.0,0.048997823,667083,786.947836637497,0.010345403,0.0,2137.062392602716,3.3671868,1,0.048997823
584,2203.0055717268215,0.9542461335659027,775.275,0.06433411,670083,790.6188340187073,0.009129869,0.0,2203.0055717268215,3.3670042,1,0.06433411
585,2263.6899409518805,0.007218360900878906,795.275,0.042714763,673083,794.1911015510559,0.009910449,0.0,2263.6899409518805,3.324973,1,0.042714763
586,2294.774304540324,-0.009699583053588867,802.225,0.041218594,676083,797.8897032737732,0.009369981,0.0,2294.774304540324,3.3308485,1,0.041218594
587,2264.2442154542864,0.9705711510032415,788.9,0.057668604,677484,801.6503858566284,0.009392459,0.0,2264.2442154542864,3.3418276,1,0.057668604
590,2267.3476603996864,0.8366419523954391,783.325,0.04817575,682323,805.2612173557281,0.009045025,0.0,2267.3476603996864,3.3424597,3,0.04817575
591,2273.2551812347365,-0.020964741706848145,783.325,0.041330338,685323,808.8692049980164,0.0102512445,0.0,2273.2551812347365,3.3071003,1,0.041330338
592,2281.3364264905545,-0.006474614143371582,783.325,0.037907623,688323,812.4686484336853,0.009321177,0.0,2281.3364264905545,3.3619153,1,0.037907623
593,2292.6383013952955,0.9620983749628067,784.1,0.07771717,690870,816.0512819290161,0.010146819,0.0,2292.6383013952955,3.3891385,1,0.07771717
594,2304.5919117810236,-0.01143336296081543,785.425,0.047385953,693870,819.7280442714691,0.009832846,0.0,2304.5919117810236,3.398217,1,0.047385953
595,2313.1376823807286,0.3652084469795227,785.425,0.04328657,696870,823.336582660675,0.00930353,0.0,2313.1376823807286,3.4218988,1,0.04328657
596,2304.8987173463306,0.9603955447673798,779.425,0.058516573,699150,826.993673324585,0.010828126,0.0,2304.8987173463306,3.3787532,1,0.058516573
597,2283.8687624890395,0.9655927196145058,770.7,0.057071023,701103,830.7208847999573,0.008538863,0.0,2283.8687624890395,3.3750525,1,0.057071023
598,2351.657715449573,0.0072487592697143555,792.2,0.040964406,704103,834.5197348594666,0.008880951,0.0,2351.657715449573,3.3716362,1,0.040964406
599,2356.3027786053453,0.04766237735748291,792.2,0.04298252,707103,838.2069666385651,0.008331791,0.0,2356.3027786053453,3.404266,1,0.04298252
600,2358.716591681712,-0.03504538536071777,792.2,0.039785266,710103,841.877091884613,0.008620674,0.0,2358.716591681712,3.4596796,1,0.039785266
602,2411.8738638409204,0.7678768187761307,806.875,0.059546426,715104,845.5232720375061,0.010019348,0.0,2411.8738638409204,3.4704893,2,0.059546426
603,2479.8595055331994,0.9783195815980434,827.85,0.055985577,718053,849.1179029941559,0.00899408,0.0,2479.8595055331994,3.5025003,1,0.055985577
604,2481.298847041681,-0.016761064529418945,827.85,0.041242663,721053,852.8705594539642,0.008877237,0.0,2481.298847041681,3.4793708,1,0.041242663
605,2470.813291374404,0.9635467082262039,823.15,0.07426885,723171,856.5396244525909,0.00905286,0.0,2470.813291374404,3.5006998,1,0.07426885
606,2539.8895343038794,0.012024164199829102,845.275,0.04248442,726171,860.171472787857,0.00966476,0.0,2539.8895343038794,3.5109317,1,0.04248442
608,2527.5589341655455,0.6732750236988068,837.175,0.049371045,731199,863.8089649677277,0.00932207,0.0,2527.5589341655455,3.532067,2,0.049371045
609,2583.7630133603952,-0.07653486728668213,856.45,0.05121387,734199,867.5411996841431,0.009562096,0.0,2583.7630133603952,3.5257638,1,0.05121387
610,2585.826606890959,0.4906095266342163,856.45,0.049071565,737199,871.2194199562073,0.009529972,0.0,2585.826606890959,3.5374215,1,0.049071565
613,2561.651129011551,0.8091675043106079,846.7,0.051243015,742098,874.9179091453552,0.007994266,0.0,2561.651129011551,3.5445573,3,0.051243015
615,2503.954401821214,0.7667957246303558,827.525,0.0431645,745473,878.6536555290222,0.008850263,0.0,2503.954401821214,3.558907,2,0.0431645
616,2503.6558785382967,0.03164631128311157,827.525,0.039674133,748473,882.2871236801147,0.009038651,0.0,2503.6558785382967,3.4855876,1,0.039674133
618,2480.497083401696,0.16059792041778564,820.2,0.05171624,751623,886.0281341075897,0.009672675,0.0,2480.497083401696,3.438812,2,0.05171624
620,2427.622102021361,0.7348197996616364,799.85,0.057715014,755181,889.7466719150543,0.010100065,0.0,2427.622102021361,3.440347,2,0.057715014
622,2396.799369064485,0.7347885966300964,789.725,0.049514223,758850,893.3463141918182,0.009835402,0.0,2396.799369064485,3.4011772,2,0.049514223
624,2333.5252262198815,0.9747442547231913,765.625,0.048288316,761958,897.0357444286346,0.009620754,0.0,2333.5252262198815,3.3900762,2,0.048288316
625,2336.803817136945,0.02816164493560791,765.625,0.056989137,764958,900.6776175498962,0.01111217,0.0,2336.803817136945,3.3675544,1,0.056989137
627,2311.426004132546,0.9713110160082579,756.3,0.05668229,768240,904.2903034687042,0.009777917,0.0,2311.426004132546,3.3634336,2,0.05668229
630,2310.828874426472,0.7980592548847198,754.65,0.04453438,772881,908.0092692375183,0.0085416,0.0,2310.828874426472,3.379906,3,0.04453438
631,2316.8609139589485,-0.09168767929077148,754.65,0.047467105,775881,911.5982322692871,0.009520382,0.0,2316.8609139589485,3.3742986,1,0.047467105
632,2314.8527154586563,0.9819589946419001,751.4,0.051993616,778491,915.2271640300751,0.00859095,0.0,2314.8527154586563,3.3561404,1,0.051993616
634,2265.09444574785,0.39846962690353394,735.5,0.047892135,782130,918.8688759803772,0.009477577,0.0,2265.09444574785,3.3409138,2,0.047892135
635,2225.3502612997677,0.14286333322525024,722.05,0.050716832,783516,922.49609208107,0.00960638,0.0,2225.3502612997677,3.3586113,1,0.050716832
636,2245.213753197708,0.249689519405365,728.05,0.047578476,786516,926.1993386745453,0.008981027,0.0,2245.213753197708,3.3331063,1,0.047578476
638,2152.6774885849045,0.9735540058463812,697.5,0.062731445,787803,929.9068551063538,0.009729439,0.0,2152.6774885849045,3.3245616,2,0.062731445
640,2126.523675238471,0.7345317304134369,684.825,0.048641298,792282,933.5885579586029,0.0088922735,0.0,2126.523675238471,3.3616118,2,0.048641298
641,2121.580375174716,0.9674298167228699,681.175,0.057892106,794844,937.2562146186829,0.009998762,0.0,2121.580375174716,3.331968,1,0.057892106
642,2149.1445084719535,0.9586973264813423,689.2,0.05526352,797808,940.9103274345398,0.009815577,0.0,2149.1445084719535,3.3158495,1,0.05526352
643,2151.216745311285,-0.11271977424621582,689.625,0.044175312,800808,944.6934010982513,0.009393262,0.0,2151.216745311285,3.3184211,1,0.044175312
644,2112.9148082661636,0.9761128555983305,675.05,0.058219552,802059,948.4160346984863,0.009522085,0.0,2112.9148082661636,3.3203132,1,0.058219552
647,2000.684031334953,0.9566171057522297,636.425,0.05469115,805542,952.0489048957825,0.008838935,0.0,2000.684031334953,3.297424,3,0.05469115
649,1952.8994230177668,0.31281065940856934,622.5,0.050263874,808899,955.692705154419,0.009890355,0.0,1952.8994230177668,3.326499,2,0.050263874
650,1920.530902159387,0.9738691281527281,610.65,0.06253365,810477,959.2927074432373,0.00831769,0.0,1920.530902159387,3.3593824,1,0.06253365
651,1874.6023875663473,0.9830033723264933,594.125,0.061692394,811494,962.8938822746277,0.010169033,0.0,1874.6023875663473,3.3491206,1,0.061692394
652,1927.3848154340317,-0.0024018287658691406,611.55,0.03214376,814494,966.473436832428,0.009126071,0.0,1927.3848154340317,3.413912,1,0.03214376
653,1944.604299161258,0.9929992435500026,616.775,0.051557392,816111,970.2002003192902,0.0088176,0.0,1944.604299161258,3.4048533,1,0.051557392
654,1948.810741266371,0.000743865966796875,616.775,0.048738845,819111,973.8170931339264,0.0097249225,0.0,1948.810741266371,3.4094472,1,0.048738845
655,2019.3188020499704,0.008041560649871826,638.65,0.041250683,822111,977.4703376293182,0.0106097255,0.0,2019.3188020499704,3.4248025,1,0.041250683
656,2021.5103997479296,0.0206223726272583,638.65,0.045236796,825111,981.0630776882172,0.01207274,0.0,2021.5103997479296,3.4071052,1,0.045236796
658,2086.9517823756332,0.7413967251777649,657.025,0.04394165,830466,984.7474281787872,0.009473208,0.0,2086.9517823756332,3.3318877,2,0.04394165
659,2083.977992861851,0.937889825552702,655.0,0.05268734,833223,988.3810641765594,0.009588068,0.0,2083.977992861851,3.2792032,1,0.05268734
660,2145.9541042412447,0.037243008613586426,675.35,0.04078137,836223,991.9711799621582,0.010362405,0.0,2145.9541042412447,3.255545,1,0.04078137
661,2168.06449301092,0.013151764869689941,682.95,0.032022618,839223,995.6429553031921,0.00959745,0.0,2168.06449301092,3.295748,1,0.032022618
662,2202.6799035292483,-0.012946128845214844,694.775,0.04192412,842223,999.3050880432129,0.009560501,0.0,2202.6799035292483,3.276369,1,0.04192412
663,2249.9510473889486,-0.03148031234741211,711.325,0.045057002,845223,1002.874171257019,0.008795177,0.0,2249.9510473889486,3.30973,1,0.045057002
664,2268.02620945935,-0.025830864906311035,718.875,0.0402851,848223,1006.4939374923706,0.009428876,0.0,2268.02620945935,3.311521,1,0.0402851
665,2263.832285182079,0.017897605895996094,718.875,0.044271477,851223,1010.1277778148651,0.009484883,0.0,2263.832285182079,3.260855,1,0.044271477
666,2269.2257307626764,-0.01172494888305664,722.125,0.044871796,854223,1013.763551235199,0.010213764,0.0,2269.2257307626764,3.2514737,1,0.044871796
667,2326.5906528618493,0.04942196607589722,741.525,0.041577887,857223,1017.4484312534332,0.009493912,0.0,2326.5906528618493,3.225159,1,0.041577887
668,2324.5363218260645,0.030481040477752686,741.525,0.039797023,860223,1021.1689593791962,0.008628311,0.0,2324.5363218260645,3.2874148,1,0.039797023
669,2371.6737175489834,-0.03538334369659424,757.775,0.05027254,863223,1024.7927222251892,0.011365106,0.0,2371.6737175489834,3.2811887,1,0.05027254
670,2433.3578064425647,-0.2652475833892822,777.85,0.048369844,866223,1028.4637908935547,0.009081538,0.0,2433.3578064425647,3.2586968,1,0.048369844
671,2432.726312038819,-0.04884195327758789,777.85,0.03999431,869223,1032.1237688064575,0.010858208,0.0,2432.726312038819,3.260925,1,0.03999431
672,2436.284553644309,-0.008872747421264648,781.1,0.036574587,872223,1035.807948589325,0.009239705,0.0,2436.284553644309,3.2794566,1,0.036574587
674,2452.9790418775106,0.6248545348644257,787.475,0.050773762,876627,1039.4753370285034,0.009402939,0.0,2452.9790418775106,3.3117585,2,0.050773762
675,2486.8548015190913,0.9324593842029572,798.775,0.06356185,879369,1043.1070852279663,0.009582964,0.0,2486.8548015190913,3.2795503,1,0.06356185
676,2481.597080616575,0.0019663572311401367,798.775,0.040979117,882369,1046.7387762069702,0.00918251,0.0,2481.597080616575,3.2647793,1,0.040979117
677,2538.59280728415,0.025210559368133545,818.4,0.04434582,885369,1050.4128985404968,0.009279225,0.0,2538.59280728415,3.2995918,1,0.04434582
678,2596.051278926414,0.9507182091474533,836.8,0.06154318,888219,1054.1192119121552,0.009440288,0.0,2596.051278926414,3.3217542,1,0.06154318
679,2596.6176875222654,-0.02812504768371582,836.8,0.0419297,891219,1057.915735244751,0.009733088,0.0,2596.6176875222654,3.2665312,1,0.0419297
681,2587.1324700169375,0.7153445184230804,835.225,0.048732273,895071,1061.5794324874878,0.008893473,0.0,2587.1324700169375,3.310019,2,0.048732273
682,2539.5216641683596,0.9451676979660988,821.35,0.05096502,896370,1065.2499952316284,0.0094684325,0.0,2539.5216641683596,3.2887642,1,0.05096502
683,2540.2700891852796,-0.06837821006774902,821.35,0.039922867,899370,1068.8879225254059,0.01058347,0.0,2540.2700891852796,3.3213785,1,0.039922867
684,2583.932151995202,0.38369518518447876,835.925,0.057784725,902370,1072.646159172058,0.009962792,0.0,2583.932151995202,3.3196392,1,0.057784725
685,2626.585313751487,-0.01658308506011963,850.875,0.04522924,905370,1076.258776664734,0.009563897,0.0,2626.585313751487,3.3150022,1,0.04522924
688,2604.8322911555283,0.9270028471946716,844.775,0.03868441,909915,1079.9594340324402,0.007953273,0.0,2604.8322911555283,3.2839053,3,0.03868441
689,2635.825000762743,0.9216834604740143,853.225,0.057534914,911286,1083.5692644119263,0.010604087,0.0,2635.825000762743,3.2739956,1,0.057534914
690,2669.197718642947,-0.06820106506347656,865.075,0.049294144,914286,1087.2133331298828,0.010718841,0.0,2669.197718642947,3.252167,1,0.049294144
693,2642.5983706916054,0.7697183936834335,859.475,0.050162714,919248,1090.8426163196564,0.0089613665,0.0,2642.5983706916054,3.2492602,3,0.050162714
694,2644.8279109171644,0.9755504094064236,859.475,0.08195053,922248,1094.515724182129,0.010842994,0.0,2644.8279109171644,3.300356,1,0.08195053
695,2640.721404081423,0.29104137420654297,859.475,0.064269826,925248,1098.414344072342,0.009984141,0.0,2640.721404081423,3.2683642,1,0.064269826
696,2636.711171860569,0.6205817461013794,859.475,0.048678953,928248,1101.9714028835297,0.012126315,0.0,2636.711171860569,3.2977881,1,0.048678953
698,2604.9933626901593,0.7417826950550079,850.75,0.0635875,932556,1105.5935015678406,0.010243757,0.0,2604.9933626901593,3.2444155,2,0.0635875
699,2602.058718988356,-0.015410184860229492,852.775,0.04725857,935556,1109.2749001979828,0.009293111,0.0,2602.058718988356,3.2029443,1,0.04725857
701,2573.776374861881,0.7222982347011566,843.925,0.05664248,940494,1112.9208159446716,0.010903453,0.0,2573.776374861881,3.1870804,2,0.05664248
702,2569.053533826242,0.0031993985176086426,843.925,0.05146228,943494,1116.6009702682495,0.00903167,0.0,2569.053533826242,3.222227,1,0.05146228
703,2512.6701639735747,0.9912048876285553,825.25,0.0712091,944253,1120.2390944957733,0.009994365,0.0,2512.6701639735747,3.2212431,1,0.0712091
705,2506.8513311946786,0.9500641822814941,823.075,0.043938365,949992,1123.8672993183136,0.0070814006,0.0,2506.8513311946786,3.1700137,2,0.043938365
706,2503.182516294902,0.004568338394165039,823.075,0.04856325,952992,1127.4494893550873,0.009616535,0.0,2503.182516294902,3.150902,1,0.04856325
707,2502.895782159336,0.02187645435333252,823.075,0.036446538,955992,1131.127118587494,0.009318449,0.0,2502.895782159336,3.1861193,1,0.036446538
708,2499.67878255109,0.02583068609237671,823.075,0.042412624,958992,1134.7765576839447,0.010944767,0.0,2499.67878255109,3.2101753,1,0.042412624
709,2496.739762671203,0.027609705924987793,823.075,0.048315708,961992,1138.4181628227234,0.009633662,0.0,2496.739762671203,3.220429,1,0.048315708
710,2492.0074930519086,0.3870775103569031,823.075,0.05664262,964992,1142.0270841121674,0.0091189705,0.0,2492.0074930519086,3.1935418,1,0.05664262
711,2488.300731578128,-0.037900567054748535,823.075,0.05197596,967992,1145.7165079116821,0.012394208,0.0,2488.300731578128,3.1761262,1,0.05197596
712,2483.942381872543,0.01711970567703247,823.075,0.040888067,970992,1149.3690967559814,0.010354701,0.0,2483.942381872543,3.2070642,1,0.040888067
713,2490.38442575027,0.005919754505157471,826.525,0.04773803,973992,1153.064590215683,0.009908814,0.0,2490.38442575027,3.215576,1,0.04773803
714,2518.1362799463154,-0.005673408508300781,836.375,0.037991498,976992,1156.7262091636658,0.009083712,0.0,2518.1362799463154,3.2001114,1,0.037991498
715,2522.8897662999298,-0.010666131973266602,838.525,0.04399313,979992,1160.3639686107635,0.01067324,0.0,2522.8897662999298,3.2015357,1,0.04399313
716,2523.6393747403695,0.03482997417449951,838.525,0.05706198,982992,1164.0680050849915,0.010706065,0.0,2523.6393747403695,3.2452626,1,0.05706198
717,2521.617991306813,0.03211545944213867,838.525,0.052258447,985992,1167.5528421401978,0.013496669,0.0,2521.617991306813,3.1990435,1,0.052258447
718,2480.8858499370267,0.9448508396744728,826.25,0.06402078,987369,1170.8868145942688,0.010623451,0.0,2480.8858499370267,3.2499907,1,0.06402078
719,2474.0660763972214,-0.0006775856018066406,826.25,0.03295246,990369,1174.4343304634094,0.0104188025,0.0,2474.0660763972214,3.2454152,1,0.03295246
720,2471.4644243254043,-0.034958839416503906,826.25,0.039191615,993369,1177.8062450885773,0.00991418,0.0,2471.4644243254043,3.2716982,1,0.039191615
722,2544.0960182369995,0.7226833999156952,852.175,0.054033916,998631,1181.2809524536133,0.01055848,0.0,2544.0960182369995,3.2688816,2,0.054033916
723,2537.5201716965066,0.014365315437316895,852.175,0.038445577,1001631,1184.6789510250092,0.010217855,0.0,2537.5201716965066,3.2940676,1,0.038445577
