EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,EpLenMean,surrgain,TimestepsSoFar,TimeElapsed,meankl,entloss,EpRewMean,entropy,EpThisIter,optimgain
309,556.0472708320845,0.8767842575907707,190.175,0.04804612,92820,110.97564363479614,0.008363859,0.0,556.0472708320845,3.6583338,5,0.04804612
313,571.2961118231436,0.9653712660074234,195.575,0.04941595,95460,114.56735563278198,0.0074381786,0.0,571.2961118231436,3.64231,4,0.04941595
318,580.1085605446666,0.941460520029068,198.625,0.058317117,98541,118.19104099273682,0.007777771,0.0,580.1085605446666,3.6451027,5,0.058317117
322,616.889691887566,0.9405843690037727,209.425,0.055623643,101811,121.82742595672607,0.00876249,0.0,616.889691887566,3.624451,4,0.055623643
325,636.6046365353665,0.9671034105122089,214.525,0.045335457,104301,125.52265572547913,0.007545405,0.0,636.6046365353665,3.6007926,3,0.045335457
328,679.017929920915,0.955982431769371,226.6,0.05370725,107613,129.16884231567383,0.007420352,0.0,679.017929920915,3.590302,3,0.05370725
331,717.136880552621,0.9571568295359612,237.275,0.052621286,110703,132.82224202156067,0.00816852,0.0,717.136880552621,3.571348,3,0.052621286
335,760.9977607423755,0.9490249268710613,249.325,0.058253027,114276,136.41075444221497,0.007371233,0.0,760.9977607423755,3.5525186,4,0.058253027
337,799.7916296695936,0.9460419863462448,260.025,0.05181035,116598,140.04811263084412,0.007546681,0.0,799.7916296695936,3.5569437,2,0.05181035
340,820.9502815906678,0.9578305967152119,265.6,0.046507813,119067,143.7261004447937,0.0075592194,0.0,820.9502815906678,3.5315633,3,0.046507813
343,855.2595229915594,0.9847292704507709,275.625,0.0486771,122118,147.31225419044495,0.0073728687,0.0,855.2595229915594,3.5136712,3,0.0486771
346,892.6194029279268,0.9589635170996189,284.9,0.054571435,125085,150.9036557674408,0.008186299,0.0,892.6194029279268,3.5196292,3,0.054571435
349,935.4024621628681,0.968218345195055,297.05,0.051942095,128466,154.53295230865479,0.007919152,0.0,935.4024621628681,3.4836817,3,0.051942095
351,980.8235866854875,0.9574298895895481,311.0,0.054119978,131457,158.18186974525452,0.008013057,0.0,980.8235866854875,3.4692774,2,0.054119978
352,995.1870454835907,0.976727832108736,315.175,0.052904718,132672,161.7355980873108,0.008617537,0.0,995.1870454835907,3.4300015,1,0.052904718
353,1053.6067663005113,0.922068826854229,332.975,0.057162546,135417,165.36567497253418,0.008431602,0.0,1053.6067663005113,3.4178073,1,0.057162546
354,1102.6888139306918,0.9419558495283127,349.25,0.052152947,137970,169.00919342041016,0.008547677,0.0,1102.6888139306918,3.413781,1,0.052152947
357,1129.9426279033814,0.9222910925745964,357.375,0.04964941,140739,172.6479253768921,0.008466423,0.0,1129.9426279033814,3.3887923,3,0.04964941
358,1188.1626009656964,0.35983967781066895,376.65,0.04721862,143739,176.2782266139984,0.008058324,0.0,1188.1626009656964,3.3629081,1,0.04721862
360,1235.8368197587956,0.9178462773561478,390.95,0.05975796,146913,180.07473731040955,0.0079091685,0.0,1235.8368197587956,3.3424463,2,0.05975796
363,1302.8555095085799,0.7879467457532883,416.175,0.036564097,152649,183.72567343711853,0.007823791,0.0,1302.8555095085799,3.3567486,3,0.036564097
365,1343.0665748648987,0.6797316372394562,431.95,0.035873532,156135,187.36811518669128,0.008307451,0.0,1343.0665748648987,3.33594,2,0.035873532
366,1362.467285030559,0.9722022525966167,439.675,0.05135405,158673,190.91733598709106,0.008057513,0.0,1362.467285030559,3.3016126,1,0.05135405
368,1425.232282843969,0.6825413405895233,460.7,0.048786603,162897,194.50041460990906,0.007516056,0.0,1425.232282843969,3.2896404,2,0.048786603
369,1466.2913440465607,0.9255899488925934,474.175,0.05663041,165651,198.10381269454956,0.007923242,0.0,1466.2913440465607,3.2946799,1,0.05663041
