surrgain,entropy,EpisodesSoFar,EpRewMean,TimeElapsed,EpLenMean,EpThisIter,optimgain,EpTrueRewMean,meankl,TimestepsSoFar,entloss,ev_tdlam_before
0.12926623,5.7910323,1016,361.19086,2002.531141757965,671.9,1,0.12926623,2192.600579011986,0.012647608,484083,0.0,0.9236719980835915
0.09790176,5.8293414,1017,368.76056,2006.8534197807312,684.0,1,0.09790176,2237.7023722607314,0.010913435,484893,0.0,0.8804212659597397
0.080627255,5.790609,1018,375.80014,2011.144075870514,694.575,1,0.080627255,2281.902987047951,0.012956101,485893,0.0,-0.0267026424407959
0.11419455,5.790817,1019,384.0048,2015.482530593872,709.325,1,0.11419455,2348.740689777409,0.010995535,486893,0.0,-0.1545572280883789
0.0808829,5.8312993,1020,392.16693,2019.7817220687866,723.175,1,0.0808829,2399.611058330948,0.010845496,487766,0.0,0.8142706751823425
0.094874404,5.8265185,1021,390.79132,2024.1406857967377,721.275,1,0.094874404,2402.99961841364,0.0120716905,488690,0.0,0.8364338874816895
0.089248344,5.823409,1022,398.67688,2028.4946422576904,736.125,1,0.089248344,2454.3123008283396,0.0126041835,489690,0.0,0.38212132453918457
0.07526449,5.8594413,1023,398.94662,2032.8334176540375,736.125,1,0.07526449,2460.9171053060063,0.011194902,490690,0.0,0.09844845533370972
0.109982476,5.9008183,1025,398.86017,2037.1732199192047,734.875,2,0.109982476,2479.892427383904,0.012355266,491908,0.0,0.7485372424125671
0.091092736,5.9362593,1026,398.18906,2041.5195116996765,732.7,1,0.091092736,2480.9267333557495,0.011179255,492821,0.0,0.8630556166172028
0.09814812,5.929916,1028,389.1754,2045.8897669315338,715.35,2,0.09814812,2425.935596337804,0.010632419,493984,0.0,0.3634055256843567
0.08333633,5.943547,1029,389.32306,2050.265946149826,715.35,1,0.08333633,2437.2695241718234,0.011425676,494984,0.0,0.14507514238357544
0.067024544,5.868776,1030,401.7979,2054.6581349372864,738.425,1,0.067024544,2525.3649572733357,0.012440637,495984,0.0,-0.0026319026947021484
0.10130078,5.882064,1032,390.45718,2059.0720155239105,719.025,2,0.10130078,2452.503714084656,0.011326576,497208,0.0,0.8217205256223679
0.0989576,5.8801465,1033,401.14102,2063.410535097122,739.225,1,0.0989576,2531.5624263809127,0.01058935,498208,0.0,0.8808450475335121
0.0998523,5.8661704,1034,401.6114,2067.7370657920837,739.225,1,0.0998523,2545.793565314139,0.011601928,499208,0.0,-0.3891153335571289
0.101585336,5.8076987,1036,390.6679,2072.079376220703,717.775,2,0.101585336,2475.642856151192,0.011998733,500350,0.0,0.6138855218887329
0.10537338,5.814437,1038,384.42725,2076.412330389023,707.7,2,0.10537338,2449.3810616306764,0.0110442,501089,0.0,0.895862527191639
0.09488566,5.7941723,1039,396.75604,2080.733050584793,730.725,1,0.09488566,2540.6504297181395,0.0106927445,502089,0.0,-0.12765824794769287
0.07971508,5.8123574,1040,403.33417,2085.031546354294,742.9,1,0.07971508,2587.193618863353,0.0115766805,503089,0.0,-0.030061960220336914
0.088961676,5.817139,1041,402.7367,2089.343329191208,743.625,1,0.088961676,2581.6054616168813,0.012249934,503626,0.0,0.8666587769985199
0.13841864,5.7864976,1042,407.96497,2093.7189536094666,753.05,1,0.13841864,2627.3000659775707,0.011897363,504467,0.0,0.9018145874142647
0.08983248,5.7619615,1043,407.13336,2098.0143036842346,753.05,1,0.08983248,2629.6817565038687,0.011643587,505467,0.0,-0.23528718948364258
0.08731622,5.747746,1044,411.9062,2102.348101377487,762.675,1,0.08731622,2661.6385514104745,0.009746132,506467,0.0,-0.15847885608673096
0.08993055,5.736307,1046,405.0743,2106.6644909381866,751.05,2,0.08993055,2626.842177817678,0.010545264,508002,0.0,0.6291254460811615
0.09752284,5.7761283,1048,410.36493,2111.017016649246,761.25,2,0.09752284,2661.3243464009734,0.0125904735,509596,0.0,0.7164629101753235
0.0775484,5.8065023,1049,410.1954,2115.3297102451324,763.0,1,0.0775484,2669.263962506283,0.011196652,510596,0.0,-0.11321914196014404
0.09777815,5.8297324,1052,408.82837,2119.706975221634,760.3,3,0.09777815,2649.639463402378,0.011759713,512131,0.0,0.7391993403434753
0.08579262,5.7996006,1053,416.79083,2124.0422501564026,775.325,1,0.08579262,2700.647513910873,0.013110098,513131,0.0,-0.03793203830718994
0.10432495,5.813029,1054,418.33783,2128.3809897899628,779.275,1,0.10432495,2712.843844231162,0.0115755685,514131,0.0,0.06834262609481812
0.09872907,5.8173385,1055,426.3628,2132.7261741161346,793.675,1,0.09872907,2782.826231751778,0.012899539,515087,0.0,0.7889310270547867
0.08562353,5.810832,1056,429.17178,2137.060465812683,800.1,1,0.08562353,2801.321192357385,0.01065466,516087,0.0,-0.017983198165893555
0.097718365,5.819576,1057,426.33942,2141.4298803806305,795.4,1,0.097718365,2775.532072793539,0.011949781,516709,0.0,0.8168970048427582
0.08732782,5.775818,1059,414.4961,2145.7547183036804,776.325,2,0.08732782,2684.797892755934,0.0108443685,517946,0.0,0.6213014125823975
0.081838965,5.813908,1060,415.24667,2150.090641260147,779.5,1,0.081838965,2699.1206193845783,0.011183582,518946,0.0,0.007812380790710449
0.08130154,5.821346,1061,415.87305,2154.4639990329742,781.4,1,0.08130154,2700.0826521749354,0.01091375,519946,0.0,0.06773585081100464
0.0994131,5.846375,1062,415.78705,2159.0607039928436,781.4,1,0.0994131,2713.03204998811,0.014010367,520946,0.0,0.048039138317108154
0.0787879,5.8791513,1064,410.6411,2163.434279203415,774.275,2,0.0787879,2689.3627684417165,0.008948639,522602,0.0,0.9111790880560875
0.10821475,5.907104,1065,416.77496,2167.8162536621094,785.275,1,0.10821475,2735.6858948534273,0.012138256,523319,0.0,0.9281470328569412
0.092126966,5.900392,1066,408.71152,2172.1543383598328,770.725,1,0.092126966,2669.9389627570977,0.011994453,523650,0.0,0.8601863235235214
0.09437364,5.882527,1067,406.79443,2176.499077320099,768.8,1,0.09437364,2656.0122286257556,0.013330216,524573,0.0,0.6547141373157501
0.12549281,5.8909345,1068,406.82327,2180.828670501709,769.7,1,0.12549281,2653.9290465796503,0.011470759,524772,0.0,0.940786000341177
0.04394523,5.9377456,1069,406.18622,2185.1432983875275,769.7,1,0.04394523,2643.8599280521134,0.004082256,525772,0.0,0.06617742776870728
0.08011987,5.932918,1070,405.4582,2189.4631395339966,769.7,1,0.08011987,2643.5810306635076,0.011755522,526772,0.0,0.7344492077827454
0.077229336,5.9575796,1071,405.42938,2193.7551562786102,769.7,1,0.077229336,2644.945912512344,0.012578303,527772,0.0,0.08822524547576904
0.11987944,5.9531083,1072,414.63934,2198.0928769111633,786.425,1,0.11987944,2708.1509882964833,0.011519397,528665,0.0,0.9465527571737766
