surrgain,EpisodesSoFar,TimeElapsed,optimgain,EpLenMean,ev_tdlam_before,meankl,TimestepsSoFar,EpThisIter,entloss,entropy,EpTrueRewMean,EpRewMean
0.13622937,1368,2648.179733991623,0.13622937,721.225,0.8964758887887001,0.013045132,622430,1,0.0,6.164265,2174.6846188117697,360.90527
0.1863814,1369,2652.379213809967,0.1863814,712.65,0.8925532400608063,0.012669365,623087,1,0.0,6.1820865,2169.9570748027304,358.46185
0.12485868,1371,2656.58292388916,0.12485868,710.7,0.6354158222675323,0.012336111,624496,2,0.0,6.173199,2169.019840753829,357.44458
0.1359511,1372,2660.8488080501556,0.1359511,726.9,-0.19259679317474365,0.012907909,625496,1,0.0,6.185932,2218.637243869587,365.47003
0.13008334,1373,2665.0384101867676,0.13008334,742.775,0.08284717798233032,0.012560356,626496,1,0.0,6.176311,2274.700578374628,373.24942
0.058204263,1374,2669.2145636081696,0.058204263,742.775,-0.14180231094360352,0.0038089324,627496,1,0.0,6.1783442,2277.6832956437424,373.61346
0.14229685,1376,2673.396614551544,0.14229685,747.475,0.5836421549320221,0.013795852,629028,2,0.0,6.17273,2302.9237634620886,375.71783
0.13959287,1378,2677.563203573227,0.13959287,748.4,0.7901953905820847,0.011482393,630420,2,0.0,6.1928053,2302.522415932027,373.76886
0.070692524,1380,2681.717985391617,0.070692524,729.825,0.7510997802019119,0.003893298,631677,2,0.0,6.1850634,2228.365883216761,362.59088
0.19525585,1382,2685.8877425193787,0.19525585,707.875,0.8882945328950882,0.0146438405,632637,2,0.0,6.1938663,2156.2618649503647,350.20868
0.12228795,1383,2690.049102783203,0.12228795,707.875,-0.29355061054229736,0.0141594345,633637,1,0.0,6.1957383,2143.5715719025366,349.06903
0.09905897,1384,2694.210946559906,0.09905897,707.875,0.05419456958770752,0.012858213,634637,1,0.0,6.266095,2138.486296013074,348.1977
0.11121699,1385,2698.3733603954315,0.11121699,722.05,-0.0543285608291626,0.013558997,635637,1,0.0,6.2688174,2185.757488586168,355.26514
0.12134334,1386,2702.56831407547,0.12134334,729.725,0.022724151611328125,0.012054481,636637,1,0.0,6.278855,2194.275047269052,356.4808
