meankl,entropy,EpTrueRewMean,ev_tdlam_before,EpLenMean,surrgain,optimgain,entloss,EpRewMean,TimestepsSoFar,EpThisIter,EpisodesSoFar,TimeElapsed
0.0074036126,24.148262,104.26665201109638,0.5041401386260986,21.475,0.119530134,0.119530134,0.0,7.8853865,3078,47,47,39.524105072021484
0.0071730074,24.116413,116.78185460543473,0.3818713426589966,24.0,0.13075367,0.13075367,0.0,6.6093063,6150,43,90,75.57400918006897
0.007273318,24.075441,140.4891226374848,0.5558494925498962,28.925,0.12084196,0.12084196,0.0,8.800693,9258,36,126,112.58818340301514
0.006979134,24.0567,135.15772701301344,0.4464787244796753,27.7,0.12919609,0.12919609,0.0,7.517146,12189,35,161,149.4481782913208
0.007438104,24.057224,149.32966852559105,0.33497118949890137,30.475,0.13867433,0.13867433,0.0,7.6501093,15252,33,194,185.06747913360596
0.0067103826,24.023333,161.41191888649064,0.38864433765411377,32.95,0.13370863,0.13370863,0.0,7.754083,18360,30,224,222.25275135040283
0.00793227,23.973213,188.50881596527296,0.4335593581199646,38.5,0.14144868,0.14144868,0.0,9.488229,21429,25,249,259.16019225120544
0.007844769,23.974913,207.19145914236861,0.5981905460357666,41.775,0.14827392,0.14827392,0.0,11.557086,24534,25,274,294.7659604549408
0.007494925,23.97684,223.61220362746627,0.6355773210525513,44.65,0.14121519,0.14121519,0.0,13.813736,27615,21,295,332.7494692802429
0.0075726924,23.948433,239.55831101030935,0.5038037896156311,47.425,0.13772674,0.13772674,0.0,14.747218,30642,22,317,369.92764139175415
0.0075129815,23.943836,237.64457460277555,0.6007703542709351,47.325,0.15446143,0.15446143,0.0,13.468203,33768,21,338,404.243451833725
0.0075779986,23.890186,265.8471931137052,0.6852924227714539,52.9,0.1474559,0.1474559,0.0,16.116688,36918,18,356,438.37194633483887
0.0075301705,23.89305,302.2354649051561,0.5376076996326447,59.65,0.18290055,0.18290055,0.0,22.341572,40098,17,373,469.34814500808716
0.0074851047,23.905443,289.7521503241255,0.5308565497398376,56.55,0.1824747,0.1824747,0.0,20.791372,43320,21,394,498.57297563552856
0.008235688,23.897896,262.73904026669453,0.5001506507396698,51.225,0.1561971,0.1561971,0.0,16.447626,46428,20,414,527.5454139709473
0.008199907,23.890453,278.47828081465,0.6833275556564331,54.05,0.15871313,0.15871313,0.0,16.888,49581,18,432,555.1616253852844
0.0076485393,23.874098,295.16087426444847,0.48646849393844604,57.325,0.15019876,0.15019876,0.0,17.17757,52728,19,451,584.0410573482513
0.008006309,23.857393,293.7665889826159,0.6839429140090942,57.45,0.15806597,0.15806597,0.0,16.507547,55905,17,468,611.954391002655
0.007952452,23.871138,307.4260949601053,0.49001026153564453,60.25,0.16861096,0.16861096,0.0,16.49302,58944,16,484,640.8524553775787
0.0074330186,23.86692,322.31205912925105,0.6010666191577911,63.15,0.15862358,0.15862358,0.0,17.462137,61992,16,500,669.4664633274078
0.007633402,23.837975,313.57713192448074,0.7385176122188568,61.1,0.14668682,0.14668682,0.0,17.496677,65124,18,518,698.071624994278
0.008028604,23.84653,312.5433796034159,0.6270273327827454,61.125,0.17115988,0.17115988,0.0,17.466467,68304,17,535,726.7034175395966
0.0082795825,23.822464,324.44695945797395,0.7094213664531708,63.575,0.16539076,0.16539076,0.0,17.72515,71322,15,550,755.1908714771271
0.008719394,23.829287,326.6586585518217,0.7628220170736313,64.65,0.17954293,0.17954293,0.0,17.81978,74391,15,565,784.3540651798248
0.008824624,23.807098,338.44874675055155,0.68995600938797,67.15,0.17159122,0.17159122,0.0,18.274387,77358,15,580,812.4934234619141
0.008798199,23.75157,339.15550113462615,0.7324807643890381,67.375,0.16465382,0.16465382,0.0,16.66201,80262,15,595,841.0900840759277
0.008802452,23.71194,330.007858362793,0.8046979606151581,65.225,0.19336586,0.19336586,0.0,14.243149,83286,15,610,869.4331421852112
0.008498639,23.659153,345.66439596891973,0.7294014990329742,67.7,0.18017408,0.18017408,0.0,16.000689,86259,14,624,898.4040687084198
0.008390335,23.664574,342.23920349903767,0.7919240593910217,66.6,0.16249228,0.16249228,0.0,16.837439,89433,17,641,926.0922245979309
0.007893226,23.674562,352.9297244790878,0.7016952633857727,68.7,0.1691367,0.1691367,0.0,16.363585,92463,14,655,954.927969455719
0.008366442,23.621666,348.59945683715773,0.7659174352884293,68.0,0.18154989,0.18154989,0.0,16.295578,95568,15,670,983.4169986248016
0.00792258,23.609896,350.9495576856351,0.791655033826828,68.925,0.17109877,0.17109877,0.0,16.699596,98664,16,686,1012.3399269580841
0.007977594,23.608885,330.1263733073562,0.7213750779628754,64.725,0.17507428,0.17507428,0.0,15.222674,101652,15,701,1040.894501209259
0.008807402,23.599977,352.3076215681736,0.7616983950138092,69.825,0.17690594,0.17690594,0.0,16.600277,104634,13,714,1069.2091581821442
0.0084935175,23.595917,368.8686195244877,0.6842937767505646,71.625,0.19101052,0.19101052,0.0,17.806099,107661,14,728,1098.118759393692
0.0088876,23.54149,368.81034729810557,0.736371248960495,72.125,0.17712966,0.17712966,0.0,17.733364,110730,15,743,1126.2700724601746
0.009101834,23.505678,363.0882461864941,0.6889468729496002,71.3,0.17672154,0.17672154,0.0,17.249046,113763,14,757,1154.3830835819244
0.008765964,23.465206,359.8505425780374,0.7115494310855865,70.35,0.19426395,0.19426395,0.0,15.833025,116823,15,772,1182.773017168045
0.00862252,23.452394,371.26154393302943,0.6818253993988037,72.025,0.18571503,0.18571503,0.0,15.391954,119949,14,786,1212.2438607215881
0.00805604,23.471998,373.2916350522522,0.7037622034549713,72.325,0.26069844,0.26069844,0.0,15.003779,122811,13,799,1239.6562359333038
0.008932519,23.466158,378.9176645269763,0.7111004292964935,73.975,0.20746666,0.20746666,0.0,14.948065,125949,14,813,1269.2570397853851
0.008833872,23.476707,375.66131014179985,0.716822624206543,73.425,0.21120478,0.21120478,0.0,17.508423,128973,14,827,1298.2103433609009
0.009106573,23.48228,384.78351575307016,0.6974612176418304,74.625,0.18100722,0.18100722,0.0,18.055737,131967,13,840,1326.8703091144562
0.009153418,23.457075,382.26273934555246,0.705810934305191,73.925,0.19052309,0.19052309,0.0,17.7624,135030,14,854,1355.0865881443024
0.009433551,23.45645,395.2385778419222,0.7041053473949432,76.975,0.18909046,0.18909046,0.0,17.998993,137994,12,866,1383.547027349472
0.008361076,23.431532,406.6940765898755,0.7218102812767029,79.5,0.19445023,0.19445023,0.0,18.12181,140967,12,878,1413.1399273872375
0.00858415,23.446903,416.1396908650042,0.7566297650337219,82.1,0.19540644,0.19540644,0.0,18.578587,144108,12,890,1440.8912425041199
0.009151884,23.482368,410.78062566239316,0.7049661576747894,80.975,0.21308613,0.21308613,0.0,17.42067,147096,13,903,1470.1218802928925
0.009373743,23.45462,398.2333816473406,0.7566145658493042,78.025,0.21315801,0.21315801,0.0,15.978894,150138,14,917,1497.83291721344
0.008831834,23.431837,397.83039198692484,0.7091155350208282,77.85,0.2007603,0.2007603,0.0,16.258282,153201,12,929,1527.6160221099854
0.009151553,23.403059,405.8705723577803,0.7827729433774948,79.55,0.19943091,0.19943091,0.0,16.972698,156234,12,941,1555.4627802371979
0.0098730605,23.40966,421.18379804820836,0.6136494278907776,82.9,0.26898852,0.26898852,0.0,18.31262,159504,13,954,1584.073498249054
0.0096144,23.387089,429.53694439082585,0.7387840151786804,84.325,0.21015197,0.21015197,0.0,18.463724,162516,12,966,1613.7099039554596
0.008770122,23.408735,415.71600824828494,0.7912698984146118,81.1,0.19191828,0.19191828,0.0,15.936758,165645,14,980,1641.5789005756378
0.009493425,23.397514,395.34083599083743,0.7114695012569427,76.45,0.20951918,0.20951918,0.0,15.156698,168678,14,994,1669.9823105335236
0.008745696,23.383247,381.61063242846683,0.7710144966840744,73.725,0.19755965,0.19755965,0.0,14.713712,171747,14,1008,1698.2910823822021
0.009208849,23.382832,377.79809420495764,0.7206745147705078,73.975,0.1992839,0.1992839,0.0,15.49101,174738,13,1021,1727.480315208435
0.008998234,23.37362,398.0117805687406,0.7597567737102509,78.725,0.20891944,0.20891944,0.0,15.64506,177915,12,1033,1756.197455406189
0.009360832,23.379063,411.5512317830091,0.5123908221721649,81.3,0.25385082,0.25385082,0.0,16.099482,180957,13,1046,1784.442029953003
0.009286502,23.362028,405.35342430015623,0.7400361895561218,79.675,0.20062558,0.20062558,0.0,16.12005,184119,14,1060,1813.0149247646332
0.009898086,23.349916,403.8532336784474,0.7168476581573486,79.625,0.2200569,0.2200569,0.0,16.185266,187470,13,1073,1841.677930355072
0.009544024,23.332878,419.96086993907863,0.7049215137958527,82.65,0.20633423,0.20633423,0.0,18.17576,190677,12,1085,1870.6373510360718
0.009604393,23.32972,429.48933493505973,0.7419292330741882,83.875,0.21592495,0.21592495,0.0,19.086624,193818,13,1098,1899.0756480693817
0.010612452,23.328413,425.70383923879416,0.7571350783109665,82.475,0.19945513,0.19945513,0.0,19.296007,196860,13,1111,1927.8383243083954
0.009738695,23.302677,411.60518874117406,0.6116848587989807,79.15,0.20214945,0.20214945,0.0,18.224802,200175,14,1125,1956.447244644165
0.010180495,23.288256,431.9479808417327,0.7351653277873993,83.675,0.24176997,0.24176997,0.0,19.869938,203298,11,1136,1984.6940748691559
0.010195192,23.298798,434.1005634457304,0.6680386662483215,84.1,0.20236318,0.20236318,0.0,19.806547,206286,12,1148,2012.9325292110443
0.009773853,23.272768,414.861270362365,0.7442690432071686,80.75,0.20099042,0.20099042,0.0,18.180386,209502,15,1163,2042.1556468009949
0.009142332,23.2762,403.37204497476534,0.8091201484203339,78.325,0.19591048,0.19591048,0.0,16.704788,212697,13,1176,2070.9047384262085
0.009227504,23.277508,400.74463006792064,0.6607555449008942,77.875,0.21650265,0.21650265,0.0,15.9449215,215631,12,1188,2099.0124406814575
0.010364212,23.26144,418.6919767224805,0.7632508277893066,81.15,0.22884394,0.22884394,0.0,17.170444,218751,13,1201,2127.9812173843384
0.009707016,23.23018,407.04559911388816,0.7035948932170868,79.75,0.21151496,0.21151496,0.0,16.190247,221862,13,1214,2155.8799221515656
0.009592045,23.23776,410.89685636638023,0.7846926152706146,80.55,0.21333209,0.21333209,0.0,16.604645,225009,13,1227,2184.5341329574585
0.009680255,23.231789,411.3385802130696,0.7810188084840775,80.9,0.20950922,0.20950922,0.0,15.650638,228198,13,1240,2212.5801663398743
0.010195947,23.256426,412.30837636609806,0.745401531457901,80.675,0.21101373,0.21101373,0.0,15.588181,231162,13,1253,2241.710693836212
0.010029712,23.25693,402.20177062617074,0.711542934179306,79.3,0.20837168,0.20837168,0.0,14.824562,234291,13,1266,2270.398264169693
0.010462249,23.246613,414.000759732191,0.765645444393158,81.475,0.21699598,0.21699598,0.0,15.784696,237333,12,1278,2298.260276079178
0.010392518,23.242306,403.97331615098807,0.681698739528656,79.75,0.2439845,0.2439845,0.0,15.876307,240555,14,1292,2327.4571566581726
0.010524848,23.233381,404.5999033098107,0.7791783064603806,79.7,0.21618643,0.21618643,0.0,15.518827,243855,14,1306,2355.5763239860535
0.011165917,23.238419,406.22332108770445,0.6308201253414154,79.35,0.2237637,0.2237637,0.0,15.359762,246855,12,1318,2384.646970510483
0.0105140265,23.250164,417.49716082581654,0.8067985028028488,80.625,0.24321826,0.24321826,0.0,15.494354,249780,12,1330,2412.413716316223
0.010500124,23.238386,417.1963415164287,0.751846045255661,80.375,0.23643634,0.23643634,0.0,16.044086,252909,13,1343,2441.7218086719513
0.010295497,23.231306,424.58801522764935,0.7702388763427734,82.1,0.21849178,0.21849178,0.0,17.498959,255927,12,1355,2469.8338634967804
0.01077369,23.233477,396.0600992665484,0.6895982325077057,76.5,0.24023959,0.24023959,0.0,15.922839,258960,15,1370,2498.4343123435974
0.010780824,23.251366,388.1201723514115,0.6931560933589935,75.6,0.23331825,0.23331825,0.0,14.833353,262188,14,1384,2526.76890873909
0.010216738,23.23323,394.39084684991815,0.7215944230556488,75.55,0.2166051,0.2166051,0.0,14.581113,265443,14,1398,2555.846706867218
0.010675475,23.228914,410.9192589015985,0.7185841202735901,79.625,0.23978274,0.23978274,0.0,16.591726,268515,12,1410,2584.4725530147552
0.010733221,23.219007,428.7314775518562,0.7503073662519455,83.95,0.21891268,0.21891268,0.0,17.816341,271443,11,1421,2611.794835090637
0.010688869,23.217394,428.9153010650034,0.7723999470472336,83.675,0.22582977,0.22582977,0.0,19.230843,274515,13,1434,2641.0928037166595
0.010449484,23.207237,416.7722954207492,0.6416151523590088,81.3,0.22651939,0.22651939,0.0,18.42737,277761,14,1448,2669.1522793769836
0.010503016,23.191423,422.856675855444,0.7464348375797272,82.775,0.23771933,0.23771933,0.0,17.433546,280761,11,1459,2698.3699860572815
0.011134128,23.194868,425.3358339570058,0.6681550443172455,83.625,0.23378094,0.23378094,0.0,15.565088,283758,12,1471,2725.645711183548
0.010949298,23.198704,421.5631075137614,0.7996305376291275,83.0,0.23498547,0.23498547,0.0,14.54598,286803,13,1484,2754.881825208664
0.0104996925,23.189915,402.16746493980213,0.6946639120578766,77.975,0.24843821,0.24843821,0.0,13.679151,289905,14,1498,2783.4396851062775
0.010582467,23.181568,404.6108229932658,0.7273578345775604,77.35,0.21357086,0.21357086,0.0,14.638674,293040,13,1511,2811.1768732070923
0.010687984,23.188835,414.6252604277979,0.7529429197311401,80.15,0.21977337,0.21977337,0.0,15.80265,296187,12,1523,2840.7510619163513
0.010933416,23.187927,435.2730785322531,0.7425905168056488,84.25,0.2850972,0.2850972,0.0,17.224249,299262,12,1535,2868.670936346054
0.011428459,23.18031,408.19120664298333,0.7641998380422592,79.525,0.22733015,0.22733015,0.0,16.923584,302280,14,1549,2897.872433900833
0.010548136,23.178425,413.21006000902116,0.7754011005163193,80.925,0.2352689,0.2352689,0.0,16.129707,305082,11,1560,2925.0294485092163
0.010658098,23.16732,416.7561101257379,0.7837273329496384,81.35,0.20672522,0.20672522,0.0,15.848758,308184,12,1572,2954.4938821792603
0.011029023,23.163082,403.2955985567515,0.7661663591861725,78.65,0.26963297,0.26963297,0.0,14.528079,311202,14,1586,2982.7330527305603
0.011061861,23.151085,420.1405065993782,0.7856057435274124,82.075,0.2266385,0.2266385,0.0,15.2043705,314259,11,1597,3011.708507299423
0.010375453,23.155077,411.5910973803751,0.7064495980739594,79.675,0.23941293,0.23941293,0.0,14.499164,317289,13,1610,3039.9278490543365
0.010933488,23.151634,425.9848260527642,0.7966929078102112,82.225,0.2099424,0.2099424,0.0,14.93501,320358,13,1623,3067.6961104869843
0.010560857,23.151705,416.52625681680655,0.6846463978290558,79.65,0.21538633,0.21538633,0.0,14.880198,323550,13,1636,3097.1182572841644
0.010800205,23.13959,440.6640075380008,0.7363507747650146,84.35,0.21146932,0.21146932,0.0,16.85877,326619,11,1647,3124.768404483795
