EpThisIter,meankl,EpisodesSoFar,TimestepsSoFar,TimeElapsed,entropy,EpRewMean,ev_tdlam_before,EpTrueRewMean,EpLenMean,surrgain,optimgain,entloss
9,0.005543569,8824,912971,6396.087496757507,22.77979,73.783516,0.8913169726729393,571.0945010800212,114.075,0.17789096,0.17789096,0.0
10,0.006357919,8834,914035,6403.259798288345,22.778648,73.13075,0.8194562941789627,556.3844288322717,110.525,0.21018797,0.21018797,0.0
9,0.0046359776,8843,915102,6410.4807715415955,22.777365,73.54533,0.8255545943975449,576.2636118194816,115.5,0.16967282,0.16967282,0.0
7,0.0051821424,8850,916109,6417.696925401688,22.774254,73.21767,0.884970024228096,600.0660030311228,119.35,0.18097353,0.18097353,0.0
8,0.005378221,8858,917170,6424.8379583358765,22.774494,76.329094,0.8118100464344025,628.7718845620975,123.225,0.19601981,0.19601981,0.0
9,0.0054796003,8867,918169,6432.371595144272,22.774923,74.918076,0.8464999794960022,620.4428746408,122.65,0.16824166,0.16824166,0.0
9,0.0059381844,8876,919226,6439.466726541519,22.775063,73.728714,0.9205483049154282,625.152526818348,123.6,0.17626531,0.17626531,0.0
10,0.005234251,8886,920300,6446.609693527222,22.77366,73.236725,0.9006154835224152,612.405298085597,120.225,0.16958177,0.16958177,0.0
10,0.0060975705,8896,921344,6453.778702259064,22.772947,70.82448,0.9069213941693306,566.135257099764,111.375,0.21510418,0.21510418,0.0
9,0.0053006504,8905,922444,6460.98944234848,22.77142,70.79161,0.9249091744422913,570.0839141383282,112.875,0.18701592,0.18701592,0.0
7,0.0056144176,8912,923384,6468.273269176483,22.772966,72.33109,0.9171397909522057,588.4706827178168,115.875,0.17814521,0.17814521,0.0
10,0.005712608,8922,924432,6475.482935428619,22.775385,71.506386,0.8975440040230751,577.7821823080005,114.3,0.17620812,0.17620812,0.0
8,0.0057314504,8930,925406,6482.736977100372,22.774986,71.931145,0.8740294575691223,592.5242758225804,117.25,0.18388912,0.18388912,0.0
8,0.0060671065,8938,926379,6489.9793746471405,22.774149,73.60122,0.8767647743225098,601.7434902352176,118.875,0.19131841,0.19131841,0.0
7,0.004818783,8945,927345,6497.162722587585,22.776527,72.98576,0.9129015207290649,621.1490018877159,122.525,0.16884974,0.16884974,0.0
11,0.0058523947,8956,928395,6504.369383811951,22.77702,68.76178,0.9045720249414444,584.0311063798417,115.05,0.16646218,0.16646218,0.0
8,0.005869408,8964,929429,6511.565904378891,22.782387,69.177444,0.8615888059139252,592.0639729878727,117.95,0.25021,0.25021,0.0
9,0.0063128644,8973,930429,6518.704567432404,22.781578,69.28565,0.8905201330780983,597.6965974731453,118.3,0.18585575,0.18585575,0.0
9,0.0057238354,8982,931491,6525.921606302261,22.780941,67.44842,0.8848441988229752,568.4298849940568,113.1,0.17316434,0.17316434,0.0
9,0.0055762427,8991,932478,6533.185840606689,22.780113,65.8604,0.9100112468004227,573.492816214811,113.55,0.18375552,0.18375552,0.0
8,0.005826768,8999,933517,6540.400206565857,22.780926,67.10364,0.881806768476963,597.8047552912998,117.6,0.1818752,0.1818752,0.0
7,0.0055691483,9006,934501,6547.559506893158,22.782295,67.86588,0.8737837374210358,611.3298442747886,119.5,0.17906927,0.17906927,0.0
8,0.004961986,9014,935571,6554.689549207687,22.785643,68.265015,0.9092167094349861,638.2825985239427,124.7,0.20033622,0.20033622,0.0
7,0.0053845635,9021,936521,6561.758758068085,22.785954,69.29358,0.9150077924132347,655.4039460573271,127.525,0.19402623,0.19402623,0.0
8,0.0056357086,9029,937603,6568.931218624115,22.78884,70.8715,0.8837359398603439,690.5309139352324,132.925,0.19249496,0.19249496,0.0
8,0.0053900816,9037,938592,6576.067143201828,22.78571,70.05436,0.8674366027116776,682.8453280353685,131.25,0.17910475,0.17910475,0.0
9,0.005963466,9046,939605,6583.1778292655945,22.785383,67.3526,0.8986215144395828,658.9815614784799,127.6,0.18054208,0.18054208,0.0
9,0.0056300974,9055,940676,6590.2695553302765,22.785418,64.86595,0.9216053560376167,641.5125719519452,122.825,0.17332324,0.17332324,0.0
10,0.004856912,9065,941693,6597.785763263702,22.785076,64.01936,0.8887689709663391,589.9071163659116,115.425,0.16120212,0.16120212,0.0
10,0.005788215,9075,942755,6604.992403507233,22.78467,61.166943,0.8868891000747681,557.7187807056346,109.925,0.18638153,0.18638153,0.0
8,0.0056013474,9083,943790,6612.164918661118,22.786556,65.36299,0.8553731292486191,573.1681696730344,113.0,0.20336199,0.20336199,0.0
8,0.0059442064,9091,944770,6619.3186185359955,22.786642,65.4217,0.9047066941857338,575.432069721959,112.8,0.19490744,0.19490744,0.0
10,0.004582939,9101,945805,6626.535982847214,22.788975,65.49676,0.9047697260975838,576.543210864612,113.0,0.15860566,0.15860566,0.0
6,0.0053890888,9107,946831,6633.824997186661,22.786844,72.00367,0.8609046936035156,631.5925243311337,122.825,0.17812388,0.17812388,0.0
8,0.005045338,9115,947871,6641.12526512146,22.788069,78.158615,0.8670100718736649,651.7271681882247,127.9,0.18155952,0.18155952,0.0
10,0.006317988,9125,949013,6648.294215679169,22.785824,76.04401,0.8491148203611374,630.1757859406591,123.775,0.1925287,0.1925287,0.0
9,0.005333475,9134,950149,6655.531798362732,22.791021,78.027016,0.8210045695304871,635.669301991009,126.3,0.16765931,0.16765931,0.0
9,0.004825487,9143,951206,6662.732047557831,22.790707,76.857285,0.8944723233580589,614.2763110172739,124.0,0.17025554,0.17025554,0.0
8,0.005729994,9151,952246,6669.8995633125305,22.787836,74.11127,0.9020415246486664,609.0451953419481,122.15,0.18038058,0.18038058,0.0
9,0.0057324097,9160,953300,6677.048283100128,22.788351,71.12295,0.9105118736624718,593.2149114024526,118.225,0.18247178,0.18247178,0.0
8,0.0054515908,9168,954310,6684.309323787689,22.79232,71.79363,0.8753252625465393,596.4667089081051,119.15,0.1702117,0.1702117,0.0
8,0.0050521716,9176,955295,6691.470173597336,22.789864,71.270744,0.8714180141687393,612.2119762483968,121.975,0.164674,0.164674,0.0
8,0.005536061,9184,956349,6698.586936712265,22.792416,71.232895,0.8584498465061188,641.2620970583048,125.975,0.18736331,0.18736331,0.0
7,0.005429277,9191,957259,6705.77200961113,22.790352,73.01958,0.8648059368133545,635.7329175601702,125.325,0.17154112,0.17154112,0.0
8,0.0051952424,9199,958377,6713.027676582336,22.792316,78.60131,0.8640654236078262,654.1756409024456,130.225,0.18098038,0.18098038,0.0
8,0.005659029,9207,959335,6720.244959354401,22.792723,78.02004,0.8524792343378067,651.9044371602156,129.5,0.17057908,0.17057908,0.0
7,0.0043151756,9214,960284,6727.4748158454895,22.79549,78.529144,0.8754015266895294,661.0889518681064,131.825,0.15031666,0.15031666,0.0
8,0.0047333185,9222,961299,6734.652099370956,22.7911,78.44131,0.9034199118614197,650.7176212525922,130.35,0.15633416,0.15633416,0.0
7,0.005464104,9229,962188,6741.7993631362915,22.789083,76.98241,0.8923993036150932,646.9363001558625,129.7,0.1788307,0.1788307,0.0
7,0.0064966865,9236,963214,6748.918921470642,22.79273,77.24431,0.8470987677574158,657.8569455802009,131.15,0.23022607,0.23022607,0.0
6,0.0057263076,9242,964256,6756.114124059677,22.79297,79.05185,0.8524671047925949,699.5955209142519,138.925,0.17745936,0.17745936,0.0
9,0.005140094,9251,965392,6763.297939777374,22.791927,79.17906,0.8892485946416855,699.6370114842144,138.075,0.17368862,0.17368862,0.0
8,0.005604122,9259,966367,6770.4691298007965,22.79144,77.47815,0.8836441487073898,686.7734663463945,135.1,0.16911553,0.16911553,0.0
8,0.0059754783,9267,967352,6777.594269275665,22.793392,79.51799,0.8992113769054413,692.973040191145,135.325,0.20161898,0.20161898,0.0
8,0.0052927984,9275,968296,6784.747852563858,22.793192,75.26414,0.903720960021019,672.3457136406232,131.275,0.17412922,0.17412922,0.0
8,0.005559673,9283,969294,6791.914708137512,22.790545,70.3564,0.8845036029815674,612.4355865176867,120.5,0.19116516,0.19116516,0.0
8,0.0058116643,9291,970276,6799.1084134578705,22.795326,71.52696,0.9219283387064934,623.1046272722547,122.1,0.18440503,0.18440503,0.0
7,0.005206459,9298,971199,6806.43176651001,22.79816,73.43386,0.8858173042535782,628.9096643544341,123.875,0.17081752,0.17081752,0.0
8,0.0057180896,9306,972261,6813.559334993362,22.79987,73.234726,0.9167394042015076,643.2191165948984,126.5,0.1966576,0.1966576,0.0
9,0.00543554,9315,973262,6820.834685087204,22.7876,73.776726,0.9360171779990196,626.1228806853624,124.15,0.17800215,0.17800215,0.0
10,0.005100958,9325,974296,6828.048997402191,22.786201,73.44109,0.9170657396316528,597.0493075411297,118.575,0.17435968,0.17435968,0.0
8,0.0055254423,9333,975315,6835.210317611694,22.78875,72.56758,0.8945661261677742,592.9582611313865,119.775,0.179981,0.179981,0.0
8,0.005597814,9341,976284,6842.364978551865,22.785666,71.41797,0.9198891296982765,586.7665423264214,117.675,0.19103754,0.19103754,0.0
8,0.005523021,9349,977301,6849.550985574722,22.786394,69.53744,0.9143628850579262,586.7799457639383,117.4,0.17273587,0.17273587,0.0
6,0.0050793947,9355,978159,6856.766612291336,22.782784,72.76204,0.8877543658018112,610.6511664182301,122.425,0.17954874,0.17954874,0.0
11,0.005183859,9366,979304,6863.971116781235,22.781181,71.487404,0.9031006246805191,615.9632856496544,122.75,0.17350623,0.17350623,0.0
8,0.006030035,9374,980302,6871.165680170059,22.781023,70.119446,0.8932919278740883,612.3574653815964,121.925,0.20987162,0.20987162,0.0
8,0.005513941,9382,981282,6878.319171190262,22.781961,71.199,0.9118442758917809,615.0618888943403,122.575,0.17778516,0.17778516,0.0
10,0.004910768,9392,982292,6885.648460149765,22.78693,66.979385,0.9027895256876945,573.9636275438395,114.75,0.16609302,0.16609302,0.0
9,0.005553944,9401,983326,6892.836627244949,22.785662,65.927444,0.9135423377156258,550.9258148551054,111.05,0.17398435,0.17398435,0.0
9,0.004534915,9410,984308,6900.058996677399,22.78465,65.36946,0.88985475897789,559.3026217227113,112.375,0.1537089,0.1537089,0.0
9,0.00519366,9419,985366,6907.3259518146515,22.783209,66.03978,0.9149308353662491,556.492695113722,112.275,0.17118569,0.17118569,0.0
9,0.005847291,9428,986304,6914.583093166351,22.780012,65.26213,0.8973069712519646,544.5764994078319,109.35,0.19715992,0.19715992,0.0
9,0.0061329817,9437,987341,6921.829684257507,22.77588,65.96808,0.8885676711797714,550.4327077300296,110.775,0.17447859,0.17447859,0.0
8,0.0057662847,9445,988386,6929.021129131317,22.776451,65.904465,0.9061434790492058,571.9840481236795,114.95,0.18785356,0.18785356,0.0
9,0.0055196597,9454,989401,6936.233830451965,22.779217,65.439224,0.9038294926285744,577.6480193841204,115.5,0.17787974,0.17787974,0.0
10,0.005599538,9464,990421,6943.391528367996,22.778725,63.779945,0.934178426861763,572.5098217796597,114.625,0.17305778,0.17305778,0.0
8,0.00509719,9472,991511,6950.591173171997,22.77995,64.935646,0.8786515519022942,589.464021457853,118.55,0.17552873,0.17552873,0.0
10,0.005546353,9482,992697,6957.864361286163,22.782244,63.66963,0.8646983951330185,580.677960937288,116.925,0.17158106,0.17158106,0.0
10,0.005074229,9492,993779,6964.998951911926,22.782646,62.045067,0.9048503339290619,571.8717888796818,114.6,0.17698179,0.17698179,0.0
9,0.004811142,9501,994706,6971.722340106964,22.783138,62.102654,0.8729386478662491,575.9883420210324,115.525,0.16754872,0.16754872,0.0
8,0.0056996457,9509,995889,6978.378546953201,22.783512,65.163445,0.8891848400235176,608.7000837963184,121.15,0.17257766,0.17257766,0.0
10,0.00521095,9519,996977,6984.982749223709,22.779625,62.232117,0.8693167567253113,583.8740716985556,116.325,0.1645209,0.1645209,0.0
8,0.006463963,9527,998045,6991.604783296585,22.778078,65.00828,0.8855203688144684,601.3291657919419,119.875,0.21786699,0.21786699,0.0
8,0.0059876647,9535,999130,6997.959349393845,22.777523,68.3113,0.8649291396141052,627.0599748581948,126.625,0.1925355,0.1925355,0.0
9,0.0052834237,9544,1000196,7003.8953149318695,22.772463,67.51621,0.8954328745603561,601.6193221911005,121.525,0.1685375,0.1685375,0.0
