optimgain,EpTrueRewMean,EpLenMean,ev_tdlam_before,entropy,EpRewMean,EpThisIter,meankl,TimeElapsed,surrgain,EpisodesSoFar,entloss,TimestepsSoFar
0.04537588,828.8036916482291,769.925,0.05378162860870361,3.8364794,409.36646,1,0.007565194,288.1078293323517,0.04537588,162,0.0,201519
0.039247017,846.9686576945336,788.725,0.04294633865356445,3.8410647,417.7209,1,0.006370186,292.23680210113525,0.039247017,163,0.0,204372
0.05683977,846.3330923136921,786.4,0.9285550937056541,3.8435664,416.48444,1,0.008470023,296.47018671035767,0.05683977,164,0.0,207093
0.037307598,845.8446360035043,786.4,-0.015618205070495605,3.8476255,415.46353,1,0.0064486773,300.71689081192017,0.037307598,165,0.0,210093
0.049913917,841.0666675572025,783.075,0.37611740827560425,3.832672,410.7897,2,0.006438898,304.8663218021393,0.049913917,167,0.0,214245
0.046717335,794.7345100375223,734.75,0.8261614888906479,3.8167498,383.8093,3,0.00806234,309.09340023994446,0.046717335,170,0.0,217020
0.04603063,794.1896632146866,734.75,-0.06467485427856445,3.8017597,383.2164,1,0.006662554,313.28663420677185,0.04603063,171,0.0,220020
0.0384276,793.0694085554189,734.75,-0.03446316719055176,3.8025815,382.2871,1,0.008093307,317.52969574928284,0.0384276,172,0.0,223020
0.04828108,788.1784472421369,728.5,0.7071031630039215,3.8036258,378.1413,2,0.0072983354,321.75902104377747,0.04828108,174,0.0,227784
0.043603912,771.1570656022776,707.4,0.8228852301836014,3.8159177,366.0954,4,0.00814373,325.95699548721313,0.043603912,178,0.0,232890
0.041721776,780.2113974023865,717.55,0.05676543712615967,3.787567,370.3671,1,0.006817925,330.1074743270874,0.041721776,179,0.0,235890
0.037808165,778.9216207247543,717.55,-0.05423176288604736,3.8012083,369.32343,1,0.0064601786,334.33024430274963,0.037808165,180,0.0,238890
0.066589445,802.8074083507505,741.65,0.8013852685689926,3.7960532,379.50613,2,0.006791143,338.53550267219543,0.066589445,182,0.0,243885
0.04537564,802.1540772371401,741.65,0.0080643892288208,3.7851028,379.11044,1,0.0071293795,342.75681948661804,0.04537564,183,0.0,246885
0.04089904,801.5509429033859,741.65,-0.009487748146057129,3.8156192,378.9699,1,0.0068995534,346.9610073566437,0.04089904,184,0.0,249885
0.039654665,799.7360323577204,741.65,-0.005010485649108887,3.8042295,378.67938,1,0.008602135,351.07803297042847,0.039654665,185,0.0,252885
0.04348357,799.0056830369336,741.65,-0.013555049896240234,3.8073125,378.00568,1,0.007515998,355.27354073524475,0.04348357,186,0.0,255885
0.05359923,798.0558118037734,741.65,-9.47713851928711e-05,3.8313966,377.25067,1,0.0075127827,359.4734916687012,0.05359923,187,0.0,258885
0.040744364,771.3525304931829,717.975,0.29863280057907104,3.826697,365.1185,2,0.008028521,363.6010904312134,0.040744364,189,0.0,262044
0.05490829,745.8463284681418,688.25,0.9758740421384573,3.8213506,351.3139,2,0.007964259,367.77908754348755,0.05490829,191,0.0,264477
0.07100746,763.2199070844486,706.6,0.061354756355285645,3.8094804,360.44,1,0.0077362126,371.89977836608887,0.07100746,192,0.0,267477
0.041595004,762.7243681736502,706.6,-0.01957094669342041,3.8117435,360.1569,1,0.006211863,376.0888817310333,0.041595004,193,0.0,270477
0.041131265,783.161125422538,726.6,-0.03466391563415527,3.828005,370.0927,1,0.0068877265,380.2799298763275,0.041131265,194,0.0,273477
0.03748476,791.2324758518383,734.375,-0.07579731941223145,3.849939,374.01678,1,0.007928348,384.5257315635681,0.03748476,195,0.0,276477
0.045300387,811.8122311382857,754.6,-0.01714766025543213,3.8262389,383.94086,2,0.008286713,388.68297004699707,0.045300387,197,0.0,282477
0.06310331,809.8930367964385,759.025,0.7600106596946716,3.8214357,383.65,2,0.007616938,392.9391851425171,0.06310331,199,0.0,285873
0.06791543,784.9777280084534,730.85,0.9388277009129524,3.8138812,371.02493,2,0.008835637,397.1327428817749,0.06791543,201,0.0,288492
0.083892584,798.0462653868766,742.125,0.8583783060312271,3.8150008,377.2872,1,0.008037553,401.41304874420166,0.083892584,202,0.0,290574
0.05403773,783.2967547630669,730.175,-0.076438307762146,3.7952557,371.0334,2,0.007164493,405.75129985809326,0.05403773,204,0.0,294714
0.06630613,758.3405210129733,702.9,0.8803925886750221,3.7911985,360.79355,2,0.0072159967,409.9774532318115,0.06630613,206,0.0,297441
0.051688395,772.153748989828,718.3,-0.09352004528045654,3.78147,367.97574,1,0.008466564,414.1467196941376,0.051688395,207,0.0,300441
0.045621328,782.9456221092839,732.875,0.5930646359920502,3.7472513,373.8393,1,0.008075941,418.4136257171631,0.045621328,208,0.0,303441
0.05787109,789.8426267997759,743.8,0.4251011610031128,3.7322993,378.16998,2,0.009360882,422.6026132106781,0.05787109,210,0.0,306276
0.058317095,788.740783141433,742.15,0.2706037163734436,3.7087386,377.77814,1,0.007933603,426.7247498035431,0.058317095,211,0.0,309078
0.056936003,789.0504055621016,742.15,-0.1775979995727539,3.683587,377.48422,1,0.0076108556,431.19661235809326,0.056936003,212,0.0,312078
0.039743066,788.3433393348168,742.15,-0.04258430004119873,3.708588,377.22064,1,0.007660499,435.4923620223999,0.039743066,213,0.0,315078
0.040571384,795.0804527253215,752.45,-0.003121495246887207,3.6985474,381.0685,1,0.008741501,439.759304523468,0.040571384,214,0.0,318078
0.0443194,794.9911965573389,752.45,0.003875255584716797,3.6990964,381.00528,1,0.007013294,443.984169960022,0.0443194,215,0.0,321078
0.06610151,802.9036648397275,763.65,0.04591667652130127,3.7012632,385.99054,1,0.0095255785,448.2165274620056,0.06610151,216,0.0,323049
0.05877932,818.1626260920277,782.625,-0.13634777069091797,3.6923501,394.4651,1,0.007495816,452.4577832221985,0.05877932,217,0.0,326049
0.038787268,832.71949805715,801.325,-0.0006414651870727539,3.6963484,402.4604,1,0.0072869146,456.7633945941925,0.038787268,218,0.0,329049
0.05637643,830.1000457855911,799.7,0.05041611194610596,3.6909418,401.38388,2,0.008739384,461.0933153629303,0.05637643,220,0.0,334854
0.050563663,815.8957988108548,787.525,0.6505106389522552,3.6863725,395.26202,2,0.007835496,465.3972170352936,0.050563663,222,0.0,338388
0.06449193,803.9504263973979,774.0,0.9259062334895134,3.6662881,389.25122,1,0.0073882393,469.65318179130554,0.06449193,223,0.0,339765
0.04669451,803.391289055146,774.0,-0.01263570785522461,3.662687,389.4353,1,0.007450576,473.97815012931824,0.04669451,224,0.0,342765
0.05037241,785.1193181507755,752.85,0.7112550139427185,3.6932006,380.04285,2,0.0072767013,478.257417678833,0.05037241,226,0.0,346227
0.060079046,775.0262856172151,737.725,0.8230482488870621,3.6889124,375.54398,4,0.008394789,482.58504605293274,0.060079046,230,0.0,351207
0.076484546,744.5530793930033,706.25,0.6542741060256958,3.666374,361.3326,3,0.008732447,486.9027771949768,0.076484546,233,0.0,355227
0.04522758,724.5542882649702,684.125,0.7108833491802216,3.6544795,351.54398,2,0.008838962,491.20090317726135,0.04522758,235,0.0,358572
0.07125568,684.9526770694061,641.025,0.8452205210924149,3.649902,331.3369,2,0.01073444,495.4813826084137,0.07125568,237,0.0,359400
0.04083301,685.3957754243671,641.025,-0.015935540199279785,3.642914,331.35205,1,0.0077206935,499.7677536010742,0.04083301,238,0.0,362400
0.05029799,703.9256965569399,662.725,0.31546396017074585,3.6369104,341.59592,1,0.007544242,504.05680894851685,0.05029799,239,0.0,365400
0.0744309,708.9446142375552,670.725,0.6778756678104401,3.6459029,345.62735,1,0.009224059,508.3279767036438,0.0744309,240,0.0,368400
0.054934777,726.7176292546734,690.9,-0.09088993072509766,3.65225,354.73993,1,0.008152236,512.6216549873352,0.054934777,241,0.0,371400
0.034275483,731.3563772214547,698.55,-0.0036939382553100586,3.7094357,357.49445,1,0.008227743,516.95454454422,0.034275483,242,0.0,374400
0.07860706,743.0090666147154,708.2,0.7529356777667999,3.7210405,363.33112,1,0.008240549,521.2715716362,0.07860706,243,0.0,376698
0.044984747,742.5414555723166,708.2,-0.013862967491149902,3.7047038,362.973,1,0.008437024,525.6081008911133,0.044984747,244,0.0,379698
0.04374615,762.4016723370012,730.325,-0.03585243225097656,3.7053752,372.97153,1,0.008619266,529.9304068088531,0.04374615,245,0.0,382698
0.047407098,765.1067034339378,735.475,-0.01669919490814209,3.7008586,372.8806,1,0.008590841,534.2516586780548,0.047407098,246,0.0,385698
0.07003159,756.7273825942117,726.775,0.7520107924938202,3.693215,369.40485,1,0.008323053,538.6068534851074,0.07003159,247,0.0,387654
0.04515881,756.0918416157974,726.775,-0.03303861618041992,3.7162492,369.50177,1,0.008644873,542.9107644557953,0.04515881,248,0.0,390654
0.07399298,710.2732382617771,678.625,0.3633648157119751,3.7132635,348.893,4,0.008717901,547.2768120765686,0.07399298,252,0.0,393513
0.082861274,710.9869570611385,678.625,0.9361872151494026,3.7265933,349.3813,1,0.009623073,551.6247878074646,0.082861274,253,0.0,396513
0.045047633,710.0492035203258,678.625,-0.024599194526672363,3.718254,349.3229,1,0.008865307,555.9123392105103,0.045047633,254,0.0,399513
0.038400244,709.422991481884,678.625,-0.004036307334899902,3.7126527,349.54263,1,0.007911569,560.1779618263245,0.038400244,255,0.0,402513
0.045412615,719.0327196830189,687.2,0.006197988986968994,3.69684,353.82477,1,0.0075480323,564.4207792282104,0.045412615,256,0.0,405513
0.054443195,719.4223789592626,687.2,0.026401937007904053,3.691469,353.72687,1,0.008073476,568.6583046913147,0.054443195,257,0.0,408513
0.061341524,717.3012975875039,685.975,0.02196425199508667,3.665497,353.53452,1,0.010498335,572.828971862793,0.061341524,258,0.0,411366
0.04554031,716.1196181237251,685.975,-0.011791706085205078,3.6571043,353.7248,1,0.008711497,577.1128506660461,0.04554031,259,0.0,414366
0.08111325,700.6900875891992,664.875,0.7851709574460983,3.6519163,347.34857,2,0.009080322,581.3619675636292,0.08111325,261,0.0,417639
0.04089948,719.3053658500561,685.425,-0.008090615272521973,3.6397789,356.67212,1,0.008326453,585.6557397842407,0.04089948,262,0.0,420639
0.06797533,730.100820764883,698.95,0.22589856386184692,3.6487715,363.55145,1,0.008321983,589.8918268680573,0.06797533,263,0.0,423639
0.045010917,729.7157564874867,698.95,9.697675704956055e-05,3.6550372,363.3781,1,0.007778776,594.1299605369568,0.045010917,264,0.0,426639
0.04556893,731.4894638903222,703.2,0.44362330436706543,3.6906106,364.6507,2,0.0087232,598.3930859565735,0.04556893,266,0.0,430611
0.050469168,731.3889701355805,703.625,0.3249971866607666,3.693335,364.06744,2,0.0089686,602.6932110786438,0.050469168,268,0.0,434088
0.05898028,740.761382382568,722.65,0.6533301770687103,3.6583233,371.87653,2,0.008665764,606.9637005329132,0.05898028,270,0.0,437925
0.059618592,738.7451727492046,722.65,0.004512190818786621,3.6675644,371.51797,1,0.009811016,611.2773008346558,0.059618592,271,0.0,440925
0.048812762,756.9639526674458,743.9,-0.12721943855285645,3.7018976,381.05484,1,0.009229086,615.6014897823334,0.048812762,272,0.0,443925
0.070143625,765.6391788406634,753.875,0.5878210663795471,3.6824055,386.11874,1,0.007829931,619.8707914352417,0.070143625,273,0.0,445692
0.056487642,771.0357302231474,758.925,0.556831955909729,3.6978698,388.92108,2,0.009188105,624.1788856983185,0.056487642,275,0.0,449643
0.048818972,788.0199673925002,779.95,-0.039987921714782715,3.7248247,398.28363,1,0.00851289,628.5383627414703,0.048818972,276,0.0,452643
0.06210705,796.4233943469737,791.8,0.1251131296157837,3.708075,403.53305,2,0.008806874,632.8451707363129,0.06210705,278,0.0,457416
0.058220185,780.7005456712707,774.425,0.5371261835098267,3.7162154,395.01617,2,0.009799492,637.1798729896545,0.058220185,280,0.0,461331
0.05699241,758.6794205762523,748.425,0.4308139681816101,3.7134697,384.1185,2,0.008138095,641.5501873493195,0.05699241,282,0.0,464211
0.040526554,759.7022617124361,754.275,-0.029384851455688477,3.6976075,385.59854,1,0.008629379,645.8922460079193,0.040526554,283,0.0,467211
0.059668597,747.3491676857955,739.3,0.5744633674621582,3.663206,379.47974,2,0.012928726,650.2106676101685,0.059668597,285,0.0,471414
0.06823969,723.1579974020955,713.1,0.7438488304615021,3.6717207,366.95825,2,0.010573506,654.4908177852631,0.06823969,287,0.0,473226
0.051132772,722.2099182802922,713.1,0.43241679668426514,3.6737447,367.10458,1,0.008762679,658.8231716156006,0.051132772,288,0.0,476226
0.05427397,732.6917520819532,724.1,0.5112077593803406,3.6688294,372.2189,2,0.00833164,663.1223554611206,0.05427397,290,0.0,479811
0.051099353,756.4683716993447,748.1,-0.053430795669555664,3.6626894,383.64273,1,0.008673575,667.4373857975006,0.051099353,291,0.0,482811
0.07009014,732.1414120509532,714.975,0.771257147192955,3.6703105,370.82996,3,0.008622178,671.7235291004181,0.07009014,294,0.0,485310
0.07720165,727.5577908085683,707.15,0.9739548657089472,3.6989133,367.86212,1,0.009198381,676.0427145957947,0.07720165,295,0.0,487371
0.06478013,707.9592278217388,685.625,0.8027840554714203,3.706207,358.31168,2,0.008192792,680.3226687908173,0.06478013,297,0.0,490788
0.0666708,710.7256662025568,686.85,-0.28619062900543213,3.6986628,358.87973,1,0.008922232,684.6119782924652,0.0666708,298,0.0,493788
0.057806484,687.4876780863905,661.2,0.7213931083679199,3.6857991,345.14142,2,0.0082283905,688.9572184085846,0.057806484,300,0.0,495855
0.04915172,701.1426543754703,676.8,-0.03338909149169922,3.6872013,351.86685,1,0.008205537,693.1950237751007,0.04915172,301,0.0,498855
0.06792773,670.0967688677775,642.4,0.8391040414571762,3.7028582,335.281,2,0.009554541,697.471310377121,0.06792773,303,0.0,500727
0.046581034,669.3011648445652,642.4,-0.11069011688232422,3.7171636,335.4685,1,0.0072723925,701.7385177612305,0.046581034,304,0.0,503727
0.054364484,669.5075378442011,642.4,-1.5020370483398438e-05,3.6713018,335.82208,1,0.007878485,706.2164244651794,0.054364484,305,0.0,506727
0.056565978,684.6722565937622,659.3,-0.07417798042297363,3.6556087,344.19122,1,0.008437573,710.6586060523987,0.056565978,306,0.0,509727
0.049859617,700.9430157475274,674.7,-0.004099369049072266,3.6843328,351.8742,2,0.008014305,715.0541386604309,0.049859617,308,0.0,515052
0.044267766,706.4000290667029,674.2,0.6560697853565216,3.6965044,352.22354,2,0.009347889,719.5788621902466,0.044267766,310,0.0,518829
0.062472038,705.9186087889727,674.2,0.3634837865829468,3.6908872,352.3545,1,0.008724619,724.1185188293457,0.062472038,311,0.0,521829
0.056732308,697.4853300548476,664.1,0.6981826424598694,3.6899724,347.23514,2,0.009751804,728.5879299640656,0.056732308,313,0.0,525384
0.050660707,696.7854202411145,664.1,-0.04007101058959961,3.6711347,347.1561,1,0.008646214,733.0897836685181,0.050660707,314,0.0,528384
0.049173106,693.1313792485732,660.625,0.6347956955432892,3.6986775,345.0448,2,0.007580029,737.5174880027771,0.049173106,316,0.0,531918
0.043279476,693.5503256927536,660.625,-0.010482192039489746,3.715828,345.06,1,0.008589475,741.9949908256531,0.043279476,317,0.0,534918
0.0659993,693.1941999720156,650.8,0.9713529720902443,3.744932,341.5141,2,0.008783001,746.469758272171,0.0659993,319,0.0,538512
0.078886524,689.4691738357099,643.05,0.9379461966454983,3.7447815,337.73932,3,0.009142048,750.9487237930298,0.078886524,322,0.0,541377
0.06985644,676.7211825477223,622.175,0.957800880074501,3.735411,328.67865,2,0.008080067,755.3518528938293,0.06985644,324,0.0,544872
0.040834494,688.0935153552824,637.15,-0.012981057167053223,3.7372055,335.12704,1,0.009515075,759.6830348968506,0.040834494,325,0.0,547872
0.047957283,679.6963982957211,619.35,0.8123922944068909,3.7298036,327.02383,4,0.007460005,764.1215443611145,0.047957283,329,0.0,553548
0.05504877,695.6425020895488,639.475,-0.006428956985473633,3.721008,335.48956,1,0.010080273,768.5580112934113,0.05504877,330,0.0,556548
0.056561198,693.9838304715927,639.475,0.1165514588356018,3.7254317,335.45856,1,0.008202216,772.9971652030945,0.056561198,331,0.0,559548
0.058830723,710.4516548556057,656.925,0.5786678194999695,3.7339249,343.63956,1,0.009811612,777.451014995575,0.058830723,332,0.0,562548
0.067991115,727.0828914366347,674.925,0.9806614108383656,3.7166076,351.78354,1,0.008262934,781.8191351890564,0.067991115,333,0.0,565485
0.060320903,711.9732613096455,666.275,0.6727811694145203,3.7123432,344.45645,3,0.009053689,786.1670706272125,0.060320903,336,0.0,570123
0.044022225,727.9616967524208,686.125,-0.01754593849182129,3.6887531,354.07596,1,0.007730907,790.6767296791077,0.044022225,337,0.0,573123
0.06894465,722.709549439493,676.225,0.9724456164985895,3.686104,349.48114,2,0.008653697,795.1683077812195,0.06894465,339,0.0,576354
0.070139945,724.7214882548003,677.6,0.7036198973655701,3.6878743,349.9307,4,0.009845408,799.5788114070892,0.070139945,343,0.0,582039
0.05855917,725.2810381867223,677.6,0.025189518928527832,3.6969926,350.05518,1,0.009528071,804.0350081920624,0.05855917,344,0.0,585039
0.062322445,694.2343197176442,641.6,0.8027636855840683,3.6945817,332.66803,2,0.009287929,808.450391292572,0.062322445,346,0.0,586719
0.047365274,695.6407196207176,647.225,-0.04528641700744629,3.6989422,334.49622,1,0.01050565,812.8132829666138,0.047365274,347,0.0,589719
0.047583792,696.4023527623624,647.225,-0.010381102561950684,3.6827376,334.16025,1,0.009482248,817.2911322116852,0.047583792,348,0.0,592719
0.052279025,697.2937264909737,648.25,0.4704492688179016,3.7081075,334.59723,2,0.009266526,821.7475893497467,0.052279025,350,0.0,596619
0.060505398,680.3620147595311,626.625,-0.04621708393096924,3.7140117,324.42328,2,0.008613333,826.0811653137207,0.060505398,352,0.0,600024
0.07096328,682.5300375732102,625.225,0.8161879330873489,3.728644,323.98505,2,0.008166989,830.5073645114899,0.07096328,354,0.0,603411
0.07632175,685.2200297186318,624.45,0.11047446727752686,3.7085938,324.018,1,0.008097382,834.9017179012299,0.07632175,355,0.0,606318
0.066886865,698.5016634180807,640.225,0.9467436783015728,3.7152994,330.6635,1,0.008425547,839.3112456798553,0.066886865,356,0.0,608745
