optimgain,EpisodesSoFar,meankl,TimeElapsed,EpTrueRewMean,surrgain,entloss,EpLenMean,EpRewMean,TimestepsSoFar,EpThisIter,entropy,ev_tdlam_before
0.046003915,393,0.010113966,731.4439308643341,2410.3882270850518,0.046003915,0.0,691.05,899.4584,540669,3,2.6362414,0.5722728371620178
0.053982243,395,0.010678256,735.6564915180206,2301.2368145516994,0.053982243,0.0,658.1,859.4413,542715,2,2.632601,0.9842910468578339
0.0622212,398,0.009683482,739.974072933197,2234.9710699864777,0.0622212,0.0,637.45,834.5545,546486,3,2.5924187,0.962514266371727
0.04793191,399,0.009608096,744.2164194583893,2209.653088431317,0.04793191,0.0,630.25,824.4139,547566,1,2.5734773,0.9817317221313715
0.037605673,400,0.01047302,748.4560072422028,2234.251961692941,0.037605673,0.0,637.675,831.43964,550566,1,2.5497124,-0.005770683288574219
0.03751917,401,0.009802222,752.6888046264648,2233.447210862481,0.03751917,0.0,637.675,829.56604,553566,1,2.5471072,0.03948110342025757
0.041800555,402,0.009357076,756.932657957077,2295.5656690171936,0.041800555,0.0,656.575,851.3879,556566,1,2.4797692,0.0056046247482299805
0.06857982,403,0.009594939,761.1650905609131,2238.4324267860575,0.06857982,0.0,639.875,831.07385,557562,1,2.5460198,0.9897863855585456
0.05485917,404,0.010886722,765.4204113483429,2197.2110091956492,0.05485917,0.0,628.1,816.0431,559149,1,2.5599456,0.38900548219680786
0.05710494,405,0.0099104885,769.6409435272217,2192.273456144633,0.05710494,0.0,626.425,813.45276,561948,1,2.5968604,0.8361220210790634
0.04738573,406,0.009406356,773.7841930389404,2225.8091556127306,0.04738573,0.0,634.95,825.528,564102,1,2.5306704,0.9712119400501251
0.033321697,407,0.01057227,778.0195126533508,2271.3016233225694,0.033321697,0.0,648.15,839.2684,567102,1,2.496073,0.04472172260284424
0.05083163,409,0.010482784,782.3059384822845,2278.3381582425272,0.05083163,0.0,649.8,840.1654,573102,2,2.4842255,0.052580177783966064
0.040990554,410,0.010077828,786.5565321445465,2305.3071565988407,0.040990554,0.0,658.175,849.8192,576102,1,2.4966762,0.07933622598648071
0.039626446,411,0.009136487,790.9223353862762,2311.5611126044873,0.039626446,0.0,658.175,850.41815,579102,1,2.5501428,0.1657763123512268
0.053381257,413,0.00947402,795.1624534130096,2320.7735471796045,0.053381257,0.0,660.325,856.4012,581955,2,2.586618,0.9518479965627193
0.034336824,414,0.010082424,799.4371712207794,2376.1513755191,0.034336824,0.0,676.875,875.0475,584955,1,2.6814852,0.08191424608230591
0.061030116,415,0.00952486,803.6616022586823,2376.5974136165532,0.061030116,0.0,675.225,874.7619,587757,1,2.7430031,0.9827682543545961
0.05641695,417,0.009889167,807.8671767711639,2408.385348586484,0.05641695,0.0,684.1,887.95526,591198,2,2.6858833,0.9696514941751957
0.056331925,418,0.009520279,812.1215677261353,2389.372902936108,0.056331925,0.0,676.8,880.14746,593322,1,2.732827,0.9918060852214694
0.0515737,419,0.009676555,816.3235206604004,2393.718795294057,0.0515737,0.0,678.325,882.0472,594861,1,2.7821872,0.9763750582933426
