EpRewMean,EpThisIter,EpTrueRewMean,entloss,optimgain,ev_tdlam_before,entropy,EpLenMean,TimestepsSoFar,EpisodesSoFar,TimeElapsed,surrgain,meankl
63.699066,10,492.1016925483438,0.0,0.14801373,0.8910004794597626,23.35602,97.575,614025,2654,1306.889589548111,0.14801373,0.004064548
63.804157,11,499.0357049045777,0.0,0.27719998,0.8496648669242859,23.350649,98.475,617415,2665,1313.6617045402527,0.27719998,0.014798705
65.19601,10,508.83955556972467,0.0,0.14285833,0.8420608192682266,23.349627,100.65,620436,2675,1320.3674461841583,0.14285833,0.0038734241
66.96715,10,511.1356345805548,0.0,0.13875319,0.8875953480601311,23.353205,100.7,623412,2685,1326.9714319705963,0.13875319,0.0039705136
67.72863,10,513.0665537820446,0.0,0.28502035,0.8783197328448296,23.350607,101.125,626490,2695,1333.6034932136536,0.28502035,0.014269201
65.9438,11,495.7294017113809,0.0,0.14176187,0.899997167289257,23.346254,97.95,629385,2706,1340.266385793686,0.14176187,0.004112926
66.81258,10,488.2770905144277,0.0,0.24795946,0.8948644772171974,23.344255,97.5,632433,2716,1346.974853515625,0.24795946,0.013010472
66.26196,10,482.229512403905,0.0,0.40915233,0.9113481342792511,23.338116,97.775,635472,2726,1353.72816324234,0.40915233,0.014678452
67.74437,10,485.9926651280819,0.0,0.13838048,0.9008506014943123,23.337908,98.6,638526,2736,1360.480928659439,0.13838048,0.0038103545
69.68504,10,500.5322858170637,0.0,0.13486387,0.8503912687301636,23.343035,101.925,641616,2746,1367.1457161903381,0.13486387,0.004085219
64.65989,11,481.86070371401166,0.0,0.13543867,0.8201837986707687,23.339518,98.075,644559,2757,1373.854099035263,0.13543867,0.0040681353
61.805218,11,476.3766222699079,0.0,0.28560603,0.8846398666501045,23.32373,96.45,647682,2768,1380.5968499183655,0.28560603,0.012592232
61.656506,9,479.2215312567929,0.0,0.15627873,0.795830562710762,23.324728,97.375,650487,2777,1387.1528453826904,0.15627873,0.0039718575
63.240967,11,477.73202323743055,0.0,0.14100292,0.8363366276025772,23.324465,96.475,653631,2788,1393.7274808883667,0.14100292,0.0038580603
68.922035,10,505.22054187045853,0.0,0.15638962,0.826612576842308,23.326437,100.125,656898,2798,1400.3486323356628,0.15638962,0.0040966016
73.71775,10,526.2371521997281,0.0,0.13881424,0.9192801639437675,23.325459,103.675,660123,2808,1407.0452740192413,0.13881424,0.004209392
72.176025,12,497.6174759566793,0.0,0.13698474,0.9078771024942398,23.32422,97.95,663159,2820,1413.7009718418121,0.13698474,0.003811166
71.823135,11,485.9564345271718,0.0,0.2576568,0.8319062441587448,23.320803,95.95,666249,2831,1420.3193986415863,0.2576568,0.014856901
68.17925,10,480.45459160861355,0.0,0.1409419,0.9211635813117027,23.319353,94.55,669255,2841,1426.9226205348969,0.1409419,0.0039212676
69.174904,10,492.5447774085169,0.0,0.14878322,0.8304095715284348,23.317205,95.0,672303,2851,1433.497031211853,0.14878322,0.003938337
69.71721,12,499.63645015933116,0.0,0.13900867,0.89999008923769,23.324038,96.6,675462,2863,1440.158673286438,0.13900867,0.003787411
69.2792,9,507.9730842254241,0.0,0.28718406,0.8598825335502625,23.324202,98.0,678345,2872,1446.6896042823792,0.28718406,0.014263555
66.70505,11,493.15355012076304,0.0,0.14718491,0.8481891006231308,23.323309,95.4,681294,2883,1453.2341103553772,0.14718491,0.0037786562
66.45974,10,497.61764333717457,0.0,0.161516,0.8596300929784775,23.324484,97.225,684423,2893,1459.8894546031952,0.161516,0.004547949
69.69582,10,509.5721005657077,0.0,0.13661611,0.8741350471973419,23.320553,100.5,687522,2903,1466.6303088665009,0.13661611,0.0039571817
66.292274,12,493.99974173380133,0.0,0.1556263,0.7132404148578644,23.324947,97.175,690738,2915,1473.267576932907,0.1556263,0.004194662
67.27075,9,500.09428424863637,0.0,0.30596453,0.8703388720750809,23.32575,98.775,693576,2924,1479.935886144638,0.30596453,0.014491504
67.51532,9,496.6256510734589,0.0,0.29445666,0.8695690333843231,23.32176,98.85,696285,2933,1486.5846831798553,0.29445666,0.01467353
65.20821,10,496.765023960295,0.0,0.29460764,0.9051954224705696,23.319334,98.3,699318,2943,1493.2501363754272,0.29460764,0.014518753
68.070145,10,515.9495687689844,0.0,0.13248836,0.8548847585916519,23.32249,102.275,702423,2953,1499.8577463626862,0.13248836,0.0039468883
66.12171,11,498.79312191173204,0.0,0.14484061,0.8679659515619278,23.320538,99.925,705567,2964,1506.458916425705,0.14484061,0.0038665829
65.2755,11,491.3521825100086,0.0,0.15246448,0.8348028212785721,23.318865,97.675,708708,2975,1513.1817555427551,0.15246448,0.0042186156
66.16709,10,507.21588421931483,0.0,0.13850555,0.8392620980739594,23.31785,101.325,712134,2985,1519.8521535396576,0.13850555,0.0038512452
68.900024,9,524.9651295253592,0.0,0.13967061,0.8627668917179108,23.312983,105.1,715275,2994,1526.4295134544373,0.13967061,0.0048175775
70.5186,10,541.1878377684268,0.0,0.13576183,0.873926430940628,23.311277,107.35,718449,3004,1533.156540632248,0.13576183,0.0040458813
75.597534,8,564.9761779637005,0.0,0.30326098,0.8477369099855423,23.312174,111.85,721290,3012,1539.819316625595,0.30326098,0.014895334
74.750565,10,562.6190191167021,0.0,0.26563707,0.8520189523696899,23.312323,111.425,724347,3022,1546.5200934410095,0.26563707,0.014766003
72.21032,9,545.7885848039325,0.0,0.14751881,0.8793861418962479,23.312258,106.8,727287,3031,1553.2779281139374,0.14751881,0.004628296
72.500565,11,542.9960596442795,0.0,0.15324804,0.9062003120779991,23.313253,107.0,730452,3042,1560.1575481891632,0.15324804,0.004031422
67.94484,10,525.4121321846844,0.0,0.29328763,0.8765035718679428,23.31356,103.35,733692,3052,1566.7914946079254,0.29328763,0.014894099
71.01875,9,543.0168085803873,0.0,0.14955804,0.8664808571338654,23.313498,107.2,736746,3061,1573.2422094345093,0.14955804,0.0041716783
70.04054,9,529.5063342397866,0.0,0.14779696,0.780728280544281,23.313313,105.7,739680,3070,1579.9600505828857,0.14779696,0.0042437827
69.64482,11,530.1404982615976,0.0,0.14241329,0.9122081845998764,23.313982,105.775,742824,3081,1586.5846359729767,0.14241329,0.004301329
68.01027,10,515.6133898024916,0.0,0.15460725,0.8597576916217804,23.314447,102.7,745746,3091,1593.1653063297272,0.15460725,0.003974166
67.261826,10,507.5330961469455,0.0,0.14155664,0.8613582849502563,23.31183,101.25,748896,3101,1599.7905340194702,0.14155664,0.004288351
67.11174,11,493.1084726259639,0.0,0.1750989,0.8882022872567177,23.31024,97.35,751995,3112,1606.3290922641754,0.1750989,0.0046440978
68.32635,10,510.12680754766535,0.0,0.3829859,0.8382419049739838,23.310469,100.5,755133,3122,1612.9571208953857,0.3829859,0.014934274
69.12622,10,517.7227613255093,0.0,0.13736922,0.8855186253786087,23.309324,102.325,758325,3132,1619.4329886436462,0.13736922,0.0039485567
71.36617,9,530.2934876875918,0.0,0.13725807,0.8642833381891251,23.310076,104.95,761490,3141,1626.0885050296783,0.13725807,0.0041126735
74.76668,9,557.3777946319566,0.0,0.13685516,0.8717750906944275,23.312994,110.025,764550,3150,1632.724515914917,0.13685516,0.0038434432
76.06747,9,571.015794200056,0.0,0.13894325,0.8895532935857773,23.310305,112.5,767583,3159,1639.3614573478699,0.13894325,0.004158399
73.60951,10,560.6247023883252,0.0,0.14364538,0.867982879281044,23.309992,111.0,770751,3169,1646.0981888771057,0.14364538,0.0038363142
74.389565,8,570.7110690844415,0.0,0.16465896,0.8260766416788101,23.308588,112.475,773532,3177,1652.7334384918213,0.16465896,0.0040627094
69.85756,9,551.2415176385618,0.0,0.15832199,0.8329637199640274,23.304708,108.7,776337,3186,1659.3638706207275,0.15832199,0.004193569
68.93313,10,530.9080139323421,0.0,0.14096907,0.896632082760334,23.300112,104.6,779406,3196,1666.0759336948395,0.14096907,0.0043752817
70.58181,9,560.0743589775677,0.0,0.1493151,0.8633821308612823,23.303732,111.0,782607,3205,1672.78466963768,0.1493151,0.0039277095
67.915955,11,540.3112623907533,0.0,0.13107094,0.8965866938233376,23.293636,106.175,785820,3216,1679.5222117900848,0.13107094,0.0038542447
64.52254,10,528.9834431696813,0.0,0.14758235,0.8399875611066818,23.291506,104.25,788847,3226,1686.0995132923126,0.14758235,0.004183675
66.125015,10,530.432420931976,0.0,0.14564958,0.8700461834669113,23.291586,103.525,791829,3236,1692.7247838974,0.14564958,0.0042508882
64.72309,11,495.67633103300466,0.0,0.15751441,0.9005868285894394,23.288641,96.45,794865,3247,1699.3602163791656,0.15751441,0.004512704
70.709755,8,520.8723971647067,0.0,0.28937584,0.8366709202528,23.275816,102.2,797847,3255,1706.0260074138641,0.28937584,0.014117033
77.372215,9,548.7676787923202,0.0,0.2612893,0.8758856803178787,23.277021,108.275,801186,3264,1712.651119709015,0.2612893,0.014310908
78.18909,9,568.4789790366964,0.0,0.14081845,0.8474416136741638,23.273417,112.7,804330,3273,1719.3247792720795,0.14081845,0.0038407282
79.97907,9,594.2110538992688,0.0,0.15387836,0.8709300607442856,23.274172,118.0,807489,3282,1725.9797649383545,0.15387836,0.004465894
77.278275,10,578.8059335408798,0.0,0.2750367,0.894477367401123,23.27606,114.4,810606,3292,1732.6781141757965,0.2750367,0.0147821605
77.02593,9,576.4660494419704,0.0,0.24962348,0.8814170658588409,23.280512,114.6,813786,3301,1739.5000095367432,0.24962348,0.01418777
73.7734,9,545.5280707267448,0.0,0.14204182,0.8651459366083145,23.277834,108.725,816633,3310,1746.1268067359924,0.14204182,0.0037792788
68.94133,10,524.8026226011999,0.0,0.13527581,0.8816912919282913,23.281496,104.8,819531,3320,1752.799796819687,0.13527581,0.0038270284
66.11989,10,520.4567492595628,0.0,0.14410193,0.8555880039930344,23.28753,102.9,822462,3330,1759.5259573459625,0.14410193,0.0038820393
60.150867,12,485.0736268948782,0.0,0.14372803,0.8548698127269745,23.284994,94.8,825678,3342,1766.1774950027466,0.14372803,0.0038187385
59.562508,9,494.09156158273754,0.0,0.15690354,0.8775352165102959,23.28296,96.425,828489,3351,1772.796828508377,0.15690354,0.0041063298
61.475548,9,508.69533400248366,0.0,0.14359757,0.8875255957245827,23.288332,98.225,831318,3360,1779.4707131385803,0.14359757,0.0040421737
65.97402,8,530.957943451336,0.0,0.1502738,0.8511326909065247,23.287775,103.275,834294,3368,1786.2086510658264,0.1502738,0.0040053967
67.34999,10,544.617670241863,0.0,0.15147877,0.8748521357774734,23.285807,105.775,837432,3378,1792.8740272521973,0.15147877,0.0042314874
69.02818,10,552.490410680742,0.0,0.14476973,0.8412958383560181,23.285322,106.6,840294,3388,1799.5097703933716,0.14476973,0.0042815413
71.18545,9,561.346935165069,0.0,0.15024205,0.8616868406534195,23.285173,108.675,843276,3397,1806.1187653541565,0.15024205,0.0041591297
71.55194,10,549.782755381278,0.0,0.14998254,0.8392420560121536,23.283209,107.2,846774,3407,1812.6923899650574,0.14998254,0.003879189
72.877014,10,549.2731025459698,0.0,0.14375925,0.8448139578104019,23.27899,108.025,850077,3417,1819.2852158546448,0.14375925,0.003865754
72.85554,11,541.6633880088702,0.0,0.15049067,0.8900074735283852,23.283428,107.025,853137,3428,1826.0186491012573,0.15049067,0.004005575
72.057175,10,517.8985237374133,0.0,0.28572005,0.8292929232120514,23.288637,103.425,856317,3438,1832.7424573898315,0.28572005,0.014127588
72.0027,9,525.977710380536,0.0,0.14742026,0.9144043326377869,23.288395,103.875,859239,3447,1839.300442457199,0.14742026,0.0039588977
70.192474,11,508.33421906467464,0.0,0.13831967,0.853196993470192,23.289469,100.275,862296,3458,1845.860508441925,0.13831967,0.003883055
71.64087,10,515.8429773514382,0.0,0.14187095,0.8758560195565224,23.291925,101.9,865365,3468,1852.587924003601,0.14187095,0.0037780572
71.04265,10,520.1935037524246,0.0,0.14937147,0.8734267354011536,23.295,101.675,868518,3478,1859.1326460838318,0.14937147,0.0043833875
69.63736,11,500.03575492730033,0.0,0.14085503,0.8960129246115685,23.298578,98.75,871581,3489,1865.7519447803497,0.14085503,0.0042119217
71.60444,9,534.465203124846,0.0,0.26796368,0.8900138288736343,23.295893,105.1,874908,3498,1872.4703409671783,0.26796368,0.014934685
69.91948,11,530.5329150564564,0.0,0.14254251,0.9165087193250656,23.29095,103.825,878202,3509,1879.2599928379059,0.14254251,0.0041454975
71.54281,9,546.4265915726616,0.0,0.18554537,0.8487464338541031,23.293196,107.6,881430,3518,1885.9436798095703,0.18554537,0.004579404
72.89274,9,566.6502751929138,0.0,0.14261931,0.8597114533185959,23.294195,110.975,884343,3527,1892.6715445518494,0.14261931,0.004388379
72.4835,11,539.3348754424899,0.0,0.29026756,0.9050307124853134,23.302485,105.775,887601,3538,1899.2083294391632,0.29026756,0.014901557
73.24119,10,551.4668885223136,0.0,0.13802986,0.9160554930567741,23.30153,107.4,890781,3548,1905.911920785904,0.13802986,0.0039211847
72.19369,9,548.3580942160977,0.0,0.1388749,0.8870566934347153,23.297544,107.4,894015,3557,1912.5393090248108,0.1388749,0.004194946
69.99092,11,526.3224926182422,0.0,0.15630579,0.8966449424624443,23.296137,104.025,897162,3568,1919.2471103668213,0.15630579,0.0045089014
68.85891,11,524.3505374920509,0.0,0.28890556,0.9065602496266365,23.289877,104.2,900465,3579,1925.9177870750427,0.28890556,0.014784221
69.15074,9,526.1593461559977,0.0,0.15872726,0.8994895294308662,23.289373,104.95,903375,3588,1932.5223336219788,0.15872726,0.004240714
69.524734,9,527.8754038702655,0.0,0.14137547,0.8993483558297157,23.288801,104.325,906534,3597,1939.2063183784485,0.14137547,0.0038246382
71.37651,10,534.0701855263749,0.0,0.14458872,0.9316094443202019,23.28831,106.25,909579,3607,1945.8463125228882,0.14458872,0.0038457843
70.8341,9,554.3017597546017,0.0,0.13686731,0.8556820601224899,23.286554,109.8,912597,3616,1952.4301555156708,0.13686731,0.003873322
70.561195,10,548.7845997387069,0.0,0.14323086,0.9155084490776062,23.279963,108.825,915912,3626,1959.0428788661957,0.14323086,0.0038592303
69.86454,9,552.9961677977353,0.0,0.15638138,0.850637212395668,23.280293,110.175,919122,3635,1965.6505708694458,0.15638138,0.0043034093
67.09503,11,553.1154897348702,0.0,0.25749394,0.892310842871666,23.268084,110.25,922533,3646,1972.1718142032623,0.25749394,0.014556291
67.933655,8,565.4828046185688,0.0,0.15146664,0.8803872019052505,23.267157,112.575,925557,3654,1978.9867384433746,0.15146664,0.0041333237
68.54909,9,560.1106818510063,0.0,0.17278896,0.842170774936676,23.265314,111.15,928482,3663,1985.6853003501892,0.17278896,0.00402062
71.68291,9,574.3037609560645,0.0,0.15258324,0.9113535359501839,23.263922,113.275,931584,3672,1992.3693721294403,0.15258324,0.0041174786
71.41875,10,563.3255439410311,0.0,0.13897729,0.9235226362943649,23.263607,110.275,934737,3682,1999.0479984283447,0.13897729,0.0037957178
75.1586,8,590.0824986272526,0.0,0.13810246,0.9017605409026146,23.26245,115.475,937875,3690,2005.5932593345642,0.13810246,0.003786947
76.08804,9,610.7905995437022,0.0,0.28691137,0.850013017654419,23.258787,119.825,941115,3699,2012.430950164795,0.28691137,0.014136169
74.293045,9,576.8090554226978,0.0,0.19079351,0.8032086193561554,23.25749,112.95,943938,3708,2019.057430267334,0.19079351,0.00481803
72.431946,9,567.7064145608368,0.0,0.2867305,0.8694960922002792,23.253195,112.2,946626,3717,2025.667876958847,0.2867305,0.013960086
71.85526,8,578.8838088248016,0.0,0.14660183,0.9021153897047043,23.251463,113.95,949767,3725,2032.5012950897217,0.14660183,0.0042280825
71.70437,10,553.3531812081601,0.0,0.17106065,0.8470329344272614,23.252932,110.125,952986,3735,2039.1041564941406,0.17106065,0.0044087055
72.2265,9,558.7607027705841,0.0,0.19285382,0.8984062597155571,23.252214,110.525,955908,3744,2045.7976791858673,0.19285382,0.0043504476
75.78218,9,574.7464504150146,0.0,0.16268231,0.8372280299663544,23.254572,113.95,959013,3753,2052.526969432831,0.16268231,0.0041664583
75.77085,9,567.298634990362,0.0,0.1440106,0.8690849542617798,23.254818,112.65,962040,3762,2059.232465028763,0.1440106,0.0040577054
77.245316,9,566.567809376179,0.0,0.16610217,0.7753703892230988,23.25464,113.05,965235,3771,2065.852569580078,0.16610217,0.004500684
74.30404,9,561.475643894307,0.0,0.1486858,0.8959289640188217,23.25535,112.425,968115,3780,2072.5218348503113,0.1486858,0.0041254414
71.44944,9,555.2339474871332,0.0,0.15790887,0.856566533446312,23.255392,111.55,971037,3789,2079.2516186237335,0.15790887,0.004028559
70.892624,10,555.4782838809473,0.0,0.15131325,0.8341457545757294,23.255861,111.325,974313,3799,2085.9239196777344,0.15131325,0.0039175097
68.23006,10,537.6405949900867,0.0,0.18133816,0.757727861404419,23.253094,108.425,977322,3809,2092.5910382270813,0.18133816,0.0039058027
66.03563,10,525.9620731571076,0.0,0.1530456,0.840164452791214,23.255133,104.95,980361,3819,2099.084861278534,0.1530456,0.0041193976
64.16493,9,521.111798132546,0.0,0.15206829,0.8752401024103165,23.258543,103.075,983205,3828,2105.756448984146,0.15206829,0.0038889342
70.36319,9,538.312513075279,0.0,0.163251,0.8169292360544205,23.26098,106.05,986292,3837,2112.393846988678,0.163251,0.004290878
69.73838,11,529.8950424227302,0.0,0.13946506,0.8652589917182922,23.269266,104.25,989352,3848,2118.979029417038,0.13946506,0.00427605
72.58482,9,554.9185313264315,0.0,0.15156487,0.9141088873147964,23.266783,108.075,992769,3857,2125.6463825702667,0.15156487,0.004102556
75.08183,9,558.0368454634979,0.0,0.14576738,0.8704602420330048,23.26977,108.9,995751,3866,2132.321798324585,0.14576738,0.004111251
70.58687,10,547.3015264351518,0.0,0.14841181,0.8530754595994949,23.270918,106.625,998805,3876,2138.9264254570007,0.14841181,0.0039112736
72.74764,10,564.7558413546277,0.0,0.1568811,0.9122989177703857,23.276125,109.825,1001850,3886,2145.5057871341705,0.1568811,0.0042904266
