EpRewMean,EpThisIter,EpTrueRewMean,entloss,optimgain,ev_tdlam_before,entropy,EpLenMean,TimestepsSoFar,EpisodesSoFar,TimeElapsed,surrgain,meankl
53.39696,14,381.7878758726288,0.0,0.33828038,0.7805789560079575,23.5166,77.525,144441,885,303.1290690898895,0.33828038,0.010628283
53.529926,13,384.89365997501784,0.0,0.22281528,0.74875807762146,23.500017,77.975,147654,898,309.83513927459717,0.22281528,0.009561465
50.40857,13,385.4839551886828,0.0,0.21645875,0.7385651171207428,23.49577,79.175,150912,911,316.2895784378052,0.21645875,0.010213491
50.934387,12,396.06371866848906,0.0,0.23034069,0.8154525309801102,23.520197,81.375,153807,923,322.87122869491577,0.23034069,0.009992396
48.173244,14,382.1558625392139,0.0,0.22618586,0.7492493391036987,23.50041,78.7,156879,937,329.3065278530121,0.22618586,0.009500821
50.39096,12,378.85462900745335,0.0,0.21039474,0.7675437778234482,23.508463,77.675,159810,949,335.6332664489746,0.21039474,0.010352865
49.11892,15,362.3530038649577,0.0,0.2293465,0.8211057037115097,23.513021,74.225,162936,964,342.16749119758606,0.2293465,0.013297726
55.755226,11,383.0705944108231,0.0,0.25218534,0.7788003385066986,23.48688,78.85,165933,975,348.6785161495209,0.25218534,0.011112865
53.964428,13,377.778427711192,0.0,0.22897737,0.7838117629289627,23.48826,78.2,168915,988,355.1742568016052,0.22897737,0.010540434
57.928734,13,401.10295788055424,0.0,0.20876342,0.8007798194885254,23.466791,81.575,172116,1001,361.77960562705994,0.20876342,0.009606497
51.933052,14,382.91319822636643,0.0,0.22873619,0.815852478146553,23.460936,77.625,175248,1015,368.25980377197266,0.22873619,0.010744397
52.07903,12,407.30809455690286,0.0,0.20293401,0.7809977829456329,23.451105,82.425,178485,1027,374.7734811306,0.20293401,0.010391139
50.646507,12,400.03576390341766,0.0,0.22073926,0.7891825139522552,23.413736,81.725,181512,1039,381.19360542297363,0.22073926,0.010829741
52.634106,12,412.4151537657647,0.0,0.3663482,0.7700381577014923,23.402178,84.15,184560,1051,387.68013739585876,0.3663482,0.010764944
56.0844,12,423.35456695225747,0.0,0.26552284,0.6282354891300201,23.40454,85.85,187563,1063,394.2505009174347,0.26552284,0.011646579
52.759247,14,403.90279048732725,0.0,0.20160851,0.8562042862176895,23.385256,82.05,190950,1077,400.7584903240204,0.20160851,0.010556452
52.19336,13,407.00758669021104,0.0,0.20931178,0.8195899426937103,23.37176,82.925,194121,1090,407.3370418548584,0.20931178,0.011135845
53.61018,12,404.3195049223611,0.0,0.2813675,0.8740510940551758,23.382746,82.65,197199,1102,413.8601276874542,0.2813675,0.010801083
52.422504,13,393.03330065559305,0.0,0.25637782,0.8320043981075287,23.384504,79.825,200058,1115,420.31275701522827,0.25637782,0.010173947
53.569916,12,401.9811048834823,0.0,0.2150328,0.8745892345905304,23.358404,81.275,203205,1127,426.897598028183,0.2150328,0.011033727
51.9615,13,401.5612145428572,0.0,0.21398841,0.8621616214513779,23.357199,80.55,206319,1140,433.3728377819061,0.21398841,0.010594381
55.100853,11,421.3871763074095,0.0,0.22971809,0.8459395468235016,23.361567,84.325,209379,1151,439.9131016731262,0.22971809,0.010227698
61.493042,10,456.0814635914605,0.0,0.24879405,0.8402427583932877,23.34881,91.6,212574,1161,446.49394369125366,0.24879405,0.010367246
61.692577,12,455.81981468107944,0.0,0.19606535,0.857106551527977,23.353762,92.075,215703,1173,453.0222451686859,0.19606535,0.011148499
61.225395,13,448.58598225203133,0.0,0.27034545,0.8605050295591354,23.351324,91.1,218805,1186,459.5632133483887,0.27034545,0.010714443
53.251728,13,402.46140242467015,0.0,0.24230465,0.8051898032426834,23.360125,81.4,221835,1199,466.0427372455597,0.24230465,0.011840882
52.819313,12,400.9315767401853,0.0,0.22957,0.8570791631937027,23.34788,80.075,224709,1211,472.53321981430054,0.22957,0.011565415
54.284462,13,393.2854476402316,0.0,0.25159752,0.7224001288414001,23.360777,78.75,227748,1224,478.9332494735718,0.25159752,0.0104478225
52.01615,14,390.78004104462514,0.0,0.26352787,0.7295314073562622,23.359863,77.8,230856,1238,485.4329469203949,0.26352787,0.011028215
48.536396,14,370.03014766661573,0.0,0.22358201,0.8165017515420914,23.352785,74.2,233880,1252,491.9812617301941,0.22358201,0.011153062
50.649353,12,383.6436119337359,0.0,0.23584865,0.8831386715173721,23.351645,76.825,236967,1264,498.5348150730133,0.23584865,0.011884481
55.838707,11,407.38264629574167,0.0,0.667221,0.8353185057640076,23.332193,81.325,239961,1275,505.0743408203125,0.667221,0.011944266
60.15249,12,427.9434891093291,0.0,0.22908108,0.8211326003074646,23.342793,85.45,243204,1287,511.51531648635864,0.22908108,0.011742361
60.66107,13,433.9893052068308,0.0,0.21690616,0.8193604648113251,23.345438,87.0,246315,1300,517.9629275798798,0.21690616,0.011004407
55.759228,13,414.5038762229466,0.0,0.24219894,0.8451738059520721,23.356688,82.9,249318,1313,524.5808935165405,0.24219894,0.011408722
57.76136,12,414.10141818006934,0.0,0.25301808,0.8044732064008713,23.361166,82.55,252468,1325,531.0902268886566,0.25301808,0.011156522
60.158386,12,409.1024468556875,0.0,0.26523173,0.8388990014791489,23.364813,82.0,255516,1337,537.5868966579437,0.26523173,0.010981629
63.896606,13,422.58983312937664,0.0,0.23165819,0.8266472667455673,23.356462,84.5,258735,1350,544.1477031707764,0.23165819,0.011420578
64.63485,13,417.4612434504661,0.0,0.25085175,0.7715222090482712,23.35954,83.175,261921,1363,550.6114556789398,0.25085175,0.011529011
61.021736,13,423.18482930484623,0.0,0.25254315,0.8525924980640411,23.339907,82.95,265278,1376,557.1788477897644,0.25254315,0.010668142
58.614307,13,421.5937839507836,0.0,0.23247021,0.8626962006092072,23.338314,81.875,268314,1389,563.6454701423645,0.23247021,0.0112093715
58.542652,11,427.41064448878467,0.0,0.23098099,0.8872765153646469,23.351316,83.175,271170,1400,570.1858491897583,0.23098099,0.011669703
57.06246,11,427.5809977725764,0.0,0.26576036,0.8406085520982742,23.35351,83.425,274197,1411,576.6822242736816,0.26576036,0.011387792
59.268684,14,418.25497635058554,0.0,0.22105432,0.8298730403184891,23.349543,83.85,277356,1425,583.1799688339233,0.22105432,0.0116712935
55.402733,13,400.4175813367524,0.0,0.22818714,0.8614846020936966,23.346987,80.875,280395,1438,589.7584230899811,0.22818714,0.011973137
51.585106,13,375.1532656295247,0.0,0.20584905,0.8478642106056213,23.344563,77.6,283509,1451,596.3018453121185,0.20584905,0.011111957
49.368946,13,381.8769876631565,0.0,0.24470343,0.8177632838487625,23.361101,78.0,286593,1464,602.7926452159882,0.24470343,0.012332044
50.398872,12,394.96856287323516,0.0,0.23949553,0.8628821820020676,23.364994,80.775,289599,1476,609.2696049213409,0.23949553,0.012304406
56.380444,10,419.8581881402653,0.0,0.36046326,0.8280782103538513,23.363262,85.725,292542,1486,615.7346274852753,0.36046326,0.012335613
59.399994,13,425.39839602436524,0.0,0.26054382,0.8188378214836121,23.362064,86.825,295713,1499,622.4976241588593,0.26054382,0.013046723
61.456654,12,426.23565401071926,0.0,0.25080025,0.8132346570491791,23.357683,86.275,298746,1511,629.1577713489532,0.25080025,0.012430151
65.580795,12,430.15682439368555,0.0,0.25961217,0.8610102236270905,23.355474,86.15,301812,1523,635.6452648639679,0.25961217,0.011422793
65.462234,9,434.62470251631913,0.0,0.36608225,0.780736431479454,23.363775,86.975,304458,1532,642.1456739902496,0.36608225,0.013172131
65.538605,12,442.5614709021582,0.0,0.22971761,0.8824847489595413,23.367514,88.45,307554,1544,648.6174008846283,0.22971761,0.011932712
64.63444,13,446.23831760801795,0.0,0.2340649,0.849699079990387,23.356367,89.175,310962,1557,655.3651247024536,0.2340649,0.012534273
60.3648,12,431.98252251616725,0.0,0.30167282,0.8804324045777321,23.367922,86.3,313983,1569,661.9392063617706,0.30167282,0.013230945
55.02779,12,418.78260869805564,0.0,0.26518083,0.8757608905434608,23.374773,84.125,316905,1581,668.6036920547485,0.26518083,0.011228805
54.832508,12,419.84020468432084,0.0,0.25084224,0.8044959604740143,23.37606,84.525,320118,1593,675.2229015827179,0.25084224,0.012155199
54.547047,13,409.9830804583286,0.0,0.27081424,0.8004016727209091,23.37329,83.0,323226,1606,681.8114492893219,0.27081424,0.0124562625
57.439404,12,416.5899622313411,0.0,0.2332902,0.810626819729805,23.376139,83.575,326256,1618,688.3695738315582,0.2332902,0.011832757
56.317665,13,403.62236259669726,0.0,0.21427178,0.7736145257949829,23.38039,80.5,329238,1631,694.9468545913696,0.21427178,0.012123754
56.72582,11,410.7020253420995,0.0,0.25190178,0.8451602607965469,23.378923,81.075,332061,1642,701.5268533229828,0.25190178,0.011601926
59.728504,11,423.17266964367354,0.0,0.23438068,0.8572582304477692,23.376303,84.175,335145,1653,708.1360836029053,0.23438068,0.012016225
64.80467,12,436.49175694027326,0.0,0.32749885,0.8246008157730103,23.379557,87.5,338400,1665,714.6821336746216,0.32749885,0.0129872095
66.39147,12,433.1408522024136,0.0,0.25385895,0.8368693739175797,23.380352,88.375,341373,1677,721.3588898181915,0.25385895,0.013602711
66.77086,12,431.9992992369404,0.0,0.24667892,0.8554899096488953,23.380838,87.975,344559,1689,727.9990403652191,0.24667892,0.012637894
64.88908,10,432.424286820813,0.0,0.2478215,0.7454954087734222,23.373941,87.825,347493,1699,734.6992666721344,0.2478215,0.0123966
66.73139,10,451.28727320210254,0.0,0.2790047,0.8093358278274536,23.37394,91.25,350268,1709,741.1836614608765,0.2790047,0.013625804
65.670074,11,453.15300345735506,0.0,0.3499216,0.8583667129278183,23.37884,90.65,353127,1720,747.8247060775757,0.3499216,0.013338958
62.21992,11,447.1288801251052,0.0,0.28932983,0.8468665033578873,23.37891,89.075,356106,1731,754.5168559551239,0.28932983,0.012600204
64.24414,12,455.2724366305421,0.0,0.28796756,0.8242816627025604,23.3742,90.525,359286,1743,761.161737203598,0.28796756,0.013520878
61.94931,12,449.5232990279492,0.0,0.26670927,0.8707078695297241,23.365805,89.55,362430,1755,767.7187356948853,0.26670927,0.014203107
60.631927,11,438.01796209692986,0.0,0.26202747,0.8429678976535797,23.371992,88.175,365238,1766,774.3349130153656,0.26202747,0.013318703
58.257362,12,428.51950039849544,0.0,0.28110117,0.8104241192340851,23.365477,86.15,368313,1778,780.9515895843506,0.28110117,0.012141448
59.316628,12,435.3837572577075,0.0,0.27065483,0.8714407831430435,23.36566,86.75,371355,1790,787.4431338310242,0.27065483,0.0133526325
58.22094,13,426.68469424242767,0.0,0.2964354,0.8465636074542999,23.36857,83.925,374502,1803,794.002436876297,0.2964354,0.01311883
59.440346,12,427.9720047295409,0.0,0.32682356,0.8675909489393234,23.369379,84.375,377598,1815,800.6146364212036,0.32682356,0.013637831
60.728905,11,437.56384148863646,0.0,0.25624594,0.8906358107924461,23.372004,85.75,380556,1826,807.1999886035919,0.25624594,0.014193444
64.13216,9,452.3972409933302,0.0,0.23365614,0.8519667834043503,23.374578,90.175,383280,1835,813.8577072620392,0.23365614,0.012511691
66.080734,12,466.21460297428376,0.0,0.26287737,0.8814229965209961,23.381771,92.4,386550,1847,820.3315007686615,0.26287737,0.012427423
65.99223,12,472.0914790586827,0.0,0.29760277,0.8926700055599213,23.390787,93.65,389835,1859,826.9229459762573,0.29760277,0.013125763
61.066723,12,445.3897154350219,0.0,0.28144702,0.8012806922197342,23.38273,88.95,392802,1871,833.4203407764435,0.28144702,0.013933265
59.828453,11,454.0271528591264,0.0,0.28938258,0.8560639768838882,23.38576,89.775,395946,1882,839.9403574466705,0.28938258,0.013302049
65.41738,9,468.75285696332685,0.0,0.26661843,0.7561293393373489,23.384035,93.9,398955,1891,846.479654788971,0.26661843,0.012327354
65.94979,11,467.83664418580867,0.0,0.30253786,0.833381175994873,23.386557,93.45,401862,1902,852.9601573944092,0.30253786,0.013612041
69.091446,10,472.811607325167,0.0,0.25534204,0.841887816786766,23.385984,95.75,404619,1912,859.5538794994354,0.25534204,0.011924333
67.280815,12,454.4137707819864,0.0,0.26772553,0.8448093980550766,23.383236,93.95,407778,1924,866.1943774223328,0.26772553,0.013786243
60.80137,11,427.0167846292703,0.0,0.2910993,0.8445910215377808,23.386457,88.175,410667,1935,872.694543838501,0.2910993,0.012676032
56.55299,11,416.65267796024574,0.0,0.24804804,0.8492813855409622,23.388914,86.8,413571,1946,879.3084471225739,0.24804804,0.013922546
57.67278,12,423.1154050069384,0.0,0.26952457,0.8366638571023941,23.382406,86.275,416628,1958,885.8378720283508,0.26952457,0.013197601
57.722717,12,425.47093905281156,0.0,0.23432398,0.8938922360539436,23.376547,85.95,419547,1970,892.473564863205,0.23432398,0.01433431
57.482037,12,423.57966997613056,0.0,0.30396506,0.8669839352369308,23.388754,84.875,422697,1982,899.1151630878448,0.30396506,0.013508622
57.068592,12,426.8961426273938,0.0,0.25420392,0.8420654833316803,23.383305,86.3,425862,1994,905.664288520813,0.25420392,0.013651324
58.83672,12,428.18338932160293,0.0,0.25621724,0.8926445320248604,23.380682,86.325,428976,2006,912.3308029174805,0.25621724,0.013586396
57.77489,12,426.53065647279834,0.0,0.2565956,0.8935926258563995,23.385271,86.225,432003,2018,918.8608360290527,0.2565956,0.013319043
56.860413,11,430.34085534858934,0.0,0.27905047,0.8556805849075317,23.377924,86.275,434934,2029,925.3686292171478,0.27905047,0.014892448
57.621532,10,438.7094118452903,0.0,0.2669493,0.8553802073001862,23.381124,88.575,438030,2039,932.2253835201263,0.2669493,0.013806362
60.941376,10,470.7493916187738,0.0,0.31035125,0.8758697211742401,23.385092,95.0,441102,2049,938.8415117263794,0.31035125,0.013899041
61.52426,13,464.58047506663536,0.0,0.30238825,0.8428673595190048,23.383627,93.375,444282,2062,945.4290854930878,0.30238825,0.013539929
61.157875,12,454.59478846523706,0.0,0.27965558,0.8553294986486435,23.377909,91.55,447351,2074,952.0098791122437,0.27965558,0.014913682
62.21815,11,452.3483757496325,0.0,0.30796158,0.8462232798337936,23.37152,90.425,450630,2085,958.6058986186981,0.30796158,0.0146560855
61.879005,10,453.38350414276067,0.0,0.27047643,0.8832436725497246,23.37557,90.25,453423,2095,965.2010295391083,0.27047643,0.014543634
62.889637,11,464.675989219232,0.0,0.26914018,0.8770973682403564,23.371805,92.675,456453,2106,971.7976984977722,0.26914018,0.013865887
63.96339,12,464.3318279774994,0.0,0.293476,0.8984727784991264,23.37427,92.975,459639,2118,978.3764238357544,0.293476,0.014092605
62.585,11,460.17778882734103,0.0,0.27271032,0.9023135975003242,23.370363,92.05,462744,2129,984.9919407367706,0.27271032,0.0134099545
65.71706,11,452.21495422125537,0.0,0.29197103,0.8434297889471054,23.37752,89.75,465654,2140,991.5825035572052,0.29197103,0.013150541
66.59824,11,466.3403917543168,0.0,0.27918854,0.8662019968032837,23.377623,92.125,468759,2151,998.0414774417877,0.27918854,0.013624627
66.79536,11,467.0680250779671,0.0,0.25041026,0.8641001582145691,23.3833,91.7,471855,2162,1004.4952285289764,0.25041026,0.012866171
69.29707,10,485.42057531623084,0.0,0.2825336,0.8208823800086975,23.38094,95.475,474912,2172,1011.1811866760254,0.2825336,0.01358457
64.57328,11,469.12719469999456,0.0,0.32215267,0.8277241736650467,23.381123,93.025,477693,2183,1017.8010866641998,0.32215267,0.014780908
65.21886,10,470.4674256038679,0.0,0.3145761,0.8387053310871124,23.37728,93.475,480573,2193,1024.328929901123,0.3145761,0.013388069
66.38802,11,473.9743737867304,0.0,0.14345701,0.8077766299247742,23.37597,93.6,483660,2204,1030.8698933124542,0.14345701,0.0039188024
63.617054,11,467.9527325427397,0.0,0.13829583,0.8585053831338882,23.381903,92.05,486750,2215,1037.3423483371735,0.13829583,0.0038181688
64.16264,11,482.2407275319444,0.0,0.17253432,0.8652247786521912,23.38566,93.95,489861,2226,1044.10786485672,0.17253432,0.003919622
66.03978,11,485.3059639570127,0.0,0.15833354,0.8326000720262527,23.385923,94.775,493023,2237,1050.7310960292816,0.15833354,0.0038306038
64.46527,11,474.8314567681415,0.0,0.26593062,0.8895685225725174,23.391666,92.925,495930,2248,1057.3355317115784,0.26593062,0.012774434
62.62393,12,456.1576642913695,0.0,0.32414836,0.8616098612546921,23.389338,89.55,499044,2260,1063.7393004894257,0.32414836,0.014155462
60.598194,13,450.5361456312654,0.0,0.13887344,0.8655844181776047,23.386496,88.5,502296,2273,1070.285964012146,0.13887344,0.003962272
59.489918,11,448.7084741863461,0.0,0.27275467,0.8707000017166138,23.388182,88.775,505497,2284,1076.9244463443756,0.27275467,0.013927607
62.477406,10,465.22200781636985,0.0,0.36017138,0.8641590774059296,23.3882,92.65,508707,2294,1083.393215894699,0.36017138,0.014835792
64.44777,11,486.7283793052704,0.0,0.26690638,0.8766233697533607,23.38729,96.725,511923,2305,1090.005625486374,0.26690638,0.013894208
69.45398,10,511.50879139478275,0.0,0.13050784,0.8828371465206146,23.381037,100.8,514884,2315,1096.6798467636108,0.13050784,0.0038467513
67.3552,11,488.85746641686217,0.0,0.30710632,0.8580610454082489,23.376947,96.975,517899,2326,1103.3094851970673,0.30710632,0.014914796
69.171455,10,497.2259745413468,0.0,0.42303646,0.8960036635398865,23.373796,96.675,521034,2336,1109.805609703064,0.42303646,0.014856806
73.739914,9,528.5436173846329,0.0,0.29482517,0.8587359637022018,23.369806,101.75,524133,2345,1116.325042963028,0.29482517,0.014656056
69.8489,11,509.36403161780856,0.0,0.28696257,0.8314111232757568,23.364923,99.75,527034,2356,1122.9018969535828,0.28696257,0.013912683
71.06869,11,522.9054652949156,0.0,0.2667478,0.8884437009692192,23.366459,102.675,530532,2367,1129.4747505187988,0.2667478,0.014257802
67.19291,11,512.8751201581232,0.0,0.3033443,0.8727379441261292,23.362959,101.95,533760,2378,1136.0241017341614,0.3033443,0.0139894085
65.54299,11,503.1372473766822,0.0,0.14528769,0.8544293791055679,23.36408,101.0,537174,2389,1142.5691468715668,0.14528769,0.003850963
66.133736,11,506.1779596078644,0.0,0.25102523,0.8160766661167145,23.362064,100.85,540504,2400,1149.154023885727,0.25102523,0.013126398
69.63823,9,516.7396865763624,0.0,0.32144588,0.7881419062614441,23.364923,103.35,543468,2409,1155.584328174591,0.32144588,0.014680932
64.857315,12,478.944160036316,0.0,0.12492868,0.8377621322870255,23.364824,97.075,546447,2421,1162.220977306366,0.12492868,0.003764662
62.040077,12,461.61929535171146,0.0,0.32965785,0.8652580827474594,23.366146,93.125,549612,2433,1168.8176176548004,0.32965785,0.014829703
59.35802,11,440.0506532193581,0.0,0.13891564,0.8710581064224243,23.363287,88.2,552813,2444,1175.4329988956451,0.13891564,0.0037901192
63.364258,10,474.21925442734056,0.0,0.28629845,0.9148653745651245,23.360529,93.75,556017,2454,1181.9478867053986,0.28629845,0.014809039
66.224625,10,495.28364452024533,0.0,0.30163342,0.8951849862933159,23.354986,97.2,558852,2464,1188.5743100643158,0.30163342,0.014228063
66.18371,12,493.38601948400475,0.0,0.14689746,0.8902476131916046,23.348715,96.55,562029,2476,1195.1768157482147,0.14689746,0.0038535376
69.45812,8,513.0332003074793,0.0,0.15921548,0.8676154166460037,23.348896,101.025,564936,2484,1201.7295610904694,0.15921548,0.0040460243
65.98213,12,484.47676580718297,0.0,0.1631484,0.9064841717481613,23.347578,96.15,568056,2496,1208.3480718135834,0.1631484,0.00401976
66.42888,10,495.36181932200844,0.0,0.29700726,0.9136620685458183,23.344906,98.8,571242,2506,1214.9078621864319,0.29700726,0.014373561
66.643906,11,501.70386590889166,0.0,0.2594148,0.8793328553438187,23.343199,99.525,574521,2517,1221.4101309776306,0.2594148,0.014338701
64.03214,10,490.99276828528656,0.0,0.28925207,0.8348252326250076,23.342527,98.225,577578,2527,1228.0285239219666,0.28925207,0.013569894
63.445972,11,497.63324627539697,0.0,0.13760708,0.8367005437612534,23.343424,99.95,580689,2538,1234.5187404155731,0.13760708,0.0038352069
62.898964,12,483.44237175684304,0.0,0.1425942,0.9019155874848366,23.351238,97.2,583956,2550,1241.1259729862213,0.1425942,0.003969687
63.45556,10,485.21923901640184,0.0,0.15592848,0.8864191174507141,23.352777,97.275,587073,2560,1247.890615940094,0.15592848,0.004054468
64.80159,11,488.0198464876413,0.0,0.13907331,0.880812756717205,23.353449,96.025,590094,2571,1254.4431941509247,0.13907331,0.003933522
67.60111,10,501.7388180523437,0.0,0.33332872,0.8809041604399681,23.355244,97.475,593202,2581,1261.0018167495728,0.33332872,0.014676141
68.592735,11,496.403055771268,0.0,0.28427315,0.8804366439580917,23.357016,97.425,596415,2592,1267.587807416916,0.28427315,0.013568975
70.1886,10,501.00200368411106,0.0,0.26902986,0.8853432685136795,23.356203,97.55,599235,2602,1274.1287651062012,0.26902986,0.013975803
66.58708,11,480.63795873499487,0.0,0.13215618,0.9136131256818771,23.355879,94.25,602118,2613,1280.5808453559875,0.13215618,0.0039229225
65.10443,10,480.52273084048954,0.0,0.27161488,0.9053715541958809,23.359613,95.025,605046,2623,1287.2602672576904,0.27161488,0.014263735
62.20342,10,472.4966424140427,0.0,0.14371014,0.9197229370474815,23.36009,92.95,607806,2633,1293.8439166545868,0.14371014,0.0039578974
62.069447,11,473.9512820481899,0.0,0.15375447,0.853996217250824,23.355974,94.05,611073,2644,1300.3518559932709,0.15375447,0.0042916806
